county,any_alcohol,binge_alcohol,heavy_alcohol
"Desha, Arkansas",38.92857142857143,13.657142857142857,6.271428571428571
"Drew, Arkansas",38.885714285714286,12.557142857142859,5.257142857142857
"Faulkner, Arkansas",46.142857142857146,13.542857142857143,6.571428571428571
"Franklin, Arkansas",44.11428571428572,17.085714285714285,8.0
"Fulton, Arkansas",39.042857142857144,12.828571428571431,6.071428571428571
"Garland, Arkansas",51.557142857142864,16.642857142857142,7.485714285714287
"Grant, Arkansas",40.699999999999996,12.6,5.885714285714286
"Greene, Arkansas",39.41428571428572,13.671428571428569,6.3
"Hempstead, Arkansas",38.72857142857142,12.542857142857143,5.614285714285714
"Hot Spring, Arkansas",40.05714285714286,13.142857142857144,6.3
"Howard, Arkansas",36.41428571428571,12.12857142857143,5.4
"Independence, Arkansas",39.32857142857143,13.099999999999996,5.442857142857142
"Izard, Arkansas",39.24285714285714,13.1,5.614285714285714
"Jackson, Arkansas",36.92857142857143,14.442857142857141,6.785714285714286
"Jefferson, Arkansas",42.91428571428572,14.0,6.842857142857142
"Johnson, Arkansas",37.92857142857143,13.857142857142858,6.457142857142858
"Lafayette, Arkansas",36.0,12.185714285714285,5.357142857142857
"Lawrence, Arkansas",35.48571428571429,12.457142857142857,5.485714285714286
"Lee, Arkansas",35.81428571428571,13.114285714285714,6.628571428571429
"Lincoln, Arkansas",34.714285714285715,12.657142857142857,6.028571428571428
"Little River, Arkansas",38.15714285714286,12.442857142857141,5.6
"Logan, Arkansas",37.92857142857143,13.299999999999999,5.714285714285714
"Lonoke, Arkansas",43.4,13.728571428571428,6.614285714285715
"Madison, Arkansas",38.94285714285714,13.442857142857141,6.571428571428571
"Marion, Arkansas",45.771428571428565,14.914285714285713,7.514285714285714
"Miller, Arkansas",43.3,15.771428571428572,7.7
"Mississippi, Arkansas",32.92857142857143,12.12857142857143,5.785714285714286
"Monroe, Arkansas",36.199999999999996,12.828571428571431,5.528571428571429
"Montgomery, Arkansas",37.55714285714286,12.885714285714286,5.8999999999999995
"Nevada, Arkansas",39.885714285714286,12.414285714285713,5.914285714285714
"Newton, Arkansas",39.05714285714286,13.114285714285714,6.557142857142857
"Ouachita, Arkansas",38.77142857142858,13.642857142857142,6.171428571428572
"Perry, Arkansas",39.81428571428571,14.328571428571431,7.285714285714285
"Phillips, Arkansas",38.39999999999999,12.914285714285715,6.442857142857143
"Pike, Arkansas",35.11428571428571,13.028571428571428,5.557142857142857
"Poinsett, Arkansas",33.84285714285715,13.642857142857142,6.2857142857142865
"Polk, Arkansas",38.51428571428572,13.642857142857142,6.1571428571428575
"Pope, Arkansas",43.642857142857146,13.614285714285714,6.1
"Prairie, Arkansas",38.32857142857143,13.700000000000001,5.685714285714285
"Pulaski, Arkansas",53.41428571428571,15.342857142857143,7.842857142857143
"Randolph, Arkansas",35.11428571428571,13.271428571428572,6.271428571428571
"Saline, Arkansas",48.17142857142857,13.528571428571427,6.757142857142857
"Scott, Arkansas",35.142857142857146,12.4,5.871428571428572
"Searcy, Arkansas",37.214285714285715,13.642857142857142,6.7
"Sebastian, Arkansas",44.214285714285715,14.728571428571428,6.271428571428571
"Sevier, Arkansas",33.75714285714286,12.342857142857142,4.8
"Sharp, Arkansas",36.92857142857143,13.014285714285716,5.514285714285714
"St. Francis, Arkansas",35.75714285714286,12.857142857142856,6.171428571428571
"Stone, Arkansas",37.17142857142857,13.07142857142857,5.957142857142856
"Union, Arkansas",38.34285714285715,12.542857142857143,5.457142857142857
"Van Buren, Arkansas",42.057142857142864,14.1,5.885714285714285
"Washington, Arkansas",48.9,15.442857142857141,6.9
"White, Arkansas",37.6,12.685714285714285,5.785714285714286
"Woodruff, Arkansas",36.685714285714276,13.985714285714284,6.114285714285714
"Yell, Arkansas",36.871428571428574,13.185714285714285,5.585714285714286
"Alameda, California",60.1,19.428571428571427,10.0
"Alpine, California",58.728571428571435,19.742857142857144,13.557142857142855
"Amador, California",62.771428571428565,19.900000000000002,13.099999999999998
"Butte, California",58.44285714285714,18.37142857142857,10.542857142857143
"Calaveras, California",61.94285714285714,20.314285714285717,13.299999999999999
"Colusa, California",54.34285714285715,17.82857142857143,9.47142857142857
"Contra Costa, California",63.92857142857143,19.142857142857142,10.028571428571428
"Del Norte, California",53.37142857142857,17.214285714285715,9.214285714285714
"El Dorado, California",66.05714285714285,19.685714285714287,12.071428571428571
"Fresno, California",47.371428571428574,16.0,6.942857142857143
"Glenn, California",53.61428571428571,17.785714285714285,9.342857142857143
"Humboldt, California",61.771428571428565,19.9,11.557142857142859
"Imperial, California",43.58571428571429,15.285714285714286,7.528571428571429
"Inyo, California",58.614285714285714,19.37142857142857,11.185714285714285
"Kern, California",47.42857142857143,15.828571428571427,7.371428571428572
"Kings, California",48.857142857142854,16.400000000000002,8.528571428571428
"Lake, California",58.01428571428572,18.814285714285717,11.142857142857144
"Lassen, California",57.57142857142857,18.057142857142857,10.957142857142857
"Los Angeles, California",53.02857142857143,16.771428571428572,7.600000000000001
"Madera, California",49.62857142857143,16.314285714285713,8.057142857142857
"Marin, California",73.25714285714287,20.757142857142856,13.228571428571428
"Mariposa, California",60.89999999999999,20.1,12.700000000000001
"Mendocino, California",61.857142857142854,19.45714285714286,11.371428571428572
"Merced, California",47.57142857142858,16.014285714285716,7.285714285714286
"Modoc, California",58.72857142857142,18.17142857142857,11.157142857142858
"Mono, California",63.58571428571429,21.214285714285715,13.657142857142858
"Monterey, California",54.15714285714286,17.4,9.085714285714285
"Napa, California",65.17142857142856,19.642857142857142,10.542857142857143
"Nevada, California",67.04285714285714,19.514285714285712,11.314285714285715
"Orange, California",59.14285714285715,18.32857142857143,8.685714285714287
"Placer, California",63.67142857142858,17.842857142857145,10.028571428571427
"Plumas, California",63.44285714285714,20.614285714285717,13.757142857142854
"Riverside, California",54.40000000000001,16.9,8.528571428571428
"Sacramento, California",58.057142857142864,17.97142857142857,9.428571428571429
"San Benito, California",54.771428571428565,17.52857142857143,9.057142857142859
"San Bernardino, California",50.72857142857142,16.771428571428576,7.557142857142857
"San Diego, California",59.68571428571429,18.785714285714285,9.185714285714285
"San Francisco, California",65.65714285714286,24.014285714285712,13.700000000000001
"San Joaquin, California",52.75714285714285,16.900000000000002,8.5
"San Luis Obispo, California",63.10000000000001,19.428571428571427,11.842857142857143
"San Mateo, California",64.01428571428572,20.642857142857142,11.500000000000002
"Santa Barbara, California",60.471428571428575,18.857142857142858,9.657142857142857
"Santa Clara, California",59.10000000000001,18.3,8.957142857142857
"Santa Cruz, California",64.82857142857144,19.428571428571427,10.771428571428572
"Shasta, California",56.771428571428565,17.099999999999998,9.485714285714286
"Sierra, California",60.57142857142856,21.099999999999998,14.12857142857143
"Siskiyou, California",58.471428571428575,18.07142857142857,10.357142857142858
"Solano, California",58.857142857142854,18.114285714285717,9.457142857142857
"Sonoma, California",67.57142857142857,20.685714285714287,11.900000000000002
"Stanislaus, California",51.6,16.457142857142856,7.442857142857143
"Sutter, California",53.171428571428564,16.3,8.442857142857141
"Tehama, California",56.77142857142858,18.014285714285712,10.614285714285714
"Trinity, California",60.785714285714285,19.957142857142856,13.442857142857145
"Tulare, California",46.65714285714286,15.685714285714283,7.457142857142857
"Tuolumne, California",59.11428571428572,18.157142857142855,10.7
"Ventura, California",60.24285714285714,18.114285714285714,8.828571428571427
"Yolo, California",62.628571428571426,19.271428571428572,10.514285714285714
"Yuba, California",54.24285714285715,17.314285714285713,9.914285714285713
"Adams County, Boulder County, Broomfield County, Jefferson County, Weld, Colorado",65.72857142857143,18.185714285714287,8.614285714285712
"Alamosa, Colorado",48.957142857142856,16.014285714285716,6.6000000000000005
"Arapahoe, Colorado",65.41428571428573,18.657142857142862,8.114285714285714
"Archuleta, Colorado",66.08571428571427,20.342857142857145,11.114285714285716
"Baca, Colorado",55.42857142857144,15.357142857142858,7.3
"Bent, Colorado",53.64285714285715,17.571428571428573,7.171428571428571
"Chaffee, Colorado",66.17142857142858,18.985714285714288,10.62857142857143
"Cheyenne, Colorado",61.25714285714285,20.185714285714287,8.442857142857143
"Clear Creek, Colorado",74.02857142857142,23.814285714285713,14.328571428571427
"Conejos, Colorado",38.300000000000004,13.071428571428571,5.942857142857142
"Costilla, Colorado",47.68571428571429,16.88571428571429,7.07142857142857
"Crowley, Colorado",47.74285714285714,16.485714285714284,5.971428571428571
"Custer, Colorado",66.02857142857142,19.099999999999998,10.014285714285714
"Delta, Colorado",62.214285714285715,19.5,10.157142857142857
"Denver, Colorado",64.55714285714286,22.614285714285717,9.914285714285715
"Dolores, Colorado",68.07142857142858,21.314285714285713,13.157142857142857
"Douglas, Colorado",71.68571428571428,16.185714285714287,8.22857142857143
"Eagle, Colorado",74.47142857142858,23.114285714285717,12.728571428571428
"El Paso, Colorado",60.81428571428571,15.171428571428569,6.871428571428571
"Elbert, Colorado",64.32857142857142,16.3,8.47142857142857
"Fremont, Colorado",58.028571428571425,16.857142857142858,7.957142857142858
"Garfield, Colorado",67.37142857142858,22.82857142857143,11.785714285714286
"Gilpin, Colorado",73.85714285714286,22.61428571428571,13.685714285714285
"Grand, Colorado",73.51428571428572,24.042857142857144,14.171428571428573
"Gunnison, Colorado",72.51428571428572,24.957142857142856,13.071428571428573
"Hinsdale, Colorado",73.77142857142857,28.62857142857143,16.37142857142857
"Huerfano, Colorado",60.800000000000004,21.17142857142857,9.700000000000001
"Jackson, Colorado",69.38571428571429,24.842857142857138,12.485714285714284
"Kiowa, Colorado",36.82857142857143,9.214285714285714,3.0571428571428574
"Kit Carson, Colorado",54.92857142857143,16.0,5.871428571428572
"La Plata, Colorado",70.58571428571429,22.014285714285716,12.157142857142858
"Lake, Colorado",66.98571428571428,24.3,13.457142857142857
"Larimer, Colorado",67.91428571428571,18.928571428571427,8.27142857142857
"Las Animas, Colorado",56.199999999999996,18.557142857142857,7.757142857142858
"Lincoln, Colorado",55.371428571428574,15.557142857142859,5.771428571428571
"Logan, Colorado",60.0,17.914285714285715,7.328571428571429
"Mesa, Colorado",60.271428571428565,18.485714285714288,9.442857142857141
"Mineral, Colorado",54.48571428571428,17.857142857142858,8.185714285714287
"Moffat, Colorado",62.542857142857144,21.5,11.542857142857143
"Montezuma, Colorado",58.07142857142858,18.557142857142857,9.999999999999998
"Montrose, Colorado",61.114285714285714,19.542857142857144,10.371428571428572
"Morgan, Colorado",53.957142857142856,16.9,6.771428571428571
"Otero, Colorado",52.42857142857143,18.014285714285712,6.585714285714287
"Ouray, Colorado",73.88571428571427,23.185714285714283,14.528571428571427
"Park, Colorado",71.14285714285714,20.900000000000002,13.214285714285712
"Phillips, Colorado",51.51428571428572,14.885714285714286,6.328571428571428
"Pitkin, Colorado",79.71428571428574,25.185714285714283,16.47142857142857
"Prowers, Colorado",52.11428571428571,16.928571428571427,6.914285714285714
"Pueblo, Colorado",56.98571428571429,17.65714285714286,7.499999999999999
"Rio Blanco, Colorado",61.871428571428574,20.657142857142855,10.414285714285715
"Rio Grande, Colorado",55.65714285714286,18.842857142857145,8.271428571428572
"Routt, Colorado",78.14285714285712,23.67142857142857,13.728571428571428
"Saguache, Colorado",52.85714285714287,17.92857142857143,8.214285714285714
"San Juan, Colorado",68.17142857142858,28.557142857142853,14.942857142857141
"San Miguel, Colorado",75.95714285714287,27.085714285714285,17.271428571428572
"Sedgwick, Colorado",52.642857142857146,16.485714285714288,7.014285714285713
"Summit, Colorado",79.54285714285713,26.428571428571423,16.4
"Teller, Colorado",67.08571428571427,19.37142857142857,10.6
"Washington, Colorado",61.07142857142857,17.214285714285715,7.571428571428572
"Yuma, Colorado",59.30000000000001,18.357142857142858,7.4142857142857155
"Fairfield, Connecticut",67.9,18.61428571428571,8.342857142857143
"Hartford, Connecticut",64.75714285714285,17.357142857142858,7.071428571428571
"Litchfield, Connecticut",68.75714285714287,20.12857142857143,9.771428571428572
"Middlesex, Connecticut",69.94285714285715,19.87142857142857,9.799999999999999
"New Haven, Connecticut",63.65714285714286,17.314285714285713,7.3
"New London, Connecticut",66.7,18.685714285714283,9.0
"Tolland, Connecticut",69.50000000000001,19.62857142857143,9.242857142857142
"Windham, Connecticut",61.48571428571429,18.15714285714286,8.014285714285716
"Kent, Delaware",52.91428571428571,16.771428571428572,7.071428571428571
"New Castle, Delaware",61.72857142857142,20.314285714285713,9.142857142857142
"Sussex, Delaware",57.5,19.61428571428571,8.828571428571427
"Alachua, Florida",58.8,17.157142857142855,9.542857142857143
"Baker, Florida",40.699999999999996,14.657142857142857,6.6000000000000005
"Bay, Florida",53.17142857142857,18.800000000000004,9.528571428571427
"Bradford, Florida",40.271428571428565,14.6,7.185714285714284
"Brevard, Florida",60.114285714285714,20.428571428571427,10.9
"Broward, Florida",57.47142857142857,16.4,7.07142857142857
"Calhoun, Florida",39.31428571428571,14.585714285714285,7.057142857142858
"Charlotte, Florida",62.91428571428572,20.12857142857143,10.714285714285714
"Citrus, Florida",58.385714285714286,18.87142857142857,9.37142857142857
"Clay, Florida",55.699999999999996,17.157142857142855,8.542857142857143
"Collier, Florida",64.37142857142858,18.442857142857143,9.142857142857142
"Columbia, Florida",44.42857142857143,14.942857142857141,7.042857142857143
"DeSoto, Florida",43.728571428571435,15.328571428571427,7.328571428571428
"Dixie, Florida",41.285714285714285,15.085714285714285,7.471428571428572
"Duval, Florida",52.457142857142856,16.642857142857142,8.028571428571428
"Escambia, Florida",51.65714285714285,16.45714285714286,9.171428571428569
"Flagler, Florida",61.542857142857144,19.385714285714283,9.214285714285714
"Franklin, Florida",56.48571428571427,22.728571428571428,15.200000000000001
"Gadsden, Florida",42.65714285714286,14.028571428571428,6.871428571428571
"Gilchrist, Florida",40.58571428571429,14.0,6.5
"Glades, Florida",44.57142857142857,14.242857142857144,6.8
"Gulf, Florida",45.628571428571426,17.514285714285712,9.514285714285714
"Hamilton, Florida",38.65714285714286,13.9,6.785714285714286
"Hardee, Florida",36.15714285714286,12.3,5.242857142857142
"Hendry, Florida",42.92857142857142,15.185714285714285,5.971428571428571
"Hernando, Florida",58.05714285714287,19.1,9.828571428571427
"Highlands, Florida",51.314285714285724,15.600000000000003,7.685714285714285
"Hillsborough, Florida",55.65714285714286,18.214285714285715,8.67142857142857
"Holmes, Florida",38.25714285714286,14.471428571428572,7.214285714285714
"Indian River, Florida",64.32857142857142,19.300000000000004,10.885714285714284
"Jackson, Florida",40.17142857142858,13.614285714285714,6.728571428571429
"Jefferson, Florida",45.15714285714286,15.042857142857143,8.414285714285715
"Lafayette, Florida",38.32857142857142,12.700000000000001,6.128571428571429
"Lake, Florida",57.628571428571426,16.657142857142855,8.342857142857143
"Lee, Florida",62.51428571428572,18.785714285714285,9.557142857142859
"Leon, Florida",58.385714285714286,17.657142857142862,9.242857142857144
"Levy, Florida",43.542857142857144,14.599999999999998,7.185714285714285
"Liberty, Florida",32.75714285714285,12.27142857142857,5.485714285714286
"Madison, Florida",39.1,12.842857142857143,6.028571428571429
"Manatee, Florida",60.47142857142857,19.099999999999998,9.614285714285714
"Marion, Florida",56.01428571428572,16.728571428571428,7.700000000000001
"Martin, Florida",66.12857142857142,19.5,10.299999999999999
"Miami-Dade, Florida",52.0,15.542857142857144,5.542857142857143
"Monroe, Florida",67.7,24.985714285714288,14.457142857142857
"Nassau, Florida",53.271428571428565,16.442857142857143,8.614285714285714
"Okaloosa, Florida",57.385714285714286,18.285714285714285,10.314285714285715
"Okeechobee, Florida",46.6,16.042857142857144,7.542857142857144
"Orange, Florida",55.97142857142857,17.142857142857142,8.285714285714286
"Osceola, Florida",49.55714285714286,15.285714285714286,6.5857142857142845
"Palm Beach, Florida",60.628571428571426,17.071428571428566,8.128571428571428
"Pasco, Florida",58.08571428571428,19.5,10.557142857142855
"Pinellas, Florida",63.01428571428571,20.88571428571429,13.1
"Polk, Florida",51.38571428571429,16.27142857142857,7.8999999999999995
"Putnam, Florida",43.28571428571428,15.685714285714283,7.114285714285715
"Santa Rosa, Florida",56.528571428571425,16.857142857142858,9.428571428571429
"Sarasota, Florida",66.9142857142857,20.557142857142857,11.642857142857142
"Seminole, Florida",59.67142857142858,18.7,9.342857142857143
"St. Johns, Florida",68.05714285714285,21.057142857142857,11.957142857142857
"St. Lucie, Florida",56.52857142857143,17.499999999999996,8.857142857142858
"Sumter, Florida",59.9,17.457142857142856,8.828571428571427
"Suwannee, Florida",39.528571428571425,12.999999999999998,6.085714285714286
"Taylor, Florida",41.57142857142857,14.385714285714286,7.285714285714286
"Union, Florida",38.75714285714286,14.114285714285714,6.6
"Volusia, Florida",57.68571428571429,19.042857142857144,9.685714285714287
"Wakulla, Florida",51.91428571428571,18.02857142857143,9.22857142857143
"Walton, Florida",54.57142857142858,17.957142857142856,10.328571428571427
"Washington, Florida",36.82857142857142,12.77142857142857,6.0
"Appling, Georgia",31.0,11.814285714285715,5.028571428571428
"Atkinson, Georgia",30.071428571428573,12.285714285714286,4.785714285714286
"Bacon, Georgia",29.771428571428572,11.142857142857142,4.700000000000001
"Baker, Georgia",39.07142857142858,13.828571428571427,7.257142857142858
"Baldwin, Georgia",44.97142857142858,14.471428571428573,6.457142857142857
"Banks, Georgia",34.24285714285714,10.6,4.628571428571428
"Barrow, Georgia",47.5,14.685714285714287,5.957142857142857
"Bartow, Georgia",42.55714285714286,13.857142857142858,5.557142857142858
"Ben Hill, Georgia",34.5,12.342857142857143,5.57142857142857
"Berrien, Georgia",41.0,15.171428571428573,6.757142857142857
"Bibb, Georgia",45.32857142857143,14.042857142857143,6.2
"Bleckley, Georgia",34.6,11.9,4.8428571428571425
"Brantley, Georgia",33.31428571428572,12.285714285714286,5.614285714285714
"Brooks, Georgia",39.58571428571429,12.685714285714283,5.942857142857143
"Bryan, Georgia",53.41428571428572,17.514285714285716,8.142857142857142
"Bulloch, Georgia",45.185714285714276,14.5,6.628571428571428
"Burke, Georgia",34.95714285714286,11.971428571428572,4.742857142857143
"Butts, Georgia",37.87142857142857,12.085714285714285,4.857142857142857
"Calhoun, Georgia",31.128571428571426,10.828571428571427,5.085714285714286
"Camden, Georgia",50.142857142857146,15.057142857142859,7.057142857142857
"Candler, Georgia",40.199999999999996,15.242857142857144,6.714285714285714
"Carroll, Georgia",42.457142857142856,13.471428571428572,5.942857142857142
"Catoosa, Georgia",40.471428571428575,14.599999999999998,5.914285714285714
"Charlton, Georgia",37.22857142857142,13.4,6.142857142857143
"Chatham, Georgia",55.9,18.057142857142857,9.185714285714285
"Chattahoochee, Georgia",44.91428571428571,13.87142857142857,5.200000000000001
"Chattooga, Georgia",32.542857142857144,12.214285714285714,4.671428571428572
"Cherokee, Georgia",55.57142857142856,15.37142857142857,6.5857142857142845
"Clarke, Georgia",53.38571428571429,16.5,8.985714285714286
"Clay, Georgia",33.1,11.342857142857142,5.514285714285713
"Clayton, Georgia",43.39999999999999,11.957142857142857,4.628571428571428
"Clinch, Georgia",36.65714285714285,12.757142857142856,5.6428571428571415
"Cobb, Georgia",59.98571428571429,15.857142857142858,6.757142857142858
"Coffee, Georgia",32.77142857142857,12.057142857142855,5.0
"Colquitt, Georgia",35.58571428571428,12.5,5.6000000000000005
"Columbia, Georgia",57.142857142857146,16.357142857142854,7.142857142857144
"Cook, Georgia",36.08571428571428,12.242857142857144,5.428571428571429
"Coweta, Georgia",49.042857142857144,14.200000000000001,5.8999999999999995
"Crawford, Georgia",41.65714285714285,14.028571428571428,6.042857142857144
"Crisp, Georgia",38.90000000000001,13.842857142857143,6.142857142857143
"Dade, Georgia",40.214285714285715,14.042857142857144,5.971428571428571
"Dawson, Georgia",45.75714285714285,14.114285714285716,6.271428571428572
"Decatur, Georgia",38.91428571428571,13.0,5.985714285714286
"DeKalb, Georgia",57.885714285714286,16.071428571428573,6.542857142857143
"Dodge, Georgia",30.571428571428573,10.62857142857143,4.742857142857143
"Dooly, Georgia",33.98571428571429,12.071428571428571,5.3
"Dougherty, Georgia",44.48571428571428,13.942857142857141,6.771428571428572
"Douglas, Georgia",46.98571428571428,13.4,5.8
"Early, Georgia",37.42857142857143,12.8,6.428571428571429
"Echols, Georgia",36.371428571428574,12.428571428571429,5.771428571428571
"Effingham, Georgia",45.52857142857142,15.200000000000001,6.628571428571428
"Elbert, Georgia",38.57142857142857,12.757142857142856,5.371428571428571
"Emanuel, Georgia",36.58571428571428,13.200000000000001,5.671428571428572
"Evans, Georgia",40.028571428571425,14.457142857142857,6.42857142857143
"Fannin, Georgia",36.18571428571429,10.928571428571429,4.814285714285715
"Fayette, Georgia",57.88571428571429,14.914285714285713,6.728571428571428
"Floyd, Georgia",40.07142857142857,13.228571428571428,5.457142857142857
"Forsyth, Georgia",59.74285714285714,16.385714285714283,7.1571428571428575
"Franklin, Georgia",35.8,12.157142857142857,5.571428571428571
"Fulton, Georgia",60.82857142857142,17.499999999999996,8.742857142857144
