,county,simazine
790,"Fleming, Kentucky",0.0
791,"Florence, South Carolina",0.0
792,"Florence, Wisconsin",0.0
793,"Floyd, Indiana",0.0
794,"Floyd, Iowa",0.0
795,"Floyd, Kentucky",0.0
796,"Floyd, Texas",0.0
797,"Fluvanna, Virginia",0.0
798,"Foard, Texas",0.0
799,"Fond du lac, Wisconsin",0.0
800,"Ford, Illinois",0.0
801,"Forest, Pennsylvania",0.0
802,"Forest, Wisconsin",0.0
803,"Forsyth, North Carolina",0.0010104166666666666
804,"Fort bend county, Texas",0.0
805,"Fort bend, Texas",0.0
806,"Foster, North Dakota",0.0
807,"Fountain, Indiana",0.0
808,"Franklin county, Missouri",0.0
809,"Franklin county, New York",0.0
810,"Franklin county, Ohio",0.0
811,"Franklin county, Pennsylvania",0.07142857142857142
812,"Franklin, Alabama",0.0
813,"Franklin, Arkansas",0.0
814,"Franklin, Florida",0.0
815,"Franklin, Idaho",0.0
816,"Franklin, Illinois",0.0
817,"Franklin, Indiana",0.0
818,"Franklin, Iowa",0.0
819,"Franklin, Kansas",0.0
820,"Franklin, Kentucky",0.0
821,"Franklin, Louisiana",0.0
822,"Franklin, Maine",0.0
823,"Franklin, Massachusetts",0.0
824,"Franklin, Missouri",0.0
825,"Franklin, Nebraska",0.0
826,"Franklin, New York",0.0
827,"Franklin, North Carolina",0.0011538461538461537
828,"Franklin, Ohio",0.07777040816326533
829,"Franklin, Pennsylvania",0.0
830,"Franklin, Texas",0.007407407407407408
831,"Franklin, Vermont",0.0
832,"Franklin, Virginia",0.0
833,"Franklin, Washington",0.0
834,"Frederick, Maryland",0.01774074074074074
835,"Frederick, Virginia",0.0
836,"Freeborn, Minnesota",0.0
837,"Freestone, Texas",0.0
838,"Fremont, Idaho",0.0
839,"Fremont, Iowa",0.0
840,"Fremont, Wyoming",0.0
841,"Fresno, California",0.0
842,"Frio, Texas",0.0
843,"Frontier, Nebraska",0.0
844,"Fulton, Arkansas",0.0
845,"Fulton, Illinois",0.0
846,"Fulton, Indiana",0.0
847,"Fulton, Kentucky",0.0
848,"Fulton, New York",0.0
849,"Fulton, Ohio",0.0
850,"Fulton, Pennsylvania",0.0
851,"Furnas, Nebraska",0.0
852,"Gadsden, Florida",0.0
853,"Gage, Nebraska",0.0
854,"Gaines, Texas",0.0
855,"Galax, Virginia",0.0
856,"Gallatin, Illinois",0.0
857,"Gallatin, Kentucky",0.0
858,"Gallatin, Montana",0.0
859,"Gallia, Ohio",0.0
860,"Galveston, Texas",0.04444444444444445
861,"Garden, Nebraska",0.0
862,"Garfield, Montana",0.0
863,"Garfield, Nebraska",0.0
864,"Garfield, Oklahoma",0.0
865,"Garfield, Utah",0.0
866,"Garfield, Washington",0.0
867,"Garland, Arkansas",0.0
868,"Garrard, Kentucky",0.0
869,"Garrett, Maryland",0.0
870,"Garvin, Oklahoma",0.0
871,"Garza, Texas",0.0
872,"Gasconade, Missouri",0.0
873,"Gaston, North Carolina",0.0
874,"Gates, North Carolina",0.0
875,"Geary, Kansas",0.0
876,"Geauga, Ohio",0.0
877,"Gem, Idaho",0.0
878,"Genesee, Michigan",0.0
879,"Genesee, New York",0.0
880,"Geneva, Alabama",0.0
881,"Gentry, Missouri",0.0
882,"Georgetown, South Carolina",0.0
883,"Gibson, Indiana",0.022500000000000003
884,"Gila, Arizona",0.0
885,"Gilchrist, Florida",0.0
886,"Giles, Tennessee",0.0
887,"Giles, Virginia",0.0
888,"Gillespie, Texas",0.0
889,"Gilliam, Oregon",0.0
890,"Gilmer, West Virginia",0.0
891,"Glacier, Montana",0.0
892,"Glades, Florida",0.0
893,"Gladwin, Michigan",0.0
894,"Glasscock, Texas",0.0
895,"Glenn, California",0.0
896,"Gloucester, New Jersey",0.0
897,"Gogebic, Michigan",0.0
898,"Golden valley, Montana",0.0
899,"Golden valley, North Dakota",0.0
900,"Goliad, Texas",0.0
901,"Gonzales, Texas",0.0
902,"Goochland, Virginia",0.0
903,"Goodhue, Minnesota",0.0
904,"Gooding, Idaho",0.0
905,"Goshen, Wyoming",0.0
906,"Gosper, Nebraska",0.0
907,"Grady, Oklahoma",0.0
908,"Grafton, New Hampshire",0.0
909,"Graham county, Arizona",0.0
910,"Graham, Arizona",0.0
911,"Graham, North Carolina",0.0
912,"Grand forks, North Dakota",0.0
913,"Grand isle, Vermont",0.0
914,"Grand traverse, Michigan",0.0
915,"Grand, Utah",0.0
916,"Granite, Montana",0.0
917,"Grant, Arkansas",0.0
918,"Grant, Indiana",0.0
919,"Grant, Kansas",0.0
920,"Grant, Kentucky",0.0
921,"Grant, Louisiana",0.0
922,"Grant, Minnesota",0.0
923,"Grant, Nebraska",0.0
924,"Grant, New Mexico",0.0
925,"Grant, North Dakota",0.0
926,"Grant, Oklahoma",0.0
927,"Grant, Oregon",0.0
928,"Grant, South Dakota",0.0
929,"Grant, Washington",0.0
930,"Grant, West Virginia",0.0
931,"Grant, Wisconsin",0.0
932,"Granville, North Carolina",0.020283018867924527
933,"Gratiot, Michigan",0.0
934,"Graves, Kentucky",0.0
935,"Gray, Texas",0.0
936,"Grays harbor, Washington",0.0
937,"Grayson, Kentucky",0.1394375
938,"Grayson, Texas",0.0
939,"Grayson, Virginia",0.0
940,"Greeley, Nebraska",0.0
941,"Green lake, Wisconsin",0.0
942,"Green, Kentucky",0.0
943,"Green, Wisconsin",0.0
944,"Greenbrier, West Virginia",0.0
945,"Greene, Alabama",0.0
946,"Greene, Arkansas",0.0
947,"Greene, Illinois",0.00660377358490566
948,"Greene, Indiana",0.0
949,"Greene, Iowa",0.0
950,"Greene, Missouri",0.0
951,"Greene, New York",0.0
952,"Greene, North Carolina",0.0
953,"Greene, Ohio",0.0
954,"Greene, Pennsylvania",0.0
955,"Greene, Virginia",0.0
956,"Greenlee, Arizona",0.0
957,"Greensville, Virginia",0.0
958,"Greenup, Kentucky",0.0
959,"Greenville, South Carolina",0.0
960,"Greenwood, Kansas",0.0
961,"Greenwood, South Carolina",0.0
962,"Greer, Oklahoma",0.0
963,"Gregg, Texas",0.0
964,"Gregory, South Dakota",0.0
965,"Griggs, North Dakota",0.0
966,"Grimes, Texas",0.0
967,"Grundy, Illinois",0.0
968,"Grundy, Iowa",0.0
969,"Grundy, Missouri",0.017692307692307695
970,"Guadalupe, New Mexico",0.0
971,"Guadalupe, Texas",0.025227272727272723
972,"Guernsey, Ohio",0.0
973,"Guilford, North Carolina",0.0
974,"Guillford, North Carolina",0.0
975,"Gulf, Florida",0.0
976,"Guthrie, Iowa",0.01
977,"Hale, Alabama",0.0
978,"Hale, Texas",0.0
979,"Halifax, North Carolina",0.0
980,"Halifax, Virginia",0.0
981,"Hall, Nebraska",0.0
982,"Hall, Texas",0.0
983,"Hamblen, Tennessee",0.0
984,"Hamilton, Florida",0.0
985,"Hamilton, Indiana",0.0
986,"Hamilton, Iowa",0.0
987,"Hamilton, Nebraska",0.0
988,"Hamilton, New York",0.0
989,"Hamilton, Ohio",0.0
990,"Hamilton, Tennessee",0.0
991,"Hamilton, Texas",0.0
992,"Hamlin, South Dakota",0.0
993,"Hampden, Massachusetts",0.0
994,"Hampshire, Massachusetts",0.0
995,"Hampshire, West Virginia",0.0
996,"Hampton, South Carolina",0.0
997,"Hancock, Illinois",0.005898305084745762
998,"Hancock, Indiana",0.0
999,"Hancock, Iowa",0.0
1000,"Hancock, Kentucky",0.0
1001,"Hancock, Maine",0.0
1002,"Hancock, Ohio",0.001423728813559322
1003,"Hancock, West Virginia",0.0
1004,"Hanover, Virginia",0.0
1005,"Hansford, Texas",0.0
1006,"Hardee, Florida",0.0
1007,"Hardeman, Texas",0.0
1008,"Hardin, Illinois",0.0
1009,"Hardin, Iowa",0.0
1010,"Hardin, Kentucky",0.0024590163934426227
1011,"Hardin, Ohio",0.0
1012,"Hardin, Texas",0.0
1013,"Harding, New Mexico",0.0
1014,"Harding, South Dakota",0.0
1015,"Hardy, West Virginia",0.0
1016,"Harford county, Maryland",0.0
1017,"Harford, Maryland",0.0
1018,"Harlan, Kentucky",0.0
1019,"Harlan, Nebraska",0.0
1020,"Harmon, Oklahoma",0.0
1021,"Harnett, North Carolina",0.0
1022,"Harney, Oregon",0.0
1023,"Harris, Texas",0.031048177083333368
1024,"Harrison, Indiana",0.0
1025,"Harrison, Iowa",0.0
1026,"Harrison, Kentucky",0.0
1027,"Harrison, Missouri",0.0
1028,"Harrison, Ohio",0.0
1029,"Harrison, Texas",0.0
1030,"Harrison, West Virginia",0.050769230769230775
1031,"Harrisonburg, Virginia",0.0
1032,"Hart, Kentucky",0.0
1033,"Hartford, Connecticut",0.0
1034,"Hartley, Texas",0.0
1035,"Haskell, Texas",0.0
1036,"Hawaii, Hawaii",0.0
1037,"Hawkins, Tennessee",0.0
1038,"Hayes, Nebraska",0.0
1039,"Hays, Texas",0.0
1040,"Haywood, North Carolina",0.0
1041,"Hemphill, Texas",0.0
1042,"Hempstead, Arkansas",0.0
1043,"Henderson, Illinois",0.0
1044,"Henderson, Kentucky",0.002962962962962963
1045,"Henderson, North Carolina",0.0
1046,"Henderson, Texas",0.0002666666666666667
1047,"Hendricks, Indiana",0.0
1048,"Hendry, Florida",0.0
1049,"Hennepin, Minnesota",0.0
1050,"Henrico, Virginia",0.0
1051,"Henry, Alabama",0.0
1052,"Henry, Illinois",0.0
1053,"Henry, Indiana",0.0
1054,"Henry, Iowa",0.0
1055,"Henry, Kentucky",0.0
1056,"Henry, Missouri",0.0
1057,"Henry, Ohio",0.05685714285714287
1058,"Henry, Virginia",0.0
1059,"Herkimer, New York",0.0
1060,"Hernando, Florida",0.0
1061,"Hertford, North Carolina",0.0
1062,"Hickman, Kentucky",0.0
1063,"Hickman, Tennessee",0.0
1064,"Hickory, Missouri",0.0
1065,"Hidalgo, New Mexico",0.0
1066,"Hidalgo, Texas",0.00671875
1067,"Highland, Ohio",0.0
1068,"Highlands, Florida",0.0
1069,"Hill, Montana",0.0
1070,"Hill, Texas",0.0
1071,"Hills, Florida",0.0
1072,"Hills, New Hampshire",0.0
1073,"Hillsborough county, Florida",0.0
1074,"Hillsborough county, New Hampshire",0.0
1075,"Hillsborough, Florida",0.0
1076,"Hillsborough, New Hampshire",0.0
1077,"Hillsdale, Michigan",0.0
1078,"Hitchcock, Nebraska",0.0
1079,"Hocking, Ohio",0.0
1080,"Hockley, Texas",0.0
1081,"Hoke, North Carolina",0.0
1082,"Holmes, Florida",0.0
1083,"Holmes, Ohio",0.0
1084,"Holt, Missouri",0.0
1085,"Holt, Nebraska",0.0
1086,"Honolulu, Hawaii",0.00014430894308943088
1087,"Hood river, Oregon",0.0
1088,"Hood, Texas",0.0
1089,"Hooker, Nebraska",0.0
1090,"Hopewell, Virginia",0.0
1091,"Hopkins, Kentucky",0.0
1092,"Hopkins, Texas",0.0
1093,"Horry, South Carolina",0.0
1094,"Hot spring, Arkansas",0.0
1095,"Hot springs, Wyoming",0.0
1096,"Houghton, Michigan",0.0
1097,"Houston, Alabama",0.0
1098,"Houston, Minnesota",0.0
1099,"Houston, Texas",0.0
1100,"Howard, Arkansas",0.0
1101,"Howard, Indiana",0.0
1102,"Howard, Iowa",0.0
1103,"Howard, Maryland",0.0
1104,"Howard, Missouri",0.0
1105,"Howard, Nebraska",0.0
1106,"Howard, Texas",0.0
1107,"Howell, Missouri",0.0
1108,"Hubbard, Minnesota",0.0
1109,"Hudson, New Jersey",0.0
1110,"Hudspeth, Texas",0.0
1111,"Hughes, Oklahoma",0.0
1112,"Hughes, South Dakota",0.0
1113,"Humboldt, Iowa",0.0
1114,"Humboldt, Nevada",0.0
1115,"Hunt, Texas",0.0014705882352941176
1116,"Hunterdon, New Jersey",0.0
1117,"Huntingdon, Pennsylvania",0.0
1118,"Huntington, Indiana",0.0
1119,"Huron, Michigan",0.0
1120,"Huron, Ohio",0.012253521126760564
1121,"Hutchinson, Texas",0.0
1122,"Hyde, North Carolina",0.0
1123,"Iberia parish, Louisiana",0.0
1124,"Iberia, Louisiana",0.0
1125,"Iberville, Louisiana",0.0
1126,"Ida, Iowa",0.0
1127,"Idaho, Idaho",0.0
1128,"Imperial, California",0.0
1129,"Independence, Arkansas",0.0
1130,"Indian river, Florida",0.0
1131,"Indiana, Pennsylvania",0.0
1132,"Ingham, Michigan",0.0
1133,"Inyo, California",0.0
1134,"Ionia, Michigan",0.0
1135,"Iosco, Michigan",0.0
1136,"Iowa, Iowa",0.0
1137,"Iowa, Wisconsin",0.0
1138,"Iredell, North Carolina",0.0
1139,"Irion, Texas",0.0
1140,"Iron, Michigan",0.0
1141,"Iron, Missouri",0.04583333333333334
1142,"Iron, Utah",0.0
1143,"Iron, Wisconsin",0.0
1144,"Iroquois, Illinois",0.0
1145,"Isabella, Michigan",0.0
1146,"Isanti, Minnesota",0.0
1147,"Island, Washington",0.0
1148,"Itasca, Minnesota",0.0
1149,"Izard, Arkansas",0.0
1150,"Jack, Texas",0.0
1151,"Jackson county, Florida",0.0
1152,"Jackson, Alabama",0.0
1153,"Jackson, Arkansas",0.0
1154,"Jackson, Florida",0.0
1155,"Jackson, Illinois",0.0
1156,"Jackson, Indiana",0.0
1157,"Jackson, Iowa",0.0
1158,"Jackson, Kansas",0.0
1159,"Jackson, Kentucky",0.0
1160,"Jackson, Louisiana",0.0
1161,"Jackson, Michigan",0.0
1162,"Jackson, Minnesota",0.0
1163,"Jackson, Missouri",0.0
1164,"Jackson, North Carolina",0.0002087378640776699
1165,"Jackson, Ohio",0.0
1166,"Jackson, Oklahoma",0.0
1167,"Jackson, Oregon",0.0
1168,"Jackson, Texas",0.0
1169,"Jackson, West Virginia",0.0
1170,"Jackson, Wisconsin",0.0
1171,"James city, Virginia",0.0
1172,"Jasper county, Missouri",0.0
1173,"Jasper, Illinois",0.12727272727272726
1174,"Jasper, Indiana",0.0
1175,"Jasper, Iowa",0.0
1176,"Jasper, Missouri",0.0
1177,"Jasper, South Carolina",0.0
1178,"Jasper, Texas",0.0
1179,"Jay, Indiana",0.0
1180,"Jeff davis, Texas",0.0
1181,"Jefferson county, Florida",0.0
1182,"Jefferson county, Pennsylvania",0.0
1183,"Jefferson davis, Louisiana",0.0
1184,"Jefferson, Alabama",0.0
1185,"Jefferson, Arkansas",0.0
1186,"Jefferson, Florida",0.0
1187,"Jefferson, Idaho",0.0
1188,"Jefferson, Indiana",0.0
1189,"Jefferson, Iowa",0.0
1190,"Jefferson, Kansas",0.0
1191,"Jefferson, Kentucky",0.0
1192,"Jefferson, Louisiana",0.07837209302325582
1193,"Jefferson, Missouri",0.0
1194,"Jefferson, Montana",0.0
1195,"Jefferson, Nebraska",0.0
1196,"Jefferson, New York",0.0
1197,"Jefferson, Ohio",0.0
1198,"Jefferson, Oklahoma",0.0
1199,"Jefferson, Oregon",0.0
1200,"Jefferson, Pennsylvania",0.0
1201,"Jefferson, Texas",0.0
1202,"Jefferson, Washington",0.0
1203,"Jefferson, West Virginia",0.0
1204,"Jefferson, Wisconsin",0.0
1205,"Jennings, Indiana",0.1719230769230769
1206,"Jerauld, South Dakota",0.0
1207,"Jerome, Idaho",0.0
1208,"Jersey, Illinois",0.0
1209,"Jessamine, Kentucky",0.0
1210,"Jim hogg, Texas",0.0
1211,"Jim wells, Texas",0.0
1212,"Jo daviess, Illinois",0.0
1213,"Johnson, Arkansas",0.0
1214,"Johnson, Illinois",0.0
1215,"Johnson, Indiana",0.0
1216,"Johnson, Iowa",0.002416666666666667
1217,"Johnson, Kansas",0.0
1218,"Johnson, Kentucky",0.0
1219,"Johnson, Missouri",0.0
1220,"Johnson, Nebraska",0.0
1221,"Johnson, Texas",0.003621621621621621
1222,"Johnson, Wyoming",0.0
1223,"Johnston, North Carolina",0.022007575757575757
1224,"Johnston, Oklahoma",0.0
1225,"Jones, Iowa",0.0
1226,"Jones, North Carolina",0.0
1227,"Jones, Texas",0.0
1228,"Josephine, Oregon",0.0
1229,"Juab, Utah",0.0
1230,"Judith basin, Montana",0.0
1231,"Juneau city and, Alaska",0.0
1232,"Juneau, Wisconsin",0.0
1233,"Juniata, Pennsylvania",0.0
1234,"Kalamazoo, Michigan",0.0
1235,"Kalkaska, Michigan",0.0
1236,"Kanabec, Minnesota",0.0
1237,"Kanawha, West Virginia",0.0
1238,"Kandiyohi, Minnesota",0.0
1239,"Kane, Illinois",0.0
1240,"Kane, Utah",0.0
1241,"Kankakee, Illinois",0.0
1242,"Karnes, Texas",0.0
1243,"Kauai, Hawaii",0.0
1244,"Kaufman, Texas",0.0
1245,"Kay, Oklahoma",0.0
1246,"Kearney, Nebraska",0.0
1247,"Keith, Nebraska",0.0
1248,"Kendall, Illinois",0.0
1249,"Kendall, Texas",0.0
1250,"Kenedy, Texas",0.0
1251,"Kennebec, Maine",0.0
1252,"Kenosha, Wisconsin",0.0
1253,"Kent, Maryland",0.0
1254,"Kent, Michigan",0.0
1255,"Kent, Rhode Island",0.0
1256,"Kent, Texas",0.0
1257,"Kenton, Kentucky",0.0
1258,"Keokuk, Iowa",0.0
1259,"Kern, California",0.0008737864077669903
1260,"Kerr, Texas",0.0
1261,"Kershaw, South Carolina",0.0
1262,"Ketchikan gateway, Alaska",0.0
1263,"Kewaunee, Wisconsin",0.0
1264,"Keweenaw, Michigan",0.0
1265,"Keya paha, Nebraska",0.0
1266,"Kidder, North Dakota",0.0
1267,"Kimball, Nebraska",0.0
1268,"Kimble, Texas",0.0
1269,"King george, Virginia",0.0
1270,"King william, Virginia",0.0
1271,"King, Texas",0.0
1272,"King, Washington",0.0
1273,"Kingfisher, Oklahoma",0.0
1274,"Kings, California",0.0
1275,"Kingsbury, South Dakota",0.0
1276,"Kinney, Texas",0.0
1277,"Kitsap, Washington",0.0
1278,"Kittitas, Washington",0.0
1279,"Kittson, Minnesota",0.0
1280,"Klamath, Oregon",0.0
1281,"Kleberg, Texas",0.0
1282,"Klickitat, Washington",0.0
1283,"Knott, Kentucky",0.0
1284,"Knox, Illinois",0.0
1285,"Knox, Indiana",0.0
1286,"Knox, Kentucky",0.0
1287,"Knox, Maine",0.0
1288,"Knox, Nebraska",0.0
1289,"Knox, Ohio",0.0
1290,"Knox, Tennessee",0.0
1291,"Knox, Texas",0.0
1292,"Koochiching county, Minnesota",0.0
1293,"Koochiching, Minnesota",0.0
1294,"Kootenai, Idaho",0.0
1295,"Kosciusko, Indiana",0.0
1296,"Kossuth, Iowa",0.0
1297,"La crosse, Wisconsin",0.0
1298,"La grange, Indiana",0.0
1299,"La paz, Arizona",0.0
1300,"La plata, Colorado",0.0
1301,"La porte, Indiana",0.0
1302,"La salle, Illinois",0.0
1303,"La salle, Louisiana",0.0
1304,"La salle, Texas",0.0
1305,"Labette, Kansas",0.0
1306,"Lac qui parle, Minnesota",0.0
1307,"Lackawanna, Pennsylvania",0.0
1308,"Laclede, Missouri",0.0
1309,"Lafayette parish, Louisiana",0.0
1310,"Lafayette, Arkansas",0.0
1311,"Lafayette, Florida",0.0
1312,"Lafayette, Louisiana",0.0
1313,"Lafayette, Missouri",0.051518987341772154
1314,"Lafayette, Wisconsin",0.0
1315,"Lafourche, Louisiana",0.022068965517241385
1316,"Lagrange, Indiana",0.0
1317,"Lake, California",0.0
1318,"Lake, Florida",0.0
1319,"Lake, Illinois",0.0
1320,"Lake, Indiana",0.0
1321,"Lake, Michigan",0.0
1322,"Lake, Minnesota",0.0
1323,"Lake, Montana",0.0
1324,"Lake, Ohio",0.0
1325,"Lake, Oregon",0.0
1326,"Lake, South Dakota",0.0
1327,"Lamar, Alabama",0.0
1328,"Lamar, Texas",0.0
1329,"Lamb, Texas",0.0
1330,"Lamoille, Vermont",0.0
1331,"Lamoure, North Dakota",0.0
1332,"Lampasas, Texas",0.0
1333,"Lancaster county, Pennsylvania",0.0
1334,"Lancaster, Nebraska",0.0007727272727272727
1335,"Lancaster, Pennsylvania",0.00044444444444444447
1336,"Lancaster, South Carolina",0.0
1337,"Lancaster, Virginia",0.0
1338,"Lander, Nevada",0.0
1339,"Lane, Oregon",0.0
1340,"Langlade, Wisconsin",0.0
1341,"Lapeer, Michigan",0.0
1342,"Laporte, Indiana",0.0
1343,"Laramie, Wyoming",0.0
1344,"Larue, Kentucky",0.035263157894736843
1345,"Lasalle, Illinois",0.020967741935483872
1346,"Latah, Idaho",0.0
1347,"Lauderdale, Alabama",0.0
1348,"Laurel, Kentucky",0.0
1349,"Laurens, South Carolina",0.0
1350,"Lavaca, Texas",0.0
1351,"Lawrence county, Arkansas",0.0
1352,"Lawrence, Alabama",0.0
1353,"Lawrence, Arkansas",0.0
1354,"Lawrence, Illinois",0.0
1355,"Lawrence, Indiana",0.004166666666666667
1356,"Lawrence, Kentucky",0.0
1357,"Lawrence, Missouri",0.0
1358,"Lawrence, Ohio",0.0
1359,"Lawrence, Pennsylvania",0.0
1360,"Lawrence, South Dakota",0.0
1361,"Le sueur, Minnesota",0.0
1362,"Lea, New Mexico",0.0
1363,"Leavenworth, Kansas",0.0
1364,"Lebanon county, Pennsylvania",0.0
1365,"Lebanon, Pennsylvania",0.0
1366,"Lee county, South Carolina",0.0
1367,"Lee, Alabama",0.0037142857142857142
1368,"Lee, Arkansas",0.0
1369,"Lee, Florida",0.0005602836879432624
1370,"Lee, Illinois",0.008461538461538463
1371,"Lee, Iowa",0.0
1372,"Lee, Kentucky",0.0
1373,"Lee, North Carolina",0.027733333333333332
1374,"Lee, South Carolina",0.0
1375,"Lee, Texas",0.0
1376,"Lee, Virginia",0.0
1377,"Leelanau, Michigan",0.0
1378,"Lehigh county, Pennsylvania",0.0
1379,"Lehigh, Pennsylvania",0.0
1380,"Lemhi, Idaho",0.0
1381,"Lenawee, Michigan",0.005785123966942148
1382,"Lenoir, North Carolina",0.0
1383,"Leon, Florida",0.0
1384,"Leon, Texas",0.0
1385,"Leslie, Kentucky",0.0
1386,"Letcher, Kentucky",0.0
1387,"Levy county, Florida",0.0
1388,"Levy, Florida",0.0
1389,"Lewis and clark, Montana",0.0
1390,"Lewis county, Washington",0.0
1391,"Lewis, Idaho",0.0
1392,"Lewis, Kentucky",0.0
1393,"Lewis, Missouri",0.0
1394,"Lewis, New York",0.0
1395,"Lewis, Washington",0.0
1396,"Lewis, West Virginia",0.0
1397,"Lexington county, South Carolina",0.0
1398,"Lexington, South Carolina",0.0
1399,"Liberty, Florida",0.0
1400,"Liberty, Montana",0.0
1401,"Liberty, Texas",0.0
1402,"Licking, Ohio",0.0
1403,"Limestone, Alabama",0.0
1404,"Limestone, Texas",0.0
1405,"Lincoln parish, Louisiana",0.0
1406,"Lincoln, Arkansas",0.0
1407,"Lincoln, Idaho",0.0
1408,"Lincoln, Kentucky",0.0
1409,"Lincoln, Louisiana",0.0
1410,"Lincoln, Maine",0.0
1411,"Lincoln, Minnesota",0.0
1412,"Lincoln, Missouri",0.0
1413,"Lincoln, Montana",0.0
1414,"Lincoln, Nebraska",0.001778894472361809
1415,"Lincoln, Nevada",0.0
1416,"Lincoln, New Mexico",0.0
1417,"Lincoln, North Carolina",0.0025471698113207547
1418,"Lincoln, Oklahoma",0.0
1419,"Lincoln, Oregon",0.0
1420,"Lincoln, Washington",0.0
1421,"Lincoln, West Virginia",0.0
1422,"Lincoln, Wisconsin",0.0
1423,"Lincoln, Wyoming",0.0
1424,"Linn county, Oregon",0.0
1425,"Linn, Iowa",0.0
1426,"Linn, Kansas",0.0
1427,"Linn, Missouri",0.0
1428,"Linn, Oregon",0.0
1429,"Lipscomb, Texas",0.0
1430,"Litchfield, Connecticut",0.0
1431,"Little river, Arkansas",0.0
1432,"Live oak, Texas",0.0
1433,"Livingston county, New York",0.0
1434,"Livingston parish, Louisiana",0.0
1435,"Livingston, Illinois",0.0
1436,"Livingston, Kentucky",0.0
1437,"Livingston, Louisiana",0.0
1438,"Livingston, Michigan",0.0
1439,"Livingston, Missouri",0.0
1440,"Livingston, New York",0.0
1441,"Llano, Texas",0.0
1442,"Logan, Arkansas",0.0
1443,"Logan, Illinois",0.0
1444,"Logan, Nebraska",0.0
1445,"Logan, North Dakota",0.0
1446,"Logan, Ohio",0.0
1447,"Logan, Oklahoma",0.0
1448,"Logan, West Virginia",0.0
1449,"Lonoke, Arkansas",0.0
1450,"Lorain, Ohio",0.02885714285714286
1451,"Los alamos, New Mexico",0.0
1452,"Los angeles county, California",0.0
1453,"Los angeles, California",0.0009149130832570906
1454,"Loudon, Tennessee",0.0
1455,"Loudoun, Virginia",0.0
1456,"Louisa, Iowa",0.0
1457,"Louisa, Virginia",0.0
1458,"Loup, Nebraska",0.0
1459,"Love, Oklahoma",0.0
1460,"Loving, Texas",0.0
1461,"Lowndes, Alabama",0.0
1462,"Lubbock, Texas",0.0
1463,"Lucas, Iowa",0.0
1464,"Lucas, Ohio",0.008115384615384615
1465,"Luce, Michigan",0.0
1466,"Luna, New Mexico",0.0
1467,"Lunenburg, Virginia",0.0
1468,"Luzerne county, Pennsylvania",0.0
1469,"Luzerne, Pennsylvania",0.0
1470,"Lycoming county, Pennsylvania",0.0
1471,"Lycoming, Pennsylvania",0.0
1472,"Lyman, South Dakota",0.0
1473,"Lynchburg, Virginia",0.0
1474,"Lynn, Texas",0.0
1475,"Lyon, Iowa",0.0
1476,"Lyon, Kansas",0.0
1477,"Lyon, Kentucky",0.0
1478,"Lyon, Minnesota",0.0
1479,"Lyon, Nevada",0.0
1480,"Mackinac, Michigan",0.0
1481,"Macomb, Michigan",0.0
1482,"Macon, Alabama",0.0
1483,"Macon, Illinois",0.0
1484,"Macon, Missouri",0.0
1485,"Macon, North Carolina",0.0
1486,"Macoupin, Illinois",0.15977400480769235
1487,"Madera county, California",0.0
1488,"Madera, California",0.0
1489,"Madison, Alabama",0.02900990099009901
1490,"Madison, Florida",0.0
1491,"Madison, Idaho",0.0
1492,"Madison, Illinois",0.01980952380952381
1493,"Madison, Indiana",0.006857142857142857
1494,"Madison, Iowa",0.0
1495,"Madison, Kentucky",0.0
1496,"Madison, Louisiana",0.0
1497,"Madison, Missouri",0.0
1498,"Madison, Montana",0.0
1499,"Madison, Nebraska",0.0
1500,"Madison, New York",0.0
1501,"Madison, North Carolina",0.0
1502,"Madison, Ohio",0.0
1503,"Madison, Texas",0.0
1504,"Madison, Virginia",0.0
1505,"Magoffin, Kentucky",0.0
1506,"Mahaska, Iowa",0.0
1507,"Mahnomen, Minnesota",0.0
1508,"Mahoning, Ohio",0.0
1509,"Major, Oklahoma",0.0
1510,"Malheur, Oregon",0.0
1511,"Manassas, Virginia",0.0
1512,"Manatee county, Florida",0.0
1513,"Manatee, Florida",0.0
1514,"Manistee, Michigan",0.0
1515,"Manitowoc, Wisconsin",0.0
1516,"Marathon, Wisconsin",0.0
1517,"Marengo, Alabama",0.0
1518,"Maricopa, Arizona",0.0
1519,"Maries county, Missouri",0.0
1520,"Maries, Missouri",0.0
1521,"Marin, California",0.0
1522,"Marinette, Wisconsin",0.0
1523,"Marion county, Missouri",0.0
1524,"Marion, Alabama",0.0
1525,"Marion, Arkansas",0.0
1526,"Marion, Florida",0.0
1527,"Marion, Illinois",0.4296825396825397
1528,"Marion, Indiana",0.04847335025380712
1529,"Marion, Iowa",0.0
1530,"Marion, Kansas",0.0
1531,"Marion, Kentucky",0.0
1532,"Marion, Missouri",0.0
1533,"Marion, Ohio",0.031875
1534,"Marion, Oregon",0.0
1535,"Marion, South Carolina",0.0
1536,"Marion, Texas",0.0
1537,"Marion, West Virginia",0.0
1538,"Mariposa, California",0.0
1539,"Marlboro, South Carolina",0.0
1540,"Marquette, Michigan",0.0
1541,"Marquette, Wisconsin",0.0
1542,"Marshall, Alabama",0.0
1543,"Marshall, Illinois",0.0
1544,"Marshall, Indiana",0.0
1545,"Marshall, Iowa",0.0
1546,"Marshall, Kentucky",0.0
1547,"Marshall, Minnesota",0.0
