,county,simazine
470,"Clay, Iowa",0.0
471,"Clay, Kentucky",0.0
472,"Clay, Minnesota",0.0
473,"Clay, Missouri",0.038387096774193545
474,"Clay, Nebraska",0.0
475,"Clay, North Carolina",0.0
476,"Clay, South Dakota",0.0
477,"Clay, Texas",0.0
478,"Clay, West Virginia",0.0
479,"Clayton, Iowa",0.0
480,"Clearfield county, Pennsylvania",0.0
481,"Clearfield, Pennsylvania",0.0
482,"Clearwater, Idaho",0.0
483,"Clearwater, Minnesota",0.0
484,"Cleburne, Alabama",0.0
485,"Cleburne, Arkansas",0.0
486,"Clermont, Ohio",0.006875000000000001
487,"Cleveland, Arkansas",0.0
488,"Cleveland, North Carolina",0.0
489,"Clinton, Illinois",0.18838235294117647
490,"Clinton, Indiana",0.0
491,"Clinton, Iowa",0.0
492,"Clinton, Kentucky",0.0
493,"Clinton, Michigan",0.0
494,"Clinton, Missouri",0.0
495,"Clinton, New York",0.0
496,"Clinton, Ohio",0.0
497,"Clinton, Pennsylvania",0.0
498,"Cochise, Arizona",0.0
499,"Cochran, Texas",0.0
500,"Coconino, Arizona",0.0005555555555555556
501,"Codington, South Dakota",0.0
502,"Coffee, Alabama",0.0
503,"Coffey, Kansas",0.0
504,"Coke, Texas",0.0
505,"Colbert, Alabama",0.0
506,"Cole, Missouri",0.0
507,"Coleman, Texas",0.0
508,"Coles, Illinois",0.20919999999999997
509,"Colfax, Nebraska",0.0
510,"Colfax, New Mexico",0.0
511,"Colleton, South Carolina",0.0
512,"Collier, Florida",0.0
513,"Collin, Texas",0.016382978723404256
514,"Collingsworth, Texas",0.0
515,"Colorado, Texas",0.0
516,"Columbia, Arkansas",0.0
517,"Columbia, Florida",0.0
518,"Columbia, New York",0.0
519,"Columbia, Oregon",0.0
520,"Columbia, Pennsylvania",0.0
521,"Columbia, Washington",0.0
522,"Columbia, Wisconsin",0.0
523,"Columbiana, Ohio",0.0
524,"Columbus county, North Carolina",0.0
525,"Columbus, North Carolina",0.0
526,"Colusa, California",0.0
527,"Comal, Texas",0.0
528,"Comanche, Oklahoma",0.0
529,"Comanche, Texas",0.0
530,"Concho, Texas",0.0
531,"Concordia, Louisiana",0.0033333333333333335
532,"Conecuh, Alabama",0.0
533,"Contra costa, California",0.0
534,"Converse, Wyoming",0.0
535,"Conway, Arkansas",0.0
536,"Cook, Illinois",0.0
537,"Cook, Minnesota",0.0
538,"Cooke, Texas",0.0
539,"Cooper, Missouri",0.03351351351351351
540,"Coos, New Hampshire",0.0
541,"Coos, Oregon",0.0
542,"Coosa, Alabama",0.0
543,"Corson, South Dakota",0.0
544,"Cortland, New York",0.0
545,"Coryell, Texas",0.0
546,"Coshocton, Ohio",0.0
547,"Cottle, Texas",0.0
548,"Cottonwood, Minnesota",0.0
549,"Covington, Alabama",0.0
550,"Covington, Virginia",0.0
551,"Cowley, Kansas",0.0
552,"Cowlitz, Washington",0.0
553,"Craighead, Arkansas",0.0
554,"Crane, Texas",0.0
555,"Craven, North Carolina",0.0
556,"Crawford county, Pennsylvania",0.0
557,"Crawford, Arkansas",0.0
558,"Crawford, Illinois",0.0
559,"Crawford, Indiana",0.0
560,"Crawford, Iowa",0.0
561,"Crawford, Kansas",0.0
562,"Crawford, Michigan",0.0
563,"Crawford, Missouri",0.0
564,"Crawford, Ohio",0.007272727272727273
565,"Crawford, Pennsylvania",0.0
566,"Crawford, Wisconsin",0.0
567,"Creek, Oklahoma",0.0
568,"Crenshaw, Alabama",0.0
569,"Crittenden, Arkansas",0.0
570,"Crittenden, Kentucky",0.0
571,"Crockett, Texas",0.0
572,"Crook, Oregon",0.0
573,"Crook, Wyoming",0.0
574,"Crosby, Texas",0.0
575,"Cross, Arkansas",0.0
576,"Crow wing, Minnesota",0.0
577,"Culberson, Texas",0.0
578,"Cullman, Alabama",0.007272727272727273
579,"Culpeper, Virginia",0.0
580,"Cumberland county, Pennsylvania",0.0
581,"Cumberland, Illinois",0.0
582,"Cumberland, Kentucky",0.0
583,"Cumberland, Maine",0.0
584,"Cumberland, New Jersey",0.0
585,"Cumberland, North Carolina",0.0
586,"Cumberland, Pennsylvania",0.0
587,"Cumberland, Virginia",0.0
588,"Cuming, Nebraska",0.0
589,"Currituck, North Carolina",0.0
590,"Curry, New Mexico",0.0
591,"Curry, Oregon",0.0
592,"Custer, Idaho",0.0
593,"Custer, Montana",0.0
594,"Custer, Nebraska",0.0
595,"Custer, Oklahoma",0.0
596,"Custer, South Dakota",0.0
597,"Cuyahoga, Ohio",0.0
598,"Dade, Florida",0.0
599,"Dade, Missouri",0.0
600,"Daggett, Utah",0.0
601,"Dakota, Minnesota",0.0
602,"Dakota, Nebraska",0.0
603,"Dale, Alabama",0.0
604,"Dallam, Texas",0.0
605,"Dallas, Alabama",0.0
606,"Dallas, Arkansas",0.0
607,"Dallas, Iowa",0.0
608,"Dallas, Missouri",0.0
609,"Dallas, Texas",0.12431034482758624
610,"Dane, Wisconsin",0.0
611,"Daniels, Montana",0.0
612,"Danville, Virginia",0.0
613,"Dare, North Carolina",0.0
614,"Darke, Ohio",0.0
615,"Darlington, South Carolina",0.0
616,"Dauphin county, Pennsylvania",0.0
617,"Dauphin, Pennsylvania",0.0
618,"Davidson, North Carolina",0.039179487179487174
619,"Davidson, Tennessee",0.028000000000000004
620,"Davie, North Carolina",0.0
621,"Daviess, Indiana",0.0
622,"Daviess, Kentucky",0.0
623,"Daviess, Missouri",0.0
624,"Davis, Iowa",0.0
625,"Davis, Utah",0.0
626,"Dawes, Nebraska",0.0
627,"Dawson, Montana",0.0
628,"Dawson, Nebraska",0.0
629,"Dawson, Texas",0.0
630,"Day, South Dakota",0.0
631,"De baca, New Mexico",0.0
632,"De kalb, Indiana",0.0
633,"De kalb, Missouri",0.0
634,"De soto, Florida",0.0
635,"De soto, Louisiana",0.0
636,"De witt, Illinois",0.0
637,"Deaf smith, Texas",0.0
638,"Dearborn, Indiana",0.0
639,"Decatur, Indiana",0.025526315789473685
640,"Decatur, Iowa",0.0
641,"Deer lodge, Montana",0.0
642,"Defiance, Ohio",0.0031212121212121214
643,"Dekalb, Alabama",0.0
644,"Dekalb, Illinois",0.0
645,"Dekalb, Indiana",0.0
646,"Dekalb, Missouri",0.0
647,"Delaware, Indiana",0.014594594594594595
648,"Delaware, Iowa",0.0
649,"Delaware, New York",0.0
650,"Delaware, Ohio",0.036625000000000005
651,"Delaware, Pennsylvania",0.0
652,"Delta, Michigan",0.0
653,"Delta, Texas",0.0
654,"Dent, Missouri",0.0
655,"Denton, Texas",0.011377777777777778
656,"Des moines, Iowa",0.0
657,"Deschutes, Oregon",0.0
658,"Desha, Arkansas",0.0
659,"Desoto, Florida",0.0
660,"Deuel, Nebraska",0.0
661,"Dewey, Oklahoma",0.0
662,"Dewey, South Dakota",0.0
663,"Dewitt, Texas",0.0
664,"Dickens, Texas",0.0
665,"Dickey, North Dakota",0.0
666,"Dickinson, Iowa",0.0
667,"Dickinson, Kansas",0.0
668,"Dickinson, Michigan",0.0
669,"Dickson, Tennessee",0.012
670,"Dillon, South Carolina",0.0
671,"Dimmit, Texas",0.0
672,"Dinwiddie, Virginia",0.0
673,"District of columbia, District of Columbia",0.0081875
674,"Dixie, Florida",0.0
675,"Dixon, Nebraska",0.0
676,"Doddridge, West Virginia",0.0
677,"Dodge, Minnesota",0.0
678,"Dodge, Nebraska",0.0
679,"Dodge, Wisconsin",0.0
680,"Dona ana, New Mexico",0.013279678068410463
681,"Donley, Texas",0.0
682,"Door, Wisconsin",0.0
683,"Dorchester, Maryland",0.0
684,"Dorchester, South Carolina",0.0
685,"Douglas, Illinois",0.0
686,"Douglas, Kansas",0.0
687,"Douglas, Minnesota",0.0
688,"Douglas, Missouri",0.0
689,"Douglas, Nebraska",0.0004098360655737705
690,"Douglas, Nevada",0.0
691,"Douglas, Oregon",0.0
692,"Douglas, Washington",0.0
693,"Douglas, Wisconsin",0.0
694,"Drew, Arkansas",0.0
695,"Du page, Illinois",0.0
696,"Dubois, Indiana",0.0
697,"Dubuque, Iowa",0.0
698,"Duchesne, Utah",0.0
699,"Dukes, Massachusetts",0.0
700,"Dundy, Nebraska",0.0
701,"Dunklin, Missouri",0.0
702,"Dunn, North Dakota",0.0
703,"Dunn, Wisconsin",0.0
704,"Dupage, Illinois",0.0
705,"Duplin, North Carolina",0.0
706,"Durham, North Carolina",0.003357664233576642
707,"Dutchess, New York",0.0
708,"Duval county, Florida",0.0
709,"Duval, Florida",0.0
710,"Duval, Texas",0.0
711,"East baton rouge parish, Louisiana",0.0
712,"East baton rouge, Louisiana",0.0
713,"East carroll, Louisiana",0.0
714,"East feliciana, Louisiana",0.0
715,"Eastland, Texas",0.0
716,"Eaton, Michigan",0.0
717,"Eau claire, Wisconsin",0.0
718,"Ector, Texas",0.0
719,"Eddy, New Mexico",0.0
720,"Eddy, North Dakota",0.0
721,"Edgar, Illinois",0.0
722,"Edgecombe, North Carolina",0.007048780487804877
723,"Edmonson, Kentucky",0.0
724,"Edwards, Illinois",0.0
725,"Edwards, Texas",0.0
726,"Effingham, Illinois",0.036382978723404256
727,"El dorado, California",0.0
728,"El paso, Texas",0.0
729,"Elk, Kansas",0.0
730,"Elk, Pennsylvania",0.0
731,"Elkhart, Indiana",0.0
732,"Elko, Nevada",0.0
733,"Elliott, Kentucky",0.0
734,"Ellis, Oklahoma",0.0
735,"Ellis, Texas",0.024096385542168676
736,"Ellsworth, Kansas",0.0
737,"Elmore, Alabama",0.0
738,"Elmore, Idaho",0.0
739,"Emery, Utah",0.0
740,"Emmet, Iowa",0.0
741,"Emmet, Michigan",0.0
742,"Emmons, North Dakota",0.0
743,"Erath, Texas",0.0
744,"Erie county, Pennsylvania",0.0
745,"Erie, New York",0.0
746,"Erie, Ohio",0.003280898876404494
747,"Erie, Pennsylvania",0.0
748,"Escambia, Alabama",0.0
749,"Escambia, Florida",0.0
750,"Esmeralda, Nevada",0.0
751,"Essex county, New York",0.0
752,"Essex, Massachusetts",0.0
753,"Essex, New Jersey",0.0
754,"Essex, New York",0.0
755,"Essex, Vermont",0.0
756,"Estill, Kentucky",0.0
757,"Etowah, Alabama",0.0
758,"Eureka county, Nevada",0.0
759,"Eureka, Nevada",0.0
760,"Evangeline parish, Louisiana",0.0
761,"Evangeline, Louisiana",0.0
762,"Fairbanks north star, Alaska",0.0
763,"Fairfax, Virginia",0.0
764,"Fairfield, Connecticut",0.0
765,"Fairfield, Ohio",0.0
766,"Fairfield, South Carolina",0.0
767,"Fall river, South Dakota",0.0
768,"Fallon, Montana",0.0
769,"Falls, Texas",0.0
770,"Fannin, Texas",0.0
771,"Faulk, South Dakota",0.0
772,"Fauquier, Virginia",0.0
773,"Fayette, Alabama",0.0
774,"Fayette, Illinois",1.5959105666666666
775,"Fayette, Indiana",0.0
776,"Fayette, Iowa",0.0
777,"Fayette, Kentucky",0.0
778,"Fayette, Ohio",0.0
779,"Fayette, Pennsylvania",0.0
780,"Fayette, Texas",0.0
781,"Fayette, West Virginia",0.0
782,"Fergus, Montana",0.0
783,"Ferry, Washington",0.0
784,"Fillmore, Minnesota",0.0
785,"Fillmore, Nebraska",0.0
786,"Finney, Kansas",0.0
787,"Fisher, Texas",0.0
788,"Flagler, Florida",0.0013580246913580246
789,"Flathead, Montana",0.0
