,county,nitrite
723,"Forsyth, North Carolina",0.07142857142857142
724,"Fort bend county, Texas",0.0
725,"Fort bend, Texas",0.4421768707482993
726,"Franklin county, Missouri",411.2903225806452
727,"Franklin county, Ohio",0.0
728,"Franklin county, Pennsylvania",42.38095238095238
729,"Franklin, Alabama",6.416666666666667
730,"Franklin, Florida",0.0
731,"Franklin, Idaho",0.0
732,"Franklin, Illinois",0.0
733,"Franklin, Iowa",0.0
734,"Franklin, Kentucky",0.0
735,"Franklin, Maine",0.4810126582278481
736,"Franklin, Massachusetts",0.7450980392156863
737,"Franklin, Missouri",492.3981900452489
738,"Franklin, New York",0.0
739,"Franklin, North Carolina",0.0
740,"Franklin, Ohio",0.25806451612903225
741,"Franklin, Pennsylvania",3.929125138427464
742,"Franklin, Tennessee",0.0
743,"Franklin, Texas",0.0
744,"Franklin, Vermont",1.3658536585365855
745,"Franklin, Virginia",25.263157894736842
746,"Franklin, Washington",9.54
747,"Frederick, Maryland",19.73913043478261
748,"Frederick, Virginia",0.0
749,"Freeborn, Minnesota",13.333333333333334
750,"Freestone, Texas",24.0
751,"Fremont, Idaho",0.8108108108108109
752,"Fremont, Iowa",0.0
753,"Fremont, Wyoming",0.0
754,"Fresno, California",0.8356643356643356
755,"Frio, Texas",1.6666666666666667
756,"Fulton, Arkansas",0.0
757,"Fulton, Illinois",4.298507462686567
758,"Fulton, Indiana",2.0
759,"Fulton, Kentucky",0.0
760,"Fulton, New York",11.272727272727273
761,"Fulton, Ohio",0.0
762,"Fulton, Pennsylvania",5.424083769633508
763,"Gadsden, Florida",0.0
764,"Gaines, Texas",0.7407407407407407
765,"Gallatin, Illinois",12.916666666666666
766,"Gallatin, Kentucky",33.611111111111114
767,"Gallatin, Montana",117.6923076923077
768,"Gallia, Ohio",0.0
769,"Galveston, Texas",28.06122448979592
770,"Garfield, Oklahoma",0.0
771,"Garfield, Utah",80.99591836734695
772,"Garfield, Washington",0.0
773,"Garrard, Kentucky",0.0
774,"Garrett, Maryland",6.0606060606060606
775,"Garvin, Oklahoma",0.0
776,"Garza, Texas",0.0
777,"Gasconade, Missouri",21.31578947368421
778,"Gaston, North Carolina",11.827956989247312
779,"Geauga county, Ohio",0.0
780,"Geauga, Ohio",3.4649476228847704
781,"Gem, Idaho",0.0
782,"Genesee, Michigan",0.2702702702702703
783,"Genesee, New York",0.0
784,"Geneva, Alabama",3.4210526315789473
785,"Gentry, Missouri",121.11111111111111
786,"Georgetown, South Carolina",0.0
787,"Gibson, Tennessee",50.0
788,"Gila, Arizona",0.22522522522522523
789,"Gilchrist, Florida",4.258823529411765
790,"Giles, Tennessee",0.0
791,"Giles, Virginia",19.772727272727273
792,"Gillespie, Texas",0.0
793,"Gilliam, Oregon",0.0
794,"Gilmer, West Virginia",0.0
795,"Glacier, Montana",0.0
796,"Glades, Florida",87.63157894736842
797,"Gladwin, Michigan",0.0
798,"Glasscock, Texas",0.0
799,"Glenn, California",1.6
800,"Gloucester, New Jersey",0.24817518248175183
801,"Gloucester, Virginia",22.857142857142858
802,"Gogebic, Michigan",0.10101010101010101
803,"Golden valley, Montana",0.0
804,"Goliad, Texas",0.0
805,"Gonzales, Texas",0.0
806,"Goochland, Virginia",0.0
807,"Goodhue, Minnesota",5.0
808,"Gooding, Idaho",0.0
809,"Goshen, Wyoming",58.05555555555556
810,"Grady, Oklahoma",0.0
811,"Grafton, New Hampshire",0.24345757335448057
812,"Graham county, Arizona",0.0
813,"Graham, Arizona",0.0
814,"Graham, North Carolina",0.0
815,"Grand isle, Vermont",0.0
816,"Grand traverse, Michigan",0.0
817,"Grand, Utah",243.21052631578948
818,"Grant, Indiana",0.0
819,"Grant, Kentucky",186.66666666666666
820,"Grant, Minnesota",0.0
821,"Grant, New Mexico",0.0
822,"Grant, Oklahoma",0.0
823,"Grant, Oregon",0.0
824,"Grant, South Dakota",0.0
825,"Grant, Washington",0.9948320413436692
826,"Grant, West Virginia",0.0
827,"Grant, Wisconsin",1.9090909090909092
828,"Granville, North Carolina",1.8181818181818181
829,"Gratiot, Michigan",0.0
830,"Graves, Kentucky",0.0
831,"Gray, Texas",0.0
832,"Grays harbor, Washington",0.0
833,"Grayson, Kentucky",0.0
834,"Grayson, Texas",2.475806451612903
835,"Green lake, Wisconsin",0.0
836,"Green, Kentucky",0.0
837,"Green, Wisconsin",3.3870967741935485
838,"Greenbrier, West Virginia",9.814814814814815
839,"Greene, Alabama",0.0
840,"Greene, Illinois",0.0
841,"Greene, Indiana",6.25
842,"Greene, Iowa",1472.7941176470588
843,"Greene, Missouri",342.5827814569536
844,"Greene, New York",17.545454545454547
845,"Greene, North Carolina",0.0
846,"Greene, Ohio",1.406926406926407
847,"Greene, Pennsylvania",5.238095238095238
848,"Greene, Tennessee",0.0
849,"Greene, Virginia",0.0
850,"Greenlee, Arizona",0.0
851,"Greensville, Virginia",0.0
852,"Greenup, Kentucky",0.0
853,"Greenville, South Carolina",4.0
854,"Greenwood, South Carolina",0.0
855,"Gregg, Texas",11.71875
856,"Gregory, South Dakota",0.0
857,"Grimes, Texas",0.7692307692307693
858,"Grundy, Illinois",2.6492537313432836
859,"Grundy, Missouri",15.0
860,"Guadalupe, New Mexico",0.0
861,"Guadalupe, Texas",4.318181818181818
862,"Guernsey, Ohio",4.607329842931938
863,"Guilford, North Carolina",0.0
864,"Gulf, Florida",13.058823529411764
865,"Guthrie, Iowa",0.0
866,"Haines, Alaska",0.0
867,"Hale, Alabama",0.0
868,"Hale, Texas",0.0
869,"Halifax, North Carolina",0.0
870,"Halifax, Virginia",0.0
871,"Hall, Texas",0.0
872,"Hamblen, Tennessee",33.333333333333336
873,"Hamilton, Florida",0.6321428571428572
874,"Hamilton, Indiana",65.625
875,"Hamilton, Iowa",0.0
876,"Hamilton, New York",0.7352941176470589
877,"Hamilton, Ohio",0.08583690987124463
878,"Hamilton, Tennessee",0.0
879,"Hamilton, Texas",379.0
880,"Hamlin, South Dakota",0.0
881,"Hampden, Massachusetts",4.788778877887789
882,"Hampshire, Massachusetts",7.525291828793774
883,"Hampshire, West Virginia",6.266666666666667
884,"Hampton, South Carolina",0.0
885,"Hancock, Illinois",0.0
886,"Hancock, Indiana",2.014705882352941
887,"Hancock, Iowa",0.0
888,"Hancock, Kentucky",0.16896551724137931
889,"Hancock, Maine",0.39933444259567386
890,"Hancock, Ohio",1.5992292870905587
891,"Hancock, West Virginia",3.8461538461538463
892,"Hanover, Virginia",0.0
893,"Hansford, Texas",0.0
894,"Hardee, Florida",2.4918032786885247
895,"Hardeman, Tennessee",0.0
896,"Hardeman, Texas",0.0
897,"Hardin, Illinois",0.0
898,"Hardin, Iowa",0.0
899,"Hardin, Kentucky",0.0
900,"Hardin, Ohio",0.631578947368421
901,"Hardin, Texas",0.0
902,"Harding, South Dakota",0.0
903,"Hardy, West Virginia",0.0
904,"Harford, Maryland",0.9375
905,"Harlan, Kentucky",0.0
906,"Harmon, Oklahoma",0.0
907,"Harnett, North Carolina",0.0
908,"Harney, Oregon",0.0
909,"Harper, Oklahoma",0.0
910,"Harris, Texas",2.0599054125065686
911,"Harrison, Iowa",4.0
912,"Harrison, Kentucky",0.0
913,"Harrison, Missouri",97.0
914,"Harrison, Ohio",2.3121387283236996
915,"Harrison, Texas",6.923076923076923
916,"Harrison, West Virginia",0.0
917,"Hart, Kentucky",0.0
918,"Hartford, Connecticut",5.525779244591125
919,"Hartley, Texas",0.0
920,"Haskell, Texas",0.0
921,"Hawaii, Hawaii",0.0
922,"Hawkins, Tennessee",0.0
923,"Hays, Texas",1.443298969072165
924,"Haywood, North Carolina",81.51515151515152
925,"Hempstead, Arkansas",75.0
926,"Henderson, Illinois",2.766949152542373
927,"Henderson, Kentucky",0.33076923076923076
928,"Henderson, North Carolina",0.0
929,"Henderson, Tennessee",0.0
930,"Henderson, Texas",0.6637168141592921
931,"Hendricks, Indiana",0.0
932,"Hendry, Florida",23.855673758865247
933,"Hennepin, Minnesota",9.024390243902438
934,"Henrico, Virginia",0.0
935,"Henry, Alabama",0.0
936,"Henry, Illinois",6.71948608137045
937,"Henry, Indiana",0.0
938,"Henry, Iowa",0.0
939,"Henry, Kentucky",0.0
940,"Henry, Missouri",131.72413793103448
941,"Henry, Ohio",0.851063829787234
942,"Henry, Tennessee",0.0
943,"Henry, Virginia",0.5
944,"Herkimer, New York",2.47787610619469
945,"Hernando, Florida",5.1337325349301395
946,"Hertford, North Carolina",0.0
947,"Hickman, Kentucky",0.0
948,"Hickman, Tennessee",0.0
949,"Hickory, Missouri",49.148936170212764
950,"Hidalgo, New Mexico",0.0
951,"Hidalgo, Texas",0.5882352941176471
952,"Highland, Ohio",0.0
953,"Highlands, Florida",0.8352180936995154
954,"Hill, Montana",0.0
955,"Hill, Texas",6.909090909090909
956,"Hills, Florida",6.748299469964664
957,"Hills, New Hampshire",0.4465909090909091
958,"Hillsborough county, Florida",0.0
959,"Hillsborough county, New Hampshire",0.0
960,"Hillsborough, Florida",5.405750798722044
961,"Hillsborough, New Hampshire",0.0
962,"Hillsdale, Michigan",0.0
963,"Hocking, Ohio",2.062146892655367
964,"Hockley, Texas",0.7142857142857143
965,"Hoke, North Carolina",147.77777777777777
966,"Holmes, Florida",0.9146341463414634
967,"Holmes, Ohio",0.8291032148900169
968,"Holt, Missouri",4308.974358974359
969,"Honolulu, Hawaii",1.0830324909747293
970,"Hood river, Oregon",0.0
971,"Hood, Texas",13.793103448275861
972,"Hoonah-angoon, Alaska",0.0
973,"Hopewell, Virginia",3.0
974,"Hopkins, Kentucky",0.0
975,"Hopkins, Texas",7.758620689655173
976,"Hot spring, Arkansas",0.0
977,"Hot springs, Wyoming",0.0
978,"Houghton, Michigan",0.0
979,"Houston, Alabama",1.0185185185185186
980,"Houston, Minnesota",0.0
981,"Houston, Texas",0.0
982,"Howard, Arkansas",0.0
983,"Howard, Indiana",0.0
984,"Howard, Iowa",16.666666666666668
985,"Howard, Maryland",2.4
986,"Howard, Missouri",33.125
987,"Howard, Texas",10.0
988,"Howell, Missouri",397.3611111111111
989,"Hubbard, Minnesota",1.6504854368932038
990,"Hudson, New Jersey",0.7142857142857143
991,"Hudspeth, Texas",0.0
992,"Hughes, Oklahoma",0.0
993,"Hughes, South Dakota",0.0
994,"Humboldt, California",0.0
995,"Humboldt, Iowa",150.0
996,"Humboldt, Nevada",4.2105263157894735
997,"Humphreys, Tennessee",0.0
998,"Hunt, Texas",57.5
999,"Hunterdon, New Jersey",6.960876288659793
1000,"Huntingdon, Pennsylvania",10.376432078559738
1001,"Huntington, Indiana",0.0
1002,"Huron, Michigan",2.204301075268817
1003,"Huron, Ohio",0.8053691275167785
1004,"Hutchinson, Texas",0.0
1005,"Hyde, North Carolina",0.0
1006,"Iberia, Louisiana",0.0
1007,"Ida, Iowa",100.0
1008,"Idaho, Idaho",5.283018867924528
1009,"Imperial, California",5.769230769230769
1010,"Independence, Arkansas",0.0
1011,"Indian river, Florida",9.87659574468085
1012,"Indiana, Pennsylvania",6.8618421052631575
1013,"Ingham, Michigan",0.782312925170068
1014,"Inyo, California",0.0
1015,"Ionia, Michigan",0.7027027027027027
1016,"Iosco, Michigan",33.77358490566038
1017,"Iowa, Iowa",237.17391304347825
1018,"Iowa, Wisconsin",0.0
1019,"Iredell, North Carolina",0.91
1020,"Iron, Michigan",0.0
1021,"Iron, Missouri",208.76543209876544
1022,"Iron, Utah",105.27314814814815
1023,"Iron, Wisconsin",0.0
1024,"Iroquois, Illinois",77.77233201581028
1025,"Isabella, Michigan",1.881188118811881
1026,"Isanti, Minnesota",1.6
1027,"Island, Washington",9.28695652173913
1028,"Isle of wight, Virginia",0.0
1029,"Itasca, Minnesota",1.9736842105263157
1030,"Izard, Arkansas",0.0
1031,"Jack, Texas",0.0
1032,"Jackson county, Florida",0.0
1033,"Jackson, Alabama",3.9714285714285715
1034,"Jackson, Florida",1.3333333333333333
1035,"Jackson, Illinois",5.0
1036,"Jackson, Indiana",0.0
1037,"Jackson, Iowa",9.090909090909092
1038,"Jackson, Kentucky",0.0
1039,"Jackson, Michigan",0.4782608695652174
1040,"Jackson, Minnesota",20.0
1041,"Jackson, Missouri",30.55263157894737
1042,"Jackson, North Carolina",20.541666666666668
1043,"Jackson, Ohio",0.04424778761061947
1044,"Jackson, Oklahoma",24.0
1045,"Jackson, Oregon",0.846808510638298
1046,"Jackson, South Dakota",0.0
1047,"Jackson, Texas",0.0
1048,"Jackson, West Virginia",0.0
1049,"Jackson, Wisconsin",1.5394736842105263
1050,"James city, Virginia",0.0
1051,"Jasper county, Missouri",0.0
1052,"Jasper, Illinois",0.0
1053,"Jasper, Indiana",5.6
1054,"Jasper, Iowa",17.5
1055,"Jasper, Missouri",195.51063829787233
1056,"Jasper, South Carolina",0.0
1057,"Jasper, Texas",0.0
1058,"Jay, Indiana",4.0
1059,"Jeff davis, Texas",0.0
1060,"Jefferson county, Florida",0.0
1061,"Jefferson county, Pennsylvania",0.0
1062,"Jefferson, Alabama",28.0
1063,"Jefferson, Arkansas",0.0
1064,"Jefferson, Florida",1.9904761904761905
1065,"Jefferson, Idaho",8.947368421052632
1066,"Jefferson, Indiana",0.0
1067,"Jefferson, Kentucky",3.0408163265306123
1068,"Jefferson, Missouri",167.47844827586206
1069,"Jefferson, Montana",0.0
1070,"Jefferson, New York",0.0
1071,"Jefferson, Ohio",1.3544668587896254
1072,"Jefferson, Oklahoma",0.0
1073,"Jefferson, Oregon",6.0
1074,"Jefferson, Pennsylvania",1.8370607028753994
1075,"Jefferson, Tennessee",0.0
1076,"Jefferson, Texas",1.8181818181818181
1077,"Jefferson, Washington",0.0
1078,"Jefferson, West Virginia",39.729729729729726
1079,"Jefferson, Wisconsin",0.0
1080,"Jennings, Indiana",0.0
1081,"Jerauld, South Dakota",0.0
1082,"Jerome, Idaho",0.0
1083,"Jersey, Illinois",0.0
1084,"Jessamine, Kentucky",0.0
1085,"Jim wells, Texas",0.0
1086,"Jo daviess, Illinois",2.3095823095823094
1087,"Johnson, Illinois",0.0
1088,"Johnson, Indiana",0.0
1089,"Johnson, Iowa",127.8125
1090,"Johnson, Kentucky",0.0
1091,"Johnson, Missouri",7.101449275362318
1092,"Johnson, Tennessee",0.0
1093,"Johnson, Texas",35.527472527472526
1094,"Johnson, Wyoming",0.0
1095,"Johnston, North Carolina",29.154929577464788
1096,"Johnston, Oklahoma",0.0
1097,"Jones, Iowa",0.0
1098,"Josephine, Oregon",0.7294117647058823
1099,"Juab, Utah",68.33333333333333
1100,"Juneau city and, Alaska",0.0
1101,"Juneau, Alaska",102.8
1102,"Juneau, Wisconsin",1.0547945205479452
1103,"Juniata, Pennsylvania",4.2478991596638656
1104,"Kalamazoo, Michigan",0.7692307692307693
1105,"Kalkaska, Michigan",0.0
1106,"Kanabec, Minnesota",0.0
1107,"Kanawha, West Virginia",414.1666666666667
1108,"Kandiyohi, Minnesota",2.7777777777777777
1109,"Kane, Illinois",1.4113924050632911
1110,"Kane, Utah",72.89861751152074
1111,"Kankakee, Illinois",6.077858880778589
1112,"Karnes, Texas",0.0
1113,"Kauai, Hawaii",0.0
1114,"Kaufman, Texas",0.0
1115,"Kay, Oklahoma",0.0
1116,"Kenai peninsula, Alaska",15.758620689655173
1117,"Kendall, Illinois",8.33922261484099
1118,"Kendall, Texas",0.0
1119,"Kenedy, Texas",0.0
1120,"Kennebec, Maine",1.5243243243243243
1121,"Kenosha, Wisconsin",0.1411764705882353
1122,"Kent, Maryland",0.0
1123,"Kent, Michigan",2.962962962962963
1124,"Kent, Rhode Island",3.5616438356164384
1125,"Kent, Texas",0.0
1126,"Kenton, Kentucky",0.0
1127,"Keokuk, Iowa",20.0
1128,"Kern, California",9.756694386694383
1129,"Kerr, Texas",0.7251908396946565
1130,"Kershaw, South Carolina",0.0
1131,"Ketchikan gateway, Alaska",69.65217391304348
1132,"Kewaunee, Wisconsin",4.589743589743589
1133,"Keweenaw, Michigan",1.8518518518518519
1134,"Kimble, Texas",0.0
1135,"King george, Virginia",0.3333333333333333
1136,"King william, Virginia",0.0
1137,"King, Texas",0.0
1138,"King, Washington",0.5896805896805897
1139,"Kingfisher, Oklahoma",0.0
1140,"Kings, California",0.0
1141,"Kingsbury, South Dakota",65.0
1142,"Kinney, Texas",0.0
1143,"Kiowa, Oklahoma",0.0
1144,"Kitsap, Washington",0.0
1145,"Kittitas, Washington",0.0
1146,"Kittson, Minnesota",0.0
1147,"Klamath, Oregon",13.073170731707316
1148,"Kleberg, Texas",0.0
1149,"Klickitat, Washington",0.0
1150,"Knott, Kentucky",0.0
1151,"Knox, Illinois",21.04713804713805
1152,"Knox, Indiana",0.0
1153,"Knox, Kentucky",0.0
1154,"Knox, Maine",0.9595959595959596
1155,"Knox, Ohio",0.25316455696202533
1156,"Knox, Tennessee",0.0
1157,"Knox, Texas",0.0
1158,"Kodiak island, Alaska",0.0
1159,"Koochiching county, Minnesota",56.666666666666664
1160,"Koochiching, Minnesota",2.857142857142857
1161,"Kootenai, Idaho",0.42857142857142855
1162,"Kosciusko, Indiana",1.6308724832214765
1163,"Kossuth, Iowa",1.2048192771084338
1164,"La crosse, Wisconsin",7.6824324324324325
1165,"La paz, Arizona",2.7283236994219653
1166,"La plata, Colorado",0.0
1167,"La porte, Indiana",0.0
1168,"La salle, Illinois",0.0
1169,"La salle, Texas",0.0
1170,"Lac qui parle, Minnesota",1.6666666666666667
1171,"Lackawanna county, Pennsylvania",0.0
1172,"Lackawanna, Pennsylvania",1.043956043956044
1173,"Laclede, Missouri",422.3776223776224
1174,"Lafayette, Arkansas",0.0
1175,"Lafayette, Florida",1.3150684931506849
1176,"Lafayette, Louisiana",0.0
1177,"Lafayette, Missouri",634.6153846153846
1178,"Lafayette, Wisconsin",7.025
1179,"Lagrange, Indiana",0.0
1180,"Lake and peninsula, Alaska",0.0
1181,"Lake of the woods, Minnesota",1.1428571428571428
1182,"Lake, California",3.289473684210526
1183,"Lake, Florida",6.767891593936611
1184,"Lake, Illinois",26.14761290322581
1185,"Lake, Indiana",9.8
1186,"Lake, Michigan",0.0
1187,"Lake, Minnesota",5.142857142857143
1188,"Lake, Montana",0.6
1189,"Lake, Ohio",0.6756756756756757
1190,"Lake, Oregon",2.3529411764705883
1191,"Lake, South Dakota",57.5
1192,"Lamar, Alabama",0.0
1193,"Lamar, Texas",178.0
1194,"Lamb, Texas",0.0
1195,"Lamoille, Vermont",2.28
1196,"Lampasas, Texas",0.0
1197,"Lancaster county, Pennsylvania",0.5128205128205128
1198,"Lancaster, Pennsylvania",5.293228346456693
1199,"Lancaster, South Carolina",0.0
1200,"Lancaster, Virginia",4.0
1201,"Lander, Nevada",0.0
1202,"Lane, Oregon",1.9830508474576272
1203,"Langlade, Wisconsin",0.0
1204,"Lapeer, Michigan",0.0
1205,"Laporte, Indiana",0.5263157894736842
1206,"Laramie, Wyoming",8.289473684210526
1207,"Larue, Kentucky",0.0
1208,"Lasalle, Illinois",9.714121699196326
1209,"Lassen, California",1.7708333333333333
1210,"Latah, Idaho",0.0
1211,"Lauderdale, Alabama",0.07407407407407407
1212,"Laurel, Kentucky",0.0
1213,"Laurens, South Carolina",0.0
1214,"Lavaca, Texas",0.0
1215,"Lawrence, Alabama",0.0
1216,"Lawrence, Arkansas",0.0
1217,"Lawrence, Illinois",0.8928571428571429
1218,"Lawrence, Indiana",0.0
1219,"Lawrence, Kentucky",0.0
1220,"Lawrence, Missouri",310.80536912751677
1221,"Lawrence, Ohio",0.0
1222,"Lawrence, Pennsylvania",2.3545706371191137
1223,"Lawrence, South Dakota",15.140350877192983
1224,"Lawrence, Tennessee",0.0
1225,"Le flore, Oklahoma",0.0
1226,"Le sueur, Minnesota",8.666666666666666
1227,"Lea, New Mexico",7.636363636363637
1228,"Leavenworth, Kansas",0.0
1229,"Lebanon county, Pennsylvania",0.0
1230,"Lebanon, Pennsylvania",2.230769230769231
1231,"Lee, Alabama",5.878787878787879
1232,"Lee, Florida",22.04101633393829
1233,"Lee, Illinois",1.7308533916849016
1234,"Lee, Iowa",2.0754716981132075
1235,"Lee, Kentucky",0.0
1236,"Lee, North Carolina",0.0
1237,"Lee, Texas",0.8333333333333334
1238,"Lee, Virginia",0.0
1239,"Leelanau, Michigan",1.8032786885245902
1240,"Lehigh county, Pennsylvania",0.0
1241,"Lehigh, Pennsylvania",7.894403892944039
1242,"Lemhi, Idaho",0.0
1243,"Lenawee, Michigan",1.2820512820512822
1244,"Lenoir, North Carolina",0.0
1245,"Leon, Florida",6.305327868852459
1246,"Leon, Texas",0.2
1247,"Leslie, Kentucky",0.0
1248,"Letcher, Kentucky",30.76923076923077
1249,"Levy county, Florida",0.0
1250,"Levy, Florida",4.3399503722084365
1251,"Lewis and clark, Montana",1.4285714285714286
1252,"Lewis county, Washington",0.0
1253,"Lewis, Idaho",0.0
1254,"Lewis, Kentucky",0.0
1255,"Lewis, Missouri",148.75
1256,"Lewis, New York",27.636363636363637
1257,"Lewis, Washington",0.0
1258,"Lewis, West Virginia",0.0
1259,"Lexington county, South Carolina",0.0
1260,"Lexington, South Carolina",0.0
1261,"Liberty, Florida",0.9558823529411765
1262,"Liberty, Texas",0.15151515151515152
1263,"Licking, Ohio",0.9030544488711819
1264,"Limestone, Alabama",0.0
1265,"Limestone, Texas",0.0
1266,"Lincoln, Idaho",0.0
1267,"Lincoln, Kentucky",0.0
1268,"Lincoln, Louisiana",0.0
1269,"Lincoln, Maine",0.2513464991023339
1270,"Lincoln, Missouri",52.35897435897436
1271,"Lincoln, Montana",0.0
1272,"Lincoln, Nevada",32.225352112676056
1273,"Lincoln, New Mexico",0.0
1274,"Lincoln, North Carolina",0.0
1275,"Lincoln, Oklahoma",0.0
1276,"Lincoln, Oregon",0.0
1277,"Lincoln, South Dakota",42.0
1278,"Lincoln, Washington",9.977777777777778
1279,"Lincoln, West Virginia",0.0
1280,"Lincoln, Wisconsin",0.34782608695652173
1281,"Lincoln, Wyoming",1.0526315789473684
1282,"Linn county, Oregon",0.0
1283,"Linn, Iowa",62.78260869565217
1284,"Linn, Missouri",41.25
1285,"Linn, Oregon",2.6704545454545454
1286,"Lipscomb, Texas",0.0
1287,"Litchfield, Connecticut",4.832567997174143
1288,"Little river, Arkansas",0.0
1289,"Live oak, Texas",0.0
1290,"Livingston, Illinois",94.18154761904762
1291,"Livingston, Kentucky",0.0
1292,"Livingston, Michigan",0.22058823529411764
1293,"Livingston, Missouri",11.538461538461538
1294,"Livingston, New York",0.0
1295,"Llano, Texas",0.0
1296,"Logan, Illinois",89.6180995475113
1297,"Logan, Ohio",0.7853403141361257
1298,"Logan, Oklahoma",0.0
1299,"Logan, West Virginia",0.0
1300,"Lonoke, Arkansas",0.0
1301,"Lorain, Ohio",1.5072463768115942
1302,"Los angeles county, California",0.0
1303,"Los angeles, California",0.8997759350143849
1304,"Loudoun, Virginia",5.714285714285714
1305,"Louisa, Iowa",44.285714285714285
1306,"Louisa, Virginia",0.0
1307,"Love, Oklahoma",0.0
1308,"Lowndes, Alabama",0.0
1309,"Lubbock, Texas",1.152073732718894
1310,"Lucas, Ohio",0.0
1311,"Luce, Michigan",3.111111111111111
1312,"Luna, New Mexico",0.0
1313,"Luzerne county, Pennsylvania",0.0
1314,"Luzerne, Pennsylvania",0.9137603043753963
1315,"Lycoming county, Pennsylvania",0.0
1316,"Lycoming, Pennsylvania",1.126005361930295
1317,"Lynn, Texas",0.9523809523809523
1318,"Lyon, Iowa",0.0
1319,"Lyon, Kentucky",0.0
1320,"Lyon, Minnesota",0.0
1321,"Lyon, Nevada",15.15625
1322,"Mackinac, Michigan",0.0
1323,"Macomb, Michigan",0.0
1324,"Macon, Alabama",9.8125
1325,"Macon, Illinois",12.482758620689655
1326,"Macon, Missouri",510.0
1327,"Macon, North Carolina",0.0
1328,"Macon, Tennessee",0.0
1329,"Macoupin, Illinois",3.7037037037037037
1330,"Madera county, California",0.0
1331,"Madera, California",0.5056890012642224
1332,"Madison, Alabama",6.290322580645161
1333,"Madison, Florida",1.1396396396396395
1334,"Madison, Idaho",0.0
1335,"Madison, Illinois",0.0
1336,"Madison, Indiana",5.75
1337,"Madison, Kentucky",3.1578947368421053
1338,"Madison, Missouri",293.75
1339,"Madison, New York",0.0
1340,"Madison, North Carolina",0.0
1341,"Madison, Ohio",8.40670859538784
1342,"Madison, Tennessee",0.0
1343,"Madison, Texas",0.0
1344,"Madison, Virginia",0.0
1345,"Magoffin, Kentucky",0.0
1346,"Mahnomen, Minnesota",4.285714285714286
1347,"Mahoning, Ohio",1.1111111111111112
1348,"Major, Oklahoma",0.0
1349,"Malheur, Oregon",26.25
1350,"Manassas, Virginia",0.0
1351,"Manatee county, Florida",3.6216216216216215
1352,"Manatee, Florida",2.775
1353,"Manistee, Michigan",0.0
1354,"Manitowoc, Wisconsin",0.0
1355,"Marathon, Wisconsin",8.9874213836478
1356,"Marengo, Alabama",0.0
1357,"Maricopa, Arizona",5.380113636363636
1358,"Maries county, Missouri",0.0
1359,"Maries, Missouri",104.48979591836735
1360,"Marin, California",1.0576923076923077
1361,"Marinette, Wisconsin",0.0
1362,"Marion county, Florida",3.3333333333333335
1363,"Marion county, Missouri",4845.0
1364,"Marion, Alabama",0.0
1365,"Marion, Arkansas",0.0
1366,"Marion, Florida",2.977227186569185
1367,"Marion, Illinois",0.0
1368,"Marion, Indiana",15.314606741573034
1369,"Marion, Iowa",0.0
1370,"Marion, Kentucky",0.0
1371,"Marion, Missouri",0.0
1372,"Marion, Ohio",0.3968253968253968
1373,"Marion, Oregon",1.3114754098360655
1374,"Marion, South Carolina",0.0
1375,"Marion, Tennessee",0.0
1376,"Marion, Texas",1.75
1377,"Mariposa, California",2.7435064935064934
1378,"Marlboro, South Carolina",0.0
1379,"Marquette, Michigan",0.3349282296650718
1380,"Marquette, Wisconsin",10.338983050847459
1381,"Marshall, Alabama",0.0
1382,"Marshall, Illinois",12.945454545454545
1383,"Marshall, Indiana",0.0
1384,"Marshall, Iowa",0.0
1385,"Marshall, Kentucky",0.0
1386,"Marshall, Minnesota",10.0
1387,"Marshall, Oklahoma",241.25
1388,"Marshall, South Dakota",0.0
1389,"Marshall, West Virginia",0.0
1390,"Martin county, Florida",3.6714285714285713
1391,"Martin, Florida",19.716141001855284
1392,"Martin, Indiana",0.0
1393,"Martin, Kentucky",0.0
1394,"Martin, Minnesota",0.0
1395,"Martin, North Carolina",0.0
1396,"Martin, Texas",1.4285714285714286
1397,"Mason, Illinois",1.680672268907563
1398,"Mason, Kentucky",0.0
1399,"Mason, Michigan",0.0
1400,"Mason, Washington",0.0
1401,"Mason, West Virginia",0.0
1402,"Massac, Illinois",0.0
1403,"Matagorda, Texas",1.8055555555555556
1404,"Matanuska-susitna borough, Alaska",0.0
1405,"Matanuska-susitna, Alaska",20.71647509578544
1406,"Mathews, Virginia",0.0
1407,"Maui, Hawaii",0.5681818181818182
1408,"Mayes, Oklahoma",0.0
1409,"Mcclain, Oklahoma",0.0
1410,"Mccook, South Dakota",0.0
1411,"Mccormick, South Carolina",0.0
1412,"Mccracken, Kentucky",33.23076923076923
1413,"Mccreary, Kentucky",0.0
1414,"Mcculloch, Texas",0.5555555555555556
1415,"Mccurtain, Oklahoma",0.0
1416,"Mcdonald, Missouri",665.5172413793103
1417,"Mcdonough, Illinois",10.780821917808218
1418,"Mcdowell, North Carolina",0.0
1419,"Mcdowell, West Virginia",0.0
1420,"Mchenry, Illinois",5.115087040618955
1421,"Mcintosh, Oklahoma",0.0
1422,"Mckean county, Pennsylvania",0.0
1423,"Mckean, Pennsylvania",0.5925925925925926
1424,"Mckinley, New Mexico",0.0
1425,"Mclean, Illinois",9.58780487804878
1426,"Mclean, Kentucky",0.0
1427,"Mclennan, Texas",17.666666666666668
