,county,nitrite
680,"Eureka, Nevada",11.568627450980392
681,"Fairbanks north star borough, Alaska",0.0
682,"Fairbanks north star, Alaska",0.0
683,"Fairfax, Virginia",5.876288659793815
684,"Fairfield, Connecticut",2.777722248918789
685,"Fairfield, Ohio",1.2784588441330997
686,"Fairfield, South Carolina",0.0
687,"Fall river, South Dakota",0.0
688,"Falls, Texas",4.285714285714286
689,"Fannin, Texas",39.56896551724138
690,"Faribault, Minnesota",397.5
691,"Faulk, South Dakota",0.0
692,"Faulkner, Arkansas",0.0
693,"Fauquier, Virginia",0.0
694,"Fayette, Alabama",0.0
695,"Fayette, Illinois",0.0
696,"Fayette, Indiana",2600.0
697,"Fayette, Iowa",0.0
698,"Fayette, Kentucky",7.882352941176471
699,"Fayette, Ohio",6.6115702479338845
700,"Fayette, Pennsylvania",4.528225806451613
701,"Fayette, Tennessee",0.0
702,"Fayette, Texas",0.0
703,"Fayette, West Virginia",0.47058823529411764
704,"Fergus, Montana",0.0
705,"Ferry, Washington",0.0
706,"Fillmore, Minnesota",6.0
707,"Fisher, Texas",10.0
708,"Flagler, Florida",2.0921985815602837
709,"Flathead, Montana",0.4644808743169399
710,"Fleming, Kentucky",0.0
711,"Florence, South Carolina",3.875
712,"Florence, Wisconsin",0.0
713,"Floyd, Iowa",0.0
714,"Floyd, Kentucky",0.0
715,"Floyd, Texas",0.0
716,"Floyd, Virginia",0.0
717,"Fluvanna, Virginia",0.0
718,"Foard, Texas",0.0
719,"Fond du lac, Wisconsin",1.2592592592592593
720,"Ford, Illinois",14.065217391304348
721,"Forest, Pennsylvania",0.8205128205128205
722,"Forest, Wisconsin",0.6857142857142857
