,county,diquat
782,"Livingston, Louisiana",0.0
783,"Logan, Arkansas",0.0
784,"Logan, Illinois",0.0
785,"Logan, Nebraska",0.0
786,"Logan, Ohio",0.0
787,"Lonoke, Arkansas",0.0
788,"Los alamos, New Mexico",0.0
789,"Los angeles, California",0.0007248764415156507
790,"Loudoun, Virginia",0.005970149253731343
791,"Louisa, Virginia",0.0
792,"Loup, Nebraska",0.0
793,"Lowndes, Alabama",0.0
794,"Lucas, Ohio",0.0
795,"Luna, New Mexico",0.0
796,"Luzerne county, Pennsylvania",0.0
797,"Luzerne, Pennsylvania",0.0
798,"Lycoming county, Pennsylvania",0.0
799,"Lycoming, Pennsylvania",0.0
800,"Lyman, South Dakota",0.0
801,"Lyon, Kentucky",0.0
802,"Lyon, Nevada",0.05555555555555555
803,"Macon, Alabama",0.0
804,"Macon, Illinois",0.0
805,"Macoupin, Illinois",0.0
806,"Madera, California",0.0
807,"Madison, Alabama",0.0
808,"Madison, Florida",0.0
809,"Madison, Idaho",0.0
810,"Madison, Illinois",0.0
811,"Madison, Indiana",0.0
812,"Madison, Kentucky",0.0
813,"Madison, Louisiana",0.0
814,"Madison, Nebraska",0.0
815,"Madison, Ohio",0.0
816,"Magoffin, Kentucky",0.0
817,"Malheur, Oregon",0.0
818,"Manassas, Virginia",0.0
819,"Manatee county, Florida",0.0
820,"Manatee, Florida",0.0
821,"Manitowoc, Wisconsin",0.0
822,"Marathon, Wisconsin",0.0
823,"Marengo, Alabama",0.0
824,"Maricopa, Arizona",0.008074074074074074
825,"Marin, California",0.0
826,"Marinette, Wisconsin",0.0
827,"Marion, Alabama",0.0
828,"Marion, Arkansas",0.0
829,"Marion, Florida",0.0007226107226107226
830,"Marion, Illinois",0.0
831,"Marion, Indiana",0.0
832,"Marion, Kentucky",0.0
833,"Marion, Ohio",0.0
834,"Marion, Oregon",0.0
835,"Marion, South Carolina",0.0
836,"Marion, West Virginia",0.0
837,"Mariposa, California",0.0
838,"Marlboro, South Carolina",0.0
839,"Marquette, Wisconsin",0.0
840,"Marshall, Alabama",0.0
841,"Marshall, Illinois",0.0
842,"Marshall, Indiana",0.0
843,"Marshall, Kentucky",0.0
844,"Marshall, West Virginia",0.0
845,"Martin county, Florida",0.0
846,"Martin, Florida",0.0
847,"Martin, Indiana",0.0
848,"Martin, Kentucky",0.0
849,"Mason, Illinois",0.0
850,"Mason, Kentucky",0.0
851,"Massac, Illinois",0.0
852,"Maui, Hawaii",0.0
853,"Mccook, South Dakota",0.0
854,"Mccormick, South Carolina",0.0
855,"Mccracken, Kentucky",0.0
856,"Mccreary, Kentucky",0.0
857,"Mcdonough, Illinois",0.0
858,"Mchenry, Illinois",0.0
859,"Mckean county, Pennsylvania",0.0
860,"Mckean, Pennsylvania",0.0
861,"Mckenzie, North Dakota",0.0
862,"Mckinley, New Mexico",0.0
863,"Mclean, Illinois",0.0
864,"Mclean, Kentucky",0.0
865,"Mcpherson, Nebraska",0.0
866,"Meade, Kentucky",0.0
867,"Meade, South Dakota",0.0
868,"Medina, Ohio",0.0
869,"Meigs, Ohio",0.0
870,"Menard, Illinois",0.0
871,"Mendocino, California",0.0428421052631579
872,"Menifee, Kentucky",0.0
873,"Merced, California",0.0
874,"Mercer county, Pennsylvania",0.0
875,"Mercer, Illinois",0.0
876,"Mercer, Kentucky",0.0
877,"Mercer, Pennsylvania",0.0
878,"Mercer, West Virginia",0.0
879,"Merrick, Nebraska",0.0
880,"Miami, Indiana",0.0
881,"Miami, Ohio",0.0
882,"Miami-dade, Florida",0.0
883,"Middlesex, Connecticut",0.0
884,"Middlesex, Massachusetts",0.0
885,"Mifflin, Pennsylvania",0.0
886,"Mille lacs county, Minnesota",0.0
887,"Miller, Arkansas",0.0
888,"Milwaukee, Wisconsin",0.0
889,"Miner, South Dakota",0.0
890,"Mineral, Nevada",0.0
891,"Minidoka, Idaho",0.0
892,"Minnehaha, South Dakota",0.0
893,"Mississippi, Arkansas",0.0
894,"Mobile, Alabama",0.0
895,"Modoc, California",0.0
896,"Mohave, Arizona",0.00693069306930693
897,"Mono, California",0.0
898,"Monroe county, Pennsylvania",0.0
899,"Monroe, Alabama",0.006916666666666667
900,"Monroe, Arkansas",0.0
901,"Monroe, Florida",0.0
902,"Monroe, Illinois",0.0
903,"Monroe, Indiana",0.0
904,"Monroe, Kentucky",0.0
905,"Monroe, Ohio",0.0
906,"Monroe, Pennsylvania",0.0
907,"Monroe, Wisconsin",0.0
908,"Monterey, California",0.00040114613180515757
909,"Montgomery county, Pennsylvania",0.0
910,"Montgomery, Alabama",0.11381176470588235
911,"Montgomery, Arkansas",0.0
912,"Montgomery, Illinois",0.0
913,"Montgomery, Indiana",0.0
914,"Montgomery, Kentucky",0.0
915,"Montgomery, Maryland",0.0
916,"Montgomery, Ohio",0.0
917,"Montgomery, Pennsylvania",0.0
918,"Montour, Pennsylvania",0.0
919,"Moody, South Dakota",0.0
920,"Mora, New Mexico",0.0
921,"Morehouse, Louisiana",0.0
922,"Morgan, Alabama",0.0
923,"Morgan, Illinois",0.0
924,"Morgan, Indiana",0.0521875
925,"Morgan, Kentucky",0.0
926,"Morgan, Ohio",0.0
927,"Morgan, West Virginia",0.0
928,"Morrill, Nebraska",0.0
929,"Morrow, Ohio",0.0
930,"Morrow, Oregon",0.0
931,"Moultrie, Illinois",0.0
932,"Mountrail, North Dakota",0.0
933,"Muhlenberg, Kentucky",0.0
934,"Multnomah county, Oregon",0.0
935,"Multnomah, Oregon",0.0
936,"Muskingum, Ohio",0.0
937,"Nance, Nebraska",0.0
938,"Napa, California",0.03134328358208955
939,"Nassau, Florida",0.0
940,"Nassau, New York",0.0
941,"Natchitoches, Louisiana",0.0
942,"Navajo, Arizona",0.0
943,"Nelson, Kentucky",0.04
944,"Nelson, Virginia",0.0
945,"Nemaha, Nebraska",0.0
946,"Nevada county, Arkansas",0.0
947,"Nevada, Arkansas",0.0
948,"Nevada, California",0.0
949,"New haven, Connecticut",0.0
950,"New london, Connecticut",0.0
951,"Newberry, South Carolina",0.0
952,"Newton county, Arkansas",0.0
953,"Newton, Arkansas",0.0
954,"Newton, Indiana",0.0
955,"Newton, Missouri",0.0
956,"Nez perce, Idaho",0.0
957,"Niagara, New York",0.0
958,"Nicholas, Kentucky",0.0
959,"Noble, Indiana",0.0
960,"Norfolk, Virginia",0.0
961,"North slope, Alaska",0.0
962,"Northampton county, Pennsylvania",0.0
963,"Northampton, Pennsylvania",0.0
964,"Northampton, Virginia",0.0
965,"Northumberland, Pennsylvania",0.0
966,"Northumberland, Virginia",0.0
967,"Nuckolls, Nebraska",0.0
968,"Nye, Nevada",0.0
969,"Oconee, South Carolina",0.0
970,"Oconto, Wisconsin",0.0
971,"Ogle, Illinois",0.0
972,"Ohio, Indiana",0.0
973,"Ohio, Kentucky",0.0
974,"Okaloosa county, Florida",0.0
975,"Okaloosa, Florida",0.0
976,"Okeechobee, Florida",0.0
977,"Oklahoma, Oklahoma",0.0
978,"Oldham, Kentucky",0.0
979,"Oneida, Idaho",0.0
980,"Oneida, Wisconsin",0.0
981,"Onondaga, New York",0.0
982,"Orange, California",0.0
983,"Orange, Florida",0.0
984,"Orange, New York",0.0
985,"Orange, Virginia",0.0
986,"Orangeburg, South Carolina",0.0
987,"Orleans, Louisiana",0.0
988,"Osceola, Florida",0.0071858974358974355
989,"Oswego, New York",0.0
990,"Otero county, New Mexico",0.0
991,"Otero, New Mexico",0.0
992,"Otoe, Nebraska",0.0
993,"Ouachita, Arkansas",0.0
994,"Ouachita, Louisiana",0.0
995,"Outagamie, Wisconsin",0.0
996,"Owen, Indiana",0.0
997,"Owen, Kentucky",0.0
998,"Owsley, Kentucky",0.0
999,"Owyhee, Idaho",0.0
1000,"Ozaukee, Wisconsin",0.0
1001,"Palm beach, Florida",0.0
1002,"Parke, Indiana",0.0
1003,"Pasco county, Florida",0.0
1004,"Pasco, Florida",0.02041522491349481
1005,"Pawnee, Nebraska",0.0
1006,"Payette, Idaho",0.0
1007,"Pend oreille, Washington",0.0
1008,"Pendleton, Kentucky",0.0
1009,"Pendleton, West Virginia",0.0
1010,"Pennington, South Dakota",0.0
1011,"Peoria, Illinois",0.0
1012,"Pepin, Wisconsin",0.0
1013,"Perkins, Nebraska",0.0
1014,"Perry county, Pennsylvania",0.0
1015,"Perry, Alabama",0.0
1016,"Perry, Arkansas",0.0
1017,"Perry, Illinois",0.0
1018,"Perry, Indiana",0.0
1019,"Perry, Kentucky",0.0
1020,"Perry, Pennsylvania",0.0
1021,"Pershing, Nevada",0.0
1022,"Pettis, Missouri",0.0
1023,"Phelps, Nebraska",0.0
1024,"Philadelphia, Pennsylvania",0.0
1025,"Phillips, Arkansas",0.0
1026,"Piatt, Illinois",0.0
1027,"Pickaway, Ohio",0.0
1028,"Pickens, Alabama",0.0
1029,"Pickens, South Carolina",0.0
1030,"Pierce, Nebraska",0.0
1031,"Pierce, Wisconsin",0.0
1032,"Pike, Alabama",0.0
1033,"Pike, Arkansas",0.0
1034,"Pike, Illinois",0.0
1035,"Pike, Indiana",0.0
1036,"Pike, Kentucky",0.0
1037,"Pike, Ohio",0.0
1038,"Pike, Pennsylvania",0.0
1039,"Pima, Arizona",0.0
1040,"Pinal, Arizona",0.0
1041,"Pinellas, Florida",0.0
1042,"Placer, California",0.0
1043,"Plaquemines, Louisiana",0.0
1044,"Platte, Missouri",0.0
1045,"Platte, Nebraska",0.0
1046,"Poinsett, Arkansas",0.0
1047,"Pointe coupee parish, Louisiana",0.0
1048,"Pointe coupee, Louisiana",0.0
1049,"Polk, Arkansas",0.0
1050,"Polk, Florida",0.02608917197452229
1051,"Polk, Nebraska",0.0
1052,"Polk, Oregon",0.0
1053,"Polk, Wisconsin",0.0
1054,"Pope, Arkansas",0.0
1055,"Pope, Illinois",0.0
1056,"Portage county, Wisconsin",0.0
1057,"Portage, Wisconsin",0.0
1058,"Porter, Indiana",0.0
1059,"Posey, Indiana",0.0
1060,"Potter, Pennsylvania",0.0
1061,"Powell, Kentucky",0.0
1062,"Power, Idaho",0.0
1063,"Prairie, Arkansas",0.0
1064,"Preble, Ohio",0.0
1065,"Price, Wisconsin",0.0
1066,"Prince george's, Maryland",0.0
1067,"Prince george, Virginia",0.0
1068,"Prince william, Virginia",0.0
1069,"Pulaski, Arkansas",0.0
1070,"Pulaski, Illinois",0.0
1071,"Pulaski, Indiana",0.0
1072,"Pulaski, Kentucky",0.0
1073,"Putnam county, Indiana",0.0
1074,"Putnam, Florida",0.001462686567164179
1075,"Putnam, Illinois",0.0
1076,"Putnam, Indiana",0.0
1077,"Putnam, New York",0.24
1078,"Putnam, Ohio",0.0
1079,"Putnam, Tennessee",0.0
1080,"Quay, New Mexico",0.0
1081,"Racine, Wisconsin",0.0
1082,"Ramsey, North Dakota",0.0
1083,"Randolph, Alabama",0.0
1084,"Randolph, Arkansas",0.0
1085,"Randolph, Illinois",0.0
1086,"Randolph, Indiana",0.0
1087,"Rapides, Louisiana",0.0
1088,"Red river, Louisiana",0.0
1089,"Red willow, Nebraska",0.0
1090,"Richardson, Nebraska",0.0
1091,"Richland, Illinois",0.0
1092,"Richland, Louisiana",0.0
1093,"Richland, Ohio",0.0
1094,"Richland, South Carolina",0.0
1095,"Richland, Wisconsin",0.0
1096,"Rio arriba, New Mexico",0.0
1097,"Ripley, Indiana",0.0
1098,"Riverside, California",0.0
1099,"Roanoke, Virginia",0.0
1100,"Roberts, South Dakota",0.0
1101,"Rock island, Illinois",0.0
1102,"Rock, Nebraska",0.0
1103,"Rock, Wisconsin",0.0
1104,"Rockcastle, Kentucky",0.0
1105,"Rockingham, Virginia",0.0
1106,"Rockland, New York",0.0
1107,"Roosevelt, New Mexico",0.0
1108,"Ross, Ohio",0.0
1109,"Rowan, Kentucky",0.0
1110,"Rush, Indiana",0.0
1111,"Rusk, Wisconsin",0.0
1112,"Russell, Alabama",0.0
1113,"Russell, Kentucky",0.0
1114,"Russell, Virginia",0.0
1115,"Sabine, Louisiana",0.0
1116,"Sacramento county, California",0.0
1117,"Sacramento, California",0.0017241379310344827
1118,"Saint bernard, Louisiana",0.0
1119,"Saint charles, Missouri",0.0
1120,"Saint james, Louisiana",0.0
1121,"Saint landry, Louisiana",0.0
1122,"Saint tammany, Louisiana",0.0
1123,"Salem, Virginia",0.0
1124,"Saline county, Arkansas",0.0
1125,"Saline, Arkansas",0.0
1126,"Saline, Illinois",0.0
1127,"Saline, Nebraska",0.0
1128,"Saluda, South Carolina",0.0
1129,"San benito, California",0.0
1130,"San bernardino county, California",0.21666666666666667
1131,"San bernardino, California",0.0
1132,"San diego county, California",0.0
1133,"San diego, California",0.001737704918032787
1134,"San francisco, California",0.0
1135,"San joaquin, California",0.0
1136,"San juan, New Mexico",0.0
1137,"San juan, Utah",0.0
1138,"San luis obispo, California",0.0
1139,"San mateo, California",0.010615384615384617
1140,"San miguel, New Mexico",0.0
1141,"Sanborn, South Dakota",0.0
1142,"Sandoval, New Mexico",0.01016949152542373
1143,"Sandusky, Ohio",0.0
1144,"Sangamon, Illinois",0.0
1145,"Santa barbara, California",0.0
1146,"Santa clara, California",0.01112618724559023
1147,"Santa cruz, Arizona",0.0
1148,"Santa cruz, California",0.0
1149,"Santa fe, New Mexico",0.0
1150,"Santa rosa county, Florida",0.0
1151,"Santa rosa, Florida",0.0
1152,"Sarasota, Florida",0.0
1153,"Sarpy, Nebraska",0.0
1154,"Sauk, Wisconsin",0.0
1155,"Saunders, Nebraska",0.0
1156,"Sawyer, Wisconsin",0.0
1157,"Schoharie, New York",0.0
1158,"Schuyler, Illinois",0.0
1159,"Schuylkill, Pennsylvania",0.0
1160,"Scott, Arkansas",0.0
1161,"Scott, Illinois",0.0
1162,"Scott, Indiana",0.0
1163,"Scott, Iowa",0.0
1164,"Scott, Kentucky",0.0
1165,"Scott, Minnesota",0.0
1166,"Scott, Virginia",0.0
1167,"Scotts bluff, Nebraska",0.0
1168,"Searcy, Arkansas",0.0
1169,"Sebastian, Arkansas",0.0
1170,"Seminole county, Florida",0.0
1171,"Seminole, Florida",0.0
1172,"Seneca, Ohio",0.0
1173,"Sevier, Arkansas",0.0
1174,"Seward, Nebraska",0.0
1175,"Shannon, South Dakota",0.0
1176,"Sharp county, Arkansas",0.0
1177,"Sharp, Arkansas",0.0
1178,"Shasta, California",0.0
1179,"Shawano, Wisconsin",0.0
1180,"Sheboygan, Wisconsin",0.0
1181,"Shelby, Alabama",0.0
1182,"Shelby, Illinois",0.0
1183,"Shelby, Indiana",0.0
1184,"Shelby, Kentucky",0.0
1185,"Shelby, Ohio",0.0
1186,"Shelby, Tennessee",0.0
1187,"Sheridan, Nebraska",0.0
1188,"Sherman, Nebraska",0.0
1189,"Sherman, Oregon",0.0
1190,"Shoshone, Idaho",0.0
1191,"Sierra, New Mexico",0.0
1192,"Simpson, Kentucky",0.0
1193,"Sioux, Nebraska",0.0
1194,"Skagit, Washington",0.0
1195,"Snyder county, Pennsylvania",0.0
1196,"Snyder, Pennsylvania",0.0
1197,"Socorro, New Mexico",0.0
1198,"Solano, California",0.0
1199,"Somerset county, Pennsylvania",0.0
1200,"Somerset, Pennsylvania",0.0
1201,"Sonoma, California",0.0
1202,"Southampton, Virginia",0.0
1203,"Southeast fairbanks, Alaska",0.0
1204,"Spartanburg, South Carolina",0.0
1205,"Spencer, Indiana",0.0
1206,"Spink county, South Dakota",0.0
1207,"Spokane, Washington",0.0
1208,"Spotsylvania, Virginia",0.0
1209,"St clair, Alabama",0.04211111111111111
1210,"St helena, Louisiana",0.0
1211,"St joseph, Indiana",0.0
1212,"St landry, Louisiana",0.0
1213,"St tammany, Louisiana",0.0
1214,"St. bernard, Louisiana",0.0
1215,"St. charles, Louisiana",0.0
1216,"St. clair, Alabama",0.06542056074766354
1217,"St. clair, Illinois",0.0
1218,"St. croix, Wisconsin",0.0
1219,"St. francis, Arkansas",0.0
1220,"St. helena, Louisiana",0.0
1221,"St. james, Louisiana",0.0
1222,"St. john the baptist parish, Louisiana",0.0
1223,"St. john the baptist, Louisiana",0.0
1224,"St. johns, Florida",0.0
1225,"St. joseph county, Indiana",0.0
1226,"St. joseph, Indiana",0.0
1227,"St. landry, Louisiana",0.0
1228,"St. louis city, Missouri",0.0
1229,"St. lucie, Florida",0.0
1230,"St. martin parish, Louisiana",0.0
1231,"St. martin, Louisiana",0.0
1232,"St. mary parish, Louisiana",0.0
1233,"St. mary, Louisiana",0.0
1234,"St. tammany parish, Louisiana",0.0
1235,"St. tammany, Louisiana",0.0
1236,"Stafford, Virginia",0.0
1237,"Stanislaus, California",0.0
1238,"Stanton, Nebraska",0.0
1239,"Stark, Illinois",0.0
1240,"Stark, Ohio",0.0
1241,"Starke, Indiana",0.0
1242,"Stephenson, Illinois",0.0
1243,"Steuben, Indiana",0.0
1244,"Stevens, Washington",0.0
1245,"Stone, Arkansas",0.0
1246,"Stone, Missouri",0.0
1247,"Storey, Nevada",0.0
1248,"Stutsman, North Dakota",0.0
1249,"Sullivan, Indiana",0.0
1250,"Sullivan, New York",0.0
1251,"Sullivan, Pennsylvania",0.0
1252,"Summers, West Virginia",0.0
1253,"Summit, Ohio",0.0
1254,"Sumter, Alabama",0.0
1255,"Sumter, Florida",0.0
1256,"Sumter, South Carolina",0.0
1257,"Surry, Virginia",0.0
1258,"Susquehanna, Pennsylvania",0.0
1259,"Sutter, California",0.0
1260,"Suwannee, Florida",0.0
1261,"Switzerland, Indiana",0.0
1262,"Talladega, Alabama",0.04878048780487805
1263,"Tallapoosa, Alabama",0.0
1264,"Taney, Missouri",0.0
1265,"Tangipahoa parish, Louisiana",0.0
1266,"Tangipahoa, Louisiana",0.0
1267,"Taos, New Mexico",0.0
1268,"Taylor, Florida",0.0
1269,"Taylor, Kentucky",0.0
1270,"Taylor, Wisconsin",0.0
1271,"Tazewell, Illinois",0.03706293706293706
1272,"Tazewell, Virginia",0.0
1273,"Tehama, California",0.0
1274,"Tensas, Louisiana",0.0
1275,"Terrebonne, Louisiana",0.0
1276,"Teton, Idaho",0.0
1277,"Thayer, Nebraska",0.0
1278,"Thomas, Nebraska",0.0
1279,"Thurston, Nebraska",0.0
1280,"Tillamook county, Oregon",0.0
1281,"Tillamook, Oregon",0.0
1282,"Tioga county, Pennsylvania",0.0
1283,"Tioga, Pennsylvania",0.0
1284,"Tippecanoe, Indiana",0.008771929824561403
1285,"Tipton, Indiana",0.0
1286,"Todd, Kentucky",0.0
1287,"Todd, South Dakota",0.0
1288,"Tolland, Connecticut",0.0
1289,"Torrance, New Mexico",0.0
1290,"Trempealeau, Wisconsin",0.0
1291,"Trigg, Kentucky",0.0
1292,"Trimble, Kentucky",0.0
1293,"Tripp, South Dakota",0.0
1294,"Trumbull, Ohio",0.0
1295,"Tulare, California",0.0
1296,"Turner, South Dakota",0.0
1297,"Tuscaloosa, Alabama",0.0
1298,"Tuscarawas, Ohio",0.0
1299,"Twin falls, Idaho",0.0
1300,"Tyler, West Virginia",0.0
1301,"Umatilla, Oregon",0.0
1302,"Union parish, Louisiana",0.0
1303,"Union, Arkansas",0.0
1304,"Union, Florida",0.0
1305,"Union, Illinois",0.0
1306,"Union, Indiana",0.0
1307,"Union, Kentucky",0.0
1308,"Union, Louisiana",0.0
1309,"Union, New Mexico",0.0
1310,"Union, Oregon",0.0
1311,"Union, Pennsylvania",0.0
1312,"Union, South Carolina",0.0
1313,"Union, South Dakota",0.0
1314,"Unknown, South Carolina",0.0
1315,"Valencia, New Mexico",0.0
1316,"Valley, Idaho",0.0
1317,"Valley, Nebraska",0.0
1318,"Van buren, Arkansas",0.0
1319,"Van wert, Ohio",0.0
1320,"Vanderburgh, Indiana",0.0
1321,"Venango county, Pennsylvania",0.0
1322,"Venango, Pennsylvania",0.0
1323,"Ventura, California",0.0
1324,"Vermilion, Illinois",0.0
1325,"Vermilion, Louisiana",0.0
1326,"Vermillion county, Indiana",0.0
1327,"Vermillion, Indiana",0.0
1328,"Vernon, Louisiana",0.0
1329,"Vernon, Wisconsin",0.0
1330,"Vigo, Indiana",0.0
1331,"Vilas, Wisconsin",0.0
1332,"Volusia, Florida",0.0
1333,"Wabash, Illinois",0.0
1334,"Wabash, Indiana",0.0
1335,"Wake, North Carolina",0.0
1336,"Wakulla, Florida",0.0096875
1337,"Walker, Alabama",0.3257333333333333
1338,"Walla walla, Washington",0.0
1339,"Wallowa, Oregon",0.0
1340,"Walsh, North Dakota",0.0
1341,"Walton, Florida",0.018571428571428572
1342,"Walworth, South Dakota",0.0
1343,"Walworth, Wisconsin",0.0
1344,"Warren county, Pennsylvania",0.0
1345,"Warren, Illinois",0.0
1346,"Warren, Indiana",0.0
1347,"Warren, Kentucky",0.0
1348,"Warren, New York",0.0
1349,"Warren, Ohio",0.0
1350,"Warren, Pennsylvania",0.0
1351,"Warrick, Indiana",0.0
1352,"Wasco, Oregon",0.0
1353,"Washburn, Wisconsin",0.0
1354,"Washington parish, Louisiana",0.0
1355,"Washington, Alabama",0.04768571428571428
1356,"Washington, Arkansas",0.0
1357,"Washington, Florida",0.0
1358,"Washington, Idaho",0.0
1359,"Washington, Illinois",0.0
1360,"Washington, Indiana",0.0
1361,"Washington, Kentucky",0.0
1362,"Washington, Louisiana",0.0
1363,"Washington, Nebraska",0.0
1364,"Washington, Ohio",0.0
1365,"Washington, Oregon",0.007407407407407408
1366,"Washington, Pennsylvania",0.0
1367,"Washington, Wisconsin",0.0
1368,"Washita, Oklahoma",0.0
1369,"Washoe, Nevada",0.0
1370,"Waukesha, Wisconsin",0.0
1371,"Waupaca, Wisconsin",0.0
1372,"Waushara, Wisconsin",0.0
1373,"Wayne, Illinois",0.0
1374,"Wayne, Indiana",0.0
1375,"Wayne, Kentucky",0.0
1376,"Wayne, Nebraska",0.0
1377,"Wayne, Ohio",0.0
1378,"Wayne, Pennsylvania",0.0
1379,"Webster, Kentucky",0.0
1380,"Webster, Louisiana",0.0
1381,"Webster, Nebraska",0.0
1382,"Webster, West Virginia",0.0
1383,"Wells, Indiana",0.0
1384,"West baton rouge, Louisiana",0.0
1385,"West carroll parish, Louisiana",0.0
1386,"West carroll, Louisiana",0.0
1387,"West feliciana, Louisiana",0.0
1388,"Westchester, New York",0.0
1389,"Westmoreland, Pennsylvania",0.0
1390,"Westmoreland, Virginia",0.0
1391,"Wetzel, West Virginia",0.0
1392,"Wheeler, Nebraska",0.0
1393,"Wheeler, Oregon",0.0
1394,"White pine, Nevada",0.0
1395,"White, Arkansas",0.0
1396,"White, Illinois",0.0
1397,"White, Indiana",0.0
1398,"Whiteside, Illinois",0.0
1399,"Whitley, Indiana",0.0
1400,"Whitley, Kentucky",0.0
1401,"Whitman, Washington",0.0
1402,"Wicomico, Maryland",0.0
1403,"Wilcox, Alabama",0.013178571428571428
1404,"Will, Illinois",0.0
1405,"Williamsburg, South Carolina",0.0
1406,"Williamson, Illinois",0.0
1407,"Winchester, Virginia",0.0
1408,"Windham, Connecticut",0.0005483870967741936
1409,"Winn, Louisiana",0.0
1410,"Winnebago, Illinois",0.09569377990430622
1411,"Winnebago, Wisconsin",0.0
1412,"Winston, Alabama",0.0
1413,"Wolfe, Kentucky",0.0
1414,"Wood, Ohio",0.0
1415,"Wood, Wisconsin",0.0
1416,"Woodford, Illinois",0.0
1417,"Woodford, Kentucky",0.0
1418,"Woodruff, Arkansas",0.0
1419,"Worcester, Maryland",0.0
1420,"Worcester, Massachusetts",0.0
1421,"Wyandot, Ohio",0.0
1422,"Wyandotte, Kansas",0.0
1423,"Wyoming, New York",0.0
1424,"Wyoming, Pennsylvania",0.0
1425,"Yakutat, Alaska",0.0
1426,"Yamhill, Oregon",0.0
1427,"Yankton, South Dakota",0.0
1428,"Yavapai, Arizona",0.0
1429,"Yell, Arkansas",0.0
1430,"Yellow medicine county, Minnesota",0.0
1431,"Yolo, California",0.0
1432,"York county, Pennsylvania",0.0
1433,"York, Maine",0.0
1434,"York, Nebraska",0.0
1435,"York, Pennsylvania",0.0
1436,"York, South Carolina",0.0
1437,"Yuba, California",0.0
1438,"Yuma county, Arizona",0.0
1439,"Yuma, Arizona",0.0
