,county,trichloroethyl
1519,"Levy county, Florida",0.0
1520,"Levy, Florida",0.0
1521,"Lewis and clark, Montana",0.007042253521126761
1522,"Lewis county, Washington",0.0
1523,"Lewis, Idaho",0.0
1524,"Lewis, Kentucky",0.0
1525,"Lewis, Missouri",0.0
1526,"Lewis, New York",0.09516129032258064
1527,"Lewis, Tennessee",0.0
1528,"Lewis, Washington",0.0
1529,"Lewis, West Virginia",0.0
1530,"Lexington county, South Carolina",0.0
1531,"Lexington, South Carolina",0.0037075718015665794
1532,"Liberty, Florida",0.0
1533,"Liberty, Montana",0.0
1534,"Liberty, Texas",0.0
1535,"Licking, Ohio",0.0
1536,"Limestone, Alabama",0.0
1537,"Limestone, Texas",0.0
1538,"Lincoln parish, Louisiana",0.0
1539,"Lincoln, Arkansas",0.0
1540,"Lincoln, Idaho",0.0
1541,"Lincoln, Kansas",0.0
1542,"Lincoln, Kentucky",0.0
1543,"Lincoln, Louisiana",0.0
1544,"Lincoln, Maine",0.1257936507936508
1545,"Lincoln, Minnesota",0.0
1546,"Lincoln, Missouri",0.09999999999999999
1547,"Lincoln, Montana",0.10472527472527472
1548,"Lincoln, Nebraska",0.03073394495412844
1549,"Lincoln, Nevada",0.0
1550,"Lincoln, New Mexico",0.0044444444444444444
1551,"Lincoln, North Carolina",0.0
1552,"Lincoln, Oklahoma",0.0
1553,"Lincoln, Oregon",0.0
1554,"Lincoln, South Dakota",0.0
1555,"Lincoln, Tennessee",0.0
1556,"Lincoln, Washington",0.11791044776119403
1557,"Lincoln, West Virginia",0.0
1558,"Lincoln, Wisconsin",0.0
1559,"Lincoln, Wyoming",0.0
1560,"Linn county, Oregon",0.0
1561,"Linn, Iowa",0.0
1562,"Linn, Kansas",0.0
1563,"Linn, Missouri",0.0
1564,"Linn, Oregon",0.0
1565,"Lipscomb, Texas",0.0
1566,"Litchfield, Connecticut",0.04068654019873533
1567,"Little river, Arkansas",0.0
1568,"Live oak, Texas",0.0
1569,"Livingston county, New York",0.0
1570,"Livingston parish, Louisiana",0.0
1571,"Livingston, Illinois",0.0
1572,"Livingston, Kentucky",0.0
1573,"Livingston, Louisiana",0.007142857142857143
1574,"Livingston, Michigan",0.0
1575,"Livingston, Missouri",0.0
1576,"Livingston, New York",0.0
1577,"Llano, Texas",0.0
1578,"Logan, Arkansas",0.0
1579,"Logan, Illinois",0.0
1580,"Logan, Kansas",0.0
1581,"Logan, Nebraska",0.0
1582,"Logan, North Dakota",0.0
1583,"Logan, Ohio",0.02
1584,"Logan, Oklahoma",0.0
1585,"Logan, West Virginia",0.0
1586,"Lonoke, Arkansas",0.0
1587,"Lorain, Ohio",0.0
1588,"Los alamos, New Mexico",0.0
1589,"Los angeles county, California",0.6342182302062545
1590,"Los angeles, California",0.7351950350644452
1591,"Loudon, Tennessee",0.0
1592,"Loudoun, Virginia",0.0
1593,"Louisa, Iowa",0.0
1594,"Louisa, Virginia",0.0
1595,"Loup, Nebraska",0.0
1596,"Love, Oklahoma",0.0
1597,"Loving, Texas",0.0
1598,"Lowndes, Alabama",0.0
1599,"Lubbock, Texas",0.014285714285714285
1600,"Lucas, Iowa",0.0
1601,"Lucas, Ohio",0.0
1602,"Luce, Michigan",0.0
1603,"Luna, New Mexico",0.0
1604,"Lunenburg, Virginia",0.0
1605,"Luzerne county, Pennsylvania",0.0
1606,"Luzerne, Pennsylvania",0.022222222222222216
1607,"Lycoming county, Pennsylvania",0.0
1608,"Lycoming, Pennsylvania",0.011940298507462687
1609,"Lyman, South Dakota",0.0
1610,"Lynchburg, Virginia",0.0
1611,"Lynn, Texas",0.0
1612,"Lyon, Iowa",0.0
1613,"Lyon, Kansas",0.0
1614,"Lyon, Kentucky",0.0
1615,"Lyon, Minnesota",0.0
1616,"Lyon, Nevada",0.0
1617,"Mackinac, Michigan",0.0
1618,"Macomb, Michigan",0.0
1619,"Macon, Alabama",0.0
1620,"Macon, Illinois",0.0
1621,"Macon, Missouri",0.0
1622,"Macon, North Carolina",0.0
1623,"Macon, Tennessee",0.0
1624,"Macoupin, Illinois",0.0
1625,"Madera county, California",0.012307692307692308
1626,"Madera, California",0.0
1627,"Madison, Alabama",0.5471739130434783
1628,"Madison, Florida",0.0
1629,"Madison, Idaho",0.0
1630,"Madison, Illinois",0.1314036448598131
1631,"Madison, Indiana",0.12162162162162163
1632,"Madison, Iowa",0.0
1633,"Madison, Kentucky",0.0
1634,"Madison, Louisiana",0.0
1635,"Madison, Missouri",0.0
1636,"Madison, Montana",0.0
1637,"Madison, Nebraska",0.0
1638,"Madison, New York",0.0
1639,"Madison, North Carolina",0.0
1640,"Madison, Ohio",0.0
1641,"Madison, Tennessee",0.0
1642,"Madison, Texas",0.0
1643,"Madison, Virginia",0.0
1644,"Magoffin, Kentucky",0.0
1645,"Mahaska, Iowa",0.0
1646,"Mahnomen, Minnesota",0.0
1647,"Mahoning, Ohio",0.0
1648,"Major, Oklahoma",0.0
1649,"Malheur, Oregon",0.0
1650,"Manassas, Virginia",0.0
1651,"Manatee county, Florida",0.0
1652,"Manatee, Florida",0.0
1653,"Manistee, Michigan",0.0
1654,"Manitowoc, Wisconsin",0.0
1655,"Marathon, Wisconsin",0.0036555891238670693
1656,"Marengo, Alabama",0.0
1657,"Maricopa, Arizona",0.007440585009140768
1658,"Maries county, Missouri",0.0
1659,"Maries, Missouri",0.0
1660,"Marin, California",0.0
1661,"Marinette, Wisconsin",0.06314685314685314
1662,"Marion county, Florida",0.0
1663,"Marion county, Missouri",0.0
1664,"Marion, Alabama",0.0
1665,"Marion, Arkansas",0.0
1666,"Marion, Florida",0.0001856763925729443
1667,"Marion, Illinois",0.0
1668,"Marion, Indiana",0.0
1669,"Marion, Iowa",0.0
1670,"Marion, Kansas",0.0
1671,"Marion, Kentucky",0.0
1672,"Marion, Missouri",0.0
1673,"Marion, Ohio",0.0
1674,"Marion, Oregon",0.08557870370370371
1675,"Marion, South Carolina",0.0
1676,"Marion, Tennessee",0.0
1677,"Marion, Texas",0.0
1678,"Marion, West Virginia",0.0
1679,"Mariposa, California",0.0
1680,"Marlboro, South Carolina",0.0
1681,"Marquette, Michigan",0.0
1682,"Marquette, Wisconsin",0.007123287671232877
1683,"Marshall, Alabama",0.0
1684,"Marshall, Illinois",0.0
1685,"Marshall, Indiana",0.0
1686,"Marshall, Iowa",1.5956521739130436
1687,"Marshall, Kansas",0.0
1688,"Marshall, Kentucky",0.0
1689,"Marshall, Minnesota",0.0125
1690,"Marshall, Oklahoma",0.0
1691,"Marshall, South Dakota",0.0
1692,"Marshall, Tennessee",0.0
1693,"Marshall, West Virginia",0.6791666666666667
1694,"Martin county, Florida",0.0
1695,"Martin, Florida",0.028079096045197732
1696,"Martin, Indiana",0.0
1697,"Martin, Kentucky",0.0
1698,"Martin, Minnesota",0.0
1699,"Martin, North Carolina",0.0
1700,"Martin, Texas",0.0
1701,"Martinsville, Virginia",0.08
1702,"Mason, Illinois",0.0
1703,"Mason, Kentucky",0.0
1704,"Mason, Michigan",0.0
1705,"Mason, Texas",0.0
1706,"Mason, Washington",0.0
1707,"Mason, West Virginia",0.3263157894736842
1708,"Massac, Illinois",0.0
1709,"Matagorda, Texas",0.0
1710,"Matanuska-susitna borough, Alaska",0.0
1711,"Matanuska-susitna, Alaska",0.002241758241758242
1712,"Mathews, Virginia",0.0
1713,"Maui, Hawaii",0.0
1714,"Maury, Tennessee",0.0
1715,"Maverick, Texas",0.0
1716,"Mayes, Oklahoma",0.0
1717,"Mcclain, Oklahoma",0.0
1718,"Mccone, Montana",0.0
1719,"Mccook, South Dakota",0.0
1720,"Mccormick, South Carolina",0.0
1721,"Mccracken, Kentucky",0.0
1722,"Mccreary, Kentucky",0.0
1723,"Mcculloch, Texas",0.0
1724,"Mccurtain, Oklahoma",0.0
1725,"Mcdonald, Missouri",0.0
1726,"Mcdonough, Illinois",0.0
1727,"Mcdowell, North Carolina",0.0
1728,"Mcdowell, West Virginia",0.0
1729,"Mchenry, Illinois",0.8848782161234994
1730,"Mchenry, North Dakota",0.0
1731,"Mcintosh, North Dakota",0.0
1732,"Mcintosh, Oklahoma",0.0
1733,"Mckean county, Pennsylvania",0.0
1734,"Mckean, Pennsylvania",0.05454545454545455
1735,"Mckenzie, North Dakota",0.0
1736,"Mckinley, New Mexico",0.0013513513513513514
1737,"Mclean, Illinois",0.0
1738,"Mclean, Kentucky",0.0
1739,"Mclean, North Dakota",0.0
1740,"Mclennan, Texas",0.0
1741,"Mcleod, Minnesota",0.0
1742,"Mcminn, Tennessee",0.0
1743,"Mcmullen, Texas",0.0
1744,"Mcnairy, Tennessee",0.0
1745,"Mcpherson, Kansas",0.0
1746,"Mcpherson, Nebraska",0.0
1747,"Meade, Kansas",0.0
1748,"Meade, Kentucky",0.0
1749,"Meade, South Dakota",0.0
1750,"Meagher, Montana",0.0
1751,"Mecklenburg, North Carolina",0.06694610778443114
1752,"Mecklenburg, Virginia",0.0
1753,"Mecosta, Michigan",0.0
1754,"Medina, Ohio",0.0
1755,"Medina, Texas",0.0
1756,"Meeker, Minnesota",0.0
1757,"Meigs, Ohio",0.5392307692307692
1758,"Meigs, Tennessee",0.0
1759,"Menard, Illinois",0.0
1760,"Menard, Texas",0.0
1761,"Mendocino, California",0.0
1762,"Menifee, Kentucky",0.0
1763,"Menominee, Michigan",0.0
1764,"Menominee, Wisconsin",0.0
1765,"Merced, California",0.006371134020618556
1766,"Mercer county, Pennsylvania",0.0
1767,"Mercer, Illinois",0.0
1768,"Mercer, Kentucky",0.0
1769,"Mercer, Missouri",0.0
1770,"Mercer, New Jersey",0.15572183098591547
1771,"Mercer, North Dakota",0.0
1772,"Mercer, Ohio",0.0
1773,"Mercer, Pennsylvania",0.0
1774,"Mercer, West Virginia",0.0
1775,"Merrick, Nebraska",0.0
1776,"Merrimack, New Hampshire",0.0
1777,"Miami, Indiana",0.0
1778,"Miami, Kansas",0.0
1779,"Miami, Ohio",0.0037037037037037034
1780,"Miami-dade, Florida",0.019266055045871557
1781,"Middlesex county, Massachusetts",0.0
1782,"Middlesex, Connecticut",0.12078987730061347
1783,"Middlesex, Massachusetts",0.03139148936170212
1784,"Middlesex, New Jersey",0.06380597014925372
1785,"Middlesex, Virginia",0.0
1786,"Midland, Michigan",0.0
1787,"Midland, Texas",0.28563636363636363
1788,"Mifflin county, Pennsylvania",0.0
1789,"Mifflin, Pennsylvania",0.0
1790,"Milam, Texas",0.0
1791,"Millard, Utah",0.0
1792,"Mille lacs county, Minnesota",0.0
1793,"Mille lacs, Minnesota",0.0
1794,"Miller, Arkansas",0.0
1795,"Miller, Missouri",0.0
1796,"Mills, Iowa",0.0
1797,"Mills, Texas",0.0
1798,"Milwaukee, Wisconsin",0.0
1799,"Miner, South Dakota",0.0
1800,"Mineral, Montana",0.0
1801,"Mineral, Nevada",0.0
1802,"Mineral, West Virginia",0.0
1803,"Mingo, West Virginia",0.0
1804,"Minidoka, Idaho",0.0
1805,"Minnehaha, South Dakota",0.0
1806,"Missaukee, Michigan",0.0
1807,"Mississippi, Arkansas",0.0
1808,"Mississippi, Missouri",0.0
1809,"Missoula, Montana",0.00234192037470726
1810,"Mitchell, Iowa",0.0
1811,"Mitchell, Kansas",0.0
1812,"Mitchell, North Carolina",0.0
1813,"Mitchell, Texas",0.0
1814,"Mobile, Alabama",0.0
1815,"Modoc, California",0.0
1816,"Mohave, Arizona",0.0
1817,"Moniteau, Missouri",0.0
1818,"Monmouth, New Jersey",0.00013003901170351105
1819,"Mono, California",0.0
1820,"Monona, Iowa",0.07777777777777778
1821,"Monongalia, West Virginia",0.0
1822,"Monroe county, Pennsylvania",0.0
1823,"Monroe, Alabama",0.0
1824,"Monroe, Arkansas",0.0
1825,"Monroe, Florida",0.0
1826,"Monroe, Illinois",0.0
1827,"Monroe, Indiana",0.0
1828,"Monroe, Kentucky",0.0
1829,"Monroe, Michigan",0.0
1830,"Monroe, Missouri",0.0
1831,"Monroe, New York",0.07142857142857142
1832,"Monroe, Ohio",0.0
1833,"Monroe, Pennsylvania",0.007197549770290964
1834,"Monroe, Tennessee",0.0
1835,"Monroe, West Virginia",0.0
1836,"Monroe, Wisconsin",0.0
1837,"Montague, Texas",0.0
1838,"Montcalm, Michigan",0.0
1839,"Monterey, California",0.027123789583878555
1840,"Montgomery county, Pennsylvania",3.0967986111111108
1841,"Montgomery, Alabama",0.15424999999999994
1842,"Montgomery, Arkansas",0.0
1843,"Montgomery, Illinois",0.0
1844,"Montgomery, Indiana",0.0
1845,"Montgomery, Iowa",0.0
1846,"Montgomery, Kansas",0.2818181818181818
1847,"Montgomery, Kentucky",0.0
1848,"Montgomery, Maryland",0.001832460732984293
1849,"Montgomery, Missouri",0.0
1850,"Montgomery, New York",0.015625
1851,"Montgomery, North Carolina",0.0
1852,"Montgomery, Ohio",0.004148471615720524
1853,"Montgomery, Pennsylvania",0.15152132049518563
1854,"Montgomery, Tennessee",0.0
1855,"Montgomery, Texas",0.0
1856,"Montgomery, Virginia",0.2553191489361702
1857,"Montmorency, Michigan",0.0
1858,"Montour, Pennsylvania",0.0
1859,"Moody, South Dakota",0.0
1860,"Moore county, Texas",0.0
1861,"Moore, North Carolina",0.34210526315789475
1862,"Moore, Tennessee",0.0
1863,"Moore, Texas",0.0
1864,"Mora, New Mexico",0.0
1865,"Morehouse, Louisiana",0.0
1866,"Morgan, Alabama",0.0
1867,"Morgan, Illinois",0.0
1868,"Morgan, Indiana",0.0
1869,"Morgan, Kentucky",0.0
1870,"Morgan, Missouri",0.0
1871,"Morgan, Ohio",0.027450980392156862
1872,"Morgan, Tennessee",0.0
1873,"Morgan, Utah",0.0
1874,"Morgan, West Virginia",0.0
1875,"Morrill, Nebraska",0.0
1876,"Morris, Kansas",0.0
1877,"Morris, New Jersey",0.008624942263279447
1878,"Morris, Texas",0.0
1879,"Morrison, Minnesota",0.003448275862068966
1880,"Morrow, Ohio",0.0
1881,"Morrow, Oregon",0.0
1882,"Morton, Kansas",0.0
1883,"Morton, North Dakota",0.0
1884,"Motley, Texas",0.0
1885,"Moultrie, Illinois",0.0
1886,"Mountrail, North Dakota",0.0
1887,"Mower, Minnesota",0.013636363636363637
1888,"Muhlenberg, Kentucky",0.0
1889,"Multnomah county, Oregon",0.0
1890,"Multnomah, Oregon",0.08306666666666666
1891,"Murray, Minnesota",0.0
1892,"Murray, Oklahoma",0.0
1893,"Muscatine, Iowa",0.0
1894,"Muskegon, Michigan",0.0
1895,"Muskingum, Ohio",0.0
1896,"Muskogee, Oklahoma",0.0
1897,"Musselshell, Montana",0.0
1898,"Nacogdoches, Texas",0.0
1899,"Nance, Nebraska",0.0
1900,"Nantucket, Massachusetts",0.0
1901,"Napa, California",0.0
1902,"Nash, North Carolina",0.00690909090909091
1903,"Nassau, Florida",0.01803921568627451
1904,"Nassau, New York",0.29454277475168134
1905,"Natchitoches, Louisiana",0.0
1906,"Natrona, Wyoming",0.0
1907,"Navajo, Arizona",0.007515923566878982
1908,"Navarro, Texas",0.0
1909,"Nelson, Kentucky",0.0
1910,"Nelson, North Dakota",0.0
1911,"Nelson, Virginia",0.0
1912,"Nemaha, Kansas",0.0
1913,"Nemaha, Nebraska",0.0
1914,"Neosho, Kansas",0.0
1915,"Ness, Kansas",0.0
1916,"Nevada county, Arkansas",0.0
1917,"Nevada, Arkansas",0.0
1918,"Nevada, California",0.0
1919,"New hanover, North Carolina",0.0
1920,"New haven, Connecticut",0.08049999999999997
1921,"New kent, Virginia",0.0
1922,"New london, Connecticut",0.02595222724338283
1923,"New madrid, Missouri",0.0
1924,"Newaygo, Michigan",0.0
1925,"Newberry, South Carolina",0.0
1926,"Newport news, Virginia",0.0
1927,"Newport, Rhode Island",0.0
1928,"Newton county, Arkansas",0.0
1929,"Newton, Arkansas",0.0
1930,"Newton, Indiana",0.0
1931,"Newton, Missouri",0.05929577464788732
1932,"Newton, Texas",0.0
1933,"Nez perce, Idaho",0.0
1934,"Niagara, New York",0.0
1935,"Nicholas, Kentucky",0.0
1936,"Nicholas, West Virginia",0.0
1937,"Nicollet, Minnesota",0.0
1938,"Niobrara, Wyoming",0.0
1939,"Noble, Indiana",0.0
1940,"Noble, Ohio",0.0
1941,"Noble, Oklahoma",0.0
1942,"Nobles, Minnesota",0.004166666666666667
1943,"Nodaway, Missouri",0.0
1944,"Nolan, Texas",0.0
1945,"Nome, Alaska",0.0
1946,"Norfolk, Massachusetts",0.014048780487804878
1947,"Norfolk, Virginia",0.0
1948,"Norman, Minnesota",0.0
1949,"North slope, Alaska",0.0
1950,"Northampton county, Pennsylvania",0.0
1951,"Northampton, North Carolina",0.0
1952,"Northampton, Pennsylvania",0.007033639143730888
1953,"Northampton, Virginia",0.0
1954,"Northumberland, Pennsylvania",0.10689655172413794
1955,"Northumberland, Virginia",0.0
1956,"Northwest arctic borough, Alaska",0.0
1957,"Northwest arctic, Alaska",0.0
1958,"Norton, Kansas",0.0
1959,"Norton, Virginia",0.0
1960,"Nottoway, Virginia",0.0
1961,"Nowata, Oklahoma",0.0
1962,"Nuckolls, Nebraska",0.0
1963,"Nueces, Texas",0.0
1964,"Nye, Nevada",0.0026538461538461538
1965,"O'brien, Iowa",0.0
1966,"Oakland, Michigan",0.08694690265486726
1967,"Obion, Tennessee",0.0684
1968,"Obrien, Iowa",0.0
1969,"Ocean, New Jersey",0.001229946524064171
1970,"Oceana, Michigan",0.0
1971,"Ochiltree, Texas",0.0
1972,"Oconee, South Carolina",0.0
1973,"Oconto, Wisconsin",0.013750000000000002
1974,"Ogemaw, Michigan",0.0
1975,"Ogle, Illinois",0.08776397515527949
1976,"Ohio, Indiana",0.0
1977,"Ohio, Kentucky",0.014914285714285715
1978,"Ohio, West Virginia",0.0
1979,"Okaloosa county, Florida",0.023809523809523808
1980,"Okaloosa, Florida",0.0
1981,"Okanogan, Washington",0.0
1982,"Okeechobee, Florida",0.0
1983,"Okfuskee, Oklahoma",0.0
1984,"Oklahoma, Oklahoma",0.027272727272727275
1985,"Okmulgee, Oklahoma",0.0
1986,"Oldham, Kentucky",0.0
1987,"Oldham, Texas",0.0
1988,"Olmsted, Minnesota",0.022247191011235956
1989,"Oneida, Idaho",0.0
1990,"Oneida, New York",0.05845360824742268
1991,"Oneida, Wisconsin",0.02326797385620915
1992,"Onondaga, New York",0.0
1993,"Onslow, North Carolina",0.0
1994,"Ontario, New York",0.0
1995,"Ontonagon, Michigan",0.0
1996,"Orange, California",0.06815494114426499
1997,"Orange, Florida",0.010954356846473029
1998,"Orange, New York",0.014133738601823707
1999,"Orange, North Carolina",0.0
2000,"Orange, Texas",0.0
2001,"Orange, Vermont",0.0
2002,"Orange, Virginia",0.0
2003,"Orangeburg, South Carolina",0.0
2004,"Oregon, Missouri",0.7081818181818181
2005,"Orleans, Louisiana",0.0
2006,"Orleans, New York",0.0
2007,"Orleans, Vermont",0.0
2008,"Osage, Kansas",0.0
2009,"Osage, Missouri",0.0
2010,"Osage, Oklahoma",0.0
2011,"Osborne, Kansas",0.0
2012,"Osceola, Florida",0.0
2013,"Osceola, Iowa",0.0
2014,"Osceola, Michigan",0.0
2015,"Oscoda, Michigan",0.0
2016,"Oswego, New York",0.0
2017,"Otero county, New Mexico",0.0
2018,"Otero, New Mexico",0.0
2019,"Otoe, Nebraska",0.0
2020,"Otsego, Michigan",0.0
2021,"Otsego, New York",0.0
2022,"Ottawa, Kansas",0.0
2023,"Ottawa, Michigan",0.0
2024,"Ottawa, Ohio",0.0
2025,"Ottawa, Oklahoma",0.0
2026,"Otter tail, Minnesota",0.0
2027,"Ouachita, Arkansas",0.0
2028,"Ouachita, Louisiana",0.0
2029,"Outagamie, Wisconsin",0.0
2030,"Overton, Tennessee",0.0
2031,"Owen, Indiana",0.0
2032,"Owen, Kentucky",0.0
2033,"Owsley, Kentucky",0.0
2034,"Owyhee, Idaho",0.0
2035,"Oxford, Maine",0.0
2036,"Ozark, Missouri",0.0
2037,"Ozaukee, Wisconsin",0.053448795180722895
2038,"Pacific, Washington",0.0
2039,"Page, Iowa",0.0
2040,"Page, Virginia",0.0
2041,"Palm beach, Florida",0.002702702702702703
2042,"Palo alto, Iowa",0.0
2043,"Palo pinto, Texas",0.0
2044,"Pamlico, North Carolina",0.0
2045,"Panola, Texas",0.0
2046,"Park, Montana",0.0
2047,"Park, Wyoming",0.0
2048,"Parke, Indiana",0.0
2049,"Parker, Texas",0.029271844660194175
2050,"Parmer, Texas",0.0
2051,"Pasco county, Florida",0.0
2052,"Pasco, Florida",0.0
2053,"Pasquotank, North Carolina",0.0
2054,"Passaic, New Jersey",0.04094545454545454
2055,"Patrick, Virginia",0.0
2056,"Paulding, Ohio",0.0
2057,"Pawnee, Kansas",0.0
2058,"Pawnee, Nebraska",0.0
2059,"Pawnee, Oklahoma",0.0
2060,"Payette, Idaho",0.0
2061,"Payne, Oklahoma",0.0
2062,"Pecos, Texas",0.0
2063,"Pembina, North Dakota",0.0
2064,"Pemiscot, Missouri",0.0
2065,"Pend oreille, Washington",0.0
2066,"Pender, North Carolina",0.0
2067,"Pendleton, Kentucky",0.0
2068,"Pendleton, West Virginia",0.0
2069,"Pennington, Minnesota",0.0
2070,"Pennington, South Dakota",0.0
2071,"Penobscot, Maine",0.0
2072,"Peoria, Illinois",0.0
2073,"Pepin, Wisconsin",0.0
2074,"Perkins, Nebraska",0.0
2075,"Perquimans, North Carolina",0.0
2076,"Perry county, Pennsylvania",0.0
2077,"Perry, Alabama",0.0375
2078,"Perry, Arkansas",0.0
2079,"Perry, Illinois",0.0
2080,"Perry, Indiana",0.0
2081,"Perry, Kentucky",0.0
2082,"Perry, Missouri",0.0
2083,"Perry, Ohio",0.0
2084,"Perry, Pennsylvania",0.0
2085,"Perry, Tennessee",0.0
2086,"Pershing, Nevada",0.0
2087,"Person, North Carolina",0.0
2088,"Petersburg, Alaska",0.0
2089,"Petroleum, Montana",0.0
2090,"Pettis, Missouri",0.0
2091,"Phelps, Missouri",0.0
2092,"Phelps, Nebraska",0.0
2093,"Philadelphia, Pennsylvania",0.0
2094,"Phillips, Arkansas",0.0
2095,"Phillips, Kansas",0.0
2096,"Phillips, Montana",0.0
2097,"Piatt, Illinois",0.0
2098,"Pickaway, Ohio",0.0
2099,"Pickens, Alabama",0.0
2100,"Pickens, South Carolina",0.0
2101,"Pickett, Tennessee",0.0
2102,"Pierce county, Washington",0.0
2103,"Pierce, Nebraska",0.0
2104,"Pierce, North Dakota",0.0
2105,"Pierce, Washington",0.013726775956284151
2106,"Pierce, Wisconsin",0.0
2107,"Pike, Alabama",0.0
2108,"Pike, Arkansas",0.0
2109,"Pike, Illinois",0.0
2110,"Pike, Indiana",0.0
2111,"Pike, Kentucky",0.0
2112,"Pike, Missouri",0.0
2113,"Pike, Ohio",0.0
2114,"Pike, Pennsylvania",0.0
2115,"Pima, Arizona",0.007045101088646968
2116,"Pinal, Arizona",0.0
2117,"Pine, Minnesota",0.0
2118,"Pinellas, Florida",0.0
2119,"Pipestone, Minnesota",0.005
2120,"Piscataquis, Maine",0.0
2121,"Pitt, North Carolina",0.0
2122,"Pittsburg, Oklahoma",0.0
2123,"Pittsylvania, Virginia",0.06629213483146067
2124,"Piute, Utah",0.0
2125,"Placer, California",0.003160377358490566
2126,"Plaquemines, Louisiana",0.0
2127,"Platte, Missouri",0.0
2128,"Platte, Nebraska",0.14452173913043476
2129,"Platte, Wyoming",0.0
2130,"Pleasants, West Virginia",0.0
2131,"Plumas, California",0.0
2132,"Plymouth, Iowa",0.0
2133,"Plymouth, Massachusetts",0.007834196891191709
2134,"Pocahontas, Iowa",0.0
2135,"Pocahontas, West Virginia",0.0
2136,"Poinsett, Arkansas",0.0
2137,"Pointe coupee parish, Louisiana",0.0
2138,"Pointe coupee, Louisiana",0.0
2139,"Polk, Arkansas",0.0
2140,"Polk, Florida",0.0007908163265306122
2141,"Polk, Iowa",0.0
2142,"Polk, Minnesota",0.0
2143,"Polk, Missouri",0.0
2144,"Polk, Nebraska",0.0
2145,"Polk, North Carolina",0.0
2146,"Polk, Oregon",0.0
2147,"Polk, Tennessee",0.0
2148,"Polk, Texas",0.0
2149,"Polk, Wisconsin",0.0
2150,"Pondera, Montana",0.0
2151,"Pontotoc, Oklahoma",0.0
2152,"Pope, Arkansas",0.0
2153,"Pope, Illinois",0.0
2154,"Pope, Minnesota",0.0
2155,"Portage county, Wisconsin",0.0
2156,"Portage, Ohio",0.01623255813953488
2157,"Portage, Wisconsin",0.0
2158,"Porter, Indiana",0.0
2159,"Portsmouth, Virginia",0.0
2160,"Posey, Indiana",0.0
2161,"Pottawatomie, Kansas",0.045180722891566265
2162,"Pottawatomie, Oklahoma",0.0
2163,"Pottawattamie, Iowa",0.0
2164,"Potter, Pennsylvania",0.0
2165,"Potter, Texas",0.0
2166,"Powder river, Montana",0.0
2167,"Powell, Kentucky",0.0
2168,"Powell, Montana",0.0
2169,"Power, Idaho",0.0
2170,"Poweshiek, Iowa",0.0
2171,"Powhatan, Virginia",0.0
2172,"Prairie, Arkansas",0.0
2173,"Prairie, Montana",0.0
2174,"Pratt, Kansas",0.0
2175,"Preble, Ohio",0.0
2176,"Presidio, Texas",0.0
2177,"Presque isle, Michigan",0.0
2178,"Preston, West Virginia",0.0
2179,"Price, Wisconsin",0.0
2180,"Prince edward, Virginia",0.0
2181,"Prince george's, Maryland",0.0
2182,"Prince george, Virginia",0.0
2183,"Prince georges, Maryland",0.0
2184,"Prince of wales-hyder, Alaska",0.0
2185,"Prince william, Virginia",0.0
2186,"Providence, Rhode Island",0.006910891089108911
2187,"Pulaski, Arkansas",0.0
2188,"Pulaski, Illinois",0.0
2189,"Pulaski, Indiana",0.0
2190,"Pulaski, Kentucky",0.0
2191,"Pulaski, Missouri",0.0
2192,"Pulaski, Virginia",0.0
2193,"Pushmataha, Oklahoma",0.0
2194,"Putnam county, Indiana",0.0
2195,"Putnam, Florida",0.0
2196,"Putnam, Illinois",0.0
2197,"Putnam, Indiana",0.0
2198,"Putnam, Missouri",0.0
2199,"Putnam, New York",0.08021936864633492
2200,"Putnam, Ohio",0.0
2201,"Putnam, Tennessee",0.0
2202,"Putnam, West Virginia",0.0
2203,"Quay, New Mexico",0.0
2204,"Queen anne's, Maryland",0.0
2205,"Racine, Wisconsin",0.0
2206,"Radford, Virginia",0.0
2207,"Rains, Texas",0.0
2208,"Raleigh, West Virginia",0.0
2209,"Ramsey, Minnesota",0.0
2210,"Ramsey, North Dakota",0.0
2211,"Randall, Texas",0.0
2212,"Randolph, Alabama",0.0
2213,"Randolph, Arkansas",0.0
2214,"Randolph, Illinois",0.0
2215,"Randolph, Indiana",0.0
2216,"Randolph, Missouri",0.0
2217,"Randolph, North Carolina",0.028384279475982533
2218,"Randolph, West Virginia",0.0
2219,"Ransom, North Dakota",0.0
2220,"Rapides, Louisiana",0.0
2221,"Rappahannock, Virginia",0.0
2222,"Ravalli, Montana",0.0
2223,"Rawlins, Kansas",0.0
2224,"Ray, Missouri",0.0
2225,"Reagan, Texas",0.0
2226,"Real, Texas",0.0
2227,"Red lake county, Minnesota",0.0
2228,"Red lake, Minnesota",0.0
2229,"Red river, Louisiana",0.0
2230,"Red river, Texas",0.0
2231,"Red willow, Nebraska",0.0
2232,"Redwood, Minnesota",0.0
2233,"Reeves, Texas",0.0
2234,"Refugio, Texas",0.0
2235,"Reno, Kansas",0.0
2236,"Rensselaer, New York",0.0
2237,"Renville, Minnesota",0.0
2238,"Republic, Kansas",0.0
2239,"Reynolds, Missouri",0.0
2240,"Rhea, Tennessee",0.0
2241,"Rice, Kansas",0.04230769230769231
2242,"Rice, Minnesota",0.05762886597938144
2243,"Rich, Utah",0.0
2244,"Richardson, Nebraska",0.0
2245,"Richland, Illinois",0.0
2246,"Richland, Louisiana",0.0
