,county,uranium_combined
698,"Kalamazoo, Michigan",0.0
699,"Kane, Illinois",0.6343172558139535
700,"Kane, Utah",0.0
701,"Kankakee, Illinois",0.0
702,"Kay, Oklahoma",2.11125
703,"Kearney, Nebraska",37.34410526315789
704,"Kearny, Kansas",35.03448275862069
705,"Keith, Nebraska",21.5156
706,"Kenai peninsula, Alaska",0.13098591549295777
707,"Kendall, Illinois",0.5008119230769231
708,"Kendall, Texas",0.0
709,"Kenedy, Texas",28.093285714285717
710,"Kenosha, Wisconsin",0.1761904761904762
711,"Kent, Maryland",0.0
712,"Kent, Texas",53.83411764705883
713,"Kenton, Kentucky",0.19866666666666666
714,"Kern, California",13.339357253414267
715,"Kerr, Texas",7.7917499999999995
716,"Kershaw, South Carolina",2.4661999999999997
717,"Ketchikan gateway, Alaska",0.0
718,"Kewaunee, Wisconsin",0.0
719,"Kidder, North Dakota",0.31125
720,"Kimball, Nebraska",22.404894736842106
721,"Kimble, Texas",3.846
722,"King george, Virginia",0.0
723,"King william, Virginia",0.2384
724,"King, Washington",0.0
725,"Kingfisher, Oklahoma",5.549999999999999
726,"Kings, California",13.451616336633649
727,"Kingsbury, South Dakota",0.0
728,"Kiowa, Oklahoma",3.5869565217391304
729,"Kitsap, Washington",0.0
730,"Klamath, Oregon",0.036071428571428574
731,"Kleberg, Texas",53.396591836734686
732,"Knott, Kentucky",0.5
733,"Knox, Illinois",0.447
734,"Knox, Indiana",0.25555555555555554
735,"Knox, Nebraska",7.152
736,"Kodiak island, Alaska",0.0
737,"Koochiching county, Minnesota",3.6
738,"Kootenai, Idaho",1.681862745098039
739,"Kosciusko, Indiana",0.13389830508474576
740,"La crosse, Wisconsin",0.5486
741,"La grange, Indiana",9.8
742,"La plata, Colorado",0.0
743,"La porte, Indiana",0.7335588235294117
744,"La salle, Illinois",0.17028713333333334
745,"La salle, Louisiana",0.0
746,"Lackawanna, Pennsylvania",0.5816197674418604
747,"Laclede, Missouri",0.9188333333333333
748,"Lafayette parish, Louisiana",0.0
749,"Lafayette, Louisiana",0.06085555555555556
750,"Lafayette, Wisconsin",0.0
751,"Lafourche, Louisiana",0.8163636363636364
752,"Lagrange, Indiana",0.0
753,"Lake and peninsula, Alaska",0.14800000000000002
754,"Lake, California",0.3866723255813954
755,"Lake, Florida",0.1584366666666667
756,"Lake, Illinois",0.7248574074074072
757,"Lake, Indiana",0.3893973684210527
758,"Lake, Montana",6.08
759,"Lake, Oregon",0.3333333333333333
760,"Lake, South Dakota",0.0
761,"Lamoille, Vermont",3.1534444444444443
762,"Lamoure, North Dakota",0.705
763,"Lancaster county, Pennsylvania",0.3557375
764,"Lancaster, Nebraska",9.893600000000001
765,"Lancaster, Pennsylvania",4.472946888888889
766,"Lancaster, Virginia",0.030806060606060604
767,"Lander, Nevada",17.454347826086956
768,"Lane, Kansas",20.0
769,"Lane, Oregon",0.023095238095238096
770,"Laporte, Indiana",0.37218124999999996
771,"Laramie, Wyoming",10.433732
772,"Lasalle, Illinois",0.13486379365079365
773,"Lassen, California",2.4882999999999997
774,"Latah, Idaho",0.0
775,"Latimer, Oklahoma",0.13714285714285715
776,"Laurens, South Carolina",0.0
777,"Lawrence, Indiana",0.11818181818181817
778,"Lawrence, Kentucky",0.149
779,"Lawrence, Missouri",0.0
780,"Lawrence, Pennsylvania",0.0
781,"Lawrence, South Dakota",0.5842105263157894
782,"Lawrence, Tennessee",0.0
783,"Le flore, Oklahoma",0.0
784,"Le sueur, Minnesota",0.0
785,"Lea, New Mexico",1.5791083333333336
786,"Lebanon county, Pennsylvania",0.0
787,"Lebanon, Pennsylvania",2.0845000666666667
788,"Lee, Florida",1.1727654545454544
789,"Lee, Illinois",0.19251999999999997
790,"Lee, North Carolina",1.4155
791,"Lehigh, Pennsylvania",0.3168520476190476
792,"Lemhi, Idaho",1.0
793,"Lenoir, North Carolina",0.04867333333333333
794,"Letcher, Kentucky",1.5
795,"Levy county, Florida",0.0447
796,"Levy, Florida",0.5024611111111111
797,"Lewis and clark, Montana",3.928677857142857
798,"Lewis, Kentucky",2.086
799,"Lexington, South Carolina",32.19523809523809
800,"Liberty, Montana",0.5
801,"Liberty, Texas",0.0
802,"Lincoln parish, Louisiana",0.0
803,"Lincoln, Idaho",2.8533333333333335
804,"Lincoln, Kansas",30.53846153846154
805,"Lincoln, Kentucky",0.0
806,"Lincoln, Louisiana",0.0002614035087719298
807,"Lincoln, Missouri",0.5825244755244754
808,"Lincoln, Montana",3.4705882352941178
809,"Lincoln, Nebraska",36.90233333333333
810,"Lincoln, Nevada",4.903470588235294
811,"Lincoln, New Mexico",2.266255744680851
812,"Lincoln, North Carolina",0.0
813,"Lincoln, Oklahoma",8.800000000000008
814,"Lincoln, Oregon",0.5
815,"Lincoln, South Dakota",0.0
816,"Lincoln, West Virginia",0.019
817,"Lincoln, Wisconsin",0.0
818,"Lincoln, Wyoming",0.2548888888888889
819,"Linn, Oregon",0.060434782608695656
820,"Litchfield, Connecticut",5.107346041958044
821,"Live oak, Texas",24.220058823529406
822,"Livingston parish, Louisiana",0.0
823,"Livingston, Illinois",0.00149
824,"Livingston, Kentucky",0.18624999999999997
825,"Livingston, Louisiana",0.013888888888888888
826,"Livingston, Michigan",1.6
827,"Llano, Texas",4.754773809523809
828,"Logan, Kansas",12.5
829,"Logan, North Dakota",0.55
830,"Logan, Oklahoma",16.79774193548387
831,"Los alamos, New Mexico",3.85775
832,"Los angeles county, California",3.4717
833,"Los angeles, California",16.029942956330544
834,"Loudoun, Virginia",4.069999999999999
835,"Louisa, Virginia",14.300000000000002
836,"Love, Oklahoma",0.21084905660377357
837,"Lubbock, Texas",53.15019708029193
838,"Luna, New Mexico",5.5631200000000005
839,"Luzerne county, Pennsylvania",2.3812683333333333
840,"Luzerne, Pennsylvania",0.5968489534883721
841,"Lycoming county, Pennsylvania",0.0
842,"Lycoming, Pennsylvania",0.0
843,"Lyman, South Dakota",0.0
844,"Lynn, Texas",18.96625
845,"Lyon, Nevada",3.7493641304347842
846,"Macon, North Carolina",2.7913244186046504
847,"Madera county, California",11.026
848,"Madera, California",40.41902410526314
849,"Madison, Florida",0.0
850,"Madison, Idaho",2.8
851,"Madison, Indiana",0.2600794666666667
852,"Madison, Louisiana",0.0
853,"Madison, Montana",4.811857837837838
854,"Madison, Nebraska",8.567499999999999
855,"Madison, New York",1.2367
856,"Madison, North Carolina",0.0
857,"Madison, Virginia",0.0
858,"Major, Oklahoma",13.185384615384615
859,"Malheur, Oregon",19.66077575757576
860,"Manatee county, Florida",1.043
861,"Manatee, Florida",0.07980264705882352
862,"Manitowoc, Wisconsin",0.5842
863,"Marathon, Wisconsin",3.436363636363636
864,"Maricopa, Arizona",3.0632316377171245
865,"Marin, California",0.0
866,"Marinette, Wisconsin",0.0
867,"Marion, Florida",0.1715983333333333
868,"Marion, Illinois",0.10281
869,"Marion, Indiana",0.6832045454545456
870,"Marion, Oregon",0.001391304347826087
871,"Mariposa, California",5.4057200000000005
872,"Marlboro, South Carolina",8.256999999999998
873,"Marquette, Wisconsin",1.196
874,"Marshall, Illinois",0.20115
875,"Marshall, Indiana",0.2571428571428572
876,"Marshall, Kentucky",0.0
877,"Marshall, Oklahoma",0.1424736842105263
878,"Marshall, South Dakota",0.0
879,"Martin, Florida",0.1043
880,"Martin, Indiana",0.325
881,"Martin, Minnesota",3.2333
882,"Martin, North Carolina",0.0
883,"Mason, Texas",4.695346153846153
884,"Massac, Illinois",0.10132
885,"Matanuska-susitna borough, Alaska",0.0
886,"Matanuska-susitna, Alaska",0.0
887,"Mathews, Virginia",1.341
888,"Maui, Hawaii",0.0
889,"Maury, Tennessee",0.0
890,"Mayes, Oklahoma",0.05078947368421052
891,"Mcclain, Oklahoma",6.806898550724638
892,"Mccone, Montana",0.0
893,"Mccook, South Dakota",0.0
894,"Mcculloch, Texas",0.0
895,"Mccurtain, Oklahoma",0.0
896,"Mcdonald, Missouri",0.02674358974358974
897,"Mcdonough, Illinois",0.1187
898,"Mcdowell, North Carolina",0.018338461538461536
899,"Mchenry, Illinois",0.24833333333333332
900,"Mchenry, North Dakota",2.5679999999999996
901,"Mcintosh, North Dakota",2.5250000000000004
902,"Mcintosh, Oklahoma",0.0
903,"Mckean county, Pennsylvania",0.0
904,"Mckean, Pennsylvania",0.027087435897435893
905,"Mckenzie, North Dakota",1.3985625000000002
906,"Mckinley, New Mexico",42.588392272727276
907,"Mclean, Illinois",0.03675333333333333
908,"Mclean, Kentucky",0.7
909,"Mclean, North Dakota",2.988
910,"Mcpherson, Kansas",15.6
911,"Meade, Kansas",16.0
912,"Meade, Kentucky",0.27999999999999997
913,"Meade, South Dakota",1.1024999999999998
914,"Meagher, Montana",3.0
915,"Mecklenburg, North Carolina",3.0651019230769228
916,"Mecklenburg, Virginia",0.0
917,"Medina, Texas",0.6387096774193549
918,"Mendocino, California",0.97595
919,"Menominee, Wisconsin",0.0004917
920,"Merced, California",8.904308934426231
921,"Mercer county, Pennsylvania",0.0
922,"Mercer, Illinois",0.033525
923,"Mercer, Kentucky",0.017
924,"Mercer, New Jersey",2.821825500982144
925,"Mercer, North Dakota",0.2753333333333333
926,"Mercer, Pennsylvania",0.01192
927,"Mercer, West Virginia",0.01937
928,"Merrick, Nebraska",20.753571428571433
929,"Merrimack, New Hampshire",6.154441721854304
930,"Miami, Indiana",0.4636363636363636
931,"Miami-dade, Florida",0.43581879166666665
932,"Middlesex, Connecticut",12.448407731958767
933,"Middlesex, Massachusetts",10.544369574468085
934,"Middlesex, New Jersey",1.9519630641891885
935,"Middlesex, Virginia",0.0
936,"Midland, Texas",44.69587755102041
937,"Mifflin county, Pennsylvania",0.0
938,"Mifflin, Pennsylvania",0.0
939,"Millard, Utah",0.0
940,"Milwaukee, Wisconsin",0.5510526315789473
941,"Miner, South Dakota",0.0
942,"Mineral, Montana",1.0833333333333333
943,"Mineral, Nevada",11.551724137931034
944,"Minidoka, Idaho",1.25716
945,"Minnehaha, South Dakota",3.9857142857142853
946,"Missoula, Montana",0.9672619672131147
947,"Mitchell, Kansas",20.285714285714285
948,"Mitchell, North Carolina",0.1560952380952381
949,"Mitchell, Texas",9.815999999999999
950,"Modoc, California",0.0
951,"Mohave, Arizona",7.354263157894737
952,"Monmouth, New Jersey",1.2341975758547012
953,"Mono, California",23.04942780487805
954,"Monroe, Indiana",0.0
955,"Monroe, New York",0.0
956,"Monroe, Pennsylvania",0.7483827027027027
957,"Monroe, Wisconsin",0.12375000000000001
958,"Monterey, California",6.992002235294115
959,"Montgomery county, Pennsylvania",4.109606250000001
960,"Montgomery, Illinois",0.0298
961,"Montgomery, Indiana",0.125
962,"Montgomery, Maryland",24.10721224719101
963,"Montgomery, Missouri",0.17192307692307693
964,"Montgomery, New York",0.9436666666666667
965,"Montgomery, North Carolina",0.0
966,"Montgomery, Pennsylvania",4.460343056382982
967,"Montgomery, Texas",3.961560747663551
968,"Montour, Pennsylvania",0.0
969,"Moody, South Dakota",0.0
970,"Moore, North Carolina",0.29180072992700734
971,"Moore, Texas",6.8895
972,"Mora, New Mexico",3.5
973,"Morehouse, Louisiana",0.15625
974,"Morgan, Indiana",0.3357142857142857
975,"Morgan, Missouri",0.0
976,"Morrill, Nebraska",51.09553846153847
977,"Morris, New Jersey",1.038179884378844
978,"Morrow, Oregon",3.6959444444444447
979,"Morton, Kansas",17.0
980,"Motley, Texas",32.29066666666667
981,"Mountrail, North Dakota",5.403333333333333
982,"Mower, Minnesota",0.0
983,"Multnomah county, Oregon",0.0
984,"Multnomah, Oregon",0.00925
985,"Murray, Oklahoma",0.28846153846153844
986,"Muscatine, Iowa",0.0
987,"Muskogee, Oklahoma",2.3833333333333333
988,"Musselshell, Montana",2.5
989,"Nance, Nebraska",16.35688888888889
990,"Nantucket, Massachusetts",0.0
991,"Napa, California",0.11984184615384616
992,"Nash, North Carolina",1.9311695652173912
993,"Nassau, Florida",0.006258
994,"Nassau, New York",0.0
995,"Natchitoches, Louisiana",0.17284000000000002
996,"Natrona, Wyoming",5.721461538461539
997,"Navajo, Arizona",3.356508571428571
998,"Nelson, Kentucky",0.09
999,"Nelson, North Dakota",1.5127499999999998
1000,"Nemaha, Nebraska",15.623714285714287
1001,"Ness, Kansas",8.7
1002,"Nevada, California",0.7124615384615384
1003,"New hanover, North Carolina",0.01661191489361702
1004,"New haven, Connecticut",3.5502168021680216
1005,"New kent, Virginia",0.0
1006,"New london, Connecticut",2.6534076433121006
1007,"Newberry, South Carolina",0.0
1008,"Newton, Indiana",0.0
1009,"Niagara, New York",0.0
1010,"Niobrara, Wyoming",35.88561538461538
1011,"Noble, Indiana",0.34585999999999995
1012,"Nome, Alaska",5.441509433962263
1013,"Norfolk, Massachusetts",0.06
1014,"North slope, Alaska",0.0
1015,"Northampton county, Pennsylvania",2.1456
1016,"Northampton, North Carolina",11.85295
1017,"Northampton, Pennsylvania",0.07095238095238095
1018,"Northumberland, Pennsylvania",0.6880294117647059
1019,"Northumberland, Virginia",0.009433962264150943
1020,"Northwest arctic borough, Alaska",1.1
1021,"Northwest arctic, Alaska",0.6222222222222222
1022,"Norton, Kansas",21.87333333333333
1023,"Nottoway, Virginia",3.922999999999999
1024,"Nowata, Oklahoma",0.0
1025,"Nuckolls, Nebraska",14.71788888888889
1026,"Nueces, Texas",42.31328571428571
1027,"Nye, Nevada",3.5296359371980714
1028,"Oakland, Michigan",0.0
1029,"Ocean, New Jersey",1.3542371214471967
1030,"Oceana, Michigan",0.0
1031,"Oconee, South Carolina",14.6
1032,"Oconto, Wisconsin",0.7926666666666667
1033,"Ogle, Illinois",0.6225418666666666
1034,"Ohio, Indiana",0.25
1035,"Ohio, Kentucky",0.3333333333333333
1036,"Okanogan, Washington",28.883411764705883
1037,"Okeechobee, Florida",0.24986153846153847
1038,"Okfuskee, Oklahoma",0.7333333333333335
1039,"Oklahoma, Oklahoma",4.087613517241381
1040,"Okmulgee, Oklahoma",0.3333333333333333
1041,"Oldham, Kentucky",0.07
1042,"Oneida, Idaho",1.954
1043,"Oneida, New York",1.341
1044,"Oneida, Wisconsin",0.1990909090909091
1045,"Onondaga, New York",0.10728
1046,"Onslow, North Carolina",0.3459830508474576
1047,"Ontario, New York",0.3065142857142857
1048,"Ontonagon, Michigan",7.0
1049,"Orange, California",10.794120366598776
1050,"Orange, Florida",0.49666666666666665
1051,"Orange, New York",15.358909016393445
1052,"Orange, North Carolina",0.09648360655737705
1053,"Orange, Vermont",1.0
1054,"Orange, Virginia",0.0
1055,"Orangeburg, South Carolina",0.0
1056,"Orleans, Louisiana",1.1633333333333333
1057,"Orleans, New York",0.0
1058,"Orleans, Vermont",0.9285714285714286
1059,"Osage, Missouri",0.0
1060,"Osage, Oklahoma",0.17083333333333334
1061,"Osborne, Kansas",26.5
1062,"Otero county, New Mexico",2.682
1063,"Otero, New Mexico",0.9174779186046511
1064,"Ottawa, Oklahoma",0.04678899082568807
1065,"Ouachita, Louisiana",0.011235955056179775
1066,"Outagamie, Wisconsin",0.043333333333333335
1067,"Owen, Indiana",0.9
1068,"Owen, Kentucky",0.3
1069,"Owsley, Kentucky",0.149
1070,"Owyhee, Idaho",6.1578842105263165
1071,"Ozaukee, Wisconsin",0.27864285714285714
1072,"Palm beach, Florida",0.0407366
1073,"Pamlico, North Carolina",0.0
1074,"Park, Montana",8.166666666666666
1075,"Park, Wyoming",1.639
1076,"Parke, Indiana",0.7740000000000001
1077,"Parker, Texas",6.640861788617887
1078,"Pasco county, Florida",0.8642
1079,"Pasco, Florida",1.0025492592592593
1080,"Pasquotank, North Carolina",0.0
1081,"Passaic, New Jersey",5.2703194957983195
1082,"Pawnee, Kansas",11.6
1083,"Pawnee, Oklahoma",0.3465116279069767
1084,"Payette, Idaho",4.276428571428571
1085,"Payne, Oklahoma",4.857647058823527
1086,"Pecos, Texas",0.24444444444444446
1087,"Pembina, North Dakota",1.1520000000000001
1088,"Pemiscot, Missouri",0.0
1089,"Pend oreille, Washington",42.4
1090,"Pender, North Carolina",0.0
1091,"Pennington, South Dakota",2.7183333333333333
1092,"Peoria, Illinois",0.5688176057692307
1093,"Pepin, Wisconsin",0.0
1094,"Perquimans, North Carolina",0.0
1095,"Perry county, Pennsylvania",2.0794812499999997
1096,"Perry, Illinois",0.0447
1097,"Perry, Indiana",0.39999999999999997
1098,"Perry, Missouri",0.0
1099,"Perry, Pennsylvania",0.3776630232558139
1100,"Pershing, Nevada",2.4642857142857144
1101,"Person, North Carolina",0.0
1102,"Petersburg, Alaska",0.0
1103,"Petroleum, Montana",0.0
1104,"Pettis, Missouri",0.0
1105,"Phelps, Missouri",0.20428571428571426
1106,"Phelps, Nebraska",12.540833333333333
1107,"Philadelphia, Pennsylvania",0.0
1108,"Phillips, Kansas",19.0
1109,"Phillips, Montana",5.333333333333333
1110,"Pickens, South Carolina",66.432
1111,"Pierce, North Dakota",0.3675
1112,"Pierce, Washington",0.0
1113,"Pierce, Wisconsin",0.95385
1114,"Pike, Indiana",1.116666666666667
1115,"Pike, Kentucky",0.894
1116,"Pike, Pennsylvania",0.26461045454545457
1117,"Pima, Arizona",2.802675287356323
1118,"Pinal, Arizona",21.735135135135135
1119,"Pine, Minnesota",0.0
1120,"Pinellas, Florida",0.7205421951219512
1121,"Pipestone, Minnesota",13.044272727272727
1122,"Pitt, North Carolina",0.0
1123,"Pittsburg, Oklahoma",0.3113207547169811
1124,"Placer, California",0.5142656578947369
1125,"Plaquemines, Louisiana",0.7483333333333334
1126,"Platte, Nebraska",7.5245
1127,"Platte, Wyoming",18.390387096774194
1128,"Plumas, California",20.40120416666667
1129,"Plymouth, Iowa",2.875
1130,"Pointe coupee parish, Louisiana",0.24833333333333332
1131,"Pointe coupee, Louisiana",0.0
1132,"Polk, Florida",0.40396921678321696
1133,"Polk, Nebraska",9.20075
1134,"Polk, North Carolina",0.24833333333333332
1135,"Polk, Oregon",0.0
1136,"Polk, Texas",0.019008264462809916
1137,"Polk, Wisconsin",0.25666666666666665
1138,"Pondera, Montana",9.1
1139,"Pontotoc, Oklahoma",0.1527777777777778
1140,"Portage, Wisconsin",16.72066666666667
1141,"Porter, Indiana",0.6666666666666665
1142,"Portsmouth, Virginia",0.0
1143,"Posey, Indiana",0.4666666666666666
1144,"Pottawatomie, Kansas",15.5
1145,"Pottawatomie, Oklahoma",66.12950819672132
1146,"Potter, Pennsylvania",0.0
1147,"Potter, Texas",7.75
1148,"Powder river, Montana",0.0
1149,"Powell, Montana",6.0
1150,"Power, Idaho",1.0
1151,"Powhatan, Virginia",0.0
1152,"Prairie, Montana",0.0
1153,"Price, Wisconsin",0.352
1154,"Prince of wales-hyder, Alaska",0.0
1155,"Providence, Rhode Island",9.133700000000001
1156,"Pulaski, Indiana",1.725
1157,"Pulaski, Missouri",0.0
1158,"Pushmataha, Oklahoma",0.0
1159,"Putnam county, Indiana",1.8
1160,"Putnam, Florida",0.06385714285714286
1161,"Putnam, Illinois",0.06456666666666666
1162,"Putnam, Indiana",0.5714285714285714
1163,"Putnam, New York",20.29610963855421
1164,"Putnam, Tennessee",0.0
1165,"Quay, New Mexico",24.665679642857146
1166,"Racine, Wisconsin",0.31995833125
1167,"Ramsey, Minnesota",0.0
1168,"Ramsey, North Dakota",0.11
1169,"Randall, Texas",12.679749999999999
1170,"Randolph, Indiana",0.5700000000000001
1171,"Randolph, North Carolina",0.05881578947368421
1172,"Ransom, North Dakota",0.39849999999999997
1173,"Rapides, Louisiana",0.11377967479674798
1174,"Ravalli, Montana",2.9642857142857144
1175,"Rawlins, Kansas",27.7
1176,"Reagan, Texas",10.0
1177,"Red river, Louisiana",0.13545454545454547
1178,"Red willow, Nebraska",26.621333333333336
1179,"Redwood, Minnesota",1.639
1180,"Republic, Kansas",29.5
1181,"Rice, Kansas",26.666666666666668
1182,"Rice, Minnesota",5.13305
1183,"Richland, Louisiana",0.21175806451612905
1184,"Richland, Montana",1.25
1185,"Richland, North Dakota",0.50435
1186,"Richland, South Carolina",2.0880625
1187,"Richmond, North Carolina",0.0
1188,"Richmond, Virginia",0.1275
1189,"Riley, Kansas",25.0
1190,"Rio arriba, New Mexico",30.316360503597124
1191,"Ripley, Indiana",0.175
1192,"Ripley, Missouri",1.3666666666666665
1193,"Riverside, California",11.36158224919397
1194,"Roanoke, Virginia",0.0149
1195,"Roberts, South Dakota",0.0
1196,"Robeson, North Carolina",0.15748953488372094
1197,"Rock island, Illinois",0.08898896551724135
1198,"Rock, Wisconsin",1.280450005
1199,"Rockingham, New Hampshire",10.662936281859075
1200,"Rockingham, North Carolina",2.490783333333333
1201,"Rockingham, Virginia",0.0
1202,"Roger mills, Oklahoma",2.145454545454545
1203,"Rogers, Oklahoma",0.0
1204,"Rolette, North Dakota",4.863999999999999
1205,"Rooks, Kansas",33.012
1206,"Roosevelt, Montana",2.6666666666666665
1207,"Roosevelt, New Mexico",6.424444444444444
1208,"Rosebud, Montana",1.0
1209,"Rowan, North Carolina",2.3875476190476195
1210,"Rush, Indiana",0.2
1211,"Rush, Kansas",38.42580645161291
1212,"Rusk, Wisconsin",0.044
1213,"Russell, Kansas",14.266666666666666
1214,"Rutherford, North Carolina",8.231828301886791
1215,"Rutherford, Tennessee",0.0
1216,"Rutland, Vermont",0.630375
1217,"Sabine, Louisiana",0.056009433962264155
1218,"Sac, Iowa",12.166666666666666
1219,"Sacramento county, California",0.0
1220,"Sacramento, California",0.8773452855245689
1221,"Saint charles, Missouri",0.0
1222,"Saint francois, Missouri",13.58313647058824
1223,"Saint landry, Louisiana",0.49666666666666665
1224,"Saint louis, Missouri",0.0
1225,"Saint tammany, Louisiana",0.16555555555555557
1226,"Salem, New Jersey",2.888504126984127
1227,"Saline, Kansas",15.666666666666666
1228,"Saline, Nebraska",5.364
1229,"Salt lake, Utah",14.000984042857143
1230,"Sampson, North Carolina",0.0
1231,"San benito, California",7.659008764044946
1232,"San bernardino county, California",1.3099166666666666
1233,"San bernardino, California",11.703513539823007
1234,"San diego county, California",4.695736363636364
1235,"San diego, California",19.01935265784112
1236,"San francisco, California",0.0
1237,"San joaquin, California",9.22229065462754
1238,"San juan, New Mexico",0.5
1239,"San juan, Utah",10.30021111111111
1240,"San luis obispo, California",9.584569769230768
1241,"San mateo, California",0.745482972972973
1242,"San miguel, New Mexico",2.968833333333333
1243,"San saba, Texas",0.0
1244,"Sanborn, South Dakota",0.0
1245,"Sanders, Montana",0.1253725
1246,"Sandoval, New Mexico",2.719095875
1247,"Santa barbara, California",3.7099683168316853
1248,"Santa clara, California",0.7126235849056604
1249,"Santa cruz, Arizona",6.146808510638297
1250,"Santa cruz, California",0.13046655172413793
1251,"Santa fe, New Mexico",23.9001028073789
1252,"Sarasota, Florida",0.04172
1253,"Saratoga, New York",0.894
1254,"Sargent, North Dakota",2.123333333333333
1255,"Sarpy, Nebraska",3.129
1256,"Sauk, Wisconsin",0.3265625
1257,"Saunders, Nebraska",14.899999999999999
1258,"Sawyer, Wisconsin",0.6200000000000001
1259,"Schoharie, New York",0.7829666666666667
1260,"Schuylkill, Pennsylvania",0.2561104482758621
1261,"Scotland, North Carolina",0.0
1262,"Scott, Indiana",0.0
1263,"Scott, Kansas",20.0
1264,"Scott, Minnesota",0.55875
1265,"Scott, Missouri",0.0
1266,"Scotts bluff, Nebraska",35.07294444444445
1267,"Scurry, Texas",6.5
1268,"Seminole county, Florida",0.066901
1269,"Seminole, Florida",0.4023
1270,"Seminole, Oklahoma",0.08441558441558439
1271,"Seneca, New York",1.46403675
1272,"Sequoyah, Oklahoma",0.0
1273,"Sevier, Utah",14.08906666666667
1274,"Seward, Kansas",11.0
1275,"Shannon, Missouri",0.0
1276,"Shannon, South Dakota",18.36425
1277,"Shasta, California",0.0
1278,"Shawano, Wisconsin",7.183333333333333
1279,"Shawnee, Kansas",21.0
1280,"Sheboygan, Wisconsin",0.35418181818181815
1281,"Shelby, Indiana",0.1888888888888889
1282,"Shelby, Kentucky",0.22999999999999998
1283,"Shelby, Tennessee",0.0
1284,"Shenandoah, Virginia",0.0
1285,"Sheridan, Montana",1.0
1286,"Sheridan, North Dakota",0.7909999999999999
1287,"Sherman, Kansas",21.0
1288,"Sherman, Oregon",0.08708333333333333
1289,"Sherman, Texas",12.0
1290,"Shiawassee, Michigan",0.0
1291,"Shoshone, Idaho",1.5
1292,"Sierra, New Mexico",3.6666666666666665
1293,"Silverbow, Montana",6.0
1294,"Simpson, Kentucky",0.0197425
1295,"Sioux, Iowa",19.0
1296,"Siskiyou, California",0.0
1297,"Skagway, Alaska",0.0
1298,"Slope, North Dakota",0.0
1299,"Smith, Kansas",30.825
1300,"Snyder county, Pennsylvania",1.0281
1301,"Snyder, Pennsylvania",0.0
1302,"Socorro, New Mexico",10.248000000000001
1303,"Solano, California",0.8956668979591836
1304,"Somerset, Maine",1.0
1305,"Somerset, New Jersey",2.2303364197530873
1306,"Somerset, Pennsylvania",0.0007580701754385965
1307,"Sonoma, California",1.0238675609756096
1308,"Spencer, Indiana",0.3428571428571429
1309,"Spokane, Washington",0.56275
1310,"Spotsylvania, Virginia",0.0
1311,"St helena, Louisiana",0.0
1312,"St joseph, Indiana",0.6687500000000001
1313,"St landry, Louisiana",0.0
1314,"St tammany, Louisiana",0.0
1315,"St. bernard, Louisiana",1.4966666666666668
1316,"St. charles, Louisiana",1.07
1317,"St. charles, Missouri",0.42
1318,"St. clair, Missouri",0.0
1319,"St. croix, Wisconsin",0.46683333333333327
1320,"St. francois, Missouri",0.6353968253968253
1321,"St. helena, Louisiana",0.0
1322,"St. james, Louisiana",1.4525
1323,"St. john the baptist, Louisiana",0.25
1324,"St. johns, Florida",0.06154846153846154
1325,"St. joseph county, Indiana",0.0
1326,"St. joseph, Indiana",0.2333333333333333
1327,"St. landry, Louisiana",0.046511627906976744
1328,"St. lawrence, New York",0.2095834
1329,"St. louis, Missouri",0.0
1330,"St. lucie, Florida",0.7946666666666666
1331,"St. martin parish, Louisiana",0.0
1332,"St. martin, Louisiana",0.06478260869565218
1333,"St. mary parish, Louisiana",0.0
1334,"St. mary, Louisiana",0.13636363636363635
1335,"St. tammany parish, Louisiana",0.0
1336,"St. tammany, Louisiana",0.00949044585987261
1337,"Stanislaus, California",8.565197800616643
1338,"Stanly, North Carolina",0.0
1339,"Stanton, Nebraska",7.301
1340,"Stark, North Dakota",0.024
1341,"Starke, Indiana",0.5
1342,"Steele, Minnesota",0.0
1343,"Stephens, Oklahoma",3.856123456790123
1344,"Stephenson, Illinois",1.7760799999999999
1345,"Steuben, Indiana",0.27647058823529413
1346,"Steuben, New York",0.0
1347,"Stevens, Kansas",13.0
1348,"Stevens, Washington",13.662432500000003
1349,"Stillwater, Montana",10.0
1350,"Stoddard, Missouri",1.3033333333333335
1351,"Stokes, North Carolina",2.384
1352,"Stone, Missouri",6.40678947368421
1353,"Stonewall, Texas",19.6
1354,"Storey, Nevada",0.0
1355,"Strafford, New Hampshire",8.080708737864079
1356,"Stutsman, North Dakota",4.615555555555556
1357,"Sublette, Wyoming",1.849
1358,"Suffolk city, Virginia",0.053214285714285714
1359,"Suffolk, Virginia",0.2682
1360,"Sullivan, Indiana",0.24
1361,"Sullivan, New Hampshire",1.4678152542372882
1362,"Sullivan, New York",2.1158962476635526
1363,"Sullivan, Pennsylvania",3.6654
1364,"Summit, Ohio",0.0
1365,"Sumter, Florida",0.649938
1366,"Sumter, South Carolina",5.279375
1367,"Surry, North Carolina",5.376844827586208
1368,"Susquehanna, Pennsylvania",1.522509090909091
1369,"Sussex, New Jersey",11.050210855740305
1370,"Sutter, California",2.5379666666666667
1371,"Suwannee, Florida",0.06705
1372,"Swain, North Carolina",0.0
1373,"Sweet grass, Montana",0.0
1374,"Sweetwater, Wyoming",1.9393714285714285
1375,"Switzerland, Indiana",0.5333333333333333
