,county,combinded_radium
1372,"Pondera, Montana",0.024999999999999998
1373,"Pontotoc, Oklahoma",0.6085
1374,"Pope, Illinois",0.8
1375,"Portage county, Wisconsin",1.05
1376,"Portage, Ohio",3.377083333333333
1377,"Portage, Wisconsin",1.4739375000000001
1378,"Portsmouth, Virginia",0.1
1379,"Pottawatomie, Kansas",0.49677419354838714
1380,"Pottawatomie, Oklahoma",0.7320409356725145
1381,"Pottawattamie, Iowa",0.8022222222222223
1382,"Potter, Texas",0.26
1383,"Powder river, Montana",0.43
1384,"Powell, Montana",0.15
1385,"Power, Idaho",1.11
1386,"Poweshiek, Iowa",0.25766666666666665
1387,"Powhatan, Virginia",2.58
1388,"Prairie, Montana",0.7
1389,"Pratt, Kansas",0.4529411764705882
1390,"Preble, Ohio",1.71
1391,"Presidio, Texas",0.0
1392,"Preston, West Virginia",1.0077
1393,"Price, Wisconsin",0.7244444444444444
1394,"Prince edward, Virginia",1.3
1395,"Prince george's, Maryland",0.4
1396,"Prince george, Virginia",1.625
1397,"Prince of wales-hyder, Alaska",0.21545454545454545
1398,"Prince william, Virginia",8.6
1399,"Providence, Rhode Island",1.0551807228915664
1400,"Pulaski, Illinois",0.8805
1401,"Pulaski, Missouri",0.23214285714285712
1402,"Pulaski, Virginia",0.9
1403,"Pushmataha, Oklahoma",0.06771428571428571
1404,"Putnam, Illinois",4.1417241379310346
1405,"Putnam, Missouri",0.1
1406,"Putnam, New York",2.715873134328356
1407,"Quay, New Mexico",0.22125
1408,"Queen anne's, Maryland",0.3
1409,"Racine, Wisconsin",2.0491764705882356
1410,"Ramsey, North Dakota",0.83
1411,"Randall, Texas",0.5396666666666667
1412,"Randolph, Illinois",2.687894736842105
1413,"Randolph, Missouri",0.1
1414,"Randolph, North Carolina",0.6833333333333336
1415,"Randolph, West Virginia",0.378
1416,"Ransom, North Dakota",1.1
1417,"Rapides, Louisiana",0.91
1418,"Rappahannock, Virginia",0.0
1419,"Ravalli, Montana",0.3006060606060606
1420,"Rawlins, Kansas",0.7923076923076923
1421,"Ray, Missouri",0.05
1422,"Reagan, Texas",1.31
1423,"Real, Texas",0.5349999999999999
1424,"Red willow, Nebraska",0.05
1425,"Reeves, Texas",0.6
1426,"Refugio, Texas",0.69
1427,"Reno, Kansas",0.41395348837209306
1428,"Rensselaer, New York",0.5951724137931035
1429,"Republic, Kansas",0.9125000000000001
1430,"Reynolds, Missouri",0.15
1431,"Rice, Kansas",2.935294117647059
1432,"Rich, Utah",0.7125
1433,"Richland, Illinois",1.4621666666666666
1434,"Richland, Louisiana",0.24
1435,"Richland, Montana",0.45999999999999996
1436,"Richland, North Dakota",0.7997499999999998
1437,"Richland, Ohio",0.75
1438,"Richland, South Carolina",2.095049504950495
1439,"Richland, Wisconsin",1.857
1440,"Richmond, North Carolina",0.4
1441,"Richmond, Virginia",0.55
1442,"Riley, Kansas",0.42631578947368426
1443,"Rio arriba, New Mexico",0.44294943836231904
1444,"Ripley, Missouri",1.484848484848485
1445,"Riverside, California",0.2991418439716312
1446,"Roanoke, Virginia",1.612857142857143
1447,"Roberts, South Dakota",0.0
1448,"Roberts, Texas",0.72
1449,"Robertson, Texas",2.2
1450,"Robeson, North Carolina",1.6252032520325197
1451,"Rock island, Illinois",2.9343999999999997
1452,"Rock, Nebraska",0.7666666666666666
1453,"Rock, Wisconsin",2.0908823529411764
1454,"Rockbridge, Virginia",0.24
1455,"Rockcastle, Kentucky",0.9
1456,"Rockingham, New Hampshire",0.6171014492753623
1457,"Rockingham, North Carolina",0.9359090909090907
1458,"Rockingham, Virginia",0.9874999999999999
1459,"Rockland, New York",0.25876106194690274
1460,"Roger mills, Oklahoma",0.44886363636363635
1461,"Rogers, Oklahoma",0.21650000000000003
1462,"Rolette, North Dakota",1.44
1463,"Rooks, Kansas",0.9888888888888889
1464,"Roosevelt, Montana",0.0
1465,"Roosevelt, New Mexico",0.14544444444444446
1466,"Rosebud, Montana",0.0
1467,"Rowan, North Carolina",1.1734745762711865
1468,"Rush, Kansas",0.5458333333333333
1469,"Rusk, Texas",0.9090909090909091
1470,"Rusk, Wisconsin",1.0158823529411765
1471,"Russell, Alabama",0.5249999999999999
1472,"Russell, Kansas",0.7666666666666666
1473,"Russell, Virginia",1.26
1474,"Rutherford, North Carolina",1.7402597402597406
1475,"Rutland, Vermont",3.1461475409836073
1476,"Sabine, Louisiana",0.59
1477,"Sac, Iowa",0.7
1478,"Sagadahoc, Maine",0.0693
1479,"Saint charles, Missouri",1.5518518518518516
1480,"Saint francois, Missouri",9.11813602015113
1481,"Saint lawrence, New York",0.3420500000000001
1482,"Saint louis, Missouri",5.092000000000001
1483,"Salem, New Jersey",2.327185929648242
1484,"Saline, Illinois",2.03
1485,"Saline, Kansas",2.15
1486,"Saline, Missouri",0.1
1487,"Saline, Nebraska",1.0409090909090908
1488,"Salt lake, Utah",0.818561872909699
1489,"Saluda, South Carolina",0.2
1490,"Sampson, North Carolina",0.132
1491,"San benito, California",0.9
1492,"San bernardino county, California",0.13999999999999999
1493,"San bernardino, California",0.4191873417721522
1494,"San diego county, California",0.051219512195121955
1495,"San diego, California",0.5559824561403509
1496,"San jacinto, Texas",2.6358333333333333
1497,"San joaquin, California",0.5415
1498,"San juan, New Mexico",0.7175
1499,"San juan, Utah",0.6627272727272726
1500,"San luis obispo, California",0.32
1501,"San mateo, California",0.8322222222222222
1502,"San miguel, New Mexico",0.5418924421764706
1503,"San patricio, Texas",1.15
1504,"San saba, Texas",23.989189189189194
1505,"Sanborn, South Dakota",0.0
1506,"Sanders, Montana",1.5372
1507,"Sandoval, New Mexico",0.29365333333333343
1508,"Sandusky, Ohio",0.0
1509,"Sangamon, Illinois",0.7130000000000001
1510,"Sanpete, Utah",1.1212
1511,"Santa barbara, California",0.0
1512,"Santa clara, California",0.092
1513,"Santa cruz, Arizona",0.022535211267605635
1514,"Santa cruz, California",0.6563636363636364
1515,"Santa fe, New Mexico",1.4246027554962593
1516,"Saratoga, New York",1.2164347826086952
1517,"Sargent, North Dakota",1.1166666666666667
1518,"Sarpy, Nebraska",1.324
1519,"Sauk, Wisconsin",1.119909090909091
1520,"Saunders, Nebraska",1.1363636363636365
1521,"Sawyer, Wisconsin",1.0878571428571429
1522,"Schenectady, New York",0.355
1523,"Schleicher, Texas",1.3
1524,"Schoharie, New York",0.7086046511627907
1525,"Schuyler, Illinois",0.275
1526,"Schuyler, New York",0.8856097560975612
1527,"Scotland, North Carolina",0.9545454545454546
1528,"Scott, Illinois",1.298
1529,"Scott, Iowa",1.1455000000000004
1530,"Scott, Kansas",0.33
1531,"Scott, Missouri",0.12999999999999998
1532,"Scott, Virginia",1.05
1533,"Scotts bluff, Nebraska",0.4749999999999999
1534,"Scurry, Texas",0.394
1535,"Sedgwick, Kansas",0.49375
1536,"Seminole, Oklahoma",1.4278930481283414
1537,"Seneca, New York",0.7245352941176469
1538,"Seneca, Ohio",2.4725
1539,"Sequoyah, Oklahoma",0.4760217391304349
1540,"Sevier, Utah",0.6078947368421054
1541,"Seward, Kansas",0.43333333333333335
1542,"Seward, Nebraska",1.3625
1543,"Shannon, Missouri",0.0
1544,"Shannon, South Dakota",0.16999999999999998
1545,"Shasta, California",0.3489361702127659
1546,"Shawano, Wisconsin",1.5610400000000002
1547,"Shawnee, Kansas",1.5000000000000002
1548,"Sheboygan, Wisconsin",1.081344827586207
1549,"Shelby, Alabama",0.55
1550,"Shelby, Illinois",0.8500000000000001
1551,"Shelby, Iowa",0.0
1552,"Shelby, Kentucky",0.655
1553,"Shelby, Missouri",0.0
1554,"Shelby, Ohio",0.6666666666666666
1555,"Shelby, Texas",1.075
1556,"Shenandoah, Virginia",0.827
1557,"Sheridan, Kansas",0.8545454545454546
1558,"Sheridan, Montana",0.0
1559,"Sheridan, Nebraska",0.0
1560,"Sheridan, North Dakota",0.7404999999999999
1561,"Sheridan, Wyoming",1.0
1562,"Sherman, Kansas",0.45000000000000007
1563,"Sherman, Nebraska",0.0
1564,"Sherman, Oregon",0.10909090909090909
1565,"Sherman, Texas",0.025
1566,"Shoshone, Idaho",0.4916666666666667
1567,"Sierra, New Mexico",0.44333333333333336
1568,"Silverbow, Montana",0.7000000000000001
1569,"Simpson, Kentucky",0.47000000000000003
1570,"Sioux, Iowa",0.11000000000000001
1571,"Sioux, Nebraska",1.5
1572,"Siskiyou, California",0.0
1573,"Skagway, Alaska",0.0
1574,"Skamania, Washington",1.4425
1575,"Slope, North Dakota",0.4
1576,"Smith, Kansas",0.7083333333333334
1577,"Smith, Texas",1.0620689655172415
1578,"Smyth, Virginia",2.5
1579,"Socorro, New Mexico",0.2042857142857143
1580,"Somerset, Maryland",0.12142857142857144
1581,"Somerset, New Jersey",0.1255813953488372
1582,"Somervell, Texas",0.76
1583,"Southeast fairbanks census area, Alaska",1.4249999999999998
1584,"Southeast fairbanks, Alaska",0.0
1585,"Spartanburg, South Carolina",0.25
1586,"Spokane, Washington",2.7625000000000006
1587,"Spotsylvania, Virginia",2.1333333333333333
1588,"St clair, Alabama",0.6216666666666667
1589,"St lawrence, New York",1.0692333333333333
1590,"St. charles, Missouri",2.1594594594594594
1591,"St. clair, Alabama",0.1
1592,"St. clair, Illinois",1.8166666666666667
1593,"St. clair, Missouri",0.2875
1594,"St. croix, Wisconsin",1.1354583333333332
1595,"St. francois, Missouri",6.615094339622639
1596,"St. lawrence, New York",0.6471921428571428
1597,"St. louis, Missouri",2.4166666666666665
1598,"St. martin, Louisiana",0.0
1599,"St. mary's, Maryland",0.12000000000000001
1600,"Stafford, Kansas",0.38181818181818183
1601,"Stanislaus, California",0.8925
1602,"Stanly, North Carolina",0.0
1603,"Stanton, Kansas",0.35454545454545455
1604,"Stanton, Nebraska",1.625
1605,"Stark, Illinois",2.736166666666667
1606,"Stark, North Dakota",1.05
1607,"Stark, Ohio",3.665714285714286
1608,"Starr, Texas",1.0
1609,"Ste. genevieve, Missouri",1.24
1610,"Stephens, Oklahoma",0.9186666666666663
1611,"Stephenson, Illinois",2.968688888888889
1612,"Sterling, Texas",0.0
1613,"Steuben, New York",0.7898069620253165
1614,"Stevens, Kansas",0.16923076923076924
1615,"Stevens, Washington",1.3242857142857136
1616,"Stillwater, Montana",0.32
1617,"Stoddard, Missouri",2.0549999999999997
1618,"Stokes, North Carolina",3.948571428571429
1619,"Stone, Missouri",0.8400921658986175
1620,"Stonewall, Texas",0.0
1621,"Storey, Nevada",0.5237777777777778
1622,"Story, Iowa",0.6285714285714287
1623,"Strafford, New Hampshire",1.267421052631579
1624,"Stutsman, North Dakota",0.5348999999999999
1625,"Sublette, Wyoming",0.565
1626,"Suffolk city, Virginia",0.38061111111111107
1627,"Suffolk, Virginia",0.37625
1628,"Sullivan, Missouri",0.8
1629,"Sullivan, New Hampshire",0.16724137931034483
1630,"Sullivan, New York",0.7005923076923072
1631,"Summers, West Virginia",0.0
1632,"Summit, Ohio",4.5
1633,"Summit, Utah",1.5396666666666665
1634,"Sumner, Kansas",0.4727272727272727
1635,"Sumter, Alabama",2.9
1636,"Sumter, South Carolina",3.3764227642276423
1637,"Surry, North Carolina",0.9416666666666664
1638,"Sussex, New Jersey",1.113675595238096
1639,"Sutter, California",0.23000000000000004
1640,"Swain, North Carolina",0.27793103448275863
1641,"Sweet grass, Montana",1.15
1642,"Sweetwater, Wyoming",1.661
1643,"Swisher, Texas",0.0525
1644,"Talbot, Maryland",0.1631578947368421
1645,"Talladega, Alabama",0.25999999999999995
1646,"Tama, Iowa",3.4211764705882355
1647,"Taney, Missouri",0.8459595959595962
1648,"Taos, New Mexico",0.34216666666666645
1649,"Tarrant, Texas",2.115
1650,"Taylor, Kentucky",0.34545454545454546
1651,"Taylor, Texas",1.342857142857143
1652,"Taylor, Wisconsin",1.2317272727272728
1653,"Tazewell, Illinois",1.1108235294117652
1654,"Tazewell, Virginia",0.8333333333333334
1655,"Tehama, California",0.0
1656,"Terrell, Texas",1.2033333333333334
1657,"Terry, Texas",0.0
1658,"Teton, Idaho",0.6342857142857142
1659,"Teton, Montana",0.4
1660,"Teton, Wyoming",0.7942857142857144
1661,"Texas, Missouri",0.26470588235294124
1662,"Texas, Oklahoma",0.6181145833333336
1663,"Thayer, Nebraska",0.55
1664,"Thomas, Kansas",0.7374999999999999
1665,"Thurston, Nebraska",3.7862068965517235
1666,"Tillamook, Oregon",0.16923076923076924
1667,"Tillman, Oklahoma",0.4778588235294117
1668,"Tioga, New York",0.6533513513513513
1669,"Titus, Texas",1.0
1670,"Tolland, Connecticut",0.1749544072948328
1671,"Tom green, Texas",0.049999999999999996
1672,"Tompkins, New York",0.24507547169811322
1673,"Tooele, Utah",1.2602702702702702
1674,"Toole, Montana",0.18000000000000002
1675,"Torrance, New Mexico",0.8936666666666666
1676,"Towner, North Dakota",0.287
1677,"Traill, North Dakota",0.688
1678,"Transylvania, North Carolina",0.21666666666666665
1679,"Travis, Texas",14.014489795918372
1680,"Treasure, Montana",0.4666666666666666
1681,"Trego, Kansas",0.0
1682,"Trempealeau, Wisconsin",1.3612500000000003
1683,"Trimble, Kentucky",1.8250000000000002
1684,"Trinity, California",0.0
1685,"Trinity, Texas",0.0
1686,"Tripp, South Dakota",0.0
1687,"Trumbull, Ohio",2.506
1688,"Tucker, West Virginia",0.563
1689,"Tulare, California",0.5516666666666666
1690,"Tulsa, Oklahoma",0.32466666666666666
1691,"Tuolumne, California",2.5
1692,"Turner, South Dakota",0.0
1693,"Tuscaloosa, Alabama",0.0
1694,"Tuscarawas, Ohio",4.35
1695,"Twin falls, Idaho",0.5977777777777777
1696,"Tyler, Texas",7.360526315789474
1697,"Tyler, West Virginia",0.7200000000000001
1698,"Tyrrell, North Carolina",0.0
1699,"Uinta, Wyoming",1.008
1700,"Uintah, Utah",1.7599999999999998
1701,"Ulster, New York",0.26206106870229007
1702,"Umatilla, Oregon",0.18085
1703,"Union, Illinois",0.81
1704,"Union, Iowa",0.0
1705,"Union, Kentucky",0.93
1706,"Union, New Jersey",0.375
1707,"Union, New Mexico",3.13
1708,"Union, Ohio",1.2
1709,"Union, Oregon",0.0
1710,"Union, South Dakota",0.0
1711,"Unknown, South Carolina",0.0
1712,"Upshur, West Virginia",0.917
1713,"Upton, Texas",0.0
1714,"Utah, Utah",1.596709677419355
1715,"Uvalde, Texas",1.175
1716,"Val verde, Texas",5.03030303030303
1717,"Valdez-cordova, Alaska",0.5068181818181818
1718,"Valencia, New Mexico",0.206595744680851
1719,"Valley, Idaho",0.38
1720,"Valley, Montana",0.8222222222222223
1721,"Valley, Nebraska",1.4
1722,"Van wert, Ohio",0.9
1723,"Van zandt, Texas",0.5
1724,"Vance, North Carolina",5.255384615384615
1725,"Ventura, California",0.7933333333333333
1726,"Vermilion, Illinois",1.0454642857142857
1727,"Vermilion, Louisiana",1.1
1728,"Vernon, Missouri",5.485507246376814
1729,"Vernon, Wisconsin",2.0518125
1730,"Victoria, Texas",5.821052631578948
1731,"Vilas, Wisconsin",0.8596363636363636
1732,"Vinton, Ohio",3.5242857142857145
1733,"Wabash, Illinois",2.002
1734,"Wabaunsee, Kansas",0.0
1735,"Wade hampton, Alaska",0.23294117647058823
1736,"Wagoner, Oklahoma",0.3434285714285714
1737,"Wahkiakum, Washington",3.18
1738,"Wake, North Carolina",1.7779981549815493
1739,"Waldo, Maine",3.34
1740,"Walker, Alabama",0.40040000000000003
1741,"Walker, Texas",5.82
1742,"Walla walla, Washington",1.5869999999999997
1743,"Wallace, Kansas",1.1
1744,"Waller, Texas",1.3736363636363635
1745,"Wallowa, Oregon",0.12512500000000001
1746,"Walsh, North Dakota",1.0613333333333335
1747,"Walworth, South Dakota",0.0
1748,"Walworth, Wisconsin",1.3251627906976746
1749,"Wapello, Iowa",0.0
1750,"Ward, North Dakota",0.7437737499999999
1751,"Ward, Texas",0.3
1752,"Warren, Illinois",3.8638000000000003
1753,"Warren, Iowa",0.7
1754,"Warren, Kentucky",0.9175000000000001
1755,"Warren, Missouri",1.6240000000000006
1756,"Warren, New Jersey",1.6078784313725498
1757,"Warren, New York",1.068048780487805
1758,"Warren, North Carolina",1.76675
1759,"Warren, Ohio",5.0
1760,"Warren, Virginia",1.325
1761,"Wasatch, Utah",1.0833333333333335
1762,"Wasco, Oregon",0.002142857142857143
1763,"Washakie, Wyoming",8.166666666666666
1764,"Washburn, Wisconsin",1.2866666666666668
1765,"Washington county, Rhode Island",0.48
1766,"Washington, Alabama",1.0041666666666669
1767,"Washington, Idaho",0.0
1768,"Washington, Illinois",0.6607500000000001
1769,"Washington, Iowa",2.3066666666666666
1770,"Washington, Kansas",2.0357142857142856
1771,"Washington, Maine",0.0
1772,"Washington, Maryland",0.8142857142857142
1773,"Washington, Missouri",10.914545454545452
1774,"Washington, Nebraska",1.3
1775,"Washington, New York",1.9465000000000001
1776,"Washington, Oklahoma",0.0
1777,"Washington, Oregon",0.0846153846153846
1778,"Washington, Rhode Island",1.6334999999999993
1779,"Washington, Texas",4.711891891891892
1780,"Washington, Utah",1.5526530622448982
1781,"Washington, Vermont",1.6137755102040816
1782,"Washington, Wisconsin",0.8021052631578947
1783,"Washita, Oklahoma",0.5749814814814813
1784,"Washoe, Nevada",0.4099037212389386
1785,"Watauga, North Carolina",0.16216216216216217
1786,"Waukesha, Wisconsin",1.5940000000000005
1787,"Waupaca, Wisconsin",1.572153846153846
1788,"Waushara, Wisconsin",1.3878571428571427
1789,"Wayne, Illinois",2.8333333333333335
1790,"Wayne, Missouri",0.18
1791,"Wayne, Nebraska",1.35
1792,"Wayne, New York",0.6451794871794871
1793,"Wayne, North Carolina",0.05217391304347826
1794,"Wayne, Ohio",2.115
1795,"Wayne, Utah",0.9828571428571429
1796,"Webb, Texas",1.2966666666666666
1797,"Weber, Utah",1.9224999999999999
1798,"Webster, Iowa",1.776
1799,"Webster, Kentucky",0.5
1800,"Webster, Louisiana",0.64
1801,"Webster, Missouri",0.16315789473684209
1802,"Webster, Nebraska",0.0
1803,"Webster, West Virginia",0.0
1804,"Wells, Indiana",1.98
1805,"Wells, North Dakota",0.433
1806,"West baton rouge, Louisiana",1.77
1807,"Westchester, New York",1.6765387323943657
1808,"Westmoreland, Virginia",1.0225000000000002
1809,"Weston, Wyoming",1.5904166666666668
1810,"Wetzel, West Virginia",0.25
1811,"Wharton, Texas",2.02
1812,"Wheatland, Montana",0.0
1813,"Wheeler, Nebraska",0.0
1814,"Wheeler, Oregon",0.4714285714285714
1815,"Wheeler, Texas",1.2
1816,"White pine, Nevada",0.3781976543209877
1817,"White, Illinois",1.276
1818,"Whiteside, Illinois",2.078448275862069
1819,"Wichita, Kansas",0.0
1820,"Wichita, Texas",1.0
1821,"Wicomico, Maryland",0.0
1822,"Wilbarger, Texas",0.11
1823,"Wilcox, Alabama",0.0
1824,"Wilkes, North Carolina",1.0333333333333332
1825,"Will, Illinois",4.446552631578943
1826,"Williams, North Dakota",0.971
1827,"Williams, Ohio",1.0
1828,"Williamsburg, South Carolina",0.12642857142857142
1829,"Williamson, Illinois",1.173
1830,"Williamson, Texas",2.6346938775510202
1831,"Wilson, Kansas",0.0
1832,"Wilson, North Carolina",1.0259259259259261
1833,"Wilson, Texas",1.7833333333333332
1834,"Windham, Connecticut",0.30942084942084935
1835,"Windham, Vermont",1.5223913043478259
1836,"Windsor, Vermont",0.9906896551724139
1837,"Winkler, Texas",0.0
1838,"Winn, Louisiana",1.494
1839,"Winnebago, Illinois",4.466228494623658
1840,"Winnebago, Iowa",4.270370370370371
1841,"Winnebago, Wisconsin",1.399
1842,"Winneshiek, Iowa",1.3535238095238094
1843,"Wise, Texas",2.4320454545454546
1844,"Wood, Ohio",1.5
1845,"Wood, Texas",1.0666666666666667
1846,"Wood, Wisconsin",1.1921578947368423
1847,"Woodbury, Iowa",1.9555555555555553
1848,"Woodford, Illinois",2.2764791666666664
1849,"Woodford, Kentucky",1.5
1850,"Woods, Oklahoma",0.24366666666666667
1851,"Woodward, Oklahoma",0.5498513513513517
1852,"Worcester, Maryland",0.3941176470588235
1853,"Worth, Iowa",0.38
1854,"Wright, Iowa",1.276923076923077
1855,"Wright, Missouri",1.9666666666666666
1856,"Wyandotte, Kansas",0.7228571428571428
1857,"Wyoming, New York",0.5238852459016394
1858,"Wyoming, West Virginia",0.9225
1859,"Wythe, Virginia",2.6500000000000004
1860,"Yadkin, North Carolina",4.023666666666666
1861,"Yakima, Washington",1.1329725000000002
1862,"Yakutat, Alaska",0.0
1863,"Yamhill, Oregon",0.15416666666666667
1864,"Yancey, North Carolina",0.315
1865,"Yates, New York",0.6707619047619048
1866,"Yavapai, Arizona",0.2833333333333334
1867,"Yellowstone, Montana",0.03620689655172414
1868,"Yoakum, Texas",0.1
1869,"Yolo, California",0.7558333333333335
1870,"York, Maine",4.985047619047618
1871,"York, Nebraska",1.1469387755102043
1872,"York, South Carolina",0.3714414414414414
1873,"Young, Texas",2.7
1874,"Yukon-koyukuk census area, Alaska",0.7714285714285715
1875,"Yukon-koyukuk, Alaska",0.39729411764705885
1876,"Yuma county, Arizona",0.0
1877,"Yuma, Arizona",0.18181818181818182
1878,"Zavala, Texas",8.218750000000002
