,county,combinded_radium
693,"Guthrie, Iowa",2.9011111111111103
694,"Haines, Alaska",0.0
695,"Hale, Alabama",1.2
696,"Hale, Texas",0.2902777777777778
697,"Halifax, North Carolina",0.22972972972972974
698,"Halifax, Virginia",1.927586206896552
699,"Hall, Nebraska",1.0405405405405406
700,"Hamilton, Indiana",1.21
701,"Hamilton, Iowa",1.9600000000000002
702,"Hamilton, Kansas",2.90625
703,"Hamilton, Nebraska",0.9454545454545454
704,"Hamilton, New York",0.57
705,"Hamilton, Texas",2.1033333333333335
706,"Hamlin, South Dakota",0.0
707,"Hampshire, West Virginia",0.638
708,"Hampton, South Carolina",0.39
709,"Hancock, Illinois",0.49500000000000005
710,"Hancock, Iowa",3.311111111111111
711,"Hancock, Kentucky",0.615
712,"Hancock, Maine",2.191705882352941
713,"Hancock, Ohio",0.0
714,"Hancock, West Virginia",0.8606000000000001
715,"Hanover, Virginia",0.8060344827586209
716,"Hansford, Texas",0.1
717,"Hardin, Illinois",0.977
718,"Hardin, Iowa",2.5105263157894737
719,"Hardin, Kentucky",0.5794166666666667
720,"Hardin, Texas",1.5352380952380953
721,"Harding, New Mexico",1.465
722,"Harding, South Dakota",0.0
723,"Harford, Maryland",0.2376470588235294
724,"Harlan, Kentucky",1.05
725,"Harlan, Nebraska",0.8333333333333334
726,"Harmon, Oklahoma",0.3359375
727,"Harnett, North Carolina",0.25
728,"Harper, Kansas",0.4166666666666667
729,"Harper, Oklahoma",0.5860344827586208
730,"Harris, Texas",2.315266497461928
731,"Harrison, Iowa",0.8476923076923076
732,"Harrison, Kentucky",1.2
733,"Harrison, Missouri",3.7807692307692298
734,"Harrison, Ohio",2.0
735,"Harrison, Texas",1.0
736,"Harrison, West Virginia",0.8300000000000001
737,"Hartford, Connecticut",0.174433734939759
738,"Hartley, Texas",0.14100000000000001
739,"Harvey, Kansas",0.0
740,"Haskell, Kansas",0.35555555555555557
741,"Haskell, Oklahoma",0.795
742,"Haskell, Texas",0.0
743,"Hayes, Nebraska",1.1
744,"Hays, Texas",1.5908108108108108
745,"Haywood, North Carolina",0.28191489361702127
746,"Hemphill, Texas",0.0675
747,"Henderson, Illinois",9.944833333333332
748,"Henderson, Kentucky",0.3400000000000001
749,"Henderson, North Carolina",0.31053571428571436
750,"Henderson, Texas",1.0
751,"Henry, Alabama",0.39999999999999997
752,"Henry, Illinois",2.0370125
753,"Henry, Iowa",4.246363636363636
754,"Henry, Kentucky",2.5
755,"Henry, Missouri",0.43636363636363634
756,"Henry, Ohio",1.67
757,"Herkimer, New York",1.0212424242424245
758,"Hertford, North Carolina",0.0
759,"Hickman, Kentucky",2.1
760,"Hickory, Missouri",0.350909090909091
761,"Hidalgo, New Mexico",0.0
762,"Hidalgo, Texas",1.18
763,"Hill, Montana",0.325
764,"Hill, Texas",1.6
765,"Hills, New Hampshire",0.591031390134529
766,"Hillsborough county, New Hampshire",0.0
767,"Hitchcock, Nebraska",0.58
768,"Hocking, Ohio",0.0
769,"Hockley, Texas",0.022941176470588236
770,"Hodgeman, Kansas",3.7866666666666666
771,"Hoke, North Carolina",2.2846153846153845
772,"Holt, Missouri",0.26666666666666666
773,"Holt, Nebraska",0.44444444444444453
774,"Hood river, Oregon",0.3230769230769231
775,"Hood, Texas",1.6388888888888888
776,"Hooker, Nebraska",0.075
777,"Hoonah-angoon, Alaska",0.372
778,"Hopkins, Texas",0.5
779,"Horry, South Carolina",0.38421052631578945
780,"Houston, Alabama",0.2974358974358975
781,"Howard, Indiana",1.0
782,"Howard, Iowa",0.9872727272727272
783,"Howard, Maryland",2.4347826086956523
784,"Howard, Missouri",0.4
785,"Howard, Nebraska",0.35
786,"Howard, Texas",1.6
787,"Howell, Missouri",0.7043478260869563
788,"Hudson, New Jersey",0.6475
789,"Hudspeth, Texas",0.31428571428571433
790,"Hughes, Oklahoma",0.446568181818182
791,"Hughes, South Dakota",0.0
792,"Humboldt, California",1.397
793,"Humboldt, Iowa",2.227272727272727
794,"Humboldt, Nevada",0.16976853932584268
795,"Hunt, Texas",1.0
796,"Hunterdon, New Jersey",1.5745171339563862
797,"Huntington, Indiana",0.6599999999999999
798,"Huron, Ohio",3.0
799,"Hutchinson, Texas",0.028571428571428574
800,"Hyde, North Carolina",0.0
801,"Iberia, Louisiana",0.24
802,"Idaho, Idaho",0.6803333333333332
803,"Imperial, California",0.0
804,"Inyo, California",0.1155
805,"Iowa, Iowa",1.4841935483870963
806,"Iowa, Wisconsin",1.0335999999999999
807,"Iredell, North Carolina",1.7723958333333327
808,"Irion, Texas",2.6999999999999997
809,"Iron, Missouri",4.144615384615383
810,"Iron, Utah",1.2716216216216216
811,"Iron, Wisconsin",1.33125
812,"Iroquois, Illinois",1.1841147540983608
813,"Island, Washington",0.63
814,"Jackson, Illinois",0.55
815,"Jackson, Iowa",3.1889090909090902
816,"Jackson, Kansas",0.14285714285714285
817,"Jackson, Missouri",0.08
818,"Jackson, North Carolina",0.5370000000000001
819,"Jackson, Oklahoma",0.13825
820,"Jackson, Oregon",0.3016129032258064
821,"Jackson, Texas",1.9666666666666668
822,"Jackson, Wisconsin",1.8712499999999999
823,"Jasper, Illinois",0.8614999999999999
824,"Jasper, Iowa",0.0
825,"Jasper, Missouri",1.3628571428571425
826,"Jasper, South Carolina",0.19166666666666668
827,"Jasper, Texas",1.3142857142857145
828,"Jeff davis, Texas",0.0
829,"Jefferson, Alabama",0.1738888888888889
830,"Jefferson, Idaho",0.34227272727272723
831,"Jefferson, Iowa",5.5
832,"Jefferson, Kansas",0.4107142857142857
833,"Jefferson, Kentucky",0.696923076923077
834,"Jefferson, Missouri",1.4411458333333333
835,"Jefferson, Montana",0.7350000000000001
836,"Jefferson, Nebraska",1.2333333333333334
837,"Jefferson, New York",0.9164264705882355
838,"Jefferson, Oklahoma",0.5353103448275862
839,"Jefferson, Oregon",0.575
840,"Jefferson, Texas",1.0
841,"Jefferson, West Virginia",2.730294117647059
842,"Jefferson, Wisconsin",1.7555263157894738
843,"Jersey, Illinois",0.29
844,"Jessamine, Kentucky",1.1999999999999997
845,"Jewell, Kansas",1.6375000000000002
846,"Jim hogg, Texas",0.48
847,"Jim wells, Texas",0.29176470588235287
848,"Jo daviess, Illinois",3.5586486486486484
849,"Johnson, Illinois",1.225
850,"Johnson, Iowa",2.575668202764979
851,"Johnson, Kansas",0.6749999999999999
852,"Johnson, Missouri",1.2955555555555553
853,"Johnson, Nebraska",1.5999999999999999
854,"Johnson, Texas",1.358139534883721
855,"Johnson, Wyoming",1.3061111111111112
856,"Johnston, North Carolina",3.307407407407411
857,"Johnston, Oklahoma",0.6824396551724136
858,"Jones, Iowa",3.808888888888889
859,"Jones, North Carolina",0.0
860,"Josephine, Oregon",0.18181818181818182
861,"Juab, Utah",0.9034999999999999
862,"Judith basin, Montana",0.5882352941176471
863,"Juneau, Alaska",0.636
864,"Juneau, Wisconsin",2.166846153846154
865,"Kanawha, West Virginia",0.05
866,"Kane, Illinois",4.239221264367816
867,"Kane, Utah",1.7648979591836733
868,"Kankakee, Illinois",2.2600289855072453
869,"Karnes, Texas",0.3
870,"Kaufman, Texas",0.895
871,"Kay, Oklahoma",0.35225
872,"Kearney, Nebraska",0.6190476190476191
873,"Kearny, Kansas",0.44
874,"Keith, Nebraska",0.175
875,"Kenai peninsula, Alaska",0.20790697674418607
876,"Kendall, Illinois",2.877808
877,"Kendall, Texas",4.876779661016949
878,"Kenedy, Texas",0.0
879,"Kennebec, Maine",3.3745
880,"Kenosha, Wisconsin",0.9889464285714288
881,"Kent, Maryland",0.41
882,"Kent, Rhode Island",0.72125
883,"Kent, Texas",6.828
884,"Kenton, Kentucky",0.55
885,"Keokuk, Iowa",2.9605555555555556
886,"Kern, California",0.5417037037037036
887,"Kerr, Texas",3.711499999999999
888,"Kershaw, South Carolina",2.920588235294116
889,"Ketchikan gateway, Alaska",0.0
890,"Kewaunee, Wisconsin",1.629875
891,"Keya paha, Nebraska",0.0
892,"Kidder, North Dakota",0.59175
893,"Kimball, Nebraska",1.9
894,"Kimble, Texas",4.478571428571429
895,"King george, Virginia",0.52
896,"King william, Virginia",0.76
897,"Kingfisher, Oklahoma",0.290875
898,"Kingman, Kansas",0.35
899,"Kings, California",0.39
900,"Kingsbury, South Dakota",0.0
901,"Kiowa, Kansas",0.4666666666666667
902,"Kiowa, Oklahoma",0.5088750000000001
903,"Kitsap, Washington",0.2966666666666667
904,"Klamath, Oregon",0.3137037037037037
905,"Kleberg, Texas",0.7001724137931037
906,"Klickitat, Washington",0.9683333333333334
907,"Knott, Kentucky",0.9249999999999999
908,"Knox, Illinois",3.2452307692307696
909,"Knox, Kentucky",0.09
910,"Knox, Maine",0.0
911,"Knox, Nebraska",0.09999999999999999
912,"Knox, Texas",0.3333333333333333
913,"Kodiak island, Alaska",0.0
914,"Koochiching county, Minnesota",2.013333333333333
915,"Kootenai, Idaho",0.33428571428571424
916,"Kossuth, Iowa",3.3177142857142856
917,"La crosse, Wisconsin",1.2095918367346938
918,"La paz, Arizona",0.03684210526315789
919,"La porte, Indiana",1.32
920,"La salle, Illinois",11.069555555555555
921,"Labette, Kansas",0.0
922,"Laclede, Missouri",5.0
923,"Lafayette, Louisiana",1.09
924,"Lafayette, Missouri",0.13333333333333333
925,"Lafayette, Wisconsin",2.013333333333333
926,"Lake and peninsula, Alaska",0.0
927,"Lake, California",0.49812500000000004
928,"Lake, Illinois",2.8754733564013835
929,"Lake, Montana",0.33589743589743587
930,"Lake, Oregon",1.0
931,"Lake, South Dakota",0.0
932,"Lamar, Texas",1.0
933,"Lamb, Texas",0.18181818181818182
934,"Lamoille, Vermont",0.77744
935,"Lamoure, North Dakota",0.505
936,"Lampasas, Texas",1.0
937,"Lancaster, Nebraska",2.4909090909090916
938,"Lancaster, Virginia",0.905483870967742
939,"Lander, Nevada",0.43686666666666674
940,"Lane, Kansas",0.2571428571428572
941,"Lane, Oregon",0.2937837837837838
942,"Langlade, Wisconsin",2.0175
943,"Laporte, Indiana",1.24
944,"Laramie, Wyoming",0.754578313253012
945,"Larue, Kentucky",0.9
946,"Lasalle, Illinois",4.833728624535318
947,"Latah, Idaho",0.7696812499999999
948,"Latimer, Oklahoma",0.13096551724137934
949,"Laurens, South Carolina",0.0
950,"Lavaca, Texas",1.6
951,"Lawrence, Illinois",0.5733333333333334
952,"Lawrence, Kentucky",0.0
953,"Lawrence, Missouri",0.34375
954,"Lawrence, South Dakota",0.0
955,"Le flore, Oklahoma",0.6787499999999997
956,"Lea, New Mexico",0.12956876987096774
957,"Leavenworth, Kansas",0.7000000000000002
958,"Lee county, South Carolina",1.1363636363636362
959,"Lee, Illinois",3.906962162162163
960,"Lee, Iowa",1.0725
961,"Lee, North Carolina",1.064
962,"Lee, South Carolina",0.6000000000000001
963,"Lee, Texas",0.4
964,"Lemhi, Idaho",0.24
965,"Lenoir, North Carolina",0.09945054945054946
966,"Leon, Texas",0.0
967,"Leslie, Kentucky",1.0
968,"Letcher, Kentucky",0.2
969,"Lewis and clark, Montana",0.3054285714285714
970,"Lewis county, Washington",3.19
971,"Lewis, Idaho",0.8890799999999999
972,"Lewis, Kentucky",0.1
973,"Lewis, Missouri",0.55
974,"Lewis, New York",0.8133863636363636
975,"Lewis, Washington",2.57
976,"Lewis, West Virginia",0.3
977,"Lexington, South Carolina",2.4347222222222236
978,"Liberty, Montana",0.55
979,"Liberty, Texas",1.8676666666666673
980,"Licking, Ohio",2.8025
981,"Limestone, Alabama",0.5
982,"Limestone, Texas",1.0
983,"Lincoln, Idaho",1.145
984,"Lincoln, Kansas",0.5916666666666667
985,"Lincoln, Kentucky",0.995
986,"Lincoln, Louisiana",0.28
987,"Lincoln, Maine",0.335
988,"Lincoln, Missouri",4.068896321070236
989,"Lincoln, Montana",0.2
990,"Lincoln, Nebraska",0.54
991,"Lincoln, Nevada",0.37490576923076924
992,"Lincoln, New Mexico",0.7260016870851067
993,"Lincoln, North Carolina",0.6555555555555556
994,"Lincoln, Oklahoma",0.8703839285714283
995,"Lincoln, Oregon",0.12
996,"Lincoln, South Dakota",0.0
997,"Lincoln, Washington",2.31
998,"Lincoln, West Virginia",0.324
999,"Lincoln, Wisconsin",0.6025
1000,"Lincoln, Wyoming",0.77
1001,"Linn, Iowa",1.3405940594059405
1002,"Linn, Kansas",0.2714285714285714
1003,"Linn, Missouri",1.2
1004,"Linn, Oregon",0.022682926829268295
1005,"Lipscomb, Texas",0.08571428571428573
1006,"Litchfield, Connecticut",1.2597524752475247
1007,"Live oak, Texas",0.3918181818181818
1008,"Livingston, Illinois",1.4841739130434781
1009,"Livingston, Kentucky",0.125
1010,"Livingston, Missouri",1.2
1011,"Livingston, New York",0.8798461538461539
1012,"Llano, Texas",23.013275862068976
1013,"Logan, Illinois",0.6314333333333333
1014,"Logan, Kansas",0.4
1015,"Logan, North Dakota",0.0
1016,"Logan, Ohio",0.0
1017,"Logan, Oklahoma",0.994821256038647
1018,"Logan, West Virginia",1.0059999999999998
1019,"Los alamos, New Mexico",0.19768464344444447
1020,"Los angeles county, California",0.049
1021,"Los angeles, California",0.31343283582089576
1022,"Loudoun, Virginia",1.6026216216216214
1023,"Louisa, Iowa",0.7814285714285715
1024,"Louisa, Virginia",1.8976190476190473
1025,"Love, Oklahoma",0.683390625
1026,"Loving, Texas",0.0
1027,"Lowndes, Alabama",1.9
1028,"Lubbock, Texas",0.18429268292682932
1029,"Lucas, Iowa",0.0
1030,"Lucas, Ohio",2.335
1031,"Luna, New Mexico",0.13713679275510202
1032,"Lyman, South Dakota",0.0
1033,"Lynn, Texas",0.35714285714285715
1034,"Lyon, Iowa",0.0
1035,"Lyon, Kansas",0.0
1036,"Lyon, Kentucky",0.6
1037,"Lyon, Nevada",0.31770866197183123
1038,"Macon, Illinois",0.8063199999999999
1039,"Macon, North Carolina",0.1385981308411215
1040,"Macoupin, Illinois",1.4968
1041,"Madera, California",1.0316666666666665
1042,"Madison, Alabama",0.3240384615384615
1043,"Madison, Idaho",0.43000000000000005
1044,"Madison, Illinois",1.065875
1045,"Madison, Indiana",1.39
1046,"Madison, Iowa",0.0
1047,"Madison, Kentucky",0.3
1048,"Madison, Missouri",1.2
1049,"Madison, Montana",0.9243243243243244
1050,"Madison, Nebraska",1.3875000000000002
1051,"Madison, New York",0.5788235294117648
1052,"Madison, North Carolina",0.07526315789473684
1053,"Madison, Ohio",0.2
1054,"Madison, Virginia",1.6460000000000001
1055,"Mahaska, Iowa",0.0
1056,"Mahoning, Ohio",1.5
1057,"Major, Oklahoma",0.6399347826086955
1058,"Malheur, Oregon",0.4938461538461538
1059,"Manitowoc, Wisconsin",1.3276296296296295
1060,"Marathon, Wisconsin",1.2398108108108108
1061,"Maricopa, Arizona",0.2002661934338954
1062,"Maries, Missouri",0.6
1063,"Marinette, Wisconsin",2.274142857142857
1064,"Marion, Illinois",0.62125
1065,"Marion, Indiana",1.23875
1066,"Marion, Iowa",3.7771428571428576
1067,"Marion, Kansas",0.38181818181818183
1068,"Marion, Oregon",0.22428813559322036
1069,"Marion, South Carolina",0.25277777777777777
1070,"Marion, Texas",1.0
1071,"Marion, West Virginia",0.0
1072,"Marlboro, South Carolina",2.4000000000000004
1073,"Marquette, Wisconsin",1.26
1074,"Marshall, Illinois",2.5159499999999992
1075,"Marshall, Iowa",1.9009090909090913
1076,"Marshall, Kansas",0.6307692307692309
1077,"Marshall, Kentucky",0.44999999999999996
1078,"Marshall, Oklahoma",0.7930408163265305
1079,"Marshall, South Dakota",0.0
1080,"Marshall, West Virginia",0.42
1081,"Martin, North Carolina",0.0
1082,"Martin, Texas",0.475
1083,"Mason, Illinois",0.655875
1084,"Mason, Kentucky",0.3
1085,"Mason, Texas",6.611111111111111
1086,"Massac, Illinois",1.625
1087,"Matagorda, Texas",1.35625
1088,"Matanuska-susitna borough, Alaska",0.0
1089,"Matanuska-susitna, Alaska",0.8698214285714284
1090,"Mathews, Virginia",0.5566666666666666
1091,"Maverick, Texas",1.0
1092,"Mayes, Oklahoma",0.2026315789473684
1093,"Mcclain, Oklahoma",0.4968658536585365
1094,"Mccone, Montana",0.0
1095,"Mccook, South Dakota",0.0
1096,"Mccormick, South Carolina",0.1
1097,"Mccracken, Kentucky",4.0
1098,"Mcculloch, Texas",12.041721854304633
1099,"Mccurtain, Oklahoma",0.02666666666666667
1100,"Mcdonald, Missouri",5.673148148148147
1101,"Mcdonough, Illinois",3.4712941176470586
1102,"Mcdowell, North Carolina",0.07052631578947369
1103,"Mcdowell, West Virginia",0.43400000000000005
1104,"Mchenry, Illinois",2.0978600000000016
1105,"Mchenry, North Dakota",1.13
1106,"Mcintosh, North Dakota",0.56875
1107,"Mcintosh, Oklahoma",0.5354782608695652
1108,"Mckenzie, North Dakota",0.735625
1109,"Mckinley, New Mexico",1.4791904761904764
1110,"Mclean, Illinois",1.79966
1111,"Mclean, Kentucky",0.4
1112,"Mclean, North Dakota",0.6287999999999999
1113,"Mclennan, Texas",0.9958333333333332
1114,"Mcpherson, Kansas",0.9071428571428571
1115,"Meade, Kansas",0.28
1116,"Meade, Kentucky",0.87
1117,"Meade, South Dakota",0.0
1118,"Meagher, Montana",0.0
1119,"Mecklenburg, North Carolina",0.8293684210526316
1120,"Mecklenburg, Virginia",2.005
1121,"Medina, Ohio",0.0
1122,"Medina, Texas",5.145714285714287
1123,"Menard, Illinois",0.6
1124,"Mendocino, California",1.7783333333333333
1125,"Menominee, Michigan",2.83
1126,"Menominee, Wisconsin",0.655
1127,"Mercer, Illinois",2.7070731707317077
1128,"Mercer, Kentucky",1.0
1129,"Mercer, Missouri",0.1
1130,"Mercer, New Jersey",1.5513765182186237
1131,"Mercer, North Dakota",0.7893333333333333
1132,"Mercer, Ohio",0.0
1133,"Mercer, West Virginia",0.7406666666666667
1134,"Merrick, Nebraska",0.9
1135,"Merrimack, New Hampshire",0.5471610169491525
1136,"Miami, Indiana",1.2000000000000002
1137,"Miami, Kansas",0.8
1138,"Middlesex, Connecticut",0.3463087248322147
1139,"Middlesex, New Jersey",1.0072455089820358
1140,"Middlesex, Virginia",0.7206250000000001
1141,"Midland, Texas",0.11666666666666664
1142,"Milam, Texas",3.1999999999999997
1143,"Millard, Utah",1.408888888888889
1144,"Mille lacs county, Minnesota",0.75
1145,"Miller, Missouri",0.8173913043478259
1146,"Mills, Iowa",0.325
1147,"Mills, Texas",0.25
1148,"Milwaukee, Wisconsin",1.1489473684210525
1149,"Miner, South Dakota",0.0
1150,"Mineral, Montana",0.21428571428571427
1151,"Mineral, Nevada",0.4654586046511628
1152,"Mineral, West Virginia",0.5283333333333333
1153,"Mingo, West Virginia",0.4366666666666667
1154,"Minidoka, Idaho",0.2825
1155,"Minnehaha, South Dakota",0.0
1156,"Mississippi, Missouri",1.211111111111111
1157,"Missoula, Montana",0.2609174311926606
1158,"Mitchell, Iowa",1.511111111111111
1159,"Mitchell, Kansas",0.0
1160,"Mitchell, North Carolina",0.88
1161,"Mitchell, Texas",1.2799999999999998
1162,"Mobile, Alabama",0.7666666666666666
1163,"Modoc, California",1.55
1164,"Mohave, Arizona",0.5454950980392156
1165,"Moniteau, Missouri",0.8624999999999998
1166,"Monmouth, New Jersey",2.0931983805668017
1167,"Mono, California",0.0
1168,"Monona, Iowa",1.1333333333333333
1169,"Monroe, Alabama",3.6999999999999997
1170,"Monroe, Missouri",0.1
1171,"Monroe, New York",0.0
1172,"Monroe, West Virginia",0.615
1173,"Monroe, Wisconsin",1.5363333333333336
1174,"Montague, Texas",1.7999999999999998
1175,"Monterey, California",1.0405555555555552
1176,"Montgomery, Alabama",1.5
1177,"Montgomery, Illinois",1.1525384615384613
1178,"Montgomery, Iowa",0.0
1179,"Montgomery, Kansas",0.25
1180,"Montgomery, Maryland",1.1258260869565215
1181,"Montgomery, Missouri",4.748484848484848
1182,"Montgomery, New York",0.6527777777777778
1183,"Montgomery, North Carolina",0.0
1184,"Montgomery, Texas",3.0164028776978418
1185,"Montgomery, Virginia",0.47250000000000003
1186,"Moody, South Dakota",0.0
1187,"Moore, North Carolina",3.880939226519337
1188,"Moore, Texas",0.51
1189,"Mora, New Mexico",0.2717396622608696
1190,"Morgan, Illinois",1.201
1191,"Morgan, Missouri",0.6275000000000001
1192,"Morgan, Utah",0.8711764705882353
1193,"Morgan, West Virginia",0.6946000000000001
1194,"Morrill, Nebraska",0.2
1195,"Morris, Kansas",0.0
1196,"Morris, New Jersey",1.225145413870246
1197,"Morrow, Oregon",0.22062500000000002
1198,"Morton, Kansas",0.19999999999999998
1199,"Motley, Texas",0.32
1200,"Moultrie, Illinois",0.749
1201,"Mountrail, North Dakota",0.4366666666666667
1202,"Multnomah county, Oregon",0.0
1203,"Multnomah, Oregon",0.09727272727272726
1204,"Murray, Oklahoma",1.7848947368421055
1205,"Muscatine, Iowa",1.4116279069767443
1206,"Muskogee, Oklahoma",0.6765588235294115
1207,"Musselshell, Montana",0.2
1208,"Nacogdoches, Texas",1.0
1209,"Nance, Nebraska",1.3
1210,"Napa, California",1.2512500000000002
1211,"Nash, North Carolina",1.389014084507043
1212,"Nassau, New York",0.7077058823529412
1213,"Natchitoches, Louisiana",3.25
1214,"Natrona, Wyoming",0.9877272727272728
1215,"Navajo, Arizona",0.46085051546391737
1216,"Navarro, Texas",1.0
1217,"Nelson, Kentucky",0.0
1218,"Nelson, North Dakota",0.793
1219,"Nelson, Virginia",1.19
1220,"Nemaha, Kansas",0.6272727272727273
1221,"Nemaha, Nebraska",0.8250000000000001
1222,"Neosho, Kansas",0.0
1223,"Ness, Kansas",0.14666666666666667
1224,"New hanover, North Carolina",0.02747292418772563
1225,"New haven, Connecticut",0.3011553784860557
1226,"New kent, Virginia",0.40199999999999997
1227,"New london, Connecticut",0.25695961995249406
1228,"New madrid, Missouri",0.7227272727272727
1229,"Newberry, South Carolina",0.08579230769230771
1230,"Newport, Rhode Island",0.5158823529411765
1231,"Newton, Missouri",1.3838709677419356
1232,"Nez perce, Idaho",0.4828571428571428
1233,"Niagara, New York",0.7150000000000001
1234,"Nicholas, West Virginia",0.5691428571428572
1235,"Niobrara, Wyoming",0.4666666666666667
1236,"Noble, Indiana",2.0
1237,"Nodaway, Missouri",0.08333333333333333
1238,"Nolan, Texas",0.9725
1239,"Nome, Alaska",0.5834920634920634
1240,"North slope, Alaska",0.0
1241,"Northampton, North Carolina",0.029874999999999995
1242,"Northumberland, Virginia",0.5093023255813953
1243,"Northwest arctic borough, Alaska",1.25
1244,"Northwest arctic, Alaska",0.3416
1245,"Norton, Kansas",0.5499999999999999
1246,"Nottoway, Virginia",6.6
1247,"Nowata, Oklahoma",0.0
1248,"Nueces, Texas",0.4445454545454545
1249,"Nye, Nevada",0.40834656108597267
1250,"O'brien, Iowa",0.5333333333333333
1251,"Obrien, Iowa",1.4
1252,"Ocean, New Jersey",1.7176365795724475
1253,"Ochiltree, Texas",0.0
1254,"Oconee, South Carolina",0.17777777777777778
1255,"Oconto, Wisconsin",1.9713
1256,"Ogle, Illinois",3.0593611111111123
1257,"Ohio, Kentucky",0.5
1258,"Okanogan, Washington",0.62672
1259,"Okfuskee, Oklahoma",0.33188888888888884
1260,"Oklahoma, Oklahoma",0.8111763942931258
1261,"Okmulgee, Oklahoma",0.6953846153846153
1262,"Oldham, Kentucky",0.54
1263,"Oldham, Texas",0.125
1264,"Oneida, Idaho",0.745
1265,"Oneida, New York",0.4782860000000001
1266,"Oneida, Wisconsin",0.7057916666666667
1267,"Onondaga, New York",0.3424529411764705
1268,"Onslow, North Carolina",0.03478260869565218
1269,"Ontario, New York",0.8157571428571426
1270,"Orange, California",0.5782671232876709
1271,"Orange, New York",1.4544296875
1272,"Orange, North Carolina",0.5433333333333332
1273,"Orange, Texas",1.0999999999999999
1274,"Orange, Vermont",0.755
1275,"Orange, Virginia",0.02
1276,"Orangeburg, South Carolina",1.1531914893617023
1277,"Oregon, Missouri",0.1
1278,"Orleans, New York",0.0
1279,"Orleans, Vermont",1.0107142857142857
1280,"Osage, Kansas",2.114285714285714
1281,"Osage, Missouri",0.4666666666666666
1282,"Osage, Oklahoma",0.849070422535211
1283,"Osborne, Kansas",0.5625
1284,"Osceola, Iowa",0.0
1285,"Oswego, New York",0.4153846153846154
1286,"Otero county, New Mexico",4.51
1287,"Otero, New Mexico",0.15490820512195122
1288,"Otoe, Nebraska",0.0
1289,"Otsego, New York",0.6323875
1290,"Ottawa, Kansas",1.1562500000000002
1291,"Ottawa, Oklahoma",1.916118644067797
1292,"Ouachita, Louisiana",0.0
1293,"Outagamie, Wisconsin",1.662076923076923
1294,"Owen, Kentucky",0.1
1295,"Owsley, Kentucky",0.4
1296,"Owyhee, Idaho",0.496
1297,"Oxford, Maine",0.8726125
1298,"Ozark, Missouri",1.885714285714286
1299,"Ozaukee, Wisconsin",0.9663661971830987
1300,"Pacific, Washington",0.68
1301,"Page, Iowa",0.3666666666666667
1302,"Page, Virginia",0.7666666666666666
1303,"Palo alto, Iowa",0.4
1304,"Palo pinto, Texas",1.0
1305,"Pamlico, North Carolina",0.0
1306,"Panola, Texas",0.0
1307,"Park, Montana",0.11538461538461539
1308,"Park, Wyoming",1.46
1309,"Parke, Indiana",0.3
1310,"Parker, Texas",3.9188888888888886
1311,"Parmer, Texas",0.2872727272727273
1312,"Pasquotank, North Carolina",0.0
1313,"Passaic, New Jersey",1.00072
1314,"Patrick, Virginia",0.7842857142857144
1315,"Paulding, Ohio",2.0
1316,"Pawnee, Kansas",3.3518518518518516
1317,"Pawnee, Nebraska",0.0
1318,"Pawnee, Oklahoma",0.7900465116279068
1319,"Payette, Idaho",0.6505263157894736
1320,"Payne, Oklahoma",0.600240740740741
1321,"Pecos, Texas",4.529411764705882
1322,"Pembina, North Dakota",0.336
1323,"Pemiscot, Missouri",0.6166666666666667
1324,"Pender, North Carolina",0.0
1325,"Pendleton, West Virginia",0.08666666666666667
1326,"Pennington, South Dakota",0.0
1327,"Penobscot, Maine",0.0
1328,"Peoria, Illinois",6.132855769230771
1329,"Pepin, Wisconsin",1.0066666666666666
1330,"Perkins, Nebraska",0.8
1331,"Perquimans, North Carolina",0.0
1332,"Perry, Alabama",6.1
1333,"Perry, Illinois",5.228571428571429
1334,"Perry, Missouri",2.333333333333333
1335,"Pershing, Nevada",0.014814814814814815
1336,"Person, North Carolina",0.0
1337,"Petersburg, Alaska",0.0
1338,"Pettis, Missouri",1.4253333333333331
1339,"Phelps, Missouri",0.5871428571428571
1340,"Phelps, Nebraska",0.55
1341,"Phillips, Kansas",1.325
1342,"Phillips, Montana",0.0
1343,"Piatt, Illinois",1.1648181818181818
1344,"Pickens, South Carolina",0.6730769230769231
1345,"Pierce, Nebraska",0.585
1346,"Pierce, North Dakota",0.9265
1347,"Pierce, Wisconsin",1.377142857142857
1348,"Pike, Illinois",0.4475
1349,"Pike, Kentucky",1.7999999999999998
1350,"Pike, Missouri",1.85
1351,"Pima, Arizona",0.037827715355805244
1352,"Pinal, Arizona",0.254225352112676
1353,"Pitt, North Carolina",0.06621621621621622
1354,"Pittsburg, Oklahoma",0.5483999999999998
1355,"Pittsylvania, Virginia",3.12
1356,"Piute, Utah",1.2
1357,"Placer, California",0.0
1358,"Platte, Missouri",0.7666666666666666
1359,"Platte, Nebraska",0.4863636363636364
1360,"Platte, Wyoming",1.0235555555555556
1361,"Plymouth, Iowa",3.094117647058823
1362,"Pocahontas, Iowa",1.3555555555555554
1363,"Pocahontas, West Virginia",0.5200000000000001
1364,"Polk, Florida",0.0
1365,"Polk, Iowa",0.6189473684210526
1366,"Polk, Missouri",0.7941176470588237
1367,"Polk, Nebraska",2.1399999999999997
1368,"Polk, North Carolina",0.7222222222222222
1369,"Polk, Oregon",0.09375
1370,"Polk, Texas",7.518632478632476
1371,"Polk, Wisconsin",1.29996
