,county,heptachlor_epoxide
1539,"Montgomery, Texas",0.0
1540,"Montgomery, Virginia",0.0
1541,"Montmorency, Michigan",0.0
1542,"Montour, Pennsylvania",0.0
1543,"Moody, South Dakota",0.0
1544,"Moore county, Texas",0.0
1545,"Moore, North Carolina",0.0
1546,"Moore, Texas",0.0
1547,"Mora, New Mexico",0.0
1548,"Morehouse, Louisiana",0.0
1549,"Morgan, Alabama",0.0
1550,"Morgan, Illinois",0.0
1551,"Morgan, Indiana",0.0
1552,"Morgan, Kentucky",0.0
1553,"Morgan, Missouri",0.0
1554,"Morgan, Utah",0.0
1555,"Morgan, West Virginia",0.0
1556,"Morrill, Nebraska",0.0
1557,"Morris, Kansas",0.0
1558,"Morris, New Jersey",0.0
1559,"Morris, Texas",0.0
1560,"Morrison, Minnesota",0.0
1561,"Morrow, Oregon",0.0
1562,"Morton, North Dakota",0.0
1563,"Motley, Texas",0.0
1564,"Moultrie, Illinois",0.0
1565,"Mountrail, North Dakota",0.0
1566,"Mower, Minnesota",0.0
1567,"Muhlenberg, Kentucky",0.0
1568,"Multnomah county, Oregon",0.0
1569,"Multnomah, Oregon",0.0
1570,"Murray, Minnesota",0.0
1571,"Muskegon, Michigan",0.0
1572,"Musselshell, Montana",0.0
1573,"Nacogdoches, Texas",0.0
1574,"Nance, Nebraska",0.0
1575,"Nantucket, Massachusetts",0.0
1576,"Napa, California",0.0
1577,"Nash, North Carolina",0.001046979865771812
1578,"Nassau, Florida",3.818181818181818e-05
1579,"Nassau, New York",0.0011272401433691755
1580,"Natchitoches, Louisiana",0.0
1581,"Natrona, Wyoming",0.0
1582,"Navajo, Arizona",0.0
1583,"Navarro, Texas",0.0
1584,"Nelson, Kentucky",0.0018181818181818182
1585,"Nelson, North Dakota",0.0
1586,"Nelson, Virginia",0.0
1587,"Nemaha, Nebraska",0.0
1588,"Neosho, Kansas",0.0
1589,"Nevada county, Arkansas",0.0
1590,"Nevada, Arkansas",0.0
1591,"Nevada, California",0.0
1592,"New hanover, North Carolina",0.0
1593,"New haven, Connecticut",0.0
1594,"New london, Connecticut",0.0
1595,"New madrid, Missouri",0.0
1596,"Newaygo, Michigan",0.0
1597,"Newberry, South Carolina",0.0
1598,"Newport, Rhode Island",0.0
1599,"Newton county, Arkansas",0.0
1600,"Newton, Arkansas",0.0
1601,"Newton, Indiana",0.0
1602,"Newton, Missouri",0.0
1603,"Newton, Texas",0.0
1604,"Nez perce, Idaho",0.0
1605,"Niagara, New York",0.0
1606,"Nicholas, Kentucky",0.0
1607,"Nicholas, West Virginia",0.0
1608,"Nicollet, Minnesota",0.0
1609,"Niobrara, Wyoming",0.0
1610,"Noble, Indiana",0.0
1611,"Nobles, Minnesota",0.0
1612,"Nodaway, Missouri",0.0
1613,"Nolan, Texas",0.0
1614,"Norfolk, Massachusetts",0.0
1615,"Norfolk, Virginia",0.0
1616,"North slope, Alaska",0.0
1617,"Northampton county, Pennsylvania",0.0
1618,"Northampton, North Carolina",0.0
1619,"Northampton, Pennsylvania",0.0
1620,"Northampton, Virginia",0.0
1621,"Northumberland, Pennsylvania",0.0
1622,"Northumberland, Virginia",0.0
1623,"Norton, Kansas",0.0
1624,"Nottoway, Virginia",0.0
1625,"Nuckolls, Nebraska",0.0
1626,"Nueces, Texas",0.0
1627,"Nye, Nevada",0.00019047619047619048
1628,"Oakland, Michigan",0.0
1629,"Ocean, New Jersey",0.0
1630,"Oceana, Michigan",0.0
1631,"Ochiltree, Texas",0.0
1632,"Oconee, South Carolina",0.0
1633,"Oconto, Wisconsin",0.0
1634,"Ogemaw, Michigan",0.0
1635,"Ogle, Illinois",0.0
1636,"Ohio, Indiana",0.0
1637,"Ohio, Kentucky",0.0
1638,"Ohio, West Virginia",0.0
1639,"Okaloosa county, Florida",0.0
1640,"Okaloosa, Florida",0.0
1641,"Okanogan, Washington",0.0
1642,"Okeechobee, Florida",0.0
1643,"Oldham, Kentucky",0.0
1644,"Oldham, Texas",0.0
1645,"Olmsted, Minnesota",0.0
1646,"Oneida, Idaho",0.0
1647,"Oneida, New York",0.0
1648,"Oneida, Wisconsin",0.0
1649,"Onondaga, New York",0.0
1650,"Onslow, North Carolina",0.0
1651,"Ontario, New York",0.0
1652,"Ontonagon, Michigan",0.0
1653,"Orange, California",0.0
1654,"Orange, Florida",0.0
1655,"Orange, New York",0.0
1656,"Orange, North Carolina",0.0004189944134078212
1657,"Orange, Texas",0.0
1658,"Orange, Vermont",0.0
1659,"Orange, Virginia",0.0
1660,"Orangeburg, South Carolina",0.0
1661,"Oregon, Missouri",0.0
1662,"Orleans, Louisiana",0.0
1663,"Orleans, New York",0.0
1664,"Orleans, Vermont",0.0
1665,"Osage, Kansas",0.0
1666,"Osage, Missouri",0.0
1667,"Osceola, Florida",0.0
1668,"Osceola, Michigan",0.0
1669,"Oscoda, Michigan",0.0
1670,"Oswego, New York",0.0
1671,"Otero county, New Mexico",0.0
1672,"Otero, New Mexico",0.0
1673,"Otoe, Nebraska",0.0
1674,"Otsego, Michigan",0.0
1675,"Otsego, New York",0.0
1676,"Ottawa, Michigan",0.0
1677,"Otter tail, Minnesota",0.0
1678,"Ouachita, Arkansas",0.0
1679,"Ouachita, Louisiana",0.0
1680,"Outagamie, Wisconsin",0.0
1681,"Owen, Indiana",0.0
1682,"Owen, Kentucky",0.0
1683,"Owsley, Kentucky",0.0
1684,"Owyhee, Idaho",0.0
1685,"Oxford, Maine",0.0
1686,"Ozark, Missouri",0.0
1687,"Ozaukee, Wisconsin",0.0
1688,"Pacific, Washington",0.0
1689,"Page, Virginia",0.0
1690,"Palm beach, Florida",0.0
1691,"Palo pinto, Texas",0.0
1692,"Pamlico, North Carolina",0.0
1693,"Panola, Texas",0.0
1694,"Park, Montana",0.0
1695,"Park, Wyoming",0.0
1696,"Parke, Indiana",0.0
1697,"Parker, Texas",0.0
1698,"Parmer, Texas",0.0
1699,"Pasco county, Florida",0.0
1700,"Pasco, Florida",0.01094237288135593
1701,"Pasquotank, North Carolina",0.0
1702,"Passaic, New Jersey",0.0
1703,"Patrick, Virginia",0.0
1704,"Pawnee, Nebraska",0.0
1705,"Payette, Idaho",0.0
1706,"Pecos, Texas",0.0
1707,"Pembina, North Dakota",0.0
1708,"Pemiscot, Missouri",0.0
1709,"Pend oreille, Washington",0.0
1710,"Pender, North Carolina",0.0
1711,"Pendleton, Kentucky",0.0
1712,"Pendleton, West Virginia",0.0
1713,"Pennington, Minnesota",0.0
1714,"Pennington, South Dakota",0.0
1715,"Penobscot, Maine",0.0
1716,"Peoria, Illinois",0.0
1717,"Pepin, Wisconsin",0.0
1718,"Perkins, Nebraska",0.0
1719,"Perquimans, North Carolina",0.0
1720,"Perry county, Pennsylvania",0.0
1721,"Perry, Alabama",0.0
1722,"Perry, Arkansas",0.0
1723,"Perry, Illinois",0.0
1724,"Perry, Indiana",0.0
1725,"Perry, Kentucky",0.0
1726,"Perry, Missouri",0.0
1727,"Perry, Pennsylvania",0.0
1728,"Pershing, Nevada",0.0
1729,"Person, North Carolina",0.0
1730,"Petroleum, Montana",0.0
1731,"Pettis, Missouri",0.0
1732,"Phelps, Missouri",0.0
1733,"Phelps, Nebraska",0.0
1734,"Philadelphia, Pennsylvania",0.0
1735,"Phillips, Arkansas",0.0
1736,"Phillips, Kansas",0.0
1737,"Phillips, Montana",0.0
1738,"Piatt, Illinois",0.0
1739,"Pickens, Alabama",0.0
1740,"Pickens, South Carolina",0.0
1741,"Pierce county, Washington",0.0
1742,"Pierce, Nebraska",0.0
1743,"Pierce, North Dakota",0.0
1744,"Pierce, Washington",0.0
1745,"Pierce, Wisconsin",0.0
1746,"Pike, Alabama",0.0
1747,"Pike, Arkansas",0.0
1748,"Pike, Illinois",0.0
1749,"Pike, Indiana",0.0
1750,"Pike, Kentucky",0.0
1751,"Pike, Missouri",0.0
1752,"Pike, Ohio",0.0
1753,"Pike, Pennsylvania",0.0
1754,"Pima, Arizona",0.0
1755,"Pinal, Arizona",0.0
1756,"Pine, Minnesota",0.0
1757,"Pinellas, Florida",0.0
1758,"Pipestone, Minnesota",0.0
1759,"Piscataquis, Maine",0.0
1760,"Pitt, North Carolina",0.0
1761,"Pittsylvania, Virginia",0.0
1762,"Piute, Utah",0.0
1763,"Placer, California",0.0
1764,"Plaquemines, Louisiana",0.0
1765,"Platte, Missouri",0.0
1766,"Platte, Nebraska",0.0
1767,"Platte, Wyoming",0.0
1768,"Pleasants, West Virginia",0.0
1769,"Plymouth, Massachusetts",0.0
1770,"Pocahontas, West Virginia",0.0
1771,"Poinsett, Arkansas",0.0
1772,"Pointe coupee parish, Louisiana",0.0
1773,"Pointe coupee, Louisiana",0.0
1774,"Polk, Arkansas",0.0
1775,"Polk, Florida",0.0
1776,"Polk, Minnesota",0.0
1777,"Polk, Missouri",0.0
1778,"Polk, Nebraska",0.0
1779,"Polk, North Carolina",0.0
1780,"Polk, Oregon",0.0
1781,"Polk, Texas",0.0
1782,"Polk, Wisconsin",0.0
1783,"Pondera, Montana",0.0
1784,"Pope, Arkansas",0.0
1785,"Pope, Illinois",0.0
1786,"Pope, Minnesota",0.0
1787,"Portage county, Wisconsin",0.0
1788,"Portage, Wisconsin",0.0
1789,"Porter, Indiana",0.0
1790,"Portsmouth, Virginia",0.0
1791,"Posey, Indiana",0.0
1792,"Potter, Pennsylvania",0.0
1793,"Potter, Texas",0.0
1794,"Powder river, Montana",0.0
1795,"Powell, Kentucky",0.0
1796,"Powell, Montana",0.0
1797,"Power, Idaho",0.0
1798,"Prairie, Arkansas",0.0
1799,"Prairie, Montana",0.0
1800,"Presidio, Texas",0.0
1801,"Presque isle, Michigan",0.0
1802,"Preston, West Virginia",0.0
1803,"Price, Wisconsin",0.0
1804,"Prince george's, Maryland",0.0
1805,"Prince george, Virginia",0.0
1806,"Prince georges, Maryland",0.0
1807,"Prince william, Virginia",0.0
1808,"Providence, Rhode Island",0.0
1809,"Pulaski, Arkansas",0.0
1810,"Pulaski, Illinois",0.0
1811,"Pulaski, Indiana",0.0
1812,"Pulaski, Kentucky",0.0
1813,"Pulaski, Missouri",0.0
1814,"Pulaski, Virginia",0.0
1815,"Putnam county, Indiana",0.0
1816,"Putnam, Florida",8.823529411764705e-06
1817,"Putnam, Illinois",0.0
1818,"Putnam, Indiana",0.0
1819,"Putnam, Missouri",0.0
1820,"Putnam, New York",0.005917159763313609
1821,"Putnam, Tennessee",0.0
1822,"Putnam, West Virginia",0.0
1823,"Quay, New Mexico",0.0
1824,"Queen anne's, Maryland",0.0
1825,"Racine, Wisconsin",0.0
1826,"Radford, Virginia",0.0
1827,"Rains, Texas",0.0
1828,"Raleigh, West Virginia",0.0
1829,"Ramsey, Minnesota",0.0
1830,"Ramsey, North Dakota",0.0
1831,"Randall, Texas",0.0
1832,"Randolph, Alabama",0.0
1833,"Randolph, Arkansas",0.0
1834,"Randolph, Illinois",0.0
1835,"Randolph, Indiana",0.0
1836,"Randolph, Missouri",0.0
1837,"Randolph, North Carolina",0.0
1838,"Randolph, West Virginia",0.0
1839,"Ransom, North Dakota",0.0
1840,"Rapides, Louisiana",0.0
1841,"Ravalli, Montana",0.0
1842,"Ray, Missouri",0.0
1843,"Reagan, Texas",0.0
1844,"Real, Texas",0.0
1845,"Red lake, Minnesota",0.0
1846,"Red river, Louisiana",0.0
1847,"Red river, Texas",0.0
1848,"Red willow, Nebraska",0.0
1849,"Redwood, Minnesota",0.0
1850,"Reeves, Texas",0.0
1851,"Refugio, Texas",0.0
1852,"Rensselaer, New York",0.0
1853,"Renville, Minnesota",0.0
1854,"Reynolds, Missouri",0.0
1855,"Rice, Minnesota",0.0
1856,"Rich, Utah",0.0
1857,"Richardson, Nebraska",0.0
1858,"Richland, Illinois",0.0
1859,"Richland, Louisiana",0.0
1860,"Richland, Montana",0.0
1861,"Richland, North Dakota",0.0
1862,"Richland, Ohio",0.0
1863,"Richland, South Carolina",0.0
1864,"Richland, Wisconsin",0.0
1865,"Richmond, North Carolina",0.0
1866,"Richmond, Virginia",0.0
1867,"Riley, Kansas",0.0
1868,"Rio arriba, New Mexico",0.0
1869,"Ripley, Indiana",0.0
1870,"Ripley, Missouri",0.0
1871,"Ritchie, West Virginia",0.0
1872,"Riverside, California",0.0
1873,"Roane, West Virginia",0.0
1874,"Roanoke, Virginia",0.0
1875,"Roberts, South Dakota",0.0
1876,"Roberts, Texas",0.0
1877,"Robertson, Texas",0.0
1878,"Robeson, North Carolina",0.0
1879,"Rock island, Illinois",0.0002262773722627737
1880,"Rock, Minnesota",0.0
1881,"Rock, Nebraska",0.0
1882,"Rock, Wisconsin",0.0
1883,"Rockbridge, Virginia",0.0
1884,"Rockcastle, Kentucky",0.0
1885,"Rockingham, New Hampshire",0.0
1886,"Rockingham, North Carolina",0.0
1887,"Rockingham, Virginia",0.0
1888,"Rockland, New York",0.0
1889,"Rolette, North Dakota",0.0
1890,"Roosevelt, Montana",0.0
1891,"Roosevelt, New Mexico",0.0
1892,"Roscommon, Michigan",0.0
1893,"Roseau, Minnesota",0.0
1894,"Rosebud, Montana",0.0
1895,"Rowan county, North Carolina",0.0
1896,"Rowan, Kentucky",0.0
1897,"Rowan, North Carolina",0.0
1898,"Runnels, Texas",0.0
1899,"Rush, Indiana",0.0
1900,"Rusk, Texas",0.0
1901,"Rusk, Wisconsin",0.0
1902,"Russell, Alabama",0.0
1903,"Russell, Kansas",0.0
1904,"Russell, Kentucky",0.0
1905,"Russell, Virginia",0.0
1906,"Rutherford, North Carolina",0.0
1907,"Rutland, Vermont",0.0
1908,"Sabine, Louisiana",0.0
1909,"Sabine, Texas",0.0
1910,"Sacramento county, California",0.0
1911,"Sacramento, California",0.0
1912,"Sagadahoc, Maine",0.0
1913,"Saginaw, Michigan",0.0
1914,"Saint bernard, Louisiana",0.0
1915,"Saint charles, Missouri",0.0
1916,"Saint clair, Michigan",0.0
1917,"Saint francois, Missouri",0.0
1918,"Saint james, Louisiana",0.0
1919,"Saint joseph, Michigan",0.0
1920,"Saint landry, Louisiana",0.0
1921,"Saint lawrence, New York",0.0
1922,"Saint louis, Minnesota",0.0
1923,"Saint louis, Missouri",0.0
1924,"Saint marys, Maryland",0.0
1925,"Saint tammany, Louisiana",0.0
1926,"Salem, New Jersey",0.0
1927,"Salem, Virginia",0.0
1928,"Saline county, Arkansas",0.0
1929,"Saline, Arkansas",0.0
1930,"Saline, Illinois",0.0
1931,"Saline, Kansas",0.0
1932,"Saline, Missouri",0.0
1933,"Saline, Nebraska",0.0009701492537313433
1934,"Salt lake, Utah",0.0
1935,"Saluda, South Carolina",0.0
1936,"Sampson, North Carolina",0.0
1937,"San augustine, Texas",0.0
1938,"San benito, California",0.0
1939,"San bernardino county, California",0.0
1940,"San bernardino, California",0.0
1941,"San diego county, California",0.0
1942,"San diego, California",0.0
1943,"San francisco, California",0.0
1944,"San jacinto, Texas",0.0
1945,"San joaquin, California",0.0
1946,"San juan, New Mexico",0.0
1947,"San juan, Utah",0.0
1948,"San juan, Washington",0.0
1949,"San luis obispo, California",0.0
1950,"San mateo, California",0.0
1951,"San miguel, New Mexico",0.0
1952,"San patricio, Texas",0.0
1953,"San saba, Texas",0.0
1954,"Sanborn, South Dakota",0.0
1955,"Sanders, Montana",0.0
1956,"Sandoval, New Mexico",0.0
1957,"Sangamon, Illinois",0.0
1958,"Sanilac, Michigan",0.0
1959,"Sanpete, Utah",0.0
1960,"Santa barbara, California",0.0
1961,"Santa clara, California",0.0
1962,"Santa cruz, Arizona",0.0
1963,"Santa cruz, California",0.0
1964,"Santa fe, New Mexico",0.0
1965,"Santa rosa county, Florida",0.0
1966,"Santa rosa, Florida",5.671641791044776e-05
1967,"Sarasota, Florida",9.313725490196079e-05
1968,"Saratoga, New York",0.0
1969,"Sargent, North Dakota",0.0
1970,"Sarpy, Nebraska",0.0
1971,"Sauk, Wisconsin",0.0
1972,"Saunders, Nebraska",0.0
1973,"Sawyer, Wisconsin",0.0
1974,"Schenectady, New York",0.0
1975,"Schleicher, Texas",0.0
1976,"Schoharie, New York",0.0
1977,"Schoolcraft, Michigan",0.0
1978,"Schuyler, Illinois",0.0
1979,"Schuyler, New York",0.0
1980,"Schuylkill, Pennsylvania",0.0
1981,"Scotland, Missouri",0.0
1982,"Scotland, North Carolina",0.0
1983,"Scott, Arkansas",0.0
1984,"Scott, Illinois",0.0
1985,"Scott, Indiana",0.0
1986,"Scott, Iowa",0.0
1987,"Scott, Kentucky",0.0
1988,"Scott, Minnesota",0.0
1989,"Scott, Missouri",0.0
1990,"Scott, Virginia",0.0
1991,"Scotts bluff, Nebraska",0.0
1992,"Scurry, Texas",0.0
1993,"Searcy, Arkansas",0.0
1994,"Sebastian, Arkansas",0.0
1995,"Sedgwick, Kansas",0.0
1996,"Seminole county, Florida",0.0
1997,"Seminole, Florida",0.0
1998,"Seneca, New York",0.0
1999,"Seneca, Ohio",0.0
2000,"Sevier, Arkansas",0.0
2001,"Sevier, Utah",0.0
2002,"Seward, Nebraska",0.0
2003,"Shackelford, Texas",0.0
2004,"Shannon, Missouri",0.0
2005,"Shannon, South Dakota",0.0
2006,"Sharp county, Arkansas",0.0
2007,"Sharp, Arkansas",0.0
2008,"Shasta, California",0.0
2009,"Shawano, Wisconsin",0.0
2010,"Shawnee, Kansas",0.0
2011,"Sheboygan, Wisconsin",0.0
2012,"Shelby, Alabama",0.0
2013,"Shelby, Illinois",0.0
2014,"Shelby, Indiana",0.0
2015,"Shelby, Kentucky",0.0
2016,"Shelby, Missouri",0.0
2017,"Shelby, Ohio",0.0
2018,"Shelby, Tennessee",0.0
2019,"Shelby, Texas",0.0
2020,"Shenandoah, Virginia",0.0
2021,"Sherburne, Minnesota",0.0
2022,"Sheridan, Montana",0.0
2023,"Sheridan, Nebraska",0.0
2024,"Sheridan, North Dakota",0.0
2025,"Sheridan, Wyoming",0.0
2026,"Sherman, Nebraska",0.0
2027,"Sherman, Oregon",0.0
2028,"Sherman, Texas",0.0
2029,"Shiawassee, Michigan",0.0
2030,"Shoshone, Idaho",0.0
2031,"Sibley, Minnesota",0.0
2032,"Sierra, New Mexico",0.0
2033,"Silver bow, Montana",0.0
2034,"Silverbow, Montana",0.0
2035,"Simpson, Kentucky",0.0
2036,"Sioux, Nebraska",0.0
2037,"Sioux, North Dakota",0.0
2038,"Siskiyou, California",0.0
2039,"Skagit, Washington",0.0
2040,"Skamania, Washington",0.0
2041,"Slope, North Dakota",0.0
2042,"Smith, Texas",0.0
2043,"Smyth, Virginia",0.0
2044,"Snohomish, Washington",0.0
2045,"Snyder county, Pennsylvania",0.0
2046,"Snyder, Pennsylvania",0.0
2047,"Socorro, New Mexico",0.0
2048,"Solano, California",0.0
2049,"Somerset county, Pennsylvania",0.0
2050,"Somerset, Maine",0.0
2051,"Somerset, Maryland",0.0
2052,"Somerset, New Jersey",0.0
2053,"Somerset, Pennsylvania",0.0
2054,"Somervell, Texas",0.0
2055,"Sonoma, California",0.0
2056,"Southampton, Virginia",0.0
2057,"Southeast fairbanks, Alaska",0.0
2058,"Spartanburg, South Carolina",0.0
2059,"Spencer, Indiana",0.0
2060,"Spink county, South Dakota",0.0
2061,"Spokane, Washington",0.0
2062,"Spotsylvania, Virginia",0.0
2063,"St clair, Alabama",0.0
2064,"St helena, Louisiana",0.0
2065,"St joseph, Indiana",0.0
2066,"St landry, Louisiana",0.0
2067,"St lawrence, New York",0.0
2068,"St louis, Missouri",0.0
2069,"St mary's, Maryland",0.0
2070,"St tammany, Louisiana",0.0
2071,"St. bernard, Louisiana",0.0
2072,"St. charles, Louisiana",0.0
2073,"St. charles, Missouri",0.0
2074,"St. clair county, Missouri",0.0
2075,"St. clair, Alabama",0.0
2076,"St. clair, Illinois",0.0006527777777777777
2077,"St. clair, Michigan",0.0
2078,"St. clair, Missouri",0.0
2079,"St. croix, Wisconsin",0.0
2080,"St. francis, Arkansas",0.0
2081,"St. francois, Missouri",0.0
2082,"St. helena, Louisiana",0.0
2083,"St. james, Louisiana",0.0
2084,"St. john the baptist parish, Louisiana",0.0
2085,"St. john the baptist, Louisiana",0.0
2086,"St. johns, Florida",0.0
2087,"St. joseph county, Indiana",0.0
2088,"St. joseph, Indiana",0.0
2089,"St. joseph, Michigan",0.0
2090,"St. landry, Louisiana",0.0
2091,"St. lawrence, New York",0.0
2092,"St. louis city, Missouri",0.0
2093,"St. louis, Minnesota",0.0
2094,"St. louis, Missouri",0.0
2095,"St. lucie, Florida",0.0
2096,"St. martin parish, Louisiana",0.0
2097,"St. martin, Louisiana",0.0
2098,"St. mary parish, Louisiana",0.0
2099,"St. mary's county, Maryland",0.0
2100,"St. mary's, Maryland",0.0
2101,"St. mary, Louisiana",0.0
2102,"St. tammany parish, Louisiana",0.0
2103,"St. tammany, Louisiana",0.0
2104,"Stafford, Virginia",0.0
2105,"Stanislaus, California",0.0
2106,"Stanly, North Carolina",0.0
2107,"Stanton, Nebraska",0.0
2108,"Stark, Illinois",0.0
2109,"Stark, North Dakota",0.0
2110,"Starke, Indiana",0.0
2111,"Starr, Texas",0.0
2112,"Staunton, Virginia",0.0
2113,"Ste. genevieve, Missouri",0.0
2114,"Stearns, Minnesota",0.0
2115,"Steele, Minnesota",0.0
2116,"Stephens, Texas",0.0
2117,"Stephenson, Illinois",0.0
2118,"Sterling, Texas",0.0
2119,"Steuben, Indiana",0.0
2120,"Steuben, New York",0.0
2121,"Stevens, Minnesota",0.0
2122,"Stevens, Washington",0.0
2123,"Stillwater, Montana",0.0
2124,"Stoddard, Missouri",0.0
2125,"Stokes, North Carolina",0.0
2126,"Stone, Arkansas",0.0
2127,"Stone, Missouri",0.0
2128,"Stonewall, Texas",0.0
2129,"Storey, Nevada",0.0
2130,"Strafford, New Hampshire",0.0
2131,"Stutsman, North Dakota",0.0
2132,"Sublette, Wyoming",0.0
2133,"Suffolk city, Virginia",0.0
2134,"Suffolk, Massachusetts",0.0
2135,"Suffolk, Virginia",0.0
2136,"Sullivan, Indiana",0.0
2137,"Sullivan, Missouri",0.0
2138,"Sullivan, New Hampshire",0.0
2139,"Sullivan, New York",0.0
2140,"Sullivan, Pennsylvania",0.0
2141,"Summers, West Virginia",0.0
2142,"Summit, Utah",0.0
2143,"Sumner, Kansas",0.0
2144,"Sumter, Alabama",0.0
2145,"Sumter, Florida",0.0
2146,"Sumter, South Carolina",0.0
2147,"Surry, North Carolina",0.00010721649484536083
2148,"Surry, Virginia",0.0
2149,"Susquehanna, Pennsylvania",0.0
2150,"Sussex, New Jersey",0.0
2151,"Sutter, California",0.0
2152,"Sutton, Texas",0.0
2153,"Suwannee, Florida",0.0
2154,"Swain, North Carolina",0.0
2155,"Sweet grass, Montana",0.0
2156,"Sweetwater county, Wyoming",0.0
2157,"Sweetwater, Wyoming",0.0
2158,"Swift county, Minnesota",0.0
2159,"Swift, Minnesota",0.0
2160,"Swisher, Texas",0.0
2161,"Switzerland, Indiana",0.0
2162,"Talbot, Maryland",0.0
2163,"Talladega, Alabama",0.0
2164,"Tallapoosa, Alabama",0.0
2165,"Taney, Missouri",0.0
2166,"Tangipahoa parish, Louisiana",0.0
2167,"Tangipahoa, Louisiana",0.0
2168,"Taos, New Mexico",0.0
2169,"Tarrant, Texas",0.0014655172413793102
2170,"Taylor, Florida",0.0
2171,"Taylor, Kentucky",0.0
2172,"Taylor, Texas",0.0
2173,"Taylor, West Virginia",0.0
2174,"Taylor, Wisconsin",0.0
2175,"Tazewell, Illinois",0.0
2176,"Tazewell, Virginia",0.0
2177,"Tensas, Louisiana",0.0
2178,"Terrebonne, Louisiana",0.0
2179,"Terrell, Texas",0.0
2180,"Terry, Texas",0.0
2181,"Teton, Idaho",0.0
2182,"Teton, Montana",0.0
2183,"Teton, Wyoming",0.0
2184,"Texas, Missouri",0.0
2185,"Thayer, Nebraska",0.0
2186,"Thomas, Nebraska",0.0
2187,"Throckmorton, Texas",0.0
2188,"Thurston, Nebraska",0.0
2189,"Thurston, Washington",0.0
2190,"Tillamook county, Oregon",0.0
2191,"Tillamook, Oregon",0.0
2192,"Tioga county, Pennsylvania",0.0
2193,"Tioga, New York",0.0
2194,"Tioga, Pennsylvania",0.0
2195,"Tippecanoe, Indiana",0.0
2196,"Tipton, Indiana",0.0
2197,"Titus, Texas",0.0
2198,"Todd, Kentucky",0.0
2199,"Todd, Minnesota",0.0
2200,"Todd, South Dakota",0.0
2201,"Tolland, Connecticut",0.0
2202,"Tom green, Texas",0.0
2203,"Tompkins, New York",0.0
2204,"Tooele, Utah",0.0
2205,"Toole, Montana",0.0
2206,"Torrance, New Mexico",0.0
2207,"Towner, North Dakota",0.0
2208,"Traill, North Dakota",0.0
2209,"Transylvania, North Carolina",0.0
2210,"Traverse, Minnesota",0.0
2211,"Travis, Texas",0.0
2212,"Treasure, Montana",0.0
2213,"Trempealeau, Wisconsin",0.0
2214,"Trigg, Kentucky",0.0
2215,"Trimble, Kentucky",0.0
2216,"Trinity, Texas",0.0
2217,"Tripp, South Dakota",0.0
2218,"Tucker, West Virginia",0.0
2219,"Tulare, California",0.0
2220,"Turner, South Dakota",0.0
2221,"Tuscaloosa, Alabama",0.0
2222,"Tuscola, Michigan",0.0
2223,"Twin falls, Idaho",0.0
2224,"Tyler, Texas",0.0
2225,"Tyler, West Virginia",0.0
2226,"Tyrrell, North Carolina",0.0
2227,"Uinta, Wyoming",0.0
2228,"Uintah, Utah",0.0
2229,"Ulster, New York",0.0
2230,"Umatilla, Oregon",0.0
2231,"Union parish, Louisiana",0.0
2232,"Union, Arkansas",0.0
2233,"Union, Florida",0.0
2234,"Union, Illinois",0.0
2235,"Union, Indiana",0.0
2236,"Union, Kentucky",0.0
2237,"Union, Louisiana",0.0
2238,"Union, New Mexico",0.0
2239,"Union, North Carolina",0.0
2240,"Union, Oregon",0.0
2241,"Union, Pennsylvania",0.0
2242,"Union, South Carolina",0.0
2243,"Union, South Dakota",0.0
2244,"Unknown, South Carolina",0.0
2245,"Upshur, Texas",0.0
2246,"Upshur, West Virginia",0.0
2247,"Upton, Texas",0.0
2248,"Utah, Utah",0.0
2249,"Uvalde, Texas",0.0
2250,"Val verde, Texas",0.0
2251,"Valencia, New Mexico",0.0
2252,"Valley, Idaho",0.0
2253,"Valley, Montana",0.0
2254,"Valley, Nebraska",0.0
2255,"Van buren, Arkansas",0.0
2256,"Van buren, Michigan",0.0
2257,"Van wert, Ohio",0.0
2258,"Van zandt, Texas",0.0
2259,"Vance, North Carolina",0.0005294117647058823
2260,"Vanderburgh, Indiana",0.0
2261,"Venango county, Pennsylvania",0.0
2262,"Venango, Pennsylvania",0.0
2263,"Ventura, California",0.0
2264,"Vermilion, Illinois",0.0
2265,"Vermilion, Louisiana",0.0
2266,"Vermillion county, Indiana",0.0
2267,"Vermillion, Indiana",0.0
2268,"Vernon, Louisiana",0.0
2269,"Vernon, Missouri",0.0
2270,"Vernon, Wisconsin",0.0
2271,"Victoria, Texas",0.0
2272,"Vigo, Indiana",0.0
2273,"Vilas, Wisconsin",0.0
2274,"Volusia, Florida",0.0
2275,"Wabash, Illinois",0.0
2276,"Wabash, Indiana",0.0
2277,"Wabasha, Minnesota",0.0
2278,"Wabaunsee, Kansas",0.0
2279,"Wadena, Minnesota",0.0
2280,"Wahkiakum, Washington",0.0
2281,"Wake, North Carolina",0.0013864305177111714
2282,"Wakulla, Florida",0.0
2283,"Waldo, Maine",0.0
2284,"Walker, Alabama",0.0
2285,"Walker, Texas",0.0
2286,"Walla walla, Washington",0.0
2287,"Waller, Texas",0.0
2288,"Wallowa, Oregon",0.0
2289,"Walsh, North Dakota",0.0
2290,"Walton, Florida",0.0
2291,"Walworth, South Dakota",0.0
2292,"Walworth, Wisconsin",0.0
2293,"Ward, North Dakota",0.0
2294,"Ward, Texas",0.0
