,county,heptachlor_epoxide
776,"Gadsden, Florida",1.6666666666666667e-06
777,"Gage, Nebraska",0.0
778,"Gaines, Texas",0.0
779,"Galax, Virginia",0.0
780,"Gallatin, Illinois",0.0016666666666666668
781,"Gallatin, Kentucky",0.0
782,"Gallatin, Montana",0.0
783,"Galveston, Texas",0.0
784,"Garden, Nebraska",0.0
785,"Garfield, Montana",0.0
786,"Garfield, Nebraska",0.0
787,"Garfield, Utah",0.0
788,"Garfield, Washington",0.0
789,"Garland, Arkansas",0.0
790,"Garrard, Kentucky",0.0
791,"Garrett, Maryland",0.0
792,"Garza, Texas",0.0
793,"Gasconade, Missouri",0.0
794,"Gaston, North Carolina",0.005058348968105066
795,"Gates, North Carolina",0.0
796,"Geary, Kansas",0.0
797,"Geauga, Ohio",0.0
798,"Gem, Idaho",0.0
799,"Genesee, Michigan",0.0
800,"Genesee, New York",0.0
801,"Geneva, Alabama",0.0
802,"Gentry, Missouri",0.0
803,"Georgetown, South Carolina",0.0
804,"Gibson, Indiana",0.0
805,"Gila, Arizona",0.0
806,"Gilchrist, Florida",0.0
807,"Giles, Tennessee",0.0
808,"Giles, Virginia",0.0
809,"Gillespie, Texas",0.0
810,"Gilliam, Oregon",0.0
811,"Gilmer, West Virginia",0.0
812,"Glacier, Montana",0.0
813,"Glades, Florida",0.0
814,"Gladwin, Michigan",0.0
815,"Glasscock, Texas",0.0
816,"Gloucester, New Jersey",0.0
817,"Gogebic, Michigan",0.0
818,"Golden valley, Montana",0.0
819,"Golden valley, North Dakota",0.0
820,"Goliad, Texas",0.0
821,"Gonzales, Texas",0.0
822,"Goochland, Virginia",0.0
823,"Goodhue, Minnesota",0.0
824,"Gooding, Idaho",0.0
825,"Goshen, Wyoming",0.0
826,"Gosper, Nebraska",0.0
827,"Grafton, New Hampshire",0.0
828,"Graham county, Arizona",0.0
829,"Graham, Arizona",0.0
830,"Graham, North Carolina",0.0
831,"Grand forks, North Dakota",0.0
832,"Grand isle, Vermont",0.0
833,"Grand traverse, Michigan",0.0
834,"Grand, Utah",0.0
835,"Granite, Montana",0.0
836,"Grant, Arkansas",0.0
837,"Grant, Indiana",0.0
838,"Grant, Kansas",0.0
839,"Grant, Kentucky",0.0
840,"Grant, Louisiana",0.0
841,"Grant, Minnesota",0.0
842,"Grant, Nebraska",0.0
843,"Grant, New Mexico",0.0
844,"Grant, North Dakota",0.0
845,"Grant, Oklahoma",0.0
846,"Grant, Oregon",0.0
847,"Grant, South Dakota",0.0
848,"Grant, Washington",0.0
849,"Grant, West Virginia",0.0
850,"Grant, Wisconsin",0.0
851,"Granville, North Carolina",0.0003364485981308411
852,"Gratiot, Michigan",0.0
853,"Graves, Kentucky",0.0
854,"Gray, Texas",0.0
855,"Grays harbor, Washington",0.0
856,"Grayson, Kentucky",0.0
857,"Grayson, Texas",0.00046875
858,"Grayson, Virginia",0.0
859,"Greeley, Nebraska",0.0
860,"Green lake, Wisconsin",0.0
861,"Green, Kentucky",0.0
862,"Green, Wisconsin",0.0
863,"Greenbrier, West Virginia",0.0
864,"Greene, Alabama",0.0
865,"Greene, Arkansas",0.0
866,"Greene, Illinois",0.0
867,"Greene, Indiana",0.0
868,"Greene, Missouri",0.0
869,"Greene, New York",0.0
870,"Greene, North Carolina",0.0
871,"Greene, Ohio",0.0
872,"Greene, Pennsylvania",0.0
873,"Greene, Virginia",0.0
874,"Greenlee, Arizona",0.0
875,"Greensville, Virginia",0.0
876,"Greenup, Kentucky",0.0
877,"Greenville, South Carolina",0.0
878,"Greenwood, Kansas",0.0
879,"Greenwood, South Carolina",0.0
880,"Gregg, Texas",0.0005714285714285715
881,"Gregory, South Dakota",0.0
882,"Griggs, North Dakota",0.0
883,"Grimes, Texas",0.0
884,"Grundy, Illinois",0.0
885,"Grundy, Missouri",0.0
886,"Guadalupe, New Mexico",0.0
887,"Guadalupe, Texas",0.0
888,"Guilford, North Carolina",0.0
889,"Guillford, North Carolina",0.0
890,"Gulf, Florida",0.0
891,"Hale, Alabama",0.0
892,"Hale, Texas",0.0
893,"Halifax, North Carolina",0.0
894,"Halifax, Virginia",0.0
895,"Hall, Nebraska",0.0
896,"Hall, Texas",0.0
897,"Hamilton, Florida",0.0
898,"Hamilton, Indiana",0.0
899,"Hamilton, Nebraska",0.0009591836734693877
900,"Hamilton, New York",0.0
901,"Hamilton, Tennessee",0.0
902,"Hamilton, Texas",0.0
903,"Hamlin, South Dakota",0.0
904,"Hampden, Massachusetts",0.0
905,"Hampshire, Massachusetts",0.0
906,"Hampshire, West Virginia",0.0
907,"Hampton, South Carolina",0.0
908,"Hancock, Illinois",0.0
909,"Hancock, Indiana",0.0
910,"Hancock, Kentucky",0.0
911,"Hancock, Maine",0.0
912,"Hancock, West Virginia",0.0
913,"Hanover, Virginia",0.0
914,"Hansford, Texas",0.0
915,"Hardee, Florida",0.0
916,"Hardeman, Texas",0.0
917,"Hardin, Illinois",0.0
918,"Hardin, Kentucky",0.0
919,"Hardin, Texas",0.0
920,"Harding, New Mexico",0.0
921,"Harding, South Dakota",0.0
922,"Hardy, West Virginia",0.0
923,"Harford county, Maryland",0.0
924,"Harford, Maryland",0.0
925,"Harlan, Kentucky",0.0
926,"Harlan, Nebraska",0.0
927,"Harnett, North Carolina",0.0
928,"Harney, Oregon",0.0
929,"Harris, Texas",0.0
930,"Harrison, Indiana",0.0
931,"Harrison, Kentucky",0.0
932,"Harrison, Missouri",0.0
933,"Harrison, Texas",0.002127659574468085
934,"Harrison, West Virginia",0.0
935,"Harrisonburg, Virginia",0.0
936,"Hart, Kentucky",0.0
937,"Hartford, Connecticut",1.7690875232774673e-06
938,"Hartley, Texas",0.0
939,"Haskell, Texas",0.0
940,"Hawaii, Hawaii",0.0
941,"Hawkins, Tennessee",0.0
942,"Hayes, Nebraska",0.0
943,"Hays, Texas",0.0
944,"Haywood, North Carolina",0.0
945,"Hemphill, Texas",0.0
946,"Hempstead, Arkansas",0.0
947,"Henderson, Illinois",0.0
948,"Henderson, Kentucky",0.0
949,"Henderson, North Carolina",0.0
950,"Henderson, Texas",0.0004666666666666667
951,"Hendricks, Indiana",0.0
952,"Hendry, Florida",0.0
953,"Hennepin, Minnesota",0.0
954,"Henrico, Virginia",0.0
955,"Henry, Alabama",0.0
956,"Henry, Illinois",0.0
957,"Henry, Indiana",0.0
958,"Henry, Kentucky",0.0
959,"Henry, Missouri",0.0
960,"Henry, Virginia",0.0
961,"Herkimer, New York",0.0
962,"Hernando, Florida",0.0
963,"Hertford, North Carolina",0.0
964,"Hickman, Kentucky",0.0
965,"Hickory, Missouri",0.0
966,"Hidalgo, New Mexico",0.0
967,"Hidalgo, Texas",0.0
968,"Highlands, Florida",0.0
969,"Hill, Montana",0.0
970,"Hill, Texas",0.0
971,"Hills, Florida",0.0
972,"Hills, New Hampshire",0.0
973,"Hillsborough county, Florida",0.0
974,"Hillsborough county, New Hampshire",0.0
975,"Hillsborough, Florida",0.0
976,"Hillsborough, New Hampshire",0.0
977,"Hillsdale, Michigan",0.0
978,"Hitchcock, Nebraska",0.0
979,"Hockley, Texas",0.0
980,"Hoke, North Carolina",0.0
981,"Holmes, Florida",0.0
982,"Holt, Missouri",0.0
983,"Holt, Nebraska",0.004480769230769231
984,"Honolulu, Hawaii",2.0066889632107023e-05
985,"Hood river, Oregon",0.0
986,"Hood, Texas",0.0
987,"Hooker, Nebraska",0.0
988,"Hopewell, Virginia",0.0
989,"Hopkins, Kentucky",0.0
990,"Hopkins, Texas",0.0
991,"Horry, South Carolina",0.0
992,"Hot spring, Arkansas",0.0
993,"Hot springs, Wyoming",0.0
994,"Houghton, Michigan",0.0
995,"Houston, Alabama",0.0
996,"Houston, Minnesota",0.0
997,"Houston, Texas",0.0
998,"Howard, Arkansas",0.0
999,"Howard, Indiana",0.0
1000,"Howard, Maryland",0.0
1001,"Howard, Missouri",0.0
1002,"Howard, Nebraska",0.0
1003,"Howard, Texas",0.0
1004,"Howell, Missouri",0.0
1005,"Hubbard, Minnesota",0.0
1006,"Hudson, New Jersey",0.0
1007,"Hudspeth, Texas",0.0
1008,"Hughes, South Dakota",0.0
1009,"Humboldt, Nevada",0.0
1010,"Hunt, Texas",0.0
1011,"Hunterdon, New Jersey",0.0
1012,"Huntingdon, Pennsylvania",0.0
1013,"Huntington, Indiana",0.0
1014,"Huron, Michigan",0.0
1015,"Hutchinson, Texas",0.0
1016,"Hyde, North Carolina",0.0
1017,"Iberia parish, Louisiana",0.0
1018,"Iberia, Louisiana",0.0
1019,"Iberville, Louisiana",0.0
1020,"Idaho, Idaho",0.0
1021,"Imperial, California",0.0
1022,"Independence, Arkansas",0.0
1023,"Indian river, Florida",0.0
1024,"Indiana, Pennsylvania",0.0
1025,"Ingham, Michigan",0.0
1026,"Inyo, California",0.0
1027,"Ionia, Michigan",0.0
1028,"Iosco, Michigan",0.0
1029,"Iowa, Wisconsin",0.0
1030,"Iredell, North Carolina",0.0
1031,"Irion, Texas",0.0
1032,"Iron, Michigan",0.0
1033,"Iron, Missouri",0.0
1034,"Iron, Utah",0.0
1035,"Iron, Wisconsin",0.0
1036,"Iroquois, Illinois",0.0
1037,"Isabella, Michigan",0.0
1038,"Isanti, Minnesota",0.0
1039,"Island, Washington",0.0
1040,"Itasca, Minnesota",0.0
1041,"Izard, Arkansas",0.0
1042,"Jack, Texas",0.0
1043,"Jackson county, Florida",0.0
1044,"Jackson, Alabama",0.0
1045,"Jackson, Arkansas",0.0
1046,"Jackson, Florida",0.0
1047,"Jackson, Illinois",0.0
1048,"Jackson, Indiana",0.0
1049,"Jackson, Kansas",0.0
1050,"Jackson, Kentucky",0.0
1051,"Jackson, Louisiana",0.0
1052,"Jackson, Michigan",0.0
1053,"Jackson, Minnesota",0.0
1054,"Jackson, Missouri",0.0
1055,"Jackson, North Carolina",1.4563106796116505e-05
1056,"Jackson, Oregon",0.0
1057,"Jackson, Texas",0.0
1058,"Jackson, West Virginia",0.0
1059,"Jackson, Wisconsin",0.0
1060,"James city, Virginia",0.0
1061,"Jasper county, Missouri",0.0
1062,"Jasper, Illinois",0.0
1063,"Jasper, Indiana",0.0
1064,"Jasper, Missouri",0.0
1065,"Jasper, South Carolina",0.0
1066,"Jasper, Texas",0.0
1067,"Jay, Indiana",0.0
1068,"Jeff davis, Texas",0.0
1069,"Jefferson county, Florida",0.0
1070,"Jefferson county, Pennsylvania",0.0
1071,"Jefferson davis, Louisiana",0.0
1072,"Jefferson, Alabama",0.0
1073,"Jefferson, Arkansas",0.0
1074,"Jefferson, Florida",0.0
1075,"Jefferson, Idaho",0.0
1076,"Jefferson, Indiana",0.0
1077,"Jefferson, Kansas",0.0
1078,"Jefferson, Kentucky",0.0
1079,"Jefferson, Louisiana",0.0
1080,"Jefferson, Missouri",0.0
1081,"Jefferson, Montana",0.0
1082,"Jefferson, Nebraska",0.0
1083,"Jefferson, New York",0.0
1084,"Jefferson, Oregon",0.0
1085,"Jefferson, Pennsylvania",0.0
1086,"Jefferson, Texas",0.0
1087,"Jefferson, Washington",0.0
1088,"Jefferson, West Virginia",0.0
1089,"Jefferson, Wisconsin",0.0
1090,"Jennings, Indiana",0.004
1091,"Jerauld, South Dakota",0.0
1092,"Jerome, Idaho",0.0
1093,"Jersey, Illinois",0.0
1094,"Jessamine, Kentucky",0.0
1095,"Jim hogg, Texas",0.0
1096,"Jim wells, Texas",0.0
1097,"Jo daviess, Illinois",0.0005084745762711864
1098,"Johnson, Arkansas",0.0
1099,"Johnson, Illinois",0.0
1100,"Johnson, Indiana",0.0
1101,"Johnson, Kansas",0.0
1102,"Johnson, Kentucky",0.0
1103,"Johnson, Missouri",0.0
1104,"Johnson, Nebraska",0.0
1105,"Johnson, Texas",0.0
1106,"Johnson, Wyoming",0.0
1107,"Johnston, North Carolina",0.0
1108,"Jones, North Carolina",0.0
1109,"Jones, Texas",0.0
1110,"Josephine, Oregon",0.0
1111,"Juab, Utah",0.0
1112,"Judith basin, Montana",0.0
1113,"Juneau city and, Alaska",0.0
1114,"Juneau, Wisconsin",0.0
1115,"Juniata, Pennsylvania",0.0
1116,"Kalamazoo, Michigan",0.0
1117,"Kalkaska, Michigan",0.0
1118,"Kanabec, Minnesota",0.0
1119,"Kanawha, West Virginia",0.0
1120,"Kandiyohi, Minnesota",0.0
1121,"Kane, Illinois",0.00038095238095238096
1122,"Kane, Utah",0.0
1123,"Kankakee, Illinois",0.00028571428571428574
1124,"Karnes, Texas",0.0
1125,"Kauai, Hawaii",0.0
1126,"Kaufman, Texas",0.0
1127,"Kearney, Nebraska",0.0
1128,"Keith, Nebraska",0.0
1129,"Kendall, Illinois",0.0003333333333333334
1130,"Kendall, Texas",0.0
1131,"Kenedy, Texas",0.0
1132,"Kennebec, Maine",0.0
1133,"Kenosha, Wisconsin",0.0
1134,"Kent, Maryland",0.0
1135,"Kent, Michigan",0.0
1136,"Kent, Rhode Island",0.0
1137,"Kent, Texas",0.0
1138,"Kenton, Kentucky",0.0
1139,"Kern, California",0.0
1140,"Kerr, Texas",0.0
1141,"Kershaw, South Carolina",0.0
1142,"Ketchikan gateway, Alaska",0.0
1143,"Kewaunee, Wisconsin",0.0
1144,"Keweenaw, Michigan",0.0
1145,"Keya paha, Nebraska",0.0
1146,"Kidder, North Dakota",0.0
1147,"Kimball, Nebraska",0.0
1148,"Kimble, Texas",0.0
1149,"King george, Virginia",0.0
1150,"King william, Virginia",0.0
1151,"King, Texas",0.0
1152,"King, Washington",0.0
1153,"Kings, California",0.0
1154,"Kingsbury, South Dakota",0.0
1155,"Kinney, Texas",0.0
1156,"Kitsap, Washington",0.0
1157,"Kittitas, Washington",0.0
1158,"Kittson, Minnesota",0.0
1159,"Klamath, Oregon",0.0
1160,"Kleberg, Texas",0.0
1161,"Klickitat, Washington",0.0
1162,"Knott, Kentucky",0.0
1163,"Knox, Illinois",0.0
1164,"Knox, Indiana",0.0
1165,"Knox, Kentucky",0.0
1166,"Knox, Maine",0.0
1167,"Knox, Nebraska",0.0
1168,"Knox, Ohio",0.0
1169,"Knox, Tennessee",0.0
1170,"Knox, Texas",0.0
1171,"Koochiching county, Minnesota",0.0
1172,"Koochiching, Minnesota",0.0
1173,"Kootenai, Idaho",0.0
1174,"Kosciusko, Indiana",0.0
1175,"La crosse, Wisconsin",0.0
1176,"La grange, Indiana",0.0
1177,"La paz, Arizona",0.0
1178,"La plata, Colorado",0.0
1179,"La porte, Indiana",0.0
1180,"La salle, Illinois",0.014
1181,"La salle, Louisiana",0.0
1182,"La salle, Texas",0.0
1183,"Labette, Kansas",0.0
1184,"Lac qui parle, Minnesota",0.0
1185,"Lackawanna, Pennsylvania",0.0
1186,"Laclede, Missouri",0.0
1187,"Lafayette parish, Louisiana",0.0
1188,"Lafayette, Arkansas",0.0
1189,"Lafayette, Florida",0.0
1190,"Lafayette, Louisiana",0.0
1191,"Lafayette, Missouri",0.0
1192,"Lafayette, Wisconsin",0.0
1193,"Lafourche, Louisiana",0.0
1194,"Lagrange, Indiana",0.0
1195,"Lake, California",0.0
1196,"Lake, Florida",4.02e-05
1197,"Lake, Illinois",3.685092127303182e-05
1198,"Lake, Indiana",0.0
1199,"Lake, Michigan",0.0
1200,"Lake, Minnesota",0.0
1201,"Lake, Montana",0.0
1202,"Lake, Oregon",0.0
1203,"Lake, South Dakota",0.0
1204,"Lamar, Alabama",0.0
1205,"Lamar, Texas",0.0
1206,"Lamb, Texas",0.0
1207,"Lamoille, Vermont",0.0
1208,"Lamoure, North Dakota",0.0
1209,"Lampasas, Texas",0.0
1210,"Lancaster county, Pennsylvania",0.0
1211,"Lancaster, Nebraska",0.0
1212,"Lancaster, Pennsylvania",0.0
1213,"Lancaster, South Carolina",0.0
1214,"Lancaster, Virginia",0.0
1215,"Lander, Nevada",0.0
1216,"Lane, Oregon",0.0
1217,"Langlade, Wisconsin",0.0
1218,"Lapeer, Michigan",0.0
1219,"Laporte, Indiana",0.0
1220,"Laramie, Wyoming",0.0
1221,"Larue, Kentucky",0.0
1222,"Lasalle, Illinois",0.0
1223,"Latah, Idaho",0.0
1224,"Lauderdale, Alabama",0.0005555555555555556
1225,"Laurel, Kentucky",0.0
1226,"Laurens, South Carolina",0.0
1227,"Lavaca, Texas",0.0
1228,"Lawrence county, Arkansas",0.0
1229,"Lawrence, Alabama",0.0
1230,"Lawrence, Arkansas",0.0
1231,"Lawrence, Illinois",0.0
1232,"Lawrence, Indiana",0.0
1233,"Lawrence, Kentucky",0.0
1234,"Lawrence, Missouri",0.0
1235,"Lawrence, Pennsylvania",0.0
1236,"Lawrence, South Dakota",0.0
1237,"Le sueur, Minnesota",0.0
1238,"Lea, New Mexico",0.0
1239,"Leavenworth, Kansas",0.0
1240,"Lebanon county, Pennsylvania",0.0
1241,"Lebanon, Pennsylvania",0.0
1242,"Lee county, South Carolina",0.0
1243,"Lee, Alabama",0.0
1244,"Lee, Arkansas",0.0
1245,"Lee, Florida",1.5107913669064747e-05
1246,"Lee, Illinois",0.0
1247,"Lee, Kentucky",0.0
1248,"Lee, North Carolina",0.0
1249,"Lee, South Carolina",0.0
1250,"Lee, Texas",0.0
1251,"Lee, Virginia",0.0
1252,"Leelanau, Michigan",0.0
1253,"Lehigh county, Pennsylvania",0.0
1254,"Lehigh, Pennsylvania",0.0
1255,"Lemhi, Idaho",0.0
1256,"Lenawee, Michigan",0.0
1257,"Lenoir, North Carolina",0.0
1258,"Leon, Florida",0.0
1259,"Leon, Texas",0.0
1260,"Leslie, Kentucky",0.0
1261,"Letcher, Kentucky",0.0
1262,"Levy county, Florida",0.0
1263,"Levy, Florida",0.002325581395348837
1264,"Lewis and clark, Montana",0.0
1265,"Lewis county, Washington",0.0
1266,"Lewis, Idaho",0.0
1267,"Lewis, Kentucky",0.0
1268,"Lewis, Missouri",0.0
1269,"Lewis, New York",0.0
1270,"Lewis, Washington",0.0
1271,"Lewis, West Virginia",0.0
1272,"Lexington county, South Carolina",0.0
1273,"Lexington, South Carolina",0.0
1274,"Liberty, Florida",0.0
1275,"Liberty, Montana",0.0
1276,"Liberty, Texas",0.0
1277,"Limestone, Alabama",0.0
1278,"Limestone, Texas",0.0
1279,"Lincoln parish, Louisiana",0.0
1280,"Lincoln, Arkansas",0.0
1281,"Lincoln, Idaho",0.0
1282,"Lincoln, Kentucky",0.0
1283,"Lincoln, Louisiana",0.0
1284,"Lincoln, Maine",0.0
1285,"Lincoln, Minnesota",0.0
1286,"Lincoln, Missouri",0.0
1287,"Lincoln, Montana",0.0
1288,"Lincoln, Nebraska",0.0
1289,"Lincoln, Nevada",0.0
1290,"Lincoln, New Mexico",0.0
1291,"Lincoln, North Carolina",0.0
1292,"Lincoln, Oregon",0.0
1293,"Lincoln, Washington",0.0
1294,"Lincoln, West Virginia",0.0
1295,"Lincoln, Wisconsin",0.0
1296,"Lincoln, Wyoming",0.0
1297,"Linn county, Oregon",0.0
1298,"Linn, Kansas",0.0
1299,"Linn, Missouri",0.0
1300,"Linn, Oregon",0.0
1301,"Lipscomb, Texas",0.0
1302,"Litchfield, Connecticut",0.0
1303,"Little river, Arkansas",0.0
1304,"Live oak, Texas",0.0
1305,"Livingston county, New York",0.0
1306,"Livingston parish, Louisiana",0.0
1307,"Livingston, Illinois",0.0
1308,"Livingston, Kentucky",0.0
1309,"Livingston, Louisiana",0.0
1310,"Livingston, Michigan",0.0
1311,"Livingston, Missouri",0.0
1312,"Livingston, New York",0.0
1313,"Llano, Texas",0.0
1314,"Logan, Arkansas",0.0
1315,"Logan, Illinois",0.0
1316,"Logan, Nebraska",0.0
1317,"Logan, North Dakota",0.0
1318,"Logan, West Virginia",0.0
1319,"Lonoke, Arkansas",0.0
1320,"Los alamos, New Mexico",0.0
1321,"Los angeles, California",0.0
1322,"Loudoun, Virginia",0.0
1323,"Louisa, Virginia",0.0
1324,"Loup, Nebraska",0.0
1325,"Loving, Texas",0.0
1326,"Lowndes, Alabama",0.0
1327,"Lubbock, Texas",0.0
1328,"Lucas, Ohio",0.0
1329,"Luce, Michigan",0.0
1330,"Luna, New Mexico",0.0
1331,"Lunenburg, Virginia",0.0
1332,"Luzerne county, Pennsylvania",0.0
1333,"Luzerne, Pennsylvania",0.0
1334,"Lycoming county, Pennsylvania",0.0
1335,"Lycoming, Pennsylvania",0.0
1336,"Lyman, South Dakota",0.0
1337,"Lynchburg, Virginia",0.0
1338,"Lynn, Texas",0.0
1339,"Lyon, Kansas",0.0
1340,"Lyon, Kentucky",0.0
1341,"Lyon, Minnesota",0.0
1342,"Lyon, Nevada",0.0
1343,"Mackinac, Michigan",0.0
1344,"Macomb, Michigan",0.0
1345,"Macon, Alabama",0.0
1346,"Macon, Illinois",0.0
1347,"Macon, Missouri",0.0
1348,"Macon, North Carolina",0.0
1349,"Macoupin, Illinois",0.0
1350,"Madera county, California",0.0
1351,"Madera, California",0.0
1352,"Madison, Alabama",0.00021978021978021978
1353,"Madison, Florida",0.0
1354,"Madison, Idaho",0.0
1355,"Madison, Illinois",0.0
1356,"Madison, Indiana",0.0
1357,"Madison, Kentucky",0.0
1358,"Madison, Louisiana",0.0
1359,"Madison, Missouri",0.0
1360,"Madison, Montana",0.0
1361,"Madison, Nebraska",0.0
1362,"Madison, New York",0.0
1363,"Madison, North Carolina",0.0
1364,"Madison, Texas",0.0
1365,"Madison, Virginia",0.0
1366,"Magoffin, Kentucky",0.0
1367,"Mahnomen, Minnesota",0.0
1368,"Malheur, Oregon",0.0
1369,"Manassas, Virginia",0.0
1370,"Manatee county, Florida",0.0
1371,"Manatee, Florida",0.0
1372,"Manistee, Michigan",0.0
1373,"Manitowoc, Wisconsin",0.0
1374,"Marathon, Wisconsin",0.0
1375,"Marengo, Alabama",0.0
1376,"Maricopa, Arizona",0.0
1377,"Maries county, Missouri",0.0
1378,"Maries, Missouri",0.0
1379,"Marin, California",0.0
1380,"Marinette, Wisconsin",0.0
1381,"Marion county, Missouri",0.0
1382,"Marion, Alabama",0.0
1383,"Marion, Arkansas",0.0
1384,"Marion, Florida",0.0029106194690265495
1385,"Marion, Illinois",0.0
1386,"Marion, Indiana",0.0
1387,"Marion, Kansas",0.0
1388,"Marion, Kentucky",0.0
1389,"Marion, Missouri",0.0
1390,"Marion, Ohio",0.0
1391,"Marion, Oregon",0.0
1392,"Marion, South Carolina",0.0
1393,"Marion, Texas",0.0
1394,"Marion, West Virginia",0.0
1395,"Mariposa, California",0.0
1396,"Marlboro, South Carolina",0.0
1397,"Marquette, Michigan",0.0
1398,"Marquette, Wisconsin",0.0
1399,"Marshall, Alabama",0.0
1400,"Marshall, Illinois",0.0
1401,"Marshall, Indiana",0.0
1402,"Marshall, Kentucky",0.0
1403,"Marshall, Minnesota",0.0
1404,"Marshall, West Virginia",0.0
1405,"Martin county, Florida",0.0
1406,"Martin, Florida",0.00018518518518518518
1407,"Martin, Indiana",0.0
1408,"Martin, Kentucky",0.0
1409,"Martin, Minnesota",0.0
1410,"Martin, North Carolina",0.0
1411,"Martin, Texas",0.0
1412,"Martinsville, Virginia",0.0
1413,"Mason, Illinois",0.0
1414,"Mason, Kentucky",0.0
1415,"Mason, Michigan",0.0
1416,"Mason, Texas",0.0
1417,"Mason, Washington",0.0
1418,"Mason, West Virginia",0.0
1419,"Massac, Illinois",0.0
1420,"Matagorda, Texas",0.0
1421,"Maui, Hawaii",0.0
1422,"Maverick, Texas",0.0
1423,"Mccone, Montana",0.0
1424,"Mccook, South Dakota",0.0
1425,"Mccormick, South Carolina",0.0
1426,"Mccracken, Kentucky",0.0
1427,"Mccreary, Kentucky",0.0
1428,"Mcculloch, Texas",0.0
1429,"Mcdonald, Missouri",0.0
1430,"Mcdonough, Illinois",0.0
1431,"Mcdowell, North Carolina",0.0
1432,"Mcdowell, West Virginia",0.0
1433,"Mchenry, Illinois",0.0
1434,"Mchenry, North Dakota",0.0
1435,"Mcintosh, North Dakota",0.0
1436,"Mckean county, Pennsylvania",0.0
1437,"Mckean, Pennsylvania",0.0
1438,"Mckenzie, North Dakota",0.0
1439,"Mckinley, New Mexico",0.0
1440,"Mclean, Illinois",0.0
1441,"Mclean, Kentucky",0.0
1442,"Mclean, North Dakota",0.0
1443,"Mclennan, Texas",0.0
1444,"Mcleod, Minnesota",0.0
1445,"Mcmullen, Texas",0.0
1446,"Mcpherson, Nebraska",0.0
1447,"Meade, Kentucky",0.0
1448,"Meade, South Dakota",0.0
1449,"Meagher, Montana",0.0
1450,"Mecklenburg, North Carolina",0.00010176991150442478
1451,"Mecklenburg, Virginia",0.0
1452,"Mecosta, Michigan",0.0
1453,"Medina, Ohio",0.0
1454,"Medina, Texas",0.0
1455,"Meeker, Minnesota",0.0
1456,"Menard, Illinois",0.0
1457,"Menard, Texas",0.0
1458,"Mendocino, California",0.0
1459,"Menifee, Kentucky",0.0
1460,"Menominee, Michigan",0.0
1461,"Merced, California",0.0
1462,"Mercer county, Pennsylvania",0.0
1463,"Mercer, Illinois",0.0016341463414634148
1464,"Mercer, Kentucky",0.0
1465,"Mercer, Missouri",0.0
1466,"Mercer, New Jersey",0.0
1467,"Mercer, North Dakota",0.0
1468,"Mercer, Pennsylvania",0.0
1469,"Mercer, West Virginia",0.0
1470,"Merrick, Nebraska",0.0
1471,"Merrimack, New Hampshire",0.0
1472,"Miami, Indiana",0.0
1473,"Miami, Kansas",0.0
1474,"Miami, Ohio",0.0
1475,"Miami-dade, Florida",0.0
1476,"Middlesex, Connecticut",0.0
1477,"Middlesex, Massachusetts",0.0
1478,"Middlesex, New Jersey",0.0
1479,"Midland, Michigan",0.0
1480,"Midland, Texas",0.0
1481,"Mifflin, Pennsylvania",0.0
1482,"Milam, Texas",0.0
1483,"Millard, Utah",0.0
1484,"Mille lacs county, Minnesota",0.0
1485,"Mille lacs, Minnesota",0.0
1486,"Miller, Arkansas",0.0
1487,"Miller, Missouri",0.0
1488,"Mills, Texas",0.0
1489,"Milwaukee, Wisconsin",0.0
1490,"Miner, South Dakota",0.0
1491,"Mineral, Montana",0.0
1492,"Mineral, Nevada",0.00045454545454545455
1493,"Mineral, West Virginia",0.0
1494,"Mingo, West Virginia",0.0
1495,"Minidoka, Idaho",0.0
1496,"Minnehaha, South Dakota",0.0
1497,"Missaukee, Michigan",0.0
1498,"Mississippi, Arkansas",0.0
1499,"Mississippi, Missouri",0.0
1500,"Missoula, Montana",0.0
1501,"Mitchell, Kansas",0.0
1502,"Mitchell, North Carolina",0.0
1503,"Mitchell, Texas",0.0
1504,"Mobile, Alabama",0.0
1505,"Modoc, California",0.0
1506,"Mohave, Arizona",0.0
1507,"Moniteau, Missouri",0.0
1508,"Monmouth, New Jersey",0.0
1509,"Mono, California",0.0
1510,"Monongalia, West Virginia",0.0
1511,"Monroe county, Pennsylvania",0.0
1512,"Monroe, Alabama",0.0
1513,"Monroe, Arkansas",0.0
1514,"Monroe, Florida",0.0
1515,"Monroe, Illinois",0.0021790875
1516,"Monroe, Indiana",0.0
1517,"Monroe, Kentucky",0.0
1518,"Monroe, Michigan",0.0
1519,"Monroe, Missouri",0.0
1520,"Monroe, New York",0.0
1521,"Monroe, Pennsylvania",0.0
1522,"Monroe, West Virginia",0.0
1523,"Monroe, Wisconsin",0.0
1524,"Montague, Texas",0.0
1525,"Montcalm, Michigan",0.0
1526,"Monterey, California",0.0
1527,"Montgomery county, Pennsylvania",0.0
1528,"Montgomery, Alabama",0.0
1529,"Montgomery, Arkansas",0.0
1530,"Montgomery, Illinois",0.001
1531,"Montgomery, Indiana",0.0
1532,"Montgomery, Kansas",0.0
1533,"Montgomery, Kentucky",0.0
1534,"Montgomery, Maryland",0.0
1535,"Montgomery, Missouri",0.0
1536,"Montgomery, New York",0.0
1537,"Montgomery, North Carolina",0.0
1538,"Montgomery, Pennsylvania",0.0
