,county,endrin
799,"Gaston, North Carolina",0.0
800,"Gates, North Carolina",0.0
801,"Geary, Kansas",0.0
802,"Geauga, Ohio",0.0
803,"Gem, Idaho",0.0
804,"Genesee, Michigan",0.0
805,"Genesee, New York",0.0
806,"Geneva, Alabama",0.0
807,"Gentry, Missouri",0.0
808,"Georgetown, South Carolina",0.0
809,"Gibson, Indiana",0.0
810,"Gila, Arizona",0.0
811,"Gilchrist, Florida",0.0
812,"Giles, Tennessee",0.0
813,"Giles, Virginia",0.0
814,"Gillespie, Texas",0.0
815,"Gilliam, Oregon",0.0
816,"Gilmer, West Virginia",0.0
817,"Glacier, Montana",0.0
818,"Glades, Florida",0.0
819,"Gladwin, Michigan",0.0
820,"Glasscock, Texas",0.0
821,"Gloucester, New Jersey",0.0
822,"Gogebic, Michigan",0.0
823,"Golden valley, Montana",0.0
824,"Golden valley, North Dakota",0.0
825,"Goliad, Texas",0.0
826,"Gonzales, Texas",0.0
827,"Goochland, Virginia",0.0
828,"Goodhue, Minnesota",0.0
829,"Gooding, Idaho",0.0
830,"Goshen, Wyoming",0.0
831,"Gosper, Nebraska",0.0
832,"Grady, Oklahoma",0.0
833,"Grafton, New Hampshire",0.0
834,"Graham county, Arizona",0.0
835,"Graham, Arizona",0.0
836,"Graham, North Carolina",0.0
837,"Grand forks, North Dakota",0.0
838,"Grand isle, Vermont",0.0
839,"Grand traverse, Michigan",0.0
840,"Grand, Utah",0.0
841,"Granite, Montana",0.0
842,"Grant, Arkansas",0.0
843,"Grant, Indiana",0.0
844,"Grant, Kansas",0.0
845,"Grant, Kentucky",0.0
846,"Grant, Louisiana",0.0
847,"Grant, Minnesota",0.0
848,"Grant, Nebraska",0.0
849,"Grant, New Mexico",0.0
850,"Grant, North Dakota",0.0
851,"Grant, Oklahoma",0.0
852,"Grant, Oregon",0.0
853,"Grant, South Dakota",0.0
854,"Grant, Washington",0.0
855,"Grant, West Virginia",0.0
856,"Grant, Wisconsin",0.0
857,"Granville, North Carolina",0.0005188679245283019
858,"Gratiot, Michigan",0.0
859,"Graves, Kentucky",0.0
860,"Gray, Texas",0.0
861,"Grays harbor, Washington",0.0
862,"Grayson, Kentucky",0.0
863,"Grayson, Texas",0.0
864,"Grayson, Virginia",0.0
865,"Greeley, Nebraska",0.0
866,"Green lake, Wisconsin",0.0
867,"Green, Kentucky",0.0
868,"Green, Wisconsin",0.0
869,"Greenbrier, West Virginia",0.0
870,"Greene, Alabama",0.0
871,"Greene, Arkansas",0.0
872,"Greene, Illinois",0.0
873,"Greene, Indiana",0.0
874,"Greene, Missouri",0.0
875,"Greene, New York",0.0
876,"Greene, North Carolina",0.0
877,"Greene, Pennsylvania",0.0
878,"Greene, Virginia",0.0
879,"Greenlee, Arizona",0.0
880,"Greensville, Virginia",0.0
881,"Greenup, Kentucky",0.0
882,"Greenville, South Carolina",0.0
883,"Greenwood, Kansas",0.0
884,"Greenwood, South Carolina",0.0
885,"Gregg, Texas",0.0
886,"Gregory, South Dakota",0.0
887,"Griggs, North Dakota",0.0
888,"Grimes, Texas",0.0
889,"Grundy, Illinois",0.0
890,"Grundy, Missouri",0.0
891,"Guadalupe, New Mexico",0.0
892,"Guadalupe, Texas",0.0
893,"Guilford, North Carolina",0.0
894,"Guillford, North Carolina",0.0
895,"Gulf, Florida",0.0
896,"Hale, Alabama",0.0
897,"Hale, Texas",0.0
898,"Halifax, North Carolina",0.0
899,"Halifax, Virginia",0.0
900,"Hall, Nebraska",0.0
901,"Hall, Texas",0.0
902,"Hamilton, Florida",0.0
903,"Hamilton, Indiana",0.0
904,"Hamilton, Nebraska",0.0
905,"Hamilton, New York",0.0
906,"Hamilton, Tennessee",0.0
907,"Hamilton, Texas",0.0
908,"Hamlin, South Dakota",0.0
909,"Hampden, Massachusetts",0.0
910,"Hampshire, Massachusetts",0.0
911,"Hampshire, West Virginia",0.0
912,"Hampton, South Carolina",0.0
913,"Hancock, Illinois",0.0
914,"Hancock, Indiana",0.0
915,"Hancock, Kentucky",0.0
916,"Hancock, Maine",0.0
917,"Hancock, West Virginia",0.0
918,"Hanover, Virginia",0.0
919,"Hansford, Texas",0.0
920,"Hardee, Florida",0.0
921,"Hardeman, Texas",0.0
922,"Hardin, Illinois",0.0
923,"Hardin, Kentucky",0.0
924,"Hardin, Texas",0.0
925,"Harding, New Mexico",0.0
926,"Harding, South Dakota",0.0
927,"Hardy, West Virginia",0.0
928,"Harford county, Maryland",0.0
929,"Harford, Maryland",0.0
930,"Harlan, Kentucky",0.0
931,"Harlan, Nebraska",0.0
932,"Harnett, North Carolina",0.0
933,"Harney, Oregon",0.0
934,"Harris, Texas",0.0
935,"Harrison, Indiana",0.0
936,"Harrison, Kentucky",0.0
937,"Harrison, Missouri",0.0
938,"Harrison, Texas",0.0
939,"Harrison, West Virginia",0.0
940,"Harrisonburg, Virginia",0.0
941,"Hart, Kentucky",0.0
942,"Hartford, Connecticut",0.0
943,"Hartley, Texas",0.0
944,"Haskell, Texas",0.0
945,"Hawaii, Hawaii",0.0
946,"Hawkins, Tennessee",0.0
947,"Hayes, Nebraska",0.0
948,"Hays, Texas",0.0
949,"Haywood, North Carolina",0.0
950,"Hemphill, Texas",0.0
951,"Hempstead, Arkansas",0.0
952,"Henderson, Illinois",0.0
953,"Henderson, Kentucky",0.0
954,"Henderson, North Carolina",0.0
955,"Henderson, Texas",0.00019999999999999998
956,"Hendricks, Indiana",0.0
957,"Hendry, Florida",0.0
958,"Hennepin, Minnesota",0.0
959,"Henrico, Virginia",0.0
960,"Henry, Alabama",0.0
961,"Henry, Illinois",0.0
962,"Henry, Indiana",0.0
963,"Henry, Kentucky",0.0
964,"Henry, Missouri",0.0
965,"Henry, Virginia",0.0
966,"Herkimer, New York",0.0
967,"Hernando, Florida",0.0
968,"Hertford, North Carolina",0.0
969,"Hickman, Kentucky",0.0
970,"Hickory, Missouri",0.0
971,"Hidalgo, New Mexico",0.0
972,"Hidalgo, Texas",0.0
973,"Highlands, Florida",0.0
974,"Hill, Montana",0.0
975,"Hill, Texas",0.0
976,"Hills, Florida",0.0
977,"Hills, New Hampshire",0.0
978,"Hillsborough county, Florida",0.0
979,"Hillsborough county, New Hampshire",0.0
980,"Hillsborough, Florida",0.0
981,"Hillsborough, New Hampshire",0.0
982,"Hillsdale, Michigan",0.0
983,"Hitchcock, Nebraska",0.0
984,"Hockley, Texas",0.0
985,"Hoke, North Carolina",0.0
986,"Holmes, Florida",0.0
987,"Holt, Missouri",0.0
988,"Holt, Nebraska",0.0
989,"Honolulu, Hawaii",0.0
990,"Hood river, Oregon",0.0
991,"Hood, Texas",0.0
992,"Hooker, Nebraska",0.0
993,"Hopewell, Virginia",0.0
994,"Hopkins, Kentucky",0.0
995,"Hopkins, Texas",0.0
996,"Horry, South Carolina",0.0
997,"Hot spring, Arkansas",0.0
998,"Hot springs, Wyoming",0.0
999,"Houghton, Michigan",0.0
1000,"Houston, Alabama",0.0
1001,"Houston, Minnesota",0.0
1002,"Houston, Texas",0.0
1003,"Howard, Arkansas",0.0
1004,"Howard, Indiana",0.0
1005,"Howard, Maryland",0.0
1006,"Howard, Missouri",0.0
1007,"Howard, Nebraska",0.0
1008,"Howard, Texas",0.0
1009,"Howell, Missouri",0.0
1010,"Hubbard, Minnesota",0.0
1011,"Hudson, New Jersey",0.0
1012,"Hudspeth, Texas",0.0
1013,"Hughes, Oklahoma",0.0
1014,"Hughes, South Dakota",0.0
1015,"Humboldt, Nevada",0.0
1016,"Hunt, Texas",0.0
1017,"Hunterdon, New Jersey",0.0
1018,"Huntingdon, Pennsylvania",0.0
1019,"Huntington, Indiana",0.0
1020,"Huron, Michigan",0.0
1021,"Hutchinson, Texas",0.0
1022,"Hyde, North Carolina",0.0
1023,"Iberia parish, Louisiana",0.0
1024,"Iberia, Louisiana",0.0
1025,"Iberville, Louisiana",0.0
1026,"Idaho, Idaho",0.0
1027,"Imperial, California",0.0
1028,"Independence, Arkansas",0.0
1029,"Indian river, Florida",0.0
1030,"Indiana, Pennsylvania",0.0
1031,"Ingham, Michigan",0.0
1032,"Inyo, California",0.0
1033,"Ionia, Michigan",0.0
1034,"Iosco, Michigan",0.0
1035,"Iowa, Wisconsin",0.0
1036,"Iredell, North Carolina",0.0
1037,"Irion, Texas",0.0
1038,"Iron, Michigan",0.0
1039,"Iron, Missouri",0.0
1040,"Iron, Utah",0.0
1041,"Iron, Wisconsin",0.0
1042,"Iroquois, Illinois",0.0
1043,"Isabella, Michigan",0.0
1044,"Isanti, Minnesota",0.0
1045,"Island, Washington",0.0
1046,"Itasca, Minnesota",0.0
1047,"Izard, Arkansas",0.0
1048,"Jack, Texas",0.0
1049,"Jackson county, Florida",0.0
1050,"Jackson, Alabama",0.0
1051,"Jackson, Arkansas",0.0
1052,"Jackson, Florida",0.0
1053,"Jackson, Illinois",0.0
1054,"Jackson, Indiana",0.0
1055,"Jackson, Kansas",0.0
1056,"Jackson, Kentucky",0.0
1057,"Jackson, Louisiana",0.0
1058,"Jackson, Michigan",0.0
1059,"Jackson, Minnesota",0.0
1060,"Jackson, Missouri",0.0
1061,"Jackson, North Carolina",9.70873786407767e-06
1062,"Jackson, Oregon",0.0
1063,"Jackson, Texas",0.0
1064,"Jackson, West Virginia",0.0
1065,"Jackson, Wisconsin",0.0
1066,"James city, Virginia",0.0
1067,"Jasper county, Missouri",0.0
1068,"Jasper, Illinois",0.0
1069,"Jasper, Indiana",0.0
1070,"Jasper, Missouri",0.0
1071,"Jasper, South Carolina",0.0
1072,"Jasper, Texas",0.0
1073,"Jay, Indiana",0.0
1074,"Jeff davis, Texas",0.0
1075,"Jefferson county, Florida",0.0
1076,"Jefferson county, Pennsylvania",0.0
1077,"Jefferson davis, Louisiana",0.0
1078,"Jefferson, Alabama",0.0
1079,"Jefferson, Arkansas",0.0
1080,"Jefferson, Florida",0.0
1081,"Jefferson, Idaho",0.0
1082,"Jefferson, Indiana",0.0
1083,"Jefferson, Kansas",0.0
1084,"Jefferson, Kentucky",0.0
1085,"Jefferson, Louisiana",0.0
1086,"Jefferson, Missouri",0.0
1087,"Jefferson, Montana",0.0
1088,"Jefferson, Nebraska",0.0
1089,"Jefferson, New York",0.0
1090,"Jefferson, Oklahoma",0.0
1091,"Jefferson, Oregon",0.0
1092,"Jefferson, Pennsylvania",0.0
1093,"Jefferson, Texas",0.0
1094,"Jefferson, Washington",0.0
1095,"Jefferson, West Virginia",0.0
1096,"Jefferson, Wisconsin",0.0
1097,"Jennings, Indiana",0.0025
1098,"Jerauld, South Dakota",0.0
1099,"Jerome, Idaho",0.0
1100,"Jersey, Illinois",0.0
1101,"Jessamine, Kentucky",0.0
1102,"Jim hogg, Texas",0.0
1103,"Jim wells, Texas",0.0
1104,"Jo daviess, Illinois",0.0
1105,"Johnson, Arkansas",0.0
1106,"Johnson, Illinois",0.0
1107,"Johnson, Indiana",0.0
1108,"Johnson, Kansas",0.0
1109,"Johnson, Kentucky",0.0
1110,"Johnson, Missouri",0.0
1111,"Johnson, Nebraska",0.0
1112,"Johnson, Texas",0.0
1113,"Johnson, Wyoming",0.0
1114,"Johnston, North Carolina",0.0
1115,"Johnston, Oklahoma",0.0
1116,"Jones, North Carolina",0.0
1117,"Jones, Texas",0.0
1118,"Josephine, Oregon",0.0
1119,"Juab, Utah",0.0
1120,"Judith basin, Montana",0.0
1121,"Juneau city and, Alaska",0.0
1122,"Juneau, Wisconsin",0.0
1123,"Juniata, Pennsylvania",0.0
1124,"Kalamazoo, Michigan",0.0
1125,"Kalkaska, Michigan",0.0
1126,"Kanabec, Minnesota",0.0
1127,"Kanawha, West Virginia",0.0
1128,"Kandiyohi, Minnesota",0.0
1129,"Kane, Illinois",0.0
1130,"Kane, Utah",0.0
1131,"Kankakee, Illinois",0.0
1132,"Karnes, Texas",0.0
1133,"Kauai, Hawaii",0.0
1134,"Kaufman, Texas",0.0
1135,"Kay, Oklahoma",0.0
1136,"Kearney, Nebraska",0.0
1137,"Keith, Nebraska",0.0
1138,"Kendall, Illinois",0.0
1139,"Kendall, Texas",0.0
1140,"Kenedy, Texas",0.0
1141,"Kennebec, Maine",0.0
1142,"Kenosha, Wisconsin",0.0
1143,"Kent, Maryland",0.0
1144,"Kent, Michigan",0.0
1145,"Kent, Rhode Island",0.0
1146,"Kent, Texas",0.0
1147,"Kenton, Kentucky",0.0
1148,"Kern, California",0.0
1149,"Kerr, Texas",0.0
1150,"Kershaw, South Carolina",0.0
1151,"Ketchikan gateway, Alaska",0.0
1152,"Kewaunee, Wisconsin",0.0
1153,"Keweenaw, Michigan",0.0
1154,"Keya paha, Nebraska",0.0
1155,"Kidder, North Dakota",0.0
1156,"Kimball, Nebraska",0.0
1157,"Kimble, Texas",0.0
1158,"King george, Virginia",0.0
1159,"King william, Virginia",0.0
1160,"King, Texas",0.0
1161,"King, Washington",0.0
1162,"Kings, California",0.0
1163,"Kingsbury, South Dakota",0.0
1164,"Kinney, Texas",0.0
1165,"Kitsap, Washington",0.0
1166,"Kittitas, Washington",0.0
1167,"Kittson, Minnesota",0.0
1168,"Klamath, Oregon",0.0
1169,"Kleberg, Texas",0.0
1170,"Klickitat, Washington",0.0
1171,"Knott, Kentucky",0.0
1172,"Knox, Illinois",0.0
1173,"Knox, Indiana",0.0
1174,"Knox, Kentucky",0.0
1175,"Knox, Maine",0.0
1176,"Knox, Nebraska",0.0
1177,"Knox, Ohio",0.0
1178,"Knox, Tennessee",0.0
1179,"Knox, Texas",0.0
1180,"Koochiching county, Minnesota",0.0
1181,"Koochiching, Minnesota",0.0
1182,"Kootenai, Idaho",0.0
1183,"Kosciusko, Indiana",0.0
1184,"La crosse, Wisconsin",0.0
1185,"La grange, Indiana",0.0
1186,"La paz, Arizona",0.0
1187,"La plata, Colorado",0.0
1188,"La porte, Indiana",0.0
1189,"La salle, Illinois",0.0
1190,"La salle, Louisiana",0.0
1191,"La salle, Texas",0.0
1192,"Labette, Kansas",0.0
1193,"Lac qui parle, Minnesota",0.0
1194,"Lackawanna, Pennsylvania",0.0
1195,"Laclede, Missouri",0.0
1196,"Lafayette parish, Louisiana",0.0
1197,"Lafayette, Arkansas",0.0
1198,"Lafayette, Florida",0.0
1199,"Lafayette, Louisiana",0.0
1200,"Lafayette, Missouri",0.0
1201,"Lafayette, Wisconsin",0.0
1202,"Lafourche, Louisiana",0.0
1203,"Lagrange, Indiana",0.0
1204,"Lake, California",0.0
1205,"Lake, Florida",0.0
1206,"Lake, Illinois",0.0
1207,"Lake, Indiana",0.0
1208,"Lake, Michigan",0.0
1209,"Lake, Minnesota",0.0
1210,"Lake, Montana",0.0
1211,"Lake, Oregon",0.0
1212,"Lake, South Dakota",0.0
1213,"Lamar, Alabama",0.0
1214,"Lamar, Texas",0.0
1215,"Lamb, Texas",0.0
1216,"Lamoille, Vermont",0.0
1217,"Lamoure, North Dakota",0.0
1218,"Lampasas, Texas",0.0
1219,"Lancaster county, Pennsylvania",0.0
1220,"Lancaster, Nebraska",0.0
1221,"Lancaster, Pennsylvania",0.0
1222,"Lancaster, South Carolina",0.0
1223,"Lancaster, Virginia",0.0
1224,"Lander, Nevada",0.0
1225,"Lane, Oregon",0.0
1226,"Langlade, Wisconsin",0.0
1227,"Lapeer, Michigan",0.0
1228,"Laporte, Indiana",0.0
1229,"Laramie, Wyoming",0.0
1230,"Larue, Kentucky",0.0
1231,"Lasalle, Illinois",0.0
1232,"Latah, Idaho",0.0
1233,"Lauderdale, Alabama",0.0
1234,"Laurel, Kentucky",0.0
1235,"Laurens, South Carolina",0.0
1236,"Lavaca, Texas",0.0
1237,"Lawrence county, Arkansas",0.0
1238,"Lawrence, Alabama",0.0
1239,"Lawrence, Arkansas",0.0
1240,"Lawrence, Illinois",0.0
1241,"Lawrence, Indiana",0.0
1242,"Lawrence, Kentucky",0.0
1243,"Lawrence, Missouri",0.0
1244,"Lawrence, Pennsylvania",0.0
1245,"Lawrence, South Dakota",0.0
1246,"Le sueur, Minnesota",0.0
1247,"Lea, New Mexico",0.0
1248,"Leavenworth, Kansas",0.0
1249,"Lebanon county, Pennsylvania",0.0
1250,"Lebanon, Pennsylvania",0.0
1251,"Lee county, South Carolina",0.0
1252,"Lee, Alabama",0.0
1253,"Lee, Arkansas",0.0
1254,"Lee, Florida",0.0
1255,"Lee, Illinois",0.0
1256,"Lee, Kentucky",0.0
1257,"Lee, North Carolina",0.0
1258,"Lee, South Carolina",0.0
1259,"Lee, Texas",0.0
1260,"Lee, Virginia",0.0
1261,"Leelanau, Michigan",0.0
1262,"Lehigh county, Pennsylvania",0.0
1263,"Lehigh, Pennsylvania",0.0
1264,"Lemhi, Idaho",0.0
1265,"Lenawee, Michigan",0.0
1266,"Lenoir, North Carolina",0.0
1267,"Leon, Florida",0.0
1268,"Leon, Texas",0.0
1269,"Leslie, Kentucky",0.0
1270,"Letcher, Kentucky",0.0
1271,"Levy county, Florida",0.0
1272,"Levy, Florida",0.0
1273,"Lewis and clark, Montana",0.0
1274,"Lewis county, Washington",0.0
1275,"Lewis, Idaho",0.0
1276,"Lewis, Kentucky",0.0
1277,"Lewis, Missouri",0.0
1278,"Lewis, New York",0.0
1279,"Lewis, Washington",0.0
1280,"Lewis, West Virginia",0.0
1281,"Lexington county, South Carolina",0.0
1282,"Lexington, South Carolina",0.0
1283,"Liberty, Florida",0.0
1284,"Liberty, Montana",0.0
1285,"Liberty, Texas",0.0
1286,"Limestone, Alabama",0.0
1287,"Limestone, Texas",0.0
1288,"Lincoln parish, Louisiana",0.0
1289,"Lincoln, Arkansas",0.0
1290,"Lincoln, Idaho",0.0
1291,"Lincoln, Kentucky",0.0
1292,"Lincoln, Louisiana",0.0
1293,"Lincoln, Maine",0.0
1294,"Lincoln, Minnesota",0.0
1295,"Lincoln, Missouri",0.0
1296,"Lincoln, Montana",0.0
1297,"Lincoln, Nebraska",0.0
1298,"Lincoln, Nevada",0.0
1299,"Lincoln, New Mexico",0.0
1300,"Lincoln, North Carolina",0.0
1301,"Lincoln, Oklahoma",0.0
1302,"Lincoln, Oregon",0.0
1303,"Lincoln, Washington",0.0
1304,"Lincoln, West Virginia",0.0
1305,"Lincoln, Wisconsin",0.0
1306,"Lincoln, Wyoming",0.0
1307,"Linn county, Oregon",0.0
1308,"Linn, Kansas",0.0
1309,"Linn, Missouri",0.0
1310,"Linn, Oregon",0.0
1311,"Lipscomb, Texas",0.0
1312,"Litchfield, Connecticut",0.0
1313,"Little river, Arkansas",0.0
1314,"Live oak, Texas",0.0
1315,"Livingston county, New York",0.0
1316,"Livingston parish, Louisiana",0.0
1317,"Livingston, Illinois",0.041666666666666664
1318,"Livingston, Kentucky",0.0
1319,"Livingston, Louisiana",0.0
1320,"Livingston, Michigan",0.0
1321,"Livingston, Missouri",0.0
1322,"Livingston, New York",0.0
1323,"Llano, Texas",0.0
1324,"Logan, Arkansas",0.0
1325,"Logan, Illinois",0.0
1326,"Logan, Nebraska",0.0
1327,"Logan, North Dakota",0.0
1328,"Logan, West Virginia",0.0
1329,"Lonoke, Arkansas",0.0
1330,"Los alamos, New Mexico",0.0
1331,"Los angeles, California",0.0
1332,"Loudoun, Virginia",0.000967741935483871
1333,"Louisa, Virginia",0.0
1334,"Loup, Nebraska",0.0
1335,"Love, Oklahoma",0.0
1336,"Loving, Texas",0.0
1337,"Lowndes, Alabama",0.0
1338,"Lubbock, Texas",0.0
1339,"Lucas, Ohio",0.0
1340,"Luce, Michigan",0.0
1341,"Luna, New Mexico",0.0
1342,"Lunenburg, Virginia",0.0
1343,"Luzerne county, Pennsylvania",0.0
1344,"Luzerne, Pennsylvania",0.0
1345,"Lycoming county, Pennsylvania",0.0
1346,"Lycoming, Pennsylvania",0.0
1347,"Lyman, South Dakota",0.0
1348,"Lynchburg, Virginia",0.0
1349,"Lynn, Texas",0.0
1350,"Lyon, Kansas",0.0
1351,"Lyon, Kentucky",0.0
1352,"Lyon, Minnesota",0.0
1353,"Lyon, Nevada",0.0
1354,"Mackinac, Michigan",0.0
1355,"Macomb, Michigan",0.0
1356,"Macon, Alabama",0.0
1357,"Macon, Illinois",0.0
1358,"Macon, Missouri",0.0
1359,"Macon, North Carolina",0.0
1360,"Macoupin, Illinois",0.0
1361,"Madera county, California",0.0
1362,"Madera, California",0.0
1363,"Madison, Alabama",0.0
1364,"Madison, Florida",0.0
1365,"Madison, Idaho",0.0
1366,"Madison, Illinois",0.0
1367,"Madison, Indiana",0.0
1368,"Madison, Kentucky",0.0
1369,"Madison, Louisiana",0.0
1370,"Madison, Missouri",0.0
1371,"Madison, Montana",0.0
1372,"Madison, Nebraska",0.0
1373,"Madison, New York",0.0
1374,"Madison, North Carolina",0.0
1375,"Madison, Texas",0.0
1376,"Madison, Virginia",0.0
1377,"Magoffin, Kentucky",0.0
1378,"Mahnomen, Minnesota",0.0
1379,"Malheur, Oregon",0.0
1380,"Manassas, Virginia",0.0
1381,"Manatee county, Florida",0.0
1382,"Manatee, Florida",0.0001054054054054054
1383,"Manistee, Michigan",0.0
1384,"Manitowoc, Wisconsin",0.0
1385,"Marathon, Wisconsin",0.0
1386,"Marengo, Alabama",0.0
1387,"Maricopa, Arizona",0.0
1388,"Maries county, Missouri",0.0
1389,"Maries, Missouri",0.0
1390,"Marin, California",0.0
1391,"Marinette, Wisconsin",0.0
1392,"Marion county, Missouri",0.0
1393,"Marion, Alabama",0.0
1394,"Marion, Arkansas",0.0
1395,"Marion, Florida",0.0
1396,"Marion, Illinois",0.0
1397,"Marion, Indiana",0.0
1398,"Marion, Kansas",0.0
1399,"Marion, Kentucky",0.0
1400,"Marion, Missouri",0.0
1401,"Marion, Ohio",0.0
1402,"Marion, Oregon",0.0
1403,"Marion, South Carolina",0.0
1404,"Marion, Texas",0.0
1405,"Marion, West Virginia",0.0
1406,"Mariposa, California",0.0
1407,"Marlboro, South Carolina",0.0
1408,"Marquette, Michigan",0.0
1409,"Marquette, Wisconsin",0.0
1410,"Marshall, Alabama",0.0
1411,"Marshall, Illinois",0.0
1412,"Marshall, Indiana",0.0
1413,"Marshall, Kentucky",0.0
1414,"Marshall, Minnesota",0.0
1415,"Marshall, West Virginia",0.0
1416,"Martin county, Florida",0.0
1417,"Martin, Florida",0.0
1418,"Martin, Indiana",0.0
1419,"Martin, Kentucky",0.0
1420,"Martin, Minnesota",0.0
1421,"Martin, North Carolina",0.0
1422,"Martin, Texas",0.0
1423,"Martinsville, Virginia",0.0
1424,"Mason, Illinois",0.0
1425,"Mason, Kentucky",0.0
1426,"Mason, Michigan",0.0
1427,"Mason, Texas",0.0
1428,"Mason, Washington",0.0
1429,"Mason, West Virginia",0.0
1430,"Massac, Illinois",0.0
1431,"Matagorda, Texas",0.0
1432,"Maui, Hawaii",0.0
1433,"Maverick, Texas",0.0
1434,"Mayes, Oklahoma",0.0
1435,"Mcclain, Oklahoma",0.0
1436,"Mccone, Montana",0.0
1437,"Mccook, South Dakota",0.0
1438,"Mccormick, South Carolina",0.0
1439,"Mccracken, Kentucky",0.0
1440,"Mccreary, Kentucky",0.0
1441,"Mcculloch, Texas",0.0
1442,"Mcdonald, Missouri",0.0
1443,"Mcdonough, Illinois",0.0
1444,"Mcdowell, North Carolina",0.0
1445,"Mcdowell, West Virginia",0.0
1446,"Mchenry, Illinois",0.0
1447,"Mchenry, North Dakota",0.0
1448,"Mcintosh, North Dakota",0.0
1449,"Mckean county, Pennsylvania",0.0
1450,"Mckean, Pennsylvania",0.0
1451,"Mckenzie, North Dakota",0.0
1452,"Mckinley, New Mexico",0.0
1453,"Mclean, Illinois",0.0
1454,"Mclean, Kentucky",0.0
1455,"Mclean, North Dakota",0.0
1456,"Mclennan, Texas",0.0
1457,"Mcleod, Minnesota",0.0
1458,"Mcmullen, Texas",0.0
1459,"Mcpherson, Nebraska",0.0
1460,"Meade, Kentucky",0.0
1461,"Meade, South Dakota",0.0
1462,"Meagher, Montana",0.0
1463,"Mecklenburg, North Carolina",0.0
1464,"Mecklenburg, Virginia",0.0
1465,"Mecosta, Michigan",0.0
1466,"Medina, Ohio",0.0
1467,"Medina, Texas",0.0
1468,"Meeker, Minnesota",0.0
1469,"Menard, Illinois",0.0
1470,"Menard, Texas",0.0
1471,"Mendocino, California",0.0
1472,"Menifee, Kentucky",0.0
1473,"Menominee, Michigan",0.0
1474,"Merced, California",0.0
1475,"Mercer county, Pennsylvania",0.0
1476,"Mercer, Illinois",0.0
1477,"Mercer, Kentucky",0.0
1478,"Mercer, Missouri",0.0
1479,"Mercer, New Jersey",0.0
1480,"Mercer, North Dakota",0.0
1481,"Mercer, Pennsylvania",0.0
1482,"Mercer, West Virginia",0.0
1483,"Merrick, Nebraska",0.0
1484,"Merrimack, New Hampshire",0.0
1485,"Miami, Indiana",0.0
1486,"Miami, Kansas",0.0
1487,"Miami, Ohio",0.0
1488,"Miami-dade, Florida",0.0
1489,"Middlesex, Connecticut",0.00018223234624145787
1490,"Middlesex, Massachusetts",0.0
1491,"Middlesex, New Jersey",0.0
1492,"Midland, Michigan",0.0
1493,"Midland, Texas",0.0
1494,"Mifflin, Pennsylvania",0.0
1495,"Milam, Texas",0.0
1496,"Millard, Utah",0.0
1497,"Mille lacs county, Minnesota",0.0
1498,"Mille lacs, Minnesota",0.0
1499,"Miller, Arkansas",0.0
1500,"Miller, Missouri",0.0
1501,"Mills, Texas",0.0
1502,"Milwaukee, Wisconsin",0.0
1503,"Miner, South Dakota",0.0
1504,"Mineral, Montana",0.0
1505,"Mineral, Nevada",0.0
1506,"Mineral, West Virginia",0.0
1507,"Mingo, West Virginia",0.0
1508,"Minidoka, Idaho",0.0
1509,"Minnehaha, South Dakota",0.0
1510,"Missaukee, Michigan",0.0
1511,"Mississippi, Arkansas",0.0
1512,"Mississippi, Missouri",0.0
1513,"Missoula, Montana",0.0
1514,"Mitchell, Kansas",0.0
1515,"Mitchell, North Carolina",0.0
1516,"Mitchell, Texas",0.0
1517,"Mobile, Alabama",0.0
1518,"Modoc, California",0.0
1519,"Mohave, Arizona",0.0
1520,"Moniteau, Missouri",0.0
1521,"Monmouth, New Jersey",0.0
1522,"Mono, California",0.0
1523,"Monongalia, West Virginia",0.0
1524,"Monroe county, Pennsylvania",0.0
1525,"Monroe, Alabama",0.0
1526,"Monroe, Arkansas",0.0
1527,"Monroe, Florida",0.0
1528,"Monroe, Illinois",0.0
1529,"Monroe, Indiana",0.0
1530,"Monroe, Kentucky",0.0
1531,"Monroe, Michigan",0.0
1532,"Monroe, Missouri",0.0
1533,"Monroe, New York",0.0
1534,"Monroe, Pennsylvania",0.0
1535,"Monroe, West Virginia",0.0
1536,"Monroe, Wisconsin",0.0
1537,"Montague, Texas",0.0
1538,"Montcalm, Michigan",0.0
1539,"Monterey, California",0.0
1540,"Montgomery county, Pennsylvania",0.0
1541,"Montgomery, Alabama",0.0
1542,"Montgomery, Arkansas",0.0
1543,"Montgomery, Illinois",0.0
1544,"Montgomery, Indiana",0.0
1545,"Montgomery, Kansas",0.0
1546,"Montgomery, Kentucky",0.0
1547,"Montgomery, Maryland",0.0029054054054054052
1548,"Montgomery, Missouri",0.0
1549,"Montgomery, New York",0.0
1550,"Montgomery, North Carolina",0.0
1551,"Montgomery, Pennsylvania",0.0
1552,"Montgomery, Texas",0.0
1553,"Montgomery, Virginia",0.0
1554,"Montmorency, Michigan",0.0
1555,"Montour, Pennsylvania",0.0
1556,"Moody, South Dakota",0.0
1557,"Moore county, Texas",0.0
1558,"Moore, North Carolina",0.0
1559,"Moore, Texas",0.0
1560,"Mora, New Mexico",0.0
1561,"Morehouse, Louisiana",0.0
1562,"Morgan, Alabama",0.0
1563,"Morgan, Illinois",0.0
1564,"Morgan, Indiana",0.0
1565,"Morgan, Kentucky",0.0
1566,"Morgan, Missouri",0.0
