,county,endrin
1567,"Morgan, Utah",0.0
1568,"Morgan, West Virginia",0.0
1569,"Morrill, Nebraska",0.0
1570,"Morris, Kansas",0.0
1571,"Morris, New Jersey",0.0
1572,"Morris, Texas",0.0
1573,"Morrison, Minnesota",0.0
1574,"Morrow, Oregon",0.0
1575,"Morton, North Dakota",0.0
1576,"Motley, Texas",0.0
1577,"Moultrie, Illinois",0.0
1578,"Mountrail, North Dakota",0.0
1579,"Mower, Minnesota",0.0
1580,"Muhlenberg, Kentucky",0.0
1581,"Multnomah county, Oregon",0.0
1582,"Multnomah, Oregon",0.0
1583,"Murray, Minnesota",0.0
1584,"Muskegon, Michigan",0.0
1585,"Musselshell, Montana",0.0
1586,"Nacogdoches, Texas",0.0
1587,"Nance, Nebraska",0.0
1588,"Nantucket, Massachusetts",0.0
1589,"Napa, California",0.0
1590,"Nash, North Carolina",0.0
1591,"Nassau, Florida",0.0
1592,"Nassau, New York",0.0
1593,"Natchitoches, Louisiana",0.0
1594,"Natrona, Wyoming",0.0
1595,"Navajo, Arizona",0.0
1596,"Navarro, Texas",0.0
1597,"Nelson, Kentucky",0.0009090909090909091
1598,"Nelson, North Dakota",0.0
1599,"Nelson, Virginia",0.0
1600,"Nemaha, Nebraska",0.0
1601,"Neosho, Kansas",0.0
1602,"Nevada county, Arkansas",0.0
1603,"Nevada, Arkansas",0.0
1604,"Nevada, California",0.0
1605,"New hanover, North Carolina",0.0
1606,"New haven, Connecticut",0.0
1607,"New london, Connecticut",0.0
1608,"New madrid, Missouri",0.0
1609,"Newaygo, Michigan",0.0
1610,"Newberry, South Carolina",0.0
1611,"Newport, Rhode Island",0.0
1612,"Newton county, Arkansas",0.0
1613,"Newton, Arkansas",0.0
1614,"Newton, Indiana",0.0
1615,"Newton, Missouri",0.0
1616,"Newton, Texas",0.0
1617,"Nez perce, Idaho",0.0
1618,"Niagara, New York",0.0
1619,"Nicholas, Kentucky",0.0
1620,"Nicholas, West Virginia",0.0
1621,"Nicollet, Minnesota",0.0
1622,"Niobrara, Wyoming",0.0
1623,"Noble, Indiana",0.0
1624,"Nobles, Minnesota",0.0
1625,"Nodaway, Missouri",0.0
1626,"Nolan, Texas",0.0
1627,"Norfolk, Massachusetts",0.0
1628,"Norfolk, Virginia",0.0
1629,"Northampton county, Pennsylvania",0.0
1630,"Northampton, North Carolina",0.0
1631,"Northampton, Pennsylvania",0.0
1632,"Northampton, Virginia",0.0
1633,"Northumberland, Pennsylvania",0.0
1634,"Northumberland, Virginia",0.0
1635,"Norton, Kansas",0.0
1636,"Nottoway, Virginia",0.0
1637,"Nuckolls, Nebraska",0.0
1638,"Nueces, Texas",0.0
1639,"Nye, Nevada",0.0
1640,"Oakland, Michigan",0.0
1641,"Ocean, New Jersey",0.0
1642,"Oceana, Michigan",0.0
1643,"Ochiltree, Texas",0.0
1644,"Oconee, South Carolina",0.0
1645,"Oconto, Wisconsin",0.0
1646,"Ogemaw, Michigan",0.0
1647,"Ogle, Illinois",0.0
1648,"Ohio, Indiana",0.0
1649,"Ohio, Kentucky",0.0
1650,"Ohio, West Virginia",0.0
1651,"Okaloosa county, Florida",0.0
1652,"Okaloosa, Florida",0.0
1653,"Okanogan, Washington",0.0
1654,"Okeechobee, Florida",0.0
1655,"Oklahoma, Oklahoma",0.0
1656,"Oldham, Kentucky",0.0
1657,"Oldham, Texas",0.0
1658,"Olmsted, Minnesota",0.0
1659,"Oneida, Idaho",0.0
1660,"Oneida, New York",0.0
1661,"Oneida, Wisconsin",0.0
1662,"Onondaga, New York",0.0
1663,"Onslow, North Carolina",0.0
1664,"Ontario, New York",0.0
1665,"Ontonagon, Michigan",0.0
1666,"Orange, California",0.0
1667,"Orange, Florida",0.0
1668,"Orange, New York",0.0
1669,"Orange, North Carolina",0.00012290502793296088
1670,"Orange, Texas",0.0
1671,"Orange, Vermont",0.0
1672,"Orange, Virginia",0.0
1673,"Orangeburg, South Carolina",0.0
1674,"Oregon, Missouri",0.0
1675,"Orleans, Louisiana",0.0
1676,"Orleans, New York",0.0
1677,"Orleans, Vermont",0.0
1678,"Osage, Kansas",0.0
1679,"Osage, Missouri",0.0
1680,"Osage, Oklahoma",0.0
1681,"Osceola, Florida",0.0
1682,"Osceola, Michigan",0.0
1683,"Oscoda, Michigan",0.0
1684,"Oswego, New York",0.0
1685,"Otero county, New Mexico",0.0
1686,"Otero, New Mexico",0.0
1687,"Otoe, Nebraska",0.0
1688,"Otsego, Michigan",0.0
1689,"Otsego, New York",0.0
1690,"Ottawa, Michigan",0.0
1691,"Otter tail, Minnesota",0.0
1692,"Ouachita, Arkansas",0.0
1693,"Ouachita, Louisiana",0.0
1694,"Outagamie, Wisconsin",0.0
1695,"Owen, Indiana",0.0
1696,"Owen, Kentucky",0.0
1697,"Owsley, Kentucky",0.0
1698,"Owyhee, Idaho",0.0
1699,"Oxford, Maine",0.0
1700,"Ozark, Missouri",0.0
1701,"Ozaukee, Wisconsin",0.0
1702,"Pacific, Washington",0.0
1703,"Page, Virginia",0.0
1704,"Palm beach, Florida",0.0
1705,"Palo pinto, Texas",0.0
1706,"Pamlico, North Carolina",0.0
1707,"Panola, Texas",0.0
1708,"Park, Montana",0.0
1709,"Park, Wyoming",0.0
1710,"Parke, Indiana",0.0
1711,"Parker, Texas",0.0
1712,"Parmer, Texas",0.0
1713,"Pasco county, Florida",0.0
1714,"Pasco, Florida",0.0
1715,"Pasquotank, North Carolina",0.0
1716,"Passaic, New Jersey",0.0
1717,"Patrick, Virginia",0.0
1718,"Pawnee, Nebraska",0.0
1719,"Payette, Idaho",0.0
1720,"Payne, Oklahoma",0.0
1721,"Pecos, Texas",0.0
1722,"Pembina, North Dakota",0.0
1723,"Pemiscot, Missouri",0.0
1724,"Pend oreille, Washington",0.0
1725,"Pender, North Carolina",0.0
1726,"Pendleton, Kentucky",0.0
1727,"Pendleton, West Virginia",0.0
1728,"Pennington, Minnesota",0.0
1729,"Pennington, South Dakota",0.0
1730,"Penobscot, Maine",0.0
1731,"Peoria, Illinois",0.0
1732,"Pepin, Wisconsin",0.0
1733,"Perkins, Nebraska",0.0
1734,"Perquimans, North Carolina",0.0
1735,"Perry county, Pennsylvania",0.0
1736,"Perry, Alabama",0.0
1737,"Perry, Arkansas",0.0
1738,"Perry, Illinois",0.0
1739,"Perry, Indiana",0.0
1740,"Perry, Kentucky",0.0
1741,"Perry, Missouri",0.0
1742,"Perry, Pennsylvania",0.0
1743,"Pershing, Nevada",0.0
1744,"Person, North Carolina",0.0
1745,"Petroleum, Montana",0.0
1746,"Pettis, Missouri",0.0
1747,"Phelps, Missouri",0.0
1748,"Phelps, Nebraska",0.0
1749,"Philadelphia, Pennsylvania",0.0
1750,"Phillips, Arkansas",0.0
1751,"Phillips, Kansas",0.0
1752,"Phillips, Montana",0.0
1753,"Piatt, Illinois",0.0
1754,"Pickens, Alabama",0.0
1755,"Pickens, South Carolina",0.0
1756,"Pierce county, Washington",0.0
1757,"Pierce, Nebraska",0.0
1758,"Pierce, North Dakota",0.0
1759,"Pierce, Washington",0.0
1760,"Pierce, Wisconsin",0.0
1761,"Pike, Alabama",0.0
1762,"Pike, Arkansas",0.0
1763,"Pike, Illinois",0.0
1764,"Pike, Indiana",0.0
1765,"Pike, Kentucky",0.0
1766,"Pike, Missouri",0.0
1767,"Pike, Ohio",0.0
1768,"Pike, Pennsylvania",0.0
1769,"Pima, Arizona",0.0
1770,"Pinal, Arizona",0.0003144654088050315
1771,"Pine, Minnesota",0.0
1772,"Pinellas, Florida",0.0
1773,"Pipestone, Minnesota",0.0
1774,"Piscataquis, Maine",0.0
1775,"Pitt, North Carolina",0.0
1776,"Pittsburg, Oklahoma",0.0
1777,"Pittsylvania, Virginia",0.0
1778,"Piute, Utah",0.0
1779,"Placer, California",0.0
1780,"Plaquemines, Louisiana",0.0
1781,"Platte, Missouri",0.0
1782,"Platte, Nebraska",0.0
1783,"Platte, Wyoming",0.0
1784,"Pleasants, West Virginia",0.0
1785,"Plymouth, Massachusetts",0.0
1786,"Pocahontas, West Virginia",0.0
1787,"Poinsett, Arkansas",0.0
1788,"Pointe coupee parish, Louisiana",0.0
1789,"Pointe coupee, Louisiana",0.0
1790,"Polk, Arkansas",0.0
1791,"Polk, Florida",0.0
1792,"Polk, Minnesota",0.0
1793,"Polk, Missouri",0.0
1794,"Polk, Nebraska",0.0
1795,"Polk, North Carolina",0.0
1796,"Polk, Oregon",0.0
1797,"Polk, Texas",0.0
1798,"Polk, Wisconsin",0.0
1799,"Pondera, Montana",0.0
1800,"Pontotoc, Oklahoma",0.0
1801,"Pope, Arkansas",0.0
1802,"Pope, Illinois",0.0
1803,"Pope, Minnesota",0.0
1804,"Portage county, Wisconsin",0.0
1805,"Portage, Wisconsin",0.0
1806,"Porter, Indiana",0.0
1807,"Portsmouth, Virginia",0.0
1808,"Posey, Indiana",0.0
1809,"Potter, Pennsylvania",0.0
1810,"Potter, Texas",0.0
1811,"Powder river, Montana",0.0
1812,"Powell, Kentucky",0.0
1813,"Powell, Montana",0.0
1814,"Power, Idaho",0.0
1815,"Prairie, Arkansas",0.0
1816,"Prairie, Montana",0.0
1817,"Presidio, Texas",0.0
1818,"Presque isle, Michigan",0.0
1819,"Preston, West Virginia",0.0
1820,"Price, Wisconsin",0.0
1821,"Prince george's, Maryland",0.0
1822,"Prince george, Virginia",0.0
1823,"Prince georges, Maryland",0.0
1824,"Prince william, Virginia",0.0
1825,"Providence, Rhode Island",0.0
1826,"Pulaski, Arkansas",0.0
1827,"Pulaski, Illinois",0.0
1828,"Pulaski, Indiana",0.0
1829,"Pulaski, Kentucky",0.0
1830,"Pulaski, Missouri",0.0
1831,"Pulaski, Virginia",0.0
1832,"Putnam county, Indiana",0.0
1833,"Putnam, Florida",2.3529411764705884e-05
1834,"Putnam, Illinois",0.0
1835,"Putnam, Indiana",0.0
1836,"Putnam, Missouri",0.0
1837,"Putnam, New York",0.005847953216374269
1838,"Putnam, Tennessee",0.0
1839,"Putnam, West Virginia",0.0
1840,"Quay, New Mexico",0.0
1841,"Queen anne's, Maryland",0.0
1842,"Racine, Wisconsin",0.0
1843,"Radford, Virginia",0.0
1844,"Rains, Texas",0.0
1845,"Raleigh, West Virginia",0.0
1846,"Ramsey, Minnesota",0.0
1847,"Ramsey, North Dakota",0.0
1848,"Randall, Texas",0.0
1849,"Randolph, Alabama",0.0022222222222222222
1850,"Randolph, Arkansas",0.0
1851,"Randolph, Illinois",0.0
1852,"Randolph, Indiana",0.0
1853,"Randolph, Missouri",0.0
1854,"Randolph, North Carolina",0.0
1855,"Randolph, West Virginia",0.0
1856,"Ransom, North Dakota",0.0
1857,"Rapides, Louisiana",0.0
1858,"Ravalli, Montana",0.0
1859,"Ray, Missouri",0.0
1860,"Reagan, Texas",0.0
1861,"Real, Texas",0.0
1862,"Red lake, Minnesota",0.0
1863,"Red river, Louisiana",0.0
1864,"Red river, Texas",0.0
1865,"Red willow, Nebraska",0.0
1866,"Redwood, Minnesota",0.0
1867,"Reeves, Texas",0.0
1868,"Refugio, Texas",0.0
1869,"Rensselaer, New York",0.0
1870,"Renville, Minnesota",0.0
1871,"Reynolds, Missouri",0.0
1872,"Rice, Minnesota",0.0
1873,"Rich, Utah",0.0
1874,"Richardson, Nebraska",0.0
1875,"Richland, Illinois",0.0
1876,"Richland, Louisiana",0.0
1877,"Richland, Montana",0.0
1878,"Richland, North Dakota",0.0
1879,"Richland, Ohio",0.0
1880,"Richland, South Carolina",0.0
1881,"Richland, Wisconsin",0.0
1882,"Richmond, North Carolina",0.0
1883,"Richmond, Virginia",0.0
1884,"Riley, Kansas",0.0
1885,"Rio arriba, New Mexico",0.0
1886,"Ripley, Indiana",0.0
1887,"Ripley, Missouri",0.0
1888,"Ritchie, West Virginia",0.0
1889,"Riverside, California",0.0
1890,"Roane, West Virginia",0.0
1891,"Roanoke, Virginia",0.0
1892,"Roberts, South Dakota",0.0
1893,"Roberts, Texas",0.0
1894,"Robertson, Texas",0.0
1895,"Robeson, North Carolina",0.0
1896,"Rock island, Illinois",0.0
1897,"Rock, Minnesota",0.0
1898,"Rock, Nebraska",0.0
1899,"Rock, Wisconsin",0.0
1900,"Rockbridge, Virginia",0.0
1901,"Rockcastle, Kentucky",0.0
1902,"Rockingham, New Hampshire",0.0
1903,"Rockingham, North Carolina",0.0
1904,"Rockingham, Virginia",0.0
1905,"Rockland, New York",0.0
1906,"Rolette, North Dakota",0.0
1907,"Roosevelt, Montana",0.0
1908,"Roosevelt, New Mexico",0.0
1909,"Roscommon, Michigan",0.0
1910,"Roseau, Minnesota",0.0
1911,"Rosebud, Montana",0.0
1912,"Rowan county, North Carolina",0.0
1913,"Rowan, Kentucky",0.0
1914,"Rowan, North Carolina",0.0
1915,"Runnels, Texas",0.0
1916,"Rush, Indiana",0.0
1917,"Rusk, Texas",0.0
1918,"Rusk, Wisconsin",0.0
1919,"Russell, Alabama",0.0
1920,"Russell, Kansas",0.0
1921,"Russell, Kentucky",0.0
1922,"Russell, Virginia",0.0
1923,"Rutherford, North Carolina",0.0
1924,"Rutland, Vermont",0.0
1925,"Sabine, Louisiana",0.0
1926,"Sabine, Texas",0.0
1927,"Sacramento county, California",0.0
1928,"Sacramento, California",0.0
1929,"Sagadahoc, Maine",0.0
1930,"Saginaw, Michigan",0.0
1931,"Saint bernard, Louisiana",0.0
1932,"Saint charles, Missouri",0.0
1933,"Saint clair, Michigan",0.0
1934,"Saint francois, Missouri",0.0
1935,"Saint james, Louisiana",0.0
1936,"Saint joseph, Michigan",0.0
1937,"Saint landry, Louisiana",0.0
1938,"Saint lawrence, New York",0.0
1939,"Saint louis, Minnesota",0.0
1940,"Saint louis, Missouri",0.0
1941,"Saint marys, Maryland",0.0
1942,"Saint tammany, Louisiana",0.0
1943,"Salem, New Jersey",0.0
1944,"Salem, Virginia",0.0
1945,"Saline county, Arkansas",0.0
1946,"Saline, Arkansas",0.0
1947,"Saline, Illinois",0.0
1948,"Saline, Kansas",0.0
1949,"Saline, Missouri",0.0
1950,"Saline, Nebraska",0.0
1951,"Salt lake, Utah",0.0
1952,"Saluda, South Carolina",0.0
1953,"Sampson, North Carolina",0.0
1954,"San augustine, Texas",0.0
1955,"San benito, California",0.0
1956,"San bernardino county, California",0.0
1957,"San bernardino, California",0.0
1958,"San diego county, California",0.0
1959,"San diego, California",0.0
1960,"San francisco, California",0.0
1961,"San jacinto, Texas",0.0
1962,"San joaquin, California",0.0
1963,"San juan, New Mexico",0.0
1964,"San juan, Utah",0.0
1965,"San juan, Washington",0.0
1966,"San luis obispo, California",0.0
1967,"San mateo, California",0.0
1968,"San miguel, New Mexico",0.0
1969,"San patricio, Texas",0.0
1970,"San saba, Texas",0.0
1971,"Sanborn, South Dakota",0.0
1972,"Sanders, Montana",0.0
1973,"Sandoval, New Mexico",0.0
1974,"Sangamon, Illinois",0.0
1975,"Sanilac, Michigan",0.0
1976,"Sanpete, Utah",0.0
1977,"Santa barbara, California",0.0
1978,"Santa clara, California",0.0
1979,"Santa cruz, Arizona",0.0
1980,"Santa cruz, California",9.852216748768474e-05
1981,"Santa fe, New Mexico",0.0
1982,"Santa rosa county, Florida",0.0
1983,"Santa rosa, Florida",0.0
1984,"Sarasota, Florida",0.0
1985,"Saratoga, New York",0.0
1986,"Sargent, North Dakota",0.0
1987,"Sarpy, Nebraska",0.0
1988,"Sauk, Wisconsin",0.0
1989,"Saunders, Nebraska",0.0
1990,"Sawyer, Wisconsin",0.0
1991,"Schenectady, New York",0.0
1992,"Schleicher, Texas",0.0
1993,"Schoharie, New York",0.0
1994,"Schoolcraft, Michigan",0.0
1995,"Schuyler, Illinois",0.0
1996,"Schuyler, New York",0.0
1997,"Schuylkill, Pennsylvania",0.0
1998,"Scotland, Missouri",0.0
1999,"Scotland, North Carolina",0.0
2000,"Scott, Arkansas",0.0
2001,"Scott, Illinois",0.0
2002,"Scott, Indiana",0.0
2003,"Scott, Iowa",0.0
2004,"Scott, Kentucky",0.0
2005,"Scott, Minnesota",0.0
2006,"Scott, Missouri",0.0
2007,"Scott, Virginia",0.0
2008,"Scotts bluff, Nebraska",0.0
2009,"Scurry, Texas",0.0
2010,"Searcy, Arkansas",0.0
2011,"Sebastian, Arkansas",0.0
2012,"Sedgwick, Kansas",0.0
2013,"Seminole county, Florida",0.0
2014,"Seminole, Florida",0.0
2015,"Seneca, New York",0.0
2016,"Seneca, Ohio",0.0
2017,"Sevier, Arkansas",0.0
2018,"Sevier, Utah",0.0
2019,"Seward, Nebraska",0.0
2020,"Shackelford, Texas",0.0
2021,"Shannon, Missouri",0.0
2022,"Shannon, South Dakota",0.0
2023,"Sharp county, Arkansas",0.0
2024,"Sharp, Arkansas",0.0
2025,"Shasta, California",0.0
2026,"Shawano, Wisconsin",0.0
2027,"Shawnee, Kansas",0.0
2028,"Sheboygan, Wisconsin",0.0
2029,"Shelby, Alabama",0.0
2030,"Shelby, Illinois",0.0
2031,"Shelby, Indiana",0.0
2032,"Shelby, Kentucky",0.0
2033,"Shelby, Missouri",0.0
2034,"Shelby, Ohio",0.0
2035,"Shelby, Tennessee",0.0
2036,"Shelby, Texas",0.0
2037,"Shenandoah, Virginia",0.0
2038,"Sherburne, Minnesota",0.0
2039,"Sheridan, Montana",0.0
2040,"Sheridan, Nebraska",0.0
2041,"Sheridan, North Dakota",0.0
2042,"Sheridan, Wyoming",0.0
2043,"Sherman, Nebraska",0.0
2044,"Sherman, Oregon",0.0
2045,"Sherman, Texas",0.0
2046,"Shiawassee, Michigan",0.0
2047,"Shoshone, Idaho",0.0
2048,"Sibley, Minnesota",0.0
2049,"Sierra, New Mexico",0.0
2050,"Silver bow, Montana",0.0
2051,"Silverbow, Montana",0.0
2052,"Simpson, Kentucky",0.0
2053,"Sioux, Nebraska",0.0
2054,"Sioux, North Dakota",0.0
2055,"Siskiyou, California",0.0
2056,"Skagit, Washington",0.0
2057,"Skamania, Washington",0.0
2058,"Slope, North Dakota",0.0
2059,"Smith, Texas",0.0
2060,"Smyth, Virginia",0.0
2061,"Snohomish, Washington",0.0
2062,"Snyder county, Pennsylvania",0.0
2063,"Snyder, Pennsylvania",0.0
2064,"Socorro, New Mexico",0.0
2065,"Solano, California",0.0
2066,"Somerset county, Pennsylvania",0.0
2067,"Somerset, Maine",0.0
2068,"Somerset, Maryland",0.0
2069,"Somerset, New Jersey",0.0
2070,"Somerset, Pennsylvania",0.0
2071,"Somervell, Texas",0.0
2072,"Sonoma, California",0.0
2073,"Southampton, Virginia",0.0
2074,"Southeast fairbanks, Alaska",0.0
2075,"Spartanburg, South Carolina",0.0
2076,"Spencer, Indiana",0.0
2077,"Spink county, South Dakota",0.0
2078,"Spokane, Washington",0.0
2079,"Spotsylvania, Virginia",0.0
2080,"St clair, Alabama",0.0
2081,"St helena, Louisiana",0.0
2082,"St joseph, Indiana",0.0
2083,"St landry, Louisiana",0.0
2084,"St lawrence, New York",0.0
2085,"St louis, Missouri",0.0
2086,"St mary's, Maryland",0.0
2087,"St tammany, Louisiana",0.0
2088,"St. bernard, Louisiana",0.0
2089,"St. charles, Louisiana",0.0
2090,"St. charles, Missouri",0.0
2091,"St. clair county, Missouri",0.0
2092,"St. clair, Alabama",0.0
2093,"St. clair, Illinois",0.0
2094,"St. clair, Michigan",0.0
2095,"St. clair, Missouri",0.0
2096,"St. croix, Wisconsin",0.0
2097,"St. francis, Arkansas",0.0
2098,"St. francois, Missouri",0.0
2099,"St. helena, Louisiana",0.0
2100,"St. james, Louisiana",0.0
2101,"St. john the baptist parish, Louisiana",0.0
2102,"St. john the baptist, Louisiana",0.0
2103,"St. johns, Florida",0.0
2104,"St. joseph county, Indiana",0.0
2105,"St. joseph, Indiana",0.0
2106,"St. joseph, Michigan",0.0
2107,"St. landry, Louisiana",0.0
2108,"St. lawrence, New York",0.0
2109,"St. louis city, Missouri",0.0
2110,"St. louis, Minnesota",0.0
2111,"St. louis, Missouri",0.0
2112,"St. lucie, Florida",0.0
2113,"St. martin parish, Louisiana",0.0
2114,"St. martin, Louisiana",0.0
2115,"St. mary parish, Louisiana",0.0
2116,"St. mary's county, Maryland",0.0
2117,"St. mary's, Maryland",0.0
2118,"St. mary, Louisiana",0.0
2119,"St. tammany parish, Louisiana",0.0
2120,"St. tammany, Louisiana",0.0
2121,"Stafford, Virginia",0.0
2122,"Stanislaus, California",0.0
2123,"Stanly, North Carolina",0.0
2124,"Stanton, Nebraska",0.0
2125,"Stark, Illinois",0.0
2126,"Stark, North Dakota",0.0
2127,"Starke, Indiana",0.0
2128,"Starr, Texas",0.0
2129,"Staunton, Virginia",0.0
2130,"Ste. genevieve, Missouri",0.0
2131,"Stearns, Minnesota",0.0
2132,"Steele, Minnesota",0.0
2133,"Stephens, Texas",0.0
2134,"Stephenson, Illinois",0.0
2135,"Sterling, Texas",0.0
2136,"Steuben, Indiana",0.0
2137,"Steuben, New York",0.0
2138,"Stevens, Minnesota",0.0
2139,"Stevens, Washington",0.0
2140,"Stillwater, Montana",0.0
2141,"Stoddard, Missouri",0.0
2142,"Stokes, North Carolina",0.0
2143,"Stone, Arkansas",0.0
2144,"Stone, Missouri",0.0
2145,"Stonewall, Texas",0.0
2146,"Storey, Nevada",0.0
2147,"Strafford, New Hampshire",0.0
2148,"Stutsman, North Dakota",0.0
2149,"Sublette, Wyoming",0.0
2150,"Suffolk city, Virginia",0.0
2151,"Suffolk, Massachusetts",0.0
2152,"Suffolk, Virginia",0.0
2153,"Sullivan, Indiana",0.0
2154,"Sullivan, Missouri",0.0
2155,"Sullivan, New Hampshire",0.0
2156,"Sullivan, New York",0.0
2157,"Sullivan, Pennsylvania",0.0
2158,"Summers, West Virginia",0.0
2159,"Summit, Utah",0.0
2160,"Sumner, Kansas",0.0
2161,"Sumter, Alabama",0.0
2162,"Sumter, Florida",0.0
2163,"Sumter, South Carolina",0.0
2164,"Surry, North Carolina",0.00016580310880829016
2165,"Surry, Virginia",0.0
2166,"Susquehanna, Pennsylvania",0.0
2167,"Sussex, New Jersey",0.0
2168,"Sutter, California",0.0
2169,"Sutton, Texas",0.0
2170,"Suwannee, Florida",0.0
2171,"Swain, North Carolina",0.0
2172,"Sweet grass, Montana",0.0
2173,"Sweetwater county, Wyoming",0.0
2174,"Sweetwater, Wyoming",0.0
2175,"Swift county, Minnesota",0.0
2176,"Swift, Minnesota",0.0
2177,"Swisher, Texas",0.0
2178,"Switzerland, Indiana",0.0
2179,"Talbot, Maryland",0.0
2180,"Talladega, Alabama",0.0
2181,"Tallapoosa, Alabama",0.0
2182,"Taney, Missouri",0.0
2183,"Tangipahoa parish, Louisiana",0.0
2184,"Tangipahoa, Louisiana",0.0
2185,"Taos, New Mexico",0.0
2186,"Tarrant, Texas",0.0001724137931034483
2187,"Taylor, Florida",0.0
2188,"Taylor, Kentucky",0.0
2189,"Taylor, Texas",0.0
2190,"Taylor, West Virginia",0.0
2191,"Taylor, Wisconsin",0.0
2192,"Tazewell, Illinois",0.0
2193,"Tazewell, Virginia",0.0
2194,"Tensas, Louisiana",0.0
2195,"Terrebonne, Louisiana",0.0
2196,"Terrell, Texas",0.0
2197,"Terry, Texas",0.0
2198,"Teton, Idaho",0.0
2199,"Teton, Montana",0.0
2200,"Teton, Wyoming",0.0
2201,"Texas, Missouri",0.0
2202,"Thayer, Nebraska",0.0
2203,"Thomas, Nebraska",0.0
2204,"Throckmorton, Texas",0.0
2205,"Thurston, Nebraska",0.0
2206,"Thurston, Washington",0.0
2207,"Tillamook county, Oregon",0.0
2208,"Tillamook, Oregon",0.0
2209,"Tillman, Oklahoma",0.0
2210,"Tioga county, Pennsylvania",0.0
2211,"Tioga, New York",0.0
2212,"Tioga, Pennsylvania",0.0
2213,"Tippecanoe, Indiana",0.0
2214,"Tipton, Indiana",0.0
2215,"Titus, Texas",0.0
2216,"Todd, Kentucky",0.0
2217,"Todd, Minnesota",0.0
2218,"Todd, South Dakota",0.0
2219,"Tolland, Connecticut",0.0
2220,"Tom green, Texas",0.0
2221,"Tompkins, New York",0.0
2222,"Tooele, Utah",0.0
2223,"Toole, Montana",0.0
2224,"Torrance, New Mexico",0.0
2225,"Towner, North Dakota",0.0
2226,"Traill, North Dakota",0.0
2227,"Transylvania, North Carolina",0.0
2228,"Traverse, Minnesota",0.0
2229,"Travis, Texas",0.0
2230,"Treasure, Montana",0.0
2231,"Trempealeau, Wisconsin",0.0
2232,"Trigg, Kentucky",0.0
2233,"Trimble, Kentucky",0.0
2234,"Trinity, Texas",0.0
2235,"Tripp, South Dakota",0.0
2236,"Tucker, West Virginia",0.0
2237,"Tulare, California",0.0
2238,"Turner, South Dakota",0.0
2239,"Tuscaloosa, Alabama",0.0
2240,"Tuscola, Michigan",0.0
2241,"Twin falls, Idaho",0.0
2242,"Tyler, Texas",0.0
2243,"Tyler, West Virginia",0.0
2244,"Tyrrell, North Carolina",0.0
2245,"Uinta, Wyoming",0.0
2246,"Uintah, Utah",0.0
2247,"Ulster, New York",0.0
2248,"Umatilla, Oregon",0.0
2249,"Union parish, Louisiana",0.0
2250,"Union, Arkansas",0.0
2251,"Union, Florida",0.0
2252,"Union, Illinois",0.0
2253,"Union, Indiana",0.0
2254,"Union, Kentucky",0.0
2255,"Union, Louisiana",0.0
2256,"Union, New Mexico",0.0
2257,"Union, North Carolina",0.0
2258,"Union, Oregon",0.0
2259,"Union, Pennsylvania",0.0
2260,"Union, South Carolina",0.0
2261,"Union, South Dakota",0.0
2262,"Unknown, South Carolina",0.0
2263,"Upshur, Texas",0.0
2264,"Upshur, West Virginia",0.0
2265,"Upton, Texas",0.0
2266,"Utah, Utah",0.0
2267,"Uvalde, Texas",0.0
2268,"Val verde, Texas",0.0
2269,"Valencia, New Mexico",0.0
2270,"Valley, Idaho",0.0
2271,"Valley, Montana",0.0
2272,"Valley, Nebraska",0.0
2273,"Van buren, Arkansas",0.0
2274,"Van buren, Michigan",0.0
2275,"Van wert, Ohio",0.0
2276,"Van zandt, Texas",0.0
2277,"Vance, North Carolina",0.0
2278,"Vanderburgh, Indiana",0.0
2279,"Venango county, Pennsylvania",0.0
2280,"Venango, Pennsylvania",0.0
2281,"Ventura, California",0.0
2282,"Vermilion, Illinois",0.0
2283,"Vermilion, Louisiana",0.0
2284,"Vermillion county, Indiana",0.0
2285,"Vermillion, Indiana",0.0
2286,"Vernon, Louisiana",0.0
2287,"Vernon, Missouri",0.0
2288,"Vernon, Wisconsin",0.0
2289,"Victoria, Texas",0.0
2290,"Vigo, Indiana",0.0
2291,"Vilas, Wisconsin",0.0
2292,"Volusia, Florida",0.0
2293,"Wabash, Illinois",0.0
2294,"Wabash, Indiana",0.0
2295,"Wabasha, Minnesota",0.0
2296,"Wabaunsee, Kansas",0.0
2297,"Wadena, Minnesota",0.0
2298,"Wahkiakum, Washington",0.0
2299,"Wake, North Carolina",6.171490988530857e-06
2300,"Wakulla, Florida",0.0
2301,"Waldo, Maine",0.0
2302,"Walker, Alabama",0.0
2303,"Walker, Texas",0.0
2304,"Walla walla, Washington",0.0
2305,"Waller, Texas",0.0
2306,"Wallowa, Oregon",0.0
2307,"Walsh, North Dakota",0.0
2308,"Walton, Florida",0.0
2309,"Walworth, South Dakota",0.0
2310,"Walworth, Wisconsin",0.0
2311,"Ward, North Dakota",0.0
2312,"Ward, Texas",0.0
2313,"Warren county, Pennsylvania",0.0
2314,"Warren, Illinois",0.0
2315,"Warren, Indiana",0.0
2316,"Warren, Kentucky",0.0
2317,"Warren, Missouri",0.0
2318,"Warren, New Jersey",0.0
2319,"Warren, New York",0.0
2320,"Warren, North Carolina",0.0
2321,"Warren, Pennsylvania",0.0
2322,"Warren, Virginia",0.0
2323,"Warrick, Indiana",0.0
2324,"Wasatch, Utah",0.0
