,county,methoxychlor
1566,"Monroe, Indiana",0.0
1567,"Monroe, Kentucky",0.0
1568,"Monroe, Michigan",0.0
1569,"Monroe, Missouri",0.0
1570,"Monroe, New York",0.0
1571,"Monroe, Ohio",0.0
1572,"Monroe, Pennsylvania",0.0
1573,"Monroe, West Virginia",0.0
1574,"Monroe, Wisconsin",0.0
1575,"Montague, Texas",0.0
1576,"Montcalm, Michigan",0.0
1577,"Monterey, California",0.0
1578,"Montgomery county, Pennsylvania",0.0
1579,"Montgomery, Alabama",0.0
1580,"Montgomery, Arkansas",0.0
1581,"Montgomery, Illinois",0.0
1582,"Montgomery, Indiana",0.0
1583,"Montgomery, Kansas",0.0
1584,"Montgomery, Kentucky",0.0
1585,"Montgomery, Maryland",0.0
1586,"Montgomery, Missouri",0.0
1587,"Montgomery, New York",0.0
1588,"Montgomery, North Carolina",0.0
1589,"Montgomery, Ohio",0.0
1590,"Montgomery, Pennsylvania",0.0
1591,"Montgomery, Texas",0.0
1592,"Montgomery, Virginia",0.0
1593,"Montmorency, Michigan",0.0
1594,"Montour, Pennsylvania",0.0
1595,"Moody, South Dakota",0.0
1596,"Moore county, Texas",0.0
1597,"Moore, North Carolina",0.0
1598,"Moore, Texas",0.0
1599,"Mora, New Mexico",0.0
1600,"Morehouse, Louisiana",0.0
1601,"Morgan, Alabama",0.0
1602,"Morgan, Illinois",0.0
1603,"Morgan, Indiana",0.0
1604,"Morgan, Kentucky",0.0
1605,"Morgan, Missouri",0.0
1606,"Morgan, Ohio",0.0
1607,"Morgan, Utah",0.0
1608,"Morgan, West Virginia",0.0
1609,"Morrill, Nebraska",0.0
1610,"Morris, Kansas",0.0
1611,"Morris, New Jersey",0.0
1612,"Morris, Texas",0.0
1613,"Morrison, Minnesota",0.0
1614,"Morrow, Ohio",0.0
1615,"Morrow, Oregon",0.0
1616,"Morton, North Dakota",0.0
1617,"Motley, Texas",0.0
1618,"Moultrie, Illinois",0.0
1619,"Mountrail, North Dakota",0.0
1620,"Mower, Minnesota",0.0
1621,"Muhlenberg, Kentucky",0.0
1622,"Multnomah county, Oregon",0.0
1623,"Multnomah, Oregon",0.0
1624,"Murray, Minnesota",0.0
1625,"Muskegon, Michigan",0.0
1626,"Muskingum, Ohio",0.0
1627,"Musselshell, Montana",0.0
1628,"Nacogdoches, Texas",0.0
1629,"Nance, Nebraska",0.0
1630,"Nantucket, Massachusetts",0.0
1631,"Napa, California",0.0
1632,"Nash, North Carolina",0.0
1633,"Nassau, Florida",0.0
1634,"Nassau, New York",0.0
1635,"Natchitoches, Louisiana",0.0
1636,"Natrona, Wyoming",0.0
1637,"Navajo, Arizona",0.0
1638,"Navarro, Texas",0.0
1639,"Nelson, Kentucky",0.01
1640,"Nelson, North Dakota",0.0
1641,"Nelson, Virginia",0.0
1642,"Nemaha, Nebraska",0.0
1643,"Neosho, Kansas",0.0
1644,"Nevada county, Arkansas",0.0
1645,"Nevada, Arkansas",0.0
1646,"Nevada, California",0.0
1647,"New hanover, North Carolina",0.0
1648,"New haven, Connecticut",0.0
1649,"New london, Connecticut",0.0
1650,"New madrid, Missouri",0.0
1651,"Newaygo, Michigan",0.0
1652,"Newberry, South Carolina",0.0
1653,"Newport, Rhode Island",0.0
1654,"Newton county, Arkansas",0.0
1655,"Newton, Arkansas",0.0
1656,"Newton, Indiana",0.0
1657,"Newton, Missouri",0.0
1658,"Newton, Texas",0.0
1659,"Nez perce, Idaho",0.0
1660,"Niagara, New York",0.0
1661,"Nicholas, Kentucky",0.0
1662,"Nicholas, West Virginia",0.0
1663,"Nicollet, Minnesota",0.0
1664,"Niobrara, Wyoming",0.0
1665,"Noble, Indiana",0.0
1666,"Nobles, Minnesota",0.0
1667,"Nodaway, Missouri",0.0
1668,"Nolan, Texas",0.0
1669,"Norfolk, Massachusetts",0.0
1670,"Norfolk, Virginia",0.0
1671,"North slope, Alaska",0.0
1672,"Northampton county, Pennsylvania",0.0
1673,"Northampton, North Carolina",0.0
1674,"Northampton, Pennsylvania",0.0
1675,"Northampton, Virginia",0.0
1676,"Northumberland, Pennsylvania",0.0
1677,"Northumberland, Virginia",0.0
1678,"Norton, Kansas",0.0
1679,"Nottoway, Virginia",0.0
1680,"Nuckolls, Nebraska",0.0
1681,"Nueces, Texas",0.0
1682,"Nye, Nevada",0.0
1683,"Oakland, Michigan",0.0
1684,"Ocean, New Jersey",0.0
1685,"Oceana, Michigan",0.0
1686,"Ochiltree, Texas",0.0
1687,"Oconee, South Carolina",0.0
1688,"Oconto, Wisconsin",0.0
1689,"Ogemaw, Michigan",0.0
1690,"Ogle, Illinois",0.0
1691,"Ohio, Indiana",0.0
1692,"Ohio, Kentucky",0.0
1693,"Ohio, West Virginia",0.0
1694,"Okaloosa county, Florida",0.0
1695,"Okaloosa, Florida",0.0
1696,"Okanogan, Washington",0.0
1697,"Okeechobee, Florida",0.0
1698,"Oklahoma, Oklahoma",0.0
1699,"Oldham, Kentucky",0.0
1700,"Oldham, Texas",0.0
1701,"Olmsted, Minnesota",0.0
1702,"Oneida, Idaho",0.0
1703,"Oneida, New York",0.0
1704,"Oneida, Wisconsin",0.0
1705,"Onondaga, New York",0.0
1706,"Onslow, North Carolina",0.0
1707,"Ontario, New York",0.0
1708,"Ontonagon, Michigan",0.0
1709,"Orange, California",0.0
1710,"Orange, Florida",0.0
1711,"Orange, New York",0.0
1712,"Orange, North Carolina",0.0013743016759776537
1713,"Orange, Texas",0.0
1714,"Orange, Vermont",0.0
1715,"Orange, Virginia",0.0
1716,"Orangeburg, South Carolina",0.0
1717,"Oregon, Missouri",0.0
1718,"Orleans, Louisiana",0.0
1719,"Orleans, New York",0.0
1720,"Orleans, Vermont",0.0
1721,"Osage, Kansas",0.0
1722,"Osage, Missouri",0.0
1723,"Osage, Oklahoma",0.0
1724,"Osceola, Florida",0.0
1725,"Osceola, Michigan",0.0
1726,"Oscoda, Michigan",0.0
1727,"Oswego, New York",0.0
1728,"Otero county, New Mexico",0.0
1729,"Otero, New Mexico",0.0
1730,"Otoe, Nebraska",0.0
1731,"Otsego, Michigan",0.0
1732,"Otsego, New York",0.0
1733,"Ottawa, Michigan",0.0
1734,"Otter tail, Minnesota",0.0
1735,"Ouachita, Arkansas",0.0
1736,"Ouachita, Louisiana",0.0
1737,"Outagamie, Wisconsin",0.0
1738,"Owen, Indiana",0.0
1739,"Owen, Kentucky",0.0
1740,"Owsley, Kentucky",0.0
1741,"Owyhee, Idaho",0.0
1742,"Oxford, Maine",0.0
1743,"Ozark, Missouri",0.0
1744,"Ozaukee, Wisconsin",0.0
1745,"Pacific, Washington",0.0
1746,"Page, Virginia",0.0
1747,"Palm beach, Florida",0.0
1748,"Palo pinto, Texas",0.0
1749,"Pamlico, North Carolina",0.0
1750,"Panola, Texas",0.0
1751,"Park, Montana",0.0
1752,"Park, Wyoming",0.0
1753,"Parke, Indiana",0.0
1754,"Parker, Texas",0.0
1755,"Parmer, Texas",0.0
1756,"Pasco county, Florida",0.0
1757,"Pasco, Florida",0.0
1758,"Pasquotank, North Carolina",0.0
1759,"Passaic, New Jersey",0.0
1760,"Patrick, Virginia",0.0
1761,"Pawnee, Nebraska",0.0
1762,"Payette, Idaho",0.0
1763,"Payne, Oklahoma",0.0
1764,"Pecos, Texas",0.0
1765,"Pembina, North Dakota",0.0
1766,"Pemiscot, Missouri",0.0
1767,"Pend oreille, Washington",0.0
1768,"Pender, North Carolina",0.0
1769,"Pendleton, Kentucky",0.0
1770,"Pendleton, West Virginia",0.0
1771,"Pennington, Minnesota",0.0
1772,"Pennington, South Dakota",0.0
1773,"Penobscot, Maine",0.0
1774,"Peoria, Illinois",0.0
1775,"Pepin, Wisconsin",0.0
1776,"Perkins, Nebraska",0.0
1777,"Perquimans, North Carolina",0.0
1778,"Perry county, Pennsylvania",0.0
1779,"Perry, Alabama",0.0
1780,"Perry, Arkansas",0.0
1781,"Perry, Illinois",0.0
1782,"Perry, Indiana",0.0
1783,"Perry, Kentucky",0.0
1784,"Perry, Missouri",0.0
1785,"Perry, Pennsylvania",0.0
1786,"Pershing, Nevada",0.0
1787,"Person, North Carolina",0.0
1788,"Petroleum, Montana",0.0
1789,"Pettis, Missouri",0.0
1790,"Phelps, Missouri",0.0
1791,"Phelps, Nebraska",0.0
1792,"Philadelphia, Pennsylvania",0.0
1793,"Phillips, Arkansas",0.0
1794,"Phillips, Kansas",0.0
1795,"Phillips, Montana",0.0
1796,"Piatt, Illinois",0.0
1797,"Pickaway, Ohio",0.0
1798,"Pickens, Alabama",0.0
1799,"Pickens, South Carolina",0.0
1800,"Pierce county, Washington",0.0
1801,"Pierce, Nebraska",0.0
1802,"Pierce, North Dakota",0.0
1803,"Pierce, Washington",0.0
1804,"Pierce, Wisconsin",0.0
1805,"Pike, Alabama",0.0
1806,"Pike, Arkansas",0.0
1807,"Pike, Illinois",0.007656087234042553
1808,"Pike, Indiana",0.0
1809,"Pike, Kentucky",0.0
1810,"Pike, Missouri",0.0
1811,"Pike, Ohio",0.0
1812,"Pike, Pennsylvania",0.0
1813,"Pima, Arizona",0.0
1814,"Pinal, Arizona",0.0
1815,"Pine, Minnesota",0.0
1816,"Pinellas, Florida",0.0
1817,"Pipestone, Minnesota",0.0
1818,"Piscataquis, Maine",0.0
1819,"Pitt, North Carolina",0.0
1820,"Pittsburg, Oklahoma",0.0
1821,"Pittsylvania, Virginia",0.0
1822,"Piute, Utah",0.0
1823,"Placer, California",0.0
1824,"Plaquemines, Louisiana",0.0
1825,"Platte, Missouri",0.0
1826,"Platte, Nebraska",0.0
1827,"Platte, Wyoming",0.0
1828,"Pleasants, West Virginia",0.0
1829,"Plymouth, Massachusetts",0.0
1830,"Pocahontas, Iowa",0.0
1831,"Pocahontas, West Virginia",0.0
1832,"Poinsett, Arkansas",0.0
1833,"Pointe coupee parish, Louisiana",0.0
1834,"Pointe coupee, Louisiana",0.0
1835,"Polk, Arkansas",0.0
1836,"Polk, Florida",0.00027109974424552433
1837,"Polk, Minnesota",0.0
1838,"Polk, Missouri",0.0
1839,"Polk, Nebraska",0.0
1840,"Polk, North Carolina",0.0
1841,"Polk, Oregon",0.0
1842,"Polk, Texas",0.0
1843,"Polk, Wisconsin",0.0
1844,"Pondera, Montana",0.0
1845,"Pontotoc, Oklahoma",0.0
1846,"Pope, Arkansas",0.0
1847,"Pope, Illinois",0.0
1848,"Pope, Minnesota",0.0
1849,"Portage county, Wisconsin",0.0
1850,"Portage, Wisconsin",0.0
1851,"Porter, Indiana",0.0
1852,"Portsmouth, Virginia",0.0
1853,"Posey, Indiana",0.0
1854,"Potter, Pennsylvania",0.0
1855,"Potter, Texas",0.0
1856,"Powder river, Montana",0.0
1857,"Powell, Kentucky",0.0
1858,"Powell, Montana",0.0
1859,"Power, Idaho",0.0
1860,"Prairie, Arkansas",0.0
1861,"Prairie, Montana",0.0
1862,"Preble, Ohio",0.0
1863,"Presidio, Texas",0.0
1864,"Presque isle, Michigan",0.0
1865,"Preston, West Virginia",0.0
1866,"Price, Wisconsin",0.0
1867,"Prince george's, Maryland",0.0
1868,"Prince george, Virginia",0.0
1869,"Prince georges, Maryland",0.0
1870,"Prince william, Virginia",0.0
1871,"Providence, Rhode Island",0.0004845814977973568
1872,"Pulaski, Arkansas",0.0
1873,"Pulaski, Illinois",0.0
1874,"Pulaski, Indiana",0.0
1875,"Pulaski, Kentucky",0.0
1876,"Pulaski, Missouri",0.0
1877,"Pulaski, Virginia",0.0
1878,"Putnam county, Indiana",0.0
1879,"Putnam, Florida",0.0
1880,"Putnam, Illinois",0.0
1881,"Putnam, Indiana",0.0
1882,"Putnam, Missouri",0.0
1883,"Putnam, New York",0.005917159763313609
1884,"Putnam, Ohio",0.0
1885,"Putnam, Tennessee",0.0
1886,"Putnam, West Virginia",0.0
1887,"Quay, New Mexico",0.0
1888,"Queen anne's, Maryland",0.0
1889,"Racine, Wisconsin",0.0
1890,"Radford, Virginia",0.0
1891,"Rains, Texas",0.0
1892,"Raleigh, West Virginia",0.0
1893,"Ramsey, Minnesota",0.0
1894,"Ramsey, North Dakota",0.0
1895,"Randall, Texas",0.0
1896,"Randolph, Alabama",0.0
1897,"Randolph, Arkansas",0.0
1898,"Randolph, Illinois",0.0
1899,"Randolph, Indiana",0.0
1900,"Randolph, Missouri",0.0
1901,"Randolph, North Carolina",0.0
1902,"Randolph, West Virginia",0.0
1903,"Ransom, North Dakota",0.0
1904,"Rapides, Louisiana",0.0
1905,"Ravalli, Montana",0.0
1906,"Ray, Missouri",0.0
1907,"Reagan, Texas",0.0
1908,"Real, Texas",0.0
1909,"Red lake, Minnesota",0.0
1910,"Red river, Louisiana",0.0
1911,"Red river, Texas",0.0
1912,"Red willow, Nebraska",0.0
1913,"Redwood, Minnesota",0.0
1914,"Reeves, Texas",0.0
1915,"Refugio, Texas",0.0
1916,"Rensselaer, New York",0.0
1917,"Renville, Minnesota",0.0
1918,"Reynolds, Missouri",0.0
1919,"Rice, Minnesota",0.0
1920,"Rich, Utah",0.0
1921,"Richardson, Nebraska",0.0
1922,"Richland, Illinois",0.0
1923,"Richland, Louisiana",0.0
1924,"Richland, Montana",0.0
1925,"Richland, North Dakota",0.0
1926,"Richland, Ohio",0.0
1927,"Richland, South Carolina",0.0
1928,"Richland, Wisconsin",0.0
1929,"Richmond, North Carolina",0.0
1930,"Richmond, Virginia",0.0
1931,"Riley, Kansas",0.0
1932,"Rio arriba, New Mexico",0.0
1933,"Ripley, Indiana",0.0
1934,"Ripley, Missouri",0.0
1935,"Ritchie, West Virginia",0.0
1936,"Riverside, California",0.0
1937,"Roane, West Virginia",0.0
1938,"Roanoke, Virginia",0.0
1939,"Roberts, South Dakota",0.0
1940,"Roberts, Texas",0.0
1941,"Robertson, Texas",0.0
1942,"Robeson, North Carolina",0.0
1943,"Rock island, Illinois",0.004568124817518248
1944,"Rock, Minnesota",0.0
1945,"Rock, Nebraska",0.0
1946,"Rock, Wisconsin",0.0
1947,"Rockbridge, Virginia",0.0
1948,"Rockcastle, Kentucky",0.0
1949,"Rockingham, New Hampshire",0.0004366812227074236
1950,"Rockingham, North Carolina",0.0
1951,"Rockingham, Virginia",0.0
1952,"Rockland, New York",0.0
1953,"Roger mills, Oklahoma",0.0
1954,"Rolette, North Dakota",0.0
1955,"Roosevelt, Montana",0.0
1956,"Roosevelt, New Mexico",0.0
1957,"Roscommon, Michigan",0.0
1958,"Roseau, Minnesota",0.0
1959,"Rosebud, Montana",0.0
1960,"Ross, Ohio",0.0
1961,"Rowan county, North Carolina",0.0
1962,"Rowan, Kentucky",0.0
1963,"Rowan, North Carolina",0.0
1964,"Runnels, Texas",0.0
1965,"Rush, Indiana",0.0
1966,"Rusk, Texas",0.0
1967,"Rusk, Wisconsin",0.0
1968,"Russell, Alabama",0.0
1969,"Russell, Kansas",0.0
1970,"Russell, Kentucky",0.0
1971,"Russell, Virginia",0.0
1972,"Rutherford, North Carolina",0.0
1973,"Rutland, Vermont",0.0
1974,"Sabine, Louisiana",0.0
1975,"Sabine, Texas",0.0
1976,"Sacramento county, California",0.0
1977,"Sacramento, California",0.0
1978,"Sagadahoc, Maine",0.0
1979,"Saginaw, Michigan",0.0
1980,"Saint bernard, Louisiana",0.0
1981,"Saint charles, Missouri",0.0
1982,"Saint clair, Michigan",0.0
1983,"Saint francois, Missouri",0.0
1984,"Saint james, Louisiana",0.0
1985,"Saint joseph, Michigan",0.0
1986,"Saint landry, Louisiana",0.0
1987,"Saint lawrence, New York",0.0
1988,"Saint louis, Minnesota",0.0
1989,"Saint louis, Missouri",0.0
1990,"Saint marys, Maryland",0.0
1991,"Saint tammany, Louisiana",0.0
1992,"Salem, New Jersey",0.0
1993,"Salem, Virginia",0.0
1994,"Saline county, Arkansas",0.0
1995,"Saline, Arkansas",0.0
1996,"Saline, Illinois",0.0
1997,"Saline, Kansas",0.0
1998,"Saline, Missouri",0.0
1999,"Saline, Nebraska",0.0
2000,"Salt lake, Utah",0.029136316337148804
2001,"Saluda, South Carolina",0.0
2002,"Sampson, North Carolina",0.0
2003,"San augustine, Texas",0.0
2004,"San benito, California",0.0
2005,"San bernardino county, California",0.0
2006,"San bernardino, California",0.0
2007,"San diego county, California",0.0
2008,"San diego, California",0.0
2009,"San francisco, California",0.0
2010,"San jacinto, Texas",0.0
2011,"San joaquin, California",0.0006851851851851852
2012,"San juan, New Mexico",0.0
2013,"San juan, Utah",0.0
2014,"San juan, Washington",0.0
2015,"San luis obispo, California",0.0
2016,"San mateo, California",0.0
2017,"San miguel, New Mexico",0.0
2018,"San patricio, Texas",0.0
2019,"San saba, Texas",0.0
2020,"Sanborn, South Dakota",0.0
2021,"Sanders, Montana",0.0
2022,"Sandoval, New Mexico",0.0
2023,"Sandusky, Ohio",0.0
2024,"Sangamon, Illinois",0.013601017857142858
2025,"Sanilac, Michigan",0.0
2026,"Sanpete, Utah",0.0
2027,"Santa barbara, California",0.0
2028,"Santa clara, California",0.0
2029,"Santa cruz, Arizona",0.0
2030,"Santa cruz, California",0.0
2031,"Santa fe, New Mexico",0.0
2032,"Santa rosa county, Florida",0.0
2033,"Santa rosa, Florida",0.0
2034,"Sarasota, Florida",0.0
2035,"Saratoga, New York",0.0
2036,"Sargent, North Dakota",0.0
2037,"Sarpy, Nebraska",0.0
2038,"Sauk, Wisconsin",0.0
2039,"Saunders, Nebraska",0.0
2040,"Sawyer, Wisconsin",0.0
2041,"Schenectady, New York",0.0
2042,"Schleicher, Texas",0.0
2043,"Schoharie, New York",0.0
2044,"Schoolcraft, Michigan",0.0
2045,"Schuyler, Illinois",0.0
2046,"Schuyler, New York",0.0
2047,"Schuylkill, Pennsylvania",0.0
2048,"Scotland, Missouri",0.0
2049,"Scotland, North Carolina",0.0
2050,"Scott, Arkansas",0.0
2051,"Scott, Illinois",0.0
2052,"Scott, Indiana",0.0
2053,"Scott, Iowa",0.0
2054,"Scott, Kentucky",0.0
2055,"Scott, Minnesota",0.0
2056,"Scott, Missouri",0.0
2057,"Scott, Virginia",0.0
2058,"Scotts bluff, Nebraska",0.0
2059,"Scurry, Texas",0.0
2060,"Searcy, Arkansas",0.0
2061,"Sebastian, Arkansas",0.0
2062,"Sedgwick, Kansas",0.0
2063,"Seminole county, Florida",0.0
2064,"Seminole, Florida",0.0
2065,"Seneca, New York",0.0
2066,"Seneca, Ohio",0.0
2067,"Sevier, Arkansas",0.0
2068,"Sevier, Utah",0.0
2069,"Seward, Nebraska",0.0
2070,"Shackelford, Texas",0.0
2071,"Shannon, Missouri",0.0
2072,"Shannon, South Dakota",0.0
2073,"Sharp county, Arkansas",0.0
2074,"Sharp, Arkansas",0.0
2075,"Shasta, California",0.0
2076,"Shawano, Wisconsin",0.0
2077,"Shawnee, Kansas",0.0
2078,"Sheboygan, Wisconsin",0.0
2079,"Shelby, Alabama",0.0
2080,"Shelby, Illinois",0.0
2081,"Shelby, Indiana",0.0
2082,"Shelby, Kentucky",0.0
2083,"Shelby, Missouri",0.0
2084,"Shelby, Ohio",0.0
2085,"Shelby, Tennessee",0.0
2086,"Shelby, Texas",0.0
2087,"Shenandoah, Virginia",0.0
2088,"Sherburne, Minnesota",0.0
2089,"Sheridan, Montana",0.0
2090,"Sheridan, Nebraska",0.0
2091,"Sheridan, North Dakota",0.0
2092,"Sheridan, Wyoming",0.0
2093,"Sherman, Nebraska",0.0
2094,"Sherman, Oregon",0.0
2095,"Sherman, Texas",0.0
2096,"Shiawassee, Michigan",0.0
2097,"Shoshone, Idaho",0.0
2098,"Sibley, Minnesota",0.0
2099,"Sierra, New Mexico",0.0
2100,"Silver bow, Montana",0.0
2101,"Silverbow, Montana",0.0
2102,"Simpson, Kentucky",0.0
2103,"Sioux, Nebraska",0.0
2104,"Sioux, North Dakota",0.0
2105,"Siskiyou, California",0.0
2106,"Skagit, Washington",0.0
2107,"Skamania, Washington",0.0
2108,"Slope, North Dakota",0.0
2109,"Smith, Texas",0.0
2110,"Smyth, Virginia",0.0
2111,"Snohomish, Washington",0.0
2112,"Snyder county, Pennsylvania",0.0
2113,"Snyder, Pennsylvania",0.0
2114,"Socorro, New Mexico",0.0
2115,"Solano, California",0.0
2116,"Somerset county, Pennsylvania",0.0
2117,"Somerset, Maine",0.0
2118,"Somerset, Maryland",0.0
2119,"Somerset, New Jersey",0.0
2120,"Somerset, Pennsylvania",0.0
2121,"Somervell, Texas",0.0
2122,"Sonoma, California",0.0
2123,"Southampton, Virginia",0.0
2124,"Southeast fairbanks, Alaska",0.0
2125,"Spartanburg, South Carolina",0.0
2126,"Spencer, Indiana",0.0
2127,"Spink county, South Dakota",0.0
2128,"Spokane, Washington",0.0
2129,"Spotsylvania, Virginia",0.0
2130,"St clair, Alabama",0.0
2131,"St helena, Louisiana",0.0
2132,"St joseph, Indiana",0.0
2133,"St landry, Louisiana",0.0
2134,"St lawrence, New York",0.0
2135,"St louis, Missouri",0.0
2136,"St mary's, Maryland",0.0
2137,"St tammany, Louisiana",0.0
2138,"St. bernard, Louisiana",0.0
2139,"St. charles, Louisiana",0.0
2140,"St. charles, Missouri",0.0
2141,"St. clair county, Missouri",0.0
2142,"St. clair, Alabama",0.0
2143,"St. clair, Illinois",0.0
2144,"St. clair, Michigan",0.0
2145,"St. clair, Missouri",0.0
2146,"St. croix, Wisconsin",0.0
2147,"St. francis, Arkansas",0.0
2148,"St. francois, Missouri",0.0
2149,"St. helena, Louisiana",0.0
2150,"St. james, Louisiana",0.0
2151,"St. john the baptist parish, Louisiana",0.0
2152,"St. john the baptist, Louisiana",0.0
2153,"St. johns, Florida",0.0
2154,"St. joseph county, Indiana",0.0
2155,"St. joseph, Indiana",0.0
2156,"St. joseph, Michigan",0.0
2157,"St. landry, Louisiana",0.0
2158,"St. lawrence, New York",0.0
2159,"St. louis city, Missouri",0.0
2160,"St. louis, Minnesota",0.0
2161,"St. louis, Missouri",0.0
2162,"St. lucie, Florida",0.0
2163,"St. martin parish, Louisiana",0.0
2164,"St. martin, Louisiana",0.0
2165,"St. mary parish, Louisiana",0.0
2166,"St. mary's county, Maryland",0.0
2167,"St. mary's, Maryland",0.0
2168,"St. mary, Louisiana",0.0
2169,"St. tammany parish, Louisiana",0.0
2170,"St. tammany, Louisiana",0.0
2171,"Stafford, Virginia",0.0
2172,"Stanislaus, California",0.0
2173,"Stanly, North Carolina",0.0
2174,"Stanton, Nebraska",0.0
2175,"Stark, Illinois",0.0
2176,"Stark, North Dakota",0.0
2177,"Stark, Ohio",0.0
2178,"Starke, Indiana",0.0
2179,"Starr, Texas",0.0
2180,"Staunton, Virginia",0.0
2181,"Ste. genevieve, Missouri",0.0
2182,"Stearns, Minnesota",0.0
2183,"Steele, Minnesota",0.0
2184,"Stephens, Texas",0.0
2185,"Stephenson, Illinois",0.0
2186,"Sterling, Texas",0.0
2187,"Steuben, Indiana",0.0
2188,"Steuben, New York",0.0
2189,"Stevens, Minnesota",0.0
2190,"Stevens, Washington",0.0
2191,"Stillwater, Montana",0.0
2192,"Stoddard, Missouri",0.0
2193,"Stokes, North Carolina",0.0
2194,"Stone, Arkansas",0.0
2195,"Stone, Missouri",0.0
2196,"Stonewall, Texas",0.0
2197,"Storey, Nevada",0.0
2198,"Strafford, New Hampshire",0.0
2199,"Stutsman, North Dakota",0.0
2200,"Sublette, Wyoming",0.0
2201,"Suffolk city, Virginia",0.0
2202,"Suffolk, Massachusetts",0.0
2203,"Suffolk, Virginia",0.0
2204,"Sullivan, Indiana",0.0
2205,"Sullivan, Missouri",0.0
2206,"Sullivan, New Hampshire",0.0017105263157894738
2207,"Sullivan, New York",0.0
2208,"Sullivan, Pennsylvania",0.0
2209,"Summers, West Virginia",0.0
2210,"Summit, Ohio",0.0
2211,"Summit, Utah",0.0
2212,"Sumner, Kansas",0.0
2213,"Sumter, Alabama",0.0
2214,"Sumter, Florida",0.0
2215,"Sumter, South Carolina",0.0
2216,"Surry, North Carolina",0.0
2217,"Surry, Virginia",0.0
2218,"Susquehanna, Pennsylvania",0.0
2219,"Sussex, New Jersey",0.0
2220,"Sutter, California",0.0
2221,"Sutton, Texas",0.0
2222,"Suwannee, Florida",0.0
2223,"Swain, North Carolina",0.0
2224,"Sweet grass, Montana",0.0
2225,"Sweetwater county, Wyoming",0.0
2226,"Sweetwater, Wyoming",0.0
2227,"Swift county, Minnesota",0.0
2228,"Swift, Minnesota",0.0
2229,"Swisher, Texas",0.0
2230,"Switzerland, Indiana",0.0
2231,"Talbot, Maryland",0.0
2232,"Talladega, Alabama",0.0
2233,"Tallapoosa, Alabama",0.0
2234,"Taney, Missouri",0.0
2235,"Tangipahoa parish, Louisiana",0.0
2236,"Tangipahoa, Louisiana",0.0
2237,"Taos, New Mexico",0.0
2238,"Tarrant, Texas",0.0
2239,"Taylor, Florida",0.0
2240,"Taylor, Kentucky",0.0
2241,"Taylor, Texas",0.0
2242,"Taylor, West Virginia",0.0
2243,"Taylor, Wisconsin",0.0
2244,"Tazewell, Illinois",0.0007586206896551724
2245,"Tazewell, Virginia",0.0
2246,"Tensas, Louisiana",0.0
2247,"Terrebonne, Louisiana",0.0
2248,"Terrell, Texas",0.0
2249,"Terry, Texas",0.0
2250,"Teton, Idaho",0.0
2251,"Teton, Montana",0.0
2252,"Teton, Wyoming",0.0
2253,"Texas, Missouri",0.0
2254,"Texas, Oklahoma",0.0
2255,"Thayer, Nebraska",0.0
2256,"Thomas, Nebraska",0.0
2257,"Throckmorton, Texas",0.0
2258,"Thurston, Nebraska",0.0
2259,"Thurston, Washington",0.0
2260,"Tillamook county, Oregon",0.0
2261,"Tillamook, Oregon",0.0
2262,"Tillman, Oklahoma",0.0
2263,"Tioga county, Pennsylvania",0.0
2264,"Tioga, New York",0.0
2265,"Tioga, Pennsylvania",0.0
2266,"Tippecanoe, Indiana",0.0
2267,"Tipton, Indiana",0.0
2268,"Titus, Texas",0.0
2269,"Todd, Kentucky",0.0
2270,"Todd, Minnesota",0.0
2271,"Todd, South Dakota",0.0
2272,"Tolland, Connecticut",0.0
2273,"Tom green, Texas",0.0
2274,"Tompkins, New York",0.0
2275,"Tooele, Utah",0.0
2276,"Toole, Montana",0.0
2277,"Torrance, New Mexico",0.0
2278,"Towner, North Dakota",0.0
2279,"Traill, North Dakota",0.0
2280,"Transylvania, North Carolina",0.0
2281,"Traverse, Minnesota",0.0
2282,"Travis, Texas",0.0
2283,"Treasure, Montana",0.0
2284,"Trempealeau, Wisconsin",0.0
2285,"Trigg, Kentucky",0.0
2286,"Trimble, Kentucky",0.0
2287,"Trinity, Texas",0.0
2288,"Tripp, South Dakota",0.0
2289,"Trumbull, Ohio",0.0
2290,"Tucker, West Virginia",0.0
2291,"Tulare, California",0.003701923076923077
2292,"Turner, South Dakota",0.0
2293,"Tuscaloosa, Alabama",0.0
2294,"Tuscarawas, Ohio",0.0
2295,"Tuscola, Michigan",0.0
2296,"Twin falls, Idaho",0.0
2297,"Tyler, Texas",0.0
2298,"Tyler, West Virginia",0.0
2299,"Tyrrell, North Carolina",0.0
2300,"Uinta, Wyoming",0.0
2301,"Uintah, Utah",0.0
2302,"Ulster, New York",0.0
2303,"Umatilla, Oregon",0.0
2304,"Union county, Pennsylvania",0.0
2305,"Union parish, Louisiana",0.0
2306,"Union, Arkansas",0.0
2307,"Union, Florida",0.0
2308,"Union, Illinois",0.0
2309,"Union, Indiana",0.0
2310,"Union, Kentucky",0.0
2311,"Union, Louisiana",0.0
2312,"Union, New Mexico",0.0
2313,"Union, North Carolina",0.0
2314,"Union, Oregon",0.0
2315,"Union, Pennsylvania",0.0
2316,"Union, South Carolina",0.0
2317,"Union, South Dakota",0.0
2318,"Unknown, South Carolina",0.0
2319,"Upshur, Texas",0.0
2320,"Upshur, West Virginia",0.0
2321,"Upton, Texas",0.0
