,county,selenium
674,"De soto, Louisiana",0.0
675,"De witt, Illinois",0.155
676,"Deaf smith, Texas",6.950000000000001
677,"Dearborn, Indiana",0.0
678,"Decatur, Indiana",0.0
679,"Decatur, Kansas",10.209090909090909
680,"Decatur, Tennessee",0.0
681,"Deer lodge, Montana",0.0
682,"Defiance, Ohio",0.7375
683,"Dekalb, Alabama",0.15999999999999998
684,"Dekalb, Illinois",0.09791666666666667
685,"Dekalb, Indiana",0.0
686,"Dekalb, Missouri",0.0
687,"Dekalb, Tennessee",0.0
688,"Del norte county, California",0.0
689,"Del norte, California",0.0
690,"Delaware, Indiana",0.0
691,"Delaware, Iowa",0.0
692,"Delaware, New York",0.0
693,"Delaware, Ohio",0.13783783783783785
694,"Delaware, Oklahoma",0.8375
695,"Delaware, Pennsylvania",0.11818181818181818
696,"Delta, Michigan",0.0
697,"Delta, Texas",0.2775
698,"Denali, Alaska",2.29
699,"Dent, Missouri",0.016
700,"Denton, Texas",0.8740054945054946
701,"Des moines, Iowa",0.0
702,"Deschutes, Oregon",0.0
703,"Desha, Arkansas",0.0
704,"Desoto, Florida",0.15
705,"Deuel, Nebraska",0.0
706,"Dewey, Oklahoma",0.0
707,"Dewey, South Dakota",0.72
708,"Dewitt, Texas",0.7939999999999999
709,"Dickens, Texas",6.45
710,"Dickenson, Virginia",0.0
711,"Dickey, North Dakota",0.6271428571428571
712,"Dickinson, Kansas",4.318181818181818
713,"Dickinson, Michigan",0.25
714,"Dickson, Tennessee",0.0
715,"Dillingham, Alaska",0.09906666666666666
716,"Dillon, South Carolina",0.1
717,"Dimmit, Texas",3.8076363636363637
718,"Dinwiddie, Virginia",0.0
