,county,beta_particles
699,"Leon, Texas",1.4263157894736842
700,"Lewis and clark, Montana",1.4914285714285715
701,"Lewis, Washington",0.9691666666666667
702,"Lewis, West Virginia",1.3
703,"Liberty, Texas",2.0542857142857147
704,"Licking, Ohio",0.0
705,"Limestone, Texas",1.4210526315789473
706,"Lincoln parish, Louisiana",0.0
707,"Lincoln, Arkansas",1.046875
708,"Lincoln, Kentucky",5.0
709,"Lincoln, Louisiana",0.0005797101449275362
710,"Lincoln, Nevada",4.790061224489794
711,"Lincoln, New Mexico",2.2124999999999995
712,"Lincoln, North Carolina",0.0
713,"Lincoln, Oklahoma",4.542869565217391
714,"Lincoln, Oregon",0.0
715,"Lincoln, South Dakota",0.0
716,"Lincoln, Washington",3.9075000000000006
717,"Lincoln, Wisconsin",0.585
718,"Lincoln, Wyoming",2.033333333333333
719,"Linn, Oregon",1.5
720,"Lipscomb, Texas",10.575
721,"Litchfield, Connecticut",5.108076923076924
722,"Little river, Arkansas",0.14482758620689656
723,"Live oak, Texas",10.588235294117647
724,"Livingston parish, Louisiana",0.0
725,"Livingston, Illinois",8.05
726,"Livingston, Kentucky",0.525
727,"Livingston, Louisiana",0.08139534883720931
728,"Livingston, New York",0.95
729,"Llano, Texas",31.726760563380285
730,"Logan, Arkansas",0.22857142857142856
731,"Logan, Illinois",3.15
732,"Logan, Oklahoma",10.369823529411764
733,"Lonoke, Arkansas",0.9206896551724139
734,"Los alamos, New Mexico",3.2198329229999993
735,"Los angeles, California",2.685328678839957
736,"Loudoun, Virginia",4.567478991596639
737,"Louisa, Virginia",5.640000000000001
738,"Love, Oklahoma",1.823076923076923
739,"Loving, Texas",5.05
740,"Lubbock, Texas",23.79468599033817
741,"Lucas, Ohio",1.0
742,"Luna, New Mexico",4.885722821530611
743,"Luzerne county, Pennsylvania",0.0
744,"Luzerne, Pennsylvania",0.0
745,"Lycoming, Pennsylvania",0.0
746,"Lyman, South Dakota",0.0
747,"Lynchburg, Virginia",1.7
748,"Lynn, Texas",14.625000000000002
749,"Lyon, Nevada",6.762028985507248
750,"Macon, North Carolina",0.7903125
751,"Madera, California",3.026666666666667
752,"Madison, Alabama",0.3905
753,"Madison, Idaho",5.27
754,"Madison, Illinois",7.5
755,"Madison, Indiana",3.01875
756,"Madison, Louisiana",0.0
757,"Madison, Montana",0.0
758,"Madison, New York",2.522222222222222
759,"Madison, North Carolina",0.0
760,"Madison, Texas",2.65
761,"Madison, Virginia",3.151904761904762
762,"Major, Oklahoma",5.7995405405405425
763,"Manitowoc, Wisconsin",1.3
764,"Marathon, Wisconsin",1.19
765,"Maricopa, Arizona",0.06580976863753214
766,"Marin, California",0.0
767,"Marion, Arkansas",0.4222222222222222
768,"Marion, Indiana",3.086363636363636
769,"Marion, Ohio",3.875
770,"Marion, Oregon",0.7218749999999999
771,"Marion, Texas",0.56875
772,"Marquette, Wisconsin",1.36
773,"Marshall, Indiana",1.885714285714286
774,"Marshall, Oklahoma",1.6434642857142854
775,"Marshall, South Dakota",0.0
776,"Martin, Indiana",1.925
777,"Martin, North Carolina",6.694590163934428
778,"Martin, Texas",10.899999999999999
779,"Martinsville, Virginia",0.0
780,"Mason, Texas",12.26388888888889
781,"Mason, Washington",1.375
782,"Matagorda, Texas",0.7558823529411764
783,"Mathews, Virginia",7.838000000000001
784,"Maui, Hawaii",1.2
785,"Maverick, Texas",5.6
786,"Mayes, Oklahoma",5.591692307692307
787,"Mcclain, Oklahoma",7.294718750000001
788,"Mccook, South Dakota",0.0
789,"Mcculloch, Texas",21.72499999999999
790,"Mccurtain, Oklahoma",10.083333333333334
791,"Mcdowell, North Carolina",0.16734693877551018
792,"Mchenry, Illinois",1.0
793,"Mcintosh, Oklahoma",4.5682
794,"Mckean county, Pennsylvania",0.0
795,"Mckean, Pennsylvania",0.0
796,"Mckinley, New Mexico",4.2589999999999995
797,"Mclennan, Texas",0.47189542483660135
798,"Mcmullen, Texas",1.65
799,"Meade, South Dakota",0.20249999999999999
800,"Mecklenburg, North Carolina",24.345647058823527
801,"Mecklenburg, Virginia",3.258611111111111
802,"Medina, Ohio",0.0
803,"Medina, Texas",5.01851851851852
804,"Menard, Texas",0.0
805,"Mendocino, California",3.37
806,"Menominee, Michigan",4.34
807,"Merced, California",5.98
808,"Mercer, Pennsylvania",0.6866666666666666
809,"Mercer, West Virginia",1.3065
810,"Miami, Indiana",2.2846153846153845
811,"Miami, Ohio",3.9333333333333336
812,"Middlesex, Connecticut",6.20016
813,"Middlesex, Massachusetts",10.02048780487805
814,"Middlesex, Virginia",4.021071428571427
815,"Midland, Texas",20.21090909090909
816,"Mifflin, Pennsylvania",0.0
817,"Milam, Texas",2.929411764705882
818,"Millard, Utah",4.069565217391304
819,"Miller, Arkansas",0.67
820,"Mills, Texas",5.32
821,"Milwaukee, Wisconsin",2.0
822,"Miner, South Dakota",0.0
823,"Mineral, Nevada",8.03076923076923
824,"Minnehaha, South Dakota",0.0
825,"Mississippi, Arkansas",0.932258064516129
826,"Missoula, Montana",0.0
827,"Mitchell, North Carolina",3.8000000000000003
828,"Mitchell, Texas",10.299999999999999
829,"Mobile, Alabama",1.0181818181818183
830,"Mono, California",1.2444444444444445
831,"Monroe, Arkansas",4.85
832,"Monroe, Indiana",2.75
833,"Monroe, Pennsylvania",0.0
834,"Monroe, Wisconsin",0.4666666666666666
835,"Montague, Texas",2.3437500000000004
836,"Monterey, California",89.7
837,"Montgomery, Alabama",1.1
838,"Montgomery, Arkansas",0.0
839,"Montgomery, Indiana",2.6333333333333333
840,"Montgomery, Maryland",3.2457627118644052
841,"Montgomery, New York",1.35
842,"Montgomery, North Carolina",0.0
843,"Montgomery, Pennsylvania",1.96
844,"Montgomery, Texas",6.780346820809246
845,"Montgomery, Virginia",2.7074999999999996
846,"Moody, South Dakota",0.0
847,"Moore, North Carolina",7.42425925925926
848,"Moore, Texas",9.011764705882355
849,"Mora, New Mexico",2.00067441860606
850,"Morehouse, Louisiana",0.27692307692307694
851,"Morgan, Indiana",1.6
852,"Morgan, Utah",4.733870967741934
853,"Morgan, West Virginia",0.27
854,"Morris, Texas",0.3333333333333333
855,"Motley, Texas",13.080000000000002
856,"Multnomah, Oregon",1.0
857,"Murray, Oklahoma",4.349
858,"Muscatine, Iowa",8.4
859,"Muskingum, Ohio",0.0
860,"Nacogdoches, Texas",0.46666666666666673
861,"Napa, California",0.47181818181818175
862,"Nash, North Carolina",1.2827586206896553
863,"Nassau, New York",1.5779270270270276
864,"Natchitoches, Louisiana",0.5829166666666666
865,"Natrona, Wyoming",5.0
866,"Navarro, Texas",2.425
867,"Nelson, Kentucky",4.0
868,"Nelson, Virginia",4.173684210526316
869,"Nevada county, Arkansas",0.0
870,"Nevada, Arkansas",1.1
871,"Nevada, California",0.0
872,"New hanover, North Carolina",3.8033898305084755
873,"New haven, Connecticut",10.302
874,"New kent, Virginia",5.335
875,"New london, Connecticut",20.575483870967744
876,"Newport news, Virginia",1.8
877,"Newport, Rhode Island",0.0
878,"Newton county, Arkansas",1.65
879,"Newton, Arkansas",1.4412371134020623
880,"Newton, Indiana",3.533333333333333
881,"Newton, Texas",4.000000000000001
882,"Nez perce, Idaho",7.353333333333334
883,"Noble, Indiana",0.445
884,"Nolan, Texas",6.419999999999999
885,"Nome, Alaska",3.4960000000000004
886,"Norfolk, Massachusetts",12.030833333333334
887,"Norfolk, Virginia",4.669999999999999
888,"Northampton county, Pennsylvania",0.0
889,"Northampton, North Carolina",3.9885714285714284
890,"Northampton, Pennsylvania",0.0
891,"Northampton, Virginia",2.91
892,"Northumberland, Pennsylvania",0.0
893,"Northumberland, Virginia",4.582307692307691
894,"Northwest arctic, Alaska",1.2933333333333332
895,"Norton, Virginia",0.8
896,"Nottoway, Virginia",12.1875
897,"Nowata, Oklahoma",4.023285714285714
898,"Nueces, Texas",11.361538461538462
899,"Nye, Nevada",2.534507142857143
900,"Ochiltree, Texas",7.857142857142857
901,"Oconto, Wisconsin",3.7
902,"Ogle, Illinois",3.3
903,"Ohio, Indiana",1.5
904,"Okanogan, Washington",3.8499999999999996
905,"Okfuskee, Oklahoma",1.671375
906,"Oklahoma, Oklahoma",5.413580357142859
907,"Oldham, Texas",7.311111111111113
908,"Oneida, Idaho",7.9
909,"Oneida, New York",1.1199999999999999
910,"Onondaga, New York",2.19
911,"Onslow, North Carolina",7.016712328767126
912,"Ontario, New York",1.4454285714285715
913,"Orange, California",3.1582075471698112
914,"Orange, New York",0.5857142857142856
915,"Orange, North Carolina",1.5200000000000002
916,"Orange, Texas",0.49777777777777776
917,"Orange, Virginia",0.985
918,"Orleans, Louisiana",3.25
919,"Osage, Oklahoma",2.2449999999999997
920,"Oswego, New York",0.6285714285714287
921,"Otero county, New Mexico",1.2
922,"Otero, New Mexico",1.0840164496585365
923,"Ottawa, Oklahoma",5.3286428571428575
924,"Ouachita, Arkansas",0.915
925,"Ouachita, Louisiana",0.08421052631578947
926,"Outagamie, Wisconsin",3.0620000000000003
927,"Owen, Indiana",0.0
928,"Owyhee, Idaho",25.15
929,"Ozaukee, Wisconsin",1.2999999999999998
930,"Pacific, Washington",2.2556249999999998
931,"Page, Virginia",2.3299999999999996
932,"Palo pinto, Texas",3.5
933,"Pamlico, North Carolina",12.099999999999998
934,"Panola, Texas",0.21363636363636365
935,"Park, Wyoming",5.0
936,"Parke, Indiana",1.4428571428571428
937,"Parker, Texas",7.17015503875969
938,"Parmer, Texas",9.3
939,"Patrick, Virginia",5.41
940,"Pawnee, Oklahoma",2.45595238095238
941,"Payette, Idaho",3.1850000000000005
942,"Payne, Oklahoma",4.842499999999999
943,"Pecos, Texas",12.63529411764706
944,"Pend oreille, Washington",3.846
945,"Pender, North Carolina",0.5853658536585366
946,"Pennington, South Dakota",0.0
947,"Peoria, Illinois",5.0249999999999995
948,"Perquimans, North Carolina",0.0
949,"Perry county, Pennsylvania",0.0
950,"Perry, Arkansas",0.0
951,"Perry, Indiana",2.733333333333333
952,"Perry, Pennsylvania",0.0
953,"Pershing, Nevada",1.008695652173913
954,"Petersburg, Alaska",4.1
955,"Phillips, Arkansas",2.642857142857143
956,"Pierce, Washington",0.025
957,"Pierce, Wisconsin",2.1525
958,"Pike, Arkansas",0.0
959,"Pike, Indiana",0.0
960,"Pike, Pennsylvania",0.0
961,"Pima, Arizona",0.0
962,"Pinal, Arizona",0.0
963,"Pitt, North Carolina",5.845
964,"Pittsburg, Oklahoma",2.4546153846153844
965,"Pittsylvania, Virginia",4.039285714285715
966,"Piute, Utah",3.7304347826086954
967,"Placer, California",1.1476304347826087
968,"Plaquemines, Louisiana",1.9625000000000001
969,"Poinsett, Arkansas",0.32142857142857145
970,"Pointe coupee parish, Louisiana",0.0
971,"Pointe coupee, Louisiana",0.21481481481481482
972,"Polk, Arkansas",0.0
973,"Polk, North Carolina",4.762499999999999
974,"Polk, Oregon",0.0
975,"Polk, Texas",10.883422459893053
976,"Polk, Wisconsin",0.27
977,"Pontotoc, Oklahoma",19.3
978,"Pope, Arkansas",0.3333333333333333
979,"Portage, Wisconsin",8.3
980,"Porter, Indiana",1.1185185185185185
981,"Posey, Indiana",1.4666666666666668
982,"Pottawatomie, Oklahoma",24.082670731707324
983,"Potter, Texas",7.972727272727272
984,"Powhatan, Virginia",3.9575
985,"Prairie, Arkansas",0.74
986,"Preble, Ohio",0.0
987,"Presidio, Texas",6.779999999999999
988,"Price, Wisconsin",0.9
989,"Prince edward, Virginia",5.699999999999999
990,"Prince george's, Maryland",7.5
991,"Prince george, Virginia",6.288235294117648
992,"Prince of wales-hyder, Alaska",3.1
993,"Prince william, Virginia",3.460714285714285
994,"Providence, Rhode Island",2.4566666666666666
995,"Pulaski, Arkansas",0.08888888888888889
996,"Pulaski, Indiana",0.85
997,"Pulaski, Virginia",2.249
998,"Pushmataha, Oklahoma",1.0798571428571428
999,"Putnam county, Indiana",0.0
1000,"Putnam, Indiana",1.5142857142857145
1001,"Putnam, New York",19.950614035087717
1002,"Quay, New Mexico",9.939749999999998
1003,"Queen anne's, Maryland",4.909523809523809
1004,"Racine, Wisconsin",2.5888888888888886
1005,"Radford, Virginia",1.3
1006,"Rains, Texas",2.4
1007,"Randall, Texas",9.1875
1008,"Randolph, Arkansas",0.6461538461538462
1009,"Randolph, Indiana",1.8099999999999998
1010,"Randolph, North Carolina",3.16
1011,"Rapides, Louisiana",0.40555555555555556
1012,"Reagan, Texas",10.2
1013,"Real, Texas",1.64
1014,"Red river, Louisiana",0.3333333333333333
1015,"Red river, Texas",0.0
1016,"Reeves, Texas",6.544444444444444
1017,"Refugio, Texas",1.44
1018,"Rensselaer, New York",0.0
1019,"Rich, Utah",3.28695652173913
1020,"Richland, Louisiana",0.24444444444444446
1021,"Richland, Ohio",0.0
1022,"Richland, Wisconsin",0.9175
1023,"Richmond, North Carolina",0.0
1024,"Richmond, Virginia",4.819411764705882
1025,"Rio arriba, New Mexico",10.687146735000002
1026,"Ripley, Indiana",2.0
1027,"Riverside, California",2.5415131578947365
1028,"Roanoke, Virginia",2.2958333333333325
1029,"Roberts, South Dakota",0.0
1030,"Roberts, Texas",5.75
1031,"Robertson, Texas",1.17
1032,"Robeson, North Carolina",3.195555555555556
1033,"Rock, Wisconsin",1.5085185185185184
1034,"Rockbridge, Virginia",2.454545454545454
1035,"Rockingham, North Carolina",2.1984931506849312
1036,"Rockingham, Virginia",4.23611111111111
1037,"Rockland, New York",1.4298823529411764
1038,"Roger mills, Oklahoma",3.0434117647058825
1039,"Rogers, Oklahoma",5.123833333333333
1040,"Roosevelt, New Mexico",7.555714285714286
1041,"Rowan, North Carolina",2.1869135802469137
1042,"Runnels, Texas",8.5
1043,"Rush, Indiana",0.0
1044,"Rusk, Texas",0.25396825396825395
1045,"Rusk, Wisconsin",0.3272727272727272
1046,"Russell, Alabama",0.0
1047,"Russell, Virginia",3.1172413793103444
1048,"Rutherford, North Carolina",4.096590909090908
1049,"Sabine, Louisiana",0.8289855072463769
1050,"Sabine, Texas",0.6
1051,"Sacramento, California",0.0
1052,"Saint francois, Missouri",17.7
1053,"Saint landry, Louisiana",0.0
1054,"Saint marys, Maryland",11.3
1055,"Saint tammany, Louisiana",0.0
1056,"Salem, Virginia",1.9250000000000003
1057,"Saline county, Arkansas",0.6333333333333333
1058,"Saline, Arkansas",0.77
1059,"Salt lake, Utah",5.129677419354833
1060,"Sampson, North Carolina",5.725
1061,"San augustine, Texas",0.9545454545454546
1062,"San benito, California",0.9
1063,"San bernardino, California",1.214251968503937
1064,"San diego county, California",3.08
1065,"San diego, California",3.3516960784313734
1066,"San francisco, California",0.0
1067,"San jacinto, Texas",7.436231884057973
1068,"San joaquin, California",0.466625
1069,"San juan, New Mexico",6.475
1070,"San juan, Utah",6.9375
1071,"San juan, Washington",3.723076923076923
1072,"San luis obispo, California",0.0
1073,"San mateo, California",5.293636363636363
1074,"San miguel, New Mexico",1.8889574536944447
1075,"San patricio, Texas",3.128571428571429
1076,"San saba, Texas",30.855000000000008
1077,"Sanborn, South Dakota",0.0
1078,"Sandoval, New Mexico",4.585171052631582
1079,"Sandusky, Ohio",0.0
1080,"Sanpete, Utah",0.7044642857142858
1081,"Santa barbara, California",0.5025616438356165
1082,"Santa clara, California",0.22767441860465115
1083,"Santa cruz, Arizona",0.0
1084,"Santa cruz, California",1.4107142857142858
1085,"Santa fe, New Mexico",12.423247628755977
1086,"Saratoga, New York",0.7162790697674418
1087,"Sauk, Wisconsin",1.6571428571428573
1088,"Sawyer, Wisconsin",1.466
1089,"Schenectady, New York",2.3857142857142857
1090,"Schleicher, Texas",6.34
1091,"Schoharie, New York",0.35405405405405405
1092,"Schuyler, New York",9.0
1093,"Schuylkill, Pennsylvania",0.0
1094,"Scotland, North Carolina",0.0
1095,"Scott, Arkansas",1.5166666666666666
1096,"Scott, Indiana",0.0
1097,"Scott, Virginia",2.308333333333333
1098,"Scurry, Texas",9.03
1099,"Searcy, Arkansas",1.1366666666666667
1100,"Sebastian, Arkansas",1.2592592592592593
1101,"Seminole, Oklahoma",4.113677419354841
1102,"Seneca, New York",1.759
1103,"Sequoyah, Oklahoma",1.9824444444444447
1104,"Sevier, Arkansas",0.7083333333333334
1105,"Sevier, Utah",4.958333333333333
1106,"Shackelford, Texas",7.5
1107,"Shannon, South Dakota",0.0
1108,"Sharp county, Arkansas",0.0
1109,"Sharp, Arkansas",0.08
1110,"Shasta, California",1.0666666666666667
1111,"Sheboygan, Wisconsin",0.0
1112,"Shelby, Indiana",1.1222222222222222
1113,"Shelby, Texas",0.4785714285714286
1114,"Shenandoah, Virginia",1.6947826086956523
1115,"Sheridan, Wyoming",0.0
1116,"Sherman, Oregon",5.7
1117,"Sherman, Texas",11.125
1118,"Shoshone, Idaho",0.9
1119,"Sierra, California",0.0
1120,"Sierra, New Mexico",9.566666666666668
1121,"Simpson, Kentucky",1.6
1122,"Skagit, Washington",1.9154054054054055
1123,"Skagway, Alaska",3.733333333333333
1124,"Skamania, Washington",0.0
1125,"Smith, Texas",0.7
1126,"Smyth, Virginia",2.707692307692308
1127,"Snohomish county, Washington",2.1950000000000003
1128,"Snohomish, Washington",1.2705194805194806
1129,"Snyder county, Pennsylvania",0.7233333333333333
1130,"Socorro, New Mexico",8.771428571428572
1131,"Solano, California",0.7123271028037386
1132,"Somerset, Maryland",4.966666666666667
1133,"Somervell, Texas",2.5583333333333336
1134,"Sonoma, California",1.414
1135,"Southampton, Virginia",5.512499999999998
1136,"Southeast fairbanks, Alaska",2.7
1137,"Spencer, Indiana",3.485714285714286
1138,"Spokane, Washington",3.885
1139,"Spotsylvania, Virginia",3.6487499999999997
1140,"St clair, Alabama",1.9286
1141,"St helena, Louisiana",0.0
1142,"St joseph, Indiana",2.4454545454545453
1143,"St landry, Louisiana",0.2529411764705882
1144,"St mary's, Maryland",6.333333333333333
1145,"St tammany, Louisiana",0.0
1146,"St. bernard, Louisiana",2.3000000000000003
1147,"St. charles, Louisiana",1.6307692307692307
1148,"St. croix, Wisconsin",0.8854545454545453
1149,"St. francis, Arkansas",0.1619047619047619
1150,"St. helena, Louisiana",0.0
1151,"St. james, Louisiana",1.9043478260869564
1152,"St. john the baptist, Louisiana",1.1166666666666665
1153,"St. joseph county, Indiana",0.0
1154,"St. joseph, Indiana",1.4416666666666667
1155,"St. landry, Louisiana",0.18484848484848485
1156,"St. lawrence, New York",2.216
1157,"St. martin parish, Louisiana",0.0
1158,"St. martin, Louisiana",1.411764705882353
1159,"St. mary parish, Louisiana",1.3857142857142857
1160,"St. mary's county, Maryland",14.6
1161,"St. mary's, Maryland",7.175000000000001
1162,"St. mary, Louisiana",1.2969696969696969
1163,"St. tammany parish, Louisiana",0.0
1164,"St. tammany, Louisiana",0.01951219512195122
1165,"Stafford, Virginia",1.3862
1166,"Stanislaus, California",1.085
1167,"Stanly, North Carolina",0.0
1168,"Stark, Ohio",4.145714285714286
1169,"Starke, Indiana",1.175
1170,"Starr, Texas",5.0
1171,"Staunton, Virginia",2.7
1172,"Stephens, Oklahoma",6.492862068965517
1173,"Stephens, Texas",8.2
1174,"Stephenson, Illinois",3.266666666666667
1175,"Sterling, Texas",4.75
1176,"Steuben, Indiana",0.8470588235294118
1177,"Steuben, New York",2.459125
1178,"Stevens, Washington",5.251111111111111
1179,"Stokes, North Carolina",3.583636363636364
1180,"Stone, Arkansas",0.7111111111111111
1181,"Stonewall, Texas",6.966666666666666
1182,"Storey, Nevada",6.521600000000001
1183,"Suffolk city, Virginia",11.591875
1184,"Suffolk, Virginia",5.40375
1185,"Sullivan, Indiana",0.8
1186,"Sullivan, New York",2.080840707964601
1187,"Sullivan, Pennsylvania",2.32
1188,"Summers, West Virginia",2.9
1189,"Summit, Ohio",0.0
1190,"Summit, Utah",3.5405405405405403
1191,"Surry, North Carolina",1.7506172839506173
1192,"Surry, Virginia",2.75625
1193,"Susquehanna, Pennsylvania",0.0
1194,"Sussex, Virginia",5.8999999999999995
1195,"Sutton, Texas",0.0
1196,"Swain, North Carolina",0.0
1197,"Sweetwater, Wyoming",2.05
1198,"Swisher, Texas",7.966666666666666
1199,"Switzerland, Indiana",1.0666666666666667
1200,"Talbot, Maryland",6.988
1201,"Talladega, Alabama",0.0
1202,"Tama, Iowa",0.0
1203,"Tangipahoa parish, Louisiana",0.0
1204,"Tangipahoa, Louisiana",0.23676470588235296
1205,"Taos, New Mexico",7.07055027450382
1206,"Tarrant, Texas",2.4451977401129947
1207,"Taylor, Kentucky",2.8
1208,"Taylor, Texas",9.85
1209,"Taylor, Wisconsin",0.0
1210,"Tazewell, Illinois",3.233333333333333
1211,"Tazewell, Virginia",2.5900000000000003
1212,"Tensas, Louisiana",2.3555555555555556
1213,"Terrebonne, Louisiana",0.8099999999999999
1214,"Terrell, Texas",3.175
1215,"Terry, Texas",15.671428571428573
1216,"Teton, Idaho",1.702
1217,"Teton, Montana",0.0
1218,"Texas, Oklahoma",7.228205882352943
1219,"Throckmorton, Texas",6.9
1220,"Thurston, Washington",2.9029565217391307
1221,"Tillamook, Oregon",0.6
1222,"Tillman, Oklahoma",15.060060606060604
1223,"Tippecanoe, Indiana",1.707142857142857
1224,"Tipton, Indiana",0.0
1225,"Titus, Texas",1.075
1226,"Tolland, Connecticut",13.091000000000003
1227,"Tom green, Texas",2.6434782608695655
1228,"Tompkins, New York",2.4
1229,"Tooele, Utah",4.024083769633514
1230,"Toole, Montana",0.0
1231,"Torrance, New Mexico",4.791666666666667
1232,"Transylvania, North Carolina",2.2589130434782607
1233,"Travis, Texas",16.537037037037038
1234,"Treasure, Montana",3.6
1235,"Trempealeau, Wisconsin",1.9183333333333332
1236,"Trinity, Texas",5.308695652173912
1237,"Tripp, South Dakota",0.0
1238,"Tulare, California",3.566666666666667
1239,"Tulsa, Oklahoma",3.0480000000000005
1240,"Turner, South Dakota",0.0
1241,"Tuscaloosa, Alabama",1.6
1242,"Tyler, Texas",10.725000000000001
1243,"Tyrrell, North Carolina",7.228571428571428
1244,"Uintah, Utah",2.914285714285714
1245,"Ulster, New York",0.0
1246,"Umatilla, Oregon",6.633333333333334
1247,"Union parish, Louisiana",0.0
1248,"Union, Arkansas",0.2510869565217391
1249,"Union, Indiana",0.0
1250,"Union, Louisiana",0.2692307692307692
1251,"Union, New Mexico",6.757142857142858
1252,"Union, North Carolina",0.0
1253,"Union, South Dakota",0.0
1254,"Upshur, Texas",0.3763157894736842
1255,"Upton, Texas",8.15
1256,"Utah, Utah",3.3409326424870405
1257,"Uvalde, Texas",0.56
1258,"Val verde, Texas",7.659523809523811
1259,"Valdez-cordova, Alaska",1.0782608695652172
1260,"Valencia, New Mexico",7.604651162790695
1261,"Van buren, Arkansas",0.0
1262,"Van zandt, Texas",0.8829268292682928
1263,"Vance, North Carolina",10.972
1264,"Vanderburgh, Indiana",3.0
1265,"Venango, Pennsylvania",0.81525
1266,"Ventura, California",2.5624565217391306
1267,"Vermilion, Louisiana",0.2976190476190476
1268,"Vermillion, Indiana",3.3000000000000003
1269,"Vernon, Louisiana",0.5340425531914894
1270,"Vernon, Wisconsin",0.7
1271,"Victoria, Texas",7.5851851851851855
1272,"Vigo, Indiana",0.9888888888888889
1273,"Wabash, Indiana",1.6777777777777778
1274,"Wade hampton, Alaska",2.5750000000000006
1275,"Wagoner, Oklahoma",4.098
1276,"Wake, North Carolina",5.803104247104243
1277,"Walker, Texas",12.326530612244893
1278,"Walla walla, Washington",7.687714285714286
1279,"Waller, Texas",3.1973684210526314
1280,"Walworth, South Dakota",0.0
1281,"Walworth, Wisconsin",2.6256250000000003
1282,"Ward, Texas",4.7
1283,"Warren, Indiana",3.266666666666667
1284,"Warren, Kentucky",3.5749999999999997
1285,"Warren, New York",1.608666666666667
1286,"Warren, Ohio",0.0
1287,"Warren, Virginia",1.5621621621621622
1288,"Warrick, Indiana",0.64
1289,"Wasatch, Utah",2.4900000000000015
1290,"Wasco, Oregon",4.75
1291,"Washington parish, Louisiana",0.0
1292,"Washington, Alabama",3.563714285714286
1293,"Washington, Arkansas",1.6333333333333335
1294,"Washington, Idaho",2.4450000000000003
1295,"Washington, Indiana",0.0
1296,"Washington, Louisiana",0.0
1297,"Washington, Maryland",1.0799999999999998
1298,"Washington, New York",1.8307692307692305
1299,"Washington, North Carolina",13.686666666666664
1300,"Washington, Oklahoma",3.509
1301,"Washington, Oregon",0.9823529411764705
1302,"Washington, Pennsylvania",0.0
1303,"Washington, Rhode Island",3.669230769230768
1304,"Washington, Texas",12.86521739130435
1305,"Washington, Utah",3.6640866873065043
1306,"Washington, Virginia",2.5
1307,"Washington, Wisconsin",0.68
1308,"Washita, Oklahoma",7.31976
1309,"Washoe, Nevada",4.816237735849052
1310,"Watauga, North Carolina",0.0
1311,"Waukesha, Wisconsin",3.7171428571428575
1312,"Waupaca, Wisconsin",2.28125
1313,"Waushara, Wisconsin",0.64
1314,"Wayne, Indiana",1.3499999999999999
1315,"Wayne, New York",0.875
1316,"Wayne, North Carolina",3.668461538461538
1317,"Wayne, Utah",4.152380952380952
1318,"Waynesboro city, Virginia",1.5
1319,"Webb county, Texas",5.0
1320,"Webb, Texas",9.02
1321,"Weber, Utah",2.0925925925925943
1322,"Webster, Louisiana",0.28923076923076924
1323,"Webster, West Virginia",1.0
1324,"Wells, Indiana",3.2416666666666667
1325,"West baton rouge, Louisiana",0.06361538461538462
1326,"West carroll parish, Louisiana",0.0
1327,"West carroll, Louisiana",0.5882352941176471
1328,"West feliciana, Louisiana",1.5714285714285714
1329,"Westchester, New York",5.906182608695651
1330,"Westmoreland, Virginia",6.295625
1331,"Wetzel, West Virginia",2.05
1332,"Wharton, Texas",3.7545454545454544
1333,"Whatcom, Washington",1.7865343749999998
1334,"Wheeler, Texas",2.6142857142857143
1335,"White pine, Nevada",3.4252361111111123
1336,"White, Arkansas",0.4882352941176471
1337,"White, Indiana",1.5363636363636362
1338,"Whitley, Indiana",0.6166666666666667
1339,"Whitman, Washington",2.932
1340,"Wichita, Texas",5.3
1341,"Wicomico, Maryland",7.1625
1342,"Wilbarger, Texas",2.25
1343,"Wilkes, North Carolina",3.25
1344,"Will, Illinois",5.474193548387096
1345,"Willacy county, Texas",5.9
1346,"Willacy, Texas",6.7
1347,"Williamson, Texas",8.116666666666667
1348,"Wilson, North Carolina",4.833333333333333
1349,"Wilson, Texas",7.42
1350,"Windham, Connecticut",8.022727272727273
1351,"Winkler, Texas",4.0
1352,"Winn, Louisiana",0.09302325581395349
1353,"Winnebago, Illinois",4.9
1354,"Winnebago, Wisconsin",3.0020000000000002
1355,"Wise, Texas",7.583516483516481
1356,"Wise, Virginia",2.0124999999999997
1357,"Wood, Texas",0.4433333333333333
1358,"Wood, Wisconsin",0.961
1359,"Woodford, Kentucky",4.4
1360,"Woodruff, Arkansas",0.6642857142857144
1361,"Woods, Oklahoma",2.58375
1362,"Woodward, Oklahoma",2.5679482758620686
1363,"Worcester, Maryland",4.051612903225807
1364,"Worcester, Massachusetts",5.626666666666667
1365,"Wyandotte, Kansas",6.3
1366,"Wyoming, New York",0.0
1367,"Wythe, Virginia",2.633333333333333
1368,"Yadkin, North Carolina",2.9299999999999993
1369,"Yakima, Washington",5.701428571428571
1370,"Yakutat, Alaska",6.2
1371,"Yamhill, Oregon",0.6599999999999999
1372,"Yancey, North Carolina",0.0
1373,"Yates, New York",0.92925
1374,"Yavapai, Arizona",0.0
1375,"Yell, Arkansas",1.1227272727272728
1376,"Yoakum, Texas",7.7
1377,"Yolo, California",0.5999999999999999
1378,"York, Pennsylvania",0.0
1379,"York, Virginia",6.380000000000001
1380,"Young, Texas",3.9333333333333336
1381,"Yukon-koyukuk, Alaska",3.5374999999999996
1382,"Yuma, Arizona",0.6749999999999999
1383,"Zapata county, Texas",6.0
1384,"Zapata, Texas",5.1
