,county,beta_particles
206,"Chelan, Washington",4.58
207,"Chemung, New York",0.35000000000000003
208,"Chenango, New York",0.8000000000000002
209,"Cherokee, North Carolina",1.608695652173913
210,"Cherokee, Oklahoma",1.9208928571428572
211,"Cherokee, Texas",0.15853658536585366
212,"Chesapeake city, Virginia",5.925
213,"Chesapeake, Virginia",5.9674999999999985
214,"Chester, Pennsylvania",0.7157774193548387
215,"Chesterfield, Virginia",12.525
216,"Chicot, Arkansas",0.0
217,"Chippewa, Michigan",7.5
218,"Chippewa, Wisconsin",0.495
219,"Choctaw, Oklahoma",5.9738
220,"Chowan, North Carolina",6.0
221,"Churchill, Nevada",8.971285714285717
222,"Cibola, New Mexico",4.764809523809525
223,"Cimarron, Oklahoma",7.416
224,"Clackamas, Oregon",3.0600000000000005
225,"Claiborne, Louisiana",0.18928571428571428
226,"Clallam, Washington",0.34761904761904766
227,"Clark, Arkansas",0.15000000000000002
228,"Clark, Indiana",0.5666666666666667
229,"Clark, Kentucky",8.9
230,"Clark, Nevada",2.5963870967741944
231,"Clark, Ohio",3.8000000000000003
232,"Clark, South Dakota",0.0
233,"Clark, Washington",1.2912000000000001
234,"Clark, Wisconsin",5.1225000000000005
235,"Clarke, Alabama",1.75
236,"Clarke, Virginia",2.9227272727272724
237,"Clatsop, Oregon",0.8166666666666668
238,"Clay, Arkansas",1.603846153846154
239,"Clay, Indiana",7.723529411764707
240,"Clay, North Carolina",0.0
241,"Clay, South Dakota",0.0
242,"Clay, Texas",5.055555555555555
243,"Clearfield, Pennsylvania",0.0
244,"Clearwater, Idaho",4.9
245,"Cleburne, Arkansas",0.31176470588235294
246,"Cleveland, Arkansas",2.9416666666666664
247,"Cleveland, North Carolina",2.0
248,"Cleveland, Oklahoma",7.213985606060606
249,"Clinton, Illinois",1.6
250,"Clinton, Indiana",0.0
251,"Clinton, New York",1.0666666666666667
252,"Coal, Oklahoma",3.7706000000000004
253,"Cochise, Arizona",0.0
254,"Cochran, Texas",13.800000000000002
255,"Coconino, Arizona",0.0
256,"Codington, South Dakota",0.0
257,"Coffee, Alabama",2.0
258,"Coke, Texas",8.649999999999999
259,"Coleman, Texas",8.5
260,"Colfax, New Mexico",3.871428571428571
261,"Collin, Texas",0.696969696969697
262,"Collingsworth, Texas",3.575
263,"Colorado, Texas",4.7714285714285705
264,"Columbia, Arkansas",0.5571428571428572
265,"Columbia, New York",4.8
266,"Columbia, Oregon",1.9333333333333333
267,"Columbia, Pennsylvania",0.0
268,"Columbia, Wisconsin",1.3694444444444445
269,"Columbiana, Ohio",5.57
270,"Columbus, North Carolina",4.511711711711712
271,"Comal, Texas",2.8546391752577325
272,"Comanche, Oklahoma",4.8839500000000005
273,"Comanche, Texas",10.7
274,"Concho, Texas",57.249090909090924
275,"Concordia, Louisiana",1.8806451612903226
276,"Contra costa, California",1.8619153846153842
277,"Conway, Arkansas",0.8846153846153846
278,"Cook, Illinois",16.357142857142858
279,"Cooke, Texas",0.030612244897959183
280,"Corson, South Dakota",0.0
281,"Cortland, New York",0.7293939393939394
282,"Coryell, Texas",1.8933333333333335
283,"Cottle, Texas",7.2
284,"Cotton, Oklahoma",7.9366666666666665
285,"Covington, Virginia",2.566666666666667
286,"Cowlitz, Washington",1.3019047619047621
287,"Craig, Oklahoma",7.227714285714285
288,"Craig, Virginia",1.5
289,"Craighead, Arkansas",0.2695652173913043
290,"Crane, Texas",6.4
291,"Craven, North Carolina",4.050500000000001
292,"Crawford, Arkansas",0.52
293,"Crawford, Pennsylvania",0.0
294,"Creek, Oklahoma",2.553529411764706
295,"Crenshaw, Alabama",0.444
296,"Crittenden, Arkansas",0.38823529411764707
297,"Crockett, Texas",2.45
298,"Crook, Wyoming",3.0
299,"Crosby, Texas",11.399999999999999
300,"Cross, Arkansas",1.55
301,"Culberson, Texas",3.4
302,"Culpeper, Virginia",8.410180722891567
303,"Cumberland, North Carolina",3.9612640449438166
304,"Cumberland, Virginia",4.6080000000000005
305,"Currituck, North Carolina",3.9071428571428575
306,"Curry, New Mexico",9.540208854081632
307,"Curry, Oregon",0.5
308,"Custer, Oklahoma",2.1293200000000003
309,"Custer, South Dakota",0.0
310,"Daggett, Utah",3.888888888888889
311,"Dale, Alabama",0.9532499999999999
312,"Dallam, Texas",9.566666666666666
313,"Dallas, Arkansas",2.78
314,"Dallas, Texas",3.3250000000000006
315,"Dane, Wisconsin",1.7953521126760563
316,"Danville, Virginia",1.5
317,"Dare, North Carolina",5.25
318,"Dauphin, Pennsylvania",0.58
319,"Davidson, North Carolina",0.0
320,"Davie, North Carolina",0.5
321,"Davis, Utah",4.292982456140351
322,"Dawson, Texas",24.253333333333334
323,"De baca, New Mexico",6.574999999999999
324,"De kalb, Indiana",0.0
325,"De soto, Louisiana",0.8914285714285713
326,"Deaf smith, Texas",11.785714285714286
327,"Dearborn, Indiana",0.0
328,"Delaware, Indiana",0.0
329,"Delaware, Oklahoma",3.3818444444444444
330,"Delaware, Pennsylvania",1.9387499999999998
331,"Delta, Texas",0.0
332,"Denton, Texas",0.7125654450261781
333,"Deschutes, Oregon",3.65
334,"Desha, Arkansas",0.096
335,"Dewey, Oklahoma",0.13576923076923075
336,"Dewey, South Dakota",0.0
337,"Dewitt, Texas",6.271428571428572
338,"Dickens, Texas",10.200000000000001
339,"Dickenson, Virginia",3.3
340,"Dillingham, Alaska",1.3894736842105264
341,"Dimmit, Texas",4.263636363636364
342,"Dinwiddie, Virginia",11.08111111111111
343,"District of columbia, District of Columbia",0.8137500000000001
344,"Dodge, Wisconsin",4.394375
345,"Dona ana, New Mexico",16.472816093489058
346,"Donley, Texas",7.499999999999999
347,"Door, Wisconsin",1.8437500000000002
348,"Dorchester, Maryland",5.414285714285715
349,"Douglas, Kansas",4.225
350,"Douglas, Nevada",2.577477911646585
351,"Douglas, Oregon",0.8933333333333333
352,"Douglas, Washington",3.28
353,"Drew, Arkansas",0.12727272727272726
354,"Dubois, Indiana",0.0
355,"Duchesne, Utah",6.680000000000001
356,"Dukes, Massachusetts",0.7
357,"Dunn, Wisconsin",0.8615384615384615
358,"Dupage, Illinois",5.285263157894737
359,"Duplin, North Carolina",4.2396551724137925
360,"Durham, North Carolina",0.6208163265306123
361,"Dutchess, New York",6.02367491166078
362,"Duval, Texas",11.457142857142857
363,"East baton rouge parish, Louisiana",0.0
364,"East baton rouge, Louisiana",0.08450704225352113
365,"East carroll, Louisiana",1.8181818181818181
366,"East feliciana, Louisiana",0.0
367,"Eastland, Texas",7.32
368,"Ector, Texas",13.558536585365854
369,"Eddy, New Mexico",1.6851025641025636
370,"Edgecombe, North Carolina",4.12
371,"Edmonson, Kentucky",0.0
372,"Edwards, Texas",1.2428571428571427
373,"El dorado, California",2.990428571428571
374,"El paso, Texas",5.279310344827585
375,"Elkhart, Indiana",1.6124999999999998
376,"Elko, Nevada",11.139757575757569
377,"Ellis, Oklahoma",6.042861111111112
378,"Ellis, Texas",1.2684210526315791
379,"Elmore, Alabama",3.8
380,"Elmore, Idaho",4.2
381,"Emery, Utah",1.8750000000000002
382,"Erath, Texas",12.14242424242425
383,"Erie county, Pennsylvania",0.0
384,"Erie, Pennsylvania",0.8875
385,"Esmeralda, Nevada",11.799375
386,"Essex county, New York",1.1
387,"Essex, Massachusetts",2.65
388,"Essex, New York",0.08421052631578947
389,"Essex, Virginia",5.166086956521739
390,"Etowah, Alabama",2.4
391,"Eureka, Nevada",2.175
392,"Evangeline parish, Louisiana",0.4
393,"Evangeline, Louisiana",0.0
394,"Fairbanks north star, Alaska",6.347619047619046
395,"Fairfax, Virginia",2.335904761904762
396,"Fairfield, Connecticut",8.162307692307694
397,"Fall river, South Dakota",0.0
398,"Falls, Texas",2.005
399,"Fannin, Texas",0.3163265306122449
400,"Faulk, South Dakota",0.0
401,"Fauquier, Virginia",5.067123287671231
402,"Fayette, Indiana",1.3
403,"Fayette, Kentucky",2.7870000000000004
404,"Fayette, Pennsylvania",0.0
405,"Fayette, Texas",10.66206896551724
406,"Fayette, West Virginia",1.7
407,"Ferry, Washington",7.93
408,"Fisher, Texas",4.4
409,"Flathead, Montana",0.0
410,"Floyd, Texas",11.48
411,"Floyd, Virginia",4.555555555555555
412,"Fluvanna, Virginia",2.240869565217392
413,"Foard, Texas",5.1
414,"Fond du lac, Wisconsin",1.6923076923076923
415,"Forsyth, North Carolina",3.057333333333333
416,"Fort bend, Texas",3.8340782122905024
417,"Franklin county, Ohio",5.0
418,"Franklin, Arkansas",0.0
419,"Franklin, Indiana",3.5
420,"Franklin, Louisiana",0.27586206896551724
421,"Franklin, Massachusetts",12.65
422,"Franklin, New York",1.3625
423,"Franklin, North Carolina",0.779047619047619
424,"Franklin, Ohio",0.0
425,"Franklin, Pennsylvania",0.9897500000000001
426,"Franklin, Texas",4.2
427,"Franklin, Virginia",5.338593749999998
428,"Franklin, Washington",1.4775
429,"Frederick, Maryland",5.430303030303031
430,"Frederick, Virginia",2.0088888888888885
431,"Freestone, Texas",1.3391304347826087
432,"Fremont, Idaho",3.4
433,"Fresno, California",2.8236363636363637
434,"Frio, Texas",8.489999999999998
435,"Fulton, Arkansas",0.0
436,"Fulton, Indiana",1.8636363636363635
437,"Fulton, New York",0.0
438,"Fulton, Pennsylvania",0.0
439,"Gaines, Texas",10.950000000000001
440,"Galax, Virginia",2.3
441,"Gallatin, Kentucky",1.71
442,"Gallatin, Montana",3.875
443,"Galveston, Texas",3.031034482758621
444,"Garfield, Oklahoma",3.341515151515151
445,"Garfield, Utah",2.8659090909090903
446,"Garland, Arkansas",0.6555555555555556
447,"Garrard, Kentucky",3.4
448,"Garrett, Maryland",1.1294117647058826
449,"Garvin, Oklahoma",6.024000000000001
450,"Garza, Texas",23.5
451,"Gaston, North Carolina",4.638647342995168
452,"Gem, Idaho",2.63
453,"Gibson, Indiana",0.0
454,"Giles, Virginia",2.46
455,"Gillespie, Texas",12.479207920792083
456,"Glacier, Montana",2.5
457,"Glasscock, Texas",11.2
458,"Gloucester, Virginia",5.3
459,"Goliad, Texas",6.8500000000000005
460,"Gonzales, Texas",8.823529411764705
461,"Goochland, Virginia",3.2450000000000006
462,"Goodhue, Minnesota",7.8
463,"Goshen, Wyoming",11.95
464,"Grady, Oklahoma",4.4365168539325825
465,"Graham, Arizona",0.0
466,"Graham, North Carolina",0.0
467,"Grant, Arkansas",1.05
468,"Grant, Louisiana",0.06557377049180328
469,"Grant, New Mexico",11.245401665600003
470,"Grant, Oklahoma",6.9559
471,"Grant, South Dakota",0.0
472,"Grant, Washington",6.5
473,"Grant, Wisconsin",1.6020000000000003
474,"Granville, North Carolina",0.0
475,"Gray, Texas",6.0181818181818185
476,"Grays harbor, Washington",3.71
477,"Grayson, Kentucky",3.842857142857143
478,"Grayson, Texas",2.821897810218978
479,"Grayson, Virginia",2.741666666666667
480,"Green lake, Wisconsin",0.0
481,"Green, Wisconsin",1.25
482,"Greene, Arkansas",0.32727272727272727
483,"Greene, North Carolina",2.406428571428571
484,"Greene, Virginia",5.436666666666666
485,"Greensville, Virginia",2.0
486,"Greer, Oklahoma",4.4506250000000005
487,"Gregg, Texas",0.6343749999999999
488,"Gregory, South Dakota",0.0
489,"Grimes, Texas",5.984848484848484
490,"Grundy, Illinois",12.066666666666665
491,"Guadalupe, New Mexico",7.7920769745000005
492,"Guadalupe, Texas",2.9218749999999996
493,"Guilford, North Carolina",5.116114285714283
494,"Guillford, North Carolina",2.6
495,"Haines, Alaska",1.3199999999999998
496,"Hale, Texas",9.65135135135135
497,"Halifax, North Carolina",1.8266666666666669
498,"Halifax, Virginia",5.407017543859649
499,"Hall, Texas",0.7666666666666666
500,"Hamilton, Indiana",0.3
501,"Hamilton, New York",0.40875
502,"Hamilton, Ohio",0.0
503,"Hamilton, Texas",8.425
504,"Hamlin, South Dakota",0.0
505,"Hampden, Massachusetts",2.54
506,"Hampshire, Massachusetts",1.4133333333333333
507,"Hanover, Virginia",8.644778761061948
508,"Hansford, Texas",8.79
509,"Hardeman, Texas",4.5
510,"Hardin, Kentucky",0.915
511,"Hardin, Texas",5.248780487804876
512,"Harding, New Mexico",5.8
513,"Harding, South Dakota",0.0
514,"Harford county, Maryland",0.0
515,"Harford, Maryland",2.0208333333333335
516,"Harmon, Oklahoma",5.2411875000000006
517,"Harper, Oklahoma",6.132
518,"Harris, Texas",5.231707317073173
519,"Harrison, Texas",0.5674999999999999
520,"Harrison, West Virginia",3.1
521,"Harrisonburg, Virginia",0.0
522,"Hartford, Connecticut",2.0377380952380952
523,"Hartley, Texas",9.93
524,"Haskell, Texas",7.4799999999999995
525,"Hays, Texas",3.9186046511627906
526,"Haywood, North Carolina",0.5327272727272727
527,"Hemphill, Texas",5.425
528,"Hempstead, Arkansas",0.16052631578947368
529,"Henderson, North Carolina",0.8719999999999999
530,"Henderson, Texas",1.2319148936170212
531,"Hendricks, Indiana",0.9600000000000001
532,"Henrico, Virginia",19.5875
533,"Henry, Illinois",8.9
534,"Henry, Ohio",8.78
535,"Henry, Virginia",2.6600000000000006
536,"Herkimer, New York",0.41125
537,"Hertford, North Carolina",9.009473684210526
538,"Hidalgo, New Mexico",8.433193333333332
539,"Hidalgo, Texas",6.0948717948717945
540,"Highland, Virginia",1.9600000000000002
541,"Hill, Texas",0.08095238095238094
542,"Hockley, Texas",20.6
543,"Hoke, North Carolina",0.43207547169811317
544,"Holmes, Ohio",0.0
545,"Honolulu, Hawaii",0.0
546,"Hood, Texas",1.1513513513513514
547,"Hoonah-angoon, Alaska",0.0
548,"Hopewell, Virginia",4.8
549,"Hopkins, Texas",0.45652173913043476
550,"Hot spring, Arkansas",0.0
551,"Houston, Texas",1.3736842105263158
552,"Howard, Arkansas",0.36818181818181817
553,"Howard, Indiana",4.7
554,"Howard, Maryland",8.696296296296296
555,"Howard, Texas",7.5
556,"Hudspeth, Texas",6.875
557,"Hughes, Oklahoma",6.738695652173914
558,"Hughes, South Dakota",0.0
559,"Humboldt, Nevada",2.222882978723404
560,"Hunt, Texas",0.4634146341463415
561,"Huntingdon, Pennsylvania",0.0
562,"Huntington, Indiana",1.4
563,"Hutchinson, Texas",6.2700000000000005
564,"Iberia parish, Louisiana",0.0
565,"Iberia, Louisiana",0.9325000000000001
566,"Iberville, Louisiana",0.471875
567,"Idaho, Idaho",14.54
568,"Independence, Arkansas",0.13478260869565217
569,"Indiana, Pennsylvania",0.0
570,"Inyo, California",1.8262790697674423
571,"Iowa, Wisconsin",1.1
572,"Iredell, North Carolina",2.1106565656565652
573,"Irion, Texas",9.133333333333333
574,"Iron, Utah",3.8930555555555557
575,"Iron, Wisconsin",0.0
576,"Island, Washington",3.2036619718309858
577,"Isle of wight, Virginia",4.485416666666667
578,"Izard, Arkansas",0.5483870967741935
579,"Jack, Texas",1.0
580,"Jackson, Arkansas",2.141666666666667
581,"Jackson, Louisiana",0.08163265306122448
582,"Jackson, North Carolina",2.7081538461538455
583,"Jackson, Ohio",0.0
584,"Jackson, Oklahoma",3.9016799999999994
585,"Jackson, Texas",1.875
586,"Jackson, Wisconsin",3.066666666666667
587,"James city, Virginia",6.000000000000001
588,"Jasper, Indiana",1.618181818181818
589,"Jasper, Texas",3.0133333333333336
590,"Jay, Indiana",1.5250000000000001
591,"Jeff davis, Texas",4.625
592,"Jefferson davis, Louisiana",0.0
593,"Jefferson, Arkansas",3.7432432432432434
594,"Jefferson, Idaho",1.0922222222222222
595,"Jefferson, Indiana",1.2200000000000002
596,"Jefferson, Louisiana",1.2192307692307691
597,"Jefferson, Montana",1.375
598,"Jefferson, New York",1.6153846153846152
599,"Jefferson, Oklahoma",0.7218181818181818
600,"Jefferson, Pennsylvania",0.0
601,"Jefferson, Texas",0.3625
602,"Jefferson, Washington",0.64
603,"Jefferson, Wisconsin",1.7866666666666668
604,"Jennings, Indiana",1.95
605,"Jessamine, Kentucky",4.74
606,"Jim hogg, Texas",2.65
607,"Jim wells, Texas",15.632432432432434
608,"Johnson, Arkansas",0.0
609,"Johnson, Indiana",0.9199999999999999
610,"Johnson, Kansas",6.35
611,"Johnson, Texas",0.6608433734939757
612,"Johnston, North Carolina",4.567534246575342
613,"Johnston, Oklahoma",3.0623061224489785
614,"Jones, Iowa",3.0
615,"Jones, Texas",12.7
616,"Josephine, Oregon",0.4
617,"Juab, Utah",0.0
618,"Juneau, Alaska",4.8500000000000005
619,"Juneau, Wisconsin",2.271666666666667
620,"Kanawha, West Virginia",2.1
621,"Kane, Illinois",429.3999999999999
622,"Kane, Utah",4.002000000000001
623,"Kankakee, Illinois",9.11
624,"Karnes, Texas",3.8000000000000003
625,"Kaufman, Texas",0.8800000000000001
626,"Kay, Oklahoma",3.1022499999999997
627,"Kenai peninsula, Alaska",1.826086956521739
628,"Kendall, Illinois",13.05
629,"Kendall, Texas",16.105405405405406
630,"Kenedy, Texas",13.114285714285714
631,"Kenosha, Wisconsin",1.575294117647059
632,"Kent, Maryland",5.055000000000001
633,"Kent, Texas",31.531999999999996
634,"Kenton, Kentucky",3.2999999999999994
635,"Kern, California",1.4712916666666664
636,"Kerr, Texas",12.78957345971565
637,"Kewaunee, Wisconsin",2.6
638,"Kimble, Texas",9.546666666666669
639,"King and queen, Virginia",6.840000000000001
640,"King george, Virginia",4.2946875
641,"King william, Virginia",4.247407407407407
642,"King, Texas",0.0
643,"King, Washington",1.384259259259259
644,"Kingfisher, Oklahoma",5.59311111111111
645,"Kingsbury, South Dakota",0.0
646,"Kinney, Texas",0.0
647,"Kiowa, Oklahoma",9.022727272727275
648,"Kitsap, Washington",0.59375
649,"Kittitas, Washington",3.1
650,"Klamath, Oregon",2.365
651,"Kleberg, Texas",17.612903225806456
652,"Knox, Indiana",2.8444444444444446
653,"Knox, Kentucky",2.9
654,"Knox, Texas",8.075000000000001
655,"Kodiak island, Alaska",0.0
656,"Kosciusko, Indiana",1.5508474576271192
657,"La crosse, Wisconsin",1.69375
658,"La grange, Indiana",0.0
659,"La porte, Indiana",1.7823529411764705
660,"La salle, Louisiana",1.824720930232558
661,"La salle, Texas",2.442857142857143
662,"Lackawanna, Pennsylvania",0.0
663,"Lafayette parish, Louisiana",0.9523809523809523
664,"Lafayette, Arkansas",1.9894736842105265
665,"Lafayette, Louisiana",0.05390625
666,"Lafayette, Wisconsin",0.98
667,"Lafourche, Louisiana",0.28125
668,"Lagrange, Indiana",1.7000000000000002
669,"Lake and peninsula, Alaska",0.991304347826087
670,"Lake, California",1.202
671,"Lake, Illinois",7.25
672,"Lake, Indiana",3.1263157894736837
673,"Lake, South Dakota",0.0
674,"Lamar, Texas",0.0
675,"Lamb, Texas",11.35
676,"Lampasas, Texas",5.95
677,"Lancaster, Pennsylvania",2.3197391304347827
678,"Lancaster, Virginia",4.766082474226804
679,"Lander, Nevada",4.804375
680,"Lane, Oregon",0.0
681,"Langlade, Wisconsin",2.67
682,"Laporte, Indiana",0.790625
683,"Lasalle, Illinois",4.8
684,"Lassen, California",3.0681818181818183
685,"Latimer, Oklahoma",1.33155
686,"Lavaca, Texas",5.65
687,"Lawrence county, Arkansas",0.5
688,"Lawrence, Arkansas",0.5153846153846154
689,"Lawrence, Indiana",0.5909090909090909
690,"Lawrence, Pennsylvania",1.7485714285714287
691,"Lawrence, South Dakota",0.0
692,"Lea, New Mexico",4.0018693828
693,"Lebanon, Pennsylvania",10.11
694,"Lee, Arkansas",2.625
695,"Lee, Texas",2.7555555555555555
696,"Lee, Virginia",1.3833333333333335
697,"Lemhi, Idaho",3.0
698,"Lenoir, North Carolina",3.121428571428571
