,county,chromium
664,"Daviess, Missouri",0.201
665,"Davis, Utah",0.9175
666,"Dawes, Nebraska",3.9763157894736847
667,"Dawson, Montana",3.3333333333333335
668,"Dawson, Nebraska",6.969600000000002
669,"Dawson, Texas",1.4728571428571426
670,"De baca, New Mexico",8.9
671,"De kalb, Indiana",0.0
672,"De kalb, Missouri",1.635
673,"De soto, Florida",0.2
674,"De soto, Louisiana",0.0
675,"De witt, Illinois",1.2225
676,"Deaf smith, Texas",0.29857142857142854
677,"Dearborn, Indiana",0.65
678,"Decatur, Indiana",0.1
679,"Decatur, Kansas",3.963636363636364
680,"Decatur, Tennessee",0.0
681,"Deer lodge, Montana",0.0
682,"Defiance, Ohio",0.0
683,"Dekalb, Alabama",0.43176470588235294
684,"Dekalb, Illinois",0.5970103092783505
685,"Dekalb, Indiana",0.0
686,"Dekalb, Missouri",0.4266666666666667
687,"Dekalb, Tennessee",0.0
688,"Del norte county, California",3.6
689,"Del norte, California",4.411764705882353
690,"Delaware, Indiana",0.4074074074074074
691,"Delaware, Iowa",0.0
692,"Delaware, New York",0.1723
693,"Delaware, Ohio",0.1368421052631579
694,"Delaware, Oklahoma",0.375
695,"Delaware, Pennsylvania",0.6428571428571429
696,"Delta, Michigan",0.0
697,"Delta, Texas",2.1425
698,"Denali, Alaska",1.563
699,"Dent, Missouri",1.17
700,"Denton, Texas",2.0944728260869576
701,"Des moines, Iowa",0.0
702,"Deschutes, Oregon",0.0196078431372549
703,"Desha, Arkansas",0.0
704,"Desoto, Florida",0.16470588235294117
705,"Deuel, Nebraska",5.8740000000000006
706,"Dewey, Oklahoma",0.0
707,"Dewey, South Dakota",3.7199999999999998
