,county,ethylene_dibromide
792,"Garrard, Kentucky",0.0
793,"Garvin, Oklahoma",0.0
794,"Garza, Texas",0.0
795,"Gasconade, Missouri",0.0
796,"Gaston, North Carolina",0.0001044776119402985
797,"Gates, North Carolina",0.0
798,"Geary, Kansas",0.0
799,"Gem, Idaho",0.0
800,"Genesee, New York",0.0
801,"Geneva, Alabama",0.0
802,"Gentry, Missouri",0.0
803,"Georgetown, South Carolina",0.0
804,"Gibson, Indiana",0.0
805,"Gila, Arizona",0.0
806,"Gilchrist, Florida",0.0
807,"Giles, Tennessee",0.0
808,"Giles, Virginia",0.0
809,"Gillespie, Texas",0.0
810,"Gilliam, Oregon",0.0
811,"Gilmer, West Virginia",0.0
812,"Glacier, Montana",0.0
813,"Glades, Florida",0.0
814,"Glasscock, Texas",0.0
815,"Glenn, California",0.0
816,"Gloucester, New Jersey",0.0
817,"Gloucester, Virginia",0.0
818,"Gogebic, Michigan",0.0
819,"Goliad, Texas",0.0
820,"Gonzales, Texas",0.0
821,"Goochland, Virginia",0.0
822,"Goodhue, Minnesota",0.0
823,"Gooding, Idaho",0.0
824,"Goshen, Wyoming",0.0
825,"Gosper, Nebraska",0.0
826,"Gove, Kansas",0.0
827,"Grady, Oklahoma",0.0
828,"Grafton, New Hampshire",0.0
829,"Graham county, Arizona",0.0
830,"Graham, Arizona",0.0
831,"Graham, Kansas",0.0
832,"Graham, North Carolina",0.0
833,"Grand isle, Vermont",0.0
834,"Granite, Montana",0.0
835,"Grant, Arkansas",0.0
836,"Grant, Indiana",0.0
837,"Grant, Kansas",0.0
838,"Grant, Kentucky",0.0
839,"Grant, Louisiana",0.0
840,"Grant, Minnesota",0.0
841,"Grant, Nebraska",0.0
842,"Grant, New Mexico",0.0
843,"Grant, North Dakota",0.0
844,"Grant, Oklahoma",0.0
845,"Grant, Oregon",0.0
846,"Grant, South Dakota",0.0
847,"Grant, Washington",0.0047067901234567906
848,"Grant, West Virginia",0.0
849,"Grant, Wisconsin",0.0
850,"Granville, North Carolina",0.0
851,"Gratiot, Michigan",0.0
852,"Graves, Kentucky",0.0
853,"Gray, Kansas",0.0
854,"Gray, Texas",0.0
855,"Grays harbor, Washington",0.0
856,"Grayson, Kentucky",0.0
857,"Grayson, Texas",0.0
858,"Grayson, Virginia",0.0
859,"Greeley, Kansas",0.0
860,"Greeley, Nebraska",0.0
861,"Green lake, Wisconsin",0.0
862,"Green, Kentucky",0.0
863,"Green, Wisconsin",0.0
864,"Greenbrier, West Virginia",0.0
865,"Greene, Alabama",0.0
866,"Greene, Arkansas",0.0
867,"Greene, Illinois",0.0
868,"Greene, Indiana",0.0
869,"Greene, Missouri",0.0
870,"Greene, New York",0.0
871,"Greene, North Carolina",0.0
872,"Greene, Ohio",0.0
873,"Greene, Pennsylvania",0.0
874,"Greene, Virginia",0.0
875,"Greenlee, Arizona",0.0
876,"Greensville, Virginia",0.0
877,"Greenup, Kentucky",0.0
878,"Greenville, South Carolina",0.0
879,"Greenwood, Kansas",0.0
880,"Greenwood, South Carolina",0.0
881,"Greer, Oklahoma",0.0
882,"Gregg, Texas",0.0
883,"Gregory, South Dakota",0.0
884,"Grimes, Texas",0.0
885,"Grundy, Illinois",0.0
886,"Grundy, Missouri",0.0
887,"Guadalupe, New Mexico",0.0
888,"Guadalupe, Texas",0.0
889,"Guilford, North Carolina",0.0005393586005830904
890,"Guillford, North Carolina",0.0
891,"Gulf, Florida",0.0
892,"Haines, Alaska",0.0
893,"Hale, Alabama",0.0
894,"Hale, Texas",0.0
895,"Halifax, North Carolina",0.0
896,"Halifax, Virginia",0.0
897,"Hall, Nebraska",0.0
898,"Hall, Texas",0.0
899,"Hamilton, Florida",0.0
900,"Hamilton, Indiana",0.0
901,"Hamilton, Kansas",0.0
902,"Hamilton, Nebraska",0.0
903,"Hamilton, New York",0.0
904,"Hamilton, Tennessee",0.0
905,"Hamilton, Texas",0.0
906,"Hamlin, South Dakota",0.0
907,"Hampden, Massachusetts",0.0004742268041237113
908,"Hampshire, Massachusetts",0.0
909,"Hampshire, West Virginia",0.0
910,"Hampton, South Carolina",0.0
911,"Hancock, Illinois",0.0
912,"Hancock, Indiana",0.0
913,"Hancock, Kentucky",0.0
914,"Hancock, West Virginia",0.0
915,"Hanover, Virginia",0.0
916,"Hansford, Texas",0.0
917,"Hardee, Florida",0.0
918,"Hardeman, Texas",0.0
919,"Hardin, Illinois",0.0015294117647058822
920,"Hardin, Kentucky",0.0
921,"Hardin, Texas",0.0
922,"Harding, New Mexico",0.0
923,"Hardy, West Virginia",0.0
924,"Harlan, Kentucky",0.0
925,"Harlan, Nebraska",0.0
926,"Harmon, Oklahoma",0.0
927,"Harnett, North Carolina",0.0
928,"Harney, Oregon",0.0
929,"Harper, Kansas",0.0
930,"Harper, Oklahoma",0.0
931,"Harris, Texas",0.0
932,"Harrison, Indiana",0.0
933,"Harrison, Kentucky",0.0
934,"Harrison, Missouri",0.0
935,"Harrison, Texas",0.0
936,"Harrison, West Virginia",0.0
937,"Harrisonburg, Virginia",0.0
938,"Hart, Kentucky",0.0
939,"Hartford, Connecticut",0.0003381410256410256
940,"Hartley, Texas",0.0
941,"Harvey, Kansas",0.0
942,"Haskell, Kansas",0.0006551724137931034
943,"Haskell, Oklahoma",0.0
944,"Haskell, Texas",0.0
945,"Hawaii, Hawaii",0.0
946,"Hayes, Nebraska",0.0
947,"Hays, Texas",0.0
948,"Haywood, North Carolina",0.0
949,"Hemphill, Texas",0.0
950,"Hempstead, Arkansas",0.0
951,"Henderson, Illinois",0.0
952,"Henderson, Kentucky",0.0
953,"Henderson, North Carolina",0.0
954,"Henderson, Texas",0.0
955,"Hendricks, Indiana",0.0
956,"Hendry, Florida",0.0
957,"Hennepin, Minnesota",0.0
958,"Henrico, Virginia",0.0
959,"Henry, Alabama",0.0
960,"Henry, Illinois",0.0
961,"Henry, Indiana",0.0
962,"Henry, Kentucky",0.0
963,"Henry, Missouri",0.0
964,"Henry, Virginia",0.0
965,"Herkimer, New York",0.0
966,"Hernando, Florida",0.0
967,"Hertford, North Carolina",0.0
968,"Hickman, Kentucky",0.0
969,"Hickory, Missouri",0.0
970,"Hidalgo, New Mexico",0.0
971,"Hidalgo, Texas",0.0
972,"Highland, Virginia",0.0
973,"Highlands, Florida",0.0
974,"Hill, Texas",0.0
975,"Hills, Florida",0.0
976,"Hills, New Hampshire",0.0
977,"Hillsborough county, Florida",0.0
978,"Hillsborough county, New Hampshire",0.0
979,"Hillsborough, Florida",0.0
980,"Hillsborough, New Hampshire",0.0
981,"Hitchcock, Nebraska",0.0
982,"Hockley, Texas",0.0
983,"Hodgeman, Kansas",0.0
984,"Hoke, North Carolina",0.00029850746268656717
985,"Holmes, Florida",0.0
986,"Holt, Missouri",0.0
987,"Holt, Nebraska",0.0
988,"Honolulu, Hawaii",0.0
989,"Hood river, Oregon",0.0
990,"Hood, Texas",0.0
991,"Hooker, Nebraska",0.0
992,"Hoonah-angoon, Alaska",0.0
993,"Hopewell, Virginia",0.0
994,"Hopkins, Kentucky",0.0
995,"Hopkins, Texas",0.0
996,"Horry, South Carolina",0.0
997,"Hot spring, Arkansas",0.0
998,"Hot springs, Wyoming",0.0
999,"Houston, Alabama",0.0
1000,"Houston, Minnesota",0.0
1001,"Houston, Texas",0.0
1002,"Howard, Arkansas",0.0
1003,"Howard, Indiana",0.0
1004,"Howard, Missouri",0.0
1005,"Howard, Nebraska",0.0
1006,"Howard, Texas",0.0
1007,"Howell, Missouri",0.0
1008,"Hubbard, Minnesota",0.0
1009,"Hudson, New Jersey",0.0
1010,"Hudspeth, Texas",0.0
1011,"Hughes, Oklahoma",0.0
1012,"Hughes, South Dakota",0.0
1013,"Humboldt, California",0.0
1014,"Humboldt, Nevada",0.0
1015,"Hunt, Texas",0.0
1016,"Hunterdon, New Jersey",0.0001926782273603083
1017,"Huntingdon, Pennsylvania",0.0
1018,"Huntington, Indiana",0.0
1019,"Hutchinson, Texas",0.0
1020,"Hyde, North Carolina",0.0
1021,"Iberia parish, Louisiana",0.0
1022,"Iberia, Louisiana",0.0
1023,"Iberville, Louisiana",0.0
1024,"Idaho, Idaho",0.0
1025,"Imperial, California",0.0
1026,"Independence, Arkansas",0.0
1027,"Indian river, Florida",0.0
1028,"Indiana, Pennsylvania",0.0
1029,"Inyo, California",0.0
1030,"Iowa, Wisconsin",0.0
1031,"Iredell, North Carolina",0.00010683760683760684
1032,"Irion, Texas",0.0
1033,"Iron, Missouri",0.0
1034,"Iroquois, Illinois",0.0
1035,"Isabella, Michigan",0.0
1036,"Isanti, Minnesota",0.0
1037,"Island, Washington",0.0
1038,"Isle of wight, Virginia",0.0
1039,"Itasca, Minnesota",0.0
1040,"Izard, Arkansas",0.0
1041,"Jack, Texas",0.0
1042,"Jackson county, Florida",0.0
1043,"Jackson, Alabama",0.0
1044,"Jackson, Arkansas",0.0
1045,"Jackson, Florida",0.0021396648044692736
1046,"Jackson, Illinois",0.0
1047,"Jackson, Indiana",0.0
1048,"Jackson, Kansas",0.0
1049,"Jackson, Kentucky",0.0
1050,"Jackson, Louisiana",0.0
1051,"Jackson, Minnesota",0.0
1052,"Jackson, Missouri",0.0
1053,"Jackson, North Carolina",0.0
1054,"Jackson, Oklahoma",0.0
1055,"Jackson, Oregon",0.0
1056,"Jackson, Texas",0.0
1057,"Jackson, West Virginia",0.0
1058,"Jackson, Wisconsin",0.0
1059,"James (city), Virginia",0.0
1060,"James city, Virginia",0.0
1061,"Jasper county, Missouri",0.0
1062,"Jasper, Illinois",0.0
1063,"Jasper, Indiana",0.0
1064,"Jasper, Missouri",0.0
1065,"Jasper, South Carolina",0.0
1066,"Jasper, Texas",0.0
1067,"Jay, Indiana",0.0
1068,"Jeff davis, Texas",0.0
1069,"Jefferson county, Florida",0.0
1070,"Jefferson county, Pennsylvania",0.0
1071,"Jefferson davis, Louisiana",0.0
1072,"Jefferson, Alabama",0.0
1073,"Jefferson, Arkansas",0.0
1074,"Jefferson, Florida",0.002217391304347826
1075,"Jefferson, Idaho",0.0
1076,"Jefferson, Indiana",0.0
1077,"Jefferson, Kansas",0.0
1078,"Jefferson, Kentucky",0.0
1079,"Jefferson, Louisiana",0.0
1080,"Jefferson, Missouri",0.0
1081,"Jefferson, Montana",0.0
1082,"Jefferson, Nebraska",0.0
1083,"Jefferson, New York",0.0
1084,"Jefferson, Oklahoma",0.0
1085,"Jefferson, Oregon",0.0
1086,"Jefferson, Pennsylvania",0.0
1087,"Jefferson, Texas",0.0
1088,"Jefferson, Washington",0.0
1089,"Jefferson, West Virginia",0.0
1090,"Jefferson, Wisconsin",0.0
1091,"Jennings, Indiana",0.0
1092,"Jerome, Idaho",0.0
1093,"Jersey, Illinois",0.0
1094,"Jessamine, Kentucky",0.0
1095,"Jewell, Kansas",0.0
1096,"Jim hogg, Texas",0.0
1097,"Jim wells, Texas",0.0
1098,"Jo daviess, Illinois",0.0
1099,"Johnson, Arkansas",0.0
1100,"Johnson, Illinois",0.0
1101,"Johnson, Indiana",0.0
1102,"Johnson, Kansas",0.0
1103,"Johnson, Kentucky",0.0
1104,"Johnson, Missouri",0.0
1105,"Johnson, Nebraska",0.0
1106,"Johnson, Texas",0.0
1107,"Johnson, Wyoming",0.0
1108,"Johnston, North Carolina",0.003372093023255814
1109,"Johnston, Oklahoma",0.0
1110,"Jones, North Carolina",0.0
1111,"Jones, Texas",0.0
1112,"Josephine, Oregon",0.0
1113,"Juneau city and, Alaska",0.0
1114,"Juneau, Alaska",0.0
1115,"Juneau, Wisconsin",0.0
1116,"Juniata, Pennsylvania",0.0
1117,"Kalamazoo, Michigan",0.0
1118,"Kanabec, Minnesota",0.0
1119,"Kanawha, West Virginia",0.0
1120,"Kandiyohi, Minnesota",0.0
1121,"Kane, Illinois",0.0
1122,"Kankakee, Illinois",0.0
1123,"Karnes, Texas",0.0
1124,"Kauai, Hawaii",0.0
1125,"Kaufman, Texas",0.0
1126,"Kay, Oklahoma",0.0
1127,"Kearney, Nebraska",0.0
1128,"Kearny, Kansas",0.0
1129,"Keith, Nebraska",0.0
1130,"Kenai peninsula, Alaska",0.0
1131,"Kendall, Illinois",0.0
1132,"Kendall, Texas",0.0
1133,"Kenedy, Texas",0.0
1134,"Kenosha, Wisconsin",0.0
1135,"Kent, Rhode Island",0.0
1136,"Kent, Texas",0.0
1137,"Kenton, Kentucky",0.0
1138,"Kern, California",0.0008349892008639315
1139,"Kerr, Texas",0.0
1140,"Kershaw, South Carolina",0.0
1141,"Ketchikan gateway, Alaska",0.0
1142,"Kewaunee, Wisconsin",0.0
1143,"Keya paha, Nebraska",0.0
1144,"Kimball, Nebraska",0.0
1145,"Kimble, Texas",0.0
1146,"King and queen, Virginia",0.0
1147,"King george, Virginia",0.0
1148,"King william, Virginia",0.0005555555555555556
1149,"King, Texas",0.0
1150,"King, Washington",0.0
1151,"Kingfisher, Oklahoma",0.0
1152,"Kingman, Kansas",0.0
1153,"Kings, California",0.0
1154,"Kingsbury, South Dakota",0.0
1155,"Kinney, Texas",0.0
1156,"Kiowa, Kansas",0.0
1157,"Kiowa, Oklahoma",0.0
1158,"Kitsap, Washington",0.0
1159,"Kittitas, Washington",0.0
1160,"Kittson, Minnesota",0.0
1161,"Klamath, Oregon",0.0
1162,"Kleberg, Texas",0.0
1163,"Klickitat, Washington",0.0
1164,"Knott, Kentucky",0.0
1165,"Knox, Illinois",0.0
1166,"Knox, Indiana",0.0
1167,"Knox, Kentucky",0.0
1168,"Knox, Nebraska",0.0
1169,"Knox, Tennessee",0.0
1170,"Knox, Texas",0.0
1171,"Kodiak island, Alaska",0.0
1172,"Koochiching county, Minnesota",0.0
1173,"Koochiching, Minnesota",0.0
1174,"Kootenai, Idaho",0.0
1175,"Kosciusko, Indiana",0.0
1176,"La crosse, Wisconsin",0.0
1177,"La grange, Indiana",0.0
1178,"La paz, Arizona",0.0
1179,"La plata, Colorado",0.0
1180,"La porte, Indiana",0.0
1181,"La salle, Illinois",0.0
1182,"La salle, Louisiana",0.0
1183,"La salle, Texas",0.0
1184,"Labette, Kansas",0.0
1185,"Lac qui parle, Minnesota",0.0
1186,"Lackawanna, Pennsylvania",0.0
1187,"Laclede, Missouri",0.0
1188,"Lafayette parish, Louisiana",0.0
1189,"Lafayette, Arkansas",0.0
1190,"Lafayette, Florida",0.0
1191,"Lafayette, Louisiana",0.0
1192,"Lafayette, Missouri",0.0
1193,"Lafayette, Wisconsin",0.0
1194,"Lafourche, Louisiana",0.0
1195,"Lagrange, Indiana",0.0
1196,"Lake of the woods, Minnesota",0.0
1197,"Lake, California",0.0
1198,"Lake, Florida",0.0003730275229357798
1199,"Lake, Illinois",7.547169811320755e-05
1200,"Lake, Indiana",0.0
1201,"Lake, Minnesota",0.0
1202,"Lake, Montana",0.0
1203,"Lake, Oregon",0.0
1204,"Lake, South Dakota",0.0
1205,"Lamar, Alabama",0.0
1206,"Lamar, Texas",0.0
1207,"Lamb, Texas",0.0
1208,"Lamoille, Vermont",0.0
1209,"Lamoure, North Dakota",0.0
1210,"Lampasas, Texas",0.0
1211,"Lancaster county, Pennsylvania",0.0
1212,"Lancaster, Nebraska",0.0
1213,"Lancaster, Pennsylvania",0.0
1214,"Lancaster, South Carolina",0.0
1215,"Lancaster, Virginia",0.0
1216,"Lander, Nevada",0.0
1217,"Lane, Kansas",0.00825
1218,"Lane, Oregon",0.0
1219,"Langlade, Wisconsin",0.0
1220,"Laporte, Indiana",0.0
1221,"Laramie, Wyoming",0.00028169014084507044
1222,"Larue, Kentucky",0.0
1223,"Lasalle, Illinois",0.0
1224,"Latah, Idaho",0.0
1225,"Latimer, Oklahoma",0.0
1226,"Lauderdale, Alabama",0.0
1227,"Laurel, Kentucky",0.0
1228,"Laurens, South Carolina",0.0
1229,"Lavaca, Texas",0.0
1230,"Lawrence county, Arkansas",0.0
1231,"Lawrence, Alabama",0.0
1232,"Lawrence, Arkansas",0.0
1233,"Lawrence, Illinois",0.0
1234,"Lawrence, Indiana",0.0
1235,"Lawrence, Kentucky",0.0
1236,"Lawrence, Missouri",0.0
1237,"Lawrence, Pennsylvania",0.0
1238,"Lawrence, South Dakota",0.0
1239,"Le flore, Oklahoma",0.0
1240,"Le sueur, Minnesota",0.0
1241,"Lea, New Mexico",0.0005357142857142857
1242,"Leavenworth, Kansas",0.0
1243,"Lebanon county, Pennsylvania",0.0
1244,"Lebanon, Pennsylvania",0.0
1245,"Lee county, South Carolina",0.0
1246,"Lee, Alabama",0.0
1247,"Lee, Arkansas",0.0
1248,"Lee, Florida",0.0
1249,"Lee, Illinois",0.0
1250,"Lee, Kentucky",0.0
1251,"Lee, North Carolina",0.0
1252,"Lee, South Carolina",0.0
1253,"Lee, Texas",0.0
1254,"Lee, Virginia",0.0
1255,"Leelanau, Michigan",0.0
1256,"Lehigh county, Pennsylvania",0.0
1257,"Lehigh, Pennsylvania",0.0
1258,"Lemhi, Idaho",0.0
1259,"Lenawee, Michigan",0.0
1260,"Lenoir, North Carolina",0.0
1261,"Leon, Florida",0.0
1262,"Leon, Texas",0.0
1263,"Leslie, Kentucky",0.0
1264,"Letcher, Kentucky",0.0
1265,"Levy county, Florida",0.0
1266,"Levy, Florida",0.0
1267,"Lewis and clark, Montana",0.0
1268,"Lewis county, Washington",0.0
1269,"Lewis, Idaho",0.0
1270,"Lewis, Kentucky",0.0
1271,"Lewis, Missouri",0.0
1272,"Lewis, New York",0.0
1273,"Lewis, Washington",0.0
1274,"Lewis, West Virginia",0.0
1275,"Lexington county, South Carolina",0.0
1276,"Lexington, South Carolina",0.0
1277,"Liberty, Florida",0.0
1278,"Liberty, Texas",0.0
1279,"Licking, Ohio",0.0
1280,"Limestone, Alabama",0.0
1281,"Limestone, Texas",0.0
1282,"Lincoln parish, Louisiana",0.0
1283,"Lincoln, Arkansas",0.0
1284,"Lincoln, Idaho",0.0
1285,"Lincoln, Kansas",0.0
1286,"Lincoln, Kentucky",0.0
1287,"Lincoln, Louisiana",0.0
1288,"Lincoln, Minnesota",0.0
1289,"Lincoln, Missouri",0.0
1290,"Lincoln, Montana",0.0
1291,"Lincoln, Nebraska",0.0
1292,"Lincoln, Nevada",0.0
1293,"Lincoln, New Mexico",0.0
1294,"Lincoln, North Carolina",0.0
1295,"Lincoln, Oklahoma",0.0
1296,"Lincoln, Oregon",0.0
1297,"Lincoln, Washington",0.0
1298,"Lincoln, West Virginia",0.0
1299,"Lincoln, Wisconsin",0.0
1300,"Lincoln, Wyoming",0.0
1301,"Linn county, Oregon",0.0
1302,"Linn, Kansas",0.0
1303,"Linn, Missouri",0.0
1304,"Linn, Oregon",0.0
1305,"Lipscomb, Texas",0.0
1306,"Litchfield, Connecticut",0.0
1307,"Little river, Arkansas",0.0
1308,"Live oak, Texas",0.0
1309,"Livingston county, New York",0.0
1310,"Livingston, Illinois",0.0
1311,"Livingston, Kentucky",0.0
1312,"Livingston, Louisiana",0.0
1313,"Livingston, Missouri",0.0
1314,"Livingston, New York",0.0
1315,"Llano, Texas",0.0
1316,"Logan, Arkansas",0.0
1317,"Logan, Illinois",0.0
1318,"Logan, Kansas",0.0007333333333333333
1319,"Logan, Nebraska",0.0
1320,"Logan, Oklahoma",0.0
1321,"Logan, West Virginia",0.0
1322,"Lonoke, Arkansas",0.0
1323,"Los alamos, New Mexico",0.0
1324,"Los angeles county, California",0.0
1325,"Los angeles, California",5.6080655324511655e-05
1326,"Loudoun, Virginia",0.0
1327,"Louisa, Virginia",0.0
1328,"Loup, Nebraska",0.0
1329,"Love, Oklahoma",0.0
1330,"Loving, Texas",0.0
1331,"Lowndes, Alabama",0.0
1332,"Lubbock, Texas",0.0
1333,"Luna, New Mexico",0.0
1334,"Lunenburg, Virginia",0.0
1335,"Luzerne county, Pennsylvania",0.0
1336,"Luzerne, Pennsylvania",0.0
1337,"Lycoming county, Pennsylvania",0.0
1338,"Lycoming, Pennsylvania",0.0
1339,"Lyman, South Dakota",0.0
1340,"Lynchburg, Virginia",0.0
1341,"Lynn, Texas",0.0
1342,"Lyon, Kansas",0.0
1343,"Lyon, Kentucky",0.0
1344,"Lyon, Minnesota",0.0
1345,"Lyon, Nevada",0.0
1346,"Macon, Alabama",0.0
1347,"Macon, Illinois",0.0
1348,"Macon, Missouri",0.0
1349,"Macon, North Carolina",0.0
1350,"Macoupin, Illinois",0.0
1351,"Madera county, California",0.001011904761904762
1352,"Madera, California",0.0
1353,"Madison, Alabama",0.00043010752688172043
1354,"Madison, Florida",0.0
1355,"Madison, Idaho",0.0
1356,"Madison, Illinois",0.0
1357,"Madison, Indiana",0.0
1358,"Madison, Kentucky",0.0
1359,"Madison, Louisiana",0.0
1360,"Madison, Missouri",0.0
1361,"Madison, Montana",0.0
1362,"Madison, Nebraska",0.0
1363,"Madison, New York",0.0
1364,"Madison, North Carolina",0.0
1365,"Madison, Texas",0.0
1366,"Madison, Virginia",0.0
1367,"Magoffin, Kentucky",0.0
1368,"Mahnomen, Minnesota",0.0
1369,"Major, Oklahoma",0.0
1370,"Malheur, Oregon",0.0
1371,"Manassas, Virginia",0.0
1372,"Manatee county, Florida",0.0
1373,"Manatee, Florida",0.0
1374,"Manitowoc, Wisconsin",0.0
1375,"Marathon, Wisconsin",0.0
1376,"Marengo, Alabama",0.0
1377,"Maricopa, Arizona",1.771217712177122e-05
1378,"Maries county, Missouri",0.0
1379,"Maries, Missouri",0.0
1380,"Marin, California",0.0
1381,"Marinette, Wisconsin",0.0
1382,"Marion county, Missouri",0.0
1383,"Marion, Alabama",0.0
1384,"Marion, Arkansas",0.0
1385,"Marion, Florida",0.0
1386,"Marion, Illinois",0.0
1387,"Marion, Indiana",0.0
1388,"Marion, Kansas",0.0
1389,"Marion, Kentucky",0.0
1390,"Marion, Missouri",0.0
1391,"Marion, Oregon",0.0
1392,"Marion, South Carolina",0.0
1393,"Marion, Texas",0.0
1394,"Marion, West Virginia",0.0
1395,"Mariposa, California",0.0
1396,"Marlboro, South Carolina",0.0
1397,"Marquette, Wisconsin",0.0
1398,"Marshall, Alabama",0.0
1399,"Marshall, Illinois",0.0
1400,"Marshall, Indiana",0.0
1401,"Marshall, Kansas",0.0
1402,"Marshall, Kentucky",0.0
1403,"Marshall, Minnesota",0.0
1404,"Marshall, Oklahoma",0.0
1405,"Marshall, West Virginia",0.0
1406,"Martin county, Florida",0.0
1407,"Martin, Florida",0.0
1408,"Martin, Indiana",0.0
1409,"Martin, Kentucky",0.0
1410,"Martin, Minnesota",0.0
1411,"Martin, North Carolina",0.0
1412,"Martin, Texas",0.0
1413,"Martinsville, Virginia",0.0
1414,"Mason, Illinois",0.0
1415,"Mason, Kentucky",0.0
1416,"Mason, Texas",0.0
1417,"Mason, Washington",0.0
1418,"Mason, West Virginia",0.0
1419,"Massac, Illinois",0.0
1420,"Matagorda, Texas",0.0
1421,"Matanuska-susitna borough, Alaska",0.0
1422,"Matanuska-susitna, Alaska",0.0
1423,"Mathews, Virginia",0.0
1424,"Maui, Hawaii",0.0003155080213903743
1425,"Maverick, Texas",0.0
1426,"Mayes, Oklahoma",0.0
1427,"Mcclain, Oklahoma",0.0
1428,"Mccook, South Dakota",0.0
1429,"Mccormick, South Carolina",0.0
1430,"Mccracken, Kentucky",0.0
1431,"Mccreary, Kentucky",0.0
1432,"Mcculloch, Texas",0.0
1433,"Mccurtain, Oklahoma",0.0
1434,"Mcdonald, Missouri",0.0
1435,"Mcdonough, Illinois",0.0003225806451612903
1436,"Mcdowell, North Carolina",0.0
1437,"Mcdowell, West Virginia",0.0
1438,"Mchenry, Illinois",0.0
1439,"Mcintosh, Oklahoma",0.0
1440,"Mckean county, Pennsylvania",0.0
1441,"Mckean, Pennsylvania",0.0
1442,"Mckenzie, North Dakota",0.0
1443,"Mckinley, New Mexico",0.00037313432835820896
1444,"Mclean, Illinois",0.0
1445,"Mclean, Kentucky",0.0
1446,"Mclennan, Texas",0.0
1447,"Mcleod, Minnesota",0.0
1448,"Mcmullen, Texas",0.0
1449,"Mcpherson, Kansas",0.0
1450,"Mcpherson, Nebraska",0.0
1451,"Meade, Kansas",0.0
1452,"Meade, Kentucky",0.0
1453,"Meade, South Dakota",0.0
1454,"Mecklenburg, North Carolina",0.0
1455,"Mecklenburg, Virginia",0.0
1456,"Medina, Texas",0.0
1457,"Meeker, Minnesota",0.0
1458,"Menard, Illinois",0.0
1459,"Menard, Texas",0.0
1460,"Mendocino, California",0.0
1461,"Menifee, Kentucky",0.0
1462,"Merced, California",0.00026888888888888893
1463,"Mercer county, Pennsylvania",0.0
1464,"Mercer, Illinois",0.0
1465,"Mercer, Kentucky",0.0
1466,"Mercer, Missouri",0.0
1467,"Mercer, New Jersey",0.0
1468,"Mercer, Ohio",0.0
1469,"Mercer, Pennsylvania",0.0
1470,"Mercer, West Virginia",0.0
1471,"Merrick, Nebraska",0.0
1472,"Merrimack, New Hampshire",0.0
1473,"Miami, Indiana",0.0
1474,"Miami, Kansas",0.0
1475,"Miami, Ohio",0.0
1476,"Miami-dade, Florida",5.825242718446602e-05
1477,"Middlesex, Connecticut",0.0
1478,"Middlesex, Massachusetts",0.0
1479,"Middlesex, New Jersey",0.0
1480,"Middlesex, Virginia",0.0
1481,"Midland, Texas",0.0
1482,"Mifflin county, Pennsylvania",0.0
1483,"Mifflin, Pennsylvania",0.0
1484,"Milam, Texas",0.0
1485,"Mille lacs county, Minnesota",0.0
1486,"Mille lacs, Minnesota",0.0
1487,"Miller, Arkansas",0.0
1488,"Miller, Missouri",0.0
1489,"Mills, Texas",0.0
1490,"Milwaukee, Wisconsin",0.0
1491,"Miner, South Dakota",0.0
1492,"Mineral, Nevada",0.0
1493,"Mineral, West Virginia",0.0
1494,"Mingo, West Virginia",0.0
1495,"Minidoka, Idaho",0.0
1496,"Minnehaha, South Dakota",0.0
1497,"Mississippi, Arkansas",0.0
1498,"Mississippi, Missouri",0.0
1499,"Missoula, Montana",0.0
1500,"Mitchell, Kansas",0.0
1501,"Mitchell, North Carolina",0.0
1502,"Mitchell, Texas",0.0
1503,"Mobile, Alabama",0.00015972222222222223
1504,"Modoc, California",0.0
1505,"Mohave, Arizona",0.0
1506,"Moniteau, Missouri",0.0
1507,"Monmouth, New Jersey",0.0
1508,"Mono, California",0.0
1509,"Monongalia, West Virginia",0.0
1510,"Monroe county, Pennsylvania",0.0
1511,"Monroe, Alabama",0.0
1512,"Monroe, Arkansas",0.0
1513,"Monroe, Florida",0.0
1514,"Monroe, Illinois",0.0
1515,"Monroe, Indiana",0.0
1516,"Monroe, Kentucky",0.0
1517,"Monroe, Missouri",0.0
1518,"Monroe, New York",0.0
1519,"Monroe, Pennsylvania",0.0
1520,"Monroe, West Virginia",0.0
1521,"Monroe, Wisconsin",0.0
1522,"Montague, Texas",0.0
1523,"Monterey, California",0.0
1524,"Montgomery county, Pennsylvania",0.0
1525,"Montgomery, Alabama",0.0
1526,"Montgomery, Arkansas",0.0
1527,"Montgomery, Illinois",0.0
1528,"Montgomery, Indiana",0.0
1529,"Montgomery, Kansas",0.0
1530,"Montgomery, Kentucky",0.0
1531,"Montgomery, Missouri",0.0
1532,"Montgomery, New York",0.0
1533,"Montgomery, North Carolina",0.0
1534,"Montgomery, Pennsylvania",0.0
1535,"Montgomery, Texas",0.0
1536,"Montgomery, Virginia",0.0
1537,"Montour, Pennsylvania",0.0
1538,"Moody, South Dakota",0.0
1539,"Moore county, Texas",0.0
1540,"Moore, North Carolina",0.0
1541,"Moore, Texas",0.0
1542,"Mora, New Mexico",0.0
1543,"Morehouse, Louisiana",0.0
1544,"Morgan, Alabama",0.0
1545,"Morgan, Illinois",0.0
1546,"Morgan, Indiana",0.0
1547,"Morgan, Kentucky",0.0
1548,"Morgan, Missouri",0.0
1549,"Morgan, West Virginia",0.0
