,county,hexachlorocyclopentadiene
468,"Columbia, Washington",0.0
469,"Columbia, Wisconsin",0.0
470,"Columbus county, North Carolina",0.0
471,"Columbus, North Carolina",0.0
472,"Colusa, California",0.0
473,"Comal, Texas",0.0
474,"Comanche, Texas",0.0
475,"Concho, Texas",0.0
476,"Concordia, Louisiana",0.0033333333333333335
477,"Conecuh, Alabama",0.0
478,"Contra costa, California",0.0
479,"Converse, Wyoming",0.0
480,"Conway, Arkansas",0.0
481,"Cook, Illinois",0.0
482,"Cook, Minnesota",0.0
483,"Cooke, Texas",0.0
484,"Cooper, Missouri",0.0
485,"Coos, New Hampshire",0.0
486,"Coos, Oregon",0.0
487,"Coosa, Alabama",0.0
488,"Corson, South Dakota",0.0
489,"Cortland, New York",0.0
490,"Coryell, Texas",0.0
491,"Cottle, Texas",0.0
492,"Cottonwood, Minnesota",0.0
493,"Covington, Alabama",0.0
494,"Covington, Virginia",0.0
495,"Cowley, Kansas",0.0
496,"Cowlitz, Washington",0.0
497,"Craighead, Arkansas",0.0
498,"Crane, Texas",0.0
499,"Craven, North Carolina",0.005808823529411765
500,"Crawford county, Pennsylvania",0.0
501,"Crawford, Arkansas",0.0
502,"Crawford, Illinois",0.0
503,"Crawford, Indiana",0.0
504,"Crawford, Kansas",0.0
505,"Crawford, Michigan",0.0
506,"Crawford, Missouri",0.0
507,"Crawford, Pennsylvania",0.0
508,"Crawford, Wisconsin",0.0
509,"Crenshaw, Alabama",0.0
510,"Crittenden, Arkansas",0.0
511,"Crittenden, Kentucky",0.0
512,"Crockett, Texas",0.0
513,"Crook, Oregon",0.0
514,"Crook, Wyoming",0.0
515,"Crosby, Texas",0.0
516,"Cross, Arkansas",0.0
517,"Crow wing, Minnesota",0.0
518,"Culberson, Texas",0.0
519,"Cullman, Alabama",0.0
520,"Culpeper, Virginia",0.0
521,"Cumberland county, Pennsylvania",0.0
522,"Cumberland, Illinois",0.0
523,"Cumberland, Kentucky",0.0
524,"Cumberland, Maine",0.0
525,"Cumberland, North Carolina",0.0006426426426426427
526,"Cumberland, Pennsylvania",0.0
527,"Cumberland, Virginia",0.0
528,"Cuming, Nebraska",0.0
529,"Currituck, North Carolina",0.0
530,"Curry, New Mexico",0.0
531,"Curry, Oregon",0.0
532,"Custer, Idaho",0.0
533,"Custer, Montana",0.0
534,"Custer, Nebraska",0.0
535,"Custer, South Dakota",0.0
536,"Dade, Florida",0.0
537,"Dade, Missouri",0.0
538,"Daggett, Utah",0.0
539,"Dakota, Minnesota",0.0
540,"Dakota, Nebraska",0.0
541,"Dale, Alabama",0.0
542,"Dallam, Texas",0.0
543,"Dallas, Alabama",0.0
544,"Dallas, Arkansas",0.0
545,"Dallas, Missouri",0.0
546,"Dallas, Texas",0.0
547,"Dane, Wisconsin",0.0
548,"Daniels, Montana",0.0
549,"Danville, Virginia",0.0
550,"Dare, North Carolina",0.0
551,"Darlington, South Carolina",0.0
552,"Dauphin county, Pennsylvania",0.0
553,"Dauphin, Pennsylvania",0.0
554,"Davidson, North Carolina",0.0
555,"Davie, North Carolina",0.0
556,"Daviess, Indiana",0.0
557,"Daviess, Kentucky",0.0
558,"Daviess, Missouri",0.0
559,"Davis, Utah",0.0
560,"Dawes, Nebraska",0.0
561,"Dawson, Montana",0.0
562,"Dawson, Nebraska",0.0
563,"Dawson, Texas",0.0
564,"Day, South Dakota",0.0
565,"De baca, New Mexico",0.0
566,"De kalb, Indiana",0.0
567,"De kalb, Missouri",0.0
568,"De soto, Florida",0.0
569,"De soto, Louisiana",0.0
570,"De witt, Illinois",0.0
571,"Deaf smith, Texas",0.0
572,"Dearborn, Indiana",0.0
573,"Decatur, Indiana",0.0
574,"Deer lodge, Montana",0.0
575,"Defiance, Ohio",0.0
576,"Dekalb, Alabama",0.0
577,"Dekalb, Illinois",0.0
578,"Dekalb, Indiana",0.0
579,"Dekalb, Missouri",0.0
580,"Delaware, Indiana",0.0
581,"Delaware, New York",0.0
582,"Delaware, Pennsylvania",0.0
583,"Delta, Michigan",0.0
584,"Delta, Texas",0.0
585,"Dent, Missouri",0.0
586,"Denton, Texas",0.0
587,"Deschutes, Oregon",0.0
588,"Desha, Arkansas",0.0
589,"Desoto, Florida",0.0
590,"Deuel, Nebraska",0.0
591,"Dewey, South Dakota",0.0
592,"Dewitt, Texas",0.0
593,"Dickens, Texas",0.0
594,"Dickey, North Dakota",0.0
595,"Dickinson, Iowa",0.0
596,"Dickinson, Kansas",0.0
597,"Dickinson, Michigan",0.0
598,"Dillon, South Carolina",0.0
599,"Dimmit, Texas",0.0
600,"Dinwiddie, Virginia",0.0
601,"District of columbia, District of Columbia",0.0
602,"Dixie, Florida",0.07578947368421052
603,"Dixon, Nebraska",0.0
604,"Doddridge, West Virginia",0.0
605,"Dodge, Minnesota",0.0
606,"Dodge, Nebraska",0.0
607,"Dodge, Wisconsin",0.0
608,"Dona ana, New Mexico",0.03189066059225513
609,"Donley, Texas",0.0
610,"Door, Wisconsin",0.0
611,"Dorchester, Maryland",0.0
612,"Dorchester, South Carolina",0.0
613,"Douglas, Illinois",0.0
614,"Douglas, Kansas",0.0
615,"Douglas, Minnesota",0.0
616,"Douglas, Missouri",0.0
617,"Douglas, Nebraska",0.0
618,"Douglas, Nevada",0.0
619,"Douglas, Oregon",0.0
620,"Douglas, Washington",0.0
621,"Douglas, Wisconsin",0.0
622,"Drew, Arkansas",0.0
623,"Du page, Illinois",0.0
624,"Dubois, Indiana",0.0
625,"Duchesne, Utah",0.0
626,"Dukes, Massachusetts",0.0
627,"Dundy, Nebraska",0.0
628,"Dunklin, Missouri",0.0
629,"Dunn, Wisconsin",0.0
630,"Dupage, Illinois",3.4285714285714284e-05
631,"Duplin, North Carolina",0.0
632,"Durham, North Carolina",0.005157894736842106
633,"Dutchess, New York",0.0
634,"Duval county, Florida",0.0
635,"Duval, Florida",0.0003539094650205761
636,"Duval, Texas",0.0
637,"East baton rouge parish, Louisiana",0.0
638,"East baton rouge, Louisiana",0.0
639,"East carroll, Louisiana",0.0
640,"East feliciana, Louisiana",0.0
641,"Eastland, Texas",0.0
642,"Eaton, Michigan",0.0
643,"Eau claire, Wisconsin",0.0
644,"Ector, Texas",0.0
645,"Eddy, New Mexico",0.0
646,"Edgar, Illinois",0.0
647,"Edgecombe, North Carolina",0.0
648,"Edmonson, Kentucky",0.0
649,"Edwards, Illinois",0.0
650,"Edwards, Texas",0.0
651,"Effingham, Illinois",0.0
652,"El dorado, California",0.0
653,"El paso, Texas",0.0
654,"Elk, Kansas",0.0
655,"Elk, Pennsylvania",0.0
656,"Elkhart, Indiana",0.0
657,"Elko, Nevada",0.0
658,"Elliott, Kentucky",0.0
659,"Ellis, Texas",0.0
660,"Ellsworth, Kansas",0.0
661,"Elmore, Alabama",0.0
662,"Elmore, Idaho",0.0
663,"Emery, Utah",0.0
664,"Emmet, Michigan",0.0
665,"Erath, Texas",0.0
666,"Erie county, Pennsylvania",0.0
667,"Erie, New York",0.0
668,"Erie, Pennsylvania",0.0
669,"Escambia, Alabama",0.0
670,"Escambia, Florida",0.0003802816901408451
671,"Esmeralda, Nevada",0.0
672,"Essex county, New York",0.0
673,"Essex, Massachusetts",0.0
674,"Essex, New Jersey",0.0
675,"Essex, New York",0.00011494252873563218
676,"Essex, Vermont",0.0
677,"Estill, Kentucky",0.0
678,"Etowah, Alabama",0.0
679,"Eureka county, Nevada",0.0
680,"Eureka, Nevada",0.0
681,"Evangeline parish, Louisiana",0.0
682,"Evangeline, Louisiana",0.0
683,"Fairbanks north star, Alaska",0.0
684,"Fairfax, Virginia",0.002916666666666667
685,"Fairfield, Connecticut",0.0
686,"Fairfield, South Carolina",0.0
687,"Fall river, South Dakota",0.0
688,"Fallon, Montana",0.0
689,"Falls, Texas",0.0
690,"Fannin, Texas",0.0
691,"Faulk, South Dakota",0.0
692,"Fauquier, Virginia",0.0
693,"Fayette, Alabama",0.0
694,"Fayette, Illinois",0.0
695,"Fayette, Indiana",0.0
696,"Fayette, Kentucky",0.0
697,"Fayette, Pennsylvania",0.0
698,"Fayette, Texas",0.0
699,"Fayette, West Virginia",0.0
700,"Fergus, Montana",0.0
701,"Ferry, Washington",0.0
702,"Fillmore, Minnesota",0.0
703,"Fillmore, Nebraska",0.0
704,"Finney, Kansas",0.0
705,"Fisher, Texas",0.0
706,"Flagler, Florida",0.0002894736842105263
707,"Flathead, Montana",0.00040816326530612246
708,"Fleming, Kentucky",0.0
709,"Florence, South Carolina",0.0
710,"Florence, Wisconsin",0.0
711,"Floyd, Indiana",0.0
712,"Floyd, Kentucky",0.0
713,"Floyd, Texas",0.0
714,"Fluvanna, Virginia",0.0
715,"Foard, Texas",0.0
716,"Fond du lac, Wisconsin",0.0
717,"Ford, Illinois",0.0
718,"Forest, Pennsylvania",0.0
719,"Forest, Wisconsin",0.0
720,"Forsyth, North Carolina",0.0
721,"Fort bend county, Texas",0.0
722,"Fort bend, Texas",0.0
723,"Fountain, Indiana",0.0
724,"Franklin county, Missouri",0.0
725,"Franklin county, New York",0.0
726,"Franklin county, Pennsylvania",0.0
727,"Franklin, Alabama",0.0
728,"Franklin, Arkansas",0.0
729,"Franklin, Florida",0.0
730,"Franklin, Idaho",0.0
731,"Franklin, Illinois",0.0
732,"Franklin, Indiana",0.0
733,"Franklin, Kansas",0.0
734,"Franklin, Kentucky",0.0
735,"Franklin, Louisiana",0.0
736,"Franklin, Maine",0.0
737,"Franklin, Massachusetts",0.0
738,"Franklin, Missouri",0.0
739,"Franklin, Nebraska",0.0
740,"Franklin, New York",0.01956521739130435
741,"Franklin, North Carolina",0.0
742,"Franklin, Ohio",0.0
743,"Franklin, Pennsylvania",0.0
744,"Franklin, Texas",0.0
745,"Franklin, Vermont",0.0
746,"Franklin, Virginia",0.0
747,"Franklin, Washington",0.0
748,"Frederick, Maryland",0.0009375
749,"Frederick, Virginia",0.0
750,"Freeborn, Minnesota",0.0
751,"Freestone, Texas",0.0
752,"Fremont, Idaho",0.0
753,"Fremont, Wyoming",0.0
754,"Fresno, California",0.0
755,"Frio, Texas",0.0
756,"Frontier, Nebraska",0.0
757,"Fulton, Arkansas",0.0
758,"Fulton, Illinois",0.0
759,"Fulton, Indiana",0.0
760,"Fulton, Kentucky",0.0
761,"Fulton, New York",0.0
762,"Fulton, Pennsylvania",0.0
763,"Furnas, Nebraska",0.0
764,"Gadsden, Florida",0.0
765,"Gage, Nebraska",0.0
766,"Gaines, Texas",0.0
767,"Galax, Virginia",0.0
768,"Gallatin, Illinois",0.0
769,"Gallatin, Kentucky",0.0
770,"Gallatin, Montana",0.0
771,"Galveston, Texas",0.0
772,"Garden, Nebraska",0.0
773,"Garfield, Montana",0.0
774,"Garfield, Nebraska",0.0
775,"Garfield, Utah",0.0
776,"Garfield, Washington",0.0
777,"Garland, Arkansas",0.0
778,"Garrard, Kentucky",0.0
779,"Garrett, Maryland",0.0
780,"Garza, Texas",0.0
781,"Gasconade, Missouri",0.0
782,"Gaston, North Carolina",0.00024390243902439024
783,"Gates, North Carolina",0.0
784,"Geary, Kansas",0.0
785,"Geauga, Ohio",0.0
786,"Gem, Idaho",0.0
787,"Genesee, Michigan",0.0
788,"Genesee, New York",0.0
789,"Geneva, Alabama",0.0
790,"Gentry, Missouri",0.0
