,county,hexachlorocyclopentadiene
791,"Georgetown, South Carolina",0.0
792,"Gibson, Indiana",0.0
793,"Gila, Arizona",0.0
794,"Gilchrist, Florida",0.0
795,"Giles, Tennessee",0.0
796,"Giles, Virginia",0.0
797,"Gillespie, Texas",0.0
798,"Gilliam, Oregon",0.0
799,"Gilmer, West Virginia",0.0
800,"Glacier, Montana",0.0
801,"Glades, Florida",0.0
802,"Gladwin, Michigan",0.0
803,"Glasscock, Texas",0.0
804,"Gogebic, Michigan",0.0
805,"Golden valley, Montana",0.0
806,"Goliad, Texas",0.0
807,"Gonzales, Texas",0.0
808,"Goochland, Virginia",0.0
809,"Goodhue, Minnesota",0.0
810,"Gooding, Idaho",0.0
811,"Goshen, Wyoming",0.0
812,"Gosper, Nebraska",0.0
813,"Grafton, New Hampshire",0.0003787878787878788
814,"Graham county, Arizona",0.0
815,"Graham, Arizona",0.0
816,"Graham, North Carolina",0.0
817,"Grand isle, Vermont",0.0
818,"Grand traverse, Michigan",0.0
819,"Grand, Utah",0.0
820,"Granite, Montana",0.0
821,"Grant, Arkansas",0.0
822,"Grant, Indiana",0.0
823,"Grant, Kansas",0.0
824,"Grant, Kentucky",0.0
825,"Grant, Louisiana",0.0
826,"Grant, Minnesota",0.0
827,"Grant, Nebraska",0.0
828,"Grant, New Mexico",0.0
829,"Grant, North Dakota",0.0
830,"Grant, Oklahoma",0.0
831,"Grant, Oregon",0.0
832,"Grant, South Dakota",0.0
833,"Grant, Washington",0.0005347593582887701
834,"Grant, West Virginia",0.0
835,"Grant, Wisconsin",0.0
836,"Granville, North Carolina",0.0009532710280373831
837,"Gratiot, Michigan",0.0
838,"Graves, Kentucky",0.0
839,"Gray, Texas",0.0
840,"Grays harbor, Washington",0.0
841,"Grayson, Kentucky",0.0
842,"Grayson, Texas",0.0
843,"Grayson, Virginia",0.0
844,"Greeley, Nebraska",0.0
845,"Green lake, Wisconsin",0.0
846,"Green, Kentucky",0.0
847,"Green, Wisconsin",0.0
848,"Greenbrier, West Virginia",0.0
849,"Greene, Alabama",0.0
850,"Greene, Arkansas",0.0
851,"Greene, Illinois",0.0
852,"Greene, Indiana",0.0
853,"Greene, Missouri",0.0
854,"Greene, New York",0.0
855,"Greene, North Carolina",0.0
856,"Greene, Pennsylvania",0.0
857,"Greene, Virginia",0.0
858,"Greenlee, Arizona",0.0
859,"Greensville, Virginia",0.0
860,"Greenup, Kentucky",0.0
861,"Greenville, South Carolina",0.0
862,"Greenwood, Kansas",0.0
863,"Greenwood, South Carolina",0.0
864,"Gregg, Texas",0.004714285714285714
865,"Gregory, South Dakota",0.0
866,"Grimes, Texas",0.0
867,"Grundy, Illinois",0.0
868,"Grundy, Missouri",0.0
869,"Guadalupe, New Mexico",0.0
870,"Guadalupe, Texas",0.0
871,"Guilford, North Carolina",0.0
872,"Guillford, North Carolina",0.0
873,"Gulf, Florida",0.0
874,"Hale, Alabama",0.0
875,"Hale, Texas",0.0
876,"Halifax, North Carolina",0.0032972972972972973
877,"Halifax, Virginia",0.0
878,"Hall, Nebraska",0.0
879,"Hall, Texas",0.0
880,"Hamilton, Florida",0.005709677419354838
881,"Hamilton, Indiana",0.0
882,"Hamilton, Nebraska",0.0
883,"Hamilton, New York",0.0
884,"Hamilton, Tennessee",0.0
885,"Hamilton, Texas",0.0
886,"Hamlin, South Dakota",0.0
887,"Hampden, Massachusetts",0.0
888,"Hampshire, Massachusetts",0.0
889,"Hampshire, West Virginia",0.0
890,"Hampton, South Carolina",0.0
891,"Hancock, Illinois",0.0
892,"Hancock, Indiana",0.0
893,"Hancock, Kentucky",0.0
894,"Hancock, Maine",0.0
895,"Hancock, West Virginia",0.0
896,"Hanover, Virginia",0.0
897,"Hansford, Texas",0.0
898,"Hardee, Florida",0.0
899,"Hardeman, Texas",0.0
900,"Hardin, Illinois",0.0
901,"Hardin, Kentucky",0.0
902,"Hardin, Texas",0.0
903,"Harding, New Mexico",0.0
904,"Harding, South Dakota",0.0
905,"Hardy, West Virginia",0.0
906,"Harford county, Maryland",0.0
907,"Harford, Maryland",0.0005833333333333333
908,"Harlan, Kentucky",0.0
909,"Harlan, Nebraska",0.0
910,"Harnett, North Carolina",0.0
911,"Harney, Oregon",0.0
912,"Harris, Texas",0.001516927083333333
913,"Harrison, Indiana",0.0
914,"Harrison, Kentucky",0.0
915,"Harrison, Missouri",0.0
916,"Harrison, Texas",0.0
917,"Harrison, West Virginia",0.0
918,"Harrisonburg, Virginia",0.0
919,"Hart, Kentucky",0.0
920,"Hartford, Connecticut",0.0
921,"Hartley, Texas",0.0
922,"Haskell, Texas",0.0
923,"Hawaii, Hawaii",0.0
924,"Hawkins, Tennessee",0.0
925,"Hayes, Nebraska",0.0
926,"Hays, Texas",0.0
927,"Haywood, North Carolina",0.0
928,"Hemphill, Texas",0.0
929,"Hempstead, Arkansas",0.0
930,"Henderson, Illinois",0.0
931,"Henderson, Kentucky",0.0
932,"Henderson, North Carolina",0.0
933,"Henderson, Texas",0.0
934,"Hendricks, Indiana",0.0
935,"Hendry, Florida",0.012452830188679246
936,"Hennepin, Minnesota",0.0
937,"Henrico, Virginia",0.0
938,"Henry, Alabama",0.0
939,"Henry, Illinois",0.0
940,"Henry, Indiana",0.0
941,"Henry, Kentucky",0.0
942,"Henry, Missouri",0.0
943,"Henry, Virginia",0.0
944,"Herkimer, New York",0.004404761904761904
945,"Hernando, Florida",0.0
946,"Hertford, North Carolina",0.0
947,"Hickman, Kentucky",0.0
948,"Hickory, Missouri",0.0
949,"Hidalgo, New Mexico",0.0
950,"Hidalgo, Texas",0.0
951,"Highlands, Florida",0.0
952,"Hill, Montana",0.0
953,"Hill, Texas",0.0
954,"Hills, Florida",0.00010126582278481013
955,"Hills, New Hampshire",0.0016666666666666668
956,"Hillsborough county, Florida",0.0
957,"Hillsborough county, New Hampshire",0.0
958,"Hillsborough, Florida",0.0
959,"Hillsborough, New Hampshire",0.0
960,"Hillsdale, Michigan",0.0
961,"Hitchcock, Nebraska",0.0
962,"Hockley, Texas",0.0
963,"Hoke, North Carolina",0.0
964,"Holmes, Florida",0.0
965,"Holt, Missouri",0.0
966,"Holt, Nebraska",0.0
967,"Honolulu, Hawaii",0.0
968,"Hood river, Oregon",0.0
969,"Hood, Texas",0.0
970,"Hooker, Nebraska",0.0
971,"Hopewell, Virginia",0.0
972,"Hopkins, Kentucky",0.0
973,"Hopkins, Texas",0.0
974,"Horry, South Carolina",0.0
975,"Hot spring, Arkansas",0.0
976,"Hot springs, Wyoming",0.0
977,"Houghton, Michigan",0.0
978,"Houston, Alabama",0.0
979,"Houston, Minnesota",0.0
980,"Houston, Texas",0.0
981,"Howard, Arkansas",0.0
982,"Howard, Indiana",0.0
983,"Howard, Maryland",0.0
984,"Howard, Missouri",0.0
985,"Howard, Nebraska",0.0
986,"Howard, Texas",0.0
987,"Howell, Missouri",0.0
988,"Hubbard, Minnesota",0.0
989,"Hudson, New Jersey",0.0
990,"Hudspeth, Texas",0.0
991,"Hughes, South Dakota",0.0
992,"Humboldt, Nevada",0.0
993,"Hunt, Texas",0.005294117647058823
994,"Hunterdon, New Jersey",0.0
995,"Huntingdon, Pennsylvania",0.0
996,"Huntington, Indiana",0.0
997,"Huron, Michigan",0.0
998,"Hutchinson, Texas",0.0
999,"Hyde, North Carolina",0.0
1000,"Iberia parish, Louisiana",0.0
1001,"Iberia, Louisiana",0.0
1002,"Iberville, Louisiana",0.0
1003,"Idaho, Idaho",0.0
1004,"Imperial, California",0.0
1005,"Independence, Arkansas",0.0
1006,"Indian river, Florida",0.0
1007,"Indiana, Pennsylvania",0.0
1008,"Ingham, Michigan",0.0
1009,"Inyo, California",0.0
1010,"Ionia, Michigan",0.0
1011,"Iosco, Michigan",0.0
1012,"Iowa, Wisconsin",0.0
1013,"Iredell, North Carolina",0.0
1014,"Irion, Texas",0.0
1015,"Iron, Michigan",0.0
1016,"Iron, Missouri",0.0
1017,"Iron, Utah",0.0
1018,"Iron, Wisconsin",0.0
1019,"Iroquois, Illinois",0.0
1020,"Isabella, Michigan",0.0
1021,"Isanti, Minnesota",0.0
1022,"Island, Washington",0.0
1023,"Itasca, Minnesota",0.0
1024,"Izard, Arkansas",0.0
1025,"Jack, Texas",0.0
1026,"Jackson county, Florida",0.0
1027,"Jackson, Alabama",0.0
1028,"Jackson, Arkansas",0.0
1029,"Jackson, Florida",0.0
1030,"Jackson, Illinois",0.0
1031,"Jackson, Indiana",0.0
1032,"Jackson, Kansas",0.0
1033,"Jackson, Kentucky",0.0
1034,"Jackson, Louisiana",0.0
1035,"Jackson, Michigan",0.0
1036,"Jackson, Minnesota",0.0
1037,"Jackson, Missouri",0.0
1038,"Jackson, North Carolina",5.825242718446602e-05
1039,"Jackson, Oregon",0.0
1040,"Jackson, Texas",0.0
1041,"Jackson, West Virginia",0.0
1042,"Jackson, Wisconsin",0.0
1043,"James city, Virginia",0.0
1044,"Jasper county, Missouri",0.0
1045,"Jasper, Illinois",0.0
1046,"Jasper, Indiana",0.0
1047,"Jasper, Missouri",0.0
1048,"Jasper, South Carolina",0.0
1049,"Jasper, Texas",0.0
1050,"Jay, Indiana",0.0
1051,"Jeff davis, Texas",0.0
1052,"Jefferson county, Florida",0.0
1053,"Jefferson county, Pennsylvania",0.0
1054,"Jefferson davis, Louisiana",0.0
1055,"Jefferson, Alabama",0.0
1056,"Jefferson, Arkansas",0.0
1057,"Jefferson, Florida",0.0
1058,"Jefferson, Idaho",0.0
1059,"Jefferson, Indiana",0.0
1060,"Jefferson, Kansas",0.0
1061,"Jefferson, Kentucky",0.0
1062,"Jefferson, Louisiana",0.0
1063,"Jefferson, Missouri",0.0
1064,"Jefferson, Montana",0.0
1065,"Jefferson, Nebraska",0.0
1066,"Jefferson, New York",0.0
1067,"Jefferson, Oregon",0.0
1068,"Jefferson, Pennsylvania",0.0
1069,"Jefferson, Texas",0.013220338983050847
1070,"Jefferson, Washington",0.0
1071,"Jefferson, West Virginia",0.0
1072,"Jefferson, Wisconsin",0.0
1073,"Jennings, Indiana",0.006923076923076922
1074,"Jerauld, South Dakota",0.0
1075,"Jerome, Idaho",0.0
1076,"Jersey, Illinois",0.0
1077,"Jessamine, Kentucky",0.0
1078,"Jim hogg, Texas",0.0
1079,"Jim wells, Texas",0.0
1080,"Jo daviess, Illinois",0.0
1081,"Johnson, Arkansas",0.0
1082,"Johnson, Illinois",0.0
1083,"Johnson, Indiana",0.0
1084,"Johnson, Kansas",0.0
1085,"Johnson, Kentucky",0.0
1086,"Johnson, Missouri",0.0
1087,"Johnson, Nebraska",0.0
1088,"Johnson, Texas",0.0
1089,"Johnson, Wyoming",0.0
1090,"Johnston, North Carolina",0.0
1091,"Jones, North Carolina",0.0
1092,"Jones, Texas",0.0
1093,"Josephine, Oregon",0.0
1094,"Juab, Utah",0.0
1095,"Judith basin, Montana",0.0
1096,"Juneau city and, Alaska",0.0
1097,"Juneau, Wisconsin",0.0
1098,"Juniata, Pennsylvania",0.0
1099,"Kalamazoo, Michigan",0.0
1100,"Kalkaska, Michigan",0.0
1101,"Kanabec, Minnesota",0.0
1102,"Kanawha, West Virginia",0.0
1103,"Kandiyohi, Minnesota",0.0
1104,"Kane, Illinois",0.0
1105,"Kane, Utah",0.0
1106,"Kankakee, Illinois",0.0
1107,"Karnes, Texas",0.0
1108,"Kauai, Hawaii",0.0
1109,"Kaufman, Texas",0.00125
1110,"Kearney, Nebraska",0.0
1111,"Keith, Nebraska",0.0
1112,"Kendall, Illinois",0.0
1113,"Kendall, Texas",0.0
1114,"Kenedy, Texas",0.0
1115,"Kennebec, Maine",0.0
1116,"Kenosha, Wisconsin",0.0
1117,"Kent, Maryland",0.0
1118,"Kent, Michigan",0.0
1119,"Kent, Rhode Island",0.0
1120,"Kent, Texas",0.0
1121,"Kenton, Kentucky",0.0
1122,"Kern, California",0.0
1123,"Kerr, Texas",0.0
1124,"Kershaw, South Carolina",0.0
1125,"Ketchikan gateway, Alaska",0.0
1126,"Kewaunee, Wisconsin",0.0
1127,"Keweenaw, Michigan",0.0
1128,"Keya paha, Nebraska",0.0
1129,"Kimball, Nebraska",0.0
1130,"Kimble, Texas",0.0
1131,"King george, Virginia",0.0
1132,"King william, Virginia",0.0
1133,"King, Texas",0.0
1134,"King, Washington",0.0
1135,"Kings, California",0.0
1136,"Kingsbury, South Dakota",0.0
1137,"Kinney, Texas",0.0
1138,"Kitsap, Washington",0.0
1139,"Kittitas, Washington",0.0
1140,"Kittson, Minnesota",0.0
1141,"Klamath, Oregon",0.0
1142,"Kleberg, Texas",0.0
1143,"Klickitat, Washington",0.0
1144,"Knott, Kentucky",0.0
1145,"Knox, Illinois",0.0
1146,"Knox, Indiana",0.0
1147,"Knox, Kentucky",0.0
1148,"Knox, Maine",0.0
1149,"Knox, Nebraska",0.0
1150,"Knox, Ohio",0.0
1151,"Knox, Tennessee",0.0
1152,"Knox, Texas",0.0
1153,"Koochiching county, Minnesota",0.0
1154,"Koochiching, Minnesota",0.0
1155,"Kootenai, Idaho",0.0
1156,"Kosciusko, Indiana",0.0
1157,"La crosse, Wisconsin",0.0
1158,"La grange, Indiana",0.0
1159,"La paz, Arizona",0.0
1160,"La plata, Colorado",0.0
1161,"La porte, Indiana",0.0
1162,"La salle, Illinois",0.0
1163,"La salle, Louisiana",0.0
1164,"La salle, Texas",0.0
1165,"Labette, Kansas",0.0
1166,"Lac qui parle, Minnesota",0.0
1167,"Lackawanna, Pennsylvania",0.0
1168,"Laclede, Missouri",0.0
1169,"Lafayette parish, Louisiana",0.0
1170,"Lafayette, Arkansas",0.0
1171,"Lafayette, Florida",0.0
1172,"Lafayette, Louisiana",0.0
1173,"Lafayette, Missouri",0.0
1174,"Lafayette, Wisconsin",0.0
1175,"Lafourche, Louisiana",0.0
1176,"Lagrange, Indiana",0.0
1177,"Lake, California",0.0
1178,"Lake, Florida",0.0
1179,"Lake, Illinois",0.0
1180,"Lake, Indiana",0.0
1181,"Lake, Michigan",0.0
1182,"Lake, Minnesota",0.0
1183,"Lake, Montana",0.0
1184,"Lake, Oregon",0.0
1185,"Lake, South Dakota",0.0
1186,"Lamar, Alabama",0.0
1187,"Lamar, Texas",0.0
1188,"Lamb, Texas",0.0
1189,"Lamoille, Vermont",0.0
1190,"Lamoure, North Dakota",0.0
1191,"Lampasas, Texas",0.0
1192,"Lancaster county, Pennsylvania",0.0
1193,"Lancaster, Nebraska",0.0
1194,"Lancaster, Pennsylvania",0.0005287356321839081
1195,"Lancaster, South Carolina",0.0
1196,"Lancaster, Virginia",0.0
1197,"Lander, Nevada",0.0
1198,"Lane, Oregon",0.0
1199,"Langlade, Wisconsin",0.0
1200,"Lapeer, Michigan",0.0
1201,"Laporte, Indiana",0.0
1202,"Laramie, Wyoming",0.0
1203,"Larue, Kentucky",0.0
1204,"Lasalle, Illinois",0.0
1205,"Latah, Idaho",0.0
1206,"Lauderdale, Alabama",0.0
1207,"Laurel, Kentucky",0.0
1208,"Laurens, South Carolina",0.0
1209,"Lavaca, Texas",0.0
1210,"Lawrence county, Arkansas",0.0
1211,"Lawrence, Alabama",0.0
1212,"Lawrence, Arkansas",0.0
1213,"Lawrence, Illinois",0.0
1214,"Lawrence, Indiana",0.004166666666666667
1215,"Lawrence, Kentucky",0.0
1216,"Lawrence, Missouri",0.0
1217,"Lawrence, Pennsylvania",0.0
1218,"Lawrence, South Dakota",0.0
1219,"Le sueur, Minnesota",0.0
1220,"Lea, New Mexico",0.0
1221,"Leavenworth, Kansas",0.0
1222,"Lebanon county, Pennsylvania",0.0
1223,"Lebanon, Pennsylvania",0.0
1224,"Lee county, South Carolina",0.0
1225,"Lee, Alabama",0.0
1226,"Lee, Arkansas",0.0
1227,"Lee, Florida",0.00676551724137931
1228,"Lee, Illinois",0.0
1229,"Lee, Kentucky",0.0
1230,"Lee, North Carolina",0.0
1231,"Lee, South Carolina",0.0
1232,"Lee, Texas",0.0
1233,"Lee, Virginia",0.0
1234,"Leelanau, Michigan",0.0
1235,"Lehigh county, Pennsylvania",0.0
1236,"Lehigh, Pennsylvania",0.0
1237,"Lemhi, Idaho",0.0
1238,"Lenawee, Michigan",0.0
1239,"Lenoir, North Carolina",0.0
1240,"Leon, Florida",0.0
1241,"Leon, Texas",0.0
1242,"Leslie, Kentucky",0.0
1243,"Letcher, Kentucky",0.0
1244,"Levy county, Florida",0.0
1245,"Levy, Florida",0.0
1246,"Lewis and clark, Montana",0.0
1247,"Lewis county, Washington",0.0
1248,"Lewis, Idaho",0.0
1249,"Lewis, Kentucky",0.0
1250,"Lewis, Missouri",0.0
1251,"Lewis, New York",0.0
1252,"Lewis, Washington",0.0
1253,"Lewis, West Virginia",0.0
1254,"Lexington county, South Carolina",0.0
1255,"Lexington, South Carolina",0.0
1256,"Liberty, Florida",0.0
1257,"Liberty, Montana",0.0
1258,"Liberty, Texas",0.0
1259,"Licking, Ohio",0.0
1260,"Limestone, Alabama",0.0
1261,"Limestone, Texas",0.006666666666666667
1262,"Lincoln parish, Louisiana",0.0
1263,"Lincoln, Arkansas",0.0
1264,"Lincoln, Idaho",0.0
1265,"Lincoln, Kentucky",0.0
1266,"Lincoln, Louisiana",0.0
1267,"Lincoln, Maine",0.0
1268,"Lincoln, Minnesota",0.0
1269,"Lincoln, Missouri",0.0
1270,"Lincoln, Montana",0.0
1271,"Lincoln, Nebraska",0.0
1272,"Lincoln, Nevada",0.0
1273,"Lincoln, New Mexico",0.0
1274,"Lincoln, North Carolina",0.0
1275,"Lincoln, Oregon",0.0
1276,"Lincoln, Washington",0.0
1277,"Lincoln, West Virginia",0.0
1278,"Lincoln, Wisconsin",0.0
1279,"Lincoln, Wyoming",0.0
1280,"Linn county, Oregon",0.0
1281,"Linn, Kansas",0.0
1282,"Linn, Missouri",0.0
1283,"Linn, Oregon",0.0
1284,"Lipscomb, Texas",0.0
1285,"Litchfield, Connecticut",0.0
1286,"Little river, Arkansas",0.0
1287,"Live oak, Texas",0.0
1288,"Livingston county, New York",0.0
1289,"Livingston parish, Louisiana",0.0
1290,"Livingston, Illinois",0.0
1291,"Livingston, Kentucky",0.0
1292,"Livingston, Louisiana",0.0
1293,"Livingston, Michigan",0.0
1294,"Livingston, Missouri",0.0
1295,"Livingston, New York",0.0
1296,"Llano, Texas",0.00296875
1297,"Logan, Arkansas",0.0
1298,"Logan, Illinois",0.0
1299,"Logan, Nebraska",0.0
1300,"Logan, West Virginia",0.0
1301,"Lonoke, Arkansas",0.0
1302,"Los alamos, New Mexico",0.0
1303,"Los angeles, California",0.0
1304,"Loudoun, Virginia",0.0
1305,"Louisa, Virginia",0.0
1306,"Loup, Nebraska",0.0
1307,"Loving, Texas",0.0
1308,"Lowndes, Alabama",0.0
1309,"Lubbock, Texas",0.0
1310,"Lucas, Ohio",0.0
1311,"Luce, Michigan",0.0
1312,"Luna, New Mexico",0.0
1313,"Lunenburg, Virginia",0.0
1314,"Luzerne county, Pennsylvania",0.0
1315,"Luzerne, Pennsylvania",0.001803921568627451
1316,"Lycoming county, Pennsylvania",0.0
1317,"Lycoming, Pennsylvania",0.0
1318,"Lyman, South Dakota",0.0
1319,"Lynchburg, Virginia",0.0
1320,"Lynn, Texas",0.0
1321,"Lyon, Kansas",0.0
1322,"Lyon, Kentucky",0.0
1323,"Lyon, Minnesota",0.0
1324,"Lyon, Nevada",0.0
1325,"Mackinac, Michigan",0.0
1326,"Macomb, Michigan",0.0
1327,"Macon, Alabama",0.0
1328,"Macon, Illinois",0.0
1329,"Macon, Missouri",0.0
1330,"Macon, North Carolina",0.0
1331,"Macoupin, Illinois",0.0
1332,"Madera county, California",0.0
1333,"Madera, California",0.0
1334,"Madison, Alabama",0.0
1335,"Madison, Florida",0.0
1336,"Madison, Idaho",0.0
1337,"Madison, Illinois",0.0
1338,"Madison, Indiana",0.0
1339,"Madison, Kentucky",0.0
1340,"Madison, Louisiana",0.0
1341,"Madison, Missouri",0.0
1342,"Madison, Montana",0.0
1343,"Madison, Nebraska",0.0
1344,"Madison, New York",0.0
1345,"Madison, North Carolina",0.0
1346,"Madison, Texas",0.0
1347,"Madison, Virginia",0.0
1348,"Magoffin, Kentucky",0.0
1349,"Mahnomen, Minnesota",0.0
1350,"Malheur, Oregon",0.0
1351,"Manassas, Virginia",0.0
1352,"Manatee county, Florida",0.0
1353,"Manatee, Florida",0.0
1354,"Manistee, Michigan",0.0
1355,"Manitowoc, Wisconsin",0.0
1356,"Marathon, Wisconsin",0.0
1357,"Marengo, Alabama",0.0
1358,"Maricopa, Arizona",0.010474934036939313
1359,"Maries county, Missouri",0.0
1360,"Maries, Missouri",0.0
1361,"Marin, California",0.0
1362,"Marinette, Wisconsin",0.0
1363,"Marion county, Missouri",0.0
1364,"Marion, Alabama",0.0
1365,"Marion, Arkansas",0.0
1366,"Marion, Florida",0.0
1367,"Marion, Illinois",0.0
1368,"Marion, Indiana",0.0
1369,"Marion, Kansas",0.0
1370,"Marion, Kentucky",0.0
1371,"Marion, Missouri",0.0
1372,"Marion, Ohio",0.0
1373,"Marion, Oregon",0.0002898550724637681
1374,"Marion, South Carolina",0.0
1375,"Marion, Texas",0.0
1376,"Marion, West Virginia",0.0
1377,"Mariposa, California",0.00028571428571428574
1378,"Marlboro, South Carolina",0.0
1379,"Marquette, Michigan",0.0
1380,"Marquette, Wisconsin",0.0
1381,"Marshall, Alabama",0.0
1382,"Marshall, Illinois",0.0
1383,"Marshall, Indiana",0.0
1384,"Marshall, Kentucky",0.0
1385,"Marshall, Minnesota",0.0
1386,"Marshall, West Virginia",0.0
1387,"Martin county, Florida",0.0
1388,"Martin, Florida",0.010112359550561799
1389,"Martin, Indiana",0.019285714285714288
1390,"Martin, Kentucky",0.0
1391,"Martin, Minnesota",0.0
1392,"Martin, North Carolina",0.0
1393,"Martin, Texas",0.0
1394,"Martinsville, Virginia",0.0
1395,"Mason, Illinois",0.0
1396,"Mason, Kentucky",0.0
1397,"Mason, Michigan",0.0
1398,"Mason, Texas",0.0
1399,"Mason, Washington",0.0
1400,"Mason, West Virginia",0.0
1401,"Massac, Illinois",0.0
1402,"Matagorda, Texas",0.0
1403,"Maui, Hawaii",0.0023922651933701656
1404,"Maverick, Texas",0.0
1405,"Mccone, Montana",0.0
1406,"Mccook, South Dakota",0.0
1407,"Mccormick, South Carolina",0.0
1408,"Mccracken, Kentucky",0.0
1409,"Mccreary, Kentucky",0.0
1410,"Mcculloch, Texas",0.0
1411,"Mcdonald, Missouri",0.0
1412,"Mcdonough, Illinois",0.0018888888888888887
1413,"Mcdowell, North Carolina",0.0
1414,"Mcdowell, West Virginia",0.0
1415,"Mchenry, Illinois",0.0
1416,"Mckean county, Pennsylvania",0.0
1417,"Mckean, Pennsylvania",0.0
1418,"Mckenzie, North Dakota",0.0
1419,"Mckinley, New Mexico",0.0
1420,"Mclean, Illinois",0.0
1421,"Mclean, Kentucky",0.0
1422,"Mclennan, Texas",0.0008602150537634409
1423,"Mcleod, Minnesota",0.0
1424,"Mcmullen, Texas",0.0
1425,"Mcpherson, Nebraska",0.0
1426,"Meade, Kentucky",0.0
1427,"Meade, South Dakota",0.0
1428,"Meagher, Montana",0.0
1429,"Mecklenburg, North Carolina",0.0
1430,"Mecklenburg, Virginia",0.0
1431,"Mecosta, Michigan",0.0
1432,"Medina, Ohio",0.0
1433,"Medina, Texas",0.0
1434,"Meeker, Minnesota",0.0
1435,"Menard, Illinois",0.0
1436,"Menard, Texas",0.0
1437,"Mendocino, California",0.0
1438,"Menifee, Kentucky",0.0
1439,"Menominee, Michigan",0.0
1440,"Merced, California",0.0
1441,"Mercer county, Pennsylvania",0.0
1442,"Mercer, Illinois",0.0
1443,"Mercer, Kentucky",0.020000000000000004
1444,"Mercer, Missouri",0.0
1445,"Mercer, New Jersey",0.0
1446,"Mercer, Pennsylvania",0.0
1447,"Mercer, West Virginia",0.0
1448,"Merrick, Nebraska",0.0
1449,"Merrimack, New Hampshire",0.0003344481605351171
1450,"Miami, Indiana",0.0
1451,"Miami, Kansas",0.0
1452,"Miami, Ohio",0.0
1453,"Miami-dade, Florida",0.0
1454,"Middlesex, Connecticut",0.0
1455,"Middlesex, Massachusetts",0.0
1456,"Middlesex, New Jersey",0.0
1457,"Midland, Michigan",0.0
1458,"Midland, Texas",0.0
1459,"Mifflin county, Pennsylvania",0.0
1460,"Mifflin, Pennsylvania",0.0
1461,"Milam, Texas",0.0
1462,"Millard, Utah",0.0
1463,"Mille lacs county, Minnesota",0.0
1464,"Mille lacs, Minnesota",0.0
1465,"Miller, Arkansas",0.0
1466,"Miller, Missouri",0.0
1467,"Mills, Texas",0.02
1468,"Milwaukee, Wisconsin",0.0
1469,"Miner, South Dakota",0.0
1470,"Mineral, Montana",0.0
1471,"Mineral, Nevada",0.0
1472,"Mineral, West Virginia",0.0
1473,"Mingo, West Virginia",0.0
1474,"Minidoka, Idaho",0.0
1475,"Minnehaha, South Dakota",0.0
1476,"Missaukee, Michigan",0.0
1477,"Mississippi, Arkansas",0.0
1478,"Mississippi, Missouri",0.0
1479,"Missoula, Montana",0.0
1480,"Mitchell, Kansas",0.0
1481,"Mitchell, North Carolina",0.0
1482,"Mitchell, Texas",0.0
1483,"Mobile, Alabama",0.0
1484,"Modoc, California",0.0
1485,"Mohave, Arizona",0.00048780487804878054
1486,"Moniteau, Missouri",0.0
1487,"Monmouth, New Jersey",0.0
1488,"Mono, California",0.0
1489,"Monongalia, West Virginia",0.0
1490,"Monroe county, Pennsylvania",0.0
1491,"Monroe, Alabama",0.0
1492,"Monroe, Arkansas",0.0
1493,"Monroe, Florida",0.0
1494,"Monroe, Illinois",0.0
1495,"Monroe, Indiana",0.0
1496,"Monroe, Kentucky",0.0
1497,"Monroe, Michigan",0.0
1498,"Monroe, Missouri",0.0
1499,"Monroe, New York",0.0
1500,"Monroe, Pennsylvania",0.0002054794520547945
1501,"Monroe, West Virginia",0.0
1502,"Monroe, Wisconsin",0.0
1503,"Montague, Texas",0.0
1504,"Montcalm, Michigan",0.0
1505,"Monterey, California",0.0
1506,"Montgomery county, Pennsylvania",0.0
1507,"Montgomery, Alabama",0.0
1508,"Montgomery, Arkansas",0.0
1509,"Montgomery, Illinois",0.0
1510,"Montgomery, Indiana",0.0
1511,"Montgomery, Kansas",0.0
1512,"Montgomery, Kentucky",0.0
1513,"Montgomery, Maryland",0.0
1514,"Montgomery, Missouri",0.0
1515,"Montgomery, New York",0.0
1516,"Montgomery, North Carolina",0.0
1517,"Montgomery, Pennsylvania",4.329004329004329e-05
1518,"Montgomery, Texas",0.0
1519,"Montgomery, Virginia",0.0
1520,"Montmorency, Michigan",0.0
1521,"Montour, Pennsylvania",0.0
1522,"Moody, South Dakota",0.0
1523,"Moore county, Texas",0.0
1524,"Moore, North Carolina",0.006736842105263159
1525,"Moore, Texas",0.0
1526,"Mora, New Mexico",0.0
1527,"Morehouse, Louisiana",0.0
1528,"Morgan, Alabama",0.0
1529,"Morgan, Illinois",0.0
1530,"Morgan, Indiana",0.0
1531,"Morgan, Kentucky",0.0
1532,"Morgan, Missouri",0.0
1533,"Morgan, Utah",0.0
1534,"Morgan, West Virginia",0.0
1535,"Morrill, Nebraska",0.0
1536,"Morris, Kansas",0.0
1537,"Morris, New Jersey",0.0
1538,"Morris, Texas",0.0
1539,"Morrison, Minnesota",0.0
1540,"Morrow, Oregon",0.0
1541,"Motley, Texas",0.0
1542,"Moultrie, Illinois",0.0
1543,"Mountrail, North Dakota",0.0
1544,"Mower, Minnesota",0.0
1545,"Muhlenberg, Kentucky",0.0
1546,"Multnomah county, Oregon",0.0
1547,"Multnomah, Oregon",0.0
1548,"Murray, Minnesota",0.0
1549,"Muskegon, Michigan",0.0
1550,"Musselshell, Montana",0.0
