,county,cyanide
756,"Goodhue, Minnesota",0.0
757,"Goshen, Wyoming",0.0
758,"Gosper, Nebraska",0.0
759,"Grady, Oklahoma",0.0
760,"Grafton, New Hampshire",0.05333333333333334
761,"Graham county, Arizona",0.0
762,"Graham, Arizona",0.0
763,"Graham, North Carolina",3.8461538461538463
764,"Grand isle, Vermont",0.0
765,"Grand traverse, Michigan",0.0
766,"Grand, Utah",0.1
767,"Grant, Arkansas",0.0
768,"Grant, Indiana",0.0
769,"Grant, Kansas",0.0
770,"Grant, Kentucky",0.0
771,"Grant, Louisiana",0.0
772,"Grant, Minnesota",0.0
773,"Grant, Nebraska",0.0
774,"Grant, New Mexico",0.0
775,"Grant, North Dakota",0.0
776,"Grant, Oklahoma",0.0
777,"Grant, Oregon",0.0
778,"Grant, Washington",0.107981220657277
779,"Grant, West Virginia",0.0
780,"Grant, Wisconsin",0.0
781,"Granville, North Carolina",0.0
782,"Gratiot, Michigan",0.0
783,"Graves, Kentucky",0.0
784,"Gray, Texas",0.0
785,"Grays harbor, Washington",0.0
786,"Grayson, Kentucky",0.0
787,"Grayson, Texas",14.719999999999999
788,"Greeley, Nebraska",0.0
789,"Green, Kentucky",0.0
790,"Green, Wisconsin",0.0
791,"Greenbrier, West Virginia",0.0
792,"Greene, Alabama",0.0
793,"Greene, Arkansas",0.0
794,"Greene, Illinois",0.0
795,"Greene, Indiana",0.0
796,"Greene, Missouri",0.15151515151515152
797,"Greene, New York",0.8383838383838383
798,"Greene, North Carolina",0.0
799,"Greene, Ohio",0.0
800,"Greene, Pennsylvania",0.0
801,"Greene, Tennessee",0.0
802,"Greene, Virginia",0.0
803,"Greenlee, Arizona",0.0
804,"Greensville, Virginia",0.0
805,"Greenup, Kentucky",0.5555555555555556
806,"Greer, Oklahoma",0.0
807,"Grimes, Texas",0.0
808,"Grundy, Illinois",0.0
809,"Grundy, Missouri",0.0
810,"Grundy, Tennessee",0.0
811,"Guadalupe, New Mexico",0.0
812,"Guadalupe, Texas",15.5
813,"Guernsey, Ohio",0.0
814,"Guilford, North Carolina",0.34013377926421406
815,"Guillford, North Carolina",0.0
816,"Gulf, Florida",0.0
817,"Haines, Alaska",0.0
818,"Hale, Alabama",0.0
819,"Hale, Texas",0.0
820,"Halifax, North Carolina",0.0
821,"Halifax, Virginia",0.0
822,"Hall, Nebraska",0.0
823,"Hamblen, Tennessee",0.0
824,"Hamilton, Florida",0.23076923076923078
825,"Hamilton, Indiana",0.0
826,"Hamilton, Nebraska",0.0
827,"Hamilton, New York",0.17647058823529413
828,"Hamilton, Ohio",0.0
829,"Hamilton, Tennessee",0.0
830,"Hampden, Massachusetts",0.05424778761061947
831,"Hampshire, Massachusetts",0.20566265060240965
832,"Hampshire, West Virginia",0.0
833,"Hancock, Illinois",0.0
834,"Hancock, Indiana",0.0
835,"Hancock, Kentucky",0.0
836,"Hancock, Maine",0.0
837,"Hancock, Ohio",0.0
838,"Hancock, Tennessee",0.0
839,"Hancock, West Virginia",1.25
840,"Hanover, Virginia",0.20392156862745098
841,"Hardee, Florida",0.10416666666666667
842,"Hardeman, Tennessee",0.0
843,"Hardin, Illinois",0.0
844,"Hardin, Kentucky",0.0
845,"Hardin, Ohio",0.0
846,"Hardin, Tennessee",0.0
847,"Hardin, Texas",0.0
848,"Harding, New Mexico",0.0
849,"Hardy, West Virginia",0.09090909090909091
850,"Harford, Maryland",0.0
851,"Harlan, Kentucky",0.0
852,"Harlan, Nebraska",0.0
853,"Harmon, Oklahoma",0.0
854,"Harnett, North Carolina",0.0
855,"Harney, Oregon",0.0
856,"Harper, Oklahoma",0.0
857,"Harris, Texas",4.107142857142857
858,"Harrison, Indiana",0.0
859,"Harrison, Kentucky",1.8333333333333333
860,"Harrison, Missouri",1.85
861,"Harrison, Ohio",0.0
862,"Harrison, Texas",0.0
863,"Harrison, West Virginia",0.0
864,"Harrisonburg, Virginia",0.0
865,"Hart, Kentucky",0.0
866,"Hartford, Connecticut",0.04716981132075472
867,"Haskell, Texas",146.66666666666666
868,"Hawaii, Hawaii",0.0
869,"Hawkins, Tennessee",0.0
870,"Hayes, Nebraska",0.0
871,"Hays, Texas",7.142857142857143
872,"Haywood, North Carolina",0.0
873,"Haywood, Tennessee",0.0
874,"Hempstead, Arkansas",2.1951219512195124
875,"Henderson, Illinois",0.0
876,"Henderson, Kentucky",0.0
877,"Henderson, North Carolina",0.0
878,"Henderson, Tennessee",0.0
879,"Henderson, Texas",0.0
880,"Hendricks, Indiana",0.0
881,"Hendry, Florida",0.0
882,"Hennepin, Minnesota",3.6090225563909772
883,"Henrico, Virginia",0.0
884,"Henry, Alabama",0.0
885,"Henry, Illinois",0.1963235294117647
886,"Henry, Indiana",0.0
887,"Henry, Kentucky",0.0
888,"Henry, Missouri",0.0
889,"Henry, Ohio",0.42857142857142855
890,"Henry, Tennessee",0.0
891,"Henry, Virginia",0.0
892,"Herkimer, New York",0.3157894736842105
893,"Hernando, Florida",0.41836734693877553
894,"Hertford, North Carolina",0.0
895,"Hickman, Kentucky",0.0
896,"Hickman, Tennessee",0.0
897,"Hickory, Missouri",0.29411764705882354
898,"Hidalgo, New Mexico",0.0
899,"Hidalgo, Texas",3.5
900,"Highland, Ohio",0.0
901,"Highland, Virginia",0.0
902,"Highlands, Florida",0.03596491228070176
903,"Hill, Texas",0.0
904,"Hills, Florida",0.5470501474926254
905,"Hills, New Hampshire",0.0
906,"Hillsborough county, Florida",0.0
907,"Hillsborough county, New Hampshire",0.0
908,"Hillsborough, Florida",0.592
909,"Hillsborough, New Hampshire",0.0
910,"Hillsdale, Michigan",0.0
911,"Hitchcock, Nebraska",0.0
912,"Hocking, Ohio",1.58
913,"Hockley, Texas",0.0
914,"Hoke, North Carolina",0.0
915,"Holmes, Florida",0.20588235294117646
916,"Holmes, Ohio",0.0
917,"Holt, Nebraska",0.0
918,"Honolulu, Hawaii",0.0
919,"Hood river, Oregon",0.0
920,"Hood, Texas",0.0
921,"Hooker, Nebraska",0.0
922,"Hoonah-angoon, Alaska",0.0
923,"Hopewell, Virginia",0.0
924,"Hopkins, Kentucky",0.0
925,"Hopkins, Texas",2.8428571428571425
926,"Hot spring, Arkansas",0.0
927,"Hot springs, Wyoming",0.0
928,"Houghton, Michigan",0.0
929,"Houston, Alabama",0.0
930,"Houston, Minnesota",0.0
931,"Howard, Arkansas",0.0
932,"Howard, Indiana",0.0
933,"Howard, Nebraska",0.0
934,"Howard, Texas",0.0
935,"Howell, Missouri",0.0
936,"Hubbard, Minnesota",0.0
937,"Hudson, New Jersey",0.0
938,"Hudspeth, Texas",0.0
939,"Humboldt, California",0.0
940,"Humboldt, Nevada",0.0
941,"Humphreys, Tennessee",0.5636363636363636
942,"Hunt, Texas",1.7333333333333334
943,"Hunterdon, New Jersey",0.03133903133903134
944,"Huntingdon, Pennsylvania",0.0
945,"Huntington, Indiana",0.0
946,"Huron, Michigan",0.0
947,"Huron, Ohio",0.0
948,"Hutchinson, Texas",0.0
949,"Hyde, North Carolina",0.0
950,"Iberia parish, Louisiana",0.0
951,"Iberia, Louisiana",0.0
952,"Iberville, Louisiana",0.0
953,"Idaho, Idaho",0.0
954,"Imperial, California",0.0
955,"Independence, Arkansas",13.84375
956,"Indian river, Florida",0.75
957,"Indiana, Pennsylvania",0.0
958,"Ingham, Michigan",0.0
959,"Inyo, California",0.0
960,"Ionia, Michigan",0.0
961,"Iosco, Michigan",0.0
962,"Iowa, Iowa",0.0
963,"Iowa, Wisconsin",0.0
964,"Iredell, North Carolina",0.0
965,"Iron, Michigan",0.0
966,"Iron, Missouri",0.0
967,"Iron, Utah",0.13138686131386862
968,"Iroquois, Illinois",0.4351063829787234
969,"Isabella, Michigan",0.0
970,"Isanti, Minnesota",13.636363636363637
971,"Island, Washington",0.0
972,"Isle of wight, Virginia",0.0
973,"Itasca, Minnesota",0.0
974,"Izard, Arkansas",0.0
975,"Jack, Texas",0.0
976,"Jackson county, Florida",0.0
977,"Jackson, Alabama",0.0
978,"Jackson, Arkansas",0.0
979,"Jackson, Florida",0.4166666666666667
980,"Jackson, Illinois",0.0
981,"Jackson, Indiana",0.0
982,"Jackson, Kentucky",0.0
983,"Jackson, Louisiana",0.0
984,"Jackson, Michigan",0.0
985,"Jackson, Minnesota",0.0
986,"Jackson, Missouri",8.333333333333334
987,"Jackson, North Carolina",0.0
988,"Jackson, Ohio",0.5454545454545454
989,"Jackson, Oklahoma",0.0
990,"Jackson, Oregon",0.2
991,"Jackson, Texas",0.0
992,"Jackson, West Virginia",0.0
993,"Jackson, Wisconsin",1.1466666666666667
994,"James city, Virginia",0.0
995,"Jasper county, Missouri",0.0
996,"Jasper, Illinois",1.0
997,"Jasper, Indiana",0.7777777777777778
998,"Jasper, Missouri",0.0
999,"Jasper, Texas",0.0
1000,"Jay, Indiana",0.0
1001,"Jefferson county, Florida",0.0
1002,"Jefferson county, Pennsylvania",0.0
1003,"Jefferson davis, Louisiana",0.0
1004,"Jefferson, Alabama",0.0
1005,"Jefferson, Arkansas",0.0
1006,"Jefferson, Florida",0.5583333333333333
1007,"Jefferson, Idaho",0.0
1008,"Jefferson, Indiana",0.8333333333333334
1009,"Jefferson, Kentucky",0.0
1010,"Jefferson, Louisiana",0.0
1011,"Jefferson, Missouri",0.8086614173228346
1012,"Jefferson, Nebraska",0.0
1013,"Jefferson, New York",0.05263157894736842
1014,"Jefferson, Ohio",0.0
1015,"Jefferson, Oklahoma",0.0
1016,"Jefferson, Oregon",0.0
1017,"Jefferson, Pennsylvania",0.0
1018,"Jefferson, Tennessee",0.0
1019,"Jefferson, Texas",0.0
1020,"Jefferson, Washington",0.0
1021,"Jefferson, West Virginia",0.05154639175257732
1022,"Jefferson, Wisconsin",13.5
1023,"Jennings, Indiana",0.0
1024,"Jerome, Idaho",0.0
1025,"Jersey, Illinois",0.0
1026,"Jessamine, Kentucky",0.0
1027,"Jim hogg, Texas",0.0
1028,"Jo daviess, Illinois",0.05952380952380952
1029,"Johnson, Arkansas",0.0
1030,"Johnson, Illinois",0.0
1031,"Johnson, Indiana",0.0
1032,"Johnson, Iowa",0.0
1033,"Johnson, Kansas",0.01090909090909091
1034,"Johnson, Kentucky",0.0
1035,"Johnson, Missouri",0.0
1036,"Johnson, Nebraska",0.0
1037,"Johnson, Tennessee",0.0
1038,"Johnson, Texas",7.085714285714286
1039,"Johnson, Wyoming",0.0
1040,"Johnston, North Carolina",0.0
1041,"Johnston, Oklahoma",0.0
1042,"Jones, Iowa",0.0
1043,"Jones, North Carolina",0.0
1044,"Josephine, Oregon",0.0
1045,"Juab, Utah",0.09090909090909091
1046,"Judith basin, Montana",0.0
1047,"Juneau city and, Alaska",0.0
1048,"Juneau, Alaska",0.0
1049,"Juniata, Pennsylvania",0.0
1050,"Kalamazoo, Michigan",0.0
1051,"Kanabec, Minnesota",0.0
1052,"Kanawha, West Virginia",0.10857142857142857
1053,"Kandiyohi, Minnesota",40.0
1054,"Kane, Illinois",0.5555555555555556
1055,"Kane, Utah",0.0
1056,"Kankakee, Illinois",0.24246575342465754
1057,"Karnes, Texas",7.8
1058,"Kauai, Hawaii",0.0
1059,"Kay, Oklahoma",0.0
1060,"Kearney, Nebraska",0.0
1061,"Keith, Nebraska",0.0
1062,"Kenai peninsula, Alaska",0.0
1063,"Kendall, Illinois",2.8472222222222223
1064,"Kendall, Texas",0.0
1065,"Kennebec, Maine",0.0
1066,"Kenosha, Wisconsin",0.0
1067,"Kent, Michigan",0.0
1068,"Kent, Rhode Island",0.0
1069,"Kenton, Kentucky",0.0
1070,"Kern, California",0.0
1071,"Kerr, Texas",5.17
1072,"Ketchikan gateway, Alaska",0.3625
1073,"Kewaunee, Wisconsin",0.0
1074,"Keweenaw, Michigan",0.0
1075,"Keya paha, Nebraska",0.0
1076,"Kimball, Nebraska",0.0
1077,"King and queen, Virginia",0.0
1078,"King george, Virginia",0.36363636363636365
1079,"King william, Virginia",0.0
1080,"King, Washington",0.0
1081,"Kingfisher, Oklahoma",0.0
1082,"Kings, California",0.0
1083,"Kitsap, Washington",0.0
1084,"Kittitas, Washington",0.0
1085,"Kittson, Minnesota",0.0
1086,"Klamath, Oregon",0.0
1087,"Klickitat, Washington",0.425
1088,"Knott, Kentucky",0.0
1089,"Knox, Illinois",0.3391304347826087
1090,"Knox, Indiana",0.0
1091,"Knox, Kentucky",0.0
1092,"Knox, Maine",0.0
1093,"Knox, Nebraska",6.857142857142857
1094,"Knox, Ohio",0.0
1095,"Knox, Tennessee",0.0
1096,"Kodiak island, Alaska",0.0
1097,"Koochiching county, Minnesota",0.0
1098,"Koochiching, Minnesota",0.0
1099,"Kootenai, Idaho",0.0
1100,"Kosciusko, Indiana",0.0
1101,"La crosse, Wisconsin",0.0
1102,"La grange, Indiana",0.0
1103,"La paz, Arizona",0.0
1104,"La plata, Colorado",0.0
1105,"La porte, Indiana",1.1764705882352942
1106,"La salle, Illinois",0.0
1107,"La salle, Louisiana",0.0
1108,"La salle, Texas",0.0
1109,"Lac qui parle, Minnesota",0.0
1110,"Lackawanna, Pennsylvania",0.0
1111,"Laclede, Missouri",0.0
1112,"Lafayette parish, Louisiana",0.0
1113,"Lafayette, Arkansas",0.0
1114,"Lafayette, Florida",0.0
1115,"Lafayette, Louisiana",0.0
1116,"Lafourche, Louisiana",0.0
1117,"Lagrange, Indiana",0.0
1118,"Lake and peninsula, Alaska",1.25
1119,"Lake of the woods, Minnesota",0.0
1120,"Lake, California",0.0
1121,"Lake, Florida",0.2997737556561086
1122,"Lake, Illinois",0.09176470588235293
1123,"Lake, Indiana",0.0
1124,"Lake, Michigan",0.0
1125,"Lake, Minnesota",0.0
1126,"Lake, Montana",0.0
1127,"Lake, Ohio",0.2
1128,"Lake, Oregon",0.0
1129,"Lake, Tennessee",0.0
1130,"Lamar, Alabama",0.0
1131,"Lamb, Texas",0.0
1132,"Lamoille, Vermont",0.0
1133,"Lamoure, North Dakota",0.0
1134,"Lancaster county, Pennsylvania",0.0
1135,"Lancaster, Nebraska",0.0
1136,"Lancaster, Pennsylvania",0.0
1137,"Lancaster, Virginia",3.9726027397260273
1138,"Lander, Nevada",0.0
1139,"Lane, Oregon",0.09333333333333334
1140,"Lapeer, Michigan",0.0
1141,"Laporte, Indiana",0.0
1142,"Laramie, Wyoming",0.0
1143,"Larue, Kentucky",0.0
1144,"Lasalle, Illinois",0.6544117647058824
1145,"Lassen, California",0.0
1146,"Latah, Idaho",0.0
1147,"Lauderdale, Alabama",0.0
1148,"Lauderdale, Tennessee",0.0
1149,"Laurel, Kentucky",0.5555555555555556
1150,"Lawrence county, Arkansas",0.0
1151,"Lawrence, Alabama",0.0
1152,"Lawrence, Arkansas",0.0
1153,"Lawrence, Illinois",0.0
1154,"Lawrence, Indiana",0.0
1155,"Lawrence, Kentucky",0.0
1156,"Lawrence, Missouri",0.0
1157,"Lawrence, Ohio",0.0
1158,"Lawrence, Pennsylvania",0.0
1159,"Lawrence, Tennessee",0.0
1160,"Le sueur, Minnesota",0.0
1161,"Lea, New Mexico",0.0
1162,"Leavenworth, Kansas",0.0
1163,"Lebanon, Pennsylvania",0.0
1164,"Lee, Alabama",0.696969696969697
1165,"Lee, Arkansas",0.0
1166,"Lee, Florida",2.9036144578313254
1167,"Lee, Illinois",0.06506024096385543
1168,"Lee, Kentucky",0.0
1169,"Lee, North Carolina",0.0
1170,"Lee, Virginia",0.0
1171,"Leelanau, Michigan",0.0
1172,"Lehigh, Pennsylvania",0.0
1173,"Lenawee, Michigan",0.0
1174,"Lenoir, North Carolina",0.0
1175,"Leon, Florida",0.19586206896551722
1176,"Leon, Texas",2.2666666666666666
1177,"Leslie, Kentucky",0.0
1178,"Letcher, Kentucky",0.0
1179,"Levy county, Florida",0.0
1180,"Levy, Florida",0.48
1181,"Lewis county, Washington",0.0
1182,"Lewis, Kentucky",0.0
1183,"Lewis, New York",0.0
1184,"Lewis, Tennessee",0.0
1185,"Lewis, Washington",0.16129032258064516
1186,"Lewis, West Virginia",0.0
1187,"Liberty, Florida",0.0
1188,"Liberty, Texas",0.0
1189,"Licking, Ohio",1.5183098591549296
1190,"Limestone, Alabama",0.0
1191,"Limestone, Texas",0.0
1192,"Lincoln parish, Louisiana",0.0
1193,"Lincoln, Arkansas",0.0
1194,"Lincoln, Kentucky",0.0
1195,"Lincoln, Louisiana",0.0
1196,"Lincoln, Maine",0.0
1197,"Lincoln, Missouri",0.7131578947368421
1198,"Lincoln, Nebraska",0.0
1199,"Lincoln, Nevada",0.0
1200,"Lincoln, New Mexico",0.05102040816326531
1201,"Lincoln, North Carolina",0.0
1202,"Lincoln, Oklahoma",0.0
1203,"Lincoln, Oregon",0.0
1204,"Lincoln, Tennessee",0.0
1205,"Lincoln, Washington",0.0
1206,"Lincoln, West Virginia",1.1153846153846154
1207,"Lincoln, Wyoming",0.0
1208,"Linn county, Oregon",0.0
1209,"Linn, Iowa",0.0
1210,"Linn, Missouri",0.0
1211,"Linn, Oregon",0.051388888888888894
1212,"Lipscomb, Texas",0.0
1213,"Litchfield, Connecticut",0.03514986376021798
1214,"Little river, Arkansas",0.0
1215,"Live oak, Texas",98.0
1216,"Livingston county, New York",0.0
1217,"Livingston parish, Louisiana",0.0
1218,"Livingston, Illinois",1.25
1219,"Livingston, Kentucky",0.0
1220,"Livingston, Louisiana",0.0
1221,"Livingston, Michigan",0.0
1222,"Livingston, New York",0.0
1223,"Llano, Texas",0.0
1224,"Logan, Arkansas",0.0
1225,"Logan, Illinois",0.6425
1226,"Logan, Nebraska",0.0
1227,"Logan, Ohio",0.0
1228,"Logan, Oklahoma",0.0
1229,"Logan, West Virginia",1.5033142857142856
1230,"Lonoke, Arkansas",0.0
1231,"Lorain, Ohio",0.3235294117647059
1232,"Los alamos, New Mexico",0.0
1233,"Los angeles county, California",0.0
1234,"Los angeles, California",0.01469242501270971
1235,"Loudon, Tennessee",0.0
1236,"Loudoun, Virginia",0.3063063063063063
1237,"Louisa, Virginia",0.0
1238,"Loup, Nebraska",0.0
1239,"Love, Oklahoma",0.0
1240,"Lowndes, Alabama",0.0
1241,"Lubbock, Texas",14.8
1242,"Lucas, Ohio",0.0
1243,"Luce, Michigan",0.0
1244,"Luna, New Mexico",0.0
1245,"Lunenburg, Virginia",0.0
1246,"Luzerne county, Pennsylvania",0.0
1247,"Luzerne, Pennsylvania",1.0526315789473684
1248,"Lycoming county, Pennsylvania",0.0
1249,"Lycoming, Pennsylvania",0.6956521739130435
1250,"Lyon, Kentucky",0.0
1251,"Lyon, Minnesota",0.0
1252,"Lyon, Nevada",0.821917808219178
1253,"Mackinac, Michigan",0.0
1254,"Macomb, Michigan",0.0
1255,"Macon, Alabama",0.0
1256,"Macon, Illinois",0.0
1257,"Macon, Missouri",0.0
1258,"Macon, North Carolina",0.0
1259,"Macon, Tennessee",0.0
1260,"Macoupin, Illinois",0.0
1261,"Madera county, California",0.0
1262,"Madera, California",0.0
1263,"Madison, Alabama",0.0
1264,"Madison, Florida",0.0
1265,"Madison, Idaho",0.0
1266,"Madison, Illinois",0.4576271186440678
1267,"Madison, Indiana",0.0
1268,"Madison, Kentucky",0.0
1269,"Madison, Louisiana",0.0
1270,"Madison, Nebraska",0.0
1271,"Madison, New York",0.4528301886792453
1272,"Madison, North Carolina",0.0
1273,"Madison, Ohio",0.0
1274,"Madison, Tennessee",0.0
1275,"Madison, Texas",0.0
1276,"Madison, Virginia",0.0
1277,"Magoffin, Kentucky",0.0
1278,"Mahnomen, Minnesota",20.0
1279,"Mahoning, Ohio",1.2586206896551724
1280,"Major, Oklahoma",0.0
1281,"Malheur, Oregon",0.5
1282,"Manassas, Virginia",0.0
1283,"Manatee county, Florida",2.5833333333333335
1284,"Manatee, Florida",0.26
1285,"Manistee, Michigan",0.0
1286,"Manitowoc, Wisconsin",10.4
1287,"Marathon, Wisconsin",6.333333333333333
1288,"Marengo, Alabama",0.0
1289,"Maricopa, Arizona",0.22699386503067484
1290,"Maries county, Missouri",0.0
1291,"Maries, Missouri",0.0
1292,"Marin, California",0.0
1293,"Marinette, Wisconsin",10.0
1294,"Marion county, Florida",0.0
1295,"Marion, Alabama",0.0
1296,"Marion, Arkansas",0.0
1297,"Marion, Florida",0.7828519855595669
1298,"Marion, Illinois",0.0
1299,"Marion, Indiana",0.13333333333333333
1300,"Marion, Kentucky",0.0
1301,"Marion, Ohio",0.0
1302,"Marion, Oregon",0.052173913043478265
1303,"Marion, Tennessee",0.0
1304,"Marion, West Virginia",0.0
1305,"Mariposa, California",0.0
1306,"Marquette, Michigan",0.0
1307,"Marquette, Wisconsin",0.0
1308,"Marshall, Alabama",0.0
1309,"Marshall, Illinois",0.6444444444444444
1310,"Marshall, Indiana",0.0
1311,"Marshall, Kentucky",0.0
1312,"Marshall, Minnesota",26.363636363636363
1313,"Marshall, Oklahoma",0.0
1314,"Marshall, Tennessee",0.0
1315,"Marshall, West Virginia",0.0
1316,"Martin county, Florida",0.0
1317,"Martin, Florida",3.3289855072463777
1318,"Martin, Indiana",0.0
1319,"Martin, Kentucky",0.0
1320,"Martin, Minnesota",0.0
1321,"Martin, North Carolina",0.0
1322,"Martinsville, Virginia",0.0
1323,"Mason, Illinois",0.0
1324,"Mason, Kentucky",0.9090909090909091
1325,"Mason, Michigan",0.0
1326,"Mason, Washington",0.0
1327,"Mason, West Virginia",0.0
1328,"Massac, Illinois",0.0
1329,"Matagorda, Texas",0.0
1330,"Matanuska-susitna borough, Alaska",0.0
1331,"Matanuska-susitna, Alaska",0.023333333333333334
1332,"Mathews, Virginia",0.0
1333,"Maui, Hawaii",0.0
1334,"Maury, Tennessee",6.3
1335,"Mcclain, Oklahoma",0.0
1336,"Mccracken, Kentucky",0.0
1337,"Mccreary, Kentucky",0.0
1338,"Mcculloch, Texas",0.0
1339,"Mccurtain, Oklahoma",0.0
1340,"Mcdonald, Missouri",0.0
1341,"Mcdonough, Illinois",1.2121212121212122
1342,"Mcdowell, North Carolina",4.166666666666667
1343,"Mcdowell, West Virginia",7.103125
1344,"Mchenry, Illinois",0.0
1345,"Mckean county, Pennsylvania",0.0
1346,"Mckean, Pennsylvania",0.0
1347,"Mckenzie, North Dakota",0.0
1348,"Mckinley, New Mexico",5.625
1349,"Mclean, Illinois",0.2987341772151899
1350,"Mclean, Kentucky",0.0
1351,"Mclennan, Texas",0.0
1352,"Mcleod, Minnesota",0.0
1353,"Mcminn, Tennessee",0.0
1354,"Mcnairy, Tennessee",0.0
1355,"Mcpherson, Nebraska",0.0
1356,"Meade, Kentucky",0.0
1357,"Meade, South Dakota",0.0
1358,"Mecklenburg, North Carolina",0.0
1359,"Mecklenburg, Virginia",0.23055555555555557
1360,"Mecosta, Michigan",0.0
1361,"Medina, Ohio",0.0
1362,"Medina, Texas",0.0
1363,"Meeker, Minnesota",12.666666666666666
1364,"Meigs, Ohio",0.0
1365,"Meigs, Tennessee",0.0
1366,"Menard, Illinois",0.0
1367,"Mendocino, California",0.0
1368,"Menifee, Kentucky",0.0
1369,"Menominee, Michigan",0.0
1370,"Menominee, Wisconsin",21.0
1371,"Merced, California",0.0
1372,"Mercer county, Pennsylvania",0.0
1373,"Mercer, Illinois",0.1565217391304348
1374,"Mercer, Kentucky",0.0
1375,"Mercer, New Jersey",0.14383561643835616
1376,"Mercer, Ohio",0.0
1377,"Mercer, Pennsylvania",0.16129032258064516
1378,"Mercer, West Virginia",1.7428571428571429
1379,"Merrick, Nebraska",0.0
1380,"Merrimack, New Hampshire",0.018115942028985508
1381,"Miami, Indiana",0.8333333333333334
1382,"Miami, Ohio",0.0
1383,"Miami-dade, Florida",3.017333333333333
1384,"Middlesex, Connecticut",0.07621951219512195
1385,"Middlesex, Massachusetts",1.1026694045174539
1386,"Middlesex, New Jersey",0.7363636363636363
1387,"Middlesex, Virginia",0.0
1388,"Midland, Michigan",0.0
1389,"Midland, Texas",0.0
1390,"Mifflin, Pennsylvania",0.0
1391,"Millard, Utah",1.3943661971830985
1392,"Mille lacs county, Minnesota",0.0
1393,"Mille lacs, Minnesota",0.0
1394,"Miller, Arkansas",0.0
1395,"Miller, Missouri",0.0
1396,"Milwaukee, Wisconsin",1.375
1397,"Mineral, Nevada",2.9444444444444446
1398,"Mineral, West Virginia",0.0
1399,"Mingo, West Virginia",0.025
1400,"Missaukee, Michigan",0.0
1401,"Mississippi, Arkansas",0.0
1402,"Mississippi, Missouri",0.0
1403,"Mitchell, North Carolina",0.0
1404,"Mobile, Alabama",1.1923076923076923
1405,"Mohave, Arizona",0.22732558139534884
1406,"Moniteau, Missouri",0.24615384615384617
1407,"Monmouth, New Jersey",0.11174785100286533
1408,"Mono, California",0.0
1409,"Monongalia, West Virginia",0.0
1410,"Monroe county, Pennsylvania",0.0
1411,"Monroe, Alabama",0.9117647058823529
1412,"Monroe, Arkansas",4.166666666666667
1413,"Monroe, Florida",0.65
1414,"Monroe, Illinois",0.0
1415,"Monroe, Indiana",0.0
1416,"Monroe, Kentucky",0.0
1417,"Monroe, Missouri",0.0
1418,"Monroe, New York",1.4285714285714286
1419,"Monroe, Ohio",0.0
1420,"Monroe, Pennsylvania",0.0
1421,"Monroe, Tennessee",0.6222222222222222
1422,"Monroe, West Virginia",4.618181818181818
1423,"Monroe, Wisconsin",0.0
1424,"Montague, Texas",0.0
1425,"Montcalm, Michigan",0.0
1426,"Monterey, California",0.0
1427,"Montgomery county, Pennsylvania",0.0
1428,"Montgomery, Alabama",0.9552238805970149
1429,"Montgomery, Arkansas",0.0
1430,"Montgomery, Illinois",0.7407407407407407
1431,"Montgomery, Indiana",0.0
1432,"Montgomery, Kentucky",0.0
1433,"Montgomery, Missouri",0.0
1434,"Montgomery, New York",2.2467532467532467
1435,"Montgomery, North Carolina",0.0
1436,"Montgomery, Ohio",0.07432432432432433
1437,"Montgomery, Pennsylvania",0.0
1438,"Montgomery, Tennessee",0.0
1439,"Montgomery, Texas",0.0
1440,"Montgomery, Virginia",0.0
1441,"Montmorency, Michigan",0.0
1442,"Montour, Pennsylvania",0.0
1443,"Moore, North Carolina",0.0
1444,"Moore, Tennessee",0.0
1445,"Mora, New Mexico",0.0
1446,"Morehouse, Louisiana",0.0
1447,"Morgan, Alabama",0.0
1448,"Morgan, Illinois",0.0
1449,"Morgan, Indiana",0.0
1450,"Morgan, Kentucky",0.0
1451,"Morgan, Missouri",0.08354430379746836
1452,"Morgan, Ohio",0.0
1453,"Morgan, Tennessee",0.0
1454,"Morgan, Utah",0.0
1455,"Morgan, West Virginia",0.0
1456,"Morrill, Nebraska",0.0
1457,"Morris, New Jersey",0.1042830540037244
1458,"Morrison, Minnesota",5.625
1459,"Morrow, Ohio",0.0
1460,"Morrow, Oregon",0.2421052631578947
1461,"Motley, Texas",0.0
1462,"Moultrie, Illinois",1.0833333333333333
1463,"Mountrail, North Dakota",0.0
1464,"Mower, Minnesota",15.76923076923077
1465,"Muhlenberg, Kentucky",0.0
1466,"Multnomah county, Oregon",0.0
1467,"Multnomah, Oregon",0.0
1468,"Murray, Minnesota",0.0
1469,"Muskegon, Michigan",0.0
1470,"Muskingum, Ohio",0.0
1471,"Nacogdoches, Texas",0.0
1472,"Nance, Nebraska",0.0
1473,"Nantucket, Massachusetts",0.0
1474,"Napa, California",0.0
1475,"Nash, North Carolina",0.060240963855421686
1476,"Nassau, Florida",0.508888888888889
1477,"Nassau, New York",0.0
1478,"Natchitoches, Louisiana",0.0
1479,"Natrona, Wyoming",0.0
1480,"Navajo, Arizona",0.0
1481,"Nelson, Kentucky",0.0
1482,"Nelson, Virginia",0.0
1483,"Nemaha, Nebraska",0.0
1484,"Nevada county, Arkansas",0.0
1485,"Nevada, Arkansas",0.0
1486,"Nevada, California",0.0
1487,"New hanover, North Carolina",5.597350993377484
