,county,cyanide
1488,"New haven, Connecticut",0.1509433962264151
1489,"New kent, Virginia",0.0
1490,"New london, Connecticut",0.4408352668213457
1491,"Newaygo, Michigan",0.0
1492,"Newport news, Virginia",0.0
1493,"Newport, Rhode Island",0.0
1494,"Newton county, Arkansas",0.0
1495,"Newton, Arkansas",87.88461538461539
1496,"Newton, Indiana",0.0
1497,"Newton, Missouri",0.0
1498,"Nez perce, Idaho",0.0
1499,"Niagara, New York",0.0
1500,"Nicholas, Kentucky",0.0
1501,"Nicholas, West Virginia",0.0
1502,"Nicollet, Minnesota",0.0
1503,"Niobrara, Wyoming",0.0
1504,"Noble, Indiana",0.0
1505,"Noble, Ohio",0.0
1506,"Nobles, Minnesota",0.0
1507,"Nolan, Texas",0.0
1508,"Nome, Alaska",1.0
1509,"Norfolk, Massachusetts",0.0
1510,"Norfolk, Virginia",0.0
1511,"Norman, Minnesota",340.0
1512,"North slope, Alaska",0.0
1513,"Northampton county, Pennsylvania",0.0
1514,"Northampton, North Carolina",0.0
1515,"Northampton, Pennsylvania",0.0
1516,"Northampton, Virginia",0.0
1517,"Northumberland, Pennsylvania",0.0
1518,"Northumberland, Virginia",0.7349397590361446
1519,"Northwest arctic borough, Alaska",0.0
1520,"Northwest arctic, Alaska",0.0
1521,"Norton, Virginia",0.0
1522,"Nottoway, Virginia",0.0
1523,"Nuckolls, Nebraska",0.0
1524,"Nye, Nevada",0.33783783783783783
1525,"Oakland, Michigan",0.0
1526,"Obion, Tennessee",0.0
1527,"Ocean, New Jersey",0.07945205479452055
1528,"Oceana, Michigan",0.0
1529,"Ogemaw, Michigan",0.0
1530,"Ogle, Illinois",0.0
1531,"Ohio, Indiana",0.0
1532,"Ohio, Kentucky",0.18181818181818182
1533,"Ohio, West Virginia",0.0
1534,"Okaloosa county, Florida",0.0
1535,"Okaloosa, Florida",0.5301507537688442
1536,"Okanogan, Washington",0.2840909090909091
1537,"Okeechobee, Florida",0.845945945945946
1538,"Okfuskee, Oklahoma",0.0
1539,"Oklahoma, Oklahoma",0.0
1540,"Oldham, Kentucky",0.0
1541,"Olmsted, Minnesota",2.142857142857143
1542,"Oneida, New York",0.0
1543,"Oneida, Wisconsin",0.0
1544,"Onondaga, New York",0.7121212121212122
1545,"Onslow, North Carolina",0.9254237288135593
1546,"Ontario, New York",0.7804878048780488
1547,"Ontonagon, Michigan",6.666666666666667
1548,"Orange, California",0.0
1549,"Orange, Florida",0.6806629834254144
1550,"Orange, New York",0.3089005235602094
1551,"Orange, North Carolina",0.058823529411764705
1552,"Orange, Texas",0.0
1553,"Orange, Vermont",0.0
1554,"Orange, Virginia",0.0
1555,"Oregon, Missouri",0.0
1556,"Orleans, Louisiana",0.0
1557,"Orleans, New York",0.5555555555555556
1558,"Orleans, Vermont",0.0
1559,"Osage, Missouri",0.0
1560,"Osage, Oklahoma",0.0
1561,"Osceola, Florida",2.09
1562,"Osceola, Michigan",0.0
1563,"Oscoda, Michigan",0.0
1564,"Oswego, New York",0.0
1565,"Otero, New Mexico",0.0
1566,"Otoe, Nebraska",0.0
1567,"Otsego, Michigan",0.0
1568,"Otsego, New York",0.06363636363636363
1569,"Ottawa, Michigan",0.0
1570,"Ottawa, Ohio",0.0
1571,"Ottawa, Oklahoma",0.0
1572,"Otter tail, Minnesota",4.0
1573,"Ouachita, Arkansas",7.2727272727272725
1574,"Ouachita, Louisiana",0.0
1575,"Outagamie, Wisconsin",2.2222222222222223
1576,"Overton, Tennessee",0.0
1577,"Owen, Indiana",0.0
1578,"Owen, Kentucky",0.0
1579,"Owsley, Kentucky",0.0
1580,"Owyhee, Idaho",0.0
1581,"Oxford, Maine",0.0
1582,"Ozark, Missouri",0.0
1583,"Ozaukee, Wisconsin",0.0
1584,"Pacific, Washington",1.0144927536231885
1585,"Page, Virginia",0.0
1586,"Palm beach, Florida",1.9517241379310346
1587,"Pamlico, North Carolina",0.0
1588,"Park, Wyoming",0.0
1589,"Parke, Indiana",0.0
1590,"Parker, Texas",2.5
1591,"Parmer, Texas",0.0
1592,"Pasco county, Florida",0.0
1593,"Pasco, Florida",0.4822942643391521
1594,"Pasquotank, North Carolina",0.0
1595,"Passaic, New Jersey",0.02112676056338028
1596,"Patrick, Virginia",0.0
1597,"Paulding, Ohio",0.7416666666666667
1598,"Pawnee, Nebraska",0.0
1599,"Pawnee, Oklahoma",0.0
1600,"Payette, Idaho",0.0
1601,"Payne, Oklahoma",0.0
1602,"Pecos, Texas",0.0
1603,"Pemiscot, Missouri",0.0
1604,"Pend oreille, Washington",5.770833333333333
1605,"Pender, North Carolina",3.932142857142857
1606,"Pendleton, Kentucky",0.0
1607,"Pendleton, West Virginia",0.0
1608,"Pennington, Minnesota",179.16666666666666
1609,"Pennington, South Dakota",0.0
1610,"Penobscot, Maine",0.0
1611,"Peoria, Illinois",0.0
1612,"Perkins, Nebraska",0.0
1613,"Perquimans, North Carolina",0.0
1614,"Perry county, Pennsylvania",0.0
1615,"Perry, Alabama",0.0
1616,"Perry, Arkansas",0.0
1617,"Perry, Illinois",0.0
1618,"Perry, Indiana",0.0
1619,"Perry, Kentucky",0.0
1620,"Perry, Missouri",0.0
1621,"Perry, Ohio",0.0
1622,"Perry, Pennsylvania",0.0
1623,"Perry, Tennessee",1.46
1624,"Pershing, Nevada",0.0
1625,"Person, North Carolina",0.0
1626,"Petersburg, Alaska",0.0
1627,"Pettis, Missouri",0.0
1628,"Phelps, Missouri",0.0
1629,"Phelps, Nebraska",0.0
1630,"Philadelphia, Pennsylvania",44.333333333333336
1631,"Phillips, Arkansas",10.0
1632,"Piatt, Illinois",0.0
1633,"Pickaway, Ohio",0.309433962264151
1634,"Pickens, Alabama",0.0
1635,"Pierce county, Washington",0.0
1636,"Pierce, Nebraska",0.0
1637,"Pierce, Washington",0.028417266187050358
1638,"Pike, Alabama",1.3333333333333333
1639,"Pike, Arkansas",0.0
1640,"Pike, Illinois",0.0
1641,"Pike, Indiana",0.5
1642,"Pike, Kentucky",0.0
1643,"Pike, Missouri",0.0
1644,"Pike, Ohio",0.0
1645,"Pike, Pennsylvania",0.0
1646,"Pima, Arizona",0.020491803278688523
1647,"Pinal, Arizona",0.11864406779661017
1648,"Pine, Minnesota",0.0
1649,"Pinellas, Florida",0.21212121212121213
1650,"Pipestone, Minnesota",0.0
1651,"Piscataquis, Maine",0.0
1652,"Pitt, North Carolina",0.2518518518518519
1653,"Pittsburg, Oklahoma",0.0
1654,"Pittsylvania, Virginia",0.0
1655,"Piute, Utah",0.0
1656,"Placer, California",2.1543624161073827
1657,"Plaquemines, Louisiana",0.0
1658,"Platte, Missouri",0.0
1659,"Platte, Nebraska",0.0
1660,"Platte, Wyoming",0.0
1661,"Pleasants, West Virginia",0.0
1662,"Plumas, California",0.0
1663,"Plymouth, Massachusetts",0.07042253521126761
1664,"Pocahontas, Iowa",0.0
1665,"Pocahontas, West Virginia",0.0
1666,"Poinsett, Arkansas",0.0
1667,"Pointe coupee parish, Louisiana",0.0
1668,"Pointe coupee, Louisiana",0.0
1669,"Polk, Arkansas",0.0
1670,"Polk, Florida",0.32418772563176906
1671,"Polk, Minnesota",0.0
1672,"Polk, Missouri",0.0
1673,"Polk, Nebraska",0.0
1674,"Polk, North Carolina",0.0
1675,"Polk, Oregon",0.0
1676,"Polk, Tennessee",0.0
1677,"Polk, Texas",0.0
1678,"Pope, Arkansas",0.0
1679,"Pope, Illinois",0.0
1680,"Pope, Minnesota",0.0
1681,"Portage, Ohio",0.12378048780487803
1682,"Porter, Indiana",0.0
1683,"Portsmouth, Virginia",0.0
1684,"Posey, Indiana",0.0
1685,"Pottawatomie, Oklahoma",0.0
1686,"Potter, Pennsylvania",0.0
1687,"Powell, Kentucky",0.0
1688,"Power, Idaho",0.0
1689,"Powhatan, Virginia",0.0
1690,"Prairie, Arkansas",0.0
1691,"Preble, Ohio",0.0
1692,"Presidio, Texas",0.0
1693,"Presque isle, Michigan",0.0
1694,"Preston, West Virginia",0.0
1695,"Price, Wisconsin",0.0
1696,"Prince edward, Virginia",0.0
1697,"Prince george, Virginia",0.0
1698,"Prince of wales-hyder, Alaska",0.0
1699,"Prince william, Virginia",0.0
1700,"Providence, Rhode Island",0.0
1701,"Pulaski, Arkansas",0.0
1702,"Pulaski, Illinois",0.0
1703,"Pulaski, Indiana",1.25
1704,"Pulaski, Kentucky",0.0
1705,"Pulaski, Missouri",0.0
1706,"Pulaski, Virginia",0.0
1707,"Putnam county, Indiana",0.0
1708,"Putnam, Florida",1.554545454545455
1709,"Putnam, Illinois",0.0
1710,"Putnam, Indiana",0.0
1711,"Putnam, New York",0.3349875930521092
1712,"Putnam, Ohio",0.3333333333333333
1713,"Putnam, Tennessee",0.0
1714,"Putnam, West Virginia",0.0
1715,"Quay, New Mexico",0.0
1716,"Queen anne's, Maryland",0.0
1717,"Racine, Wisconsin",7.75
1718,"Raleigh, West Virginia",0.0
1719,"Ramsey, Minnesota",4.137931034482759
1720,"Ramsey, North Dakota",0.0
1721,"Randall, Texas",0.0
1722,"Randolph, Alabama",1.9333333333333333
1723,"Randolph, Arkansas",0.0
1724,"Randolph, Illinois",0.5645833333333333
1725,"Randolph, Indiana",1.4285714285714286
1726,"Randolph, Missouri",0.0
1727,"Randolph, North Carolina",0.16741573033707866
1728,"Randolph, West Virginia",0.0
1729,"Rapides, Louisiana",0.0
1730,"Rappahannock, Virginia",0.0
1731,"Red lake county, Minnesota",0.0
1732,"Red lake, Minnesota",0.0
1733,"Red river, Louisiana",0.0
1734,"Red willow, Nebraska",0.0
1735,"Redwood, Minnesota",0.0
1736,"Refugio, Texas",0.0
1737,"Rensselaer, New York",2.7735849056603774
1738,"Renville, Minnesota",0.0
1739,"Reynolds, Missouri",0.0
1740,"Rhea, Tennessee",0.0
1741,"Rice, Minnesota",52.888888888888886
1742,"Rich, Utah",0.0
1743,"Richardson, Nebraska",0.0
1744,"Richland, Illinois",0.0
1745,"Richland, Louisiana",0.0
1746,"Richland, Ohio",0.09875776397515529
1747,"Richmond, North Carolina",0.0
1748,"Richmond, Virginia",2.375
1749,"Rio arriba, New Mexico",0.0
1750,"Ripley, Indiana",0.0
1751,"Ripley, Missouri",0.0
1752,"Ritchie, West Virginia",0.0
1753,"Riverside, California",0.48792041686404547
1754,"Roane, Tennessee",0.0
1755,"Roane, West Virginia",0.0
1756,"Roanoke, Virginia",0.0
1757,"Robertson, Tennessee",0.0
1758,"Robertson, Texas",0.0
1759,"Robeson, North Carolina",0.0
1760,"Rock island, Illinois",0.143125
1761,"Rock, Minnesota",0.0
1762,"Rock, Nebraska",0.0
1763,"Rock, Wisconsin",0.0
1764,"Rockbridge, Virginia",0.0
1765,"Rockcastle, Kentucky",3.0
1766,"Rockingham, New Hampshire",0.08761061946902655
1767,"Rockingham, North Carolina",0.547945205479452
1768,"Rockingham, Virginia",0.0
1769,"Rockland, New York",0.03773584905660377
1770,"Roosevelt, New Mexico",0.0
1771,"Roscommon, Michigan",0.0
1772,"Roseau, Minnesota",51.48148148148148
1773,"Ross, Ohio",0.0
1774,"Rowan county, North Carolina",0.0
1775,"Rowan, Kentucky",0.0
1776,"Rowan, North Carolina",0.0
1777,"Rush, Indiana",0.0
1778,"Rusk, Texas",10.0
1779,"Russell, Alabama",0.0
1780,"Russell, Kentucky",0.0
1781,"Russell, Virginia",0.0
1782,"Rutherford, North Carolina",0.0
1783,"Rutherford, Tennessee",0.0
1784,"Rutland, Vermont",0.0
1785,"Sabine, Louisiana",0.0
1786,"Sabine, Texas",0.0
1787,"Sacramento county, California",0.0
1788,"Sacramento, California",0.0
1789,"Sagadahoc, Maine",0.0
1790,"Saginaw, Michigan",0.0
1791,"Saint bernard, Louisiana",0.0
1792,"Saint charles, Missouri",0.0
1793,"Saint clair, Michigan",0.0
1794,"Saint francois, Missouri",0.0
1795,"Saint james, Louisiana",0.0
1796,"Saint joseph, Michigan",0.0
1797,"Saint landry, Louisiana",0.0
1798,"Saint lawrence, New York",10.733333333333333
1799,"Saint louis, Minnesota",0.0
1800,"Saint louis, Missouri",0.0
1801,"Saint tammany, Louisiana",0.0
1802,"Salem, New Jersey",0.0763888888888889
1803,"Salem, Virginia",0.0
1804,"Saline county, Arkansas",0.0
1805,"Saline, Arkansas",0.0
1806,"Saline, Illinois",0.0
1807,"Saline, Nebraska",0.0
1808,"Salt lake, Utah",0.3233695652173913
1809,"Sampson, North Carolina",0.0
1810,"San benito, California",0.0
1811,"San bernardino county, California",0.0
1812,"San bernardino, California",0.02169378389653734
1813,"San diego county, California",0.0
1814,"San diego, California",0.33277870216306155
1815,"San francisco, California",0.0
1816,"San jacinto, Texas",0.0
1817,"San joaquin, California",0.09394812680115275
1818,"San juan, New Mexico",0.05629213483146067
1819,"San juan, Utah",0.38461538461538464
1820,"San juan, Washington",0.0
1821,"San luis obispo, California",0.5008944543828264
1822,"San mateo, California",0.0
1823,"San miguel, New Mexico",1.2866666666666666
1824,"San patricio, Texas",0.0
1825,"Sandoval, New Mexico",0.16574585635359115
1826,"Sandusky, Ohio",0.18181818181818182
1827,"Sangamon, Illinois",0.0
1828,"Sanilac, Michigan",0.0
1829,"Sanpete, Utah",0.0
1830,"Santa barbara, California",0.2631578947368421
1831,"Santa clara, California",0.017487046632124352
1832,"Santa cruz, Arizona",0.6610169491525424
1833,"Santa cruz, California",0.0
1834,"Santa fe, New Mexico",0.2511520737327189
1835,"Santa rosa county, Florida",0.6785714285714286
1836,"Santa rosa, Florida",0.05714285714285714
1837,"Sarasota, Florida",0.40975609756097564
1838,"Saratoga, New York",0.22082018927444794
1839,"Sarpy, Nebraska",0.0
1840,"Sauk, Wisconsin",0.0
1841,"Saunders, Nebraska",0.0
1842,"Sawyer, Wisconsin",1.3636363636363635
1843,"Schenectady, New York",2.4166666666666665
1844,"Schoharie, New York",0.0
1845,"Schoolcraft, Michigan",0.0
1846,"Schuyler, Illinois",1.55
1847,"Schuyler, New York",0.19
1848,"Schuylkill, Pennsylvania",0.20408163265306123
1849,"Scioto, Ohio",0.0
1850,"Scotland, Missouri",0.0
1851,"Scotland, North Carolina",0.0
1852,"Scott, Arkansas",0.0
1853,"Scott, Illinois",0.0
1854,"Scott, Indiana",0.0
1855,"Scott, Iowa",0.0
1856,"Scott, Kentucky",0.0
1857,"Scott, Minnesota",4.823529411764706
1858,"Scott, Missouri",0.0
1859,"Scott, Tennessee",0.0
1860,"Scott, Virginia",0.0
1861,"Scotts bluff, Nebraska",0.0
1862,"Searcy, Arkansas",4.285714285714286
1863,"Sebastian, Arkansas",0.0
1864,"Seminole county, Florida",1.2
1865,"Seminole, Florida",2.4733870967741933
1866,"Seminole, Oklahoma",0.0
1867,"Seneca, New York",4.828571428571428
1868,"Seneca, Ohio",1.8679245283018868
1869,"Sevier, Arkansas",0.0
1870,"Sevier, Tennessee",0.0
1871,"Sevier, Utah",1.465201465201465
1872,"Seward, Nebraska",0.0
1873,"Shannon, Missouri",1.125
1874,"Shannon, South Dakota",0.0
1875,"Sharp county, Arkansas",0.0
1876,"Sharp, Arkansas",0.0
1877,"Shasta, California",0.0
1878,"Shawano, Wisconsin",0.0
1879,"Sheboygan, Wisconsin",0.0
1880,"Shelby, Alabama",0.05775862068965518
1881,"Shelby, Illinois",0.0
1882,"Shelby, Indiana",0.0
1883,"Shelby, Kentucky",0.0
1884,"Shelby, Missouri",0.0
1885,"Shelby, Ohio",0.0
1886,"Shelby, Tennessee",12.0
1887,"Shelby, Texas",11.4
1888,"Shenandoah, Virginia",0.0
1889,"Sherburne, Minnesota",0.0
1890,"Sheridan, Nebraska",0.0
1891,"Sheridan, Wyoming",0.0
1892,"Sherman, Nebraska",0.0
1893,"Sherman, Oregon",0.0
1894,"Shiawassee, Michigan",0.0
1895,"Shoshone, Idaho",0.0
1896,"Sibley, Minnesota",0.0
1897,"Sierra, New Mexico",0.0
1898,"Silverbow, Montana",0.0
1899,"Simpson, Kentucky",0.0
1900,"Sioux, Nebraska",0.0
1901,"Sitka city and, Alaska",0.0
1902,"Skagit, Washington",0.0
1903,"Skagway, Alaska",0.0
1904,"Skamania, Washington",0.0
1905,"Smith, Tennessee",0.0
1906,"Smith, Texas",2.4444444444444446
1907,"Smyth, Virginia",0.0
1908,"Snohomish county, Washington",0.0
1909,"Snohomish, Washington",0.0
1910,"Snyder county, Pennsylvania",0.0
1911,"Snyder, Pennsylvania",0.0
1912,"Socorro, New Mexico",0.22727272727272727
1913,"Solano, California",0.0
1914,"Somerset, Maine",1.2162162162162162
1915,"Somerset, New Jersey",0.06611570247933884
1916,"Somerset, Pennsylvania",0.0
1917,"Sonoma, California",0.0
1918,"Southampton, Virginia",0.0
1919,"Southeast fairbanks census area, Alaska",0.0
1920,"Southeast fairbanks, Alaska",0.3384615384615385
1921,"Spencer, Indiana",0.0
1922,"Spokane, Washington",0.20977443609022556
1923,"Spotsylvania, Virginia",0.0
1924,"St clair, Alabama",0.0
1925,"St helena, Louisiana",0.0
1926,"St joseph, Indiana",0.0
1927,"St landry, Louisiana",0.0
1928,"St lawrence, New York",0.0
1929,"St louis, Missouri",0.0
1930,"St tammany, Louisiana",0.0
1931,"St. bernard, Louisiana",0.0
1932,"St. charles, Louisiana",0.0
1933,"St. charles, Missouri",0.0
1934,"St. clair, Alabama",0.0
1935,"St. clair, Illinois",0.5700000000000001
1936,"St. clair, Michigan",0.0
1937,"St. clair, Missouri",0.0
1938,"St. croix, Wisconsin",0.0
1939,"St. francis, Arkansas",0.0
1940,"St. francois, Missouri",0.0
1941,"St. helena, Louisiana",0.0
1942,"St. james, Louisiana",0.0
1943,"St. john the baptist parish, Louisiana",0.0
1944,"St. john the baptist, Louisiana",0.0
1945,"St. johns, Florida",0.9246575342465754
1946,"St. joseph county, Indiana",0.0
1947,"St. joseph, Indiana",0.0
1948,"St. joseph, Michigan",0.0
1949,"St. landry, Louisiana",0.0
1950,"St. lawrence, New York",1.2272727272727273
1951,"St. louis, Minnesota",12.448979591836734
1952,"St. lucie, Florida",4.614754098360656
1953,"St. martin parish, Louisiana",0.0
1954,"St. martin, Louisiana",0.0
1955,"St. mary parish, Louisiana",0.0
1956,"St. mary, Louisiana",0.0
1957,"St. tammany parish, Louisiana",0.0
1958,"St. tammany, Louisiana",0.0
1959,"Stafford, Virginia",1.1111111111111112
1960,"Stanislaus, California",0.0
1961,"Stanly, North Carolina",0.0
1962,"Stanton, Nebraska",0.0
1963,"Stark, Illinois",0.0
1964,"Stark, Ohio",0.0
1965,"Starke, Indiana",0.0
1966,"Staunton, Virginia",0.0
1967,"Ste. genevieve, Missouri",0.0
1968,"Stearns, Minnesota",0.0
1969,"Steele, Minnesota",0.0
1970,"Stephenson, Illinois",0.0
1971,"Steuben, Indiana",0.0
1972,"Steuben, New York",4.126344086021505
1973,"Stevens, Minnesota",0.0
1974,"Stevens, Washington",1.922222222222222
1975,"Stewart, Tennessee",0.6222222222222222
1976,"Stoddard, Missouri",0.0
1977,"Stokes, North Carolina",0.0
1978,"Stone, Arkansas",6.666666666666667
1979,"Stone, Missouri",0.06086956521739131
1980,"Storey, Nevada",1.4705882352941178
1981,"Strafford, New Hampshire",0.0
1982,"Stutsman, North Dakota",0.0
1983,"Sublette, Wyoming",0.0
1984,"Suffolk city, Virginia",0.0
1985,"Suffolk, Massachusetts",1.8285714285714285
1986,"Suffolk, Virginia",0.0
1987,"Sullivan, Indiana",0.0
1988,"Sullivan, New Hampshire",0.0
1989,"Sullivan, New York",1.358744394618834
1990,"Sullivan, Pennsylvania",0.0
1991,"Sullivan, Tennessee",2.6
1992,"Summers, West Virginia",0.0
1993,"Summit, Ohio",0.0008786610878661089
1994,"Summit, Utah",0.16374269005847952
1995,"Sumner, Tennessee",0.0
1996,"Sumter, Alabama",0.625
1997,"Sumter, Florida",0.038461538461538464
1998,"Surry, North Carolina",0.0
1999,"Surry, Virginia",0.0
2000,"Susquehanna, Pennsylvania",0.0
2001,"Sussex, New Jersey",0.19406392694063926
2002,"Sussex, Virginia",0.0
2003,"Sutter, California",0.0
2004,"Sutton, Texas",0.0
2005,"Suwannee, Florida",0.565625
2006,"Swain, North Carolina",0.2857142857142857
2007,"Sweetwater county, Wyoming",0.0
2008,"Sweetwater, Wyoming",0.1527777777777778
2009,"Swift county, Minnesota",0.0
2010,"Swift, Minnesota",0.0
2011,"Switzerland, Indiana",0.0
2012,"Talladega, Alabama",3.1594202898550723
2013,"Tallapoosa, Alabama",0.0
2014,"Taney, Missouri",0.1368421052631579
2015,"Tangipahoa parish, Louisiana",0.0
2016,"Tangipahoa, Louisiana",0.0
2017,"Taos, New Mexico",0.07483870967741935
2018,"Tarrant, Texas",15.675
2019,"Taylor, Florida",0.0
2020,"Taylor, Kentucky",0.0
2021,"Taylor, West Virginia",0.6666666666666666
2022,"Tazewell, Illinois",0.11940298507462686
2023,"Tazewell, Virginia",0.0
2024,"Tensas, Louisiana",0.0
2025,"Terrebonne, Louisiana",0.0
2026,"Teton, Idaho",0.0
2027,"Teton, Wyoming",0.0
2028,"Texas, Missouri",0.0
2029,"Texas, Oklahoma",0.0
2030,"Thayer, Nebraska",0.0
2031,"Thomas, Nebraska",0.0
2032,"Thurston, Nebraska",0.0
2033,"Thurston, Washington",0.0
2034,"Tillamook county, Oregon",0.0
2035,"Tillamook, Oregon",0.0
2036,"Tillman, Oklahoma",0.0
2037,"Tioga county, Pennsylvania",0.0
2038,"Tioga, New York",0.0
2039,"Tioga, Pennsylvania",0.0
2040,"Tippecanoe, Indiana",4.545454545454546
2041,"Tipton, Indiana",0.0
2042,"Tipton, Tennessee",0.0
2043,"Titus, Texas",0.0
2044,"Todd, Kentucky",0.0
2045,"Todd, Minnesota",0.0
2046,"Todd, South Dakota",0.0
2047,"Tolland, Connecticut",0.29073482428115016
2048,"Tom green, Texas",0.0
2049,"Tompkins, New York",0.2713178294573643
2050,"Tooele, Utah",0.018292682926829267
2051,"Torrance, New Mexico",0.11320754716981132
2052,"Transylvania, North Carolina",0.0
2053,"Traverse, Minnesota",0.0
2054,"Travis, Texas",1.6666666666666667
2055,"Trigg, Kentucky",0.0
2056,"Trimble, Kentucky",0.0
2057,"Trousdale, Tennessee",0.0
2058,"Trumbull, Ohio",0.41627906976744183
2059,"Tucker, West Virginia",0.0
2060,"Tulare, California",0.0
2061,"Tuolumne, California",0.0
2062,"Tuscaloosa, Alabama",0.0
2063,"Tuscarawas, Ohio",0.0
2064,"Tuscola, Michigan",0.0
2065,"Tyler, Texas",0.0
2066,"Tyler, West Virginia",0.0
2067,"Tyrrell, North Carolina",0.0
2068,"Uinta, Wyoming",0.0
2069,"Uintah, Utah",0.0
2070,"Ulster, New York",0.9668449197860963
2071,"Umatilla, Oregon",0.050746268656716415
2072,"Union county, Pennsylvania",0.0
2073,"Union parish, Louisiana",0.0
2074,"Union, Arkansas",1.2621359223300972
2075,"Union, Florida",0.6111111111111112
2076,"Union, Illinois",0.0
2077,"Union, Indiana",0.0
2078,"Union, Kentucky",0.0
2079,"Union, Louisiana",0.0
2080,"Union, New Jersey",0.0
2081,"Union, New Mexico",0.0
2082,"Union, North Carolina",0.0
2083,"Union, Ohio",0.0
2084,"Union, Oregon",0.0
2085,"Union, Pennsylvania",0.0
2086,"Union, Tennessee",0.0
2087,"Upshur, Texas",4.0
2088,"Upshur, West Virginia",0.0
2089,"Utah, Utah",0.0
2090,"Uvalde, Texas",9.0
2091,"Val verde, Texas",0.0
2092,"Valdez-cordova, Alaska",0.0
2093,"Valencia, New Mexico",0.18793103448275864
2094,"Valley, Idaho",0.0
2095,"Valley, Nebraska",7.0
2096,"Van buren, Arkansas",0.0
2097,"Van buren, Michigan",0.0
2098,"Van wert, Ohio",0.35666666666666663
2099,"Van zandt, Texas",0.0
2100,"Vance, North Carolina",0.0
2101,"Vanderburgh, Indiana",0.0
2102,"Venango, Pennsylvania",0.0
2103,"Ventura, California",0.2658959537572254
2104,"Vermilion, Illinois",0.09999999999999999
2105,"Vermilion, Louisiana",0.0
2106,"Vermillion county, Indiana",0.0
2107,"Vermillion, Indiana",0.21052631578947367
2108,"Vernon, Louisiana",0.0
2109,"Vernon, Missouri",0.0
2110,"Vernon, Wisconsin",6.0
2111,"Victoria, Texas",0.0
2112,"Vigo, Indiana",0.15789473684210525
2113,"Vilas, Wisconsin",0.0
2114,"Vinton, Ohio",0.0
2115,"Volusia, Florida",2.683838383838383
2116,"Wabash, Illinois",0.3125
2117,"Wabash, Indiana",0.0
2118,"Wabasha, Minnesota",0.0
2119,"Wade hampton, Alaska",0.0
2120,"Wadena, Minnesota",0.0
2121,"Wahkiakum, Washington",0.0
2122,"Wake, North Carolina",0.3404669260700389
2123,"Wakulla, Florida",0.0
2124,"Waldo, Maine",0.0
2125,"Walker, Alabama",0.0
2126,"Walker, Texas",0.0
2127,"Walla walla, Washington",0.0
2128,"Waller, Texas",0.0
2129,"Wallowa, Oregon",0.0
2130,"Walsh, North Dakota",0.0
2131,"Walton, Florida",0.0
2132,"Walworth, Wisconsin",0.0
2133,"Ward, Texas",0.0
2134,"Warren county, Pennsylvania",0.0
2135,"Warren, Illinois",0.0
2136,"Warren, Indiana",0.0
2137,"Warren, Kentucky",0.0
2138,"Warren, Missouri",0.39999999999999997
2139,"Warren, New Jersey",0.10952380952380952
2140,"Warren, New York",2.3153846153846156
2141,"Warren, North Carolina",0.0
2142,"Warren, Ohio",0.0
2143,"Warren, Pennsylvania",0.0
2144,"Warren, Tennessee",0.0
2145,"Warren, Virginia",0.0
2146,"Warrick, Indiana",0.0
2147,"Wasatch, Utah",0.0
2148,"Wasco, Oregon",0.0
2149,"Waseca, Minnesota",0.0
2150,"Washakie, Wyoming",0.0
2151,"Washburn, Wisconsin",0.0
2152,"Washington county, Florida",0.0
2153,"Washington county, Pennsylvania",0.0
2154,"Washington county, Rhode Island",0.0
2155,"Washington parish, Louisiana",0.0
2156,"Washington, Alabama",0.47058823529411764
2157,"Washington, Arkansas",0.0
2158,"Washington, Florida",0.42857142857142855
2159,"Washington, Idaho",0.0
2160,"Washington, Illinois",0.0
2161,"Washington, Indiana",0.0
2162,"Washington, Kentucky",0.0
2163,"Washington, Louisiana",0.0
2164,"Washington, Maine",0.0
2165,"Washington, Minnesota",0.0
2166,"Washington, Missouri",0.0
2167,"Washington, Nebraska",0.0
2168,"Washington, New York",0.7142857142857143
2169,"Washington, North Carolina",0.0
2170,"Washington, Ohio",0.0
2171,"Washington, Oregon",0.0
2172,"Washington, Pennsylvania",0.0
2173,"Washington, Rhode Island",0.09774436090225563
2174,"Washington, Tennessee",0.0
2175,"Washington, Utah",0.0
2176,"Washington, Vermont",0.1111111111111111
2177,"Washington, Wisconsin",0.0
2178,"Washita, Oklahoma",0.0
2179,"Washoe, Nevada",0.52018779342723
2180,"Washtenaw, Michigan",0.0
2181,"Watauga, North Carolina",0.5369127516778524
2182,"Watonwan, Minnesota",0.0
2183,"Waukesha, Wisconsin",0.0
2184,"Waushara, Wisconsin",0.0
2185,"Wayne, Illinois",0.0
2186,"Wayne, Indiana",0.5263157894736842
2187,"Wayne, Kentucky",0.0
2188,"Wayne, Missouri",0.0
2189,"Wayne, Nebraska",0.0
2190,"Wayne, New York",0.06493506493506493
2191,"Wayne, North Carolina",0.0
2192,"Wayne, Ohio",0.13846153846153847
2193,"Wayne, Pennsylvania",0.0
2194,"Wayne, Tennessee",0.0
2195,"Wayne, Utah",0.0
2196,"Wayne, West Virginia",0.0
2197,"Waynesboro city, Virginia",0.0
2198,"Weakley, Tennessee",0.0
2199,"Webb, Texas",0.0
2200,"Weber, Utah",0.0
2201,"Webster, Kentucky",0.0
2202,"Webster, Louisiana",0.0
2203,"Webster, Missouri",0.0
2204,"Webster, Nebraska",0.0
2205,"Webster, West Virginia",0.0
2206,"Wells, Indiana",0.0
