,county,benzo(a)pyrene
795,"Granite, Montana",0.0
796,"Grant, Arkansas",0.0
797,"Grant, Indiana",0.0
798,"Grant, Kansas",0.0
799,"Grant, Kentucky",0.0
800,"Grant, Louisiana",0.0
801,"Grant, Minnesota",0.0
802,"Grant, Nebraska",0.0
803,"Grant, New Mexico",0.0
804,"Grant, Oklahoma",0.0
805,"Grant, Oregon",0.0
806,"Grant, South Dakota",0.0
807,"Grant, Washington",0.0
808,"Grant, West Virginia",0.0
809,"Grant, Wisconsin",0.0
810,"Granville, North Carolina",0.0
811,"Gratiot, Michigan",0.0
812,"Graves, Kentucky",0.0
813,"Gray, Texas",0.0
814,"Grays harbor, Washington",0.0
815,"Grayson, Kentucky",0.0
816,"Grayson, Texas",0.0
817,"Grayson, Virginia",0.0
818,"Greeley, Nebraska",0.0
819,"Green lake, Wisconsin",0.0
820,"Green, Kentucky",0.0
821,"Green, Wisconsin",0.0
822,"Greenbrier, West Virginia",0.0
823,"Greene, Alabama",0.0
824,"Greene, Arkansas",0.0
825,"Greene, Illinois",0.0
826,"Greene, Indiana",0.0
827,"Greene, Iowa",0.0
828,"Greene, Missouri",0.0
829,"Greene, New York",0.0
830,"Greene, North Carolina",0.0
831,"Greene, Ohio",0.0
832,"Greene, Pennsylvania",0.0
833,"Greene, Virginia",0.0
834,"Greenlee, Arizona",0.0
835,"Greensville, Virginia",0.0
836,"Greenup, Kentucky",0.0
837,"Greenville, South Carolina",0.0
838,"Greenwood, South Carolina",0.0
839,"Gregg, Texas",0.0
840,"Gregory, South Dakota",0.0
841,"Grimes, Texas",0.0
842,"Grundy, Illinois",0.0
843,"Grundy, Iowa",0.0
844,"Guadalupe, New Mexico",0.0
845,"Guadalupe, Texas",0.0
846,"Guilford, North Carolina",0.0
847,"Guillford, North Carolina",0.0
848,"Gulf, Florida",0.0
849,"Guthrie, Iowa",0.0
850,"Hale, Alabama",0.0
851,"Hale, Texas",0.0
852,"Halifax, North Carolina",0.0
853,"Halifax, Virginia",0.0
854,"Hall, Nebraska",0.0
855,"Hall, Texas",0.0
856,"Hamilton, Florida",0.0
857,"Hamilton, Indiana",0.0
858,"Hamilton, Iowa",0.0
859,"Hamilton, Nebraska",0.0
860,"Hamilton, New York",0.0
861,"Hamilton, Ohio",0.0
862,"Hamilton, Tennessee",0.0
863,"Hamilton, Texas",0.0
864,"Hamlin, South Dakota",0.0
865,"Hampden, Massachusetts",0.0
866,"Hampshire, Massachusetts",0.0
867,"Hampshire, West Virginia",0.0
868,"Hampton, South Carolina",0.0
869,"Hancock, Illinois",0.0
870,"Hancock, Indiana",0.0
871,"Hancock, Iowa",0.0
872,"Hancock, Kentucky",0.0
873,"Hancock, Maine",0.0
874,"Hancock, West Virginia",0.0
875,"Hanover, Virginia",0.0
876,"Hansford, Texas",0.0
877,"Hardee, Florida",0.0
878,"Hardeman, Texas",0.0
879,"Hardin, Illinois",0.0
880,"Hardin, Iowa",0.0
881,"Hardin, Kentucky",0.0
882,"Hardin, Texas",0.0
883,"Harding, New Mexico",0.0
884,"Harding, South Dakota",0.0
885,"Hardy, West Virginia",0.0
886,"Harford county, Maryland",0.0
887,"Harford, Maryland",0.0
888,"Harlan, Kentucky",0.0
889,"Harlan, Nebraska",0.0
890,"Harnett, North Carolina",0.0
891,"Harney, Oregon",0.0
892,"Harris, Texas",0.0003255208333333333
893,"Harrison, Indiana",0.0
894,"Harrison, Iowa",0.0
895,"Harrison, Kentucky",0.0
896,"Harrison, Texas",0.001276595744680851
897,"Harrison, West Virginia",0.0
898,"Harrisonburg, Virginia",0.0
899,"Hart, Kentucky",0.0
900,"Hartford, Connecticut",0.0
901,"Hartley, Texas",0.0
902,"Haskell, Texas",0.0
903,"Hawaii, Hawaii",0.0
904,"Hawkins, Tennessee",0.0
905,"Hayes, Nebraska",0.0
906,"Hays, Texas",0.0
907,"Haywood, North Carolina",0.0
908,"Hemphill, Texas",0.0
909,"Hempstead, Arkansas",0.0
910,"Henderson, Illinois",0.0
911,"Henderson, Kentucky",0.0
912,"Henderson, North Carolina",0.0
913,"Henderson, Texas",0.0
914,"Hendricks, Indiana",0.0
915,"Hendry, Florida",0.0
916,"Hennepin, Minnesota",0.0
917,"Henrico, Virginia",0.0
918,"Henry, Alabama",0.0
919,"Henry, Illinois",0.0
920,"Henry, Indiana",0.0
921,"Henry, Iowa",0.0
922,"Henry, Kentucky",0.0
923,"Henry, Ohio",0.0
924,"Henry, Virginia",0.0
925,"Herkimer, New York",0.0
926,"Hernando, Florida",0.0006296296296296297
927,"Hertford, North Carolina",0.0
928,"Hickman, Kentucky",0.0
929,"Hidalgo, New Mexico",0.0
930,"Hidalgo, Texas",0.0
931,"Highland, Ohio",0.0
932,"Highlands, Florida",0.0
933,"Hill, Montana",0.0
934,"Hill, Texas",0.0
935,"Hills, Florida",0.0
936,"Hills, New Hampshire",0.0
937,"Hillsborough county, Florida",0.0
938,"Hillsborough county, New Hampshire",0.0
939,"Hillsborough, Florida",0.0
940,"Hillsborough, New Hampshire",0.0
941,"Hitchcock, Nebraska",0.0
942,"Hocking, Ohio",0.0
943,"Hockley, Texas",0.0
944,"Hoke, North Carolina",0.0
945,"Holmes, Florida",0.0
946,"Holmes, Ohio",0.0
947,"Holt, Nebraska",0.0
948,"Honolulu, Hawaii",0.0
949,"Hood river, Oregon",0.0
950,"Hood, Texas",0.0
951,"Hooker, Nebraska",0.0
952,"Hopewell, Virginia",0.0
953,"Hopkins, Kentucky",0.0
954,"Hopkins, Texas",0.0
955,"Horry, South Carolina",0.0
956,"Hot spring, Arkansas",0.0
957,"Hot springs, Wyoming",0.0
958,"Houston, Alabama",0.0
959,"Houston, Minnesota",0.0
960,"Houston, Texas",0.0
961,"Howard, Arkansas",0.0
962,"Howard, Indiana",0.0
963,"Howard, Iowa",0.0
964,"Howard, Maryland",0.0
965,"Howard, Nebraska",0.0
966,"Howard, Texas",0.0
967,"Hubbard, Minnesota",0.0
968,"Hudson, New Jersey",0.0
969,"Hudspeth, Texas",0.0
970,"Hughes, South Dakota",0.0
971,"Humboldt, Iowa",0.0
972,"Humboldt, Nevada",0.0
973,"Hunt, Texas",0.0
974,"Hunterdon, New Jersey",0.0
975,"Huntingdon, Pennsylvania",0.0
976,"Huntington, Indiana",0.0
977,"Huron, Ohio",0.0
978,"Hutchinson, Texas",0.0
979,"Hyde, North Carolina",0.0
980,"Iberia parish, Louisiana",0.0
981,"Iberia, Louisiana",0.0
982,"Iberville, Louisiana",0.0
983,"Ida, Iowa",0.0
984,"Idaho, Idaho",0.0
985,"Imperial, California",0.0
986,"Independence, Arkansas",0.0
987,"Indian river, Florida",0.0
988,"Indiana, Pennsylvania",0.0
989,"Ingham, Michigan",0.0
990,"Inyo, California",0.0
991,"Iowa, Iowa",0.0
992,"Iowa, Wisconsin",0.0
993,"Iredell, North Carolina",0.0
994,"Irion, Texas",0.0
995,"Iron, Michigan",0.0
996,"Iron, Utah",0.0
997,"Iroquois, Illinois",0.0005465116279069767
998,"Isabella, Michigan",0.0
999,"Isanti, Minnesota",0.0
1000,"Island, Washington",0.0
1001,"Itasca, Minnesota",0.0
1002,"Izard, Arkansas",0.0
1003,"Jack, Texas",0.0
1004,"Jackson county, Florida",0.0
1005,"Jackson, Alabama",0.0
1006,"Jackson, Arkansas",0.0
1007,"Jackson, Florida",0.0
1008,"Jackson, Illinois",0.0
1009,"Jackson, Indiana",0.0
1010,"Jackson, Iowa",0.0
1011,"Jackson, Kentucky",0.0
1012,"Jackson, Louisiana",0.0
1013,"Jackson, Michigan",0.0
1014,"Jackson, Minnesota",0.0
1015,"Jackson, Missouri",0.0
1016,"Jackson, North Carolina",8.92018779342723e-05
1017,"Jackson, Oregon",0.0
1018,"Jackson, Texas",0.0
1019,"Jackson, West Virginia",0.0
1020,"Jackson, Wisconsin",0.0
1021,"James city, Virginia",0.0
1022,"Jasper, Illinois",0.0
1023,"Jasper, Indiana",0.0
1024,"Jasper, Iowa",0.0
1025,"Jasper, Missouri",0.0
1026,"Jasper, South Carolina",0.0
1027,"Jasper, Texas",0.0
1028,"Jay, Indiana",0.0
1029,"Jeff davis, Texas",0.0
1030,"Jefferson county, Florida",0.0
1031,"Jefferson county, Pennsylvania",0.0
1032,"Jefferson davis, Louisiana",0.0
1033,"Jefferson, Alabama",0.0
1034,"Jefferson, Arkansas",0.0
1035,"Jefferson, Florida",0.0
1036,"Jefferson, Idaho",0.0
1037,"Jefferson, Indiana",0.0
1038,"Jefferson, Iowa",0.0
1039,"Jefferson, Kentucky",0.0
1040,"Jefferson, Louisiana",0.0
1041,"Jefferson, Montana",0.0
1042,"Jefferson, Nebraska",0.0
1043,"Jefferson, New York",0.0
1044,"Jefferson, Oregon",0.0
1045,"Jefferson, Pennsylvania",0.0
1046,"Jefferson, Texas",0.0
1047,"Jefferson, Washington",0.0
1048,"Jefferson, West Virginia",0.0
1049,"Jefferson, Wisconsin",0.0
1050,"Jennings, Indiana",0.003157894736842105
1051,"Jerauld, South Dakota",0.0
1052,"Jerome, Idaho",0.0
1053,"Jersey, Illinois",0.0
1054,"Jessamine, Kentucky",0.0
1055,"Jim hogg, Texas",0.0
1056,"Jim wells, Texas",0.0
1057,"Jo daviess, Illinois",0.0
1058,"Johnson, Arkansas",0.0
1059,"Johnson, Illinois",0.0
1060,"Johnson, Indiana",0.0
1061,"Johnson, Iowa",0.0
1062,"Johnson, Kansas",0.0
1063,"Johnson, Kentucky",0.0
1064,"Johnson, Missouri",0.0
1065,"Johnson, Nebraska",0.0
1066,"Johnson, Texas",0.00021621621621621621
1067,"Johnson, Wyoming",0.0
1068,"Johnston, North Carolina",0.0
1069,"Jones, Iowa",0.0
1070,"Jones, North Carolina",0.0
1071,"Jones, Texas",0.0
1072,"Josephine, Oregon",0.0
1073,"Juab, Utah",0.0
1074,"Judith basin, Montana",0.0
1075,"Juneau city and, Alaska",0.0
1076,"Juneau, Wisconsin",0.0
1077,"Juniata, Pennsylvania",0.0
1078,"Kalamazoo, Michigan",0.0
1079,"Kanabec, Minnesota",0.0
1080,"Kanawha, West Virginia",0.0
1081,"Kandiyohi, Minnesota",0.0
1082,"Kane, Illinois",0.0005667870036101084
1083,"Kane, Utah",0.0
1084,"Kankakee, Illinois",0.0003333333333333333
1085,"Karnes, Texas",0.0
1086,"Kauai, Hawaii",0.0
1087,"Kaufman, Texas",0.0
1088,"Kearney, Nebraska",0.0
1089,"Keith, Nebraska",0.0
1090,"Kendall, Illinois",0.0
1091,"Kendall, Texas",0.0
1092,"Kenedy, Texas",0.0
1093,"Kennebec, Maine",0.0
1094,"Kenosha, Wisconsin",0.0
1095,"Kent, Maryland",0.0
1096,"Kent, Michigan",0.0
1097,"Kent, Rhode Island",0.0
1098,"Kent, Texas",0.0
1099,"Kenton, Kentucky",0.0
1100,"Keokuk, Iowa",0.0
1101,"Kern, California",0.001484848484848485
1102,"Kerr, Texas",0.0
1103,"Kershaw, South Carolina",0.0
1104,"Ketchikan gateway, Alaska",0.0
1105,"Kewaunee, Wisconsin",0.0
1106,"Keya paha, Nebraska",0.0
1107,"Kimball, Nebraska",0.0
1108,"Kimble, Texas",0.0
1109,"King george, Virginia",0.0
1110,"King, Texas",0.0
1111,"King, Washington",0.0
1112,"Kings, California",0.0
1113,"Kingsbury, South Dakota",0.0
1114,"Kinney, Texas",0.0
1115,"Kitsap, Washington",0.0
1116,"Kittitas, Washington",0.0009117647058823529
1117,"Kittson, Minnesota",0.0
1118,"Klamath, Oregon",0.0
1119,"Kleberg, Texas",0.0
1120,"Klickitat, Washington",0.0
1121,"Knott, Kentucky",0.0
1122,"Knox, Illinois",0.0
1123,"Knox, Indiana",0.0
1124,"Knox, Kentucky",0.0
1125,"Knox, Maine",0.0
1126,"Knox, Nebraska",0.0
1127,"Knox, Ohio",0.0
1128,"Knox, Tennessee",0.0
1129,"Knox, Texas",0.0
1130,"Koochiching county, Minnesota",0.0
1131,"Koochiching, Minnesota",0.0
1132,"Kootenai, Idaho",0.0
1133,"Kosciusko, Indiana",0.0
1134,"Kossuth, Iowa",0.0
1135,"La crosse, Wisconsin",0.0
1136,"La grange, Indiana",0.0
1137,"La paz, Arizona",0.0
1138,"La plata, Colorado",0.0
1139,"La porte, Indiana",0.0
1140,"La salle, Illinois",0.0
1141,"La salle, Louisiana",0.0
1142,"La salle, Texas",0.0
1143,"Lac qui parle, Minnesota",0.0
1144,"Lackawanna, Pennsylvania",0.0
1145,"Lafayette parish, Louisiana",0.0
1146,"Lafayette, Arkansas",0.0
1147,"Lafayette, Florida",0.0
1148,"Lafayette, Louisiana",0.0
1149,"Lafayette, Wisconsin",0.0
1150,"Lafourche, Louisiana",0.0
1151,"Lagrange, Indiana",0.0
1152,"Lake, California",0.0
1153,"Lake, Florida",0.0
1154,"Lake, Illinois",0.00028785046728971965
1155,"Lake, Indiana",0.0
1156,"Lake, Michigan",0.0
1157,"Lake, Minnesota",0.0
1158,"Lake, Montana",0.0
1159,"Lake, Oregon",0.0
1160,"Lake, South Dakota",0.0
1161,"Lamar, Alabama",0.0
1162,"Lamar, Texas",0.0
1163,"Lamb, Texas",0.0
1164,"Lamoille, Vermont",0.0
1165,"Lampasas, Texas",0.0
1166,"Lancaster county, Pennsylvania",0.0
1167,"Lancaster, Nebraska",0.0
1168,"Lancaster, Pennsylvania",0.0
1169,"Lancaster, South Carolina",0.0
1170,"Lancaster, Virginia",0.0
1171,"Lander, Nevada",0.0
1172,"Lane, Oregon",0.0
1173,"Lapeer, Michigan",0.0
1174,"Laporte, Indiana",0.0
1175,"Laramie, Wyoming",0.0
1176,"Larue, Kentucky",0.0
1177,"Lasalle, Illinois",0.0006194690265486726
1178,"Latah, Idaho",0.0
1179,"Lauderdale, Alabama",0.0
1180,"Laurel, Kentucky",0.0
1181,"Laurens, South Carolina",0.0
1182,"Lavaca, Texas",0.0
1183,"Lawrence county, Arkansas",0.0
1184,"Lawrence, Alabama",0.0
1185,"Lawrence, Arkansas",0.0
1186,"Lawrence, Illinois",0.0
1187,"Lawrence, Indiana",0.0
1188,"Lawrence, Kentucky",0.0
1189,"Lawrence, Ohio",0.0
1190,"Lawrence, Pennsylvania",0.0
1191,"Lawrence, South Dakota",0.0
1192,"Le sueur, Minnesota",0.0
1193,"Lea, New Mexico",0.0
1194,"Lebanon county, Pennsylvania",0.0
1195,"Lebanon, Pennsylvania",0.0
1196,"Lee county, South Carolina",0.0
1197,"Lee, Alabama",0.0
1198,"Lee, Arkansas",0.0
1199,"Lee, Florida",0.0
1200,"Lee, Illinois",0.0
1201,"Lee, Iowa",0.0
1202,"Lee, Kentucky",0.0
1203,"Lee, North Carolina",0.0
1204,"Lee, South Carolina",0.0
1205,"Lee, Texas",0.0
1206,"Lee, Virginia",0.0
1207,"Leelanau, Michigan",0.0
1208,"Lehigh county, Pennsylvania",0.0
1209,"Lehigh, Pennsylvania",0.0007368421052631579
1210,"Lemhi, Idaho",0.0
1211,"Lenoir, North Carolina",0.0
1212,"Leon, Florida",0.0
1213,"Leon, Texas",0.0
1214,"Leslie, Kentucky",0.0
1215,"Letcher, Kentucky",0.0
1216,"Levy county, Florida",0.0
1217,"Levy, Florida",0.0
1218,"Lewis and clark, Montana",0.0
1219,"Lewis county, Washington",0.0
1220,"Lewis, Idaho",0.0
1221,"Lewis, Kentucky",0.0
1222,"Lewis, New York",0.0
1223,"Lewis, Washington",0.0
1224,"Lewis, West Virginia",0.0
1225,"Lexington county, South Carolina",0.0
1226,"Lexington, South Carolina",0.0
1227,"Liberty, Florida",0.0
1228,"Liberty, Montana",0.0
1229,"Liberty, Texas",0.0
1230,"Licking, Ohio",0.0
1231,"Limestone, Alabama",0.0
1232,"Limestone, Texas",0.0
1233,"Lincoln parish, Louisiana",0.0
1234,"Lincoln, Arkansas",0.0
1235,"Lincoln, Idaho",0.0
1236,"Lincoln, Kentucky",0.0
1237,"Lincoln, Louisiana",0.0
1238,"Lincoln, Minnesota",0.0
1239,"Lincoln, Montana",0.0
1240,"Lincoln, Nebraska",0.0
1241,"Lincoln, Nevada",0.0
1242,"Lincoln, New Mexico",0.0
1243,"Lincoln, North Carolina",0.0
1244,"Lincoln, Oregon",0.0
1245,"Lincoln, Washington",0.0
1246,"Lincoln, West Virginia",0.0
1247,"Lincoln, Wisconsin",0.0
1248,"Lincoln, Wyoming",0.0
1249,"Linn county, Oregon",0.0
1250,"Linn, Iowa",0.0
1251,"Linn, Oregon",0.0
1252,"Lipscomb, Texas",0.0
1253,"Litchfield, Connecticut",0.0
1254,"Little river, Arkansas",0.0
1255,"Live oak, Texas",0.0
1256,"Livingston county, New York",0.0
1257,"Livingston, Illinois",0.0
1258,"Livingston, Kentucky",0.0
1259,"Livingston, Louisiana",0.0
1260,"Livingston, New York",0.0
1261,"Llano, Texas",0.0
1262,"Logan, Arkansas",0.0
1263,"Logan, Illinois",0.0
1264,"Logan, Nebraska",0.0
1265,"Logan, Ohio",0.0
1266,"Logan, West Virginia",0.0
1267,"Lonoke, Arkansas",0.0
1268,"Los alamos, New Mexico",0.0
1269,"Los angeles, California",1.2037037037037037e-05
1270,"Loudon, Tennessee",0.0
1271,"Loudoun, Virginia",0.0
1272,"Louisa, Iowa",0.0
1273,"Louisa, Virginia",0.0
1274,"Loup, Nebraska",0.0
1275,"Loving, Texas",0.0
1276,"Lowndes, Alabama",0.0
1277,"Lubbock, Texas",0.0
1278,"Lucas, Iowa",0.0
1279,"Lucas, Ohio",0.0
1280,"Luna, New Mexico",0.0
1281,"Lunenburg, Virginia",0.0
1282,"Luzerne county, Pennsylvania",0.0
1283,"Luzerne, Pennsylvania",0.0
1284,"Lycoming county, Pennsylvania",0.0
1285,"Lycoming, Pennsylvania",0.0
1286,"Lyman, South Dakota",0.0
1287,"Lynchburg, Virginia",0.0
1288,"Lynn, Texas",0.0
1289,"Lyon, Iowa",0.0
1290,"Lyon, Kentucky",0.0
1291,"Lyon, Minnesota",0.0
1292,"Lyon, Nevada",0.0
1293,"Macon, Alabama",0.0
1294,"Macon, Illinois",0.0
1295,"Macon, North Carolina",0.0
1296,"Macoupin, Illinois",0.0006451612903225806
1297,"Madera county, California",0.0
1298,"Madera, California",0.0
1299,"Madison, Alabama",0.0
1300,"Madison, Florida",0.0
1301,"Madison, Idaho",0.0
1302,"Madison, Illinois",0.0
1303,"Madison, Indiana",0.0
1304,"Madison, Iowa",0.0
1305,"Madison, Kentucky",0.0
1306,"Madison, Louisiana",0.0
1307,"Madison, Montana",0.0
1308,"Madison, Nebraska",0.0
1309,"Madison, New York",0.0
1310,"Madison, North Carolina",0.0
1311,"Madison, Texas",0.0
1312,"Madison, Virginia",0.0
1313,"Magoffin, Kentucky",0.0
1314,"Mahaska, Iowa",0.0
1315,"Mahnomen, Minnesota",0.0
1316,"Malheur, Oregon",0.0
1317,"Manassas, Virginia",0.0
1318,"Manatee county, Florida",0.0
1319,"Manatee, Florida",0.0
1320,"Manitowoc, Wisconsin",0.0
1321,"Marathon, Wisconsin",0.0
1322,"Marengo, Alabama",0.0
1323,"Maricopa, Arizona",4.8375950241879754e-05
1324,"Marin, California",0.0
1325,"Marinette, Wisconsin",0.0
1326,"Marion, Alabama",0.0
1327,"Marion, Arkansas",0.0
1328,"Marion, Florida",5.773672055427252e-05
1329,"Marion, Illinois",0.0
1330,"Marion, Indiana",0.0009831460674157304
1331,"Marion, Iowa",0.0
1332,"Marion, Kentucky",0.0
1333,"Marion, Ohio",0.0
1334,"Marion, Oregon",0.0
1335,"Marion, South Carolina",0.0
1336,"Marion, Texas",0.0
1337,"Marion, West Virginia",0.0
1338,"Mariposa, California",0.0
1339,"Marlboro, South Carolina",0.0
1340,"Marquette, Wisconsin",0.0
1341,"Marshall, Alabama",0.0
1342,"Marshall, Illinois",0.0
1343,"Marshall, Indiana",0.0
1344,"Marshall, Iowa",0.0
1345,"Marshall, Kentucky",0.0
1346,"Marshall, Minnesota",0.0
1347,"Marshall, West Virginia",0.0
1348,"Martin county, Florida",0.0
1349,"Martin, Florida",0.0
1350,"Martin, Indiana",0.0
1351,"Martin, Kentucky",0.0
1352,"Martin, Minnesota",0.0
1353,"Martin, North Carolina",0.0
1354,"Martin, Texas",0.0
1355,"Martinsville, Virginia",0.0
1356,"Mason, Illinois",0.001588235294117647
1357,"Mason, Kentucky",0.0
1358,"Mason, Texas",0.0
1359,"Mason, Washington",0.0
1360,"Mason, West Virginia",0.0
1361,"Massac, Illinois",0.0
1362,"Matagorda, Texas",0.0
1363,"Maui, Hawaii",0.0006896551724137932
1364,"Maverick, Texas",0.0
1365,"Mccone, Montana",0.0
1366,"Mccook, South Dakota",0.0
1367,"Mccormick, South Carolina",0.0
1368,"Mccracken, Kentucky",0.0
1369,"Mccreary, Kentucky",0.0
1370,"Mcculloch, Texas",0.0
1371,"Mcdonough, Illinois",0.0
1372,"Mcdowell, North Carolina",0.0
1373,"Mcdowell, West Virginia",0.0
1374,"Mchenry, Illinois",0.0
1375,"Mckean county, Pennsylvania",0.0
1376,"Mckean, Pennsylvania",0.0
1377,"Mckinley, New Mexico",0.0
1378,"Mclean, Illinois",0.00029729729729729726
1379,"Mclean, Kentucky",0.0
1380,"Mclennan, Texas",0.0
1381,"Mcleod, Minnesota",0.0
1382,"Mcmullen, Texas",0.0
1383,"Mcpherson, Nebraska",0.0
1384,"Meade, Kentucky",0.0
1385,"Meade, South Dakota",0.0
1386,"Meagher, Montana",0.0
1387,"Mecklenburg, North Carolina",0.0
1388,"Mecklenburg, Virginia",0.0
1389,"Medina, Ohio",0.0
1390,"Medina, Texas",0.0
1391,"Meeker, Minnesota",0.0
1392,"Meigs, Ohio",0.0
1393,"Menard, Illinois",0.0
1394,"Menard, Texas",0.0
1395,"Mendocino, California",0.0
1396,"Menifee, Kentucky",0.0
1397,"Merced, California",0.0
1398,"Mercer county, Pennsylvania",0.0
1399,"Mercer, Illinois",0.0
1400,"Mercer, Kentucky",0.0
1401,"Mercer, New Jersey",0.0
1402,"Mercer, Pennsylvania",0.0
1403,"Mercer, West Virginia",0.0
1404,"Merrick, Nebraska",0.0
1405,"Merrimack, New Hampshire",0.0
1406,"Miami, Indiana",0.002285714285714286
1407,"Miami, Ohio",0.0
1408,"Miami-dade, Florida",0.0
1409,"Middlesex, Connecticut",0.0
1410,"Middlesex, Massachusetts",0.0
1411,"Middlesex, New Jersey",0.0
1412,"Midland, Texas",0.0
1413,"Mifflin county, Pennsylvania",0.0
1414,"Mifflin, Pennsylvania",0.0
1415,"Milam, Texas",0.0
1416,"Millard, Utah",0.0
1417,"Mille lacs county, Minnesota",0.0
1418,"Mille lacs, Minnesota",0.0
1419,"Miller, Arkansas",0.0
1420,"Mills, Iowa",0.0
1421,"Mills, Texas",0.0
1422,"Milwaukee, Wisconsin",0.0
1423,"Miner, South Dakota",0.0
1424,"Mineral, Montana",0.0
1425,"Mineral, Nevada",0.0
1426,"Mineral, West Virginia",0.0
1427,"Mingo, West Virginia",0.0
1428,"Minidoka, Idaho",0.0
1429,"Minnehaha, South Dakota",0.0
1430,"Mississippi, Arkansas",0.0
1431,"Missoula, Montana",0.0
1432,"Mitchell, Iowa",0.0
1433,"Mitchell, North Carolina",0.0
1434,"Mitchell, Texas",0.0
1435,"Mobile, Alabama",0.0
1436,"Modoc, California",0.0
1437,"Mohave, Arizona",0.0
1438,"Monmouth, New Jersey",0.0
1439,"Mono, California",0.0
1440,"Monona, Iowa",0.0
1441,"Monongalia, West Virginia",0.0
1442,"Monroe county, Pennsylvania",0.0
1443,"Monroe, Alabama",0.0
1444,"Monroe, Arkansas",0.0
1445,"Monroe, Florida",0.0
1446,"Monroe, Illinois",0.0
1447,"Monroe, Indiana",0.0
1448,"Monroe, Kentucky",0.0
1449,"Monroe, New York",0.0
1450,"Monroe, Ohio",0.0
1451,"Monroe, Pennsylvania",0.0
1452,"Monroe, West Virginia",0.0004421052631578947
1453,"Monroe, Wisconsin",0.0
1454,"Montague, Texas",0.0
1455,"Monterey, California",0.0
1456,"Montgomery county, Pennsylvania",0.0
1457,"Montgomery, Alabama",0.0
1458,"Montgomery, Arkansas",0.0
1459,"Montgomery, Illinois",0.0
1460,"Montgomery, Indiana",0.0
1461,"Montgomery, Iowa",0.0
1462,"Montgomery, Kentucky",0.0
1463,"Montgomery, Maryland",0.0
1464,"Montgomery, New York",0.0
1465,"Montgomery, North Carolina",0.0
1466,"Montgomery, Ohio",0.0
1467,"Montgomery, Pennsylvania",0.0
1468,"Montgomery, Texas",0.0
1469,"Montgomery, Virginia",0.0
1470,"Montour, Pennsylvania",0.0
1471,"Moody, South Dakota",0.0
1472,"Moore county, Texas",0.0
1473,"Moore, North Carolina",0.0
1474,"Moore, Texas",0.0
1475,"Mora, New Mexico",0.0
1476,"Morehouse, Louisiana",0.0
1477,"Morgan, Alabama",0.0
1478,"Morgan, Illinois",0.0
1479,"Morgan, Indiana",0.0
1480,"Morgan, Kentucky",0.0
1481,"Morgan, Tennessee",0.0
1482,"Morgan, Utah",0.0
1483,"Morgan, West Virginia",0.0
1484,"Morrill, Nebraska",0.0
1485,"Morris, New Jersey",0.0
1486,"Morris, Texas",0.0
1487,"Morrison, Minnesota",0.0
1488,"Morrow, Ohio",0.0
1489,"Morrow, Oregon",0.0
1490,"Motley, Texas",0.0
1491,"Moultrie, Illinois",0.0
1492,"Mower, Minnesota",0.0
1493,"Muhlenberg, Kentucky",0.0
1494,"Multnomah county, Oregon",0.0
1495,"Multnomah, Oregon",0.0
1496,"Murray, Minnesota",0.0
1497,"Muscatine, Iowa",0.0
1498,"Muskingum, Ohio",0.0
1499,"Musselshell, Montana",0.0
1500,"Nacogdoches, Texas",0.0
1501,"Nance, Nebraska",0.0
1502,"Nantucket, Massachusetts",0.0
1503,"Napa, California",0.0
1504,"Nash, North Carolina",0.0
1505,"Nassau, Florida",0.0
1506,"Nassau, New York",1.2239902080783353e-05
1507,"Natchitoches, Louisiana",0.0
1508,"Natrona, Wyoming",0.0
1509,"Navajo, Arizona",0.0002991452991452992
1510,"Navarro, Texas",0.0
1511,"Nelson, Kentucky",0.0038
1512,"Nelson, Virginia",0.0
1513,"Nemaha, Nebraska",0.0
1514,"Nevada county, Arkansas",0.0
1515,"Nevada, Arkansas",0.0
1516,"Nevada, California",0.0
1517,"New hanover, North Carolina",0.0
1518,"New haven, Connecticut",0.0
1519,"New london, Connecticut",0.0
1520,"Newberry, South Carolina",0.0
1521,"Newport, Rhode Island",0.010344827586206896
1522,"Newton county, Arkansas",0.0
1523,"Newton, Arkansas",0.0
1524,"Newton, Indiana",0.0
1525,"Newton, Missouri",0.0
1526,"Newton, Texas",0.0
1527,"Nez perce, Idaho",0.0
1528,"Niagara, New York",0.0
1529,"Nicholas, Kentucky",0.0
1530,"Nicholas, West Virginia",0.0
1531,"Nicollet, Minnesota",0.0
1532,"Niobrara, Wyoming",0.0
1533,"Noble, Indiana",0.0
1534,"Nobles, Minnesota",0.0
1535,"Nolan, Texas",0.0
1536,"Norfolk, Massachusetts",0.0
1537,"Norfolk, Virginia",0.0
1538,"North slope, Alaska",0.0
1539,"Northampton county, Pennsylvania",0.0
1540,"Northampton, North Carolina",0.0
1541,"Northampton, Pennsylvania",0.0008474576271186442
1542,"Northampton, Virginia",0.0
1543,"Northumberland, Pennsylvania",0.0
1544,"Northumberland, Virginia",0.0
1545,"Nottoway, Virginia",0.0
1546,"Nuckolls, Nebraska",0.0
1547,"Nueces, Texas",0.0
1548,"Nye, Nevada",0.0
1549,"O'brien, Iowa",0.0
1550,"Oakland, Michigan",0.0
1551,"Obrien, Iowa",0.0
1552,"Ocean, New Jersey",0.0
1553,"Ochiltree, Texas",0.0
1554,"Oconee, South Carolina",0.0
1555,"Oconto, Wisconsin",0.0
1556,"Ogle, Illinois",0.0
