,county,xylenes_total
717,"Dickinson, Iowa",0.425
718,"Dickinson, Kansas",0.11785714285714285
719,"Dickinson, Michigan",0.0
720,"Dickson, Tennessee",0.0
721,"Dillingham, Alaska",0.04181818181818182
722,"Dillon, South Carolina",0.0
723,"Dimmit, Texas",0.0
724,"Dinwiddie, Virginia",2.4161676646706596
725,"District of columbia, District of Columbia",0.005208333333333333
726,"Dixie, Florida",0.0
727,"Dixon, Nebraska",0.05081967213114754
728,"Doddridge, West Virginia",0.0
729,"Dodge, Minnesota",0.04418604651162791
730,"Dodge, Nebraska",0.0
731,"Dodge, Wisconsin",0.17546242774566473
732,"Dona ana, New Mexico",0.08868896925858952
733,"Doniphan, Kansas",0.0
734,"Donley, Texas",0.0
735,"Door, Wisconsin",0.0
736,"Dorchester, Maryland",0.006024096385542169
737,"Dorchester, South Carolina",0.254
738,"Douglas, Illinois",0.0
739,"Douglas, Kansas",0.28292682926829266
740,"Douglas, Minnesota",0.1626865671641791
741,"Douglas, Missouri",0.0
742,"Douglas, Nebraska",0.014160756501182033
743,"Douglas, Nevada",0.0
744,"Douglas, Oregon",0.1330978260869565
745,"Douglas, South Dakota",0.0
746,"Douglas, Washington",0.0
747,"Douglas, Wisconsin",0.0
748,"Drew, Arkansas",0.260945945945946
749,"Du page, Illinois",0.0
750,"Dubois, Indiana",0.0
751,"Dubuque, Iowa",3.580240963855422
752,"Duchesne, Utah",0.0
753,"Dukes, Massachusetts",0.0
754,"Dundy, Nebraska",0.0
755,"Dunklin, Missouri",0.0
756,"Dunn, North Dakota",0.0
757,"Dunn, Wisconsin",0.0
758,"Dupage, Illinois",0.006803874092009684
759,"Duplin, North Carolina",0.12914438502673797
760,"Durham, North Carolina",0.5773456790123457
761,"Dutchess, New York",1.5
762,"Duval county, Florida",0.0
763,"Duval, Florida",0.021993127147766325
764,"Duval, Texas",0.24571428571428572
765,"Dyer, Tennessee",0.18317073170731707
766,"East baton rouge parish, Louisiana",0.05583333333333334
767,"East baton rouge, Louisiana",0.0
768,"East carroll, Louisiana",0.0
769,"East feliciana, Louisiana",0.0
770,"Eastland, Texas",0.0
771,"Eaton, Michigan",0.0
772,"Eau claire, Wisconsin",0.7
773,"Ector, Texas",0.04953488372093023
774,"Eddy, New Mexico",0.0007058823529411764
775,"Eddy, North Dakota",0.0
776,"Edgar, Illinois",0.024999999999999998
777,"Edgecombe, North Carolina",0.12400000000000001
778,"Edgefield, South Carolina",0.0
779,"Edmonson, Kentucky",0.0
780,"Edmunds, South Dakota",0.0
781,"Edwards, Illinois",0.0
782,"Edwards, Kansas",0.0
783,"Edwards, Texas",0.0
784,"Effingham, Illinois",0.08462499999999999
785,"El dorado, California",0.0
786,"El paso, Texas",0.1303
787,"Elk, Kansas",0.6333333333333333
788,"Elk, Pennsylvania",0.0
789,"Elkhart, Indiana",0.002631578947368421
790,"Elko, Nevada",0.02233009708737864
791,"Elliott, Kentucky",0.0
792,"Ellis, Kansas",0.0
793,"Ellis, Oklahoma",0.19999999999999998
794,"Ellis, Texas",0.08451219512195121
795,"Ellsworth, Kansas",0.0
796,"Elmore, Alabama",0.016716417910447763
797,"Elmore, Idaho",0.0
798,"Emery, Utah",0.0
799,"Emmet, Iowa",0.1375
800,"Emmet, Michigan",0.0
801,"Emmons, North Dakota",0.0
802,"Erath, Texas",0.02464285714285714
803,"Erie county, Pennsylvania",0.0
804,"Erie, Ohio",0.0
805,"Erie, Pennsylvania",0.02681222707423581
806,"Escambia, Alabama",0.4794736842105263
807,"Escambia, Florida",0.009538714991762768
808,"Esmeralda, Nevada",0.0
809,"Essex, Massachusetts",0.017157712305025996
810,"Essex, New Jersey",0.0
811,"Essex, Vermont",0.0
812,"Essex, Virginia",0.06142857142857144
813,"Estill, Kentucky",0.0
814,"Etowah, Alabama",0.3515555555555555
815,"Eureka county, Nevada",0.0
816,"Eureka, Nevada",0.7880597014925373
817,"Evangeline parish, Louisiana",0.0
818,"Evangeline, Louisiana",0.014565217391304348
819,"Fairbanks north star, Alaska",0.0804424778761062
820,"Fairfax, Virginia",0.0
821,"Fairfield, Ohio",0.003741496598639456
822,"Fairfield, South Carolina",0.0
823,"Fall river, South Dakota",0.013717948717948718
824,"Fallon, Montana",0.0
825,"Falls, Texas",0.1
826,"Fannin, Texas",0.022000000000000002
827,"Faribault, Minnesota",0.0
828,"Faulk, South Dakota",0.0
829,"Fauquier, Virginia",0.08978873239436619
830,"Fayette, Alabama",0.0
831,"Fayette, Illinois",0.5296923076923077
832,"Fayette, Indiana",0.0
833,"Fayette, Iowa",0.05758620689655172
834,"Fayette, Kentucky",0.0
835,"Fayette, Ohio",0.0
836,"Fayette, Pennsylvania",0.14817307692307694
837,"Fayette, Tennessee",0.0
838,"Fayette, Texas",0.0
839,"Fayette, West Virginia",0.0
840,"Fentress, Tennessee",0.0
841,"Fergus, Montana",0.0
842,"Ferry, Washington",0.0
843,"Fillmore, Minnesota",0.10833333333333334
844,"Fillmore, Nebraska",0.016388888888888887
845,"Finney, Kansas",0.9127397260273972
846,"Fisher, Texas",0.0
847,"Flagler, Florida",0.07965517241379311
848,"Flathead, Montana",0.047619047619047616
849,"Fleming, Kentucky",0.0
850,"Florence, South Carolina",0.0
851,"Florence, Wisconsin",0.0
852,"Floyd, Indiana",0.0
853,"Floyd, Iowa",0.35000000000000003
854,"Floyd, Kentucky",0.0
855,"Floyd, Texas",0.0
856,"Floyd, Virginia",0.0
857,"Fluvanna, Virginia",0.15925925925925927
858,"Foard, Texas",0.0
859,"Fond du lac, Wisconsin",0.01875
860,"Ford, Illinois",0.083825
861,"Ford, Kansas",0.9119696969696971
862,"Forest, Pennsylvania",0.47083333333333327
863,"Forest, Wisconsin",0.07945945945945945
864,"Forsyth, North Carolina",1.3277987421383648
865,"Fort bend, Texas",0.04407894736842105
866,"Foster, North Dakota",0.0
867,"Fountain, Indiana",0.0
868,"Franklin county, Missouri",0.027882352941176473
869,"Franklin county, Ohio",0.0
870,"Franklin county, Pennsylvania",0.0
871,"Franklin, Alabama",0.0
872,"Franklin, Arkansas",0.0
873,"Franklin, Florida",0.2608695652173913
874,"Franklin, Idaho",0.0
875,"Franklin, Illinois",0.0
876,"Franklin, Indiana",0.0
877,"Franklin, Iowa",0.0
878,"Franklin, Kansas",0.0
879,"Franklin, Kentucky",0.0
880,"Franklin, Louisiana",0.0
881,"Franklin, Maine",0.0
882,"Franklin, Massachusetts",0.0
883,"Franklin, Missouri",0.20902834008097165
884,"Franklin, Nebraska",0.0
885,"Franklin, North Carolina",0.23045045045045043
886,"Franklin, Ohio",0.012275449101796405
887,"Franklin, Pennsylvania",0.5067567567567568
888,"Franklin, Tennessee",0.019473684210526317
889,"Franklin, Texas",0.6295454545454544
890,"Franklin, Vermont",0.014102564102564105
891,"Franklin, Virginia",0.5181818181818182
892,"Franklin, Washington",0.2316190476190476
893,"Frederick, Maryland",0.010882352941176471
894,"Frederick, Virginia",0.30223880597014924
895,"Freeborn, Minnesota",0.11107142857142857
896,"Freestone, Texas",0.078
897,"Fremont, Idaho",0.4681818181818182
898,"Fremont, Iowa",1.1111111111111112
899,"Fremont, Wyoming",0.0
900,"Fresno, California",0.0008125597704813516
901,"Frio, Texas",0.0
902,"Frontier, Nebraska",0.0
903,"Fulton, Arkansas",0.0
904,"Fulton, Illinois",0.0
905,"Fulton, Indiana",0.0
906,"Fulton, Kentucky",0.0
907,"Fulton, Ohio",0.0
908,"Fulton, Pennsylvania",0.03488372093023256
909,"Furnas, Nebraska",0.0
910,"Gadsden, Florida",0.049999999999999996
911,"Gage, Nebraska",0.04098039215686274
912,"Gaines, Texas",0.0
913,"Galax, Virginia",0.0
914,"Gallatin, Illinois",0.0
915,"Gallatin, Kentucky",0.027999999999999997
916,"Gallatin, Montana",0.024596774193548387
917,"Gallia, Ohio",0.0
918,"Galveston, Texas",0.3487804878048781
919,"Garden, Nebraska",0.0
920,"Garfield, Montana",0.0
921,"Garfield, Nebraska",0.0
922,"Garfield, Oklahoma",0.027131782945736437
923,"Garfield, Utah",5.2e-05
924,"Garfield, Washington",0.0
925,"Garland, Arkansas",0.0
926,"Garrard, Kentucky",0.0
927,"Garrett, Maryland",0.18389830508474578
928,"Garvin, Oklahoma",0.0
929,"Garza, Texas",0.0
930,"Gasconade, Missouri",0.0
931,"Gaston, North Carolina",0.4752147239263803
932,"Gates, North Carolina",0.0
933,"Geary, Kansas",2.0500000000000003
934,"Geauga, Ohio",0.04776649746192894
935,"Gem, Idaho",0.0
936,"Genesee, Michigan",0.07407407407407407
937,"Geneva, Alabama",4.517325581395349
938,"Gentry, Missouri",0.0
939,"Georgetown, South Carolina",0.016164383561643833
940,"Gibson, Indiana",0.0
941,"Gibson, Tennessee",0.7792307692307692
942,"Gila, Arizona",0.16129032258064516
943,"Gilchrist, Florida",0.03352941176470588
944,"Giles, Tennessee",0.0
945,"Giles, Virginia",0.0
946,"Gillespie, Texas",0.1111111111111111
947,"Gilliam, Oregon",0.0
948,"Gilmer, West Virginia",0.0
949,"Glacier, Montana",0.0
950,"Glades, Florida",0.55
951,"Gladwin, Michigan",0.0
952,"Glasscock, Texas",9.26
953,"Glenn, California",0.0
954,"Gloucester, New Jersey",0.12289416846652267
955,"Gloucester, Virginia",0.015151515151515152
956,"Gogebic, Michigan",0.0
957,"Golden valley, Montana",0.0
958,"Golden valley, North Dakota",0.0
959,"Goliad, Texas",0.0
960,"Gonzales, Texas",0.22904761904761903
961,"Goochland, Virginia",0.06507936507936507
962,"Goodhue, Minnesota",0.12096774193548387
963,"Gooding, Idaho",0.0
964,"Goshen, Wyoming",0.0
965,"Gosper, Nebraska",0.0
966,"Gove, Kansas",0.0
967,"Grady, Oklahoma",0.1306477732793522
968,"Grafton, New Hampshire",0.05249221183800624
969,"Graham county, Arizona",0.0
970,"Graham, Arizona",0.0
971,"Graham, Kansas",0.0
972,"Graham, North Carolina",0.20666666666666667
973,"Grainger, Tennessee",0.0
974,"Grand forks, North Dakota",0.0
975,"Grand isle, Vermont",0.08404761904761905
976,"Grand traverse, Michigan",0.0
977,"Grand, Utah",0.0
978,"Granite, Montana",0.0
979,"Grant, Arkansas",0.0
980,"Grant, Indiana",0.0
981,"Grant, Kansas",0.06916666666666667
982,"Grant, Kentucky",0.0
983,"Grant, Louisiana",0.0
984,"Grant, Minnesota",0.3058823529411765
985,"Grant, Nebraska",0.0
986,"Grant, New Mexico",0.04943820224719102
987,"Grant, North Dakota",0.0
988,"Grant, Oklahoma",0.9503333333333335
989,"Grant, Oregon",0.0
990,"Grant, South Dakota",0.0
991,"Grant, Washington",0.006442577030812325
992,"Grant, West Virginia",0.0
993,"Grant, Wisconsin",8.576473214285715
994,"Granville, North Carolina",0.0
995,"Gratiot, Michigan",0.0
996,"Graves, Kentucky",0.26857142857142857
997,"Gray, Kansas",0.35714285714285715
998,"Gray, Texas",0.1524
999,"Grays harbor, Washington",0.3474860335195531
1000,"Grayson, Kentucky",0.0
1001,"Grayson, Texas",0.6864189189189189
1002,"Grayson, Virginia",0.6651162790697674
1003,"Greeley, Kansas",0.0
1004,"Greeley, Nebraska",0.0
1005,"Green lake, Wisconsin",0.0
1006,"Green, Kentucky",0.0
1007,"Green, Wisconsin",0.1400952380952381
1008,"Greenbrier, West Virginia",0.0
1009,"Greene, Alabama",0.027037037037037037
1010,"Greene, Arkansas",0.6908571428571428
1011,"Greene, Illinois",0.0
1012,"Greene, Indiana",0.0
1013,"Greene, Iowa",0.0
1014,"Greene, Missouri",0.03449579831932773
1015,"Greene, North Carolina",0.4929292929292929
1016,"Greene, Ohio",0.0
1017,"Greene, Pennsylvania",0.0
1018,"Greene, Tennessee",0.0
1019,"Greene, Virginia",0.05342465753424657
1020,"Greenlee, Arizona",0.0
1021,"Greensville, Virginia",0.0
1022,"Greenup, Kentucky",0.0
1023,"Greenville, South Carolina",0.17310344827586205
1024,"Greenwood, Kansas",2.4222222222222225
1025,"Greenwood, South Carolina",0.0
1026,"Greer, Oklahoma",0.39999999999999997
1027,"Gregg, Texas",0.14054054054054052
1028,"Gregory, South Dakota",0.0
1029,"Griggs, North Dakota",0.0
1030,"Grimes, Texas",0.0
1031,"Grundy, Illinois",0.20579127450980386
1032,"Grundy, Iowa",0.0
1033,"Grundy, Missouri",0.0
1034,"Grundy, Tennessee",0.0
1035,"Guadalupe, New Mexico",0.39375
1036,"Guadalupe, Texas",0.01282051282051282
1037,"Guernsey, Ohio",0.0
1038,"Guilford, North Carolina",2.7634061135371186
1039,"Guillford, North Carolina",0.0
1040,"Gulf, Florida",0.0
1041,"Guthrie, Iowa",0.7656250000000001
1042,"Haines, Alaska",0.0
1043,"Hale, Alabama",0.057666666666666665
1044,"Hale, Texas",0.03316455696202532
1045,"Halifax, North Carolina",0.0
1046,"Halifax, Virginia",0.0
1047,"Hall, Nebraska",0.005664335664335665
1048,"Hall, Texas",0.13076923076923078
1049,"Hamblen, Tennessee",0.0
1050,"Hamilton, Florida",0.42452380952380947
1051,"Hamilton, Indiana",0.0
1052,"Hamilton, Iowa",2.874193548387096
1053,"Hamilton, Kansas",2.4285714285714284
1054,"Hamilton, Nebraska",0.0
1055,"Hamilton, Ohio",0.0
1056,"Hamilton, Tennessee",0.0
1057,"Hamilton, Texas",0.15
1058,"Hamlin, South Dakota",0.0
1059,"Hampden, Massachusetts",0.0
1060,"Hampshire, Massachusetts",0.0
1061,"Hampshire, West Virginia",85.54756756756757
1062,"Hampton, South Carolina",0.0
1063,"Hancock, Illinois",0.06792
1064,"Hancock, Indiana",0.0
1065,"Hancock, Iowa",0.2636363636363636
1066,"Hancock, Kentucky",0.22549019607843138
1067,"Hancock, Maine",0.0
1068,"Hancock, Ohio",0.13285714285714287
1069,"Hancock, Tennessee",0.0
1070,"Hancock, West Virginia",0.0
1071,"Hanover, Virginia",0.8735751295336788
1072,"Hansford, Texas",0.0
1073,"Hardee, Florida",0.25921875
1074,"Hardeman, Tennessee",0.017096774193548388
1075,"Hardeman, Texas",0.0
1076,"Hardin, Illinois",0.0
1077,"Hardin, Iowa",0.7325714285714285
1078,"Hardin, Kentucky",0.0
1079,"Hardin, Ohio",0.0
1080,"Hardin, Tennessee",0.0
1081,"Hardin, Texas",0.029166666666666664
1082,"Harding, New Mexico",0.21857142857142858
1083,"Harding, South Dakota",0.0
1084,"Hardy, West Virginia",0.0
1085,"Harford county, Maryland",0.0
1086,"Harford, Maryland",0.07164179104477612
1087,"Harlan, Kentucky",0.0
1088,"Harlan, Nebraska",0.0
1089,"Harmon, Oklahoma",0.0
1090,"Harnett, North Carolina",0.0
1091,"Harney, Oregon",0.0
1092,"Harper, Kansas",0.0
1093,"Harper, Oklahoma",0.022727272727272728
1094,"Harris, Texas",0.2536379018612522
1095,"Harrison, Indiana",0.0
1096,"Harrison, Iowa",1.630769230769231
1097,"Harrison, Kentucky",0.0
1098,"Harrison, Missouri",0.0
1099,"Harrison, Ohio",0.08295454545454545
1100,"Harrison, Texas",0.0
1101,"Harrison, West Virginia",0.0
1102,"Harrisonburg, Virginia",0.0
1103,"Hart, Kentucky",0.0
1104,"Hartford, Connecticut",0.0
1105,"Hartley, Texas",0.0
1106,"Harvey, Kansas",0.0
1107,"Haskell, Kansas",0.2391304347826087
1108,"Haskell, Oklahoma",0.0
1109,"Haskell, Texas",0.1619047619047619
1110,"Hawkins, Tennessee",0.021627906976744188
1111,"Hayes, Nebraska",0.0
1112,"Hays, Texas",0.2602941176470588
1113,"Haywood, North Carolina",0.33676470588235297
1114,"Haywood, Tennessee",0.0
1115,"Hemphill, Texas",0.0
1116,"Hempstead, Arkansas",0.0
1117,"Henderson, Illinois",0.0
1118,"Henderson, Kentucky",0.03424657534246575
1119,"Henderson, North Carolina",0.8253465346534653
1120,"Henderson, Tennessee",0.0
1121,"Henderson, Texas",0.5273684210526317
1122,"Hendricks, Indiana",0.0
1123,"Hendry, Florida",0.01625
1124,"Hennepin, Minnesota",0.020513447432762833
1125,"Henrico, Virginia",0.2
1126,"Henry, Alabama",0.1460377358490566
1127,"Henry, Illinois",0.18694354838709676
1128,"Henry, Indiana",0.0
1129,"Henry, Iowa",0.6866666666666668
1130,"Henry, Kentucky",0.0
1131,"Henry, Missouri",0.0
1132,"Henry, Ohio",0.0
1133,"Henry, Tennessee",0.0
1134,"Henry, Virginia",0.6025641025641025
1135,"Hernando, Florida",0.10870466321243522
1136,"Hertford, North Carolina",0.09069767441860466
1137,"Hickman, Kentucky",0.0
1138,"Hickman, Tennessee",0.0
1139,"Hickory, Missouri",0.18882352941176472
1140,"Hidalgo, New Mexico",0.0
1141,"Hidalgo, Texas",0.004081632653061225
1142,"Highland, Ohio",0.0
1143,"Highland, Virginia",0.19166666666666665
1144,"Highlands, Florida",0.35750000000000004
1145,"Hill, Montana",0.0
1146,"Hill, Texas",0.19545454545454544
1147,"Hills, Florida",0.16646582278481015
1148,"Hills, New Hampshire",0.004959630911188006
1149,"Hillsborough county, Florida",0.0
1150,"Hillsborough county, New Hampshire",0.0
1151,"Hillsborough, Florida",0.06231884057971014
1152,"Hillsborough, New Hampshire",0.0
1153,"Hillsdale, Michigan",0.0
1154,"Hitchcock, Nebraska",0.0
1155,"Hocking, Ohio",0.0
1156,"Hockley, Texas",0.0
1157,"Hodgeman, Kansas",0.0
1158,"Hoke, North Carolina",0.2111111111111111
1159,"Holmes, Florida",0.041379310344827586
1160,"Holmes, Ohio",0.02893162393162393
1161,"Holt, Missouri",0.0
1162,"Holt, Nebraska",0.008095238095238095
1163,"Honolulu, Hawaii",0.0
1164,"Hood river, Oregon",0.0
1165,"Hood, Texas",0.10830508474576271
1166,"Hooker, Nebraska",0.0
1167,"Hoonah-angoon, Alaska",0.1940740740740741
1168,"Hopewell, Virginia",0.0
1169,"Hopkins, Kentucky",0.0
1170,"Hopkins, Texas",0.035217391304347825
1171,"Horry, South Carolina",0.0
1172,"Hot spring, Arkansas",0.0
1173,"Hot springs, Wyoming",0.0
1174,"Houghton, Michigan",0.37857142857142856
1175,"Houston, Alabama",0.26793750000000005
1176,"Houston, Minnesota",0.0
1177,"Houston, Texas",0.0
1178,"Howard, Arkansas",0.0
1179,"Howard, Indiana",0.0
1180,"Howard, Iowa",0.04285714285714286
1181,"Howard, Maryland",0.06321243523316063
1182,"Howard, Missouri",0.0
1183,"Howard, Nebraska",0.09227272727272728
1184,"Howard, Texas",0.0
1185,"Howell, Missouri",0.0
1186,"Hubbard, Minnesota",0.010294117647058823
1187,"Hudson, New Jersey",0.0
1188,"Hudspeth, Texas",0.9866666666666667
1189,"Hughes, Oklahoma",0.0
1190,"Hughes, South Dakota",0.0
1191,"Humboldt, California",0.0
1192,"Humboldt, Iowa",0.21052631578947367
1193,"Humboldt, Nevada",1.3298095238095238
1194,"Humphreys, Tennessee",0.0
1195,"Hunt, Texas",1.140897435897436
1196,"Hunterdon, New Jersey",0.006390114739629303
1197,"Huntingdon, Pennsylvania",0.0
1198,"Huntington, Indiana",0.12941176470588237
1199,"Huron, Michigan",3.078125
1200,"Huron, Ohio",0.0
1201,"Hutchinson, South Dakota",0.0
1202,"Hutchinson, Texas",0.0
1203,"Hyde, North Carolina",0.061111111111111116
1204,"Iberia parish, Louisiana",0.0
1205,"Iberia, Louisiana",0.0
1206,"Iberville, Louisiana",0.015490196078431374
1207,"Ida, Iowa",1.175
1208,"Idaho, Idaho",0.0
1209,"Imperial, California",0.0
1210,"Independence, Arkansas",0.02
1211,"Indian river, Florida",1.6944444444444444
1212,"Indiana, Pennsylvania",0.014577464788732394
1213,"Ingham, Michigan",0.010752688172043012
1214,"Inyo, California",0.0
1215,"Ionia, Michigan",0.009523809523809525
1216,"Iosco, Michigan",0.125
1217,"Iowa, Iowa",0.10714285714285714
1218,"Iowa, Wisconsin",0.06345925925925926
1219,"Iredell, North Carolina",0.9129337539432176
1220,"Irion, Texas",0.45
1221,"Iron, Michigan",0.0
1222,"Iron, Missouri",0.21466666666666664
1223,"Iron, Utah",0.02857142857142857
1224,"Iron, Wisconsin",0.0
1225,"Iroquois, Illinois",0.0
1226,"Isabella, Michigan",0.0
1227,"Isanti, Minnesota",0.04318181818181818
1228,"Island, Washington",0.0026782273603082854
1229,"Isle of wight, Virginia",0.0
1230,"Itasca, Minnesota",0.0
1231,"Izard, Arkansas",0.6566153846153845
1232,"Jack, Texas",1.5566666666666666
1233,"Jackson county, Florida",0.0
1234,"Jackson, Alabama",0.0
1235,"Jackson, Arkansas",0.0
1236,"Jackson, Florida",0.08709677419354837
1237,"Jackson, Illinois",0.0
1238,"Jackson, Indiana",0.0
1239,"Jackson, Iowa",0.12000000000000001
1240,"Jackson, Kansas",0.7454545454545454
1241,"Jackson, Kentucky",0.0
1242,"Jackson, Louisiana",0.0
1243,"Jackson, Michigan",0.3516483516483517
1244,"Jackson, Minnesota",2.525
1245,"Jackson, Missouri",0.0
1246,"Jackson, North Carolina",0.21062068965517242
1247,"Jackson, Ohio",0.0
1248,"Jackson, Oklahoma",0.0
1249,"Jackson, Oregon",0.0433125
1250,"Jackson, South Dakota",0.0
1251,"Jackson, Tennessee",0.0
1252,"Jackson, Texas",0.044000000000000004
1253,"Jackson, West Virginia",0.0
1254,"Jackson, Wisconsin",0.056
1255,"James (city), Virginia",0.0
1256,"James city, Virginia",1.530612244897959
1257,"Jasper county, Missouri",0.0
1258,"Jasper, Illinois",0.0
1259,"Jasper, Indiana",0.0
1260,"Jasper, Iowa",0.7023529411764705
1261,"Jasper, Missouri",0.01888111888111888
1262,"Jasper, South Carolina",0.09555555555555556
1263,"Jasper, Texas",0.12083333333333335
1264,"Jay, Indiana",0.0
1265,"Jeff davis, Texas",0.11666666666666665
1266,"Jefferson county, Florida",0.0
1267,"Jefferson county, Pennsylvania",0.0
1268,"Jefferson davis, Louisiana",0.0
1269,"Jefferson, Alabama",0.0
1270,"Jefferson, Arkansas",0.013108108108108108
1271,"Jefferson, Florida",0.27717543859649124
1272,"Jefferson, Idaho",0.0
1273,"Jefferson, Indiana",0.0
1274,"Jefferson, Iowa",0.0
1275,"Jefferson, Kansas",0.31523809523809526
1276,"Jefferson, Kentucky",0.0
1277,"Jefferson, Louisiana",0.0
1278,"Jefferson, Missouri",0.030299401197604787
1279,"Jefferson, Montana",0.034375
1280,"Jefferson, Nebraska",0.0
1281,"Jefferson, Ohio",0.0
1282,"Jefferson, Oklahoma",0.0
1283,"Jefferson, Oregon",0.0
1284,"Jefferson, Pennsylvania",0.035483870967741936
1285,"Jefferson, Tennessee",0.0
1286,"Jefferson, Texas",0.01764705882352941
1287,"Jefferson, Washington",0.0
1288,"Jefferson, West Virginia",0.18057471264367816
1289,"Jefferson, Wisconsin",0.062083333333333345
1290,"Jennings, Indiana",0.0
1291,"Jerauld, South Dakota",0.0
1292,"Jerome, Idaho",0.0
1293,"Jersey, Illinois",0.0
1294,"Jessamine, Kentucky",0.0
1295,"Jewell, Kansas",0.911111111111111
1296,"Jim hogg, Texas",2.705
1297,"Jim wells, Texas",0.0
1298,"Jo daviess, Illinois",0.23178947368421052
1299,"Johnson, Arkansas",0.0
1300,"Johnson, Illinois",0.0
1301,"Johnson, Indiana",0.2225
1302,"Johnson, Iowa",0.5024590163934426
1303,"Johnson, Kansas",0.0
1304,"Johnson, Kentucky",0.0
1305,"Johnson, Missouri",0.04
1306,"Johnson, Nebraska",0.08592592592592592
1307,"Johnson, Tennessee",0.0
1308,"Johnson, Texas",0.2977083333333333
1309,"Johnson, Wyoming",0.0
1310,"Johnston, North Carolina",0.08323353293413173
1311,"Johnston, Oklahoma",0.16083333333333333
1312,"Jones, Iowa",0.0
1313,"Jones, North Carolina",0.0
1314,"Jones, Texas",0.0
1315,"Josephine, Oregon",0.0
1316,"Juab, Utah",0.0
1317,"Judith basin, Montana",0.0
1318,"Juneau city and, Alaska",3.3072727272727267
1319,"Juneau, Alaska",0.0
1320,"Juneau, Wisconsin",0.005603603603603603
1321,"Juniata, Pennsylvania",0.0
1322,"Kalamazoo, Michigan",0.0
1323,"Kalkaska, Michigan",0.0
1324,"Kanabec, Minnesota",0.15625
1325,"Kanawha, West Virginia",0.0
1326,"Kandiyohi, Minnesota",0.06666666666666667
1327,"Kane, Illinois",0.391146261682243
1328,"Kane, Utah",0.0
1329,"Kankakee, Illinois",0.02669090909090909
1330,"Karnes, Texas",0.0
1331,"Kaufman, Texas",0.11
1332,"Kay, Oklahoma",0.0
1333,"Kearney, Nebraska",0.0
1334,"Kearny, Kansas",0.0
1335,"Keith, Nebraska",0.0
1336,"Kenai peninsula, Alaska",0.313069306930693
1337,"Kendall, Illinois",0.09471180451127818
1338,"Kendall, Texas",0.018933333333333333
1339,"Kenedy, Texas",0.0
1340,"Kennebec, Maine",0.0
1341,"Kenosha, Wisconsin",0.0
1342,"Kent, Maryland",1.248913043478261
1343,"Kent, Michigan",0.022222222222222223
1344,"Kent, Rhode Island",0.0
1345,"Kent, Texas",0.4633333333333333
1346,"Kenton, Kentucky",0.0
1347,"Keokuk, Iowa",0.6571428571428571
1348,"Kern, California",0.002875175315568022
1349,"Kerr, Texas",0.042213740458015264
1350,"Kershaw, South Carolina",0.06227272727272728
1351,"Ketchikan gateway, Alaska",0.0
1352,"Kewaunee, Wisconsin",0.01984126984126984
1353,"Keweenaw, Michigan",0.0
1354,"Keya paha, Nebraska",0.0
1355,"Kidder, North Dakota",0.0
1356,"Kimball, Nebraska",0.06666666666666667
1357,"Kimble, Texas",1.1784615384615384
1358,"King and queen, Virginia",0.0
1359,"King george, Virginia",0.07823529411764707
1360,"King william, Virginia",2.14943820224719
1361,"King, Washington",0.0024000000000000002
1362,"Kingfisher, Oklahoma",0.4176470588235294
1363,"Kingman, Kansas",7.777777777777778
1364,"Kings, California",0.0
1365,"Kingsbury, South Dakota",0.0
1366,"Kinney, Texas",0.0
1367,"Kiowa, Kansas",0.0
1368,"Kiowa, Oklahoma",0.0
1369,"Kitsap, Washington",0.0039634146341463415
1370,"Kittitas, Washington",0.0
1371,"Kittson, Minnesota",1.2199999999999998
1372,"Klamath, Oregon",0.0
1373,"Kleberg, Texas",0.03333333333333333
1374,"Klickitat, Washington",0.0
1375,"Knott, Kentucky",0.0
1376,"Knox, Illinois",0.24549019607843137
1377,"Knox, Indiana",0.0
1378,"Knox, Kentucky",0.0
1379,"Knox, Maine",0.09508196721311475
1380,"Knox, Nebraska",0.0
1381,"Knox, Ohio",0.0
1382,"Knox, Tennessee",0.0
1383,"Knox, Texas",0.1625
1384,"Kodiak island, Alaska",0.0
1385,"Koochiching county, Minnesota",0.0
1386,"Koochiching, Minnesota",0.0
1387,"Kootenai, Idaho",0.07251184834123223
1388,"Kosciusko, Indiana",0.14235294117647057
1389,"Kossuth, Iowa",0.9354166666666667
1390,"La crosse, Wisconsin",0.0018114143920595533
1391,"La grange, Indiana",0.0
1392,"La paz, Arizona",0.2456521739130435
1393,"La plata, Colorado",0.0
1394,"La porte, Indiana",0.0
1395,"La salle, Illinois",0.0
1396,"La salle, Louisiana",0.0
1397,"La salle, Texas",0.0
1398,"Labette, Kansas",2.215
1399,"Lac qui parle, Minnesota",0.25142857142857145
1400,"Lackawanna county, Pennsylvania",0.0
1401,"Lackawanna, Pennsylvania",0.13251748251748252
1402,"Laclede, Missouri",0.0
1403,"Lafayette parish, Louisiana",0.0
1404,"Lafayette, Arkansas",0.0
1405,"Lafayette, Florida",0.11
1406,"Lafayette, Louisiana",0.014666666666666666
1407,"Lafayette, Missouri",0.0
1408,"Lafayette, Wisconsin",0.0
1409,"Lafourche, Louisiana",0.039375
1410,"Lagrange, Indiana",0.19803921568627453
1411,"Lake and peninsula, Alaska",0.0
1412,"Lake of the woods, Minnesota",0.0
1413,"Lake, California",0.038527131782945735
1414,"Lake, Florida",0.3225900514579759
