,county,heptachlor
1566,"Morgan, Kentucky",0.0
1567,"Morgan, Missouri",0.0
1568,"Morgan, Utah",0.0
1569,"Morgan, West Virginia",0.0
1570,"Morrill, Nebraska",0.0
1571,"Morris, Kansas",0.0
1572,"Morris, New Jersey",0.0
1573,"Morris, Texas",0.0
1574,"Morrison, Minnesota",0.0
1575,"Morrow, Oregon",0.0
1576,"Morton, North Dakota",0.0
1577,"Motley, Texas",0.0
1578,"Moultrie, Illinois",0.0
1579,"Mountrail, North Dakota",0.0
1580,"Mower, Minnesota",0.0
1581,"Muhlenberg, Kentucky",0.0
1582,"Multnomah county, Oregon",0.0
1583,"Multnomah, Oregon",0.0
1584,"Murray, Minnesota",0.0
1585,"Muskegon, Michigan",0.0
1586,"Musselshell, Montana",0.0
1587,"Nacogdoches, Texas",0.0
1588,"Nance, Nebraska",0.0
1589,"Nantucket, Massachusetts",0.0
1590,"Napa, California",0.0
1591,"Nash, North Carolina",0.0
1592,"Nassau, Florida",0.0
1593,"Nassau, New York",0.0
1594,"Natchitoches, Louisiana",0.0
1595,"Natrona, Wyoming",0.0
1596,"Navajo, Arizona",0.0
1597,"Navarro, Texas",0.0
1598,"Nelson, Kentucky",0.0036363636363636364
1599,"Nelson, North Dakota",0.0
1600,"Nelson, Virginia",0.0
1601,"Nemaha, Nebraska",0.0
1602,"Neosho, Kansas",0.0
1603,"Nevada county, Arkansas",0.0
1604,"Nevada, Arkansas",0.0
1605,"Nevada, California",0.0
1606,"New hanover, North Carolina",0.0
1607,"New haven, Connecticut",0.0
1608,"New london, Connecticut",0.0
1609,"New madrid, Missouri",0.0
1610,"Newaygo, Michigan",0.0
1611,"Newberry, South Carolina",0.0
1612,"Newport, Rhode Island",0.0
1613,"Newton county, Arkansas",0.0
1614,"Newton, Arkansas",0.0
1615,"Newton, Indiana",0.0
1616,"Newton, Missouri",0.0
1617,"Newton, Texas",0.0
1618,"Nez perce, Idaho",0.0
1619,"Niagara, New York",0.0
1620,"Nicholas, Kentucky",0.0
1621,"Nicholas, West Virginia",0.0
1622,"Nicollet, Minnesota",0.0
1623,"Niobrara, Wyoming",0.0
1624,"Noble, Indiana",0.0
1625,"Nobles, Minnesota",0.0
1626,"Nodaway, Missouri",0.0
1627,"Nolan, Texas",0.0
1628,"Norfolk, Massachusetts",0.0
1629,"Norfolk, Virginia",0.0
1630,"North slope, Alaska",0.0
1631,"Northampton county, Pennsylvania",0.0
1632,"Northampton, North Carolina",0.0
1633,"Northampton, Pennsylvania",0.0
1634,"Northampton, Virginia",0.0
1635,"Northumberland, Pennsylvania",0.0
1636,"Northumberland, Virginia",0.0
1637,"Norton, Kansas",0.0
1638,"Nottoway, Virginia",0.0
1639,"Nuckolls, Nebraska",0.0
1640,"Nueces, Texas",0.0
1641,"Nye, Nevada",0.0
1642,"Oakland, Michigan",0.0
1643,"Ocean, New Jersey",0.0
1644,"Oceana, Michigan",0.0
1645,"Ochiltree, Texas",0.0
1646,"Oconee, South Carolina",0.0
1647,"Oconto, Wisconsin",0.0
1648,"Ogemaw, Michigan",0.0
1649,"Ogle, Illinois",0.0
1650,"Ohio, Indiana",0.0
1651,"Ohio, Kentucky",0.0
1652,"Ohio, West Virginia",0.0
1653,"Okaloosa county, Florida",0.0
1654,"Okaloosa, Florida",3.0927835051546395e-05
1655,"Okanogan, Washington",0.0
1656,"Okeechobee, Florida",0.0
1657,"Oklahoma, Oklahoma",0.0
1658,"Oldham, Kentucky",0.0
1659,"Oldham, Texas",0.0
1660,"Olmsted, Minnesota",0.0
1661,"Oneida, Idaho",0.0
1662,"Oneida, New York",0.0
1663,"Oneida, Wisconsin",0.0
1664,"Onondaga, New York",0.0
1665,"Onslow, North Carolina",0.0
1666,"Ontario, New York",0.0
1667,"Ontonagon, Michigan",0.0
1668,"Orange, California",0.0
1669,"Orange, Florida",0.0
1670,"Orange, New York",0.0
1671,"Orange, North Carolina",0.0
1672,"Orange, Texas",0.0
1673,"Orange, Vermont",0.0
1674,"Orange, Virginia",0.0
1675,"Orangeburg, South Carolina",0.0
1676,"Oregon, Missouri",0.0
1677,"Orleans, Louisiana",0.0
1678,"Orleans, New York",0.0
1679,"Orleans, Vermont",0.0
1680,"Osage, Kansas",0.0
1681,"Osage, Missouri",0.0
1682,"Osage, Oklahoma",0.0
1683,"Osceola, Florida",0.0
1684,"Osceola, Michigan",0.0
1685,"Oscoda, Michigan",0.0
1686,"Oswego, New York",0.0
1687,"Otero county, New Mexico",0.0
1688,"Otero, New Mexico",0.0
1689,"Otoe, Nebraska",0.0
1690,"Otsego, Michigan",0.0
1691,"Otsego, New York",0.0
1692,"Ottawa, Michigan",0.0
1693,"Otter tail, Minnesota",0.0
1694,"Ouachita, Arkansas",0.0
1695,"Ouachita, Louisiana",0.0
1696,"Outagamie, Wisconsin",0.0
1697,"Owen, Indiana",0.0
1698,"Owen, Kentucky",0.0
1699,"Owsley, Kentucky",0.0
1700,"Owyhee, Idaho",0.0
1701,"Oxford, Maine",0.0
1702,"Ozark, Missouri",0.0
1703,"Ozaukee, Wisconsin",0.0
1704,"Pacific, Washington",0.0
1705,"Page, Virginia",0.0
1706,"Palm beach, Florida",0.0
1707,"Palo pinto, Texas",0.0
1708,"Pamlico, North Carolina",0.0
1709,"Panola, Texas",0.0
1710,"Park, Montana",0.0
1711,"Park, Wyoming",0.0
1712,"Parke, Indiana",0.0
1713,"Parker, Texas",0.0
1714,"Parmer, Texas",0.0
1715,"Pasco county, Florida",0.0
1716,"Pasco, Florida",0.0
1717,"Pasquotank, North Carolina",0.0
1718,"Passaic, New Jersey",0.0
1719,"Patrick, Virginia",0.0
1720,"Pawnee, Nebraska",0.0
1721,"Payette, Idaho",0.0
1722,"Payne, Oklahoma",0.0
1723,"Pecos, Texas",0.0
1724,"Pembina, North Dakota",0.0
1725,"Pemiscot, Missouri",0.0
1726,"Pend oreille, Washington",0.0
1727,"Pender, North Carolina",0.0
1728,"Pendleton, Kentucky",0.0
1729,"Pendleton, West Virginia",0.0
1730,"Pennington, Minnesota",0.0
1731,"Pennington, South Dakota",0.0
1732,"Penobscot, Maine",0.0
1733,"Peoria, Illinois",0.0
1734,"Pepin, Wisconsin",0.0
1735,"Perkins, Nebraska",0.0
1736,"Perquimans, North Carolina",0.0
1737,"Perry county, Pennsylvania",0.0
1738,"Perry, Alabama",0.0
1739,"Perry, Arkansas",0.0
1740,"Perry, Illinois",0.004266666666666667
1741,"Perry, Indiana",0.0
1742,"Perry, Kentucky",0.0
1743,"Perry, Missouri",0.0
1744,"Perry, Pennsylvania",0.0
1745,"Pershing, Nevada",0.0
1746,"Person, North Carolina",0.0
1747,"Petroleum, Montana",0.0
1748,"Pettis, Missouri",0.0
1749,"Phelps, Missouri",0.0
1750,"Phelps, Nebraska",0.0
1751,"Philadelphia, Pennsylvania",0.0
1752,"Phillips, Arkansas",0.0
1753,"Phillips, Kansas",0.0
1754,"Phillips, Montana",0.0
1755,"Piatt, Illinois",0.0
1756,"Pickens, Alabama",0.0
1757,"Pickens, South Carolina",0.0
1758,"Pierce county, Washington",0.0
1759,"Pierce, Nebraska",0.0
1760,"Pierce, North Dakota",0.0
1761,"Pierce, Washington",0.0
1762,"Pierce, Wisconsin",0.0
1763,"Pike, Alabama",0.0
1764,"Pike, Arkansas",0.0
1765,"Pike, Illinois",0.0
1766,"Pike, Indiana",0.0
1767,"Pike, Kentucky",0.0
1768,"Pike, Missouri",0.0
1769,"Pike, Ohio",0.0
1770,"Pike, Pennsylvania",0.0
1771,"Pima, Arizona",0.0
1772,"Pinal, Arizona",0.0
1773,"Pine, Minnesota",0.0
1774,"Pinellas, Florida",0.0
1775,"Pipestone, Minnesota",0.0
1776,"Piscataquis, Maine",0.0
1777,"Pitt, North Carolina",0.0
1778,"Pittsburg, Oklahoma",0.0
1779,"Pittsylvania, Virginia",0.0
1780,"Piute, Utah",0.0
1781,"Placer, California",0.0
1782,"Plaquemines, Louisiana",0.0
1783,"Platte, Missouri",0.0
1784,"Platte, Nebraska",0.0
1785,"Platte, Wyoming",0.0
1786,"Pleasants, West Virginia",0.0
1787,"Plymouth, Massachusetts",0.0
1788,"Pocahontas, West Virginia",0.0
1789,"Poinsett, Arkansas",0.0
1790,"Pointe coupee parish, Louisiana",0.0
1791,"Pointe coupee, Louisiana",0.0
1792,"Polk, Arkansas",0.0
1793,"Polk, Florida",0.00012919896640826875
1794,"Polk, Minnesota",0.0
1795,"Polk, Missouri",0.0
1796,"Polk, Nebraska",0.0
1797,"Polk, North Carolina",0.0
1798,"Polk, Oregon",0.0
1799,"Polk, Texas",0.0
1800,"Polk, Wisconsin",0.0
1801,"Pondera, Montana",0.0
1802,"Pontotoc, Oklahoma",0.0
1803,"Pope, Arkansas",0.0
1804,"Pope, Illinois",0.0
1805,"Pope, Minnesota",0.0
1806,"Portage county, Wisconsin",0.0
1807,"Portage, Wisconsin",0.0
1808,"Porter, Indiana",0.0
1809,"Portsmouth, Virginia",0.0
1810,"Posey, Indiana",0.0
1811,"Potter, Pennsylvania",0.0
1812,"Potter, Texas",0.0
1813,"Powder river, Montana",0.0
1814,"Powell, Kentucky",0.0
1815,"Powell, Montana",0.0
1816,"Power, Idaho",0.0
1817,"Prairie, Arkansas",0.0
1818,"Prairie, Montana",0.0
1819,"Presidio, Texas",0.0
1820,"Presque isle, Michigan",0.0
1821,"Preston, West Virginia",0.0
1822,"Price, Wisconsin",0.0
1823,"Prince george's, Maryland",0.0
1824,"Prince george, Virginia",0.0
1825,"Prince georges, Maryland",0.0
1826,"Prince william, Virginia",0.0
1827,"Providence, Rhode Island",0.0
1828,"Pulaski, Arkansas",0.0
1829,"Pulaski, Illinois",0.0
1830,"Pulaski, Indiana",0.0
1831,"Pulaski, Kentucky",0.0
1832,"Pulaski, Missouri",0.0
1833,"Pulaski, Virginia",0.0
1834,"Putnam county, Indiana",0.0
1835,"Putnam, Florida",7.3529411764705884e-06
1836,"Putnam, Illinois",0.0
1837,"Putnam, Indiana",0.0
1838,"Putnam, Missouri",0.0
1839,"Putnam, New York",0.0058823529411764705
1840,"Putnam, Tennessee",0.0
1841,"Putnam, West Virginia",0.0
1842,"Quay, New Mexico",0.0
1843,"Queen anne's, Maryland",0.0
1844,"Racine, Wisconsin",0.0
1845,"Radford, Virginia",0.0
1846,"Rains, Texas",0.0
1847,"Raleigh, West Virginia",0.0
1848,"Ramsey, Minnesota",0.0
1849,"Ramsey, North Dakota",0.0
1850,"Randall, Texas",0.0
1851,"Randolph, Alabama",0.0
1852,"Randolph, Arkansas",0.0
1853,"Randolph, Illinois",0.0
1854,"Randolph, Indiana",0.0
1855,"Randolph, Missouri",0.0
1856,"Randolph, North Carolina",0.0
1857,"Randolph, West Virginia",0.0
1858,"Ransom, North Dakota",0.0
1859,"Rapides, Louisiana",0.0
1860,"Ravalli, Montana",0.0
1861,"Ray, Missouri",0.0
1862,"Reagan, Texas",0.0
1863,"Real, Texas",0.0
1864,"Red lake, Minnesota",0.0
1865,"Red river, Louisiana",0.0
1866,"Red river, Texas",0.0
1867,"Red willow, Nebraska",0.0
1868,"Redwood, Minnesota",0.0
1869,"Reeves, Texas",0.0
1870,"Refugio, Texas",0.0
1871,"Rensselaer, New York",0.0
1872,"Renville, Minnesota",0.0
1873,"Reynolds, Missouri",0.0
1874,"Rice, Minnesota",0.0
1875,"Rich, Utah",0.0
1876,"Richardson, Nebraska",0.0
1877,"Richland, Illinois",0.0
1878,"Richland, Louisiana",0.0
1879,"Richland, Montana",0.0
1880,"Richland, North Dakota",0.0
1881,"Richland, Ohio",0.0
1882,"Richland, South Carolina",0.0
1883,"Richland, Wisconsin",0.0
1884,"Richmond, North Carolina",0.0
1885,"Richmond, Virginia",0.0
1886,"Riley, Kansas",0.0
1887,"Rio arriba, New Mexico",0.0
1888,"Ripley, Indiana",0.0
1889,"Ripley, Missouri",0.0
1890,"Ritchie, West Virginia",0.0
1891,"Riverside, California",0.0
1892,"Roane, West Virginia",0.0
1893,"Roanoke, Virginia",0.0
1894,"Roberts, South Dakota",0.0
1895,"Roberts, Texas",0.0
1896,"Robertson, Texas",0.0
1897,"Robeson, North Carolina",0.0
1898,"Rock island, Illinois",0.0003138686131386861
1899,"Rock, Minnesota",0.0
1900,"Rock, Nebraska",0.0
1901,"Rock, Wisconsin",0.0
1902,"Rockbridge, Virginia",0.0
1903,"Rockcastle, Kentucky",0.0
1904,"Rockingham, New Hampshire",0.0
1905,"Rockingham, North Carolina",0.0
1906,"Rockingham, Virginia",0.0
1907,"Rockland, New York",0.0
1908,"Rolette, North Dakota",0.0
1909,"Roosevelt, Montana",0.0
1910,"Roosevelt, New Mexico",0.0
1911,"Roscommon, Michigan",0.0
1912,"Roseau, Minnesota",0.0
1913,"Rosebud, Montana",0.0
1914,"Rowan county, North Carolina",0.0
1915,"Rowan, Kentucky",0.0
1916,"Rowan, North Carolina",0.0
1917,"Runnels, Texas",0.0
1918,"Rush, Indiana",0.0
1919,"Rusk, Texas",0.0005405405405405405
1920,"Rusk, Wisconsin",0.0
1921,"Russell, Alabama",0.0
1922,"Russell, Kansas",0.0
1923,"Russell, Kentucky",0.0
1924,"Russell, Virginia",0.0
1925,"Rutherford, North Carolina",0.0
1926,"Rutland, Vermont",0.0
1927,"Sabine, Louisiana",0.0
1928,"Sabine, Texas",0.0
1929,"Sacramento county, California",0.0
1930,"Sacramento, California",0.0
1931,"Sagadahoc, Maine",0.0
1932,"Saginaw, Michigan",0.0
1933,"Saint bernard, Louisiana",0.0
1934,"Saint charles, Missouri",0.0
1935,"Saint clair, Michigan",0.0
1936,"Saint francois, Missouri",0.0
1937,"Saint james, Louisiana",0.0
1938,"Saint joseph, Michigan",0.0
1939,"Saint landry, Louisiana",0.0
1940,"Saint lawrence, New York",0.0
1941,"Saint louis, Minnesota",0.0
1942,"Saint louis, Missouri",0.0
1943,"Saint marys, Maryland",0.0
1944,"Saint tammany, Louisiana",0.0
1945,"Salem, New Jersey",0.0
1946,"Salem, Virginia",0.0
1947,"Saline county, Arkansas",0.0
1948,"Saline, Arkansas",0.0
1949,"Saline, Illinois",0.0
1950,"Saline, Kansas",0.0
1951,"Saline, Missouri",0.0
1952,"Saline, Nebraska",0.0
1953,"Salt lake, Utah",0.0
1954,"Saluda, South Carolina",0.0
1955,"Sampson, North Carolina",0.0
1956,"San augustine, Texas",0.0
1957,"San benito, California",0.0
1958,"San bernardino county, California",0.0
1959,"San bernardino, California",0.0
1960,"San diego county, California",0.0
1961,"San diego, California",0.0
1962,"San francisco, California",0.0
1963,"San jacinto, Texas",0.0
1964,"San joaquin, California",0.0
1965,"San juan, New Mexico",0.0
1966,"San juan, Utah",0.0
1967,"San juan, Washington",0.0
1968,"San luis obispo, California",0.0
1969,"San mateo, California",0.0
1970,"San miguel, New Mexico",0.0
1971,"San patricio, Texas",0.0
1972,"San saba, Texas",0.0
1973,"Sanborn, South Dakota",0.0
1974,"Sanders, Montana",0.0
1975,"Sandoval, New Mexico",0.0
1976,"Sangamon, Illinois",0.0
1977,"Sanilac, Michigan",0.0
1978,"Sanpete, Utah",0.0
1979,"Santa barbara, California",0.0
1980,"Santa clara, California",1.625e-05
1981,"Santa cruz, Arizona",0.0
1982,"Santa cruz, California",0.0
1983,"Santa fe, New Mexico",0.0
1984,"Santa rosa county, Florida",0.0
1985,"Santa rosa, Florida",0.0
1986,"Sarasota, Florida",0.0
1987,"Saratoga, New York",0.0
1988,"Sargent, North Dakota",0.0
1989,"Sarpy, Nebraska",0.0
1990,"Sauk, Wisconsin",0.0
1991,"Saunders, Nebraska",0.0
1992,"Sawyer, Wisconsin",0.0
1993,"Schenectady, New York",0.0
1994,"Schleicher, Texas",0.0
1995,"Schoharie, New York",0.0
1996,"Schoolcraft, Michigan",0.0
1997,"Schuyler, Illinois",0.0
1998,"Schuyler, New York",0.0
1999,"Schuylkill, Pennsylvania",0.0
2000,"Scotland, Missouri",0.0
2001,"Scotland, North Carolina",0.0
2002,"Scott, Arkansas",0.0
2003,"Scott, Illinois",0.0
2004,"Scott, Indiana",0.0
2005,"Scott, Iowa",0.0
2006,"Scott, Kentucky",0.0
2007,"Scott, Minnesota",0.0
2008,"Scott, Missouri",0.0
2009,"Scott, Virginia",0.0
2010,"Scotts bluff, Nebraska",0.0
2011,"Scurry, Texas",0.0
2012,"Searcy, Arkansas",0.0
2013,"Sebastian, Arkansas",0.0
2014,"Sedgwick, Kansas",0.0
2015,"Seminole county, Florida",0.0
2016,"Seminole, Florida",0.0
2017,"Seneca, New York",0.0
2018,"Seneca, Ohio",0.0
2019,"Sevier, Arkansas",0.0
2020,"Sevier, Utah",0.0
2021,"Seward, Nebraska",0.0
2022,"Shackelford, Texas",0.0
2023,"Shannon, Missouri",0.0
2024,"Shannon, South Dakota",0.0
2025,"Sharp county, Arkansas",0.0
2026,"Sharp, Arkansas",0.0
2027,"Shasta, California",0.0
2028,"Shawano, Wisconsin",0.0
2029,"Shawnee, Kansas",0.0
2030,"Sheboygan, Wisconsin",0.0
2031,"Shelby, Alabama",0.0
2032,"Shelby, Illinois",0.0
2033,"Shelby, Indiana",0.0
2034,"Shelby, Kentucky",0.0
2035,"Shelby, Missouri",0.0
2036,"Shelby, Ohio",0.0
2037,"Shelby, Tennessee",0.0
2038,"Shelby, Texas",0.0
2039,"Shenandoah, Virginia",0.0
2040,"Sherburne, Minnesota",0.0
2041,"Sheridan, Montana",0.0
2042,"Sheridan, Nebraska",0.0
2043,"Sheridan, North Dakota",0.0
2044,"Sheridan, Wyoming",0.0
2045,"Sherman, Nebraska",0.0
2046,"Sherman, Oregon",0.0
2047,"Sherman, Texas",0.0
2048,"Shiawassee, Michigan",0.0
2049,"Shoshone, Idaho",0.0
2050,"Sibley, Minnesota",0.0
2051,"Sierra, New Mexico",0.0
2052,"Silver bow, Montana",0.0
2053,"Silverbow, Montana",0.0
2054,"Simpson, Kentucky",0.0
2055,"Sioux, Nebraska",0.0
2056,"Sioux, North Dakota",0.0
2057,"Siskiyou, California",0.0
2058,"Skagit, Washington",0.0
2059,"Skamania, Washington",0.0
2060,"Slope, North Dakota",0.0
2061,"Smith, Texas",0.0
2062,"Smyth, Virginia",0.0
2063,"Snohomish, Washington",0.0
2064,"Snyder county, Pennsylvania",0.0
2065,"Snyder, Pennsylvania",0.0
2066,"Socorro, New Mexico",0.0
2067,"Solano, California",0.0
2068,"Somerset county, Pennsylvania",0.0
2069,"Somerset, Maine",0.0
2070,"Somerset, Maryland",0.0
2071,"Somerset, New Jersey",0.0
2072,"Somerset, Pennsylvania",0.0
2073,"Somervell, Texas",0.0
2074,"Sonoma, California",0.0
2075,"Southampton, Virginia",0.0
2076,"Southeast fairbanks, Alaska",0.0
2077,"Spartanburg, South Carolina",0.0
2078,"Spencer, Indiana",0.0
2079,"Spink county, South Dakota",0.0
2080,"Spokane, Washington",0.0
2081,"Spotsylvania, Virginia",0.0
2082,"St clair, Alabama",0.0
2083,"St helena, Louisiana",0.0
2084,"St joseph, Indiana",0.0
2085,"St landry, Louisiana",0.0
2086,"St lawrence, New York",0.0
2087,"St louis, Missouri",0.0
2088,"St mary's, Maryland",0.0
2089,"St tammany, Louisiana",0.0
2090,"St. bernard, Louisiana",0.0
2091,"St. charles, Louisiana",0.0
2092,"St. charles, Missouri",0.0
2093,"St. clair county, Missouri",0.0
2094,"St. clair, Alabama",0.0
2095,"St. clair, Illinois",0.0
2096,"St. clair, Michigan",0.0
2097,"St. clair, Missouri",0.0
2098,"St. croix, Wisconsin",0.0
2099,"St. francis, Arkansas",0.0
2100,"St. francois, Missouri",0.0
2101,"St. helena, Louisiana",0.0
2102,"St. james, Louisiana",0.0
2103,"St. john the baptist parish, Louisiana",0.0
2104,"St. john the baptist, Louisiana",0.0
2105,"St. johns, Florida",0.0
2106,"St. joseph county, Indiana",0.0
2107,"St. joseph, Indiana",0.0
2108,"St. joseph, Michigan",0.0
2109,"St. landry, Louisiana",0.0
2110,"St. lawrence, New York",0.0
2111,"St. louis city, Missouri",0.0
2112,"St. louis, Minnesota",0.0
2113,"St. louis, Missouri",0.0
2114,"St. lucie, Florida",0.0
2115,"St. martin parish, Louisiana",0.0
2116,"St. martin, Louisiana",0.0
2117,"St. mary parish, Louisiana",0.0
2118,"St. mary's county, Maryland",0.0
2119,"St. mary's, Maryland",0.0
2120,"St. mary, Louisiana",0.0
2121,"St. tammany parish, Louisiana",0.0
2122,"St. tammany, Louisiana",0.0
2123,"Stafford, Virginia",0.0
2124,"Stanislaus, California",0.0
2125,"Stanly, North Carolina",0.0
2126,"Stanton, Nebraska",0.0
2127,"Stark, Illinois",0.0
2128,"Stark, North Dakota",0.0
2129,"Starke, Indiana",0.0
2130,"Starr, Texas",0.0
2131,"Staunton, Virginia",0.0
2132,"Ste. genevieve, Missouri",0.0
2133,"Stearns, Minnesota",0.0
2134,"Steele, Minnesota",0.0
2135,"Stephens, Texas",0.0
2136,"Stephenson, Illinois",0.0009534883720930233
2137,"Sterling, Texas",0.0
2138,"Steuben, Indiana",0.0
2139,"Steuben, New York",0.0
2140,"Stevens, Minnesota",0.0
2141,"Stevens, Washington",0.0
2142,"Stillwater, Montana",0.0
2143,"Stoddard, Missouri",0.0
2144,"Stokes, North Carolina",0.0
2145,"Stone, Arkansas",0.0
2146,"Stone, Missouri",0.0
2147,"Stonewall, Texas",0.0
2148,"Storey, Nevada",0.0
2149,"Strafford, New Hampshire",0.0
2150,"Stutsman, North Dakota",0.0
2151,"Sublette, Wyoming",0.0
2152,"Suffolk city, Virginia",0.0
2153,"Suffolk, Massachusetts",0.0
2154,"Suffolk, Virginia",0.0
2155,"Sullivan, Indiana",0.0
2156,"Sullivan, Missouri",0.0
2157,"Sullivan, New Hampshire",0.0
2158,"Sullivan, New York",0.0
2159,"Sullivan, Pennsylvania",0.0
2160,"Summers, West Virginia",0.0
2161,"Summit, Utah",0.0
2162,"Sumner, Kansas",0.0
2163,"Sumter, Alabama",0.0
2164,"Sumter, Florida",0.0
2165,"Sumter, South Carolina",0.0
2166,"Surry, North Carolina",0.0
2167,"Surry, Virginia",0.0
2168,"Susquehanna, Pennsylvania",0.0
2169,"Sussex, New Jersey",0.0
2170,"Sutter, California",0.0
2171,"Sutton, Texas",0.0
2172,"Suwannee, Florida",0.0
2173,"Swain, North Carolina",0.0
2174,"Sweet grass, Montana",0.0
2175,"Sweetwater county, Wyoming",0.0
2176,"Sweetwater, Wyoming",0.0
2177,"Swift county, Minnesota",0.0
2178,"Swift, Minnesota",0.0
2179,"Swisher, Texas",0.0
2180,"Switzerland, Indiana",0.0
2181,"Talbot, Maryland",0.0
2182,"Talladega, Alabama",0.0
2183,"Tallapoosa, Alabama",0.0
2184,"Taney, Missouri",0.0
2185,"Tangipahoa parish, Louisiana",0.0
2186,"Tangipahoa, Louisiana",0.0
2187,"Taos, New Mexico",0.0
2188,"Tarrant, Texas",0.0
2189,"Taylor, Florida",0.0
2190,"Taylor, Kentucky",0.0
2191,"Taylor, Texas",0.0
2192,"Taylor, West Virginia",0.0
2193,"Taylor, Wisconsin",0.0
2194,"Tazewell, Illinois",0.0
2195,"Tazewell, Virginia",0.0
2196,"Tensas, Louisiana",0.0
2197,"Terrebonne, Louisiana",0.0
2198,"Terrell, Texas",0.0
2199,"Terry, Texas",0.0
2200,"Teton, Idaho",0.0
2201,"Teton, Montana",0.0
2202,"Teton, Wyoming",0.0
2203,"Texas, Missouri",0.0
2204,"Thayer, Nebraska",0.0
2205,"Thomas, Nebraska",0.0
2206,"Throckmorton, Texas",0.0
2207,"Thurston, Nebraska",0.0
2208,"Thurston, Washington",0.0
2209,"Tillamook county, Oregon",0.0
2210,"Tillamook, Oregon",0.0
2211,"Tioga county, Pennsylvania",0.0
2212,"Tioga, New York",0.0
2213,"Tioga, Pennsylvania",0.0
2214,"Tippecanoe, Indiana",0.0
2215,"Tipton, Indiana",0.0
2216,"Titus, Texas",0.0
2217,"Todd, Kentucky",0.0
2218,"Todd, Minnesota",0.0
2219,"Todd, South Dakota",0.0
2220,"Tolland, Connecticut",0.0
2221,"Tom green, Texas",0.0
2222,"Tompkins, New York",0.0
2223,"Tooele, Utah",0.0
2224,"Toole, Montana",0.0
2225,"Torrance, New Mexico",0.0
2226,"Towner, North Dakota",0.0
2227,"Traill, North Dakota",0.0
2228,"Transylvania, North Carolina",0.0
2229,"Traverse, Minnesota",0.0
2230,"Travis, Texas",0.0
2231,"Treasure, Montana",0.0
2232,"Trempealeau, Wisconsin",0.0
2233,"Trigg, Kentucky",0.0
2234,"Trimble, Kentucky",0.0
2235,"Trinity, Texas",0.0
2236,"Tripp, South Dakota",0.0
2237,"Tucker, West Virginia",0.0
2238,"Tulare, California",4.807692307692308e-05
2239,"Turner, South Dakota",0.0
2240,"Tuscaloosa, Alabama",0.0
2241,"Tuscola, Michigan",0.0
2242,"Twin falls, Idaho",0.0
2243,"Tyler, Texas",0.0
2244,"Tyler, West Virginia",0.0
2245,"Tyrrell, North Carolina",0.0
2246,"Uinta, Wyoming",0.0
2247,"Uintah, Utah",0.0
2248,"Ulster, New York",0.0
2249,"Umatilla, Oregon",0.0
2250,"Union parish, Louisiana",0.0
2251,"Union, Arkansas",0.0
2252,"Union, Florida",0.0
2253,"Union, Illinois",0.0
2254,"Union, Indiana",0.0
2255,"Union, Kentucky",0.0
2256,"Union, Louisiana",0.0
2257,"Union, New Mexico",0.0
2258,"Union, North Carolina",0.0
2259,"Union, Oregon",0.0
2260,"Union, Pennsylvania",0.0
2261,"Union, South Carolina",0.0
2262,"Union, South Dakota",0.0
2263,"Unknown, South Carolina",0.0
2264,"Upshur, Texas",0.0
2265,"Upshur, West Virginia",0.0
2266,"Upton, Texas",0.0
2267,"Utah, Utah",0.0
2268,"Uvalde, Texas",0.0
2269,"Val verde, Texas",0.0
2270,"Valencia, New Mexico",0.0
2271,"Valley, Idaho",0.0
2272,"Valley, Montana",0.0
2273,"Valley, Nebraska",0.0
2274,"Van buren, Arkansas",0.0
2275,"Van buren, Michigan",0.0
2276,"Van wert, Ohio",0.0
2277,"Van zandt, Texas",0.0
2278,"Vance, North Carolina",0.0
2279,"Vanderburgh, Indiana",0.0
2280,"Venango county, Pennsylvania",0.0
2281,"Venango, Pennsylvania",0.0
2282,"Ventura, California",0.0
2283,"Vermilion, Illinois",0.0
2284,"Vermilion, Louisiana",0.0
2285,"Vermillion county, Indiana",0.0
2286,"Vermillion, Indiana",0.0
2287,"Vernon, Louisiana",0.0
2288,"Vernon, Missouri",0.0
2289,"Vernon, Wisconsin",0.0
2290,"Victoria, Texas",0.0
2291,"Vigo, Indiana",0.0
2292,"Vilas, Wisconsin",0.0
2293,"Volusia, Florida",0.0
2294,"Wabash, Illinois",0.00175
2295,"Wabash, Indiana",0.0
2296,"Wabasha, Minnesota",0.0
2297,"Wabaunsee, Kansas",0.0
2298,"Wadena, Minnesota",0.0
2299,"Wahkiakum, Washington",0.0
2300,"Wake, North Carolina",0.0
2301,"Wakulla, Florida",0.0
2302,"Waldo, Maine",0.0
2303,"Walker, Alabama",0.0
2304,"Walker, Texas",0.0
2305,"Walla walla, Washington",0.0
2306,"Waller, Texas",0.0
2307,"Wallowa, Oregon",0.0
2308,"Walsh, North Dakota",0.0
2309,"Walton, Florida",0.0
2310,"Walworth, South Dakota",0.0
2311,"Walworth, Wisconsin",0.0
2312,"Ward, North Dakota",0.0
2313,"Ward, Texas",0.0
2314,"Warren county, Pennsylvania",0.0
2315,"Warren, Illinois",0.0
2316,"Warren, Indiana",0.0
2317,"Warren, Kentucky",0.0
2318,"Warren, Missouri",0.0
2319,"Warren, New Jersey",0.0
2320,"Warren, New York",0.0
2321,"Warren, North Carolina",0.0
2322,"Warren, Pennsylvania",0.0
2323,"Warren, Virginia",0.0
