,county,di(2-ethylhexyl)_adipate
1528,"Newton, Missouri",0.0
1529,"Newton, Texas",0.0
1530,"Nez perce, Idaho",0.0
1531,"Niagara, New York",0.0
1532,"Nicholas, Kentucky",0.01
1533,"Nicholas, West Virginia",0.0
1534,"Nicollet, Minnesota",0.0
1535,"Niobrara, Wyoming",0.0
1536,"Noble, Indiana",0.0
1537,"Nobles, Minnesota",0.0
1538,"Nolan, Texas",0.0
1539,"Norfolk, Massachusetts",0.0
1540,"Norfolk, Virginia",0.0
1541,"North slope, Alaska",0.0
1542,"Northampton county, Pennsylvania",0.0
1543,"Northampton, North Carolina",0.03101449275362319
1544,"Northampton, Pennsylvania",0.0
1545,"Northampton, Virginia",0.0
1546,"Northumberland, Pennsylvania",0.0
1547,"Northumberland, Virginia",0.0
1548,"Nottoway, Virginia",0.0
1549,"Nuckolls, Nebraska",0.0
1550,"Nueces, Texas",0.0
1551,"Nye, Nevada",0.0
1552,"O'brien, Iowa",0.0
1553,"Oakland, Michigan",0.0
1554,"Obrien, Iowa",0.0
1555,"Ocean, New Jersey",0.0
1556,"Ochiltree, Texas",0.0
1557,"Oconee, South Carolina",0.0
1558,"Oconto, Wisconsin",0.0
1559,"Ogle, Illinois",0.0
1560,"Ohio, Indiana",0.0
1561,"Ohio, Kentucky",0.0
1562,"Ohio, West Virginia",0.0
1563,"Okaloosa county, Florida",0.0
1564,"Okaloosa, Florida",0.0
1565,"Okanogan, Washington",0.0
1566,"Okeechobee, Florida",0.0
1567,"Oldham, Kentucky",0.0
1568,"Oldham, Texas",0.0
1569,"Olmsted, Minnesota",0.0
1570,"Oneida, Idaho",0.0
1571,"Oneida, New York",0.0
1572,"Oneida, Wisconsin",0.0
1573,"Onondaga, New York",0.0
1574,"Onslow, North Carolina",0.00875438596491228
1575,"Ontario, New York",0.0
1576,"Orange, California",0.0
1577,"Orange, Florida",0.003992248062015504
1578,"Orange, New York",0.0
1579,"Orange, North Carolina",0.07576923076923077
1580,"Orange, Texas",0.0
1581,"Orange, Vermont",0.0
1582,"Orange, Virginia",0.0
1583,"Orangeburg, South Carolina",0.0
1584,"Orleans, Louisiana",0.15875
1585,"Orleans, New York",0.0
1586,"Orleans, Vermont",0.0
1587,"Osceola, Florida",0.0
1588,"Osceola, Iowa",0.0
1589,"Oswego, New York",0.0
1590,"Otero county, New Mexico",0.0
1591,"Otero, New Mexico",0.0
1592,"Otoe, Nebraska",0.0
1593,"Otsego, Michigan",0.0
1594,"Otsego, New York",0.0
1595,"Otter tail, Minnesota",0.0
1596,"Ouachita, Arkansas",0.0
1597,"Ouachita, Louisiana",0.031743119266055046
1598,"Outagamie, Wisconsin",0.10222222222222223
1599,"Owen, Indiana",0.0
1600,"Owen, Kentucky",0.0
1601,"Owsley, Kentucky",0.0
1602,"Owyhee, Idaho",0.0
1603,"Oxford, Maine",0.0
1604,"Ozaukee, Wisconsin",0.018518518518518517
1605,"Pacific, Washington",0.0
1606,"Page, Iowa",0.08333333333333333
1607,"Page, Virginia",0.0
1608,"Palm beach, Florida",0.0031446540880503146
1609,"Palo alto, Iowa",0.0
1610,"Palo pinto, Texas",0.003902439024390244
1611,"Pamlico, North Carolina",0.0
1612,"Panola, Texas",0.0014814814814814814
1613,"Park, Montana",0.0
1614,"Park, Wyoming",0.0
1615,"Parke, Indiana",0.0
1616,"Parker, Texas",0.0
1617,"Parmer, Texas",0.0
1618,"Pasco county, Florida",0.0
1619,"Pasco, Florida",0.0
1620,"Pasquotank, North Carolina",0.0
1621,"Passaic, New Jersey",0.0
1622,"Patrick, Virginia",0.0
1623,"Pawnee, Nebraska",0.0
1624,"Payette, Idaho",0.0
1625,"Pecos, Texas",0.16857142857142857
1626,"Pend oreille, Washington",0.0
1627,"Pender, North Carolina",0.0
1628,"Pendleton, Kentucky",0.0
1629,"Pendleton, West Virginia",0.0
1630,"Pennington, Minnesota",0.0
1631,"Pennington, South Dakota",0.0
1632,"Penobscot, Maine",0.0
1633,"Peoria, Illinois",0.0
1634,"Perkins, Nebraska",0.0
1635,"Perquimans, North Carolina",0.0
1636,"Perry county, Pennsylvania",0.0
1637,"Perry, Alabama",0.0
1638,"Perry, Arkansas",0.0
1639,"Perry, Illinois",0.0
1640,"Perry, Indiana",0.0
1641,"Perry, Kentucky",0.0675
1642,"Perry, Pennsylvania",0.0
1643,"Pershing, Nevada",0.0
1644,"Person, North Carolina",0.1517391304347826
1645,"Petroleum, Montana",0.0
1646,"Pettis, Missouri",0.0
1647,"Phelps, Nebraska",0.0
1648,"Philadelphia, Pennsylvania",0.0
1649,"Phillips, Arkansas",0.0
1650,"Phillips, Montana",0.036875
1651,"Piatt, Illinois",0.0
1652,"Pickaway, Ohio",0.0
1653,"Pickens, Alabama",0.0
1654,"Pickens, South Carolina",0.0
1655,"Pierce county, Washington",0.0
1656,"Pierce, Nebraska",0.0
1657,"Pierce, Washington",0.0
1658,"Pierce, Wisconsin",0.0
1659,"Pike, Alabama",0.24763888888888885
1660,"Pike, Arkansas",0.0
1661,"Pike, Illinois",0.0
1662,"Pike, Indiana",0.0
1663,"Pike, Kentucky",0.02875
1664,"Pike, Ohio",0.0
1665,"Pike, Pennsylvania",0.01657142857142857
1666,"Pima, Arizona",0.0
1667,"Pinal, Arizona",0.0
1668,"Pine, Minnesota",0.0
1669,"Pinellas, Florida",0.0
1670,"Pipestone, Minnesota",0.0
1671,"Piscataquis, Maine",0.0
1672,"Pitt, North Carolina",0.0
1673,"Pittsylvania, Virginia",0.0
1674,"Piute, Utah",0.0
1675,"Placer, California",0.0
1676,"Plaquemines, Louisiana",0.025416666666666667
1677,"Platte, Missouri",0.0
1678,"Platte, Nebraska",0.0
1679,"Platte, Wyoming",0.0
1680,"Pleasants, West Virginia",0.0
1681,"Plymouth, Iowa",0.0
1682,"Plymouth, Massachusetts",0.0
1683,"Pocahontas, Iowa",0.1111111111111111
1684,"Pocahontas, West Virginia",0.0
1685,"Poinsett, Arkansas",0.0
1686,"Pointe coupee parish, Louisiana",0.0
1687,"Pointe coupee, Louisiana",0.05324324324324325
1688,"Polk, Arkansas",0.0
1689,"Polk, Florida",0.0027296248382923673
1690,"Polk, Iowa",0.0
1691,"Polk, Minnesota",0.0
1692,"Polk, Nebraska",0.0
1693,"Polk, North Carolina",0.02702127659574468
1694,"Polk, Oregon",0.0
1695,"Polk, Texas",0.0
1696,"Polk, Wisconsin",0.0
1697,"Pondera, Montana",0.0
1698,"Pope, Arkansas",0.0
1699,"Pope, Illinois",0.0
1700,"Pope, Minnesota",0.0
1701,"Portage, Wisconsin",0.0
1702,"Porter, Indiana",0.0
1703,"Portsmouth, Virginia",0.0
1704,"Posey, Indiana",0.0
1705,"Pottawattamie, Iowa",0.0
1706,"Potter, Pennsylvania",0.0
1707,"Potter, Texas",0.0
1708,"Powder river, Montana",0.0
1709,"Powell, Kentucky",0.0
1710,"Powell, Montana",0.0
1711,"Power, Idaho",0.0
1712,"Poweshiek, Iowa",0.0
1713,"Prairie, Arkansas",0.0
1714,"Prairie, Montana",0.0
1715,"Preble, Ohio",0.0
1716,"Presidio, Texas",0.0
1717,"Presque isle, Michigan",0.0
1718,"Preston, West Virginia",0.0
1719,"Price, Wisconsin",0.0
1720,"Prince george's, Maryland",0.0
1721,"Prince george, Virginia",0.0
1722,"Prince georges, Maryland",0.0
1723,"Prince william, Virginia",0.0
1724,"Providence, Rhode Island",0.09691629955947137
1725,"Pulaski, Arkansas",0.0
1726,"Pulaski, Illinois",0.0
1727,"Pulaski, Indiana",0.0
1728,"Pulaski, Kentucky",0.0
1729,"Pulaski, Virginia",0.0
1730,"Putnam county, Indiana",0.0
1731,"Putnam, Florida",0.0
1732,"Putnam, Illinois",0.0
1733,"Putnam, Indiana",0.0
1734,"Putnam, New York",0.005988023952095809
1735,"Putnam, Tennessee",0.0
1736,"Putnam, West Virginia",0.0
1737,"Quay, New Mexico",0.0
1738,"Queen anne's, Maryland",0.0
1739,"Racine, Wisconsin",0.0
1740,"Radford, Virginia",0.0
1741,"Rains, Texas",0.0
1742,"Raleigh, West Virginia",0.0
1743,"Ramsey, Minnesota",0.0
1744,"Ramsey, North Dakota",0.0
1745,"Randall, Texas",0.0
1746,"Randolph, Alabama",0.0
1747,"Randolph, Arkansas",0.0
1748,"Randolph, Illinois",0.0
1749,"Randolph, Indiana",0.0
1750,"Randolph, North Carolina",0.0753240223463687
1751,"Randolph, West Virginia",0.0
1752,"Rapides, Louisiana",0.0496551724137931
1753,"Ravalli, Montana",0.0
1754,"Reagan, Texas",0.0
1755,"Real, Texas",0.0
1756,"Red lake, Minnesota",0.0
1757,"Red river, Louisiana",0.023214285714285715
1758,"Red river, Texas",0.0
1759,"Red willow, Nebraska",0.0
1760,"Redwood, Minnesota",0.0
1761,"Reeves, Texas",0.0
1762,"Refugio, Texas",0.0
1763,"Rensselaer, New York",0.0
1764,"Renville, Minnesota",0.0
1765,"Rice, Minnesota",0.0
1766,"Rich, Utah",0.0
1767,"Richardson, Nebraska",0.0
1768,"Richland, Illinois",0.0
1769,"Richland, Louisiana",0.039999999999999994
1770,"Richland, Montana",0.0
1771,"Richland, Ohio",0.0
1772,"Richland, South Carolina",0.0
1773,"Richland, Wisconsin",0.0
1774,"Richmond, North Carolina",0.057545454545454545
1775,"Richmond, Virginia",0.0
1776,"Rio arriba, New Mexico",0.0
1777,"Ripley, Indiana",0.0
1778,"Ritchie, West Virginia",0.0
1779,"Riverside, California",0.005205205205205205
1780,"Roane, West Virginia",0.0
1781,"Roanoke, Virginia",0.0
1782,"Roberts, South Dakota",0.0
1783,"Roberts, Texas",0.0
1784,"Robertson, Texas",0.0
1785,"Robeson, North Carolina",0.01764285714285714
1786,"Rock island, Illinois",0.0
1787,"Rock, Minnesota",0.0
1788,"Rock, Nebraska",0.0
1789,"Rock, Wisconsin",0.0
1790,"Rockbridge, Virginia",0.0
1791,"Rockcastle, Kentucky",0.0
1792,"Rockingham, New Hampshire",0.0028415300546448087
1793,"Rockingham, North Carolina",0.02534375
1794,"Rockingham, Virginia",0.0
1795,"Rockland, New York",0.0
1796,"Roosevelt, Montana",0.0
1797,"Roosevelt, New Mexico",0.0
1798,"Roseau, Minnesota",0.0
1799,"Rosebud, Montana",0.0
1800,"Ross, Ohio",0.0
1801,"Rowan county, North Carolina",0.0
1802,"Rowan, Kentucky",0.009999999999999998
1803,"Rowan, North Carolina",0.010161290322580644
1804,"Runnels, Texas",0.0
1805,"Rush, Indiana",0.0
1806,"Rusk, Texas",0.009459459459459458
1807,"Rusk, Wisconsin",0.0
1808,"Russell, Alabama",0.0
1809,"Russell, Kentucky",0.0
1810,"Russell, Virginia",0.0
1811,"Rutherford, North Carolina",0.0
1812,"Rutland, Vermont",0.0
1813,"Sabine, Louisiana",0.06755000000000001
1814,"Sabine, Texas",0.003928571428571429
1815,"Sac, Iowa",0.0
1816,"Sacramento county, California",0.0
1817,"Sacramento, California",0.0
1818,"Sagadahoc, Maine",2.36
1819,"Saint bernard, Louisiana",0.0
1820,"Saint charles, Missouri",0.0
1821,"Saint clair, Michigan",0.0
1822,"Saint james, Louisiana",0.0
1823,"Saint landry, Louisiana",0.0
1824,"Saint lawrence, New York",0.0
1825,"Saint louis, Minnesota",0.0
1826,"Saint marys, Maryland",0.0
1827,"Saint tammany, Louisiana",0.0
1828,"Salem, New Jersey",0.0
1829,"Salem, Virginia",0.0
1830,"Saline county, Arkansas",0.0
1831,"Saline, Arkansas",0.0
1832,"Saline, Illinois",0.0
1833,"Saline, Nebraska",0.0
1834,"Salt lake, Utah",0.008892339544513458
1835,"Saluda, South Carolina",0.0
1836,"Sampson, North Carolina",0.0
1837,"San augustine, Texas",0.0
1838,"San benito, California",0.0
1839,"San bernardino county, California",0.0
1840,"San bernardino, California",0.0
1841,"San diego county, California",0.0
1842,"San diego, California",0.0
1843,"San francisco, California",0.0
1844,"San jacinto, Texas",0.0
1845,"San joaquin, California",0.0
1846,"San juan, New Mexico",0.0
1847,"San juan, Utah",0.045000000000000005
1848,"San juan, Washington",0.0
1849,"San luis obispo, California",0.0
1850,"San mateo, California",0.0
1851,"San miguel, New Mexico",0.0
1852,"San patricio, Texas",0.0
1853,"San saba, Texas",0.0
1854,"Sanborn, South Dakota",0.0
1855,"Sanders, Montana",0.0
1856,"Sandoval, New Mexico",0.0
1857,"Sandusky, Ohio",0.0
1858,"Sangamon, Illinois",0.0
1859,"Sanpete, Utah",0.0
1860,"Santa barbara, California",0.0
1861,"Santa clara, California",0.0
1862,"Santa cruz, Arizona",0.0
1863,"Santa cruz, California",0.0
1864,"Santa fe, New Mexico",0.03196202531645569
1865,"Santa rosa county, Florida",0.0
1866,"Santa rosa, Florida",0.0
1867,"Sarasota, Florida",0.0
1868,"Saratoga, New York",0.0
1869,"Sarpy, Nebraska",0.0
1870,"Sauk, Wisconsin",0.0
1871,"Saunders, Nebraska",0.0
1872,"Sawyer, Wisconsin",0.10857142857142857
1873,"Schenectady, New York",0.0
1874,"Schleicher, Texas",0.0
1875,"Schoharie, New York",0.0
1876,"Schuyler, Illinois",0.0
1877,"Schuyler, New York",0.0
1878,"Schuylkill, Pennsylvania",0.0
1879,"Scotland, North Carolina",0.07964285714285714
1880,"Scott, Arkansas",0.0
1881,"Scott, Illinois",0.0
1882,"Scott, Indiana",0.0
1883,"Scott, Iowa",0.01477272727272727
1884,"Scott, Kentucky",0.0
1885,"Scott, Minnesota",0.0
1886,"Scott, Virginia",0.0
1887,"Scotts bluff, Nebraska",0.0
1888,"Scurry, Texas",0.0
1889,"Searcy, Arkansas",0.0
1890,"Sebastian, Arkansas",0.0
1891,"Seminole county, Florida",0.0
1892,"Seminole, Florida",0.0
1893,"Seneca, New York",0.0
1894,"Seneca, Ohio",0.0
1895,"Sevier, Arkansas",0.0
1896,"Sevier, Utah",0.0101
1897,"Seward, Nebraska",0.0
1898,"Shackelford, Texas",0.0
1899,"Shannon, South Dakota",0.0
1900,"Sharp county, Arkansas",0.0
1901,"Sharp, Arkansas",0.0
1902,"Shasta, California",0.0
1903,"Shawano, Wisconsin",0.0
1904,"Sheboygan, Wisconsin",0.0
1905,"Shelby, Alabama",0.0
1906,"Shelby, Illinois",0.0
1907,"Shelby, Indiana",0.0
1908,"Shelby, Iowa",0.23636363636363633
1909,"Shelby, Kentucky",0.0
1910,"Shelby, Ohio",0.0
1911,"Shelby, Tennessee",0.0
1912,"Shelby, Texas",0.022325581395348838
1913,"Shenandoah, Virginia",0.0
1914,"Sherburne, Minnesota",0.0
1915,"Sheridan, Montana",0.0
1916,"Sheridan, Nebraska",0.0
1917,"Sheridan, Wyoming",0.0
1918,"Sherman, Nebraska",0.0
1919,"Sherman, Oregon",0.0
1920,"Sherman, Texas",0.0
1921,"Shoshone, Idaho",0.0
1922,"Sibley, Minnesota",0.0
1923,"Sierra, New Mexico",0.0
1924,"Silver bow, Montana",0.0
1925,"Silverbow, Montana",0.0
1926,"Simpson, Kentucky",0.0
1927,"Sioux, Iowa",0.09999999999999999
1928,"Sioux, Nebraska",0.0
1929,"Siskiyou, California",0.0
1930,"Skagit, Washington",0.0
1931,"Skamania, Washington",0.0
1932,"Smith, Texas",0.0
1933,"Smyth, Virginia",0.0
1934,"Snohomish, Washington",0.0
1935,"Snyder county, Pennsylvania",0.0
1936,"Snyder, Pennsylvania",0.0
1937,"Socorro, New Mexico",0.0
1938,"Solano, California",0.0
1939,"Somerset county, Pennsylvania",0.0
1940,"Somerset, Maine",0.0
1941,"Somerset, Maryland",0.0
1942,"Somerset, New Jersey",0.0
1943,"Somerset, Pennsylvania",0.0
1944,"Somervell, Texas",0.0
1945,"Sonoma, California",0.0
1946,"Southampton, Virginia",0.0
1947,"Spartanburg, South Carolina",0.0
1948,"Spencer, Indiana",0.0
1949,"Spink county, South Dakota",0.0
1950,"Spokane, Washington",0.0
1951,"Spotsylvania, Virginia",0.0
1952,"St clair, Alabama",0.0
1953,"St helena, Louisiana",0.0
1954,"St joseph, Indiana",0.0
1955,"St landry, Louisiana",0.17200000000000001
1956,"St lawrence, New York",0.0
1957,"St mary's, Maryland",0.0
1958,"St tammany, Louisiana",0.05090909090909091
1959,"St. bernard, Louisiana",0.0
1960,"St. charles, Louisiana",0.05153846153846154
1961,"St. clair, Alabama",0.0
1962,"St. clair, Illinois",0.0
1963,"St. croix, Wisconsin",0.0
1964,"St. francis, Arkansas",0.0
1965,"St. helena, Louisiana",0.0
1966,"St. james, Louisiana",0.0
1967,"St. john the baptist parish, Louisiana",0.09428571428571429
1968,"St. john the baptist, Louisiana",0.14928571428571427
1969,"St. johns, Florida",0.0
1970,"St. joseph county, Indiana",0.0
1971,"St. joseph, Indiana",0.0
1972,"St. landry, Louisiana",0.10534482758620689
1973,"St. lawrence, New York",0.011619096774193548
1974,"St. louis, Minnesota",0.0
1975,"St. lucie, Florida",0.0
1976,"St. martin parish, Louisiana",0.0
1977,"St. martin, Louisiana",0.0
1978,"St. mary parish, Louisiana",0.0
1979,"St. mary's county, Maryland",0.0
1980,"St. mary's, Maryland",0.0
1981,"St. mary, Louisiana",0.1236842105263158
1982,"St. tammany parish, Louisiana",0.0
1983,"St. tammany, Louisiana",0.022838983050847455
1984,"Stafford, Virginia",0.0
1985,"Stanislaus, California",0.0
1986,"Stanly, North Carolina",0.0
1987,"Stanton, Nebraska",0.0
1988,"Stark, Illinois",0.0
1989,"Stark, Ohio",0.0
1990,"Starke, Indiana",0.0
1991,"Starr, Texas",0.09023255813953489
1992,"Staunton, Virginia",0.0
1993,"Stearns, Minnesota",0.0
1994,"Steele, Minnesota",0.0
1995,"Stephens, Texas",0.013333333333333334
1996,"Stephenson, Illinois",0.0
1997,"Sterling, Texas",0.0
1998,"Steuben, Indiana",0.0
1999,"Steuben, New York",0.0
2000,"Stevens, Minnesota",0.0
2001,"Stevens, Washington",0.0
2002,"Stillwater, Montana",0.0
2003,"Stokes, North Carolina",0.03790123456790123
2004,"Stone, Arkansas",0.0
2005,"Stone, Missouri",0.0
2006,"Stonewall, Texas",0.0
2007,"Storey, Nevada",0.0
2008,"Story, Iowa",0.0
2009,"Strafford, New Hampshire",0.0
2010,"Sublette, Wyoming",0.0
2011,"Suffolk city, Virginia",0.0
2012,"Suffolk, Massachusetts",0.0
2013,"Suffolk, Virginia",0.0
2014,"Sullivan, Indiana",0.07166666666666667
2015,"Sullivan, New Hampshire",0.0
2016,"Sullivan, New York",0.0
2017,"Sullivan, Pennsylvania",0.0
2018,"Summers, West Virginia",0.0
2019,"Summit, Ohio",0.056363636363636366
2020,"Summit, Utah",0.0
2021,"Sumter, Alabama",0.0
2022,"Sumter, Florida",0.0
2023,"Sumter, South Carolina",0.0
2024,"Surry, North Carolina",0.01610144927536232
2025,"Surry, Virginia",0.0
2026,"Susquehanna, Pennsylvania",0.0
2027,"Sussex, New Jersey",0.0
2028,"Sutter, California",0.0
2029,"Sutton, Texas",0.0
2030,"Suwannee, Florida",0.0
2031,"Swain, North Carolina",0.03420689655172414
2032,"Sweet grass, Montana",0.0
2033,"Sweetwater county, Wyoming",0.0
2034,"Sweetwater, Wyoming",0.0
2035,"Swift county, Minnesota",0.0
2036,"Swift, Minnesota",0.0
2037,"Swisher, Texas",0.0
2038,"Switzerland, Indiana",0.0
2039,"Talbot, Maryland",0.0
2040,"Talladega, Alabama",0.0
2041,"Tallapoosa, Alabama",0.0
2042,"Tama, Iowa",0.0
2043,"Taney, Missouri",0.0
2044,"Tangipahoa parish, Louisiana",0.0
2045,"Tangipahoa, Louisiana",0.0
2046,"Taos, New Mexico",0.0
2047,"Tarrant, Texas",0.0
2048,"Taylor, Florida",0.0
2049,"Taylor, Kentucky",0.0
2050,"Taylor, Texas",0.0
2051,"Taylor, West Virginia",0.0
2052,"Tazewell, Illinois",0.0
2053,"Tazewell, Virginia",0.0
2054,"Tensas, Louisiana",0.0
2055,"Terrebonne, Louisiana",0.0
2056,"Terrell, Texas",0.0
2057,"Terry, Texas",0.0
2058,"Teton, Idaho",0.0
2059,"Teton, Montana",0.0
2060,"Teton, Wyoming",0.0
2061,"Thayer, Nebraska",0.0
2062,"Thomas, Nebraska",0.0
2063,"Throckmorton, Texas",0.0
2064,"Thurston, Nebraska",0.0
2065,"Thurston, Washington",0.0
2066,"Tillamook county, Oregon",0.0
2067,"Tillamook, Oregon",0.0
2068,"Tioga county, Pennsylvania",0.0
2069,"Tioga, New York",0.0
2070,"Tioga, Pennsylvania",0.0
2071,"Tippecanoe, Indiana",0.0
2072,"Tipton, Indiana",0.0
2073,"Titus, Texas",0.010909090909090908
2074,"Todd, Kentucky",0.0
2075,"Todd, Minnesota",0.0
2076,"Todd, South Dakota",0.0
2077,"Tolland, Connecticut",0.0
2078,"Tom green, Texas",0.0
2079,"Tompkins, New York",0.0
2080,"Tooele, Utah",0.0
2081,"Toole, Montana",0.0
2082,"Torrance, New Mexico",0.0
2083,"Transylvania, North Carolina",0.0
2084,"Traverse, Minnesota",0.0
2085,"Travis, Texas",0.0
2086,"Treasure, Montana",0.0
2087,"Trempealeau, Wisconsin",0.0
2088,"Trigg, Kentucky",0.0
2089,"Trimble, Kentucky",0.0
2090,"Trinity, Texas",0.02782608695652174
2091,"Tripp, South Dakota",0.0
2092,"Trumbull, Ohio",0.0
2093,"Tucker, West Virginia",0.0
2094,"Tulare, California",0.0
2095,"Tuolumne, California",0.0
2096,"Turner, South Dakota",0.0
2097,"Tuscaloosa, Alabama",0.0
2098,"Tuscarawas, Ohio",0.0
2099,"Tuscola, Michigan",0.0
2100,"Twin falls, Idaho",0.0
2101,"Tyler, Texas",0.0
2102,"Tyler, West Virginia",0.0
2103,"Tyrrell, North Carolina",0.0
2104,"Uinta, Wyoming",0.0
2105,"Uintah, Utah",0.0
2106,"Ulster, New York",0.008066465256797583
2107,"Umatilla, Oregon",0.5414012738853503
2108,"Union county, Pennsylvania",0.0
2109,"Union parish, Louisiana",0.0
2110,"Union, Arkansas",0.0
2111,"Union, Florida",0.0
2112,"Union, Illinois",0.0
2113,"Union, Indiana",0.0
2114,"Union, Iowa",0.0
2115,"Union, Kentucky",0.0
2116,"Union, Louisiana",0.026724137931034484
2117,"Union, New Mexico",0.0
2118,"Union, North Carolina",0.0
2119,"Union, Oregon",0.0
2120,"Union, Pennsylvania",0.0
2121,"Union, South Carolina",0.0
2122,"Union, South Dakota",0.0
2123,"Unknown, South Carolina",0.0
2124,"Upshur, Texas",0.0011904761904761906
2125,"Upshur, West Virginia",0.0
2126,"Upton, Texas",0.0
2127,"Utah, Utah",0.0
2128,"Uvalde, Texas",0.0
2129,"Val verde, Texas",0.04555555555555555
2130,"Valencia, New Mexico",0.0
2131,"Valley, Idaho",0.0
2132,"Valley, Montana",0.0
2133,"Valley, Nebraska",0.0
2134,"Van buren, Arkansas",0.0
2135,"Van buren, Michigan",0.0
2136,"Van wert, Ohio",0.0
2137,"Van zandt, Texas",0.09041666666666666
2138,"Vance, North Carolina",0.03423076923076923
2139,"Vanderburgh, Indiana",0.0
2140,"Venango county, Pennsylvania",0.0
2141,"Venango, Pennsylvania",0.0
2142,"Ventura, California",0.0
2143,"Vermilion, Illinois",0.0
2144,"Vermilion, Louisiana",0.011177777777777778
2145,"Vermillion county, Indiana",0.0
2146,"Vermillion, Indiana",0.011250000000000001
2147,"Vernon, Louisiana",0.038723404255319144
2148,"Vernon, Wisconsin",0.23
2149,"Victoria, Texas",0.105
2150,"Vigo, Indiana",0.0
2151,"Vilas, Wisconsin",0.0
2152,"Volusia, Florida",0.0
2153,"Wabash, Illinois",0.0
2154,"Wabash, Indiana",0.0
2155,"Wabasha, Minnesota",0.0
2156,"Wadena, Minnesota",0.0
2157,"Wahkiakum, Washington",0.0
2158,"Wake, North Carolina",0.02323963868225293
2159,"Wakulla, Florida",0.0
2160,"Waldo, Maine",0.0
2161,"Walker, Alabama",0.0
2162,"Walker, Texas",0.0
2163,"Walla walla, Washington",0.0
2164,"Waller, Texas",0.0
2165,"Wallowa, Oregon",0.0
2166,"Walton, Florida",0.0034065934065934064
2167,"Walworth, South Dakota",0.0
2168,"Walworth, Wisconsin",0.0
2169,"Wapello, Iowa",0.0
2170,"Ward, Texas",0.0
2171,"Warren county, Pennsylvania",0.0
2172,"Warren, Illinois",0.0
2173,"Warren, Indiana",0.0
2174,"Warren, Iowa",0.0
2175,"Warren, Kentucky",0.0
2176,"Warren, New Jersey",0.0
2177,"Warren, New York",0.0
2178,"Warren, North Carolina",0.19708333333333336
2179,"Warren, Ohio",0.0
2180,"Warren, Pennsylvania",0.0
2181,"Warren, Virginia",0.0
2182,"Warrick, Indiana",0.0
2183,"Wasatch, Utah",0.0
2184,"Wasco, Oregon",0.0
2185,"Waseca, Minnesota",0.0
2186,"Washakie, Wyoming",0.0
2187,"Washington county, Rhode Island",0.0
2188,"Washington parish, Louisiana",0.0
2189,"Washington, Alabama",0.0
2190,"Washington, Arkansas",0.0
2191,"Washington, Florida",0.0
2192,"Washington, Idaho",0.0
2193,"Washington, Illinois",0.0
2194,"Washington, Indiana",0.0
2195,"Washington, Iowa",0.0
2196,"Washington, Kentucky",0.03625
2197,"Washington, Louisiana",0.09823529411764706
2198,"Washington, Maine",0.03431818181818182
2199,"Washington, Maryland",0.0
2200,"Washington, Minnesota",0.0
2201,"Washington, Nebraska",0.0
2202,"Washington, New York",0.0
2203,"Washington, North Carolina",0.0
2204,"Washington, Ohio",0.0
2205,"Washington, Oregon",0.0
2206,"Washington, Pennsylvania",0.0
2207,"Washington, Rhode Island",0.003464203233256351
2208,"Washington, Texas",0.0
2209,"Washington, Utah",0.0
2210,"Washington, Vermont",0.0
2211,"Washington, Virginia",0.0
2212,"Washington, Wisconsin",0.0
2213,"Washoe, Nevada",0.0
2214,"Washtenaw, Michigan",0.0
2215,"Watauga, North Carolina",0.020701754385964912
2216,"Watonwan, Minnesota",0.0
2217,"Waukesha, Wisconsin",0.0
2218,"Waupaca, Wisconsin",0.0
2219,"Waushara, Wisconsin",0.0
2220,"Wayne, Illinois",0.0
2221,"Wayne, Indiana",0.0
2222,"Wayne, Kentucky",0.0
2223,"Wayne, Nebraska",0.0
2224,"Wayne, New York",0.0
2225,"Wayne, North Carolina",0.003530054644808743
2226,"Wayne, Ohio",0.0
2227,"Wayne, Pennsylvania",0.0
2228,"Wayne, Utah",8.368421052631579e-05
2229,"Wayne, West Virginia",0.0
2230,"Waynesboro city, Virginia",0.0
2231,"Webb county, Texas",0.0
2232,"Webb, Texas",0.0
2233,"Weber, Utah",0.0
2234,"Webster, Iowa",0.1
2235,"Webster, Kentucky",0.031
2236,"Webster, Louisiana",0.014
2237,"Webster, Nebraska",0.0
2238,"Webster, West Virginia",0.0
2239,"Wells, Indiana",0.0
2240,"West baton rouge, Louisiana",0.07095238095238095
2241,"West carroll parish, Louisiana",0.0
2242,"West carroll, Louisiana",0.0
2243,"West feliciana, Louisiana",0.0
2244,"Westchester, New York",0.0041804788213627994
2245,"Westmoreland, Pennsylvania",0.0
2246,"Westmoreland, Virginia",0.0
2247,"Weston, Wyoming",0.0
2248,"Wetzel, West Virginia",0.0
2249,"Wharton, Texas",0.0
2250,"Whatcom, Washington",0.0
2251,"Wheatland, Montana",0.0
2252,"Wheeler, Nebraska",0.0
2253,"Wheeler, Oregon",0.0
2254,"Wheeler, Texas",0.0
2255,"White pine, Nevada",0.0
2256,"White, Arkansas",0.0
2257,"White, Illinois",0.0
2258,"White, Indiana",0.0
2259,"Whiteside, Illinois",0.0
2260,"Whitley, Indiana",0.0
2261,"Whitley, Kentucky",0.0
2262,"Whitman, Washington",0.0
2263,"Wibaux, Montana",0.0
2264,"Wichita, Texas",1.0039130434782608
2265,"Wicomico, Maryland",0.02361111111111111
2266,"Wilbarger, Texas",0.0
2267,"Wilcox, Alabama",0.2832142857142857
