,county,di(2-ethylhexyl)_adipate
777,"Glacier, Montana",0.0
778,"Glades, Florida",0.0
779,"Glasscock, Texas",0.0
780,"Gloucester, New Jersey",0.0
781,"Gogebic, Michigan",0.0
782,"Golden valley, Montana",0.0
783,"Goliad, Texas",0.0
784,"Gonzales, Texas",0.0
785,"Goochland, Virginia",0.0
786,"Goodhue, Minnesota",0.0
787,"Gooding, Idaho",0.0
788,"Goshen, Wyoming",0.0
789,"Gosper, Nebraska",0.0
790,"Grafton, New Hampshire",0.0
791,"Graham county, Arizona",0.0
792,"Graham, Arizona",0.5897142857142857
793,"Graham, North Carolina",0.06911538461538462
794,"Grand isle, Vermont",0.0
795,"Grand, Utah",0.0
796,"Granite, Montana",0.0
797,"Grant, Arkansas",0.0
798,"Grant, Indiana",0.0
799,"Grant, Kansas",0.0
800,"Grant, Kentucky",0.0
801,"Grant, Louisiana",0.0
802,"Grant, Minnesota",0.0
803,"Grant, Nebraska",0.0
804,"Grant, New Mexico",0.273015873015873
805,"Grant, North Dakota",0.0
806,"Grant, Oklahoma",0.0
807,"Grant, Oregon",0.0
808,"Grant, South Dakota",0.0
809,"Grant, Washington",0.0
810,"Grant, West Virginia",0.0
811,"Grant, Wisconsin",0.0
812,"Granville, North Carolina",0.10502803738317756
813,"Gratiot, Michigan",0.0
814,"Graves, Kentucky",0.003695652173913044
815,"Gray, Texas",0.0
816,"Grays harbor, Washington",0.0
817,"Grayson, Kentucky",0.0
818,"Grayson, Texas",0.0009375
819,"Grayson, Virginia",0.0
820,"Greeley, Nebraska",0.0
821,"Green lake, Wisconsin",0.0
822,"Green, Kentucky",0.0
823,"Green, Wisconsin",0.0
824,"Greenbrier, West Virginia",0.0
825,"Greene, Alabama",0.0
826,"Greene, Arkansas",0.0
827,"Greene, Illinois",0.0
828,"Greene, Indiana",0.0
829,"Greene, Iowa",0.0
830,"Greene, Missouri",0.0
831,"Greene, New York",0.0
832,"Greene, North Carolina",0.0
833,"Greene, Ohio",0.0
834,"Greene, Pennsylvania",0.0
835,"Greene, Virginia",0.0
836,"Greenlee, Arizona",0.0
837,"Greensville, Virginia",0.0
838,"Greenup, Kentucky",0.0
839,"Greenville, South Carolina",0.0
840,"Greenwood, South Carolina",0.0
841,"Gregg, Texas",0.0018571428571428571
842,"Gregory, South Dakota",0.0
843,"Grimes, Texas",0.0
844,"Grundy, Illinois",0.0
845,"Grundy, Iowa",0.0
846,"Guadalupe, New Mexico",0.0
847,"Guadalupe, Texas",0.0
848,"Guilford, North Carolina",0.03077981651376147
849,"Guillford, North Carolina",0.0
850,"Gulf, Florida",0.0
851,"Guthrie, Iowa",0.0
852,"Hale, Alabama",0.0
853,"Hale, Texas",0.0
854,"Halifax, North Carolina",0.16902439024390245
855,"Halifax, Virginia",0.0
856,"Hall, Nebraska",0.0
857,"Hall, Texas",0.0
858,"Hamilton, Florida",0.0
859,"Hamilton, Indiana",0.3206818181818182
860,"Hamilton, Iowa",0.0
861,"Hamilton, Nebraska",0.0
862,"Hamilton, New York",0.0
863,"Hamilton, Ohio",0.0
864,"Hamilton, Tennessee",0.0
865,"Hamilton, Texas",0.0
866,"Hamlin, South Dakota",0.0
867,"Hampden, Massachusetts",0.0
868,"Hampshire, Massachusetts",0.0
869,"Hampshire, West Virginia",0.0
870,"Hampton, South Carolina",0.0
871,"Hancock, Illinois",0.0
872,"Hancock, Indiana",0.0
873,"Hancock, Iowa",0.175
874,"Hancock, Kentucky",0.0
875,"Hancock, Maine",0.013478260869565217
876,"Hancock, West Virginia",0.0
877,"Hanover, Virginia",0.0
878,"Hansford, Texas",0.0
879,"Hardee, Florida",0.0
880,"Hardeman, Texas",0.0
881,"Hardin, Illinois",0.0
882,"Hardin, Iowa",0.052941176470588235
883,"Hardin, Kentucky",0.0
884,"Hardin, Texas",0.0
885,"Harding, New Mexico",0.0
886,"Harding, South Dakota",0.0
887,"Hardy, West Virginia",0.0
888,"Harford county, Maryland",0.0
889,"Harford, Maryland",0.0
890,"Harlan, Kentucky",0.0
891,"Harlan, Nebraska",0.0
892,"Harnett, North Carolina",0.0
893,"Harney, Oregon",0.0
894,"Harris, Texas",0.0
895,"Harrison, Indiana",0.0
896,"Harrison, Iowa",0.025925925925925925
897,"Harrison, Kentucky",0.0
898,"Harrison, Texas",0.022765957446808514
899,"Harrison, West Virginia",0.0
900,"Harrisonburg, Virginia",0.0
901,"Hart, Kentucky",0.0
902,"Hartford, Connecticut",0.00043560606060606065
903,"Hartley, Texas",0.0
904,"Haskell, Texas",0.0
905,"Hawaii, Hawaii",0.0
906,"Hawkins, Tennessee",0.0
907,"Hayes, Nebraska",0.0
908,"Hays, Texas",0.0
909,"Haywood, North Carolina",0.016205128205128205
910,"Hemphill, Texas",0.0
911,"Hempstead, Arkansas",0.0
912,"Henderson, Illinois",0.0
913,"Henderson, Kentucky",0.0
914,"Henderson, North Carolina",0.0
915,"Henderson, Texas",0.006066666666666666
916,"Hendricks, Indiana",0.0
917,"Hendry, Florida",0.0
918,"Hennepin, Minnesota",0.0
919,"Henrico, Virginia",0.0
920,"Henry, Alabama",0.0
921,"Henry, Illinois",0.0
922,"Henry, Indiana",0.0
923,"Henry, Iowa",0.0
924,"Henry, Kentucky",0.0
925,"Henry, Ohio",0.0
926,"Henry, Virginia",0.0
927,"Herkimer, New York",0.7093023255813954
928,"Hernando, Florida",0.0
929,"Hertford, North Carolina",0.009523809523809525
930,"Hickman, Kentucky",0.0
931,"Hidalgo, New Mexico",0.0
932,"Hidalgo, Texas",0.0
933,"Highland, Ohio",0.0
934,"Highlands, Florida",0.0
935,"Hill, Montana",0.0
936,"Hill, Texas",0.0
937,"Hills, Florida",0.002278301886792453
938,"Hills, New Hampshire",0.023471882640586795
939,"Hillsborough county, Florida",0.0
940,"Hillsborough county, New Hampshire",0.0
941,"Hillsborough, Florida",0.0
942,"Hillsborough, New Hampshire",0.0
943,"Hitchcock, Nebraska",0.0
944,"Hocking, Ohio",0.0
945,"Hockley, Texas",0.0
946,"Hoke, North Carolina",0.08906493506493506
947,"Holmes, Florida",0.0
948,"Holmes, Ohio",0.0
949,"Holt, Nebraska",0.0
950,"Honolulu, Hawaii",0.0
951,"Hood river, Oregon",0.0
952,"Hood, Texas",0.0
953,"Hooker, Nebraska",0.0
954,"Hopewell, Virginia",0.0
955,"Hopkins, Kentucky",0.0
956,"Hopkins, Texas",0.0
957,"Horry, South Carolina",0.0
958,"Hot spring, Arkansas",0.0
959,"Hot springs, Wyoming",0.0
960,"Houston, Alabama",0.0
961,"Houston, Minnesota",0.0
962,"Houston, Texas",0.0
963,"Howard, Arkansas",0.0
964,"Howard, Indiana",0.0
965,"Howard, Iowa",0.0
966,"Howard, Maryland",0.0
967,"Howard, Nebraska",0.0
968,"Howard, Texas",0.0
969,"Hubbard, Minnesota",0.0
970,"Hudson, New Jersey",0.0
971,"Hudspeth, Texas",0.0
972,"Hughes, South Dakota",0.0
973,"Humboldt, Iowa",0.0
974,"Humboldt, Nevada",0.0
975,"Hunt, Texas",0.026176470588235294
976,"Hunterdon, New Jersey",0.0
977,"Huntingdon, Pennsylvania",0.0
978,"Huntington, Indiana",0.0
979,"Huron, Ohio",0.0
980,"Hutchinson, Texas",0.0
981,"Hyde, North Carolina",0.14796
982,"Iberia parish, Louisiana",0.0
983,"Iberia, Louisiana",0.09523809523809523
984,"Iberville, Louisiana",0.0
985,"Ida, Iowa",0.0
986,"Idaho, Idaho",0.0
987,"Imperial, California",0.0
988,"Independence, Arkansas",0.0
989,"Indian river, Florida",0.0
990,"Indiana, Pennsylvania",0.0
991,"Ingham, Michigan",0.0
992,"Inyo, California",0.0
993,"Iowa, Iowa",0.01935483870967742
994,"Iowa, Wisconsin",0.0
995,"Iredell, North Carolina",0.0018762475049900198
996,"Irion, Texas",0.0
997,"Iron, Michigan",0.0
998,"Iron, Utah",0.0
999,"Iroquois, Illinois",0.0
1000,"Isabella, Michigan",0.0
1001,"Isanti, Minnesota",0.0
1002,"Island, Washington",0.0
1003,"Itasca, Minnesota",0.0
1004,"Izard, Arkansas",0.0
1005,"Jack, Texas",0.0
1006,"Jackson county, Florida",0.0
1007,"Jackson, Alabama",0.0
1008,"Jackson, Arkansas",0.0
1009,"Jackson, Florida",0.0
1010,"Jackson, Illinois",0.0
1011,"Jackson, Indiana",0.0
1012,"Jackson, Iowa",0.0
1013,"Jackson, Kentucky",0.0
1014,"Jackson, Louisiana",0.0
1015,"Jackson, Michigan",0.0
1016,"Jackson, Minnesota",0.0
1017,"Jackson, Missouri",0.0
1018,"Jackson, North Carolina",0.012530232558139535
1019,"Jackson, Oregon",0.0
1020,"Jackson, Texas",0.0
1021,"Jackson, West Virginia",0.0
1022,"Jackson, Wisconsin",0.0
1023,"James city, Virginia",0.0
1024,"Jasper, Illinois",0.0
1025,"Jasper, Indiana",0.0
1026,"Jasper, Iowa",0.0
1027,"Jasper, Missouri",0.0
1028,"Jasper, South Carolina",0.0
1029,"Jasper, Texas",0.0
1030,"Jay, Indiana",0.0
1031,"Jeff davis, Texas",0.0
1032,"Jefferson county, Florida",0.0
1033,"Jefferson county, Pennsylvania",0.0
1034,"Jefferson davis, Louisiana",0.0
1035,"Jefferson, Alabama",0.006993006993006993
1036,"Jefferson, Arkansas",0.0
1037,"Jefferson, Florida",0.0
1038,"Jefferson, Idaho",0.0
1039,"Jefferson, Indiana",0.0
1040,"Jefferson, Iowa",0.0
1041,"Jefferson, Kentucky",0.0
1042,"Jefferson, Louisiana",0.1211111111111111
1043,"Jefferson, Montana",0.0
1044,"Jefferson, Nebraska",0.0
1045,"Jefferson, New York",0.0
1046,"Jefferson, Oregon",0.0
1047,"Jefferson, Pennsylvania",0.0
1048,"Jefferson, Texas",0.0
1049,"Jefferson, Washington",0.0
1050,"Jefferson, West Virginia",0.0
1051,"Jefferson, Wisconsin",0.06142857142857143
1052,"Jennings, Indiana",0.04230769230769231
1053,"Jerauld, South Dakota",0.0
1054,"Jerome, Idaho",0.0
1055,"Jersey, Illinois",0.0
1056,"Jessamine, Kentucky",0.0
1057,"Jim hogg, Texas",0.0
1058,"Jim wells, Texas",0.0
1059,"Jo daviess, Illinois",0.0
1060,"Johnson, Arkansas",0.0
1061,"Johnson, Illinois",0.0
1062,"Johnson, Indiana",0.0
1063,"Johnson, Iowa",0.006363636363636363
1064,"Johnson, Kansas",0.0
1065,"Johnson, Kentucky",0.0
1066,"Johnson, Missouri",0.0
1067,"Johnson, Nebraska",0.0
1068,"Johnson, Texas",0.0
1069,"Johnson, Wyoming",0.0
1070,"Johnston, North Carolina",0.0
1071,"Jones, Iowa",0.0
1072,"Jones, North Carolina",0.0
1073,"Jones, Texas",0.0
1074,"Josephine, Oregon",0.0
1075,"Juab, Utah",0.0
1076,"Judith basin, Montana",0.0
1077,"Juneau, Wisconsin",0.0
1078,"Juniata, Pennsylvania",0.0
1079,"Kalamazoo, Michigan",0.0
1080,"Kanabec, Minnesota",0.0
1081,"Kanawha, West Virginia",0.0
1082,"Kandiyohi, Minnesota",0.0
1083,"Kane, Illinois",0.0
1084,"Kane, Utah",0.0
1085,"Kankakee, Illinois",0.0
1086,"Karnes, Texas",0.0
1087,"Kauai, Hawaii",0.0
1088,"Kaufman, Texas",0.0
1089,"Kearney, Nebraska",0.0
1090,"Keith, Nebraska",0.0
1091,"Kendall, Illinois",0.0
1092,"Kendall, Texas",0.0
1093,"Kenedy, Texas",0.65
1094,"Kennebec, Maine",0.0
1095,"Kenosha, Wisconsin",0.17777777777777778
1096,"Kent, Maryland",0.0625
1097,"Kent, Michigan",0.0
1098,"Kent, Rhode Island",0.0
1099,"Kent, Texas",0.0
1100,"Kenton, Kentucky",0.0
1101,"Keokuk, Iowa",0.0
1102,"Kern, California",0.028571428571428574
1103,"Kerr, Texas",0.0
1104,"Kershaw, South Carolina",0.0
1105,"Ketchikan gateway, Alaska",0.0
1106,"Kewaunee, Wisconsin",0.0
1107,"Keya paha, Nebraska",0.0
1108,"Kimball, Nebraska",0.0
1109,"Kimble, Texas",0.0
1110,"King george, Virginia",0.0
1111,"King, Texas",0.0
1112,"King, Washington",0.0
1113,"Kings, California",0.0
1114,"Kingsbury, South Dakota",0.0
1115,"Kinney, Texas",0.0
1116,"Kitsap, Washington",0.0
1117,"Kittitas, Washington",0.0
1118,"Kittson, Minnesota",0.0
1119,"Klamath, Oregon",0.0
1120,"Kleberg, Texas",0.041739130434782605
1121,"Klickitat, Washington",0.0
1122,"Knott, Kentucky",0.0
1123,"Knox, Illinois",0.0
1124,"Knox, Indiana",0.0
1125,"Knox, Kentucky",0.0
1126,"Knox, Maine",0.0
1127,"Knox, Nebraska",0.0
1128,"Knox, Ohio",0.0
1129,"Knox, Tennessee",0.0
1130,"Knox, Texas",0.0
1131,"Koochiching county, Minnesota",0.0
1132,"Koochiching, Minnesota",0.0
1133,"Kootenai, Idaho",0.0
1134,"Kosciusko, Indiana",0.0
1135,"Kossuth, Iowa",0.032
1136,"La crosse, Wisconsin",0.0
1137,"La grange, Indiana",0.0
1138,"La paz, Arizona",0.0
1139,"La plata, Colorado",0.0
1140,"La porte, Indiana",0.0
1141,"La salle, Illinois",0.0
1142,"La salle, Louisiana",0.0
1143,"La salle, Texas",0.0
1144,"Lac qui parle, Minnesota",0.0
1145,"Lackawanna, Pennsylvania",0.0
1146,"Lafayette parish, Louisiana",0.043125
1147,"Lafayette, Arkansas",0.0
1148,"Lafayette, Florida",0.0
1149,"Lafayette, Louisiana",0.023865079365079367
1150,"Lafourche, Louisiana",0.09142857142857143
1151,"Lagrange, Indiana",0.0
1152,"Lake, California",0.0
1153,"Lake, Florida",0.0
1154,"Lake, Illinois",0.0034941104761904763
1155,"Lake, Indiana",0.0
1156,"Lake, Michigan",0.0
1157,"Lake, Minnesota",0.0
1158,"Lake, Montana",0.0
1159,"Lake, Oregon",0.0
1160,"Lake, South Dakota",0.0
1161,"Lamar, Alabama",0.0
1162,"Lamar, Texas",0.0
1163,"Lamb, Texas",0.0
1164,"Lamoille, Vermont",0.0
1165,"Lamoure, North Dakota",0.0
1166,"Lampasas, Texas",0.0
1167,"Lancaster county, Pennsylvania",0.0
1168,"Lancaster, Nebraska",0.0
1169,"Lancaster, Pennsylvania",0.0
1170,"Lancaster, South Carolina",0.0
1171,"Lancaster, Virginia",0.011111111111111112
1172,"Lander, Nevada",0.0
1173,"Lane, Oregon",0.0
1174,"Lapeer, Michigan",0.0
1175,"Laporte, Indiana",0.0
1176,"Laramie, Wyoming",0.0
1177,"Larue, Kentucky",0.0825
1178,"Lasalle, Illinois",0.0
1179,"Latah, Idaho",0.0
1180,"Lauderdale, Alabama",0.0
1181,"Laurel, Kentucky",0.045714285714285714
1182,"Laurens, South Carolina",0.0
1183,"Lavaca, Texas",0.0
1184,"Lawrence county, Arkansas",0.0
1185,"Lawrence, Alabama",0.0
1186,"Lawrence, Arkansas",0.0
1187,"Lawrence, Illinois",0.0
1188,"Lawrence, Indiana",0.0
1189,"Lawrence, Kentucky",0.0
1190,"Lawrence, Ohio",0.0
1191,"Lawrence, Pennsylvania",0.0
1192,"Lawrence, South Dakota",0.0
1193,"Le sueur, Minnesota",0.0
1194,"Lea, New Mexico",0.0
1195,"Lebanon county, Pennsylvania",0.0
1196,"Lebanon, Pennsylvania",0.0
1197,"Lee county, South Carolina",0.0
1198,"Lee, Alabama",0.3361111111111111
1199,"Lee, Arkansas",0.0
1200,"Lee, Florida",0.0
1201,"Lee, Illinois",0.0
1202,"Lee, Iowa",0.0
1203,"Lee, Kentucky",0.04833333333333333
1204,"Lee, North Carolina",0.0
1205,"Lee, South Carolina",0.0
1206,"Lee, Texas",0.0
1207,"Lee, Virginia",0.0
1208,"Leelanau, Michigan",0.0
1209,"Lehigh county, Pennsylvania",0.0
1210,"Lehigh, Pennsylvania",0.0
1211,"Lemhi, Idaho",0.0
1212,"Lenoir, North Carolina",0.0
1213,"Leon, Florida",0.0009016393442622951
1214,"Leon, Texas",0.034166666666666665
1215,"Leslie, Kentucky",0.0
1216,"Letcher, Kentucky",0.0
1217,"Levy county, Florida",0.0
1218,"Levy, Florida",0.0
1219,"Lewis and clark, Montana",0.0
1220,"Lewis county, Washington",0.0
1221,"Lewis, Idaho",0.0
1222,"Lewis, Kentucky",0.0
1223,"Lewis, New York",0.0
1224,"Lewis, Washington",0.0
1225,"Lewis, West Virginia",0.0
1226,"Lexington county, South Carolina",0.0
1227,"Lexington, South Carolina",0.0
1228,"Liberty, Florida",0.0
1229,"Liberty, Montana",0.0
1230,"Liberty, Texas",0.0
1231,"Licking, Ohio",0.0
1232,"Limestone, Alabama",0.0
1233,"Limestone, Texas",0.3695833333333333
1234,"Lincoln parish, Louisiana",0.0
1235,"Lincoln, Arkansas",0.0
1236,"Lincoln, Idaho",0.0
1237,"Lincoln, Kentucky",0.0
1238,"Lincoln, Louisiana",0.01781333333333333
1239,"Lincoln, Maine",0.24
1240,"Lincoln, Minnesota",0.0
1241,"Lincoln, Montana",0.019047619047619046
1242,"Lincoln, Nebraska",0.0
1243,"Lincoln, Nevada",0.0
1244,"Lincoln, New Mexico",0.0
1245,"Lincoln, North Carolina",0.0
1246,"Lincoln, Oregon",0.0
1247,"Lincoln, Washington",0.0
1248,"Lincoln, West Virginia",0.0
1249,"Lincoln, Wisconsin",0.0
1250,"Lincoln, Wyoming",0.0
1251,"Linn county, Oregon",0.0
1252,"Linn, Iowa",0.01944444444444444
1253,"Linn, Oregon",0.0
1254,"Lipscomb, Texas",0.0
1255,"Litchfield, Connecticut",0.0
1256,"Little river, Arkansas",0.0
1257,"Live oak, Texas",0.0
1258,"Livingston county, New York",0.0
1259,"Livingston, Illinois",0.0
1260,"Livingston, Kentucky",0.0
1261,"Livingston, Louisiana",0.0491044776119403
1262,"Livingston, New York",0.0
1263,"Llano, Texas",0.0
1264,"Logan, Arkansas",0.0
1265,"Logan, Illinois",0.0
1266,"Logan, Nebraska",0.0
1267,"Logan, Ohio",0.0
1268,"Logan, West Virginia",0.0
1269,"Lonoke, Arkansas",0.0
1270,"Los alamos, New Mexico",0.0
1271,"Los angeles, California",0.0
1272,"Loudon, Tennessee",0.0
1273,"Loudoun, Virginia",0.0
1274,"Louisa, Iowa",0.031818181818181815
1275,"Louisa, Virginia",0.0
1276,"Loup, Nebraska",0.0
1277,"Loving, Texas",0.0
1278,"Lowndes, Alabama",0.0
1279,"Lubbock, Texas",0.0
1280,"Lucas, Iowa",0.0
1281,"Lucas, Ohio",0.0
1282,"Luna, New Mexico",0.4075471698113208
1283,"Lunenburg, Virginia",0.0
1284,"Luzerne county, Pennsylvania",0.0
1285,"Luzerne, Pennsylvania",0.0
1286,"Lycoming county, Pennsylvania",0.0
1287,"Lycoming, Pennsylvania",0.0
1288,"Lyman, South Dakota",0.0
1289,"Lynchburg, Virginia",0.0
1290,"Lynn, Texas",0.0
1291,"Lyon, Iowa",0.0
1292,"Lyon, Kentucky",0.016428571428571428
1293,"Lyon, Minnesota",0.0
1294,"Lyon, Nevada",0.02826086956521739
1295,"Macon, Alabama",0.015000000000000001
1296,"Macon, Illinois",0.0
1297,"Macon, North Carolina",0.025520833333333336
1298,"Macoupin, Illinois",0.0
1299,"Madera county, California",0.0
1300,"Madera, California",0.0
1301,"Madison, Alabama",0.0
1302,"Madison, Florida",0.0
1303,"Madison, Idaho",0.0
1304,"Madison, Illinois",0.02318840579710145
1305,"Madison, Indiana",0.0
1306,"Madison, Iowa",0.0
1307,"Madison, Kentucky",0.0
1308,"Madison, Louisiana",0.66125
1309,"Madison, Montana",0.0
1310,"Madison, Nebraska",0.0
1311,"Madison, New York",0.12272727272727274
1312,"Madison, North Carolina",0.0
1313,"Madison, Texas",0.0
1314,"Madison, Virginia",0.0
1315,"Magoffin, Kentucky",0.0
1316,"Mahaska, Iowa",0.0
1317,"Mahnomen, Minnesota",0.0
1318,"Malheur, Oregon",0.0
1319,"Manassas, Virginia",0.0
1320,"Manatee county, Florida",0.0
1321,"Manatee, Florida",0.0
1322,"Manitowoc, Wisconsin",0.0
1323,"Marathon, Wisconsin",0.0
1324,"Marengo, Alabama",0.0
1325,"Maricopa, Arizona",0.0017568517217146872
1326,"Marin, California",0.0
1327,"Marinette, Wisconsin",0.0
1328,"Marion, Alabama",0.0
1329,"Marion, Arkansas",0.0
1330,"Marion, Florida",0.0
1331,"Marion, Illinois",0.0
1332,"Marion, Indiana",0.0039185750636132315
1333,"Marion, Iowa",0.0
1334,"Marion, Kentucky",0.04875
1335,"Marion, Ohio",0.0
1336,"Marion, Oregon",0.0
1337,"Marion, South Carolina",0.0
1338,"Marion, Texas",0.0
1339,"Marion, West Virginia",0.0
1340,"Mariposa, California",0.0
1341,"Marlboro, South Carolina",0.0
1342,"Marquette, Wisconsin",0.10555555555555556
1343,"Marshall, Alabama",0.0
1344,"Marshall, Illinois",0.0
1345,"Marshall, Indiana",0.0
1346,"Marshall, Iowa",0.0
1347,"Marshall, Kentucky",0.0
1348,"Marshall, Minnesota",0.0
1349,"Marshall, West Virginia",0.0
1350,"Martin county, Florida",0.0
1351,"Martin, Florida",0.0
1352,"Martin, Indiana",0.04928571428571428
1353,"Martin, Kentucky",0.0
1354,"Martin, Minnesota",0.0
1355,"Martin, North Carolina",0.0
1356,"Martin, Texas",0.0
1357,"Martinsville, Virginia",0.0
1358,"Mason, Illinois",0.0
1359,"Mason, Kentucky",0.018333333333333333
1360,"Mason, Texas",0.0
1361,"Mason, Washington",0.0
1362,"Mason, West Virginia",0.0
1363,"Massac, Illinois",0.0
1364,"Matagorda, Texas",0.0
1365,"Maui, Hawaii",0.0
1366,"Maverick, Texas",0.0
1367,"Mccone, Montana",0.0
1368,"Mccook, South Dakota",0.0
1369,"Mccormick, South Carolina",0.0
1370,"Mccracken, Kentucky",0.07764705882352942
1371,"Mccreary, Kentucky",0.0
1372,"Mcculloch, Texas",0.0
1373,"Mcdonough, Illinois",0.0
1374,"Mcdowell, North Carolina",0.0
1375,"Mcdowell, West Virginia",0.105
1376,"Mchenry, Illinois",0.0
1377,"Mckean county, Pennsylvania",0.0
1378,"Mckean, Pennsylvania",0.0
1379,"Mckenzie, North Dakota",0.0
1380,"Mckinley, New Mexico",0.0
1381,"Mclean, Illinois",0.0
1382,"Mclean, Kentucky",0.0
1383,"Mclennan, Texas",0.01935483870967742
1384,"Mcleod, Minnesota",0.0
1385,"Mcmullen, Texas",0.0
1386,"Mcpherson, Nebraska",0.0
1387,"Meade, Kentucky",0.0
1388,"Meade, South Dakota",0.0
1389,"Meagher, Montana",0.0
1390,"Mecklenburg, North Carolina",0.0
1391,"Mecklenburg, Virginia",0.0
1392,"Medina, Ohio",0.0
1393,"Medina, Texas",0.017083333333333332
1394,"Meeker, Minnesota",0.0
1395,"Meigs, Ohio",0.0
1396,"Menard, Illinois",0.0
1397,"Menard, Texas",0.0
1398,"Mendocino, California",0.0
1399,"Menifee, Kentucky",0.0
1400,"Merced, California",0.01327433628318584
1401,"Mercer county, Pennsylvania",0.0
1402,"Mercer, Illinois",0.0
1403,"Mercer, Kentucky",0.0
1404,"Mercer, New Jersey",0.0
1405,"Mercer, Pennsylvania",0.0
1406,"Mercer, West Virginia",0.0
1407,"Merrick, Nebraska",0.0
1408,"Merrimack, New Hampshire",0.0
1409,"Miami, Indiana",0.0
1410,"Miami, Ohio",0.0
1411,"Miami-dade, Florida",0.0
1412,"Middlesex, Connecticut",0.0004716981132075472
1413,"Middlesex, Massachusetts",0.0
1414,"Middlesex, New Jersey",0.0
1415,"Midland, Texas",0.0
1416,"Mifflin county, Pennsylvania",0.0
1417,"Mifflin, Pennsylvania",0.0
1418,"Milam, Texas",0.0
1419,"Millard, Utah",0.0
1420,"Mille lacs county, Minnesota",0.0
1421,"Mille lacs, Minnesota",0.0
1422,"Miller, Arkansas",0.0
1423,"Mills, Iowa",0.1
1424,"Mills, Texas",0.0
1425,"Milwaukee, Wisconsin",0.0
1426,"Miner, South Dakota",0.0
1427,"Mineral, Montana",0.0
1428,"Mineral, Nevada",0.0
1429,"Mineral, West Virginia",0.0
1430,"Mingo, West Virginia",0.0
1431,"Minidoka, Idaho",0.0
1432,"Minnehaha, South Dakota",0.0
1433,"Mississippi, Arkansas",0.0
1434,"Missoula, Montana",0.0
1435,"Mitchell, Iowa",0.0
1436,"Mitchell, North Carolina",0.0
1437,"Mitchell, Texas",0.0
1438,"Mobile, Alabama",0.0
1439,"Modoc, California",0.0
1440,"Mohave, Arizona",0.0
1441,"Monmouth, New Jersey",0.0
1442,"Mono, California",0.0
1443,"Monona, Iowa",0.0
1444,"Monongalia, West Virginia",0.0
1445,"Monroe county, Pennsylvania",0.0
1446,"Monroe, Alabama",0.0
1447,"Monroe, Arkansas",0.0
1448,"Monroe, Florida",0.0
1449,"Monroe, Illinois",0.0
1450,"Monroe, Indiana",0.0
1451,"Monroe, Kentucky",0.0
1452,"Monroe, New York",0.0
1453,"Monroe, Ohio",0.0
1454,"Monroe, Pennsylvania",0.0
1455,"Monroe, West Virginia",0.0
1456,"Monroe, Wisconsin",0.0
1457,"Montague, Texas",0.0
1458,"Monterey, California",0.0
1459,"Montgomery county, Pennsylvania",0.0
1460,"Montgomery, Alabama",0.0
1461,"Montgomery, Arkansas",0.10444444444444444
1462,"Montgomery, Illinois",0.05333333333333333
1463,"Montgomery, Indiana",0.6564516129032258
1464,"Montgomery, Iowa",0.0
1465,"Montgomery, Kentucky",0.0
1466,"Montgomery, Maryland",0.0
1467,"Montgomery, New York",0.035416666666666666
1468,"Montgomery, North Carolina",0.0
1469,"Montgomery, Ohio",0.0
1470,"Montgomery, Pennsylvania",0.0
1471,"Montgomery, Texas",0.0
1472,"Montgomery, Virginia",0.0
1473,"Montour, Pennsylvania",0.0
1474,"Moody, South Dakota",0.0
1475,"Moore county, Texas",0.0
1476,"Moore, North Carolina",0.019219330855018587
1477,"Moore, Texas",0.0
1478,"Mora, New Mexico",0.0
1479,"Morehouse, Louisiana",0.0
1480,"Morgan, Alabama",0.0
1481,"Morgan, Illinois",0.0
1482,"Morgan, Indiana",0.035555555555555556
1483,"Morgan, Kentucky",0.0
1484,"Morgan, Utah",0.0
1485,"Morgan, West Virginia",0.0
1486,"Morrill, Nebraska",0.0
1487,"Morris, New Jersey",0.0
1488,"Morris, Texas",0.0
1489,"Morrison, Minnesota",0.0
1490,"Morrow, Ohio",0.0
1491,"Morrow, Oregon",0.0
1492,"Motley, Texas",0.0
1493,"Moultrie, Illinois",0.0
1494,"Mountrail, North Dakota",0.0
1495,"Mower, Minnesota",0.0
1496,"Muhlenberg, Kentucky",0.0
1497,"Multnomah county, Oregon",0.0
1498,"Multnomah, Oregon",0.0
1499,"Murray, Minnesota",0.0
1500,"Muscatine, Iowa",0.04864864864864865
1501,"Muskingum, Ohio",0.0
1502,"Musselshell, Montana",0.0
1503,"Nacogdoches, Texas",0.0
1504,"Nance, Nebraska",0.0
1505,"Nantucket, Massachusetts",0.0
1506,"Napa, California",0.0
1507,"Nash, North Carolina",0.020135135135135134
1508,"Nassau, Florida",0.0
1509,"Nassau, New York",0.0
1510,"Natchitoches, Louisiana",0.0275
1511,"Natrona, Wyoming",0.0
1512,"Navajo, Arizona",0.0
1513,"Navarro, Texas",0.004827586206896552
1514,"Nelson, Kentucky",0.061
1515,"Nelson, Virginia",0.0
1516,"Nemaha, Nebraska",0.0
1517,"Nevada county, Arkansas",0.0
1518,"Nevada, Arkansas",0.0
1519,"Nevada, California",0.0
1520,"New hanover, North Carolina",0.006122994652406418
1521,"New haven, Connecticut",0.0
1522,"New london, Connecticut",0.0
1523,"Newberry, South Carolina",0.0
1524,"Newport, Rhode Island",0.0
1525,"Newton county, Arkansas",0.0
1526,"Newton, Arkansas",0.0
1527,"Newton, Indiana",0.0
