,county,di(2-ethylhexyl)_phthalate
717,"Franklin, Massachusetts",0.0
718,"Franklin, Nebraska",0.00826086956521739
719,"Franklin, New York",0.0
720,"Franklin, North Carolina",0.10663636363636364
721,"Franklin, Ohio",0.0
722,"Franklin, Pennsylvania",0.061136363636363635
723,"Franklin, Texas",0.04421052631578948
724,"Franklin, Vermont",0.13272727272727272
725,"Franklin, Virginia",0.0
726,"Franklin, Washington",0.40784313725490196
727,"Frederick, Maryland",0.3168773234200743
728,"Frederick, Virginia",0.0
729,"Freeborn, Minnesota",0.0
730,"Freestone, Texas",0.0
731,"Fremont, Idaho",0.0
732,"Fremont, Iowa",0.09999999999999999
733,"Fremont, Wyoming",0.0
734,"Fresno, California",0.00975254730713246
735,"Frio, Texas",0.0
736,"Frontier, Nebraska",0.0
737,"Fulton, Arkansas",0.0
738,"Fulton, Illinois",0.0
739,"Fulton, Indiana",0.08
740,"Fulton, Kentucky",0.0
741,"Fulton, New York",0.10662162162162163
742,"Fulton, Ohio",0.0
743,"Fulton, Pennsylvania",0.0
744,"Furnas, Nebraska",0.0
745,"Gadsden, Florida",0.2142307692307692
746,"Gage, Nebraska",0.0
747,"Gaines, Texas",0.0
748,"Galax, Virginia",0.0
749,"Gallatin, Illinois",0.09266666666666667
750,"Gallatin, Kentucky",0.02689655172413793
751,"Gallatin, Montana",0.24680608365019016
752,"Galveston, Texas",0.02208955223880597
753,"Garden, Nebraska",0.0
754,"Garfield, Montana",0.0
755,"Garfield, Nebraska",0.0
756,"Garfield, Utah",0.0
757,"Garfield, Washington",0.0
758,"Garland, Arkansas",0.0
759,"Garrard, Kentucky",0.0
760,"Garrett, Maryland",0.4953846153846154
761,"Garza, Texas",0.0
762,"Gaston, North Carolina",0.09728464419475656
763,"Gates, North Carolina",0.0
764,"Geauga, Ohio",0.39039999999999997
765,"Gem, Idaho",0.2416666666666667
766,"Genesee, New York",0.384
767,"Geneva, Alabama",0.0
768,"Georgetown, South Carolina",0.1904477611940298
769,"Gibson, Indiana",0.043333333333333335
770,"Gila, Arizona",0.010606060606060605
771,"Gilchrist, Florida",0.0
772,"Giles, Tennessee",0.0
773,"Giles, Virginia",0.0
774,"Gillespie, Texas",0.0
775,"Gilliam, Oregon",0.0
776,"Gilmer, West Virginia",0.0
777,"Glacier, Montana",0.0
778,"Glades, Florida",0.16903225806451613
779,"Glasscock, Texas",0.0
780,"Gloucester, New Jersey",0.22
781,"Gogebic, Michigan",0.0
782,"Golden valley, Montana",0.0
783,"Goliad, Texas",0.0
784,"Gonzales, Texas",0.44470588235294123
785,"Goochland, Virginia",0.0
786,"Goodhue, Minnesota",0.06666666666666667
787,"Gooding, Idaho",0.0
788,"Goshen, Wyoming",0.0
789,"Gosper, Nebraska",0.0
790,"Grafton, New Hampshire",0.12671480144404332
791,"Graham county, Arizona",0.0
792,"Graham, Arizona",0.0
793,"Graham, North Carolina",0.0
794,"Grand isle, Vermont",0.0
795,"Grand, Utah",0.0
796,"Granite, Montana",0.0
797,"Grant, Arkansas",0.0
798,"Grant, Indiana",0.16999999999999998
799,"Grant, Kansas",0.7
800,"Grant, Kentucky",0.0
801,"Grant, Louisiana",1.1745000000000003
802,"Grant, Minnesota",0.0
803,"Grant, Nebraska",0.0
804,"Grant, New Mexico",0.040303030303030306
805,"Grant, North Dakota",0.0
806,"Grant, Oregon",0.0
807,"Grant, South Dakota",0.0
808,"Grant, Washington",0.030588235294117652
809,"Grant, West Virginia",0.0
810,"Grant, Wisconsin",0.42857142857142855
811,"Granville, North Carolina",0.03276190476190476
812,"Gratiot, Michigan",0.0
813,"Graves, Kentucky",0.0
814,"Gray, Texas",0.14285714285714285
815,"Grays harbor, Washington",0.0
816,"Grayson, Kentucky",0.0
817,"Grayson, Texas",0.13639639639639642
818,"Grayson, Virginia",0.0
819,"Greeley, Nebraska",0.0
820,"Green lake, Wisconsin",0.22999999999999998
821,"Green, Kentucky",0.0
822,"Green, Wisconsin",0.0
823,"Greenbrier, West Virginia",0.07919999999999999
824,"Greene, Alabama",0.0
825,"Greene, Arkansas",0.0
826,"Greene, Illinois",0.0
827,"Greene, Indiana",0.11571428571428573
828,"Greene, Iowa",0.0
829,"Greene, Missouri",0.0
830,"Greene, New York",0.0
831,"Greene, North Carolina",0.02142857142857143
832,"Greene, Ohio",0.0
833,"Greene, Pennsylvania",0.0
834,"Greene, Virginia",0.0
835,"Greenlee, Arizona",0.0
836,"Greensville, Virginia",0.0
837,"Greenup, Kentucky",0.0
838,"Greenville, South Carolina",0.1411764705882353
839,"Greenwood, South Carolina",0.21357142857142858
840,"Gregg, Texas",0.09508771929824562
841,"Gregory, South Dakota",0.0
842,"Grimes, Texas",0.0
843,"Grundy, Illinois",0.039037583561643836
844,"Grundy, Iowa",0.0
845,"Guadalupe, New Mexico",0.0
846,"Guadalupe, Texas",0.0
847,"Guilford, North Carolina",0.1250462962962963
848,"Guillford, North Carolina",0.0
849,"Gulf, Florida",0.03333333333333333
850,"Guthrie, Iowa",0.0
851,"Hale, Alabama",0.0
852,"Hale, Texas",0.0
853,"Halifax, North Carolina",0.002951219512195122
854,"Halifax, Virginia",0.0
855,"Hall, Nebraska",0.08759124087591241
856,"Hall, Texas",0.0
857,"Hamilton, Florida",0.0
858,"Hamilton, Indiana",0.030952380952380953
859,"Hamilton, Iowa",0.1625
860,"Hamilton, Nebraska",0.010489795918367347
861,"Hamilton, New York",0.0
862,"Hamilton, Ohio",0.014375
863,"Hamilton, Tennessee",0.0
864,"Hamilton, Texas",0.0
865,"Hamlin, South Dakota",0.0
866,"Hampden, Massachusetts",0.07804878048780488
867,"Hampshire, Massachusetts",0.07848101265822784
868,"Hampshire, West Virginia",0.0
869,"Hampton, South Carolina",1.0566666666666666
870,"Hancock, Illinois",0.046
871,"Hancock, Indiana",0.7731111111111111
872,"Hancock, Iowa",0.13478260869565215
873,"Hancock, Kentucky",0.0
874,"Hancock, Maine",0.19891304347826091
875,"Hancock, West Virginia",0.0
876,"Hanover, Virginia",0.0
877,"Hansford, Texas",0.0
878,"Hardee, Florida",0.017096774193548388
879,"Hardeman, Texas",0.0
880,"Hardin, Illinois",0.0
881,"Hardin, Iowa",0.41851851851851857
882,"Hardin, Kentucky",0.0
883,"Hardin, Texas",0.0
884,"Harding, New Mexico",0.0
885,"Harding, South Dakota",0.0
886,"Hardy, West Virginia",0.0
887,"Harford county, Maryland",0.16166666666666668
888,"Harford, Maryland",0.34872950819672127
889,"Harlan, Kentucky",0.0
890,"Harlan, Nebraska",0.02313953488372093
891,"Harnett, North Carolina",0.0
892,"Harney, Oregon",0.07208333333333333
893,"Harris, Texas",0.05907206317867721
894,"Harrison, Indiana",0.0
895,"Harrison, Iowa",0.7222222222222222
896,"Harrison, Kentucky",0.0
897,"Harrison, Texas",0.045681818181818185
898,"Harrison, West Virginia",0.0
899,"Harrisonburg, Virginia",0.0
900,"Hart, Kentucky",0.0
901,"Hartford, Connecticut",0.23751260504201674
902,"Hartley, Texas",0.0
903,"Haskell, Texas",0.0
904,"Hawaii, Hawaii",0.0
905,"Hawkins, Tennessee",0.0
906,"Hayes, Nebraska",0.0
907,"Hays, Texas",0.1671698113207547
908,"Haywood, North Carolina",0.0
909,"Hemphill, Texas",0.0
910,"Hempstead, Arkansas",0.0
911,"Henderson, Illinois",0.11363636363636363
912,"Henderson, Kentucky",0.3907407407407408
913,"Henderson, North Carolina",0.0
914,"Henderson, Texas",0.06642857142857142
915,"Hendricks, Indiana",0.14920000000000003
916,"Hendry, Florida",0.07269841269841269
917,"Hennepin, Minnesota",0.18779069767441858
918,"Henrico, Virginia",0.0
919,"Henry, Alabama",0.0
920,"Henry, Illinois",0.45513442222222217
921,"Henry, Indiana",0.37894736842105264
922,"Henry, Iowa",0.0
923,"Henry, Kentucky",0.0
924,"Henry, Ohio",0.0
925,"Henry, Virginia",0.0
926,"Herkimer, New York",0.15137931034482757
927,"Hernando, Florida",0.24554621848739494
928,"Hertford, North Carolina",0.04857142857142857
929,"Hickman, Kentucky",0.0
930,"Hidalgo, New Mexico",0.0
931,"Hidalgo, Texas",0.05767123287671233
932,"Highland, Ohio",0.0
933,"Highlands, Florida",0.07866666666666666
934,"Hill, Montana",0.0
935,"Hill, Texas",0.04627906976744186
936,"Hills, Florida",0.14335470085470087
937,"Hills, New Hampshire",0.26800894854586127
938,"Hillsborough county, Florida",1.6
939,"Hillsborough county, New Hampshire",0.0
940,"Hillsborough, Florida",0.0159375
941,"Hillsborough, New Hampshire",0.0
942,"Hitchcock, Nebraska",0.15880952380952382
943,"Hocking, Ohio",0.0
944,"Hockley, Texas",0.0
945,"Hoke, North Carolina",0.023636363636363636
946,"Holmes, Florida",0.0
947,"Holmes, Ohio",0.0
948,"Holt, Nebraska",0.0
949,"Honolulu, Hawaii",0.0
950,"Hood river, Oregon",0.0
951,"Hood, Texas",0.07784090909090909
952,"Hooker, Nebraska",0.0
953,"Hopewell, Virginia",0.0
954,"Hopkins, Kentucky",0.0
955,"Hopkins, Texas",0.005909090909090909
956,"Horry, South Carolina",0.0
957,"Hot spring, Arkansas",0.0
958,"Hot springs, Wyoming",0.0
959,"Houston, Alabama",0.0
960,"Houston, Minnesota",0.0
961,"Houston, Texas",0.004
962,"Howard, Arkansas",0.0
963,"Howard, Indiana",0.0
964,"Howard, Iowa",0.0875
965,"Howard, Maryland",0.9344444444444443
966,"Howard, Nebraska",0.8521739130434783
967,"Howard, Texas",0.0
968,"Hubbard, Minnesota",0.46808510638297873
969,"Hudspeth, Texas",0.0
970,"Hughes, South Dakota",0.0
971,"Humboldt, Iowa",0.05714285714285715
972,"Humboldt, Nevada",0.09627118644067796
973,"Hunt, Texas",0.2080851063829787
974,"Hunterdon, New Jersey",0.018333333333333333
975,"Huntingdon, Pennsylvania",0.06119402985074626
976,"Huntington, Indiana",0.08
977,"Huron, Ohio",0.0
978,"Hutchinson, Texas",0.0
979,"Hyde, North Carolina",0.084
980,"Iberia parish, Louisiana",0.38749999999999996
981,"Iberia, Louisiana",0.8685714285714285
982,"Iberville, Louisiana",0.6751351351351351
983,"Ida, Iowa",0.0
984,"Idaho, Idaho",1.7733333333333334
985,"Imperial, California",0.0
986,"Independence, Arkansas",0.0
987,"Indian river, Florida",0.0
988,"Indiana, Pennsylvania",0.06470588235294118
989,"Ingham, Michigan",0.0
990,"Inyo, California",0.0
991,"Iowa, Iowa",0.16909090909090907
992,"Iowa, Wisconsin",2.5833333333333335
993,"Iredell, North Carolina",0.0296
994,"Iron, Michigan",0.0
995,"Iron, Utah",0.014517374517374516
996,"Iroquois, Illinois",0.1164367816091954
997,"Isabella, Michigan",0.0
998,"Isanti, Minnesota",0.0
999,"Island, Washington",0.12812550607287448
1000,"Itasca, Minnesota",0.014814814814814815
1001,"Izard, Arkansas",0.23364864864864865
1002,"Jack, Texas",0.0
1003,"Jackson county, Florida",0.0
1004,"Jackson, Alabama",0.12285714285714285
1005,"Jackson, Arkansas",0.0
1006,"Jackson, Florida",0.46835443037974683
1007,"Jackson, Illinois",0.07384615384615384
1008,"Jackson, Indiana",0.0
1009,"Jackson, Iowa",0.21904761904761902
1010,"Jackson, Kentucky",0.0
1011,"Jackson, Louisiana",0.7848979591836733
1012,"Jackson, Michigan",0.0
1013,"Jackson, Minnesota",0.0
1014,"Jackson, Missouri",0.0
1015,"Jackson, North Carolina",0.03490654205607477
1016,"Jackson, Oregon",0.030069444444444444
1017,"Jackson, Texas",0.0
1018,"Jackson, West Virginia",0.0
1019,"Jackson, Wisconsin",0.4
1020,"James city, Virginia",0.0
1021,"Jasper, Illinois",0.17272727272727273
1022,"Jasper, Indiana",0.2163076923076923
1023,"Jasper, Iowa",0.3470588235294118
1024,"Jasper, Missouri",0.09166666666666667
1025,"Jasper, South Carolina",0.0
1026,"Jasper, Texas",0.0
1027,"Jay, Indiana",0.22999999999999998
1028,"Jeff davis, Texas",0.0
1029,"Jefferson county, Florida",0.0
1030,"Jefferson county, Pennsylvania",0.0
1031,"Jefferson davis, Louisiana",2.3180000000000005
1032,"Jefferson, Alabama",0.018604651162790697
1033,"Jefferson, Arkansas",0.1308695652173913
1034,"Jefferson, Florida",0.0
1035,"Jefferson, Idaho",0.0
1036,"Jefferson, Indiana",0.0
1037,"Jefferson, Iowa",0.0
1038,"Jefferson, Kentucky",0.0
1039,"Jefferson, Louisiana",0.5037037037037037
1040,"Jefferson, Montana",0.0
1041,"Jefferson, Nebraska",0.0
1042,"Jefferson, New York",0.0
1043,"Jefferson, Oregon",0.0
1044,"Jefferson, Pennsylvania",0.0
1045,"Jefferson, Texas",0.0
1046,"Jefferson, Washington",0.0
1047,"Jefferson, West Virginia",0.0
1048,"Jefferson, Wisconsin",0.9736842105263158
1049,"Jennings, Indiana",0.6689285714285714
1050,"Jerauld, South Dakota",0.0
1051,"Jerome, Idaho",0.0
1052,"Jersey, Illinois",0.0
1053,"Jessamine, Kentucky",0.0
1054,"Jim wells, Texas",0.0
1055,"Jo daviess, Illinois",0.04654545454545455
1056,"Johnson, Arkansas",0.0
1057,"Johnson, Illinois",0.0
1058,"Johnson, Indiana",0.06714285714285714
1059,"Johnson, Iowa",0.4396135265700483
1060,"Johnson, Kansas",0.55
1061,"Johnson, Kentucky",0.0
1062,"Johnson, Missouri",0.0
1063,"Johnson, Nebraska",0.0
1064,"Johnson, Texas",0.06740963855421686
1065,"Johnson, Wyoming",0.0
1066,"Johnston, North Carolina",0.06585365853658538
1067,"Jones, Iowa",0.10909090909090909
1068,"Jones, North Carolina",0.0
1069,"Jones, Texas",0.0
1070,"Josephine, Oregon",0.0
1071,"Juab, Utah",0.0
1072,"Judith basin, Montana",0.0
1073,"Juneau, Wisconsin",0.0
1074,"Juniata, Pennsylvania",0.039818181818181815
1075,"Kalamazoo, Michigan",0.0
1076,"Kanabec, Minnesota",0.0
1077,"Kanawha, West Virginia",0.0
1078,"Kandiyohi, Minnesota",0.0962962962962963
1079,"Kane, Illinois",0.07666666666666667
1080,"Kane, Utah",0.0
1081,"Kankakee, Illinois",0.024666666666666667
1082,"Karnes, Texas",0.0
1083,"Kauai, Hawaii",0.0
1084,"Kaufman, Texas",0.1392857142857143
1085,"Kearney, Nebraska",0.16461538461538464
1086,"Keith, Nebraska",0.0
1087,"Kendall, Illinois",0.03319148936170213
1088,"Kendall, Texas",0.0
1089,"Kenedy, Texas",0.0
1090,"Kennebec, Maine",0.0775
1091,"Kenosha, Wisconsin",0.5488571428571429
1092,"Kent, Maryland",0.7035714285714285
1093,"Kent, Michigan",0.0
1094,"Kent, Rhode Island",0.5971428571428571
1095,"Kent, Texas",0.0
1096,"Kenton, Kentucky",0.0
1097,"Keokuk, Iowa",0.0
1098,"Kern, California",0.11677631578947369
1099,"Kerr, Texas",0.19473118279569895
1100,"Kershaw, South Carolina",0.04363636363636363
1101,"Ketchikan gateway, Alaska",0.0
1102,"Kewaunee, Wisconsin",0.0
1103,"Keya paha, Nebraska",0.0
1104,"Kimball, Nebraska",0.0
1105,"Kimble, Texas",0.0
1106,"King george, Virginia",0.0
1107,"King, Washington",0.0
1108,"Kings, California",0.0064444444444444445
1109,"Kingsbury, South Dakota",0.0
1110,"Kinney, Texas",0.0
1111,"Kitsap, Washington",0.03208722741433022
1112,"Kittitas, Washington",0.0
1113,"Kittson, Minnesota",0.0
1114,"Klamath, Oregon",0.0
1115,"Kleberg, Texas",0.0
1116,"Klickitat, Washington",0.0
1117,"Knott, Kentucky",0.0
1118,"Knox, Illinois",0.1173768947368421
1119,"Knox, Indiana",0.11421052631578947
1120,"Knox, Kentucky",0.1
1121,"Knox, Maine",0.14
1122,"Knox, Nebraska",0.06755102040816327
1123,"Knox, Ohio",0.0
1124,"Knox, Tennessee",0.0
1125,"Knox, Texas",0.0
1126,"Koochiching county, Minnesota",0.0
1127,"Koochiching, Minnesota",0.0
1128,"Kootenai, Idaho",0.651219512195122
1129,"Kosciusko, Indiana",1.6719999999999993
1130,"Kossuth, Iowa",0.09428571428571428
1131,"La crosse, Wisconsin",0.0
1132,"La grange, Indiana",1.4
1133,"La paz, Arizona",0.0
1134,"La plata, Colorado",0.0
1135,"La porte, Indiana",0.0
1136,"La salle, Illinois",0.0
1137,"La salle, Louisiana",0.5186111111111109
1138,"La salle, Texas",0.215
1139,"Lac qui parle, Minnesota",0.0
1140,"Lackawanna, Pennsylvania",0.026881720430107527
1141,"Lafayette parish, Louisiana",0.6725000000000001
1142,"Lafayette, Arkansas",0.09476190476190476
1143,"Lafayette, Florida",0.0
1144,"Lafayette, Louisiana",0.5868400000000003
1145,"Lafourche, Louisiana",0.7185714285714285
1146,"Lagrange, Indiana",0.08026315789473686
1147,"Lake, California",0.0
1148,"Lake, Florida",0.16835616438356163
1149,"Lake, Illinois",0.10712547403314918
1150,"Lake, Indiana",0.6436507936507937
1151,"Lake, Michigan",0.0
1152,"Lake, Minnesota",0.0
1153,"Lake, Montana",0.07125000000000001
1154,"Lake, Oregon",0.8888888888888888
1155,"Lake, South Dakota",0.0
1156,"Lamar, Alabama",0.02888888888888889
1157,"Lamar, Texas",0.0
1158,"Lamb, Texas",0.0
1159,"Lamoille, Vermont",0.0
1160,"Lamoure, North Dakota",0.0
1161,"Lampasas, Texas",0.292
1162,"Lancaster county, Pennsylvania",0.0
1163,"Lancaster, Nebraska",0.047499999999999994
1164,"Lancaster, Pennsylvania",0.015807228915662653
1165,"Lancaster, South Carolina",0.0
1166,"Lancaster, Virginia",0.26666666666666666
1167,"Lander, Nevada",0.0
1168,"Lane, Oregon",0.07723320158102767
1169,"Lapeer, Michigan",0.0
1170,"Laporte, Indiana",0.023783783783783784
1171,"Laramie, Wyoming",0.0
1172,"Larue, Kentucky",0.0
1173,"Lasalle, Illinois",0.16553521578947367
1174,"Latah, Idaho",0.0
1175,"Lauderdale, Alabama",0.3719512195121951
1176,"Laurel, Kentucky",0.0
1177,"Laurens, South Carolina",0.8333333333333334
1178,"Lavaca, Texas",0.0
1179,"Lawrence county, Arkansas",0.15470588235294117
1180,"Lawrence, Alabama",0.0
1181,"Lawrence, Arkansas",0.039473684210526314
1182,"Lawrence, Illinois",0.051176470588235295
1183,"Lawrence, Indiana",0.0
1184,"Lawrence, Kentucky",0.0
1185,"Lawrence, Ohio",0.0
1186,"Lawrence, Pennsylvania",0.188135593220339
1187,"Lawrence, South Dakota",0.0
1188,"Le sueur, Minnesota",0.15217391304347827
1189,"Lea, New Mexico",0.0
1190,"Lebanon county, Pennsylvania",0.0
1191,"Lebanon, Pennsylvania",0.11320754716981132
1192,"Lee county, South Carolina",0.172
1193,"Lee, Alabama",0.018426923076923077
1194,"Lee, Arkansas",0.0
1195,"Lee, Florida",0.18290140845070424
1196,"Lee, Illinois",0.05034736507936508
1197,"Lee, Iowa",0.04
1198,"Lee, Kentucky",0.0
1199,"Lee, North Carolina",0.0
1200,"Lee, South Carolina",0.0
1201,"Lee, Texas",0.0
1202,"Lee, Virginia",0.0
1203,"Leelanau, Michigan",0.0
1204,"Lehigh county, Pennsylvania",0.0
1205,"Lehigh, Pennsylvania",0.012755102040816327
1206,"Lemhi, Idaho",0.0
1207,"Lenoir, North Carolina",0.046363636363636364
1208,"Leon, Florida",0.14776119402985077
1209,"Leon, Texas",0.0
1210,"Leslie, Kentucky",0.0
1211,"Letcher, Kentucky",0.0
1212,"Levy county, Florida",0.0
1213,"Levy, Florida",0.20212765957446807
1214,"Lewis and clark, Montana",0.13415204678362574
1215,"Lewis county, Washington",0.0
1216,"Lewis, Idaho",0.0
1217,"Lewis, Kentucky",0.0
1218,"Lewis, New York",0.0
1219,"Lewis, Washington",0.0
1220,"Lewis, West Virginia",0.0
1221,"Lexington county, South Carolina",0.0
1222,"Lexington, South Carolina",0.09442176870748299
1223,"Liberty, Florida",0.09999999999999999
1224,"Liberty, Montana",0.0
1225,"Liberty, Texas",0.0
1226,"Licking, Ohio",0.027777777777777776
1227,"Limestone, Alabama",0.14285714285714285
1228,"Limestone, Texas",0.08888888888888889
1229,"Lincoln parish, Louisiana",1.36
1230,"Lincoln, Arkansas",0.18490384615384617
1231,"Lincoln, Idaho",0.0
1232,"Lincoln, Kentucky",0.0
1233,"Lincoln, Louisiana",0.7531578947368422
1234,"Lincoln, Maine",0.508
1235,"Lincoln, Minnesota",0.45
1236,"Lincoln, Montana",0.4925373134328358
1237,"Lincoln, Nebraska",0.0
1238,"Lincoln, Nevada",0.04666666666666666
1239,"Lincoln, New Mexico",0.020092592592592592
1240,"Lincoln, North Carolina",0.046
1241,"Lincoln, Oregon",0.0
1242,"Lincoln, Washington",0.05806451612903226
1243,"Lincoln, West Virginia",0.0
1244,"Lincoln, Wisconsin",0.0
1245,"Lincoln, Wyoming",0.0
1246,"Linn county, Oregon",0.0
1247,"Linn, Iowa",0.17834394904458598
1248,"Linn, Oregon",0.07381720430107526
1249,"Lipscomb, Texas",0.0
1250,"Litchfield, Connecticut",0.07072599531615925
1251,"Little river, Arkansas",0.0644186046511628
1252,"Live oak, Texas",0.0
1253,"Livingston county, New York",0.24375000000000002
1254,"Livingston, Illinois",0.21666666666666665
1255,"Livingston, Kentucky",0.0
1256,"Livingston, Louisiana",0.8755223880597016
1257,"Livingston, New York",0.29105263157894734
1258,"Llano, Texas",0.0
1259,"Logan, Arkansas",0.28647058823529414
1260,"Logan, Illinois",0.04243243243243243
1261,"Logan, Nebraska",0.0
1262,"Logan, Ohio",0.0
1263,"Logan, West Virginia",0.035526315789473684
1264,"Lonoke, Arkansas",0.0
1265,"Los alamos, New Mexico",0.0
1266,"Los angeles county, California",0.0
1267,"Los angeles, California",0.019118320610687023
1268,"Loudon, Tennessee",0.0
1269,"Loudoun, Virginia",0.0
1270,"Louisa, Iowa",0.06785714285714285
1271,"Louisa, Virginia",0.0
1272,"Loup, Nebraska",0.0
1273,"Loving, Texas",0.0
1274,"Lowndes, Alabama",0.0
1275,"Lubbock, Texas",0.10476190476190476
1276,"Lucas, Iowa",0.0
1277,"Lucas, Ohio",0.0
1278,"Luna, New Mexico",0.06037735849056604
1279,"Lunenburg, Virginia",0.0
1280,"Luzerne county, Pennsylvania",0.0
1281,"Luzerne, Pennsylvania",0.028404669260700392
1282,"Lycoming county, Pennsylvania",0.17500000000000002
1283,"Lycoming, Pennsylvania",0.0
1284,"Lyman, South Dakota",0.0
1285,"Lynchburg, Virginia",0.0
1286,"Lynn, Texas",0.0
1287,"Lyon, Iowa",0.2222222222222222
1288,"Lyon, Kentucky",0.12142857142857141
1289,"Lyon, Minnesota",0.0
1290,"Lyon, Nevada",0.08336842105263158
1291,"Macon, Alabama",0.0
1292,"Macon, Illinois",0.0
1293,"Macon, North Carolina",0.0
1294,"Macoupin, Illinois",0.03098360655737705
1295,"Madera county, California",0.0
1296,"Madera, California",0.1586206896551724
1297,"Madison, Alabama",0.017096363636363635
1298,"Madison, Florida",0.0
1299,"Madison, Idaho",0.0
1300,"Madison, Illinois",0.04105263157894736
1301,"Madison, Indiana",0.02909090909090909
1302,"Madison, Iowa",0.0
1303,"Madison, Kentucky",0.03333333333333333
1304,"Madison, Louisiana",0.945
1305,"Madison, Montana",0.0
1306,"Madison, Nebraska",0.1308695652173913
1307,"Madison, New York",0.09438202247191009
1308,"Madison, North Carolina",0.0
1309,"Madison, Texas",1.5050000000000001
1310,"Madison, Virginia",0.0
1311,"Magoffin, Kentucky",0.0
1312,"Mahaska, Iowa",0.0
1313,"Mahnomen, Minnesota",0.0
1314,"Malheur, Oregon",2.494871794871795
1315,"Manassas, Virginia",0.0
1316,"Manatee county, Florida",0.0
1317,"Manatee, Florida",0.0
1318,"Manitowoc, Wisconsin",0.075
1319,"Marathon, Wisconsin",0.3157142857142857
1320,"Marengo, Alabama",0.0
1321,"Maricopa, Arizona",0.13905230769230761
1322,"Marin, California",0.0
1323,"Marinette, Wisconsin",1.7263636363636363
1324,"Marion, Alabama",0.1131578947368421
1325,"Marion, Arkansas",0.2621052631578948
1326,"Marion, Florida",0.13
1327,"Marion, Illinois",0.05137931034482759
1328,"Marion, Indiana",0.001248407643312102
1329,"Marion, Iowa",0.0
1330,"Marion, Kentucky",0.0
1331,"Marion, Ohio",0.0
1332,"Marion, Oregon",0.05295774647887324
1333,"Marion, South Carolina",0.025714285714285714
1334,"Marion, Texas",0.0
1335,"Marion, West Virginia",0.0
1336,"Mariposa, California",0.0
1337,"Marlboro, South Carolina",0.1675
1338,"Marquette, Wisconsin",0.334
1339,"Marshall, Alabama",0.0
1340,"Marshall, Illinois",0.0574074074074074
1341,"Marshall, Indiana",0.2583870967741935
1342,"Marshall, Iowa",0.0
1343,"Marshall, Kentucky",0.04426229508196722
1344,"Marshall, Minnesota",0.0
1345,"Marshall, West Virginia",0.0
1346,"Martin county, Florida",0.0
1347,"Martin, Florida",0.12941176470588237
1348,"Martin, Indiana",0.0
1349,"Martin, Kentucky",0.0
1350,"Martin, Minnesota",0.0
1351,"Martin, North Carolina",0.0
1352,"Martin, Texas",0.0
1353,"Martinsville, Virginia",0.0
1354,"Mason, Illinois",0.09411764705882353
1355,"Mason, Kentucky",0.0
1356,"Mason, Texas",0.0
1357,"Mason, Washington",0.0
1358,"Mason, West Virginia",0.0
1359,"Massac, Illinois",0.0
1360,"Matagorda, Texas",0.0
1361,"Maui, Hawaii",0.0
1362,"Maverick, Texas",0.25333333333333335
1363,"Mccone, Montana",0.0
1364,"Mccook, South Dakota",0.0
1365,"Mccormick, South Carolina",0.2214285714285714
1366,"Mccracken, Kentucky",0.0
1367,"Mccreary, Kentucky",0.0
1368,"Mcculloch, Texas",0.0
1369,"Mcdonough, Illinois",0.15555555555555556
1370,"Mcdowell, North Carolina",0.06363636363636364
1371,"Mcdowell, West Virginia",0.02291666666666667
1372,"Mchenry, Illinois",0.031181605536332178
1373,"Mckean county, Pennsylvania",0.0
1374,"Mckean, Pennsylvania",0.03333333333333333
1375,"Mckenzie, North Dakota",0.0
1376,"Mckinley, New Mexico",0.293015873015873
1377,"Mclean, Illinois",0.21751439583333332
1378,"Mclean, Kentucky",0.07857142857142858
1379,"Mclennan, Texas",0.10821428571428574
1380,"Mcleod, Minnesota",0.0
1381,"Mcmullen, Texas",0.0
1382,"Mcpherson, Nebraska",0.0
1383,"Meade, Kentucky",0.0
1384,"Meade, South Dakota",0.054187192118226604
1385,"Meagher, Montana",0.0
1386,"Mecklenburg, North Carolina",0.0892
1387,"Mecklenburg, Virginia",0.0
1388,"Medina, Ohio",0.34833333333333333
1389,"Medina, Texas",0.0
1390,"Meeker, Minnesota",0.0
1391,"Meigs, Ohio",0.0
1392,"Menard, Illinois",0.12090909090909091
1393,"Menard, Texas",0.0
1394,"Mendocino, California",0.0
1395,"Menifee, Kentucky",0.43636363636363634
1396,"Merced, California",0.0
1397,"Mercer county, Pennsylvania",0.0
1398,"Mercer, Illinois",0.05074282142857143
1399,"Mercer, Kentucky",0.13999999999999999
1400,"Mercer, New Jersey",0.06333333333333334
1401,"Mercer, Pennsylvania",0.041249999999999995
1402,"Mercer, West Virginia",0.0
1403,"Merrick, Nebraska",0.24930232558139537
1404,"Merrimack, New Hampshire",0.25169230769230766
1405,"Miami, Indiana",0.09230769230769231
1406,"Miami, Ohio",0.9471428571428572
1407,"Miami-dade, Florida",0.0
1408,"Middlesex, Connecticut",0.10803203661327233
1409,"Middlesex, Massachusetts",0.08434237995824634
1410,"Middlesex, New Jersey",0.078
1411,"Midland, Texas",0.0
1412,"Mifflin county, Pennsylvania",0.0
1413,"Mifflin, Pennsylvania",0.0
1414,"Milam, Texas",0.0
1415,"Millard, Utah",0.0
1416,"Mille lacs county, Minnesota",0.425
1417,"Mille lacs, Minnesota",0.862962962962963
1418,"Miller, Arkansas",0.0
1419,"Mills, Iowa",0.0
1420,"Mills, Texas",0.09142857142857143
