,county,di(2-ethylhexyl)_phthalate
678,"Fayette, Iowa",0.05454545454545454
679,"Fayette, Kentucky",0.0
680,"Fayette, Pennsylvania",0.0512396694214876
681,"Fayette, Texas",0.0
682,"Fayette, West Virginia",0.025185185185185185
683,"Fergus, Montana",0.0
684,"Ferry, Washington",0.0
685,"Fillmore, Minnesota",0.2857142857142857
686,"Fillmore, Nebraska",0.04247435897435898
687,"Fisher, Texas",0.0
688,"Flagler, Florida",0.10999999999999999
689,"Flathead, Montana",0.2071111111111111
690,"Fleming, Kentucky",0.14333333333333334
691,"Florence, South Carolina",0.18678571428571428
692,"Floyd, Indiana",0.0
693,"Floyd, Iowa",0.09047619047619047
694,"Floyd, Kentucky",0.10555555555555556
695,"Floyd, Texas",0.13999999999999999
696,"Fluvanna, Virginia",0.0
697,"Fond du lac, Wisconsin",0.44749999999999995
698,"Ford, Illinois",0.3474495714285714
699,"Forest, Pennsylvania",0.0
700,"Forest, Wisconsin",0.8075
701,"Forsyth, North Carolina",0.12742857142857142
702,"Fort bend county, Texas",0.0
703,"Fort bend, Texas",0.12267326732673269
704,"Fountain, Indiana",0.0
705,"Franklin county, New York",0.0
706,"Franklin county, Pennsylvania",0.0
707,"Franklin, Alabama",0.1265789473684211
708,"Franklin, Arkansas",0.0
709,"Franklin, Florida",0.0
710,"Franklin, Idaho",0.056818181818181816
711,"Franklin, Illinois",0.06699999999999999
712,"Franklin, Indiana",0.0
713,"Franklin, Iowa",0.05
714,"Franklin, Kentucky",0.0
715,"Franklin, Louisiana",0.45896551724137924
716,"Franklin, Maine",0.085
