,county,dinoseb
1561,"Monroe, Arkansas",0.0
1562,"Monroe, Florida",0.0
1563,"Monroe, Illinois",0.0
1564,"Monroe, Indiana",0.0
1565,"Monroe, Kentucky",0.0
1566,"Monroe, Michigan",0.0
1567,"Monroe, Missouri",0.0
1568,"Monroe, New York",0.0
1569,"Monroe, Pennsylvania",0.0
1570,"Monroe, West Virginia",0.0
1571,"Monroe, Wisconsin",0.0
1572,"Montague, Texas",0.0
1573,"Montcalm, Michigan",0.0
1574,"Monterey, California",0.0
1575,"Montgomery county, Pennsylvania",0.0
1576,"Montgomery, Alabama",0.0
1577,"Montgomery, Arkansas",0.0
1578,"Montgomery, Illinois",0.0
1579,"Montgomery, Indiana",0.0
1580,"Montgomery, Iowa",0.0
1581,"Montgomery, Kentucky",0.0
1582,"Montgomery, Maryland",0.009859154929577464
1583,"Montgomery, Missouri",0.0
1584,"Montgomery, New York",0.0
1585,"Montgomery, North Carolina",0.0
1586,"Montgomery, Pennsylvania",0.0
1587,"Montgomery, Texas",0.0
1588,"Montgomery, Virginia",0.0
1589,"Montmorency, Michigan",0.0
1590,"Montour, Pennsylvania",0.0
1591,"Moody, South Dakota",0.0
1592,"Moore, North Carolina",0.0
1593,"Moore, Texas",0.0
1594,"Mora, New Mexico",0.0
1595,"Morehouse, Louisiana",0.0
1596,"Morgan, Alabama",0.0
1597,"Morgan, Illinois",0.0
1598,"Morgan, Indiana",0.0
1599,"Morgan, Kentucky",0.0
1600,"Morgan, Missouri",0.0
1601,"Morgan, Utah",0.0
1602,"Morgan, West Virginia",0.0
1603,"Morrill, Nebraska",0.0
1604,"Morris, New Jersey",0.0
1605,"Morrison, Minnesota",0.0
1606,"Morrow, Oregon",0.0
1607,"Morton, North Dakota",0.0
1608,"Moultrie, Illinois",0.0
1609,"Mountrail, North Dakota",0.0
1610,"Mower, Minnesota",0.0
1611,"Muhlenberg, Kentucky",0.0
1612,"Multnomah county, Oregon",0.0
1613,"Multnomah, Oregon",0.0
1614,"Murray, Minnesota",0.0
1615,"Murray, Oklahoma",0.0
1616,"Muscatine, Iowa",0.0
1617,"Muskegon, Michigan",0.0
1618,"Musselshell, Montana",0.0
1619,"Nacogdoches, Texas",0.0
1620,"Nance, Nebraska",0.0
1621,"Nantucket, Massachusetts",0.0
1622,"Napa, California",0.0
1623,"Nash, North Carolina",0.0
1624,"Nassau, Florida",0.0
1625,"Nassau, New York",0.0
1626,"Natchitoches, Louisiana",0.0
1627,"Natrona, Wyoming",0.0
1628,"Navajo, Arizona",0.0
1629,"Navarro, Texas",0.0
1630,"Nelson, Kentucky",0.0
1631,"Nelson, North Dakota",0.0
1632,"Nelson, Virginia",0.0
1633,"Nemaha, Nebraska",0.38083333333333336
1634,"Nevada county, Arkansas",0.0
1635,"Nevada, Arkansas",0.0
1636,"Nevada, California",0.0
1637,"New hanover, North Carolina",0.0
1638,"New haven, Connecticut",0.0
1639,"New london, Connecticut",0.0
1640,"New madrid, Missouri",0.0
1641,"Newaygo, Michigan",0.0
1642,"Newberry, South Carolina",0.0
1643,"Newport, Rhode Island",0.0
1644,"Newton county, Arkansas",0.0
1645,"Newton, Arkansas",0.0
1646,"Newton, Indiana",0.0
1647,"Newton, Missouri",0.0
1648,"Newton, Texas",0.0
1649,"Nez perce, Idaho",0.0
1650,"Niagara, New York",0.0
1651,"Nicholas, Kentucky",0.0
1652,"Nicholas, West Virginia",0.0
1653,"Nicollet, Minnesota",0.0
1654,"Niobrara, Wyoming",0.0
1655,"Noble, Indiana",0.0
1656,"Nobles, Minnesota",0.0
1657,"Nodaway, Missouri",0.0
1658,"Nolan, Texas",0.0
1659,"Norfolk, Massachusetts",0.0
1660,"Norfolk, Virginia",0.0
1661,"North slope, Alaska",0.0
1662,"Northampton county, Pennsylvania",0.0
1663,"Northampton, North Carolina",0.0
1664,"Northampton, Pennsylvania",0.0
1665,"Northampton, Virginia",0.0
1666,"Northumberland, Pennsylvania",0.0
1667,"Northumberland, Virginia",0.0
1668,"Nottoway, Virginia",0.0
1669,"Nuckolls, Nebraska",0.0
1670,"Nueces, Texas",0.0
1671,"Nye, Nevada",0.0
1672,"O'brien, Iowa",0.0
1673,"Oakland, Michigan",0.0
1674,"Obrien, Iowa",0.0
1675,"Ocean, New Jersey",0.0
1676,"Oceana, Michigan",0.0
1677,"Ochiltree, Texas",0.0
1678,"Oconee, South Carolina",0.0
1679,"Oconto, Wisconsin",0.0
1680,"Ogemaw, Michigan",0.0
1681,"Ogle, Illinois",0.0
1682,"Ohio, Indiana",0.0
1683,"Ohio, Kentucky",0.0
1684,"Ohio, West Virginia",0.0
1685,"Okaloosa county, Florida",0.0
1686,"Okaloosa, Florida",0.0
1687,"Okanogan, Washington",0.0
1688,"Okeechobee, Florida",0.0
1689,"Oklahoma, Oklahoma",0.0
1690,"Okmulgee, Oklahoma",0.0
1691,"Oldham, Kentucky",0.0
1692,"Oldham, Texas",0.0
1693,"Olmsted, Minnesota",0.0
1694,"Oneida, Idaho",0.0
1695,"Oneida, New York",0.0
1696,"Oneida, Wisconsin",0.0
1697,"Onondaga, New York",0.0
1698,"Onslow, North Carolina",0.0
1699,"Ontario, New York",0.0
1700,"Ontonagon, Michigan",0.0
1701,"Orange, California",0.0
1702,"Orange, Florida",0.0
1703,"Orange, New York",0.0033464566929133858
1704,"Orange, North Carolina",0.0
1705,"Orange, Texas",0.0
1706,"Orange, Vermont",0.0
1707,"Orange, Virginia",0.0
1708,"Orangeburg, South Carolina",0.0
1709,"Oregon, Missouri",0.0
1710,"Orleans, Louisiana",0.0
1711,"Orleans, New York",0.0
1712,"Orleans, Vermont",0.0
1713,"Osage, Missouri",0.0
1714,"Osage, Oklahoma",0.0
1715,"Osceola, Florida",0.0
1716,"Osceola, Iowa",0.0
1717,"Osceola, Michigan",0.0
1718,"Oscoda, Michigan",0.0
1719,"Oswego, New York",0.0
1720,"Otero county, New Mexico",0.0
1721,"Otero, New Mexico",0.0
1722,"Otoe, Nebraska",0.14
1723,"Otsego, Michigan",0.0
1724,"Otsego, New York",0.0
1725,"Ottawa, Michigan",0.0
1726,"Ottawa, Oklahoma",0.0
1727,"Otter tail, Minnesota",0.0
1728,"Ouachita, Arkansas",0.0
1729,"Ouachita, Louisiana",0.0
1730,"Outagamie, Wisconsin",0.0
1731,"Owen, Indiana",0.0
1732,"Owen, Kentucky",0.0
1733,"Owsley, Kentucky",0.0
1734,"Owyhee, Idaho",0.0
1735,"Oxford, Maine",0.0
1736,"Ozark, Missouri",0.0
1737,"Ozaukee, Wisconsin",0.0
1738,"Pacific, Washington",0.0
1739,"Page, Iowa",0.0
1740,"Page, Virginia",0.0
1741,"Palm beach, Florida",0.0
1742,"Palo alto, Iowa",0.0
1743,"Palo pinto, Texas",0.0
1744,"Pamlico, North Carolina",0.0
1745,"Panola, Texas",0.0
1746,"Park, Montana",0.0
1747,"Park, Wyoming",0.0
1748,"Parke, Indiana",0.0
1749,"Parker, Texas",0.0
1750,"Parmer, Texas",0.0
1751,"Pasco county, Florida",0.0
1752,"Pasco, Florida",0.00024221453287197233
1753,"Pasquotank, North Carolina",0.0
1754,"Passaic, New Jersey",0.0
1755,"Patrick, Virginia",0.0
1756,"Pawnee, Nebraska",0.0
1757,"Payette, Idaho",0.0
1758,"Payne, Oklahoma",0.0
1759,"Pecos, Texas",0.0
1760,"Pembina, North Dakota",0.0
1761,"Pemiscot, Missouri",0.0
1762,"Pend oreille, Washington",0.0
1763,"Pender, North Carolina",0.0
1764,"Pendleton, Kentucky",0.0
1765,"Pendleton, West Virginia",0.0
1766,"Pennington, Minnesota",0.0
1767,"Pennington, South Dakota",0.0
1768,"Penobscot, Maine",0.0
1769,"Peoria, Illinois",0.0
1770,"Pepin, Wisconsin",0.0
1771,"Perkins, Nebraska",0.0
1772,"Perquimans, North Carolina",0.0
1773,"Perry county, Pennsylvania",0.0
1774,"Perry, Alabama",0.0
1775,"Perry, Arkansas",0.0
1776,"Perry, Illinois",0.0
1777,"Perry, Indiana",0.0
1778,"Perry, Kentucky",0.0
1779,"Perry, Missouri",0.0
1780,"Perry, Pennsylvania",0.0
1781,"Pershing, Nevada",0.0
1782,"Person, North Carolina",0.0
1783,"Petroleum, Montana",0.0
1784,"Pettis, Missouri",0.0
1785,"Phelps, Missouri",0.0
1786,"Phelps, Nebraska",0.0
1787,"Philadelphia, Pennsylvania",0.0
1788,"Phillips, Arkansas",0.0
1789,"Phillips, Montana",0.0
1790,"Piatt, Illinois",0.0
1791,"Pickens, Alabama",0.0
1792,"Pickens, South Carolina",0.0
1793,"Pierce county, Washington",0.0
1794,"Pierce, Nebraska",0.0
1795,"Pierce, North Dakota",0.0
1796,"Pierce, Washington",0.0
1797,"Pierce, Wisconsin",0.0
1798,"Pike, Alabama",0.0
1799,"Pike, Arkansas",0.0
1800,"Pike, Illinois",0.0
1801,"Pike, Indiana",0.0
1802,"Pike, Kentucky",0.0
1803,"Pike, Missouri",0.0
1804,"Pike, Pennsylvania",0.0
1805,"Pima, Arizona",0.0
1806,"Pinal, Arizona",0.0
1807,"Pine, Minnesota",0.0
1808,"Pinellas, Florida",0.0
1809,"Pipestone, Minnesota",0.0
1810,"Piscataquis, Maine",0.0
1811,"Pitt, North Carolina",0.0
1812,"Pittsburg, Oklahoma",0.0
1813,"Pittsylvania, Virginia",0.0
1814,"Piute, Utah",0.0
1815,"Placer, California",0.006296296296296296
1816,"Plaquemines, Louisiana",0.0
1817,"Platte, Missouri",0.0
1818,"Platte, Nebraska",0.0
1819,"Platte, Wyoming",0.0
1820,"Plymouth, Iowa",0.0
1821,"Plymouth, Massachusetts",0.0
1822,"Pocahontas, Iowa",0.0
1823,"Pocahontas, West Virginia",0.0
1824,"Poinsett, Arkansas",0.0
1825,"Pointe coupee parish, Louisiana",0.0
1826,"Pointe coupee, Louisiana",0.0
1827,"Polk, Arkansas",0.0
1828,"Polk, Florida",0.0
1829,"Polk, Iowa",0.0
1830,"Polk, Minnesota",0.0
1831,"Polk, Missouri",0.0
1832,"Polk, Nebraska",0.0
1833,"Polk, North Carolina",0.0
1834,"Polk, Oregon",0.0
1835,"Polk, Texas",0.0
1836,"Polk, Wisconsin",0.0
1837,"Pondera, Montana",0.0
1838,"Pontotoc, Oklahoma",0.0
1839,"Pope, Arkansas",0.0
1840,"Pope, Illinois",0.0
1841,"Pope, Minnesota",0.0
1842,"Portage county, Wisconsin",0.0
1843,"Portage, Wisconsin",0.0
1844,"Porter, Indiana",0.0
1845,"Portsmouth, Virginia",0.0
1846,"Posey, Indiana",0.0
1847,"Pottawatomie, Oklahoma",0.0
1848,"Pottawattamie, Iowa",0.0
1849,"Potter, Pennsylvania",0.0
1850,"Potter, Texas",0.0
1851,"Powder river, Montana",0.0
1852,"Powell, Kentucky",0.0
1853,"Powell, Montana",0.0
1854,"Power, Idaho",0.0
1855,"Poweshiek, Iowa",0.0
1856,"Prairie, Arkansas",0.0
1857,"Prairie, Montana",0.0
1858,"Presidio, Texas",0.0
1859,"Presque isle, Michigan",0.0
1860,"Preston, West Virginia",0.0
1861,"Price, Wisconsin",0.0
1862,"Prince george's, Maryland",0.0
1863,"Prince george, Virginia",0.0
1864,"Prince georges, Maryland",0.0
1865,"Prince william, Virginia",0.0
1866,"Providence, Rhode Island",0.0
1867,"Pulaski, Arkansas",0.0
1868,"Pulaski, Illinois",0.0
1869,"Pulaski, Indiana",0.0
1870,"Pulaski, Kentucky",0.0
1871,"Pulaski, Missouri",0.0
1872,"Pulaski, Virginia",0.0
1873,"Putnam county, Indiana",0.0
1874,"Putnam, Florida",0.0
1875,"Putnam, Illinois",0.0
1876,"Putnam, Indiana",0.0
1877,"Putnam, Missouri",0.0
1878,"Putnam, New York",0.005952380952380952
1879,"Putnam, Tennessee",0.0
1880,"Putnam, West Virginia",0.0
1881,"Quay, New Mexico",0.0
1882,"Queen anne's, Maryland",0.11375
1883,"Racine, Wisconsin",0.0
1884,"Radford, Virginia",0.0
1885,"Rains, Texas",0.0
1886,"Raleigh, West Virginia",0.0
1887,"Ramsey, Minnesota",0.0
1888,"Ramsey, North Dakota",0.0
1889,"Randall, Texas",0.0
1890,"Randolph, Alabama",0.0
1891,"Randolph, Arkansas",0.0
1892,"Randolph, Illinois",0.0
1893,"Randolph, Indiana",0.0
1894,"Randolph, Missouri",0.0
1895,"Randolph, North Carolina",0.0
1896,"Randolph, West Virginia",0.0
1897,"Ransom, North Dakota",0.0
1898,"Rapides, Louisiana",0.0
1899,"Ravalli, Montana",0.0
1900,"Ray, Missouri",0.0
1901,"Real, Texas",0.0
1902,"Red lake, Minnesota",0.0
1903,"Red river, Louisiana",0.0
1904,"Red river, Texas",0.0
1905,"Red willow, Nebraska",0.0
1906,"Redwood, Minnesota",0.0
1907,"Reeves, Texas",0.0
1908,"Refugio, Texas",0.0
1909,"Rensselaer, New York",0.0
1910,"Renville, Minnesota",0.0
1911,"Reynolds, Missouri",0.0
1912,"Rice, Minnesota",0.0
1913,"Rich, Utah",0.0
1914,"Richardson, Nebraska",0.0
1915,"Richland, Illinois",0.0
1916,"Richland, Louisiana",0.0
1917,"Richland, Montana",0.0
1918,"Richland, North Dakota",0.0
1919,"Richland, Ohio",0.0
1920,"Richland, South Carolina",0.0
1921,"Richland, Wisconsin",0.0
1922,"Richmond, North Carolina",0.0
1923,"Richmond, Virginia",0.0
1924,"Rio arriba, New Mexico",0.0
1925,"Ripley, Indiana",0.0
1926,"Ripley, Missouri",0.0
1927,"Riverside, California",0.0
1928,"Roane, West Virginia",0.0
1929,"Roanoke, Virginia",0.0
1930,"Roberts, South Dakota",0.0
1931,"Robertson, Texas",0.0
1932,"Robeson, North Carolina",0.0
1933,"Rock island, Illinois",0.0
1934,"Rock, Minnesota",0.0
1935,"Rock, Nebraska",0.0
1936,"Rock, Wisconsin",0.0
1937,"Rockbridge, Virginia",0.0
1938,"Rockcastle, Kentucky",0.0
1939,"Rockingham, New Hampshire",0.0021668472372697724
1940,"Rockingham, North Carolina",0.0
1941,"Rockingham, Virginia",0.0
1942,"Rockland, New York",0.0
1943,"Roger mills, Oklahoma",0.0
1944,"Rogers, Oklahoma",0.0
1945,"Rolette, North Dakota",0.0
1946,"Roosevelt, Montana",0.0
1947,"Roosevelt, New Mexico",0.0
1948,"Roscommon, Michigan",0.0
1949,"Roseau, Minnesota",0.0
1950,"Rosebud, Montana",0.0
1951,"Rowan county, North Carolina",0.0
1952,"Rowan, Kentucky",0.0
1953,"Rowan, North Carolina",0.0
1954,"Runnels, Texas",0.0
1955,"Rush, Indiana",0.0
1956,"Rusk, Texas",0.0
1957,"Rusk, Wisconsin",0.0
1958,"Russell, Alabama",0.0
1959,"Russell, Kentucky",0.0
1960,"Russell, Virginia",0.0
1961,"Rutherford, North Carolina",0.0
1962,"Rutland, Vermont",0.0
1963,"Sabine, Louisiana",0.0
1964,"Sabine, Texas",0.0
1965,"Sac, Iowa",0.0
1966,"Sacramento county, California",0.0
1967,"Sacramento, California",0.0
1968,"Sagadahoc, Maine",0.0
1969,"Saginaw, Michigan",0.0
1970,"Saint bernard, Louisiana",0.0
1971,"Saint charles, Missouri",0.0
1972,"Saint clair, Michigan",0.0
1973,"Saint francois, Missouri",0.0
1974,"Saint james, Louisiana",0.0
1975,"Saint joseph, Michigan",0.0
1976,"Saint landry, Louisiana",0.0
1977,"Saint lawrence, New York",0.0
1978,"Saint louis, Minnesota",0.0
1979,"Saint louis, Missouri",0.0
1980,"Saint marys, Maryland",0.0
1981,"Saint tammany, Louisiana",0.0
1982,"Salem, New Jersey",0.0
1983,"Salem, Virginia",0.0
1984,"Saline county, Arkansas",0.0
1985,"Saline, Arkansas",0.0
1986,"Saline, Illinois",0.0
1987,"Saline, Missouri",0.0
1988,"Saline, Nebraska",0.10076923076923078
1989,"Salt lake, Utah",0.0
1990,"Saluda, South Carolina",0.0
1991,"Sampson, North Carolina",0.0
1992,"San augustine, Texas",0.0
1993,"San benito, California",0.0
1994,"San bernardino county, California",0.0
1995,"San bernardino, California",0.0
1996,"San diego county, California",0.0
1997,"San diego, California",0.0
1998,"San francisco, California",0.0
1999,"San jacinto, Texas",0.0
2000,"San joaquin, California",0.0
2001,"San juan, New Mexico",0.0
2002,"San juan, Utah",0.0
2003,"San juan, Washington",0.0
2004,"San luis obispo, California",0.0
2005,"San mateo, California",0.0
2006,"San miguel, New Mexico",0.0
2007,"San patricio, Texas",0.0
2008,"San saba, Texas",0.0
2009,"Sanborn, South Dakota",0.0
2010,"Sanders, Montana",0.0
2011,"Sandoval, New Mexico",0.0
2012,"Sangamon, Illinois",0.0
2013,"Sanilac, Michigan",0.0
2014,"Sanpete, Utah",0.0
2015,"Santa barbara, California",0.0
2016,"Santa clara, California",0.0
2017,"Santa cruz, Arizona",0.0
2018,"Santa cruz, California",0.0
2019,"Santa fe, New Mexico",0.0
2020,"Santa rosa county, Florida",0.0
2021,"Santa rosa, Florida",0.0
2022,"Sarasota, Florida",0.0
2023,"Saratoga, New York",0.0
2024,"Sargent, North Dakota",0.0
2025,"Sarpy, Nebraska",0.0
2026,"Sauk, Wisconsin",0.0
2027,"Saunders, Nebraska",0.028548387096774194
2028,"Sawyer, Wisconsin",0.0
2029,"Schenectady, New York",0.0
2030,"Schoharie, New York",0.0
2031,"Schoolcraft, Michigan",0.0
2032,"Schuyler, Illinois",0.0
2033,"Schuyler, New York",0.0
2034,"Schuylkill, Pennsylvania",0.0
2035,"Scotland, Missouri",0.0
2036,"Scotland, North Carolina",0.0
2037,"Scott, Arkansas",0.0
2038,"Scott, Illinois",0.0
2039,"Scott, Indiana",0.0
2040,"Scott, Iowa",0.0
2041,"Scott, Kentucky",0.0
2042,"Scott, Minnesota",0.0
2043,"Scott, Missouri",0.0
2044,"Scott, Virginia",0.0
2045,"Scotts bluff, Nebraska",0.0
2046,"Searcy, Arkansas",0.0
2047,"Sebastian, Arkansas",0.0
2048,"Seminole county, Florida",0.0
2049,"Seminole, Florida",0.0
2050,"Seneca, New York",0.0
2051,"Seneca, Ohio",0.0
2052,"Sevier, Arkansas",0.0
2053,"Sevier, Utah",0.0
2054,"Seward, Nebraska",0.0
2055,"Shackelford, Texas",0.0
2056,"Shannon, Missouri",0.0
2057,"Shannon, South Dakota",0.0
2058,"Sharp county, Arkansas",0.0
2059,"Sharp, Arkansas",0.0
2060,"Shasta, California",0.0
2061,"Shawano, Wisconsin",0.0
2062,"Sheboygan, Wisconsin",0.0
2063,"Shelby, Alabama",0.0
2064,"Shelby, Illinois",0.0
2065,"Shelby, Indiana",0.0
2066,"Shelby, Iowa",0.0
2067,"Shelby, Kentucky",0.0
2068,"Shelby, Missouri",0.0
2069,"Shelby, Ohio",0.0
2070,"Shelby, Tennessee",0.0
2071,"Shelby, Texas",0.0
2072,"Shenandoah, Virginia",0.0
2073,"Sherburne, Minnesota",0.0
2074,"Sheridan, Montana",0.0
2075,"Sheridan, Nebraska",0.0
2076,"Sheridan, North Dakota",0.0
2077,"Sheridan, Wyoming",0.0
2078,"Sherman, Nebraska",0.0
2079,"Sherman, Oregon",0.0
2080,"Shiawassee, Michigan",0.0
2081,"Shoshone, Idaho",0.0
2082,"Sibley, Minnesota",0.0
2083,"Sierra, New Mexico",0.0
2084,"Silver bow, Montana",0.0
2085,"Silverbow, Montana",0.0
2086,"Simpson, Kentucky",0.0
2087,"Sioux, Iowa",0.0
2088,"Sioux, Nebraska",0.0
2089,"Sioux, North Dakota",0.0
2090,"Skagit, Washington",0.0
2091,"Skamania, Washington",0.0
2092,"Slope, North Dakota",0.0
2093,"Smith, Texas",0.0
2094,"Smyth, Virginia",0.0
2095,"Snohomish, Washington",0.0
2096,"Snyder county, Pennsylvania",0.0
2097,"Snyder, Pennsylvania",0.0
2098,"Socorro, New Mexico",0.0
2099,"Solano, California",0.0
2100,"Somerset county, Pennsylvania",0.0
2101,"Somerset, Maine",0.0
2102,"Somerset, Maryland",0.0
2103,"Somerset, New Jersey",0.0
2104,"Somerset, Pennsylvania",0.0
2105,"Somervell, Texas",0.0
2106,"Sonoma, California",0.0
2107,"Southampton, Virginia",0.0
2108,"Southeast fairbanks, Alaska",0.0
2109,"Spartanburg, South Carolina",0.0
2110,"Spencer, Indiana",0.0
2111,"Spink county, South Dakota",0.0
2112,"Spokane, Washington",0.0
2113,"Spotsylvania, Virginia",0.0
2114,"St clair, Alabama",0.0
2115,"St helena, Louisiana",0.0
2116,"St joseph, Indiana",0.0
2117,"St landry, Louisiana",0.0
2118,"St lawrence, New York",0.0
2119,"St louis, Missouri",0.0
2120,"St mary's, Maryland",0.0
2121,"St tammany, Louisiana",0.0
2122,"St. bernard, Louisiana",0.0
2123,"St. charles, Louisiana",0.0
2124,"St. charles, Missouri",0.0
2125,"St. clair county, Missouri",0.0
2126,"St. clair, Alabama",0.0
2127,"St. clair, Illinois",0.0
2128,"St. clair, Michigan",0.0
2129,"St. clair, Missouri",0.0
2130,"St. croix, Wisconsin",0.0
2131,"St. francis, Arkansas",0.0
2132,"St. francois, Missouri",0.0
2133,"St. helena, Louisiana",0.0
2134,"St. james, Louisiana",0.0
2135,"St. john the baptist parish, Louisiana",0.0
2136,"St. john the baptist, Louisiana",0.0
2137,"St. johns, Florida",0.0
2138,"St. joseph county, Indiana",0.0
2139,"St. joseph, Indiana",0.0
2140,"St. joseph, Michigan",0.0
2141,"St. landry, Louisiana",0.0
2142,"St. lawrence, New York",0.0
2143,"St. louis city, Missouri",0.0
2144,"St. louis, Minnesota",0.0
2145,"St. louis, Missouri",0.0
2146,"St. lucie, Florida",0.0
2147,"St. martin parish, Louisiana",0.0
2148,"St. martin, Louisiana",0.0
2149,"St. mary parish, Louisiana",0.0
2150,"St. mary's county, Maryland",0.0
2151,"St. mary's, Maryland",0.029599999999999998
2152,"St. mary, Louisiana",0.0
2153,"St. tammany parish, Louisiana",0.0
2154,"St. tammany, Louisiana",0.0
2155,"Stafford, Virginia",0.0
2156,"Stanislaus, California",0.0
2157,"Stanly, North Carolina",0.0
2158,"Stanton, Nebraska",0.0
2159,"Stark, Illinois",0.0
2160,"Stark, North Dakota",0.0
2161,"Starke, Indiana",0.0
2162,"Starr, Texas",0.0
2163,"Staunton, Virginia",0.0
2164,"Ste. genevieve, Missouri",0.0
2165,"Stearns, Minnesota",0.0
2166,"Steele, Minnesota",0.0
2167,"Stephens, Texas",0.0
2168,"Stephenson, Illinois",0.0
2169,"Steuben, Indiana",0.0
2170,"Steuben, New York",0.0
2171,"Stevens, Minnesota",0.0
2172,"Stevens, Washington",0.0
2173,"Stillwater, Montana",0.0
2174,"Stoddard, Missouri",0.0
2175,"Stokes, North Carolina",0.0
2176,"Stone, Arkansas",0.0
2177,"Stone, Missouri",0.0
2178,"Stonewall, Texas",0.0
2179,"Storey, Nevada",0.0
2180,"Story, Iowa",0.0
2181,"Strafford, New Hampshire",0.0
2182,"Stutsman, North Dakota",0.0
2183,"Sublette, Wyoming",0.0
2184,"Suffolk city, Virginia",0.0
2185,"Suffolk, Massachusetts",0.0
2186,"Sullivan, Indiana",0.0
2187,"Sullivan, Missouri",0.0
2188,"Sullivan, New Hampshire",0.0
2189,"Sullivan, New York",0.0
2190,"Sullivan, Pennsylvania",0.0
2191,"Summers, West Virginia",0.0
2192,"Summit, Utah",0.0
2193,"Sumter, Alabama",0.0
2194,"Sumter, Florida",0.0
2195,"Sumter, South Carolina",0.0
2196,"Surry, North Carolina",0.0
2197,"Surry, Virginia",0.0
2198,"Susquehanna, Pennsylvania",0.0
2199,"Sussex, New Jersey",0.0
2200,"Sutter, California",0.0
2201,"Sutton, Texas",0.0
2202,"Suwannee, Florida",0.0
2203,"Swain, North Carolina",0.0
2204,"Sweet grass, Montana",0.0
2205,"Sweetwater county, Wyoming",0.0
2206,"Sweetwater, Wyoming",0.0
2207,"Swift county, Minnesota",0.0
2208,"Swift, Minnesota",0.0
2209,"Swisher, Texas",0.0
2210,"Switzerland, Indiana",0.0
2211,"Talbot, Maryland",0.0
2212,"Talladega, Alabama",0.00423728813559322
2213,"Tallapoosa, Alabama",0.0
2214,"Tama, Iowa",0.0
2215,"Taney, Missouri",0.0
2216,"Tangipahoa parish, Louisiana",0.0
2217,"Tangipahoa, Louisiana",0.0
2218,"Taos, New Mexico",0.0
2219,"Tarrant, Texas",0.0
2220,"Taylor, Florida",0.0
2221,"Taylor, Kentucky",0.0
2222,"Taylor, Texas",0.0
2223,"Taylor, Wisconsin",0.0
2224,"Tazewell, Illinois",0.0
2225,"Tazewell, Virginia",0.0
2226,"Tensas, Louisiana",0.0
2227,"Terrebonne, Louisiana",0.0
2228,"Terry, Texas",0.0
2229,"Teton, Idaho",0.0
2230,"Teton, Montana",0.0
2231,"Teton, Wyoming",0.0
2232,"Texas, Missouri",0.0
2233,"Texas, Oklahoma",0.0
2234,"Thayer, Nebraska",0.0
2235,"Thomas, Nebraska",0.0
2236,"Throckmorton, Texas",0.0
2237,"Thurston, Nebraska",0.0
2238,"Thurston, Washington",0.0
2239,"Tillamook county, Oregon",0.0
2240,"Tillamook, Oregon",0.0
2241,"Tillman, Oklahoma",0.0
2242,"Tioga county, Pennsylvania",0.0
2243,"Tioga, New York",0.0
2244,"Tioga, Pennsylvania",0.0
2245,"Tippecanoe, Indiana",0.0
2246,"Tipton, Indiana",0.0
2247,"Titus, Texas",0.0
2248,"Todd, Kentucky",0.0
2249,"Todd, Minnesota",0.0
2250,"Todd, South Dakota",0.0
2251,"Tolland, Connecticut",0.0
2252,"Tom green, Texas",0.0
2253,"Tompkins, New York",0.0
2254,"Tooele, Utah",0.0
2255,"Toole, Montana",0.0
2256,"Torrance, New Mexico",0.0
2257,"Towner, North Dakota",0.0
2258,"Traill, North Dakota",0.0
2259,"Transylvania, North Carolina",0.0
2260,"Traverse, Minnesota",0.0
2261,"Travis, Texas",0.0
2262,"Treasure, Montana",0.0
2263,"Trempealeau, Wisconsin",0.0
2264,"Trigg, Kentucky",0.0
2265,"Trimble, Kentucky",0.0
2266,"Trinity, Texas",0.0
2267,"Tripp, South Dakota",0.0
2268,"Tucker, West Virginia",0.0
2269,"Tulare, California",0.0
2270,"Turner, South Dakota",0.0
2271,"Tuscaloosa, Alabama",0.0
2272,"Tuscola, Michigan",0.0
2273,"Twin falls, Idaho",0.0
2274,"Tyler, Texas",0.0
2275,"Tyler, West Virginia",0.0
2276,"Tyrrell, North Carolina",0.0
2277,"Uinta, Wyoming",0.0
2278,"Uintah, Utah",0.0
2279,"Ulster, New York",0.0
2280,"Umatilla, Oregon",0.0
2281,"Union parish, Louisiana",0.0
2282,"Union, Arkansas",0.0
2283,"Union, Florida",0.0
2284,"Union, Illinois",0.0
2285,"Union, Indiana",0.0
2286,"Union, Iowa",0.0
2287,"Union, Kentucky",0.0
2288,"Union, Louisiana",0.0
2289,"Union, New Mexico",0.0
2290,"Union, North Carolina",0.0
2291,"Union, Oregon",0.0
2292,"Union, Pennsylvania",0.0
2293,"Union, South Carolina",0.0
2294,"Union, South Dakota",0.0
2295,"Unknown, South Carolina",0.0
2296,"Upshur, Texas",0.0
2297,"Upshur, West Virginia",0.0
2298,"Utah, Utah",0.0
2299,"Uvalde, Texas",0.0
2300,"Val verde, Texas",0.0
2301,"Valencia, New Mexico",0.0
2302,"Valley, Idaho",0.0
2303,"Valley, Montana",0.0
2304,"Valley, Nebraska",0.0
2305,"Van buren, Arkansas",0.0
2306,"Van buren, Michigan",0.0
2307,"Van zandt, Texas",0.0
2308,"Vance, North Carolina",0.0
2309,"Vanderburgh, Indiana",0.0
2310,"Venango county, Pennsylvania",0.0
2311,"Venango, Pennsylvania",0.0
2312,"Ventura, California",0.0
2313,"Vermilion, Illinois",0.0
2314,"Vermilion, Louisiana",1.0416666666666667
2315,"Vermillion county, Indiana",0.0
