,county,E_coli
1570,"O'brien, Iowa",0.0
1571,"Obrien, Iowa",0.0
1572,"Ocean, New Jersey",0.0
1573,"Ochiltree, Texas",0.0
1574,"Oconee, South Carolina",0.0
1575,"Ogle, Illinois",0.0
1576,"Ohio, Indiana",0.0
1577,"Ohio, Kentucky",0.0
1578,"Ohio, West Virginia",0.0
1579,"Okanogan, Washington",0.0
1580,"Okfuskee, Oklahoma",0.0
1581,"Oklahoma, Oklahoma",0.0
1582,"Okmulgee, Oklahoma",0.0
1583,"Oldham, Kentucky",0.0
1584,"Oldham, Texas",0.0
1585,"Oliver, North Dakota",0.0
1586,"Oneida, Idaho",0.0
1587,"Oneida, New York",0.0
1588,"Onondaga, New York",0.0
1589,"Onslow, North Carolina",0.0
1590,"Ontario county, New York",0.0
1591,"Ontario, New York",0.0
1592,"Orange, Indiana",0.0
1593,"Orange, New York",0.0
1594,"Orange, North Carolina",0.0
1595,"Orange, Texas",0.0
1596,"Orange, Vermont",0.0
1597,"Orange, Virginia",0.0
1598,"Orangeburg, South Carolina",0.0
1599,"Oregon, Missouri",0.0
1600,"Orleans, Louisiana",0.0
1601,"Orleans, New York",0.0
1602,"Orleans, Vermont",0.0
1603,"Osage, Kansas",0.0
1604,"Osage, Missouri",0.0
1605,"Osage, Oklahoma",0.0
1606,"Osborne, Kansas",0.0
1607,"Osceola, Iowa",0.0
1608,"Oswego, New York",0.0
1609,"Otero county, New Mexico",0.0
1610,"Otero, New Mexico",0.0
1611,"Otoe, Nebraska",0.0
1612,"Otsego, New York",0.0
1613,"Ottawa, Kansas",0.0
1614,"Ottawa, Ohio",0.0
1615,"Ottawa, Oklahoma",0.0
1616,"Otter tail, Minnesota",0.0
1617,"Ouachita, Arkansas",0.0
1618,"Ouachita, Louisiana",0.0
1619,"Owen, Indiana",0.0
1620,"Owen, Kentucky",0.0
1621,"Owsley, Kentucky",0.0
1622,"Owyhee, Idaho",0.0
1623,"Oxford, Maine",0.0
1624,"Ozark, Missouri",0.0
1625,"Pacific, Washington",0.0
1626,"Page, Iowa",0.0
1627,"Page, Virginia",0.0
1628,"Palo alto, Iowa",0.0
1629,"Palo pinto, Texas",0.0
1630,"Pamlico, North Carolina",0.0
1631,"Panola, Texas",0.0
1632,"Park, Montana",0.0
1633,"Park, Wyoming",0.0
1634,"Parke, Indiana",0.0
1635,"Parker, Texas",0.0
1636,"Parmer, Texas",0.0
1637,"Passaic, New Jersey",0.0
1638,"Patrick, Virginia",0.0
1639,"Paulding, Ohio",0.0
1640,"Pawnee, Kansas",0.0
1641,"Pawnee, Nebraska",0.0
1642,"Pawnee, Oklahoma",0.0
1643,"Payette, Idaho",0.0
1644,"Payne, Oklahoma",0.0
1645,"Pecos, Texas",0.0
1646,"Pembina, North Dakota",0.0
1647,"Pemiscot, Missouri",0.0
1648,"Pend oreille, Washington",0.0
1649,"Pender, North Carolina",0.0
1650,"Pendleton, Kentucky",0.0
1651,"Pendleton, West Virginia",0.0
1652,"Pennington, Minnesota",0.0
1653,"Penobscot, Maine",0.0
1654,"Peoria, Illinois",0.0
1655,"Perkins, Nebraska",0.0
1656,"Perquimans, North Carolina",0.0
1657,"Perry county, Arkansas",0.0
1658,"Perry county, Indiana",0.0
1659,"Perry, Alabama",0.0
1660,"Perry, Arkansas",0.0
1661,"Perry, Illinois",0.0
1662,"Perry, Indiana",0.0
1663,"Perry, Kentucky",0.0
1664,"Perry, Missouri",0.0
1665,"Perry, Ohio",0.0
1666,"Perry, Pennsylvania",0.0
1667,"Pershing, Nevada",0.0
1668,"Person, North Carolina",0.0
1669,"Petersburg, Alaska",0.0
1670,"Petersburg, Virginia",0.0
1671,"Petroleum, Montana",0.0
1672,"Pettis, Missouri",0.0
1673,"Phelps, Missouri",0.0
1674,"Phelps, Nebraska",0.0
1675,"Philadelphia, Pennsylvania",0.0
1676,"Phillips, Arkansas",0.0
1677,"Phillips, Kansas",0.0
1678,"Phillips, Montana",0.0
1679,"Piatt, Illinois",0.0
1680,"Pickaway, Ohio",0.0
1681,"Pickens, Alabama",0.0
1682,"Pickens, South Carolina",0.0
1683,"Pierce, Nebraska",0.0
1684,"Pierce, Washington",0.0
1685,"Pike, Alabama",0.0
1686,"Pike, Arkansas",0.0
1687,"Pike, Illinois",0.0
1688,"Pike, Indiana",0.0
1689,"Pike, Kentucky",0.0
1690,"Pike, Missouri",0.0
1691,"Pike, Ohio",0.0
1692,"Pike, Pennsylvania",0.0
1693,"Pima, Arizona",0.0
1694,"Pinal, Arizona",0.0
1695,"Piscataquis, Maine",0.0
1696,"Pitt, North Carolina",0.0
1697,"Pittsburg, Oklahoma",0.0
1698,"Pittsylvania, Virginia",0.0
1699,"Piute, Utah",0.0
1700,"Plaquemines, Louisiana",0.0
1701,"Platte, Missouri",0.0
1702,"Platte, Nebraska",0.0
1703,"Platte, Wyoming",0.0
1704,"Pleasants, West Virginia",0.0
1705,"Plymouth, Iowa",0.0
1706,"Pocahontas, Iowa",0.0
1707,"Pocahontas, West Virginia",0.0
1708,"Poinsett, Arkansas",0.0
1709,"Pointe coupee parish, Louisiana",0.0
1710,"Pointe coupee, Louisiana",0.0
1711,"Polk, Arkansas",0.0
1712,"Polk, Iowa",0.0
1713,"Polk, Minnesota",0.0
1714,"Polk, Missouri",0.0
1715,"Polk, Nebraska",0.0
1716,"Polk, North Carolina",0.0
1717,"Polk, Oregon",0.0
1718,"Polk, Texas",0.0
1719,"Pondera, Montana",0.0
1720,"Pontotoc, Oklahoma",0.0
1721,"Pope, Arkansas",0.0
1722,"Pope, Illinois",0.0
1723,"Portage, Ohio",0.0
1724,"Porter, Indiana",0.0
1725,"Portsmouth, Virginia",0.0
1726,"Posey, Indiana",0.0
1727,"Pottawatomie, Kansas",0.0
1728,"Pottawatomie, Oklahoma",0.0
1729,"Pottawattamie, Iowa",0.0
1730,"Potter, Pennsylvania",0.0
1731,"Potter, Texas",0.0
1732,"Powder river, Montana",0.0
1733,"Powell, Kentucky",0.0
1734,"Powell, Montana",0.0
1735,"Power, Idaho",0.0
1736,"Poweshiek, Iowa",0.0
1737,"Powhatan, Virginia",0.0
1738,"Prairie, Arkansas",0.0
1739,"Prairie, Montana",0.0
1740,"Pratt, Kansas",0.0
1741,"Preble, Ohio",0.0
1742,"Presidio, Texas",0.0
1743,"Preston, West Virginia",0.0
1744,"Prince edward, Virginia",0.0
1745,"Prince george, Virginia",0.0
1746,"Prince william, Virginia",0.0
1747,"Providence county, Rhode Island",0.0
1748,"Providence, Rhode Island",0.0
1749,"Pulaski, Arkansas",0.0
1750,"Pulaski, Illinois",0.0
1751,"Pulaski, Indiana",0.0
1752,"Pulaski, Kentucky",0.0
1753,"Pulaski, Missouri",0.0
1754,"Pulaski, Virginia",0.0
1755,"Pushmataha, Oklahoma",0.0
1756,"Putnam county, Indiana",0.0
1757,"Putnam, Illinois",0.0
1758,"Putnam, Indiana",0.0
1759,"Putnam, Missouri",0.0
1760,"Putnam, New York",0.0
1761,"Putnam, Ohio",0.0
1762,"Putnam, West Virginia",0.0
1763,"Quay, New Mexico",0.0
1764,"Radford, Virginia",0.0
1765,"Rains, Texas",0.0
1766,"Raleigh, West Virginia",0.0
1767,"Ralls, Missouri",0.0
1768,"Ramsey, Minnesota",0.0
1769,"Ramsey, North Dakota",0.0
1770,"Randall, Texas",0.0
1771,"Randolph, Alabama",0.0
1772,"Randolph, Arkansas",0.0
1773,"Randolph, Illinois",0.0
1774,"Randolph, Indiana",0.0
1775,"Randolph, Missouri",0.0
1776,"Randolph, North Carolina",0.0
1777,"Randolph, West Virginia",0.0
1778,"Ransom, North Dakota",0.0
1779,"Rapides, Louisiana",0.0
1780,"Rappahannock, Virginia",0.0
1781,"Ravalli, Montana",0.0
1782,"Rawlins, Kansas",0.0
1783,"Ray, Missouri",0.0
1784,"Reagan, Texas",0.0
1785,"Real, Texas",0.0
1786,"Red river, Louisiana",0.0
1787,"Red river, Texas",0.0
1788,"Red willow, Nebraska",0.0
1789,"Reeves, Texas",0.0
1790,"Refugio, Texas",0.0
1791,"Reno, Kansas",0.0
1792,"Rensselaer, New York",0.0
1793,"Renville, North Dakota",0.0
1794,"Republic, Kansas",0.0
1795,"Reynolds, Missouri",0.0
1796,"Rice, Kansas",0.0
1797,"Rich, Utah",0.0
1798,"Richardson, Nebraska",0.0
1799,"Richland, Illinois",0.0
1800,"Richland, Louisiana",0.0
1801,"Richland, Montana",0.0
1802,"Richland, North Dakota",0.0
1803,"Richland, Ohio",0.0
1804,"Richland, South Carolina",0.0
1805,"Richmond, North Carolina",0.0
1806,"Richmond, Virginia",0.0
1807,"Riley, Kansas",0.0
1808,"Ringgold, Iowa",0.0
1809,"Rio arriba, New Mexico",0.0
1810,"Ripley, Indiana",0.0
1811,"Ripley, Missouri",0.0
1812,"Ritchie, West Virginia",0.0
1813,"Roane, West Virginia",0.0
1814,"Roanoke, Virginia",0.0
1815,"Roberts, South Dakota",0.0
1816,"Roberts, Texas",0.0
1817,"Robertson, Kentucky",0.0
1818,"Robertson, Texas",0.0
1819,"Robeson, North Carolina",0.0
1820,"Rock island, Illinois",0.0
1821,"Rock, Nebraska",0.0
1822,"Rockbridge, Virginia",0.0
1823,"Rockcastle, Kentucky",0.0
1824,"Rockingham, North Carolina",0.0
1825,"Rockingham, Virginia",0.0
1826,"Rockland, New York",0.0
1827,"Rockwall, Texas",0.0
1828,"Roger mills, Oklahoma",0.0
1829,"Rogers, Oklahoma",0.0
1830,"Rolette, North Dakota",0.0
1831,"Rooks, Kansas",0.0
1832,"Roosevelt, Montana",0.0
1833,"Roosevelt, New Mexico",0.0
1834,"Rosebud, Montana",0.0
1835,"Ross, Ohio",0.0
1836,"Rowan, Kentucky",0.0
1837,"Rowan, North Carolina",0.0
1838,"Runnels, Texas",0.0
1839,"Rush, Indiana",0.0
1840,"Rush, Kansas",0.0
1841,"Rusk, Texas",0.0
1842,"Russell, Alabama",0.0
1843,"Russell, Kansas",0.0
1844,"Russell, Kentucky",0.0
1845,"Russell, Virginia",0.0
1846,"Rutherford, North Carolina",0.0
1847,"Rutland, Vermont",0.0
1848,"Sabine, Louisiana",0.0
1849,"Sabine, Texas",0.0
1850,"Sac, Iowa",0.0
1851,"Sagadahoc, Maine",0.0
1852,"Saint bernard, Louisiana",0.0
1853,"Saint charles, Missouri",0.0
1854,"Saint clair, Missouri",0.0
1855,"Saint francois, Missouri",0.0
1856,"Saint landry, Louisiana",0.0
1857,"Saint lawrence, New York",0.0
1858,"Saint louis, Minnesota",0.0
1859,"Saint louis, Missouri",0.0
1860,"Saint tammany, Louisiana",0.0
1861,"Salem, New Jersey",0.0
1862,"Salem, Virginia",0.0
1863,"Saline county, Arkansas",0.0
1864,"Saline, Arkansas",0.0
1865,"Saline, Illinois",0.0
1866,"Saline, Kansas",0.0
1867,"Saline, Missouri",0.0
1868,"Saline, Nebraska",0.0
1869,"Salt lake, Utah",0.0
1870,"Saluda, South Carolina",0.0
1871,"Sampson, North Carolina",0.0
1872,"San augustine, Texas",0.0
1873,"San bernardino, California",0.0
1874,"San jacinto, Texas",0.0
1875,"San juan, New Mexico",0.0
1876,"San juan, Utah",0.0
1877,"San juan, Washington",0.0
1878,"San miguel, New Mexico",0.0
1879,"San patricio, Texas",0.0
1880,"San saba, Texas",0.0
1881,"Sanders, Montana",0.0
1882,"Sandoval, New Mexico",0.0
1883,"Sandusky, Ohio",0.0
1884,"Sangamon, Illinois",0.0
1885,"Sanpete, Utah",0.0
1886,"Santa cruz, Arizona",0.0
1887,"Santa fe, New Mexico",0.0
1888,"Saratoga, New York",0.0
1889,"Sargent, North Dakota",0.0
1890,"Sarpy, Nebraska",0.0
1891,"Saunders, Nebraska",0.0
1892,"Sawyer, Wisconsin",0.0
1893,"Schenectady, New York",0.0
1894,"Schleicher, Texas",0.0
1895,"Schoharie, New York",0.0
1896,"Schuyler, Illinois",0.0
1897,"Schuyler, Missouri",0.0
1898,"Schuyler, New York",0.0
1899,"Schuylkill, Pennsylvania",0.0
1900,"Scioto, Ohio",0.0
1901,"Scotland, North Carolina",0.0
1902,"Scott, Arkansas",0.0
1903,"Scott, Illinois",0.0
1904,"Scott, Indiana",0.0
1905,"Scott, Iowa",0.0
1906,"Scott, Kansas",0.0
1907,"Scott, Kentucky",0.0
1908,"Scott, Missouri",0.0
1909,"Scott, Virginia",0.0
1910,"Scotts bluff, Nebraska",0.0
1911,"Scurry, Texas",0.0
1912,"Searcy, Arkansas",0.0
1913,"Sebastian, Arkansas",0.0
1914,"Sedgwick, Kansas",0.0
1915,"Seminole, Oklahoma",0.0
1916,"Seneca, New York",0.0
1917,"Seneca, Ohio",0.0
1918,"Sequoyah, Oklahoma",0.0
1919,"Sevier, Arkansas",0.0
1920,"Sevier, Utah",0.0
1921,"Seward, Kansas",0.0
1922,"Seward, Nebraska",0.0
1923,"Shackelford, Texas",0.0
1924,"Shannon, Missouri",0.0
1925,"Shannon, South Dakota",0.0
1926,"Sharp county, Arkansas",0.0
1927,"Sharp, Arkansas",0.0
1928,"Shawano, Wisconsin",0.0
1929,"Shawnee, Kansas",0.0
1930,"Shelby, Alabama",0.0
1931,"Shelby, Illinois",0.0
1932,"Shelby, Indiana",0.0
1933,"Shelby, Iowa",0.0
1934,"Shelby, Kentucky",0.0
1935,"Shelby, Missouri",0.0
1936,"Shelby, Ohio",0.0
1937,"Shelby, Texas",0.0
1938,"Shenandoah, Virginia",0.0
1939,"Sheridan, Kansas",0.0
1940,"Sheridan, Montana",0.0
1941,"Sheridan, Nebraska",0.0
1942,"Sheridan, Wyoming",0.0
1943,"Sherman, Kansas",0.0
1944,"Sherman, Nebraska",0.0
1945,"Sherman, Oregon",0.0
1946,"Sherman, Texas",0.0
1947,"Shoshone, Idaho",0.0
1948,"Sierra, New Mexico",0.0
1949,"Silver bow, Montana",0.0
1950,"Silverbow, Montana",0.0
1951,"Simpson, Kentucky",0.0
1952,"Sioux, Iowa",0.0
1953,"Sioux, Nebraska",0.0
1954,"Sioux, North Dakota",0.0
1955,"Skagit, Washington",0.0
1956,"Skagway, Alaska",0.0
1957,"Skamania, Washington",0.0
1958,"Slope, North Dakota",0.0
1959,"Smith, Kansas",0.0
1960,"Smith, Texas",0.0
1961,"Smyth, Virginia",0.0
1962,"Snohomish county, Washington",0.0
1963,"Snohomish, Washington",0.0
1964,"Snyder, Pennsylvania",0.0
1965,"Socorro, New Mexico",0.0
1966,"Somerset county, Pennsylvania",0.0
1967,"Somerset, Maine",0.0
1968,"Somerset, New Jersey",0.0
1969,"Somerset, Pennsylvania",0.0
1970,"Somervell, Texas",0.0
1971,"Sonoma, California",0.0
1972,"Southampton, Virginia",0.0
1973,"Southeast fairbanks census area, Alaska",0.0
1974,"Southeast fairbanks, Alaska",0.0
1975,"Spartanburg, South Carolina",0.0
1976,"Spencer, Indiana",0.0
1977,"Spencer, Kentucky",0.0
1978,"Spokane, Washington",0.0
1979,"Spotsylvania, Virginia",0.0
1980,"St clair, Alabama",0.0
1981,"St helena, Louisiana",0.0
1982,"St joseph, Indiana",0.0
1983,"St landry, Louisiana",0.0
1984,"St lawrence, New York",0.0
1985,"St louis, Missouri",0.0
1986,"St tammany, Louisiana",0.0
1987,"St. bernard, Louisiana",0.0
1988,"St. charles, Louisiana",0.0
1989,"St. charles, Missouri",0.0
1990,"St. clair, Alabama",0.0
1991,"St. clair, Illinois",0.0
1992,"St. clair, Missouri",0.0
1993,"St. francis, Arkansas",0.0
1994,"St. francois, Missouri",0.0
1995,"St. helena, Louisiana",0.0
1996,"St. james, Louisiana",0.0
1997,"St. john the baptist parish, Louisiana",0.0
1998,"St. john the baptist, Louisiana",0.0
1999,"St. joseph county, Indiana",0.0
2000,"St. joseph, Indiana",0.0
2001,"St. landry, Louisiana",0.0
2002,"St. lawrence, New York",0.0
2003,"St. louis, Minnesota",0.0
2004,"St. louis, Missouri",0.0
2005,"St. martin parish, Louisiana",0.0
2006,"St. martin, Louisiana",0.0
2007,"St. mary parish, Louisiana",0.0
2008,"St. mary, Louisiana",0.0
2009,"St. tammany parish, Louisiana",0.0
2010,"St. tammany, Louisiana",0.0
2011,"Stafford, Kansas",0.0
2012,"Stafford, Virginia",0.0
2013,"Stanly, North Carolina",0.0
2014,"Stanton, Nebraska",0.0
2015,"Stark, Illinois",0.0
2016,"Stark, Ohio",0.0
2017,"Starke, Indiana",0.0
2018,"Starr, Texas",0.0
2019,"Staunton, Virginia",0.0
2020,"Ste. genevieve, Missouri",0.0
2021,"Stearns, Minnesota",0.0
2022,"Steele, North Dakota",0.0
2023,"Stephens, Oklahoma",0.0
2024,"Stephens, Texas",0.0
2025,"Stephenson, Illinois",0.0
2026,"Sterling, Texas",0.0
2027,"Steuben, Indiana",0.0
2028,"Steuben, New York",0.0
2029,"Stevens, Kansas",0.0
2030,"Stevens, Washington",0.0
2031,"Stillwater, Montana",0.0
2032,"Stoddard, Missouri",0.0
2033,"Stokes, North Carolina",0.0
2034,"Stone, Arkansas",0.0
2035,"Stone, Missouri",0.0
2036,"Stonewall, Texas",0.0
2037,"Storey, Nevada",0.0
2038,"Story, Iowa",0.0
2039,"Stutsman, North Dakota",0.0
2040,"Sublette, Wyoming",0.0
2041,"Suffolk city, Virginia",0.0
2042,"Suffolk, Virginia",0.0
2043,"Sullivan, Indiana",0.0
2044,"Sullivan, Missouri",0.0
2045,"Sullivan, New York",0.0
2046,"Sullivan, Pennsylvania",0.0
2047,"Summers, West Virginia",0.0
2048,"Summit, Ohio",0.0
2049,"Summit, Utah",0.0
2050,"Sumner, Kansas",0.0
2051,"Sumter, Alabama",0.0
2052,"Sumter, South Carolina",0.0
2053,"Surry, North Carolina",0.0
2054,"Surry, Virginia",0.0
2055,"Susquehanna, Pennsylvania",0.0
2056,"Sussex, New Jersey",0.0
2057,"Sussex, Virginia",0.0
2058,"Sutton, Texas",0.0
2059,"Swain, North Carolina",0.0
2060,"Sweet grass, Montana",0.0
2061,"Sweetwater county, Wyoming",0.0
2062,"Sweetwater, Wyoming",0.0
2063,"Swisher, Texas",0.0
2064,"Switzerland, Indiana",0.0
2065,"Talladega, Alabama",0.0
2066,"Tallapoosa, Alabama",0.0
2067,"Tama, Iowa",0.0
2068,"Taney, Missouri",0.0
2069,"Tangipahoa parish, Louisiana",0.0
2070,"Tangipahoa, Louisiana",0.0
2071,"Taos, New Mexico",0.0
2072,"Tarrant, Texas",0.0
2073,"Taylor, Iowa",0.0
2074,"Taylor, Kentucky",0.0
2075,"Taylor, Texas",0.0
2076,"Taylor, West Virginia",0.0
2077,"Tazewell, Illinois",0.0
2078,"Tazewell, Virginia",0.0
2079,"Tensas, Louisiana",0.0
2080,"Terrebonne, Louisiana",0.0
2081,"Terrell, Texas",0.0
2082,"Terry, Texas",0.0
2083,"Teton, Idaho",0.0
2084,"Teton, Montana",0.0
2085,"Teton, Wyoming",0.0
2086,"Texas, Missouri",0.0
2087,"Texas, Oklahoma",0.0
2088,"Thayer, Nebraska",0.0
2089,"Thomas, Kansas",0.0
2090,"Thomas, Nebraska",0.0
2091,"Throckmorton, Texas",0.0
2092,"Thurston, Nebraska",0.0
2093,"Thurston, Washington",0.0
2094,"Tillamook county, Oregon",0.0
2095,"Tillamook, Oregon",0.0
2096,"Tillman, Oklahoma",0.0
2097,"Tioga, New York",0.0
2098,"Tioga, Pennsylvania",0.0
2099,"Tippecanoe, Indiana",0.0
2100,"Tipton, Indiana",0.0
2101,"Titus, Texas",0.0
2102,"Todd, Kentucky",0.0
2103,"Todd, South Dakota",0.0
2104,"Tolland, Connecticut",0.0
2105,"Tom green, Texas",0.0
2106,"Tompkins, New York",0.0
2107,"Tooele, Utah",0.0
2108,"Toole, Montana",0.0
2109,"Torrance, New Mexico",0.0
2110,"Towner, North Dakota",0.0
2111,"Traill, North Dakota",0.0
2112,"Transylvania, North Carolina",0.0
2113,"Travis, Texas",0.0
2114,"Treasure, Montana",0.0
2115,"Trego, Kansas",0.0
2116,"Trigg, Kentucky",0.0
2117,"Trimble, Kentucky",0.0
2118,"Trinity, Texas",0.0
2119,"Trumbull, Ohio",0.0
2120,"Tucker, West Virginia",0.0
2121,"Tulsa, Oklahoma",0.0
2122,"Tuscaloosa, Alabama",0.0
2123,"Tuscarawas, Ohio",0.0
2124,"Twin falls, Idaho",0.0
2125,"Tyler, Texas",0.0
2126,"Tyler, West Virginia",0.0
2127,"Tyrrell, North Carolina",0.0
2128,"Uinta, Wyoming",0.0
2129,"Uintah, Utah",0.0
2130,"Ulster, New York",0.0
2131,"Umatilla, Oregon",0.0
2132,"Union parish, Louisiana",0.0
2133,"Union, Arkansas",0.0
2134,"Union, Illinois",0.0
2135,"Union, Indiana",0.0
2136,"Union, Iowa",0.0
2137,"Union, Kentucky",0.0
2138,"Union, Louisiana",0.0
2139,"Union, New Jersey",0.0
2140,"Union, New Mexico",0.0
2141,"Union, North Carolina",0.0
2142,"Union, Ohio",0.0
2143,"Union, Oregon",0.0
2144,"Union, Pennsylvania",0.0
2145,"Union, South Carolina",0.0
2146,"Upshur, Texas",0.0
2147,"Upshur, West Virginia",0.0
2148,"Upton, Texas",0.0
2149,"Utah, Utah",0.0
2150,"Uvalde, Texas",0.0
2151,"Val verde, Texas",0.0
2152,"Valdez-cordova census area, Alaska",0.0
2153,"Valdez-cordova, Alaska",0.0
2154,"Valencia, New Mexico",0.0
2155,"Valley, Idaho",0.0
2156,"Valley, Montana",0.0
2157,"Valley, Nebraska",0.0
2158,"Van buren, Arkansas",0.0
2159,"Van buren, Iowa",0.0
2160,"Van wert, Ohio",0.0
2161,"Van zandt, Texas",0.0
2162,"Vance, North Carolina",0.0
2163,"Vanderburgh, Indiana",0.0
2164,"Venango, Pennsylvania",0.0
2165,"Vermilion parish, Louisiana",0.0
2166,"Vermilion, Illinois",0.0
2167,"Vermilion, Louisiana",0.0
2168,"Vermillion, Indiana",0.0
2169,"Vernon, Louisiana",0.0
2170,"Vernon, Missouri",0.0
2171,"Victoria, Texas",0.0
2172,"Vigo, Indiana",0.0
2173,"Vinton, Ohio",0.0
2174,"Virginia beach city, Virginia",0.0
2175,"Virginia beach, Virginia",0.0
2176,"Wabash, Illinois",0.0
2177,"Wabash, Indiana",0.0
2178,"Wabaunsee, Kansas",0.0
2179,"Wade hampton, Alaska",0.0
2180,"Wagoner, Oklahoma",0.0
2181,"Wahkiakum, Washington",0.0
2182,"Wake, North Carolina",0.0
2183,"Waldo, Maine",0.0
2184,"Walker, Alabama",0.0
2185,"Walker, Texas",0.0
2186,"Walla walla, Washington",0.0
2187,"Wallace, Kansas",0.0
2188,"Waller, Texas",0.0
2189,"Wallowa, Oregon",0.0
2190,"Walsh, North Dakota",0.0
2191,"Wapello, Iowa",0.0
2192,"Ward, North Dakota",0.0
2193,"Ward, Texas",0.0
2194,"Warren, Illinois",0.0
2195,"Warren, Indiana",0.0
2196,"Warren, Iowa",0.0
2197,"Warren, Kentucky",0.0
2198,"Warren, Missouri",0.0
2199,"Warren, New Jersey",0.0
2200,"Warren, New York",0.0
2201,"Warren, North Carolina",0.0
2202,"Warren, Ohio",0.0
2203,"Warren, Pennsylvania",0.0
2204,"Warren, Virginia",0.0
2205,"Warrick, Indiana",0.0
2206,"Wasatch, Utah",0.0
2207,"Wasco, Oregon",0.0
2208,"Washakie, Wyoming",0.0
2209,"Washington county, Arkansas",0.0
2210,"Washington county, Pennsylvania",0.0
2211,"Washington county, Rhode Island",0.0
2212,"Washington parish, Louisiana",0.0
2213,"Washington, Alabama",0.0
2214,"Washington, Arkansas",0.0
2215,"Washington, Idaho",0.0
2216,"Washington, Illinois",0.0
2217,"Washington, Indiana",0.0
2218,"Washington, Iowa",0.0
2219,"Washington, Kansas",0.0
2220,"Washington, Kentucky",0.0
2221,"Washington, Louisiana",0.0
2222,"Washington, Maine",0.0
2223,"Washington, Minnesota",0.0
2224,"Washington, Missouri",0.0
2225,"Washington, Nebraska",0.0
2226,"Washington, New York",0.0
2227,"Washington, North Carolina",0.0
2228,"Washington, Ohio",0.0
2229,"Washington, Oklahoma",0.0
2230,"Washington, Oregon",0.0
2231,"Washington, Pennsylvania",0.0
2232,"Washington, Rhode Island",0.0
2233,"Washington, Texas",0.0
2234,"Washington, Utah",0.0
2235,"Washington, Vermont",0.0
2236,"Washington, Virginia",0.0
2237,"Washita, Oklahoma",0.0
2238,"Washoe, Nevada",0.0
2239,"Watauga, North Carolina",0.0
2240,"Wayne, Illinois",0.0
2241,"Wayne, Indiana",0.0
2242,"Wayne, Iowa",0.0
2243,"Wayne, Kentucky",0.0
2244,"Wayne, Missouri",0.0
2245,"Wayne, Nebraska",0.0
2246,"Wayne, New York",0.0
2247,"Wayne, North Carolina",0.0
2248,"Wayne, Ohio",0.0
2249,"Wayne, Pennsylvania",0.0
2250,"Wayne, Utah",0.0
2251,"Wayne, West Virginia",0.0
2252,"Waynesboro city, Virginia",0.0
2253,"Webb county, Texas",0.0
2254,"Webb, Texas",0.0
2255,"Weber, Utah",0.0
2256,"Webster, Iowa",0.0
2257,"Webster, Kentucky",0.0
2258,"Webster, Louisiana",0.0
2259,"Webster, Missouri",0.0
2260,"Webster, Nebraska",0.0
2261,"Webster, West Virginia",0.0
2262,"Wells, Indiana",0.0
2263,"Wells, North Dakota",0.0
2264,"West baton rouge, Louisiana",0.0
2265,"West carroll parish, Louisiana",0.0
2266,"West carroll, Louisiana",0.0
2267,"West feliciana, Louisiana",0.0
2268,"Westchester, New York",0.0
2269,"Westmoreland, Pennsylvania",0.0
2270,"Westmoreland, Virginia",0.0
2271,"Weston, Wyoming",0.0
2272,"Wetzel, West Virginia",0.0
2273,"Wharton, Texas",0.0
2274,"Whatcom, Washington",0.0
2275,"Wheatland, Montana",0.0
2276,"Wheeler, Nebraska",0.0
2277,"Wheeler, Oregon",0.0
2278,"Wheeler, Texas",0.0
2279,"White pine, Nevada",0.0
2280,"White, Arkansas",0.0
2281,"White, Illinois",0.0
2282,"White, Indiana",0.0
2283,"Whiteside, Illinois",0.0
2284,"Whitley, Indiana",0.0
2285,"Whitley, Kentucky",0.0
2286,"Whitman, Washington",0.0
2287,"Wibaux, Montana",0.0
2288,"Wichita, Kansas",0.0
2289,"Wichita, Texas",0.0
2290,"Wilbarger, Texas",0.0
2291,"Wilcox, Alabama",0.0
2292,"Wilkes, North Carolina",0.0
2293,"Will, Illinois",0.0
2294,"Willacy county, Texas",0.0
2295,"Williams, North Dakota",0.0
2296,"Williams, Ohio",0.0
2297,"Williamsburg, South Carolina",0.0
2298,"Williamson, Illinois",0.0
2299,"Williamson, Texas",0.0
2300,"Wilson, Kansas",0.0
2301,"Wilson, North Carolina",0.0
2302,"Wilson, Texas",0.0
2303,"Winchester, Virginia",0.0
2304,"Windham, Connecticut",0.0
2305,"Windham, Vermont",0.0
2306,"Windsor, Vermont",0.0
2307,"Winn, Louisiana",0.0
2308,"Winnebago, Illinois",0.0
2309,"Winnebago, Iowa",0.0
2310,"Winneshiek, Iowa",0.0
2311,"Winston, Alabama",0.0
2312,"Wise, Texas",0.0
2313,"Wise, Virginia",0.0
2314,"Wolfe, Kentucky",0.0
2315,"Wood, Ohio",0.0
2316,"Wood, Texas",0.0
2317,"Wood, West Virginia",0.0
2318,"Woodbury, Iowa",0.0
2319,"Woodford, Illinois",0.0
2320,"Woodford, Kentucky",0.0
2321,"Woodruff, Arkansas",0.0
2322,"Woods, Oklahoma",0.0
2323,"Woodson, Kansas",0.0
2324,"Woodward, Oklahoma",0.0
2325,"Worth, Iowa",0.0
2326,"Worth, Missouri",0.0
2327,"Wrangell, Alaska",0.0
2328,"Wright, Iowa",0.0
2329,"Wright, Missouri",0.0
2330,"Wyandot, Ohio",0.0
2331,"Wyandotte, Kansas",0.0
2332,"Wyoming, New York",0.0
