,county,alpha_particles
696,"Hardin, Tennessee",0.379
697,"Harding, New Mexico",0.75
698,"Harding, South Dakota",0.7666666666666666
699,"Harford county, Maryland",0.0
700,"Harford, Maryland",1.7892592592592593
701,"Harlan, Kentucky",1.1142857142857143
702,"Harlan, Nebraska",2.0
703,"Harmon, Oklahoma",1.3265624999999999
704,"Harnett, North Carolina",0.0
705,"Harney, Oregon",1.25
706,"Harper, Oklahoma",0.3487037037037037
707,"Harris, Texas",16.55784753363229
708,"Harrison, Kentucky",0.09
709,"Harrison, Missouri",17.105128205128203
710,"Harrison, Ohio",0.6599999999999999
711,"Harrison, West Virginia",0.35390909090909095
712,"Hart, Kentucky",0.0
713,"Hartford, Connecticut",0.49794258373205724
714,"Hartley, Texas",9.5
715,"Haskell, Oklahoma",0.0
716,"Hawkins, Tennessee",0.0
717,"Haywood, North Carolina",0.0
718,"Haywood, Tennessee",0.133
719,"Henderson, Illinois",24.866983809523813
720,"Henderson, Kentucky",0.5333333333333333
721,"Henderson, North Carolina",1.595918367346939
722,"Henderson, Tennessee",0.5733333333333334
723,"Hendricks, Indiana",0.7533333333333334
724,"Hendry, Florida",3.0
725,"Hennepin, Minnesota",5.153658536585371
726,"Henrico, Virginia",32.64666666666667
727,"Henry, Alabama",3.3346938775510213
728,"Henry, Illinois",5.801857142857143
729,"Henry, Kentucky",0.0
730,"Henry, Ohio",2.12
731,"Herkimer, New York",1.437
732,"Hernando, Florida",1.1237499999999998
733,"Hertford, North Carolina",0.0
734,"Hickman, Kentucky",1.1
735,"Hickman, Tennessee",0.0
736,"Hickory, Missouri",2.3562499999999997
737,"Hidalgo, New Mexico",6.122727272727274
738,"Highland, Ohio",0.915
739,"Highlands, Florida",0.6
740,"Hill, Montana",2.6666666666666665
741,"Hills, Florida",3.3319473684210505
742,"Hills, New Hampshire",2.5955950413223134
743,"Hillsborough county, New Hampshire",0.0
744,"Hillsborough, Florida",3.9536363636363636
745,"Hillsdale, Michigan",1.7919999999999996
746,"Hitchcock, Nebraska",10.780000000000001
747,"Hocking, Ohio",0.0
748,"Hockley, Texas",7.359999999999999
749,"Hodgeman, Kansas",9.1
750,"Hoke, North Carolina",1.1772727272727275
751,"Holmes, Florida",0.43653333333333333
752,"Holmes, Ohio",0.4571428571428572
753,"Hood river, Oregon",0.16999999999999998
754,"Hoonah-angoon, Alaska",0.0
755,"Hopkins, Kentucky",0.9400000000000001
756,"Horry, South Carolina",2.4
757,"Houghton, Michigan",8.9
758,"Houston, Alabama",0.3928571428571428
759,"Houston, Minnesota",6.73125
760,"Howard, Indiana",3.55
761,"Howard, Maryland",5.045357142857144
762,"Howard, Nebraska",6.542857142857144
763,"Hubbard, Minnesota",0.8894736842105262
764,"Hudson, New Jersey",0.0
765,"Hudspeth, Texas",5.35
766,"Hughes, Oklahoma",1.0213235294117649
767,"Hughes, South Dakota",2.0083333333333333
768,"Humboldt, California",1.07
769,"Humboldt, Nevada",0.7738095238095238
770,"Humphreys, Tennessee",0.0
771,"Hunterdon, New Jersey",2.388494025157233
772,"Huntington, Indiana",3.3666666666666667
773,"Huron, Michigan",1.8999999999999997
774,"Huron, Ohio",3.118
775,"Iberia parish, Louisiana",0.0
776,"Iberia, Louisiana",0.09090909090909091
777,"Iberville, Louisiana",0.13043478260869565
778,"Idaho, Idaho",0.0
779,"Indian river, Florida",1.0
780,"Ingham, Michigan",5.122133333333333
781,"Inyo, California",1.9615099285714288
782,"Ionia, Michigan",1.578333333333333
783,"Iosco, Michigan",4.1499999999999995
784,"Iowa, Iowa",12.476
785,"Iowa, Wisconsin",1.3422222166666666
786,"Iredell, North Carolina",1.6251999999999998
787,"Iron, Michigan",2.975
788,"Iron, Missouri",11.666666666666666
789,"Iron, Utah",3.600481927710844
790,"Iron, Wisconsin",0.0
791,"Isabella, Michigan",1.136938775510204
792,"Isanti, Minnesota",3.525806451612903
793,"Itasca, Minnesota",2.4827586206896552
794,"Jackson county, Florida",0.0
795,"Jackson, Alabama",1.2
796,"Jackson, Florida",0.7255813953488371
797,"Jackson, Illinois",0.75
798,"Jackson, Iowa",7.4
799,"Jackson, Kentucky",0.27999999999999997
800,"Jackson, Louisiana",0.015952380952380954
801,"Jackson, Michigan",2.0225806451612907
802,"Jackson, Minnesota",4.55
803,"Jackson, North Carolina",2.727289719626169
804,"Jackson, Ohio",0.0
805,"Jackson, Oklahoma",1.0930172413793104
806,"Jackson, Oregon",1.7939393939393937
807,"Jackson, Tennessee",0.0
808,"Jackson, Wisconsin",1.6049122789473684
809,"Jasper, Indiana",1.5454545454545454
810,"Jasper, Missouri",5.322222222222223
811,"Jasper, South Carolina",0.0
812,"Jay, Indiana",0.875
813,"Jefferson davis, Louisiana",0.045454545454545456
814,"Jefferson, Alabama",0.453125
815,"Jefferson, Florida",0.2285714285714286
816,"Jefferson, Idaho",1.7300467904761905
817,"Jefferson, Indiana",0.26
818,"Jefferson, Kentucky",1.0746153846153847
819,"Jefferson, Louisiana",0.4466666666666667
820,"Jefferson, Missouri",8.31842105263158
821,"Jefferson, Montana",3.380666666666667
822,"Jefferson, New York",0.6
823,"Jefferson, Ohio",0.0
824,"Jefferson, Oklahoma",0.61404
825,"Jefferson, Oregon",0.21428571428571427
826,"Jefferson, Tennessee",0.8666666666666667
827,"Jefferson, West Virginia",4.049512195121951
828,"Jefferson, Wisconsin",2.3512500000000003
829,"Jennings, Indiana",2.55
830,"Jessamine, Kentucky",0.9359999999999999
831,"Jewell, Kansas",10.1
832,"Jim wells, Texas",2.4347826086956528
833,"Jo daviess, Illinois",5.113499999999999
834,"Johnson, Illinois",3.34
835,"Johnson, Indiana",0.33999999999999997
836,"Johnson, Iowa",15.303030303030308
837,"Johnson, Kansas",0.85
838,"Johnson, Kentucky",0.0
839,"Johnson, Nebraska",7.900000000000001
840,"Johnson, Wyoming",8.1
841,"Johnston, North Carolina",7.089058381751827
842,"Johnston, Oklahoma",1.5970654205607482
843,"Jones, Iowa",9.225
844,"Jones, North Carolina",0.0
845,"Josephine, Oregon",0.14166666666666666
846,"Juab, Utah",3.052857142857143
847,"Judith basin, Montana",2.4941176470588236
848,"Juneau, Alaska",0.36
849,"Juneau, Wisconsin",2.9952564115384614
850,"Kalamazoo, Michigan",1.0999999999999999
851,"Kanabec, Minnesota",0.0
852,"Kanawha, West Virginia",0.4666666666666666
853,"Kandiyohi, Minnesota",2.8625000000000003
854,"Kane, Illinois",8.995843902439022
855,"Kane, Utah",3.3907407407407417
856,"Kankakee, Illinois",11.0
857,"Kay, Oklahoma",3.1199857142857144
858,"Kearney, Nebraska",3.466666666666667
859,"Kearny, Kansas",7.862068965517242
860,"Keith, Nebraska",6.120000000000001
861,"Kenai peninsula, Alaska",0.6396825396825399
862,"Kendall, Illinois",10.291739130434783
863,"Kendall, Texas",18.69
864,"Kenedy, Texas",3.075
865,"Kennebec, Maine",2.3642425000000005
866,"Kenosha, Wisconsin",1.1655
867,"Kent, Maryland",1.8004761904761906
868,"Kent, Michigan",0.9423728813559326
869,"Kent, Texas",17.683333333333334
870,"Kenton, Kentucky",0.35833333333333334
871,"Kerr, Texas",10.9
872,"Kershaw, South Carolina",2.1142857142857148
873,"Ketchikan gateway, Alaska",0.0
874,"Kewaunee, Wisconsin",2.3074999999999997
875,"Keweenaw, Michigan",4.87
876,"Kidder, North Dakota",1.3475000000000001
877,"Kimball, Nebraska",10.44
878,"Kimble, Texas",12.933333333333332
879,"King george, Virginia",0.417125
880,"King william, Virginia",1.0413333333333334
881,"Kingfisher, Oklahoma",1.2117499999999999
882,"Kingsbury, South Dakota",4.65
883,"Kiowa, Oklahoma",0.7312000000000001
884,"Kittson, Minnesota",1.225
885,"Klamath, Oregon",1.3195652173913042
886,"Kleberg, Texas",2.4727272727272727
887,"Knott, Kentucky",3.1
888,"Knox, Illinois",17.0
889,"Knox, Indiana",0.8777777777777778
890,"Knox, Kentucky",0.245
891,"Knox, Maine",2.2519142857142858
892,"Knox, Nebraska",7.475
893,"Knox, Ohio",0.8023809523809523
894,"Knox, Tennessee",1.5016666666666667
895,"Kodiak island, Alaska",0.0
896,"Koochiching county, Minnesota",8.8
897,"Koochiching, Minnesota",0.0
898,"Kootenai, Idaho",0.9053588372093023
899,"Kosciusko, Indiana",0.7440677966101696
900,"La crosse, Wisconsin",1.5325581372093022
901,"La grange, Indiana",2.1
902,"La porte, Indiana",0.8011764705882352
903,"La salle, Illinois",19.48069230769231
904,"La salle, Louisiana",0.4414390243902439
905,"Lac qui parle, Minnesota",0.0
906,"Laclede, Missouri",11.625
907,"Lafayette parish, Louisiana",0.0
908,"Lafayette, Louisiana",0.020510204081632656
909,"Lafayette, Wisconsin",4.58
910,"Lafourche, Louisiana",0.5472727272727272
911,"Lagrange, Indiana",0.2777777777777778
912,"Lake and peninsula, Alaska",3.2
913,"Lake, California",0.5625
914,"Lake, Florida",1.5
915,"Lake, Illinois",9.681739130434783
916,"Lake, Indiana",0.9684210526315788
917,"Lake, Michigan",0.0
918,"Lake, Minnesota",5.42
919,"Lake, Montana",4.586666666666667
920,"Lake, Oregon",0.4666666666666666
921,"Lake, South Dakota",2.0
922,"Lake, Tennessee",2.8
923,"Lamar, Alabama",0.6875
924,"Lamoille, Vermont",1.7384999999999997
925,"Lamoure, North Dakota",0.0
926,"Lancaster, Nebraska",5.7
927,"Lancaster, Virginia",1.2461538461538464
928,"Lander, Nevada",0.0
929,"Lane, Oregon",0.4826923076923077
930,"Langlade, Wisconsin",1.13
931,"Lapeer, Michigan",0.0
932,"Laporte, Indiana",0.7593749999999999
933,"Laramie, Wyoming",8.434516129032257
934,"Lasalle, Illinois",7.3863172413793095
935,"Latimer, Oklahoma",0.1586
936,"Lauderdale, Alabama",0.65
937,"Laurel, Kentucky",0.26666666666666666
938,"Laurens, South Carolina",0.0
939,"Lawrence, Alabama",0.4
940,"Lawrence, Indiana",0.5727272727272728
941,"Lawrence, Kentucky",6.8
942,"Lawrence, Missouri",1.8333333333333333
943,"Lawrence, Ohio",0.0
944,"Lawrence, South Dakota",10.510000000000002
945,"Lawrence, Tennessee",0.0
946,"Le flore, Oklahoma",0.0
947,"Le sueur, Minnesota",4.123529411764705
948,"Lea, New Mexico",1.2125000000000001
949,"Lee, Alabama",0.5166666666666667
950,"Lee, Florida",2.9999999999999996
951,"Lee, Illinois",7.680082191780821
952,"Lee, Iowa",9.44
953,"Lee, Kentucky",0.6
954,"Lee, North Carolina",2.85
955,"Leelanau, Michigan",0.0
956,"Lemhi, Idaho",0.0
957,"Lenawee, Michigan",2.2100000000000004
958,"Lenoir, North Carolina",0.025789473684210525
959,"Leon, Florida",0.7871875
960,"Leslie, Kentucky",1.3
961,"Letcher, Kentucky",1.225
962,"Levy county, Florida",1.7
963,"Levy, Florida",1.0285714285714285
964,"Lewis and clark, Montana",5.20120879120879
965,"Lewis, Idaho",0.0
966,"Lewis, Kentucky",2.9000000000000004
967,"Lewis, Tennessee",3.057142857142857
968,"Lewis, West Virginia",0.2
969,"Lexington, South Carolina",6.991720430107528
970,"Liberty, Florida",0.62
971,"Liberty, Montana",0.975
972,"Liberty, Texas",15.9
973,"Licking, Ohio",0.9676470588235294
974,"Limestone, Alabama",0.11250000000000002
975,"Lincoln parish, Louisiana",0.0
976,"Lincoln, Idaho",1.71
977,"Lincoln, Kansas",7.6692307692307695
978,"Lincoln, Kentucky",1.3333333333333333
979,"Lincoln, Louisiana",0.06947368421052631
980,"Lincoln, Maine",8.479894736842105
981,"Lincoln, Minnesota",3.1749999999999994
982,"Lincoln, Missouri",19.261151079136685
983,"Lincoln, Montana",3.988000000000001
984,"Lincoln, Nebraska",8.375
985,"Lincoln, Nevada",0.05555555555555555
986,"Lincoln, New Mexico",0.9563636363636366
987,"Lincoln, North Carolina",0.4125
988,"Lincoln, Oklahoma",1.975412844036698
989,"Lincoln, Oregon",0.9375
990,"Lincoln, South Dakota",5.35
991,"Lincoln, Tennessee",0.0
992,"Lincoln, West Virginia",0.0
993,"Lincoln, Wisconsin",0.12125
994,"Lincoln, Wyoming",4.6117647058823525
995,"Linn, Iowa",8.17
996,"Linn, Oregon",0.17714285714285716
997,"Litchfield, Connecticut",2.2165202863961815
998,"Live oak, Texas",5.611111111111111
999,"Livingston parish, Louisiana",0.0
1000,"Livingston, Illinois",2.5
1001,"Livingston, Kentucky",0.44000000000000006
1002,"Livingston, Louisiana",0.04647887323943662
1003,"Livingston, Michigan",0.4736249999999999
1004,"Llano, Texas",44.107843137254896
1005,"Logan, Kansas",7.8
1006,"Logan, North Dakota",0.3
1007,"Logan, Ohio",1.8579310344827586
1008,"Logan, Oklahoma",5.350792307692305
1009,"Logan, West Virginia",0.768
1010,"Lorain, Ohio",0.0
1011,"Los alamos, New Mexico",0.134
1012,"Loudon, Tennessee",0.0
1013,"Loudoun, Virginia",1.5778181818181818
1014,"Louisa, Virginia",2.808
1015,"Love, Oklahoma",0.7358490566037734
1016,"Lowndes, Alabama",0.9846153846153847
1017,"Lubbock, Texas",6.69809523809524
1018,"Lucas, Ohio",1.9992307692307694
1019,"Luce, Michigan",1.1
1020,"Luna, New Mexico",4.707659574468084
1021,"Lyman, South Dakota",0.9
1022,"Lynn, Texas",5.9
1023,"Lyon, Kentucky",1.9333333333333336
1024,"Lyon, Minnesota",4.290000000000001
1025,"Lyon, Nevada",1.3878888888703702
1026,"Macomb, Michigan",1.9114285714285717
1027,"Macon, Alabama",0.9966666666666667
1028,"Macon, North Carolina",2.1765116279069763
1029,"Macon, Tennessee",0.0
1030,"Madison, Alabama",0.6189999999999999
1031,"Madison, Florida",0.29
1032,"Madison, Indiana",1.0
1033,"Madison, Kentucky",1.1166666666666667
1034,"Madison, Louisiana",0.0
1035,"Madison, Montana",3.8534374999999996
1036,"Madison, Nebraska",1.0
1037,"Madison, New York",0.8250000000000001
1038,"Madison, North Carolina",0.0
1039,"Madison, Ohio",2.3634375
1040,"Madison, Tennessee",3.31775
1041,"Madison, Virginia",0.9555555555555555
1042,"Magoffin, Kentucky",0.575
1043,"Mahaska, Iowa",0.0
1044,"Mahnomen, Minnesota",0.82
1045,"Mahoning, Ohio",2.0
1046,"Major, Oklahoma",1.789157894736842
1047,"Malheur, Oregon",5.261416666666666
1048,"Manatee county, Florida",1.5714285714285714
1049,"Manatee, Florida",5.631249999999999
1050,"Manitowoc, Wisconsin",1.361818181818182
1051,"Marathon, Wisconsin",1.851935483870968
1052,"Marengo, Alabama",1.0526315789473688
1053,"Maricopa, Arizona",0.958677348974009
1054,"Marinette, Wisconsin",1.475
1055,"Marion, Alabama",0.6
1056,"Marion, Florida",1.0849397590361445
1057,"Marion, Illinois",1.83
1058,"Marion, Indiana",1.5772727272727274
1059,"Marion, Iowa",0.0
1060,"Marion, Kentucky",1.1
1061,"Marion, Ohio",0.0
1062,"Marion, Oregon",0.37358490566037733
1063,"Marion, South Carolina",0.0
1064,"Marion, Tennessee",0.0
1065,"Marion, West Virginia",0.2814285714285714
1066,"Marlboro, South Carolina",4.334782608695653
1067,"Marquette, Wisconsin",1.4166666666666667
1068,"Marshall, Alabama",1.3
1069,"Marshall, Illinois",1.915
1070,"Marshall, Indiana",1.8428571428571427
1071,"Marshall, Kentucky",0.52
1072,"Marshall, Minnesota",2.1636363636363636
1073,"Marshall, Oklahoma",1.8407804878048786
1074,"Marshall, South Dakota",5.6
1075,"Marshall, West Virginia",0.6162
1076,"Martin, Indiana",1.2
1077,"Martin, Kentucky",1.7
1078,"Martin, Minnesota",4.515384615384615
1079,"Martin, North Carolina",0.0
1080,"Mason, Kentucky",1.45
1081,"Mason, Michigan",1.9428571428571428
1082,"Mason, Texas",18.983333333333334
1083,"Mason, West Virginia",0.469
1084,"Massac, Illinois",5.1
1085,"Matanuska-susitna borough, Alaska",0.0
1086,"Matanuska-susitna, Alaska",0.1523809523809524
1087,"Mathews, Virginia",1.4633333333333332
1088,"Maury, Tennessee",0.0
1089,"Mayes, Oklahoma",0.5075526315789473
1090,"Mcclain, Oklahoma",3.3862571428571435
1091,"Mccone, Montana",0.0
1092,"Mccook, South Dakota",3.0
1093,"Mccracken, Kentucky",3.8499999999999996
1094,"Mccreary, Kentucky",0.3125
1095,"Mcculloch, Texas",22.320895522388064
1096,"Mccurtain, Oklahoma",0.0
1097,"Mcdonald, Missouri",20.490410958904114
1098,"Mcdonough, Illinois",27.4535
1099,"Mcdowell, North Carolina",0.03692307692307692
1100,"Mcdowell, West Virginia",1.1532499999999999
1101,"Mchenry, Illinois",0.13333333333333333
1102,"Mchenry, North Dakota",0.57236
1103,"Mcintosh, North Dakota",2.79
1104,"Mcintosh, Oklahoma",0.12155555555555557
1105,"Mckenzie, North Dakota",3.2800000000000002
1106,"Mckinley, New Mexico",4.9452
1107,"Mclean, Illinois",2.776666666666667
1108,"Mclean, Kentucky",1.2
1109,"Mclean, North Dakota",0.24749999999999997
1110,"Mcleod, Minnesota",2.142105263157895
1111,"Mcminn, Tennessee",0.0
1112,"Mcnairy, Tennessee",0.0
1113,"Mcpherson, Kansas",5.3
1114,"Meade, Kansas",4.7
1115,"Meade, Kentucky",0.42
1116,"Meade, South Dakota",4.992375
1117,"Meagher, Montana",3.4019999999999997
1118,"Mecklenburg, North Carolina",1.6028947368421052
1119,"Mecklenburg, Virginia",2.13
1120,"Mecosta, Michigan",1.0659999999999996
1121,"Medina, Ohio",0.0
1122,"Medina, Texas",20.940909090909088
1123,"Meeker, Minnesota",0.6909090909090909
1124,"Meigs, Ohio",0.0
1125,"Mendocino, California",1.226
1126,"Menifee, Kentucky",0.16666666666666666
1127,"Menominee, Michigan",9.077272727272726
1128,"Menominee, Wisconsin",0.513
1129,"Mercer, Illinois",4.637499999999999
1130,"Mercer, Kentucky",0.275
1131,"Mercer, New Jersey",2.868988262295082
1132,"Mercer, North Dakota",1.141
1133,"Mercer, Ohio",1.166923076923077
1134,"Mercer, West Virginia",0.42444444444444446
1135,"Merrimack, New Hampshire",2.5879956140350875
1136,"Miami, Indiana",2.738461538461538
1137,"Miami, Ohio",0.9230769230769231
1138,"Miami-dade, Florida",2.124394871794872
1139,"Middlesex, Connecticut",2.301903355704698
1140,"Middlesex, Massachusetts",5.3
1141,"Middlesex, New Jersey",3.368977114093959
1142,"Middlesex, Virginia",1.502777777777778
1143,"Midland, Michigan",0.6461538461538462
1144,"Midland, Texas",8.005263157894737
1145,"Millard, Utah",3.193076923076923
1146,"Mille lacs, Minnesota",0.509090909090909
1147,"Milwaukee, Wisconsin",1.18266666
1148,"Miner, South Dakota",4.2
1149,"Mineral, Montana",2.923076923076924
1150,"Mineral, Nevada",1.9461538461538461
1151,"Mineral, West Virginia",0.5985714285714285
1152,"Mingo, West Virginia",1.29575
1153,"Minidoka, Idaho",4.02
1154,"Minnehaha, South Dakota",13.3
1155,"Missaukee, Michigan",0.0
1156,"Missoula, Montana",1.424747474747474
1157,"Mitchell, Iowa",1.05
1158,"Mitchell, Kansas",1.2857142857142858
1159,"Mitchell, North Carolina",0.34285714285714286
1160,"Mitchell, Texas",8.7
1161,"Mobile, Alabama",1.2815126050420163
1162,"Modoc, California",0.8666666666666667
1163,"Mohave, Arizona",2.484936708860759
1164,"Monmouth, New Jersey",3.5675777215189877
1165,"Mono, California",5.55
1166,"Monroe, Alabama",3.0999999999999996
1167,"Monroe, Florida",0.35
1168,"Monroe, Indiana",1.2000000000000002
1169,"Monroe, Kentucky",0.0
1170,"Monroe, Michigan",5.083333333333332
1171,"Monroe, New York",0.0
1172,"Monroe, Ohio",0.0
1173,"Monroe, Tennessee",0.6
1174,"Monroe, West Virginia",3.433333333333333
1175,"Monroe, Wisconsin",3.1885714285714286
1176,"Montgomery, Alabama",1.1999999999999997
1177,"Montgomery, Illinois",0.98
1178,"Montgomery, Indiana",1.25
1179,"Montgomery, Kentucky",0.2
1180,"Montgomery, Maryland",9.29361538461539
1181,"Montgomery, Missouri",14.22564102564103
1182,"Montgomery, New York",1.4366666666666665
1183,"Montgomery, North Carolina",0.0
1184,"Montgomery, Ohio",0.8181818181818182
1185,"Montgomery, Tennessee",0.0
1186,"Montgomery, Texas",22.334246575342462
1187,"Montgomery, Virginia",0.57
1188,"Moody, South Dakota",3.8
1189,"Moore, North Carolina",4.722724137931035
1190,"Moore, Texas",8.4
1191,"Mora, New Mexico",2.448331883863636
1192,"Morehouse, Louisiana",0.0303125
1193,"Morgan, Alabama",0.0
1194,"Morgan, Indiana",1.1285714285714286
1195,"Morgan, Kentucky",1.8
1196,"Morgan, Missouri",4.7
1197,"Morgan, Ohio",0.0
1198,"Morgan, Tennessee",0.0
1199,"Morgan, Utah",3.9978823529411756
1200,"Morgan, West Virginia",1.0878833333333333
1201,"Morris, New Jersey",0.7534271844660191
1202,"Morrison, Minnesota",0.0
1203,"Morrow, Ohio",0.0
1204,"Morrow, Oregon",3.9423076923076925
1205,"Morton, Kansas",0.0
1206,"Motley, Texas",13.55
1207,"Mountrail, North Dakota",3.1912333333333334
1208,"Mower, Minnesota",6.109876543209877
1209,"Muhlenberg, Kentucky",0.95
1210,"Multnomah county, Oregon",0.0
1211,"Multnomah, Oregon",0.5695454545454545
1212,"Murray, Minnesota",5.585714285714286
1213,"Murray, Oklahoma",3.5038461538461547
1214,"Muscatine, Iowa",7.7
1215,"Muskegon, Michigan",0.35000000000000003
1216,"Muskingum, Ohio",0.4444444444444444
1217,"Muskogee, Oklahoma",0.0
1218,"Musselshell, Montana",3.075
1219,"Nance, Nebraska",10.450000000000001
1220,"Nash, North Carolina",2.8099999999999996
1221,"Nassau, Florida",0.45
1222,"Nassau, New York",0.0
1223,"Natchitoches, Louisiana",0.4647058823529412
1224,"Natrona, Wyoming",3.3258333333333336
1225,"Navajo, Arizona",2.267857142857143
1226,"Nelson, North Dakota",0.2175
1227,"Nelson, Virginia",2.13
1228,"Nemaha, Nebraska",8.5575
1229,"Ness, Kansas",12.0
1230,"New hanover, North Carolina",0.04276315789473684
1231,"New haven, Connecticut",0.8752867704280154
1232,"New kent, Virginia",0.2325
1233,"New london, Connecticut",1.406086330935252
1234,"Newaygo, Michigan",1.95
1235,"Newberry, South Carolina",0.8294117647058823
1236,"Newton, Indiana",1.2333333333333334
1237,"Nez perce, Idaho",0.77
1238,"Niagara, New York",0.8166666666666668
1239,"Nicholas, Kentucky",0.4
1240,"Nicholas, West Virginia",0.3705111111111112
1241,"Nicollet, Minnesota",2.4642857142857144
1242,"Niobrara, Wyoming",14.773333333333335
1243,"Noble, Indiana",0.5619047619047619
1244,"Nobles, Minnesota",2.2875
1245,"Nome, Alaska",1.2312500000000002
1246,"Norman, Minnesota",1.3
1247,"North slope, Alaska",1.631764705882353
1248,"Northampton, North Carolina",0.045
1249,"Northumberland, Virginia",3.3190196078431384
1250,"Northwest arctic borough, Alaska",2.7
1251,"Northwest arctic, Alaska",0.8208888888888891
1252,"Norton, Kansas",5.0
1253,"Nottoway, Virginia",24.88888888888889
1254,"Nowata, Oklahoma",0.0
1255,"Nueces, Texas",2.75
1256,"Nye, Nevada",0.9465853658536586
1257,"Oakland, Michigan",1.5847698744769867
1258,"Obion, Tennessee",0.99
1259,"Ocean, New Jersey",3.051129396984923
1260,"Oceana, Michigan",0.0
1261,"Oconee, South Carolina",6.666666666666667
1262,"Oconto, Wisconsin",2.5166666666666666
1263,"Ogemaw, Michigan",0.7985714285714286
1264,"Ogle, Illinois",6.305519999999999
1265,"Ohio, Indiana",0.0
1266,"Ohio, Kentucky",1.1
1267,"Okaloosa county, Florida",0.775
1268,"Okaloosa, Florida",0.5631475409836066
1269,"Okanogan, Washington",6.193
1270,"Okeechobee, Florida",13.099999999999996
1271,"Okfuskee, Oklahoma",0.42668085106382986
1272,"Oklahoma, Oklahoma",4.323970661157021
1273,"Okmulgee, Oklahoma",0.0
1274,"Oldham, Kentucky",0.43
1275,"Olmsted, Minnesota",4.443258426966292
1276,"Oneida, Idaho",6.7
1277,"Oneida, Wisconsin",0.0
1278,"Onondaga, New York",0.065
1279,"Onslow, North Carolina",0.49113924050632907
1280,"Ontario, New York",3.2399999999999998
1281,"Ontonagon, Michigan",9.05
1282,"Orange, Florida",1.3587500000000001
1283,"Orange, New York",6.727500000000001
1284,"Orange, North Carolina",0.2747916666666667
1285,"Orange, Vermont",2.368125
1286,"Orange, Virginia",0.2725
1287,"Orangeburg, South Carolina",4.4263157894736835
1288,"Orleans, Louisiana",0.6133333333333334
1289,"Orleans, Vermont",1.9724137931034484
1290,"Osage, Missouri",1.05
1291,"Osage, Oklahoma",0.7951527777777776
1292,"Osborne, Kansas",1.85
1293,"Osceola, Florida",1.510344827586207
1294,"Otero county, New Mexico",2.4
1295,"Otero, New Mexico",0.8061352771875001
1296,"Otsego, Michigan",0.0
1297,"Ottawa, Ohio",0.0
1298,"Ottawa, Oklahoma",4.561257142857143
1299,"Otter tail, Minnesota",0.8380952380952381
1300,"Ouachita, Louisiana",0.04267441860465116
1301,"Outagamie, Wisconsin",3.745757577272727
1302,"Overton, Tennessee",0.0
1303,"Owen, Indiana",0.0
1304,"Owen, Kentucky",0.0
1305,"Owsley, Kentucky",0.7
1306,"Owyhee, Idaho",6.292
1307,"Oxford, Maine",12.104928571428571
1308,"Ozaukee, Wisconsin",0.5619047619047619
1309,"Palm beach, Florida",0.6846511627906976
1310,"Pamlico, North Carolina",0.0
1311,"Park, Montana",4.948275862068964
1312,"Park, Wyoming",2.3
1313,"Parke, Indiana",0.7285714285714285
1314,"Parker, Texas",18.201298701298708
1315,"Pasco county, Florida",0.0
1316,"Pasco, Florida",1.4084745762711868
1317,"Pasquotank, North Carolina",0.0
1318,"Passaic, New Jersey",2.1428099173553727
1319,"Paulding, Ohio",1.2857142857142858
1320,"Pawnee, Kansas",14.84
1321,"Pawnee, Nebraska",0.0
1322,"Pawnee, Oklahoma",1.2627948717948723
1323,"Payette, Idaho",1.7977777777777777
1324,"Payne, Oklahoma",3.00738
1325,"Pecos, Texas",18.150000000000002
1326,"Pembina, North Dakota",0.66
1327,"Pemiscot, Missouri",0.0
1328,"Pender, North Carolina",0.375
1329,"Pendleton, Kentucky",0.0
1330,"Pendleton, West Virginia",0.53625
1331,"Pennington, Minnesota",1.018181818181818
1332,"Pennington, South Dakota",8.524666666666667
1333,"Penobscot, Maine",2.598123888888889
1334,"Peoria, Illinois",25.0087418
1335,"Pepin, Wisconsin",1.28
1336,"Perquimans, North Carolina",0.0
1337,"Perry, Alabama",2.383333333333333
1338,"Perry, Illinois",10.07
1339,"Perry, Indiana",0.0
1340,"Perry, Kentucky",0.0
1341,"Perry, Missouri",17.525
1342,"Perry, Ohio",0.0
1343,"Pershing, Nevada",1.4164166666666667
1344,"Person, North Carolina",1.822222222222222
1345,"Petersburg, Alaska",0.6000000000000001
1346,"Petroleum, Montana",0.0
1347,"Pettis, Missouri",5.85
1348,"Phelps, Missouri",2.242857142857143
1349,"Phelps, Nebraska",9.575000000000001
1350,"Phillips, Kansas",0.0
1351,"Phillips, Montana",5.096666666666667
1352,"Pickaway, Ohio",0.25
1353,"Pickens, Alabama",1.2874999999999996
1354,"Pickens, South Carolina",1.9933333333333334
1355,"Pierce, Nebraska",0.0
1356,"Pierce, North Dakota",0.465
1357,"Pierce, Wisconsin",2.819649121052631
1358,"Pike, Alabama",0.2727272727272727
1359,"Pike, Indiana",0.0
1360,"Pike, Kentucky",0.16666666666666666
1361,"Pike, Ohio",0.0
1362,"Pima, Arizona",0.8902017291066285
1363,"Pinal, Arizona",1.7144889635135137
1364,"Pine, Minnesota",7.492207792207793
1365,"Pinellas, Florida",2.0285714285714285
1366,"Pipestone, Minnesota",25.923076923076927
1367,"Piscataquis, Maine",0.34195363636363635
1368,"Pitt, North Carolina",0.22686567164179103
1369,"Pittsburg, Oklahoma",0.27446000000000004
1370,"Piute, Utah",3.370833333333334
