,county,chlordane
800,"Gooding, Idaho",0.0
801,"Goshen, Wyoming",0.0
802,"Gosper, Nebraska",0.0
803,"Grady, Oklahoma",0.0
804,"Grafton, New Hampshire",0.0
805,"Graham county, Arizona",0.0
806,"Graham, Arizona",0.0
807,"Graham, North Carolina",0.0
808,"Grand forks, North Dakota",0.0
809,"Grand isle, Vermont",0.0
810,"Grand, Utah",0.0
811,"Granite, Montana",0.0
812,"Grant, Arkansas",0.0
813,"Grant, Indiana",0.0
814,"Grant, Kansas",0.0
815,"Grant, Kentucky",0.0
816,"Grant, Louisiana",0.0
817,"Grant, Minnesota",0.0
818,"Grant, Nebraska",0.0
819,"Grant, New Mexico",0.0
820,"Grant, North Dakota",0.0
821,"Grant, Oregon",0.0
822,"Grant, South Dakota",0.0
823,"Grant, Washington",0.0
824,"Grant, West Virginia",0.0
825,"Grant, Wisconsin",0.0
826,"Granville, North Carolina",0.0
827,"Graves, Kentucky",0.0
828,"Gray, Texas",0.0
829,"Grays harbor, Washington",0.0
830,"Grayson, Kentucky",0.0
831,"Grayson, Texas",0.0
832,"Grayson, Virginia",0.0
833,"Greeley, Nebraska",0.0
834,"Green lake, Wisconsin",0.0
835,"Green, Kentucky",0.0
836,"Green, Wisconsin",0.0
837,"Greenbrier, West Virginia",0.0
838,"Greene, Alabama",0.0
839,"Greene, Arkansas",0.0
840,"Greene, Illinois",0.0
841,"Greene, Indiana",0.0
842,"Greene, Missouri",0.0
843,"Greene, New York",0.0
844,"Greene, North Carolina",0.0
845,"Greene, Pennsylvania",0.0
846,"Greene, Virginia",0.0
847,"Greenlee, Arizona",0.0
848,"Greensville, Virginia",0.0
849,"Greenup, Kentucky",0.0
850,"Greenville, South Carolina",0.0
851,"Greenwood, Kansas",0.0
852,"Greenwood, South Carolina",0.0
853,"Gregg, Texas",0.0
854,"Gregory, South Dakota",0.0
855,"Griggs, North Dakota",0.0
856,"Grimes, Texas",0.0
857,"Grundy, Illinois",0.0
858,"Grundy, Missouri",0.0
859,"Guadalupe, New Mexico",0.0
860,"Guadalupe, Texas",0.0
861,"Guilford, North Carolina",0.001077120822622108
862,"Guillford, North Carolina",0.0
863,"Gulf, Florida",0.0
864,"Hale, Alabama",0.0
865,"Hale, Texas",0.0
866,"Halifax, North Carolina",0.0
867,"Halifax, Virginia",0.0
868,"Hall, Nebraska",0.0
869,"Hall, Texas",0.0
870,"Hamilton, Florida",0.0
871,"Hamilton, Indiana",0.0
872,"Hamilton, Nebraska",0.0
873,"Hamilton, New York",0.0
874,"Hamilton, Tennessee",0.0
875,"Hamilton, Texas",0.0
876,"Hamlin, South Dakota",0.0
877,"Hampden, Massachusetts",0.0
878,"Hampshire, Massachusetts",0.0
879,"Hampshire, West Virginia",0.0
880,"Hampton, South Carolina",0.0
881,"Hancock, Illinois",0.0
882,"Hancock, Indiana",0.0
883,"Hancock, Kentucky",0.0
884,"Hancock, Maine",0.0
885,"Hancock, West Virginia",0.0
886,"Hanover, Virginia",0.0
887,"Hansford, Texas",0.0
888,"Hardee, Florida",0.0
889,"Hardeman, Texas",0.0
890,"Hardin, Illinois",0.0
891,"Hardin, Kentucky",0.0
892,"Hardin, Texas",0.0
893,"Harding, New Mexico",0.0
894,"Harding, South Dakota",0.0
895,"Hardy, West Virginia",0.0
896,"Harford county, Maryland",0.0
897,"Harford, Maryland",0.0
898,"Harlan, Kentucky",0.0
899,"Harlan, Nebraska",0.0
900,"Harnett, North Carolina",0.0
901,"Harney, Oregon",0.0
902,"Harris, Texas",0.0
903,"Harrison, Indiana",0.0
904,"Harrison, Kentucky",0.0
905,"Harrison, Missouri",0.0
906,"Harrison, Texas",0.0
907,"Harrison, West Virginia",0.0
908,"Harrisonburg, Virginia",0.0
909,"Hart, Kentucky",0.0
910,"Hartford, Connecticut",0.0
911,"Hartley, Texas",0.0
912,"Haskell, Texas",0.0
913,"Hawaii, Hawaii",0.0
914,"Hawkins, Tennessee",0.0
915,"Hayes, Nebraska",0.0
916,"Hays, Texas",0.0
917,"Haywood, North Carolina",0.0
918,"Hemphill, Texas",0.0
919,"Hempstead, Arkansas",0.0
920,"Henderson, Illinois",0.0
921,"Henderson, Kentucky",0.0
922,"Henderson, North Carolina",0.004042857142857142
923,"Henderson, Texas",0.0
924,"Hendricks, Indiana",0.0
925,"Hendry, Florida",0.0
926,"Hennepin, Minnesota",0.0
927,"Henrico, Virginia",0.0
928,"Henry, Alabama",0.0
929,"Henry, Illinois",0.0
930,"Henry, Indiana",0.0
931,"Henry, Kentucky",0.0
932,"Henry, Missouri",0.0
933,"Henry, Virginia",0.0
934,"Herkimer, New York",0.0
935,"Hernando, Florida",0.0
936,"Hertford, North Carolina",0.0
937,"Hickman, Kentucky",0.0
938,"Hickory, Missouri",0.0
939,"Hidalgo, New Mexico",0.0
940,"Hidalgo, Texas",0.0
941,"Highlands, Florida",0.0
942,"Hill, Montana",0.0
943,"Hill, Texas",0.0
944,"Hills, Florida",0.0
945,"Hills, New Hampshire",0.0
946,"Hillsborough county, Florida",0.0
947,"Hillsborough county, New Hampshire",0.0
948,"Hillsborough, Florida",0.0
949,"Hillsborough, New Hampshire",0.0
950,"Hitchcock, Nebraska",0.0
951,"Hockley, Texas",0.0
952,"Hoke, North Carolina",0.0
953,"Holmes, Florida",0.0
954,"Holt, Missouri",0.0
955,"Holt, Nebraska",0.0
956,"Honolulu, Hawaii",0.003400809716599191
957,"Hood river, Oregon",0.0
958,"Hood, Texas",0.0
959,"Hooker, Nebraska",0.0
960,"Hopewell, Virginia",0.0
961,"Hopkins, Kentucky",0.0
962,"Hopkins, Texas",0.0
963,"Horry, South Carolina",0.0
964,"Hot spring, Arkansas",0.0
965,"Hot springs, Wyoming",0.0
966,"Houston, Alabama",0.0
967,"Houston, Minnesota",0.0
968,"Houston, Texas",0.0
969,"Howard, Arkansas",0.0
970,"Howard, Indiana",0.0
971,"Howard, Maryland",0.0
972,"Howard, Missouri",0.0
973,"Howard, Nebraska",0.0
974,"Howard, Texas",0.0
975,"Howell, Missouri",0.0
976,"Hubbard, Minnesota",0.0
977,"Hudspeth, Texas",0.0
978,"Hughes, Oklahoma",0.0
979,"Hughes, South Dakota",0.0
980,"Humboldt, Nevada",0.0
981,"Hunt, Texas",0.0
982,"Huntingdon, Pennsylvania",0.0
983,"Huntington, Indiana",0.0
984,"Hutchinson, Texas",0.0
985,"Hyde, North Carolina",0.0
986,"Iberia parish, Louisiana",0.0
987,"Iberia, Louisiana",0.0
988,"Iberville, Louisiana",0.0
989,"Idaho, Idaho",0.0
990,"Imperial, California",0.0
991,"Independence, Arkansas",0.0
992,"Indian river, Florida",0.0
993,"Indiana, Pennsylvania",0.0
994,"Inyo, California",0.0
995,"Iowa, Wisconsin",0.0
996,"Iredell, North Carolina",0.0
997,"Iron, Missouri",0.0
998,"Iron, Utah",0.0
999,"Iron, Wisconsin",0.0
1000,"Iroquois, Illinois",0.0
1001,"Isabella, Michigan",0.0
1002,"Isanti, Minnesota",0.0
1003,"Island, Washington",0.0
1004,"Itasca, Minnesota",0.0
1005,"Izard, Arkansas",0.0
1006,"Jack, Texas",0.0
1007,"Jackson county, Florida",0.0
1008,"Jackson, Alabama",0.0
1009,"Jackson, Arkansas",0.0
1010,"Jackson, Florida",0.0
1011,"Jackson, Illinois",0.0
1012,"Jackson, Indiana",0.0
1013,"Jackson, Kansas",0.0
1014,"Jackson, Kentucky",0.0
1015,"Jackson, Louisiana",0.0
1016,"Jackson, Minnesota",0.0
1017,"Jackson, Missouri",0.0
1018,"Jackson, North Carolina",0.0
1019,"Jackson, Oregon",0.0
1020,"Jackson, Texas",0.0
1021,"Jackson, West Virginia",0.0
1022,"Jackson, Wisconsin",0.0
1023,"James city, Virginia",0.0
1024,"Jasper county, Missouri",0.0
1025,"Jasper, Illinois",0.0
1026,"Jasper, Indiana",0.0
1027,"Jasper, Missouri",0.0
1028,"Jasper, South Carolina",0.0
1029,"Jasper, Texas",0.0
1030,"Jay, Indiana",0.0
1031,"Jeff davis, Texas",0.0
1032,"Jefferson county, Florida",0.0
1033,"Jefferson county, Pennsylvania",0.0
1034,"Jefferson davis, Louisiana",0.0
1035,"Jefferson, Alabama",0.0
1036,"Jefferson, Arkansas",0.0
1037,"Jefferson, Florida",0.0
1038,"Jefferson, Idaho",0.0
1039,"Jefferson, Indiana",0.0
1040,"Jefferson, Kansas",0.0
1041,"Jefferson, Kentucky",0.0
1042,"Jefferson, Louisiana",0.0
1043,"Jefferson, Missouri",0.0
1044,"Jefferson, Montana",0.0
1045,"Jefferson, Nebraska",0.0
1046,"Jefferson, New York",0.0
1047,"Jefferson, Oklahoma",0.0
1048,"Jefferson, Oregon",0.0
1049,"Jefferson, Pennsylvania",0.0
1050,"Jefferson, Texas",0.0
1051,"Jefferson, Washington",0.0
1052,"Jefferson, West Virginia",0.0
1053,"Jefferson, Wisconsin",0.0
1054,"Jennings, Indiana",0.0
1055,"Jerauld, South Dakota",0.0
1056,"Jerome, Idaho",0.0
1057,"Jersey, Illinois",0.0
1058,"Jessamine, Kentucky",0.0
1059,"Jim wells, Texas",0.0
1060,"Jo daviess, Illinois",0.0
1061,"Johnson, Arkansas",0.0
1062,"Johnson, Illinois",0.0
1063,"Johnson, Indiana",0.0
1064,"Johnson, Kansas",0.0
1065,"Johnson, Kentucky",0.0
1066,"Johnson, Missouri",0.0
1067,"Johnson, Nebraska",0.0
1068,"Johnson, Texas",0.0
1069,"Johnson, Wyoming",0.0
1070,"Johnston, North Carolina",0.0
1071,"Johnston, Oklahoma",0.0
1072,"Jones, North Carolina",0.0
1073,"Jones, Texas",0.0
1074,"Josephine, Oregon",0.0
1075,"Juab, Utah",0.0
1076,"Judith basin, Montana",0.0
1077,"Juneau city and, Alaska",0.0
1078,"Juneau, Wisconsin",0.0
1079,"Juniata, Pennsylvania",0.0
1080,"Kanabec, Minnesota",0.0
1081,"Kanawha, West Virginia",0.0
1082,"Kandiyohi, Minnesota",0.0
1083,"Kane, Illinois",0.0
1084,"Kane, Utah",0.0
1085,"Kankakee, Illinois",0.0
1086,"Karnes, Texas",0.0
1087,"Kauai, Hawaii",0.0
1088,"Kaufman, Texas",0.0
1089,"Kay, Oklahoma",0.0
1090,"Kearney, Nebraska",0.0
1091,"Keith, Nebraska",0.0
1092,"Kendall, Illinois",0.0
1093,"Kendall, Texas",0.0
1094,"Kenedy, Texas",0.0
1095,"Kennebec, Maine",0.0
1096,"Kenosha, Wisconsin",0.0
1097,"Kent, Maryland",0.0
1098,"Kent, Rhode Island",0.0
1099,"Kent, Texas",0.0
1100,"Kenton, Kentucky",0.0
1101,"Kern, California",0.0
1102,"Kerr, Texas",0.0
1103,"Kershaw, South Carolina",0.0
1104,"Ketchikan gateway, Alaska",0.0
1105,"Kewaunee, Wisconsin",0.0
1106,"Keya paha, Nebraska",0.0
1107,"Kidder, North Dakota",0.0
1108,"Kimball, Nebraska",0.0
1109,"Kimble, Texas",0.0
1110,"King george, Virginia",0.0
1111,"King william, Virginia",0.0
1112,"King, Washington",0.0
1113,"Kingfisher, Oklahoma",0.0
1114,"Kings, California",0.0
1115,"Kingsbury, South Dakota",0.0
1116,"Kinney, Texas",0.0
1117,"Kitsap, Washington",0.0
1118,"Kittitas, Washington",0.0
1119,"Kittson, Minnesota",0.0
1120,"Klamath, Oregon",0.0
1121,"Kleberg, Texas",0.0
1122,"Klickitat, Washington",0.0
1123,"Knott, Kentucky",0.0
1124,"Knox, Illinois",0.0
1125,"Knox, Indiana",0.0
1126,"Knox, Kentucky",0.0
1127,"Knox, Maine",0.0
1128,"Knox, Nebraska",0.0
1129,"Knox, Ohio",0.0
1130,"Knox, Tennessee",0.0
1131,"Knox, Texas",0.0
1132,"Koochiching county, Minnesota",0.0
1133,"Koochiching, Minnesota",0.0
1134,"Kootenai, Idaho",0.0
1135,"Kosciusko, Indiana",0.0
1136,"La crosse, Wisconsin",0.0
1137,"La grange, Indiana",0.0
1138,"La paz, Arizona",0.0
1139,"La plata, Colorado",0.0
1140,"La porte, Indiana",0.0
1141,"La salle, Illinois",0.0
1142,"La salle, Louisiana",0.0
1143,"La salle, Texas",0.0
1144,"Labette, Kansas",0.0
1145,"Lac qui parle, Minnesota",0.0
1146,"Lackawanna, Pennsylvania",0.0
1147,"Laclede, Missouri",0.0
1148,"Lafayette parish, Louisiana",0.0
1149,"Lafayette, Arkansas",0.0
1150,"Lafayette, Florida",0.0
1151,"Lafayette, Louisiana",0.0
1152,"Lafayette, Missouri",0.0
1153,"Lafayette, Wisconsin",0.0
1154,"Lafourche, Louisiana",0.0
1155,"Lagrange, Indiana",0.0
1156,"Lake, California",0.0
1157,"Lake, Florida",0.0
1158,"Lake, Illinois",0.0
1159,"Lake, Indiana",0.0
1160,"Lake, Minnesota",0.0
1161,"Lake, Montana",0.0
1162,"Lake, Oregon",0.0
1163,"Lake, South Dakota",0.0
1164,"Lamar, Alabama",0.0
1165,"Lamar, Texas",0.0
1166,"Lamb, Texas",0.0
1167,"Lamoille, Vermont",0.0
1168,"Lamoure, North Dakota",0.0
1169,"Lampasas, Texas",0.0
1170,"Lancaster county, Pennsylvania",0.0
1171,"Lancaster, Nebraska",0.0
1172,"Lancaster, Pennsylvania",0.0
1173,"Lancaster, South Carolina",0.0
1174,"Lancaster, Virginia",0.0
1175,"Lander, Nevada",0.0
1176,"Lane, Oregon",0.0
1177,"Langlade, Wisconsin",0.0
1178,"Laporte, Indiana",0.0
1179,"Laramie, Wyoming",0.0
1180,"Larue, Kentucky",0.0
1181,"Lasalle, Illinois",0.0
1182,"Latah, Idaho",0.0
1183,"Lauderdale, Alabama",0.002777777777777778
1184,"Laurel, Kentucky",0.0
1185,"Laurens, South Carolina",0.0
1186,"Lavaca, Texas",0.0
1187,"Lawrence county, Arkansas",0.0
1188,"Lawrence, Alabama",0.0
1189,"Lawrence, Arkansas",0.0
1190,"Lawrence, Illinois",0.0
1191,"Lawrence, Indiana",0.0
1192,"Lawrence, Kentucky",0.0
1193,"Lawrence, Missouri",0.0
1194,"Lawrence, Pennsylvania",0.0
1195,"Lawrence, South Dakota",0.0
1196,"Le sueur, Minnesota",0.0
1197,"Lea, New Mexico",0.0
1198,"Leavenworth, Kansas",0.0
1199,"Lebanon county, Pennsylvania",0.0
1200,"Lebanon, Pennsylvania",0.0
1201,"Lee county, South Carolina",0.0
1202,"Lee, Alabama",0.0
1203,"Lee, Arkansas",0.0
1204,"Lee, Florida",0.0
1205,"Lee, Illinois",0.0
1206,"Lee, Kentucky",0.0
1207,"Lee, North Carolina",0.0
1208,"Lee, South Carolina",0.0
1209,"Lee, Texas",0.0
1210,"Lee, Virginia",0.0
1211,"Leelanau, Michigan",0.0
1212,"Lehigh county, Pennsylvania",0.0
1213,"Lehigh, Pennsylvania",0.0
1214,"Lemhi, Idaho",0.0
1215,"Lenoir, North Carolina",0.0
1216,"Leon, Florida",0.0
1217,"Leon, Texas",0.0
1218,"Leslie, Kentucky",0.0
1219,"Letcher, Kentucky",0.0
1220,"Levy county, Florida",0.0
1221,"Levy, Florida",0.0
1222,"Lewis and clark, Montana",0.0
1223,"Lewis county, Washington",0.0
1224,"Lewis, Idaho",0.0
1225,"Lewis, Kentucky",0.0
1226,"Lewis, Missouri",0.0
1227,"Lewis, New York",0.0
1228,"Lewis, Washington",0.0
1229,"Lewis, West Virginia",0.0
1230,"Lexington county, South Carolina",0.0
1231,"Lexington, South Carolina",0.0
1232,"Liberty, Florida",0.0
1233,"Liberty, Montana",0.0
1234,"Liberty, Texas",0.0
1235,"Limestone, Alabama",0.0
1236,"Limestone, Texas",0.0
1237,"Lincoln parish, Louisiana",0.0
1238,"Lincoln, Arkansas",0.0
1239,"Lincoln, Idaho",0.0
1240,"Lincoln, Kentucky",0.0
1241,"Lincoln, Louisiana",0.0
1242,"Lincoln, Maine",0.0
1243,"Lincoln, Minnesota",0.0
1244,"Lincoln, Missouri",0.0
1245,"Lincoln, Montana",0.0
1246,"Lincoln, Nebraska",0.0
1247,"Lincoln, Nevada",0.0
1248,"Lincoln, New Mexico",0.0
1249,"Lincoln, North Carolina",0.0
1250,"Lincoln, Oregon",0.0
1251,"Lincoln, Washington",0.0
1252,"Lincoln, West Virginia",0.0
1253,"Lincoln, Wisconsin",0.0
1254,"Lincoln, Wyoming",0.0
1255,"Linn county, Oregon",0.0
1256,"Linn, Kansas",0.0
1257,"Linn, Missouri",0.0
1258,"Linn, Oregon",0.0
1259,"Lipscomb, Texas",0.0
1260,"Litchfield, Connecticut",0.0
1261,"Little river, Arkansas",0.0
1262,"Live oak, Texas",0.0
1263,"Livingston county, New York",0.0
1264,"Livingston parish, Louisiana",0.0
1265,"Livingston, Illinois",0.0
1266,"Livingston, Kentucky",0.0
1267,"Livingston, Louisiana",0.0
1268,"Livingston, Missouri",0.0
1269,"Livingston, New York",0.0
1270,"Llano, Texas",0.0
1271,"Logan, Arkansas",0.0
1272,"Logan, Illinois",0.0
1273,"Logan, Nebraska",0.0
1274,"Logan, North Dakota",0.0
1275,"Logan, West Virginia",0.0
1276,"Lonoke, Arkansas",0.0
1277,"Los alamos, New Mexico",0.0
1278,"Los angeles, California",0.0
1279,"Loudoun, Virginia",0.0
1280,"Louisa, Virginia",0.0
1281,"Loup, Nebraska",0.0
1282,"Love, Oklahoma",0.0
1283,"Loving, Texas",0.0
1284,"Lowndes, Alabama",0.0
1285,"Lubbock, Texas",0.0
1286,"Lucas, Ohio",0.0
1287,"Luna, New Mexico",0.0
1288,"Lunenburg, Virginia",0.0
1289,"Luzerne county, Pennsylvania",0.0
1290,"Luzerne, Pennsylvania",0.0
1291,"Lycoming county, Pennsylvania",0.0
1292,"Lycoming, Pennsylvania",0.0
1293,"Lyman, South Dakota",0.0
1294,"Lynchburg, Virginia",0.0
1295,"Lynn, Texas",0.0
1296,"Lyon, Kansas",0.0
1297,"Lyon, Kentucky",0.0
1298,"Lyon, Minnesota",0.0
1299,"Lyon, Nevada",0.0
1300,"Macon, Alabama",0.0
1301,"Macon, Illinois",0.0
1302,"Macon, Missouri",0.0
1303,"Macon, North Carolina",0.0
1304,"Macoupin, Illinois",0.0
1305,"Madera county, California",0.0
1306,"Madera, California",0.0
1307,"Madison, Alabama",0.0032967032967032967
1308,"Madison, Florida",0.0
1309,"Madison, Idaho",0.0
1310,"Madison, Illinois",0.0
1311,"Madison, Indiana",0.0
1312,"Madison, Kentucky",0.0
1313,"Madison, Louisiana",0.0
1314,"Madison, Missouri",0.0
1315,"Madison, Montana",0.0
1316,"Madison, Nebraska",0.0
1317,"Madison, New York",0.0
1318,"Madison, North Carolina",0.0
1319,"Madison, Texas",0.0
1320,"Madison, Virginia",0.0
1321,"Magoffin, Kentucky",0.0
1322,"Mahnomen, Minnesota",0.0
1323,"Major, Oklahoma",0.0
1324,"Malheur, Oregon",0.0
1325,"Manassas, Virginia",0.0
1326,"Manatee county, Florida",0.0
1327,"Manatee, Florida",0.0
1328,"Manitowoc, Wisconsin",0.0
1329,"Marathon, Wisconsin",0.0
1330,"Marengo, Alabama",0.0
1331,"Maricopa, Arizona",0.0
1332,"Maries county, Missouri",0.0
1333,"Maries, Missouri",0.0
1334,"Marin, California",0.0
1335,"Marinette, Wisconsin",0.0
1336,"Marion county, Missouri",0.0
1337,"Marion, Alabama",0.0
1338,"Marion, Arkansas",0.0
1339,"Marion, Florida",0.0
1340,"Marion, Illinois",0.0
1341,"Marion, Indiana",0.0
1342,"Marion, Kansas",0.0
1343,"Marion, Kentucky",0.0
1344,"Marion, Missouri",0.0
1345,"Marion, Ohio",0.0
1346,"Marion, Oregon",0.0
1347,"Marion, South Carolina",0.0
1348,"Marion, Texas",0.0
1349,"Marion, West Virginia",0.0
1350,"Mariposa, California",0.0
1351,"Marlboro, South Carolina",0.0
1352,"Marquette, Wisconsin",0.0
1353,"Marshall, Alabama",0.0
1354,"Marshall, Illinois",0.0
1355,"Marshall, Indiana",0.0
1356,"Marshall, Kentucky",0.0
1357,"Marshall, Minnesota",0.0
1358,"Marshall, West Virginia",0.0
1359,"Martin county, Florida",0.0
1360,"Martin, Florida",0.0
1361,"Martin, Indiana",0.0
1362,"Martin, Kentucky",0.0
1363,"Martin, Minnesota",0.0
1364,"Martin, North Carolina",0.0
1365,"Martin, Texas",0.0
1366,"Martinsville, Virginia",0.0
1367,"Mason, Illinois",0.0
1368,"Mason, Kentucky",0.0
1369,"Mason, Texas",0.0
1370,"Mason, Washington",0.0
1371,"Mason, West Virginia",0.0014166666666666668
1372,"Massac, Illinois",0.0
1373,"Matagorda, Texas",0.0
1374,"Maui, Hawaii",0.0
1375,"Maverick, Texas",0.0
1376,"Mayes, Oklahoma",0.0
1377,"Mcclain, Oklahoma",0.0
1378,"Mccone, Montana",0.0
1379,"Mccook, South Dakota",0.0
1380,"Mccormick, South Carolina",0.0
1381,"Mccracken, Kentucky",0.0
1382,"Mccreary, Kentucky",0.0
1383,"Mcculloch, Texas",0.0
1384,"Mcdonald, Missouri",0.0
1385,"Mcdonough, Illinois",0.0
1386,"Mcdowell, North Carolina",0.0
1387,"Mcdowell, West Virginia",0.0
1388,"Mchenry, Illinois",0.0
1389,"Mchenry, North Dakota",0.0
1390,"Mcintosh, North Dakota",0.0
1391,"Mcintosh, Oklahoma",0.0
1392,"Mckean county, Pennsylvania",0.0
1393,"Mckean, Pennsylvania",0.0
1394,"Mckenzie, North Dakota",0.0
1395,"Mckinley, New Mexico",0.0
1396,"Mclean, Illinois",0.0
1397,"Mclean, Kentucky",0.0
1398,"Mclean, North Dakota",0.0
1399,"Mclennan, Texas",0.0
1400,"Mcleod, Minnesota",0.0
1401,"Mcmullen, Texas",0.0
1402,"Mcpherson, Nebraska",0.0
1403,"Meade, Kentucky",0.0
1404,"Meade, South Dakota",0.0
1405,"Meagher, Montana",0.0
1406,"Mecklenburg, North Carolina",0.04816964285714286
1407,"Mecklenburg, Virginia",0.0
1408,"Medina, Ohio",0.0
1409,"Medina, Texas",0.0
1410,"Meeker, Minnesota",0.0
1411,"Menard, Illinois",0.0
1412,"Menard, Texas",0.0
1413,"Mendocino, California",0.0
1414,"Menifee, Kentucky",0.0
1415,"Merced, California",0.001724137931034483
1416,"Mercer county, Pennsylvania",0.0
1417,"Mercer, Illinois",0.0
1418,"Mercer, Kentucky",0.0
1419,"Mercer, Missouri",0.0
1420,"Mercer, North Dakota",0.0
1421,"Mercer, Pennsylvania",0.0
1422,"Mercer, West Virginia",0.0
1423,"Merrick, Nebraska",0.0
1424,"Merrimack, New Hampshire",0.0
1425,"Miami, Indiana",0.0
1426,"Miami, Kansas",0.0
1427,"Miami, Ohio",0.0
1428,"Miami-dade, Florida",0.0
1429,"Middlesex, Connecticut",0.01704651162790698
1430,"Middlesex, Massachusetts",0.0
1431,"Midland, Texas",0.0
1432,"Mifflin county, Pennsylvania",0.0
1433,"Mifflin, Pennsylvania",0.0
1434,"Milam, Texas",0.0
1435,"Millard, Utah",0.0
1436,"Mille lacs county, Minnesota",0.0
1437,"Mille lacs, Minnesota",0.0
1438,"Miller, Arkansas",0.0
1439,"Miller, Missouri",0.0
1440,"Mills, Texas",0.0
1441,"Milwaukee, Wisconsin",0.0
1442,"Miner, South Dakota",0.0
1443,"Mineral, Montana",0.0
1444,"Mineral, Nevada",0.0
1445,"Mineral, West Virginia",0.0
1446,"Mingo, West Virginia",0.0
1447,"Minidoka, Idaho",0.0
1448,"Minnehaha, South Dakota",0.0
1449,"Mississippi, Arkansas",0.0
1450,"Mississippi, Missouri",0.0
1451,"Missoula, Montana",0.0
1452,"Mitchell, Kansas",0.0
1453,"Mitchell, North Carolina",0.0
1454,"Mitchell, Texas",0.0
1455,"Mobile, Alabama",0.0
1456,"Modoc, California",0.0
1457,"Mohave, Arizona",0.0
1458,"Moniteau, Missouri",0.0
1459,"Mono, California",0.0
1460,"Monongalia, West Virginia",0.0
1461,"Monroe county, Pennsylvania",0.0
1462,"Monroe, Alabama",0.0
1463,"Monroe, Arkansas",0.0
1464,"Monroe, Florida",0.0
1465,"Monroe, Illinois",0.0
1466,"Monroe, Indiana",0.0
1467,"Monroe, Kentucky",0.0
1468,"Monroe, Missouri",0.0
1469,"Monroe, New York",0.0
1470,"Monroe, Pennsylvania",0.0
1471,"Monroe, West Virginia",0.0
1472,"Monroe, Wisconsin",0.0
1473,"Montague, Texas",0.0
1474,"Monterey, California",0.0
1475,"Montgomery county, Pennsylvania",0.0
1476,"Montgomery, Alabama",0.0
1477,"Montgomery, Arkansas",0.0
1478,"Montgomery, Illinois",0.0
1479,"Montgomery, Indiana",0.0
1480,"Montgomery, Kansas",0.0
1481,"Montgomery, Kentucky",0.0
1482,"Montgomery, Maryland",0.0
1483,"Montgomery, Missouri",0.0
1484,"Montgomery, New York",0.0
1485,"Montgomery, North Carolina",0.0
1486,"Montgomery, Pennsylvania",0.001379310344827586
1487,"Montgomery, Texas",0.0
1488,"Montgomery, Virginia",0.0
1489,"Montour, Pennsylvania",0.0
1490,"Moody, South Dakota",0.0
1491,"Moore, North Carolina",0.0
1492,"Moore, Texas",0.0
1493,"Mora, New Mexico",0.0
1494,"Morehouse, Louisiana",0.0
1495,"Morgan, Alabama",0.0
1496,"Morgan, Illinois",0.0
1497,"Morgan, Indiana",0.0
1498,"Morgan, Kentucky",0.0
1499,"Morgan, Missouri",0.0
1500,"Morgan, Utah",0.0
1501,"Morgan, West Virginia",0.0
1502,"Morrill, Nebraska",0.0
1503,"Morris, Kansas",0.0
1504,"Morris, Texas",0.0
1505,"Morrison, Minnesota",0.0
1506,"Morrow, Oregon",0.0
1507,"Morton, North Dakota",0.0
1508,"Motley, Texas",0.0
1509,"Moultrie, Illinois",0.0
1510,"Mountrail, North Dakota",0.0
1511,"Mower, Minnesota",0.0
1512,"Muhlenberg, Kentucky",0.0
1513,"Multnomah county, Oregon",0.0
1514,"Multnomah, Oregon",0.0
1515,"Murray, Minnesota",0.0
1516,"Musselshell, Montana",0.0
1517,"Nacogdoches, Texas",0.0
1518,"Nance, Nebraska",0.0
1519,"Nantucket, Massachusetts",0.0
1520,"Napa, California",0.0
1521,"Nash, North Carolina",0.03328859060402684
1522,"Nassau, Florida",0.0
1523,"Nassau, New York",0.0012658227848101266
1524,"Natchitoches, Louisiana",0.0
1525,"Natrona, Wyoming",0.0
1526,"Navajo, Arizona",0.0
1527,"Navarro, Texas",0.0
1528,"Nelson, Kentucky",0.02
1529,"Nelson, North Dakota",0.0
1530,"Nelson, Virginia",0.0
1531,"Nemaha, Nebraska",0.0
1532,"Neosho, Kansas",0.0
1533,"Nevada county, Arkansas",0.0
1534,"Nevada, Arkansas",0.0
1535,"Nevada, California",0.0
1536,"New hanover, North Carolina",0.0
1537,"New haven, Connecticut",0.0
1538,"New london, Connecticut",0.0
1539,"New madrid, Missouri",0.0
1540,"Newberry, South Carolina",0.0
1541,"Newport, Rhode Island",0.0
1542,"Newton county, Arkansas",0.0
1543,"Newton, Arkansas",0.0
1544,"Newton, Indiana",0.0
1545,"Newton, Missouri",0.0
1546,"Newton, Texas",0.0
1547,"Nez perce, Idaho",0.0
1548,"Niagara, New York",0.0
1549,"Nicholas, Kentucky",0.0
1550,"Nicholas, West Virginia",0.0
1551,"Nicollet, Minnesota",0.0
1552,"Niobrara, Wyoming",0.0
1553,"Noble, Indiana",0.0
1554,"Nobles, Minnesota",0.0
1555,"Nodaway, Missouri",0.0
1556,"Nolan, Texas",0.0
1557,"Norfolk, Massachusetts",0.0
1558,"Norfolk, Virginia",0.0
1559,"North slope, Alaska",0.0
1560,"Northampton county, Pennsylvania",0.0
1561,"Northampton, North Carolina",0.0
1562,"Northampton, Pennsylvania",0.0
1563,"Northampton, Virginia",0.0
1564,"Northumberland, Pennsylvania",0.0
1565,"Northumberland, Virginia",0.0
